English,Hindi
Acquired syphilis,उपार्जित उपदंश
Acquired tolerance,उपार्जित सहिष्णुता
Acquired variation,उपार्जित विभेद
Acridine orange,ऐक्रिडीन ऑरेंज
Acriflavine,ऐक्रिफ्लेविन
Acrocentric,अग्रकेंद्रिक
Acrocentric,अक्षांत केंद्रिक
Acrochordon (fibroepitihelial polyp of valva),"विपटप अर्श, योनिकमलअर्श"
Acromegalia (acromegaly),"शाखाबृहत्ता, महांगता"
Acrophobia,"उत्तंगुता भय, अतिकायता भीति"
Acrospiroma,"ऐक्रोस्पायरोमा, धर्मनलिका अर्बुद"
Acrospore,"ऐक्रोस्पोर, अग्रबीजाणु"
ACTH (adreno-cortico trophic hormone),एसीटीएच (ऐड्रेनोकॉर्टिको ट्रॉफिक हॉरमोन)
Actin,ऐक्टिन
Actinic raidiation,"ऐक्टिनिक विकिरण, क्रियाशील विकिरण"
Actinobacillus (acinetobacter),अश्‍वग्रंथिरोग किरण दंडाणु
Actinobacillus melle (acinetobacter mallei),"ऐक्टिनोबेलिस मेलै, ऐसिनेटोबेक्टर मेले"
Actinomyces,ऐक्टिनोमाइसीज
Actinomyces bovis,"ऐक्टिनोमाइसीज़ बोवीस, गौकिरण कवक"
Actinomyces israelic,"ऐक्टिनोमाइसीज़ इसरायली, इसरायली किरण कवक"
Actinomyces naeslundi,"ऐक्टिनोमाइसी नेसलुंडी, किरण कवक नेसेलुंडी"
Actinomycetaceae,"ऐक्टिनमाइसिटेसीए, किरण कवककुल"
Actinomycetales,एक्टिनोमाइसिटेलिस किरण कवक संकुल
Actinomycetes,ऐक्टिनोमाइसेटीस
Actionomycetes muris,"ऐक्टिनोमाइसेटीस म्युरिस, किरण कवक कुल मूषक - ज्वर"
Actinomycosis,"ऐक्टिनोमाइसीजता, एक्टिनोमाइसिस रुग्णता"
"Actinomycosis, abdominal",उदरीय ऐक्टिनोमाइसीजता
Actinomycotic abcess,ऐक्टिनोमाइकोसिसजन्य अर्बुद
Action potential,क्रिया विभव
Action spectrum,क्रिया स्पेक्ट्रम
Activate,सक्रियाकरण
Activated,"सक्रियकृत, सक्रियित"
Activated cell,सक्रियित कोशिका
Activated charcoal,सक्रियित कोयला
Activated lymphocyte,सक्रियित लसीका
Activated macrophage,सक्रियित बृहत् भक्षी
Activating,सक्रियकारी
Activation,"सक्रियकरण, सक्रियण"
Activator,"सक्रियकारक, सक्रियक"
Activator gene,सक्रियकारी जीन
Active,"सक्रिय, क्रियाशील"
Active carrier,"सक्रिय, वाहक"
Active hyperemia,सक्रिय अतिरक्‍तता
Active immunity,सक्रिय प्रतिक्षमता
Active immunization,"सक्रिय प्रतिक्षमन, स्वनिर्मित प्रतिक्षमन"
Active functional nervus (melano carcinoma in-situ),सक्रिय संगमी तंत्रिका
Active movement,"सक्रिय संचलन, सक्रियगति"
Active oedema,सक्रिय शोफ
Active state,सक्रिय स्थिति
Active transport,सक्रियित परिवहन
Activity,"क्रिया, सक्रियता"
Actomyosin,"एक्टोमायोसिन, स्‍नायुक्रिया"
Acuity,तीक्ष्णता
Acute,तीव्र
Acute adrenal insufficiency,तीव्र अधिवृक्‍क कार्यन्यूनता
Acute anaemia,तीव्र पांडुरोग
Acute bacterial endocarditis,तीव्र शाकाणुज हृदयशोथ
Acute congestion,"तीव्र रक्‍ताधिक्य, तीव्र अतिरक्‍तसंचय"
Acute endocarditis,तीव्र अंतर्हृदशोथ
Acute falciparum malaria (malignant tertian malaria),तीव्र फेल्सिपेरस मलेरिया (दुर्दम तृतीयक मलेरिया)
Acute haemolytic anaemia,तीव्र रक्‍तसंलायी पांडुरोग
Acute inflammation,तीव्र शोथ
Acute leukaemia,तीव्र श्‍वेत रक्‍तता
Acute lymphocytic leukaemia,तीव्र लसीका कोशिका श्‍वेत रक्‍तता
Acute mania,तीव्र उन्माद
Acute myeloid leukaemia,तीव्र मज्‍जाभ श्‍वेतरक्‍तता
Acute myocardial infarction,तीव्र हृद्‍पेशी रोधगलन
Acute nephritis,तीव्र वृक्‍कशोथ
Acuteness,तीव्रता
Acute phase protein,तीव्रावस्थी प्रोटीन
Acute phase serum,तीव्रावस्थी सीरम
Acute renal failure,तीव्र वृक्‍क - क्रियापात
Acute thyroiditis,तीव्र अवटुशोथ
Acyanotic tetralogy of Fallot,फैलो - अश्यावचतुष्क
Acyclic,अचक्रीय
Adamatinoma,दंतवल्क अबुर्द
Adam's apple,"ऐडम एपिल (स्वरयंत्र उत्सेध, टेंटुआ)"
Adapt,अनुकूलन
Adaptability,अनुकूलनशीलता
Adaptable,अनुकूलनशील
Adaptation,अनुकूलन
Adaptive energy,अनुकूलनी ऊर्जा
Adaptive immunity,अनुकूली प्रतिरक्षा
Addiction,व्यसन
Addisonain anaemia,ऐडिसन पांडुरोग
Addisonian crisis,ऐडिसन संकट
Addison's anaemia (addisonian anaemia),ऐडिसन पांडुरोग
Addison's disease,ऐडिसन रोग
Additional,अतिरिक्‍त
Additive,योगशील
Additive,योज्य
Adenine,ऐडिनिन
Adenitis,"ग्रंथिशोथ, लसीकापर्वशोथ"
Adenocanthoma,ऐडिनोकेन्थोमा
Adenocarcinoma,"ग्रंथि कार्सिनोमा, ऐडिनोकार्सिनोमा"
Adeno-epidermoid carcinoma,बाह्यत्वचाय कर्कट
Adenofibroma,ग्रंथितंतु अर्बुद
Adenohypohysis,ग्रंथिपीयूषिका
Adenoid (a hyper trophic mass of lymphoid tissue in the nasopharyn of children),"एडिनॉइड, कंठशालूक"
Adenoid (a hyper trophic mass of lymphoid tissue in the nasopharyn of children),ग्रंथ्याभ
Adenoid basal carcinoma,ग्रंथिरूपतलपेशी कर्कट
Adenolymphoma (Warthin's tumour),"ग्रंथि - लसीकार्बुद, ऐडिनोलिम्फोमा"
Adenoma,"ग्रंथ्यर्बुद, ऐडिनोमा"
Adenomatoid,ग्रंथ्यर्बुद
Adenomatosis,ग्रंथ्यर्बुदता
Adenomyoma,ग्रंथि - पेशी अर्बुद
Adenomyosis uterine,गर्भाशय ग्रंथिपेशी अर्बुदता
Adenosarcoma,"ग्रंथिमांस कर्कट, ऐडिनोमा कार्सीनोमा"
Adenosine,ऐडिनोसिन
Adenosine diphosphate (ads),ऐडिनोसिन डाइफॉस्फेट
Adenosine triphosphate,ऐडिनोसिन ट्राइफॉस्फेट
Adenosis,ग्रंथिरोग
Adenosis,ग्रंथिलता
Adenovirus,ऐडिनोवाइरस
Adenyl,ऐडिनिल
Adenylate kinase,ऐडिनिलेट काइनेज
Adenyl cyclase,ऐडिनिल साइक्लेज
Adenylic,ऐडिनिली
Adenyl pyrophosphate,ऐडिनिल पायरोफॉस्फेट
Adequate,पर्याप्‍त
Adhere,आसंजन
Adherent,अभिलग्‍न
Adhesion,आसंजन
Adhesive,"आसंजी, आसंजक"
Adipose,वसा
Adipose,वसामय
Adipose tissue,वसायुक्‍त ऊतक
Adiposity,"वसामयता, मेदुरता"
Adiposogenital syndrome,"मेदलिंग संलक्षण, वसामय लिंग संलक्षण"
Adjuvant,सहयोगी
Adjuvant,सहऔषध
Adnexed,उपांगयुक्‍त
Adolescence,"किशोरावस्था, किशोरता"
Adolescent,किशोर
Adopt,"स्वीकार करना, अपनाना"
Adoptability,स्वीकार्यता
Adoptability,अंगीकारता
Adopted,स्वीकृत
Adopted,दत्तक
Adoption,स्वीकृति
Adoption,अंगीकरण
Adoptive immunity,दत्तक प्रतिक्षमता
Adrenal,अधिवृक्‍क
Adrenal androgen,"अधिवृक्‍क पुंजन्यसंप्ररेक, अधिवृक्‍क ऐन्ड्रोजन"
Adrenal cortex,अधिवृक्‍क बाह्यांग
Adrenalectomy,"एड्रिनलेक्टोमी, अधिवृक्‍क उच्छेदन"
Adrenal haemmorr-hage,अधिवृक्‍क रक्‍तस्राव
Adrenalin,ऐड्रिनलिन
Adrenal insufficiency,अधिवृक्‍क कार्यन्यूनता
Adrenal medula,अधिवृक्क मध्यांग
Adrenal pituitary axis,अधिवृक्‍क पीयूषिक अक्ष
Adrenal virilism,"अधिवृक्‍क जन्य पुरुषत्व, अधिवृक्‍क जन्य पौरुष"
Adrenergic,"ऐड्रिनलिनस्रावी, ऐड्रिनलिनधर्मोत्तेजक"
Adrenergic blocking agent,ऐड्रिनलिनरोधी कारक
Adrenocortical,अधिवृक्‍क बाह्यांग
Adrenocortical steroid,अधिवृक्‍क बाह्यांग स्टेरॉइड
Adrenocorticotropic,"अधिवृक्‍क बाह्यांग पोषी, अधिवृक्‍क प्रांतस्थाप्रेरक"
Adrenocorticotropic hormone (ACTH),"अधिवृक्‍क बाह्यांग पोषी हॉरमोन, अधिवृक्‍क
बाह्यांग पोषी संप्रेरक, (ए सी टी एच)"
Adrenogenital syndrome (cushing's disease),अधिवृक्‍क जनन संलक्षण (कुशिंग रोग)
Adrenotrophic,अधिवृक्‍क प्रेरक
Adrenotrophin,अधिवृक्‍क प्रेरक
Adsorb,अधिशोषण
Adsorption,अधिशोषण
Adsorption chromatography,अधिशोषण वर्ण लेखिकी
Adult habitat,वयस्क आवास
Advent,"आगमन, आरंभ"
Advent,बाह्य
Adventitial,"बाह्यस्तर, बाह्य, बाह्यस्थ"
Adventitious,आगुंतक
Adventitious,अपस्थानिक
Adverse reaction,प्रतिकूल प्रतिक्रिया
Aedes,ईडीज
Aedes egypti,ईडीज ईजिप्टाई
Aeration,वातन
Aerial,वायवी
Aerial conduction,वायवी वहन
Aerobe,"वायुजीवी, ऑक्सीजीवी"
Aerobic,वायुजीवी
Aerobic,ऑक्सीजनी
Aerobic,वातापेक्षी
Aerobic oxidation,वातापेक्षी ऑक्सीकरण
Aerobic process,वायुजीवी प्रक्रिया
Aerobic respiration,ऑक्सी - श्‍वसन
Aerobiosis,"वायुजीविता, ऑक्सिजीविता"
Aeromonas,ऐरोमोनास
Aerophagia (aerophagy),"वायु निगरण, वायु भक्षण"
Aetiology,कारण
Afferent,अभिवाही
Afferent fibre,अभिवाही तंतु
Afferent limb,अभिवाही शाखा
Afferent neuron,"संवेद तंत्रिका कोशिका, अभिवाही तंत्रिका - कोशिका"
Afferent vessel,अभिवाही वाहिनी
Affinity,"आसक्‍ति, सजातीयता, रक्‍तसंबंध, बंधुता"
Afibrinogenaemia (afibrinogenemia),अफाईब्रिनोजन रक्‍तता
African sleeping sickness (=african trypanosomiasis),"अफ्रीकी अति निद्रारोग, अफ्रीकन ट्रिपेनोसोम विकार"
After birth,जन्मोत्‍तर
Agammaglobulinae-mia,अगामा ग्लोबुलिन रक्‍तता
Aganglionic,अगंडिकीय
Aganglionic megacolon (Hireschs Prung's disease),"अगंडिकीय महाबृहदांत्र, हर्शस्प्रुंग रोग"
Agar diffusion,ऐगार विसरण
Agar diffusion disc method,ऐगार विसरण चक्रिका पद्‍धति
Agar diffusion ditch plate method,ऐगार विसरण पट्‍टिका पद्‍धति
Agar gel diffusion,ऐगार जेल विसरण
Agarose,ऐगारोज
Agastria,जठरहीनता
Agastric,जठरहीन
Age,"वय, आयु"
Age,"काल, युग"
Age determination,वय निर्धारण
Agenesis (agenesia),"अजनन, विकास"
Agent,"कारक, कर्मक"
Agent,"अभिकर्ता, पदार्थ"
Age specific,वय विशिष्‍ट
Agglomerate,"सपिंडित करना, पुंजित करना"
Agglutination,समूहन
Agglutination lysis test,समूहन विलय परीक्षण
Agglutination test,समूहन परीक्षण
Agglutionation tube,समूहन नलिका
Agglutinative,"समूहनी, संश्‍लेषणी"
Agglutinator,"समूहक, संश्‍लेषक"
Agglutinin,"एग्लूटिनिन, समूहिका, समूहक संश्‍लेषी"
Agglutinin absorption test,समूहक अवशोषण परीक्षण
Agglutinogen,समूहजन
Aggravate,विकोपन
Aggravation,विकोप
Aggregate,समुच्‍चय
Aggregated,समुच्‍चयित
Aggregation,"समुच्‍चय, समुच्‍चयन"
Aggressin,आक्रामिका
Aggression,आक्रामक
Aggressive,आक्रामी
Aggressive fibromatosis,आक्रमक तंतु अर्बुदता
Aging,"काल प्रभावन, वयोवृद्‍धि"
Agonal,मृत्युपूर्व
Agony,मृत्युयातना
Agriaulocytosis,अकणिका श्‍वेत कोशिकाहीनता
A' group specific substance,A' रक्‍त वर्ग विशिष्‍ट द्रव्य
Air,"वायु, वात, हवा"
Airborne,वायुवाहित
Aircell,वायुकोशिका
Air conduction,वायु वहन
Air embolism,वायुकवलन
Air embolus,वायु कवल
Air passage,श्‍वास मार्ग
Air pollution,वायु प्रदूषण
Air spore,वात बीजाणु
Airway,"वायुपथ, श्‍वसन मार्ग"
Airway resistance,श्‍वसन मार्ग प्रतिरोध
Akinete,निश्‍चेष्‍ट बीजाणु
Akinetic,"निश्‍चेष्‍ट, गति - अक्षम"
Ala,"पक्षक, पक्षाभ"
Alanine,ऐलेनिन
Alarm,भय सूचना
Alarm reaction (Sely's stress syndrome),भयसूचक प्रतिक्रिया (सेली तनाव संलक्षण)
Albers-Schoenberg disease,ऐल्बर्स - शेनबर्ग रोग
Albert's stain,ऐल्बर्ट अभिरंजक
Albinism,"रंजकहीनता, धवलता"
Albino,धवल
Albright's syndrome,ऐल्ब्राइट संलक्षण
Albumen (=albumin),ऐल्बुमिन
Albumin-globulin ratio,"श्‍वित - आवर्तुली अनुपात, ऐल्बुमिन - ग्लोब्युलिन अनुपात"
Albuminoid,"ऐल्बुमिनाभ, ऐल्बुमिनॉइड, श्‍वितिक"
Albuminous,"ऐल्बुमिनी, श्‍वितिक"
Albumin suspension test,"ऐल्बुमिन निलंबन परीक्षण, श्‍वितिलंबन परीक्षा"
Albuminuria,ऐल्बुमिन मेह
Alcaligenes,"ऐल्कलीजनीजा, अल्कली दंडाणु"
Alcaligenes facellis,ऐल्कलीजीन दंडाणु
Alcaptonuria (alkaptonuria),एल्केप्टोन मूत्रता
Alchohol,"ऐल्कोहॉल, मद्‍य"
Alchoholic,"ऐल्कोहॉली, मद्‍य, मद्‍यजन्य"
Alchoholic fermentation,ऐल्कोहॉली किण्वन
Alchoholic hyaline,मद्‍यकाचाभ द्रव्य
Alcoholism,"मदात्यय, मद्‍यासक्‍ति"
Alchohol test-meal,मद्‍यक परीक्षण - आहार
Aldehyde,ऐल्डिहाइड
Aldolase,ऐल्डोलेस
Aldosterone,ऐल्डोस्टेरोन
Aldosterone-blocking compound,"ऐल्डोस्टेरोनरोधी सम्मिश्र, ऐल्डोस्टोरोन रोधी यौगिक"
Aldosteronism,ऐल्डीस्टेरोनता
Aleukaemic leukemia,अश्‍वेत कोशिका रक्‍तता
Aleutian mink disease,ऐल्युशन मिंक रोग
Alexin,ऐलेक्सिन
Algae,"शैवाल, काई"
Align,पंक्‍तिबंद्‍धन
Alignment,"संरेखण, पंक्‍तिबद्‍धता"
Alimentary,पोषण
Alimentary anaemia,पोषणीय अरक्‍तता
Alimentary canal (alimentnary tract),"आहार नलिका, आहार मार्ग"
Alimentary tract,आहार मार्ग
Aliphatic,ऐलिफैटिक
Aliphatic compounds,ऐलिफैटिक यौगिक
Alkalaemia (alkalemia),क्षाररक्‍तता
Akalescens dispar group,ऐल्कलेसेन्स डिस्पार वर्ग
Alkali,क्षार
Alkali denaturation test,क्षार विकृतन परीक्षण
Alkaline,क्षारीय
Alkaline haematin,क्षारीय हीमेटिन
Alkaline haematin method,क्षार हीमेटिन पद्‍धति
Alkaline methylene blue,क्षारीय मेथिलीन नील
Alkaline phosphatase,क्षारीय फॉस्फेटेज
Alkalinity,क्षारत्व
Alkali reserve,क्षारीय संचिति
Alkaloid,ऐल्केलॉइड
Alkalosis,"ऐल्केलोसिस, क्षारमयता"
Alkaptonuria,ऐल्केप्टोन मेह
Allantoic,"अपरापोषिकी, एलेन्टॉइनी"
Allantoic membrane,अपरापोषिकी कला
Allantois,"ऐलेन्टॉइस, अपरापोषिक"
Allele (allelomorph),"ऐलील, युग्मविकल्पी"
Allelic,युग्मविकल्पी
Allelic genes (paired genes),"युग्मविकल्पी जीन्स, जीनयुग्म"
Alletic locus,जीन युग्मस्थान
Allelomorph,युग्म विकल्पी
Allelomorphic (allelic),युग्म विकल्पी
Allelomorphic pair of characters,वैकल्पिक गुण युग्म
Allelomorphisom,युग्म विकल्पता
Allergen,"प्रत्यूर्जता जनक, एलर्जन"
Allergic,ऐलर्जिक
Allergic alveolitis (also extrinsic allergic alveolitis),"प्रत्यूर्जक वायुकोशा - शोथ, बहिस्थ प्रत्यूर्जक वायुकोशशोथ"
Allergic asthama,ऐलर्जीजन्य दमा
Allergic reaction,प्रत्यूर्जक प्रतिक्रिया
Allergic response,प्रत्यूर्जक प्रतिसाद
Allergic state,प्रत्यूर्जक स्थिति
Allergized cell,अपग्राही
Allergy,"प्रत्यूर्जता, ऐलर्जी"
Alleviate,उपशमन करना
Alleviation,उपशमन
Alloantigen,"सम्मुख प्रतिजन, अभिमुख प्रतिजन"
Allogenic,इतरजीनी
Allograft,"समकलम, सम अभिरोप"
Allopathy,ऐलोपैथी चिकित्सा
All-or-none law,पूर्ण अथवा शून्य नियम (हृदय)
Allosome,लिंग गुण सूत्र
Allotype,"ऐलोटाइप, इतर प्ररूप, एकल प्ररूप, मूलप्ररूप"
Alloxan,ऐलॉक्सन
Alloxan diabetes,ऐलॉक्सनजन्य मधुमेह
Alopecia,खालित्य
Aloxite hone,एलॉक्साइट होन
Alpha adrenergic receptor,ऐल्फा ऐड्रिनलिनग्राही
Alpha amylage,ऐल्फा एमायलेज
Alpha antirypsin,"ऐल्फा ट्रिप्सिन विरोधक, ऐल्फा प्रति ट्रिप्सीन"
Alpha cell,ऐल्फा कोशिका
Alpha chain disease (heavy chain disease),"ऐल्फा श्रृंखला रोग, भरी श्रृंखला रोग"
Alpha change (mediterranean lympone),ऐल्फा परिवर्तन
Alpha fetoprotein,ऐल्फा फीटोप्रोटीन
Alpha glutamyl traspeptidase,ऐल्फा ग्लुटामिल ट्रान्सपेप्टिडेज
Alpha haemoglobin,ऐल्फा हिमोग्लोबिन
Alpha haemolysis,"ऐल्फा लोहिता विलय, ऐल्फा रक्‍त संलयन"
Alpha wave,ऐल्फा तरंग
Alphort's syndrome,ऐल्फोर्ट संलक्षण
Alternate,"एकांतर, एकांतरित करना"
Alternating,प्रत्यावर्ती
Alternation,एकांतरण
Alternative,"पर्याय, विकल्प"
Alternative pathway,"पर्यायी मार्ग, विकल्प मार्ग"
Altitude,उच्‍चता
Alum,फिटकरी
Aluminium hydroxide gel,ऐल्युमिनियम हाइड्रॉक्साइड जेल
Alum precipitated toxoid,फिटकरी अवक्षेपित जैवविषाभ
Alveolar,दंत उलूखल
Alveolar,कोष्‍ठिक
Alveolar,वायुकोश
Alveloar air,वायुकोशीय वायु
Alveolar duct,वायुकोश नाल
Alveolar rhabdomy sarcoma,कोशाकार घातक रेखित स्‍नायु अर्बुद
