English,Hindi
Ascogonium,"ऐस्कोधानी, ऐस्कोगोनियम"
Ascomycete,"ऐस्कसी कवक, ऐस्कोमाइसीट"
Ascoplasm,ऐस्कसद्रव्य
Ascospore,ऐस्कस-बीजाणु
Ascus,ऐस्कस
Aseptic rearing,अपूतिक (कीट) पालन
Asexual reproduction,अलैंगिक जनन
Aspergillosis,"ऐस्परजिलोसिस, ऐस्परजिलस रोग"
Assessment,"निर्धारण, मूल्यांकन"
Assimilation,स्वांगीकरण
Association,"संगुणन, साहचर्य"
Asymmetry,असममिति
Atavism,पूर्वजता
Atmosphere,वायुमंडल
Atom,परमाणु
Atomic weight,परमाणु-भार
Attack,आक्रमण
Attenuation,"तनूकरण, क्षीणन, कम करना"
Attenctant,आकर्षि
Audio_visual aids,दृश्य-श्रव्य साधन
Auger,बरमा
Autocidal,स्वनाशी
Autoclave,ऑटोक्लेव
Autogamy,स्वकयुग्मन
Autogenesis,"स्वतःजनन, अनिषेकजनन"
Autogenous,स्वजात
Autoinfection,स्वसंत्कमण
Automatic silk reeling machine,स्वचालित रेशम धागाकरण यंत्र
Automation,स्वचालन
Auxillary bud,सहायक कली
Auxin,ऑक्सिन
Axe,कुल्हाड़ी
Axial flower,"अक्षीय पुष्प, अक्षीय फूल"
Azotobacter,ऐजोटोबैक्टर
Bacillar (=bacilliform),दंडाकार
Bacillus radicicola*,बैसिलस रेडिसिकोला
Back cross,प्रतीप संकर
Back crossing,प्रतीप संकरण
Bacteria,"जीवाणु, बैक्टीरिया"
Bacterial disease,"जीवाणुज रेग, जीवाणुजनित रोग"
Bactericide,"जीवाणुनाशी, जीवाणुनाशक"
Bacteriological,"जीवाण्विक, जीवाणुनाशक"
Bacteriologist,"जीवाणुवैज्ञानिक, जीवाणुविज्ञानी"
Bacteriology,जीवाणुविज्ञान
Bacteriolysis,"जीवाणुविघटन, जीवाण्विक विघटन, जीवाणुलयन"
Bacteriophase,जीवाणुभोजी
Bacteriophagous,जीवणुभक्षी
Bacterioscopy,जीवाणुदर्शन
Bacteriosis,"जीवाणुज रोग, जीवाणुजनित रोग"
Bacteriostasis,जीवाणुनिरोध
Bad cast,त्रुटिपूर्ण कताई
Bafta,बाफता
Bag insect,बैग कीट
Balance,"तुला, तराजू"
Balance,2. संतुलन
Bale,गांठ
Balkal Yarn,बल्कन सूत्र
Baluchari,बालूचरी
Bamboo sieve,"बांस झारा, बांस चालनी"
Bark,"छाल, वल्कल"
Barostat (barostatic),दाबस्थापी
Barrel steaming,पीपा वाष्पन
Barrier,रोध
Barsati,बरसाती (तसर कोसे की फसल)
Base,क्षारक
Basement membrane,"आधारर झिल्ली, आधार कला"
Basic seed,"मूल बीज, बुनियादी बीज"
Basic seed station,मूल बीज केंद्र
Basic stock,मूल प्रभव
Basidiomycete,"बेसिडियोमाइसीट, बेसिडीयमी कवक"
Basidiomycetes,बेसिडियोमाइसिटीज
Basidiospore,बेसिडियम बीजाणु
Basidium,बेसिडियम
Basin,"थाला, बेसिन, द्रोणी"
Basinet,"बेसिनेटो, अवशिष्ट रेशम (धागाकरण के बाद बचा रेशम)"
Basin irrigation,द्रोणी-सिंचाई
Basket,टोकरी
Basket steaming,टोकरी वाष्पन
Beaker,बीकर
Beating process,"बीटिंग प्रकम, ताड़न प्रकम"
Bed,"संस्तर, तल, क्यारी, बेड"
Bed cleaning,"संस्तर सफाई, तल सफाई"
Bee fly,भ्रमर मक्खी
Beetle,भृंग
Bending length,बंकन लम्बाई
Bengaline,बंगालीन
Benthos,"नितल जीवजात, नितलक"
Berry,बेरी
Bhodia,भोदिया (एक फसल)
Bilateral,"द्विपार्श्वीय, द्विपक्षीय"
Bilateral symmetry,द्विपार्श्वीय सममिति
Bill hook,गँडासा
Binomenclature (binomial nomenclature),द्विनाम-पदृधति
Bioassay,जैव आमापन
Biocatalyst,जैव-उत्प्रेरक
Biochemical,जैवरासायनिक
Bio-chemist,"जीवरसायनज्ञ, जीवरसायनविज्ञानी"
Biochemistry,जैवरसायन
Biochore,जैव सीमा
Biocontrol (biogical control),"जैव नियंत्रण, जैविक नियंत्रण"
Biocycle,जैवचक्र
Biodegradation,"जैव निम्नीकरण, जैव क्षय"
Biofertilizer,जैव उर्वरक
Biogas,"गोबर-गैस, बायोगैस"
Biogenesis,"जावात्-जनन, जाव-जनन"
Biogeny,"जीव-विकास सिद्धांत, जीव विकासिता"
Biogeochemistry,जीव-भूरसायन
Biogeography,जीव-भूगोल
Biological assay,जैव आमापन
Biological control,जैविक नियंत्रण
Biological entity,जैव सत्ता
Biologist,जीवविज्ञानी
Biomass,"जीव भार, जैव मात्रा"
Biometry (biostatistics),"जीव-सांख्यिकी, बायोमेट्री"
Bio-molecular,"जैव आण्विक, जैव आणविक"
Bionomics,जीव-पारिस्थितिकी
Bio-oxidation,"जैव ऑक्सीकरण, जैव अपचयन"
Biophagous,जीव-भक्षी
Biophore,जीवधर
Bioplasm,जीवद्रव्य
Biopsy,"जीवूतिपरीक्षा, बायोप्सी"
Bopsphere,जीव मंडल
Biotechnology,"जैव प्रौद्योगिकी, बायो टेक्नोलॉजी"
Biotic factor,जीवीय कारक
Biotype,"जीव प्ररूप, समजीनी प्ररूप"
Biopolarity,द्विधुवता
Biserrated leaf,द्विक्रकटी पत्ती
Bisexual,द्विलिंगी
Bisexuality,द्विलिंगता
Bivalency,द्विसंयोजकता
Bivalent,द्विसंयोजकता
Bivoltine,द्विप्रज
Bivoltine silk,द्विप्रज रेशम
Black boxing,समकालिंक प्रस्फुटन प्रक्रम
Black fly,"कृष्ण मक्खी, काली मक्खी"
Blast disease,प्रध्वंस रोग
Blastema,"प्रमुकुल, ब्लास्टीमा"
Blastocoele,"कोरकगुहा, ब्लास्टोडर्म"
Blastoderm,"कोरक चर्म, ब्लास्टोडर्म"
Blastogenesis,"कोरक जनन, कोरक उत्पति"
Blastokinesis,कोरकगतिक्रम
Blastopore,कोरकरंध्र
Blastula,"कोरक, ब्लैस्टूला"
Bleach,"रंग उड़ाना, विरंजन करना"
Bleaching,विरंजन
Bleaching powder,"विरंजक चूर्ण, ब्लीचिंग पाउडर"
Blending,सम्मिश्रण
Blending inheritance,सम्मिश्रण वंशागति
Blight,"अंगमारी, शीर्णता"
Blight,2. शीर्णन
Bloat,फूलना
Block plantation,"खंड-पौधारोपण, खंड-पौदरोपण"
Blow pipe,फूंकनी
Blow-up photo,आवर्धित फोटो
Blue egg stage,नीलांड अवस्था
Bobbin,"बॉबिन, फिरकी"
Body pigmentation,काय वर्णकता
Boiled off silk,गोंदरहित रेशम
Boiling,"उबलना, उबालना, क्वथन"
Boiling point,क्वथनांक
Bolting cloth,"बोल्टिंग क्लॉथ, चालनी-वस्त्र"
Book,रेशम गट्ठी
Booking,"बुकिंग, गट्ठीकरण, गट्ठी बनाना"
Border effect,सीमांत प्रभाव
Borewell (tube well),"नलकूप, वेधकूप"
Bottom pruning,अधितल काट-छाँट
Box rearing,पेटी-कीटपालन
Bract,सहपत्र
Bracteole,सहपत्रिका
Brain,मस्तिष्क
Branch harvesting,सपत्र शाखा कटाई
Breakage,"टूट, टूट-फूट"
Breaking length,खंडन लंबाई
Breaking load,खंडन भार
Breed,नस्ल
Breeder,प्रजनक
Breeder's seed,प्रजनक बीज
Breeding,प्रजनन
Breeding centre,प्रजनन केंद्र
Breeding group,प्रजनन समूह
Breeding season,प्रजनन ऋतु
Bright silk,सुंरजित रेशम (गोंदरहित रंगा ऐंठ रेशम)
Brin,"सरल सूत्र, ब्रिन"
Briquette,इष्टिका
Brittle,"भंगुर, भुरभुरा"
Broadcasting,छिटकाव
Brocade,"ब्रोकेडे, उभारी बुनावट"
Bronze powder,कांस्य चूर्ण
Brood,"अंड, अंजसमूह, शाव"
Brooding,अंडे सेना
Brush,"कूची, बुश"
Brushing,कूर्चना
Brushing,2. डिभक-अंतरण
Buccal cavity,मुख-गुहा
Bud,"कली, कलिका, मुकुल"
budding,मुकुलन
Bud graft,"कलम लगाना, कली चढ़ाना"
Bug,"बगा, मत्कुण"
Bund,"मेंड़, बंध"
Burating strength,स्फूटन शक्ति
Burette,ब्यूरेट
Bush,"झाड़ी , झाड़"
Byproduct,उपोत्पाद
Cake,"टिकिया, खली, केक"
Calendering,"कैलेंडरिंग, कैलेन्डरण (बेलन यंत्र से इस्त्री करना)"
Callus culture,"किण संवर्ध, कैलस संवर्ध"
Caloricity,कैलोरिता
Calory,कैलोरी
Calyx,बाह्यदलपुंज
Cambium,"एधा, कैम्बियम"
Canada balsam,कनाडा बालसम
Canalization,सरणीकरण
Canker,प्रव्रण कैंकर
Canton silk,कैंटन रेशम
Capillary tube,"केशिका, केशनली"
Capsid bug,केप्सिड मत्कुण
Captivity,"बंदी स्थिति, बंदी अवस्था"
Carbohydrate,कार्बेहाइड्रेट
Carbonation,"कार्बेनिशन, काबेनिटीकरण"
Carcass,"कंकाल, अस्थिपंजर"
Caroing,धुनाई
Carotenoid,कैरोटिनॉइड
Cast off,छोड़ना
Castor,"अंडी, रेंडी, एरंड"
Catabolism,"अपपाचन, अपचय"
Catagenesis,प्रतिविकास
Catalysis,उत्प्रेरण
Catalyst,उत्प्रेरक
Cataplasm,पुल्टिस
Caterpillar,इल्ली
Cation,धनायन
Catkin,कैटकिनस शल्कीशूक
Caudal leg,पुच्छपाद
Causal agent,रोगकारक
Caustic,"दाहक, कॉस्टिक"
Cell,कोशिका
Cellar,"तहखाना, तलगृह"
Cell division,कोशिका-विभाजन
Celluar,"कोशिकीय, कोशिकामय"
Celluar rearing,एकशलभी कीटपालन
Cellule,शलभ ढक्कन
Cellule,2. लघु कोशिका
Centrifugal,अपकेन्द्री
Centrifugal force,अपकेन्द्री बल
Centrifugal machine,अपकेन्द्री मशीन यंत्र
Centrifugation,"अपकेन्द्रीकरण, अपकेन्द्रण"
Centrifuge,"अपकेन्द्रण यंत्र, अपकेन्द्रित्र"
Cereal,अनाजस धान्य
Chaff,"भूसा, भूसी, चोकर"
Chain isomerism,"श्रृंखला समावयवता, श्रृंखला आइसोमरता"
Chalone,हार्मोनरोधी स्राव
Chamber steaming,कोष्ठ वाष्पन
Chandika,चंद्रिका
Channel,नहरस प्रणाल
Char,जला (जलकर काला होना)
Character,लक्षण
Charkha,चरखा
Charkha silk,चरखा रेशम
Charring,जलकर काला होना
Chart,संचित्र
Chawki centre,चौकी केन्द्र
Chawki rearing,चैकी कीटपालन
Chemical balance,रासायनिक तुला
Chemical change,रासायनिक परिवर्तन
Chemical combination,रासायनिक संयोग
Chemical composition,रासायनिक संघटन
Chemical equation,रासायनिक समीकरण
Chemical equilibrium,रासायनिक संतुलन
Chemical equivalent,रासायनिक तुल्यांक
Chemical examination,रासायनिक परीक्षण
Chemical method,रासायनिक विधि
Chemical modification,रासायनिक रूपांतर
Chemical processing,रासायनिक प्रक्रमण
Chemoreceptor,रसग्राही
Chemosensory,रससंवेदी
Chemo-sensory receptor,रस-संवेदी ग्राहक
Chemosterilant,रसवंध्यक
Chemosterilisation,रसवंध्यीकरण
Chemotherapeutic treatment,रसचिकित्सीय उपचार
Chemotherapy,रसोचिकित्सा (रसायन चिकित्सीय उपचार)
Chemotropism,रसानुवर्तन
Chernozem,चर्नेजम
Chiasma,किएज्मास व्यत्यासिका
Chilling,दुतशीतन
China clay,चीनी मिट्टी
China silk,चीनी रेशम
Chitin,काइटिन
Chlorophenicol,क्लोरोफेनिकोल
Chlorophyll,"पर्णहरित, क्लोरोफिल"
Chloroplast,"हरित लवक, क्लोरोप्लास्ट"
Chlorosis,हरिमाहीनता
Chlorosis,"2. हरितरोग, क्लोरोसिस"
Chopping board,"संकर्तन, टुकड़े करना"
Chopping boarf,संकर्तन-पट्ट
Chopping knife,संकर्तन छुरी
Chopsticks,चौपस्टिक
Choriogenesis,जरायुजनन
Chorion,जरायु
Chotua,छोटुआ
Chromatogram,वर्णलेख
Chromatographic absorption,वर्णलेखी अधिशोषण
Chromatographic analysis,वर्णलेखी विश्लेषण
Chromatographic separation,वर्णलेखी पृथक्करण
Chromatography,वर्णलेखन
Chromatology,वर्णलेखिविज्ञान
Chromogenic,"वर्णोत्पादकी, वर्णजनिक, क्रोमोजनी"
Chromoplast,"वर्णलवक, क्रोमोप्लास्ट"
Chromosomal,गुणसूत्री
Chromosomal aberration,गुणसूत्री विपथन
Chromosomal bridge,गुणसूत्री योजक
Chromosomal fission,गुणसूत्री विखंडन
Chromosome,"गुणसूत्र, क्रोमोसोम"
Chronic,"चिरकालिक, चिरकारी"
Chrysalis,"कोशस्थ, क्रिसालिस"
Circulatory system,परिसंचरण-तंत्र
Citral,सिट्रल
Clasper,"आलिंगर, क्लैस्पर"
Clasping,"समालग्न, आलिंगन"
Class,"वर्ग, क्लास"
Classification,वर्गीकरण
Clay,चिकनी मिट्टी
Clayey,चिकनी मिट्टी का
Clayey soil,चिकनी मिट्टी
Clay pipe triangle,मृदानालिका त्रिकोण
Cleaning,"सफाई, शोधन"
Cleaning net,"निर्मलन जाल, शोधन जाल"
Cleanliness defect,स्वच्छता-दोष
Cleistothecium,क्लाइस्टोथीसियम
Climatic condition,जलवायु-दशा
Climatic fluctuation,जलवायु-उतार-चढ़ाव
Close spacing,निकट अंतरण
Clumped eggs,गुच्छित अंडे
Clypeus,"मुखपालि, क्लिपियस"
Coagulation,स्कंदन
Coalesce,सम्मिलित होना
Coan silk,कोअन रेशम
Coarse,"खुरदरा, मोटा"
Coarse leaf,खुरदरी पत्ती
Coastal,तटीय
Coastal sandy soil,सागरतटीय रेतीली मिट्टी
Coccidiosis,कॉक्सीडियता
Coccus,"कॉकस, गोलाणु"
Cockchafer,कॉकचेफर
Cocoon,"कोसा, कोया"
Cocoonage,कोसा निमार्ण अवस्था
Cocoonase,कोकुनेस (एन्जाइम)
Cocoon assessment,कोसा मूल्यांकन
Cocoon cage,कोसा पिंजर
Cocoon character,"कोसा लक्षण, कोसा गुण"
Cocoon drying,"कोसा शुष्कन, कोसा सुखाना"
Cocoon harvest,"कोसा फसल, कोसा उत्पादन"
Cocooning,कोसाकरण
Cocoon shell,कोसा कवच
Cocoon spinning,कोसा निर्माण
Cocoon stifling,कोसास्थ श्वास रोधन
Cocoon weight,कोसा भांर
Coefficient,गुणांक
Coenzyme,सहएन्जाइस
Coenzyme precursor,पूर्ववर्ती सहएन्जाइस
Coexistence,सहअस्तित्व
Cofactor,सहकारक
Cohesion,संसंजन
Colchicin,कॉल्चिसिन
Cold acid treatment,शीत अम्ल उपचार
Cold reeling,शीत धागाकरण
Cold storage,शीतागार
Collar-rot,"कॉलर रॉट, ग्रीवा विगलन"
Collateral bud,संपार्श्विक कलिका
Collenchyma (Collenchyme),"कॉलेनकाइमा, श्लेषोतक"
Colloid,कोलॉइड
Colorimeter,वर्णमापी
Colorimetric analysis,वर्णमापी विश्लेषण
Colorimetric indicator,वर्णमितीय सूचक
Colorimetric method,वर्णमितीय विधी
Colorimetry,वर्णमिति
Combination,"संयोजन, मेल, संयोग"
Combined therapy,मिला-जुला उपचारस मिली-जुली चिकित्सा
Combing,कंघीकरणस विजटीकरण
Commensalism,सहभोजिता
Commercial crop,वाणिज्यिक फसल
Commeroial character,वाणिज्यिक लक्षण
Common facility centre,"सामान्य सुविधा केंद्र, सर्व सुविधा केंद्र"
Communicable disease,"संचारणशील रोग (संचरणीय रोग), संचारी रोग"
Community,समुदाय
Compact cocoon,"सुदृढ़ कोसा, सुगठित कोसा"
Competitive interaction,पारस्परिक स्पर्धा
Complex fertilizer,समिमश्र उर्वरक
Complimentary gene,पूरक जीन
Composite population,मिश्र समष्टि
Compost,कम्पोस्ट
Compound,यौगिक
Compound eye,संयुक्त नेत्र
Compound leaf,"संयुक्त पर्ण, संयुक्त पत्ती"
Compound radical,यौगिक मूलक
Computation,अभिकलन
Computer,"अभिकलित्र, कम्प्यूटर"
Concentration,"सांद्रता, सांद्रण"
Condenser,"द्रवणित्र, संघनित्र"
Condenser,2. संधारित्र
Conditioned weight,अनुकूलित भार
Conditioning,"अनुकूलन, प्रानुकूलन"
Conductivity,चालकता
Congenital disease,जन्मजात रोग
Conical flask,शंक्वाकार फ्लास्क
Conidiophore,कोनिडियमधर
Conidium,कोनिडियमधर
Connector,"योजक, संबंधक, अनुयोजक"
Conservation,संरक्षण
Consigning to cold storage,"शीतागार परेषण, शीतागार को भेजा जाना (बीज कोसा)"
Constipation,"मलबद्धता, कोष्ठबद्धता, कब्ज"
Constituent,"अवयव, धटक, रचक"
Constrained,सीमित
Constraint,"बाध्यता, व्यवरोधक"
Construction,निर्मण
Consumption,"उपभोग, खपत"
Contagious disease,"संसर्गज रोग, सांसर्गिक रोग"
Contaminated,संदूषित
Contamination,संदूषण
Control,नियंत्रण
Control,2. मानक
Controlled rearing,नियंत्रित कीटपालन
Control measure,नियंत्रण उपाय
Conventional tecnique,परंपरागत तकनीक
Conversion,"परिवर्तन, रूपांतरण"
Conversion efficiency,"रूपांतरण दक्षता, परिवर्तन दक्षता"
Cooking of cocoons,"कोसा पकाना, कोसा उबालना"
Cooking system (cocoon),"(कोस) पकाने की प्रणाली, (कोसा) उबालने की प्रणाली"
Cooling effect,शीतलन प्रभाव
Copulation,मैथुन
Copulation,2. संयुग्मन
Corn beetle,धान्य भृंग
Coronate,किरीटाकार
Corpus allatum,अंडाभ पिंड
Correlation,"सहसंबंध, सहसंबंधी"
Cortex,वल्कुट
Corticosteroid,कॉर्टिकोस्टेरॉयह
Corticosterone,कॉर्टिकोस्टेरोन
Cottage basin,कुटीर धागाकरण-यंत्र
Cotton,"कपास, रूई"
Cotton count,"कॉटन काउंट, कपास गणनांक"
Cotyledon,बीजपत्र (नवडात उगे पौधों की पहली पतितयाँ)
Count,काउंट (धागे की मोटाई को दशनिवाला गणनांक)
Counter tillage,समतल जुताई
Country charkha,देशी चरखा
Country oven,देशी चूल्हा
Country plough,देशी हल
Coupling,"युग्मन, जोड़ खाना"
Covalence (=covalency),सहसंयोजकता
Covalent binding,सहसंयोजी बंधन
Covalent bond,"सहसंयोजी आबंध, सहसंयोजी बंधन"
Covalent compound,सहसंयोजी यौगिक
Covalent linkage,सहसंयोजी बंधकता
Covalent structure,सहसंयोजी संरचना
Cover,आवरण
Cover crop,"भूमि-संरक्षण सस्य, भूमि संरक्षण फसल"
Cover glass,कवर ग्लास
Cover slip,"आवरण पट्टी, कवर स्लिप"
Coxa,कक्षांग
Coxa,2. श्रोणि
Craft,शिल्प
Crawl,"रेंगना, रिंगण"
Crease recovery,क्रीज पुनः प्राप्ति
Crease resistant,"शिकनरोधी, क्रीजरोधी"
Creel,क्रील (बनुकरों द्वारा ताना बनाने में प्रयुक्त उपकरण)
Crenate,कुंठदंची
Crepe,क्रेप
Crepe-de-chinn,क्रेप-द-शीन (अल्प भार वाला वस्त्र)
Crepe fabric,क्रेप वस्त्र
Crimp,"क्रिम्प, उर्मिलता, लहरिया"
Crimp rigidity,"क्रिम्प कड़ापन, लहरिया कड़ापन"
Criteria,"मानदंड, कसौटी, निकष"
Critical period,क्रांतिक काल
Croise (twill),क्राइज रेशम (टिवल)
Croissure,क्रोइसर
Crop,"फसल, सस्य"
Crop growth rate,फसल वृद्धि दर
Crop loss,फसल हानि
Cropping pattern,"सस्य स्वरूप, फसल का स्वरूप"
Cross,"संकर, संकरण"
Cross-breed,संकर
Cross-breeding,संकरण
Cross-fertilization,पर-निषेचन
Cross-infectivity,पर-संक्राम्यता
Crossing over,विनिमय
Crossing over,2. जीन-विनिमय
Cross-pollination,पर-परागण
Cross-ventilation,आर-पार संवातन
Crowbar,सब्बल
Crown grafting,"शीर्ष-रोपण, शीर्ष कलम"
Crown height,"शीर्ष ऊँचाई, आपत्र ऊँचाई"
Crumple,चुन्नटदार
Crystal,क्रिस्टल
Crystalline,क्रिस्टलीय
Crystallization,"क्रिस्टलन, क्रिस्टलीकरण, क्रिस्टलीभवन"
Cultivable,कृषियोग्यस खेती लायक
Cultivation,"कृषि, खेती"
Culture,संवर्धःसंवर्धन
Culture,2. पालन
Cut cocoon,कटा कोसा
Cuticle,"उपत्वचा, उपचर्म, क्यूटिकल"
Cutin,क्यूटिन
Cutting,कर्तन
Cutting,2. कलम
