English,Hindi
Air-space vehicle,वायुक्षेत्र वाहन
Airborne doppler radar,वायुवाहित डॉप्लर रेडार
Airborne electronic aids,वायुवहित इलैक्ट्रॉनिक साधन
Airborne radar,वायुवाहित रेडार
Airborne weather radar,वायुवाहित मौसम रेड़ार
Airbreather,वायुश्वसित्र
Aircraft,वायुयान
Aircraft earth station,वायुयान भू-केंद्र
Aircraft station,वायुयान केंद्र
Aircraft to satellite data relay,वायुयान से उपग्रह के आंकड़ा रिले
Airglow,वायुदीप्ति
Alarm detection,अलार्म संसूचंन
Alarm equipment,उपस्कर अलार्म
Alarm inhibit signal,अलार्म निरोधी संकेत
Albedo radiation,एल्विडो विकिरण
Albedometer,एल्विडोमापी
Algorithm,"कलन विधि, एल्गोरिथ्म"
Algorithmic language,एल्गोरिथ्मीय भाषा
All call,सर्व कॉल
All digital network,सर्वअंकीय जालक्रम
All-pass network,सर्वपारक जालक्रम
Allocation,नियतन
Alpha numeric,अक्षरांकीय
Alphanumeric character,अक्षरांकीय संप्रतीक
Alphanumeric information,अक्षरांकीय सूचना
Alphanumeric printer,अक्षरांकीय प्रिंटर
Alternative allocation,वैकल्पिक नियतन
Alternative frequency,वैकल्पिक आवृति
Alternative tone modulation,एकांतर स्वरक मॉडुलन
Alternator,प्रत्यावर्तित्र आल्टर्नेटर
Altimeter,तुंगतामापी
Altitude,तुंगता
Altitude,2. उन्नतांश
Altitude,3. शीर्षलंब
Altitude of the apogee,अपभू तुंगता
Altitude of the perigee,ए एम प्रसारण
Am broadcasting,ए.एम. टोलीफोनी
Am telephoney,अव्यवसायी उपग्रह
Amateur satellite service,अव्यवासायी उपग्रह सेवा
Ambfm moderm,ए.ए.बी.एफ.एम. मॉडेम
Ambient condition,परिवेश दशा
Ambient noise,परिवेश रव
Ambient plasma pressure,परिवेश प्लाज़्मा दाब परिवेश ताप
Ambient temperature,परिवेश ताप
Ambiguity resolution,संदिग्धता विभेदन
Amortization,परिशोधन
Amortization,2. प्रत्युत्सर्जन
Amplification coefficient,प्रवर्धन गुणांक
Amplifier,प्रवर्धक
Amplifier noise,प्रवर्धकीय रव
Amplitude,आयाम
Amplitude,2. कोणांक
Amplitude and phase-corrected echo,आयाम और कला संशोधित प्रतिध्वनि
Amplitude and phase modulation modem,आयाम तथा कला मॉडुलन मॉडेम
Amplitude corrected echo,आयाम संशोधित प्रतिध्वनि
Amplitude demodulation,आयाम विमॉडुलन
Amplitude keying,आयाम कुंजीयन
Amplitude modulated radiotelephony emission,आयाम मॉडुलित रेडियो टेलाफोनी उत्सर्जन
Amplitude modulation,आयाम मॉडुलन
Ampitude modulation system,आयाम मॉडुलन तंत्र
Ampitude phase modulation,आयाम कला मॉडुलन
Amplitude ripple,आयाम ऊर्मिका
Amplitude/frequency response,आयाम/आवृत्ति अनुक्रिया
Anacoustic zone,अध्वनिक क्षेत्र
Analog,अनुरूप
Analog circuit,अनुरूप पिरपथ
Analog data,अनुरूप आंकड़ा
Analog data transmission,अनुरूप आंकड़ा संचरण
Analog field strength recording,अनुरूप क्षेतर् तीव्रता अभिलेखन
Analog network,अनुरूप जालक्रम
Analog picture signal,अनुरूपचित्र संकेत
Analog processing equipment,अनुरूप प्रक्रमण उपस्कर
Analog radiofrequency channel,अनुरूप रेडियोआवृति चैनल
Analog signal,अनुरूप संकेत
Analog Signal processing transponder,अनुरूपसंकेत प्रक्रमण प्रेषानुकर
Analog sound programme exhange,अनुरूप ध्वनि कार्यक्रम केंद्र
Analog sound programme signal,अनुरूप ध्वनि कार्यक्रम संकेत
Analog spectral density,अनुरूप स्पेक्ट्रमी घनत्व
Analog to digital conversion,अनुरूप-अंकीय परिवर्तन
Analog to digital converter,अनुरूप-अंकीय परिवर्तक
Analyser-antenna combination,विश्लेषित्र ऐन्टेना संयोजन
Analysis filter,विश्लेषम निस्यंदक
Ancillary device control,विश्लेषण युक्ति नियंत्रण
Ancillary equipment,सहायक उपस्कर
Angle modulated digital signal,कोण मॉडुलित अंकीय संकेत
Angle modulation,कोण मॉडुलन
Angle modulation emission,कोण मॉडुलन उत्सर्जन
Angle of arrival,पहुंच-कोण
Angle of deviation,विचलन कोण
Angle of diffraction,विवर्तन कोण
Angle of elevation,उन्नयन कोण
Angle of incidence,आपतन कोण
Angular deviation,कोणीय विचलन
Angular displacement,कोणीय विस्थापन
Angular modulation,कोणीय मॉडुलन
Angular momentum axis,कोणीय संवेग अक्ष
Angular refraction,कोणीय अपवर्तन
Angular resolution,कोणीय विभेदन
Angular resolvability,कोणीय विभेदनीयता
Angular rotational velocity,कोणीय घूर्णी वेग
Angular satellite spacing,कोणीय उपगर्ह अंतराल
Angular speed,कोणीय चाल
Angular variation,कोणीय वीचरण
Anisoelastic drift,असमप्रत्यास्थ विश्थापन
Anisotropy,विषमदैशिकता
Annealing,अनीलन
Anode circuit,ऐनोड परिपथ
Anomalous dispersion,असंगत विक्षेपण
Anomalous tropospheric propagation,असंगत क्षोभमंडलीय संचरण
Antenna,ऐन्टेना
Antenna aperture efficiency,ऐन्टेना द्वारक दक्षता
Antenna axis,ऐन्टेना अक्ष
Antenna beam,ऐन्टेना किरणपुंज
Antenna beamwidth,ऐन्टेना किरणपुंज चौड़ाई
Antenna circuit loss,ऐन्टेना परिपथ ह्रास
Antenna configuration,ऐन्टेना विन्यास
Antenna coupled interference signal,ऐन्टेना युग्मित व्यतिकरण संकेत
Antenna coupler,ऐन्टेना युग्मक
Antenna cross-polar pattern,ऐन्टेना क्रॉस-ध्रुव प्रतिरुप
Antenna cross-polarization coupling,ऐन्टेना क्रॉस-ध्रुवण युग्मन
Antenna deck,ऐन्टेना डेक
Antenna deviation,ऐन्टेना विचलन
Antenna diagram,ऐन्टेना आरेख
Antenna dipole array,ऐन्टेना द्विध्रुव सरणी
Antenna directivity,ऐन्टेना दैशिकता
Antenna directivity diagram,ऐन्टेना दैशिकता आरेख
Antenna directivity factor (m),ऐन्टेना दैशिकता गुणक
Antenna directivity gain,ऐन्टेना दैशिकता लब्धि
Antenna discrimination,ऐन्टेना विविक्तीकरण
Antenna duplexer,ऐन्टेना द्वैधक
Antenna effective area,ऐन्टेना प्रभावी क्षेत्र
Antenna factor,ऐन्टेना गुणक
Antenna feed,ऐन्टेना प्रभरण
Antenna footprint,ऐन्टेना पद्चिह्न
Antenna footprint on the earth's surface,भूपृष्ठ ऐन्टेना पद्चिह्न
Antenna geometry,ऐन्टेना जयामिति
Antenna height,ऐन्टेना ऊंचाई
Antenna input,ऐन्टेना निवेश
Antenna input impedance,ऐन्टेना निवेश प्रतिबाधा
Antenna loading coil,ऐन्टेना भारण कुंडली
Antenna main lobe,ऐन्टेना मुख्य पालि
Antenna mast,ऐन्टेना दंड
Antenna matching circuit,ऐन्टेना सुमेलन परिपथ
Antenna misalignment,ऐन्टेना कुरेखण
Antenna mount,ऐन्टेना आरोपण
Antenna multicoupler unit-MCU,ऐन्टेना बहुयुग्मक यूनिट
Antenna noise temperature,ऐन्टेना रवताप
Antenna orientation,ऐन्टेना अभिविन्यास
Antenna output,ऐन्टेना निर्गम
Antenna pattern,ऐन्टेना प्रतिरूप
Antenna plant,ऐन्टेना संयंत्र
Antenna pointing angle,ऐन्टेना निर्देश कोण
Antenna polarization,ऐन्टेना ध्रुवण
Antenna polarization discrimination,ऐन्टेना ध्रुवण विविक्तीकरण
Antenna power gain,ऐन्टेना शक्ति लब्धि
Antenna programmer,ऐन्टेना क्रमादेशक
Antenna radiation resistance,ऐन्टेना विकिरण प्रतिरोध
Antenna receiver unit,ऐन्टेना अभिग्राही यूनिट
Antenna reflector,ऐन्टेना परावर्तक
Antenna reorientation,ऐन्टेना पुनः अभिविन्यास
Antenna scattered pattern,ऐन्टेना प्रकीर्णित प्रतिरूप
Antenna side-lobe envelope,ऐन्टेना पार्श्व पालि आवरण
Antenna spacing,ऐन्टेना अंतराल
Antenna Steerability,ऐन्टेना संचालनीयता
Antenna supporting basc,ऐन्टेना आलंबी आधार
Antenna switching circuit,ऐन्टेना स्विचन परिपथ
Antenna system,ऐन्टेना तंत्र
Antenna tracking system,ऐन्टेना अनुवर्तन तंत्र
Antenna-like structure,ऐन्टेनासम संरचना
Antenna-to-medium coupling loss,ऐन्टेना-से-माध्यम युग्मन हानि
Anti-clockwise polarized wave,वामावर्त ध्रुवित तरंग
Anti-clutter device,कोलाहलरोधी युक्ति
Anti-sloshing,आच्छलन रोधी
Anti-vibration,कंपन रोधी
Anticipatory paging,प्रत्याशा मूलक पेजिंग
Antigravity,प्रतिगुरुत्व
Antimaser effect,प्रतिमेसर प्रभाव
Antinode,प्रस्पंद
Antiphase,प्रतिकला
Antiphase,2. प्रत्यवस्था
Antipodal space station,प्रतित्यासांत अंतरिक्ष केंद्र
Antisunward,सूर्य विमुखी
Aperiodic net reflector,अनावर्ती नेट परावर्तक
Aperture admittance,द्वारक प्रवेश्यता
Aperture Antenna,द्वारक ऐन्टेना
Aperture blockage,द्वारक संरोध
Aperture distortion,द्वारक विरूपण
Aperture edge illumination,द्वारक कोर प्रदीप्ति
Aperture efficiency,द्वारक दक्षता
Aperture field,द्वारक क्षेत्र
Aperture ilumination,द्वारक प्रदीप्ति
Aperture illumination function,द्वारक प्रदीप्त प्रकार्य
Aperture plane,द्वारक तल
Aperture vector,द्वारक सदिश
Apeture,द्वारक
Aphelion,सूर्योच्च
Apogee,अपभू
Apogee (boose) motor,अपभू मोटर
Apogee raising,अपभू वर्धन
Apparent geocentric angular velocity,आभासी भूकेंद्रीय कोणीय वेग
Apparent impedance deviation,आभासी प्रतिबाधा विचलन
Apparent satellite movement,आभासी उपग्रह संचलन
Application satellite,अनुप्रयोग उपग्रह
Application technology satellite,अनुप्रयोग प्रौद्योगिकी उपग्रह
Approximate rendezvous,अनुमानित मिलन-स्थाल
Approximation,सन्निकटन
Apsidal propulsion,स्तब्धिकीय नोदन
Apsis higher,अपभू बिन्दु
Apsis lower,उपभू बिन्दु
Arc of the geostationary satelite,तुल्यकाली उपग्रह चाप
Argument of latitude,अक्षांश कोणांक
Argument of perigee,उपभू कोणांक
Arithmetic logic unit,अंकगणितीय तर्क एकक
Array,सरणी
Array of antenna,ऐन्टेना सरणी
Arrival direction,आगमन दिशा
Arriving signal,आगमनी सिगनल (संकेत)
Arriving wavefront,आगमनी तरंगाग्र
Articulation index of a speech circuit,वाक परिपथ उच्चारण सूचकांक
Artificial dispersing waveform,कृत्रिम परिक्षेपी तरंगरूप
Artificial earth-satellite,कृत्रिम भू-उपग्रह
Artificial energy dispersal,कृत्रिम ऊर्जा परिक्षेपण
Artificial voice source,कृत्रिम वाक स्त्रोत
Ascending node,आरोही पात
Aspect ratio,मुखानुपात
Assembly code,एसेम्बली कोड
Assembly language,कोडांतरण भाषा
Assembly of propulsion system,नोदन तंत्र-संयोजन
Assigned frequency band,नियत आवृत्ति बैंड
Assignment,नियत कार्य
Assignment,2. समनुदेशन
Assignment algorthm,नियत कार्य कलन विधि
Assignment channel,नियतन चैनल
Associated airborne beacon,सहयोजित वायुवाहित विकन
Associated airborne transponder,सहयोजित वायुवाहित ट्रांसपोन्डर
Associated channel signalling,सहयोजित चैनल संकेतन
Asteroid,"क्षुद्रग्रह, ग्रहिका"
Astrionics,अंतरिक्ष यात्र इलेक्ट्रॉनिकी
Astro (navi)gator,अंतरिक्ष नौ संचालक
Astrobotany,अंतरिक्ष वानस्पतिकी
Astrodynamics,अंतरिक्ष गतिविज्ञान
Astrometry,खगोलमिति
Astronaut,अंतरिक्ष यात्री
Astronaut manoeuvering unit,अंतरिक्ष युक्तिचालन यू
Astronautics,अंतरिक्ष यानिकी
Astronavigation,रव' नौसंचालन
Astronomical refraction,खगोलीय अपवर्तन
Astronomical time,खगोलीय समय
Astronomical twilight,खगोलीय सांध्य प्रकाश
Astronomical unit,खगोलीय मात्रक
Astronomy satellite,खगोलिकी उपग्रह
Astrophysics,खगोल भौतिकी
Asymmetric signal,असममित संकेत
Asymptotic curve,उपगामी वक्र
Asynchronous power supply,अतुल्यकालिक विद्युत् संभरण
Asynchronous switched network,अतुल्यकालिक स्विच जालक्रम
Asynchronous telephone network,अतुल्यकालिक टेलीफोन जालक्रम
Asynchronous transmission,अतुल्यकालिक संचरण
Atenna attenuator,ऐन्टेना क्षीणक
Athermanous,ऊष्णा-अपार्य
Atmosphere,वायुमंडल
Atmosphere of exponential type,चरघातांकी वायुमंडल
Atmospheric absorption,वायुमंडलीय अवशोषण
Atmospheric backcatter coefficient,वायुमंडलीय पश्च प्रकीर्णन गुणांक
Atmospheric depolarization,वायुमंडलीय विध्रुवण
Atmospheric drag,वायुमंडलीय कर्षण
Atmospheric friction,वायुमंडलीय घर्षण
Atmospheric gradient,वायुमंडलीय प्रवणता
Atmospheric loss,वायुमंडलीय हानि
Atmospheric multipath fading,वायुमंडलीय बहुपथी म्लानन
Atmospheric noise,वायुमंडलीय रव
Atmospheric noise intensity,वायुमंडलीय रव तीव्रता
Atmospheric path,वायुमंडलीय पथ
Atmospheric pressure,वायुमंडलीय दाब
Atmospheric propagation,वायुमंडलीय संचरण
Atmospheric radio noise,वायुमंडलीय रेडियोरव
Atmospheric radio refractive index,वायुमंडलीय रेडियो अपवर्तनांक
Atmospheric re-entery,वायुमंडलीय पुनःप्रवेश
Atmospheric refractive index discontinuities,वायुमंडलीय अपवर्तनांक असांतत्य
Atmospheric refractive index gradient,वायुमंडलीय अपवर्तनांक प्रवणता
Atmospheric sounder,वायुमंडलीय ध्वनित्र
Atmospheric subsidence,वायुमंडलीय अवतलन
Atmospheric super refraction,वायुमंडलीय अति अपवर्तन
Atmospheric transfer function,वायुमंडलीय पारगम्यता
Atmospheric turbulence,वायुमंडलीय प्रक्षोभ
Atmospheric window,वायुमंडलीय गवाक्ष
Atmospherical inhomogenetiy,वायुमंडलीय असमांगता
Atmospherics,वायु-वैद्युतॆ क्षोभ
Atmospheric backscatter,वायुमंडलीय पश्च प्रकीर्णन
Atomic beam device,परमाण्वीय किरणपुंज युक्ति
Atomic frequency generator,परमाण्वीय आवृत्ति जनित्र
Atomic frequency standard,परमाण्वीय आवृत्ति मानक
Atomic gyro,परम्मण्वीय जाइरो
Atomic resonance frequency,परमाण्वीय अनुनाद आवृत्ति
Attenuating region,क्षीणक प्रदेश
Attenuation coefficient,क्षीणन गुणांक
Attenuation curve,क्षीणन वक्र
Attenuation distrortion,क्षीणन विरूपण
Attenuation equalizer,क्षीणन समकारी
Attenuation of a band-stop filter,बैंड वर्जक फिल्टर क्षीणन
Attenuation of the forward beam,अग्र किरणपुंज-क्षीणन
Attenuator,क्षीणकारी
Attitude control error,अभिवृत्ति नियंत्रण त्रुटि
Attitude control system,अभिवृत्ति नियंत्रण तंत्र
Attitude control technology,अभिवृत्ति नियंत्रण प्रौद्योगिकी
Attitude error signal,अभिवृत्ति त्रुटि संकेत
Attitude motion,अभिवृत्ति गति
Attitude reference subsystem,अभिवृत्ति निर्देश उपतंत्र
Attitude reference subsystem,अभिवृत्ति निर्देश तंत्र
Attitude sensing,अभिवृत्ति संवेदक
Attitude sensing instrucmentation,अभिवृत्ति संवेदन यंत्रीकरण
Attitude sensor,अभिवृत्ति संवेदक
Attitude signal,अभिवृत्ति संकेत
Attitude-stabilized satellite,अभिवृत्ति स्थायीकृत उपग्रह
Audible beat,श्रव्य विस्पंद
Audible beat note,श्रव्य विस्पंदी स्वर
Audible doppler enhancer,श्रव्य डॉप्लर संवर्धक
Audible effect,श्रव्य प्रभाव
Audible interfering beat note,श्रव्य व्यतिकारी विस्पंदी स्वर
Audible tone,श्रव्य स्वरक
Audio band width,श्रव्य बैंड चौड़ाई
Audio channel,श्रव्य चैनल
Audio distortion,श्रव्य विरूपण
Audio frequency band,श्रव्य आवृत्ति बैंड
Audio frequency band-splitting combiner,श्रव्य आवृत्ति बैंड विपाटन संयोजक
Audio frequency band width,श्रव्य आवृत्ति बैंड चौड़ाई
Audio frequency characteristic,श्रव्य आवृत्ति अभिलक्षणिक
Audio frequency filtering,श्रव्य आवृत्ति निस्यंदन
Audio frequency generator,श्रव्य आवृत्ति जनित्र
Audio frequency input,श्रव्य आवृत्ति निवेश
Audio-frequency level,श्रव्य आवृत्ति स्तर
Audio-frequency modulating signal,श्रव्य आवृत्ति मॉडुलन संकेत
Audio-frequency output,श्रव्य आवृत्ति निर्गम
Audio-frequency output signal,श्रव्य आवृत्ति निर्गम संकेत
Audio-frequency range,श्रव्य आवृत्ति परास
Audio-frequency response,श्रव्य आवृत्ति अनुक्रिया
Audio-frequency stage,श्रव्य आंवृत्ति चरण
Audio-frequency voltage,श्रव्य आवृत्ति वोल्टता
Audio modulation,श्रव्य मॉडुलन
Audio pilot signal,श्रव्य मार्गदर्शी संकेत
Audio quality magnetic tape,श्रव्य गुणता चुंबकीय टेप
Audio signal-to-noise power,श्रव्य सिग्नल-रव-क्षमता
Audio spectrum,श्रव्य स्पेक्ट्रम
Audio splitter,श्रव्य विपाटक
Audio system,श्रव्य तंत्र
Audio level,श्रव्य स्वरक स्तर
Audio track,श्रव्य पथ
Audiography,श्रव्यतालेखन
Aural memory,श्रवणिक स्मृति
Aural monitoring,श्रवणिक मॉनीटरन
Aural null-method,श्रवणिक शून्यविक्षेप विधि
Aural reception,श्रवणिक अभिग्रहण
Aural record,श्रवणिक अभिलेख
Aural  signalling,श्रवणिक संकेतन
Aurora,ध्रुवीय ज्योति
Auroral blackout,ध्रुवीय ज्योति तिमिरायन
Auroral disturbance,ध्रुवीय ज्योति विक्षोभ
Auroral hiss,ध्रुवीय ज्योति सिसकार
Auroral zone,ध्रुवीय ज्योति अंचल
Auto-alarm,स्वचालित-अलार्म
Auto-ambiguity function,स्व-संदिग्धता फलन
Auto-correlation,स्व-सहसंबंध
Auto-correclation function,स्व-सहसंबंध फलन
Auto-correlogram,स्व-सहसंबंधालेख
Automated data base management,स्वचालित आंकड़ा संचय प्रबंध
Automated data base assignment data base,स्वचालित आवृत्ति समानुदेश आंकड़ा संचय
Automated information extraction,स्वचालित सूचना निष्कर्षण
Automated logic diagram,स्वचालित तर्क आरेख
Automated programme emission,स्वचालित क्रमादेश उत्सर्जन
Automated receiver decoder,स्वचालित अभिग्राही विकोडक
Automated television station,स्वचालित दूरदर्शन केंद्र
Automated watch-keeping facilities,स्वचालित सतर्कता पालन सुविधाएं
Automatic acknowledgement,स्वचालिन अभिस्वीकृति
Automatic alarm device,स्वचालित अलार्म युक्ति
Automatic alarm equipment,स्वचालित अलार्म उपस्कर
Automatic alarm receiver,स्वचालित अलार्म अभिग्राही
Automatic amplitude control,स्वचालित आयाम नियंत्रण
Automatic auxiliary equipment,स्वचालित सहायक उपस्कर
Automatic brightness control,स्वतः दीप्ति नियत्रण
Automatic call distribution,स्वतः कॉल बंटन
Automatic changeover,स्वतःअंतरण
Automatic chroma control,स्वतः क्रोमा नियंत्रण
Automatic clutter suppression,स्वतः कोलाहल संदमन
Automatic communication device,स्वचालित संचार युक्ति
Automatic date and time indication,स्वतः तिथि तथा समय सूचन
Automatic detection,स्वतः संसूचन
Automatic digital data error recorder (ADDER),स्वचालित अंकीय आंकड़ा त्रुटि अभिलेखी
Automatic direction-finding (ADF),स्वतः दिशा-निर्धारण
Automatic equalizer,स्वचालित समकारी
Automatic equipment,स्वचालित उपस्कर
Automatic error-correctinmg system,स्वचालित त्रुटि सुधार तंत्र
Automatic exchange,स्वचालित केंद्र
Automatic frequency control (AFC),स्वतः आवृत्ति नियंत्रण
Automatic frequency control receiver,स्वतः आवृत्ति नियंत्रण अभिग्राही
Automatic gain control,स्वतः लब्धि नियंत्रण
Automatic gain control circuit,स्वतः लब्धि नियंत्रण परिपथ
Automatic iris,स्वचालित परितारिका
Automatic laser tracker,स्वचालित लेसर अनुवर्तक
Automatic level adjustment,स्वतः प्रकाश नियंत्रण
Automatic loading,स्वतः भारण
Automatic location-registration,स्वतः अवस्थिति निर्धारण
Automatic message accounting,स्वतः संदेश लेखन
Automatic monitoring,स्वतः मॉनीटरन
Automatic monitoring equipment,स्वचालित मॉनीटरन उपस्कर
Automatic monitoring system,स्वतः मॉनीटरन तंत्र
Automatic noise limiter,स्वतः रव सीमक
Automatic number idenitication,स्वतः संख्या अभिनिर्धारण
Automatic operation,स्वप्रचालन
Automatic phase control,स्वतः कला नियंत्रण
Automatic picture transmission,स्वतः चित्र संचरण
Automatic programme correction,स्वतः क्रमादेश संशोधन
Automatic radio-frequency,स्वतः रेडियो आवृत्ति
Automatic radiotelephone system,स्वतः रेडियोटेलीफोन तंत्र
Automatic re-test,स्वतः पुनःपरीक्षण
Automatic receiver control,स्वतः अभिग्राही नियंत्रण
Automatic receiver control device,स्वतः अभिग्राही नियंत्रण युक्ति
Automatic regulation,स्वतः विनियमन
Automatic selectivity control,स्वतः वरणात्मकता नियंत्रण
Automatic sensitivity control,स्वतः सुग्राहिता नियंत्रण
Automatic stop action,स्वतः विराम क्रिया
Automatic switching device,स्वतः स्विचन युक्ति
Automatic synchronization,स्वतः तुल्यकालन
Automatic tracking,स्वतः अनुवर्तन
Automatic transmission  measuring equipment,स्वचालित संचरणमापी उपस्कर
Automatic transmission measuring systems,स्वचालित संचरणमापी तंत्र
Automatic video digitizer,स्वतः वीडियो अंकरूपक
Automatic volume control,स्वतः प्रबलता नियंत्रण
Automatically stabilised manoeuvering unit,स्वतः स्थायीकृत युक्तिचालन एकक
Automation,स्वचालन
Auto pilot,स्वतः मार्गदर्शी
Auto pilot system,स्वतः मार्गदर्शी तंत्र
Auto track,स्वतः अनुवर्तन
Auto track antena,स्वतः अनुवर्ती ऐन्टेना
Auto track system,स्वतः अनुवर्ती तंत्र
Autumnal equinox,शरद विषुद
Auxiliary data base,सहायक आंकड़ा संचय
