English,Hindi
Anti-inflation,प्रति-मुद्रास्फीति
Applied economics,अनुप्रयुक्त अर्थशास्त्र
Applied statistics,अनुप्रयुक्त सांख्यिकी
Apportionment,प्रभाजन
Appraisal,मूल्यनिरूपण
Appraiser,मूल्यनिरूपक
Appreciation,वृद्धि
Apprenticeship,शिक्षुता
Apprenticeship,शिक्षुकता
Approved currency,अनुमोदित मुद्रा
Approved currency,अनुमोदित करेन्सी
Approximation,सन्निकटन
Arbitrary price,मनमानी कीमत
Arbitration,विवाचन
Arbitrator,विवाचक
Arc elasticity,चाप लोच
Area,क्षेत्र
Area,2.क्षेत्रफल
Article,वस्तु
Article,सामग्री
Article,माल
Artificial capital,कृत्रिम पूँजी
Artisan,कारीगर
Artisan,शिल्पकार
Assembly-line production,समानुक्रम उत्पादन
Assented bond,पुनर्गठन अनुमति बंधपत्र
Assessee,निर्धारिती
Assessment,निर्धारण
Assessment,आँकना
Asset,परिसंपत्ति
Assignment,दत्तकार्य
Assumed bond(=indorsed bond),समाश्वासित बंधपत्र
Assumption,पूर्वधारणा
Astronomical theory of trade cycle,व्यापार-चक्र का खगोलीय सिद्धांत
Asymmetrical distribution,असममित वितरण
Asymmetry,असममिति
at a premium,"प्रीमियम पर, अधिमूल्य पर"
At a discount,बट्टे पर
At a discount,अवमूल्य पर
At par,सममूल्य पर
Attribute,गुण
Attribute,विशेषता
Attribute,लक्षण
Auction sale,नीलामी बिक्री
Austerity,मितोपभोग
Auto-financing,स्ववित्तीयन
Automatic balance,स्वतः संतुलन
Aiutomatic balance,संतुलन
Automatic stabilizer,स्वतः स्थिरक
Automatic stabilizer,स्थिरक
Automation,स्वचलन
Automation,स्वचालन
Autonomous,स्वायत्त
Auxilliary,सहायक
Auxilliary capital,सहायक पूँजी
Average,औसत; माध्य
Avocation,उपव्यवसाय
Avoidance of tax,कर परिहार
Award,अधिनिर्णय
Award,2.पुरस्कार
Back door financing,प्रच्छन्न राजवित्तीयन
Backward linkage,पश्चानुबंधन
Bad money,निकृष्ट मुद्रा
Bad money,निकृष्ट द्रव्य
Balance,संतुलन
Balance,2. शेष
Balanced budget,संतुलित बजट
Balanced budget multiplier,संतुलित बजट गुणक
Ban,प्रतिबंध
Bank,बैंक
Bank,अधिकोष
Bank credit creation,बैंक साख निर्माण
Banking,अधिकोषण
Banking,बैंकिंग
Bank money,बैंक द्रव्य
Bank rate,बैंक दर
Bank reserve,बैंक आरक्षित निधि
Bank reserve,बैंक रिजर्व
Bankruptcy,दिवाला
Bare subsistence level,निर्वाहमात्र स्तर
Bargain,सौदा
Bargain,सौदा करना
Bargaining,सौदाकारी
Barren land,बंजर भूमि
Barrier,"रोक, अवरोध"
Barter,वस्तु-विनिमय
Barter economy,वस्तु-विनिमय अर्थव्यवस्था
Base bullion,हीन धातु
Base period,आधार अवधि
Base price,आधार कीमत
Base rate,मूल दर
Base rate,आधार दर
Basic,मूल
Basic,बुनियादी
Basic,आधारिक
Basic cost (=flat cost=prime cost=first cost),मूल लागत
Basic point rate,आधार बिंदु दर
Batch production,खेप उत्पादन
Beginning wage,प्रारंभिक मजदूरी
Beginning wage,प्रारंभिक वेतन
Behaviour lines,व्यवहार रेखाएँ
Bell shaped curve,घंटाकार वक्र
Below par,अवमूल्य पर
Benami loan,बेनामी कर्ज
Bench mark,तल चिह्न
Bench mark,2. निर्देश चिह्न
Beneficiary,हिताधिकारी
Benefit,हित
Benefit,हितलाभ
Benefit,सुविधा
Benefit theory of taxation,हितानुसार कराधान सिद्धांत
Benevolent fund,हितकारी निधि
Betting,"पण, बाजी"
Biased error,अभिनत त्रुटि
Biased sample,अभिनत प्रतिदर्श
Bilateral agreement,द्विपक्षीय करार
Bilateral agreement,द्विपक्षीय समझौता
Bilateral trade,द्विपक्षीय व्यापार
Bill of costs,लागत बिल
Bill of credit,साखपत्र
Bill of materials,सामग्री सूची
Bill rate,हुंडी दर
Bill rate,बिल दर
Bimetallic issue,द्विधात्विक निर्गम
Bimetallism,द्विधातुमान
Bipartite,द्विपक्षीय
Bipartite,2.द्विदलीय
Birth rate,जन्म दर
Black exchange rate,चोरबाज़ार विनिमय दर
Black leg,हड़ताल तोड़क
Black leg,2.हड़ताल भेदी
Black list,काली सूची (वर्ज्य सूची)
Black market,कालाबाजार (चोरबाजार)
Black money,काला धन
Blank bill,अनाम बिल
Blank bill,कोरा बिल
Blanket mortgage,व्यापक बंधक
Blanket price,इकमुश्त कीमत
Blanket rate,बहुव्यापी दर
Blanket tax,सामूहिक कर
Blocked capital,निरूद्ध पूँजी
Blocked currency,निरूद्ध करेन्सी
Block grant,निर्दिष्ट अनुदान
Bonded labour,बंधुआ मज़दूर
Bonus,बोनस
Boom,तेजी
Boom,व्यापार उत्कर्ष
Borrowing,"उधार लेना, ऋणादान"
Borrowing,2.उधार राशि
Borrowing cycle,उधार चक्र
Borrowing rates,उधार दरें
Bounty,अधिदान
Branch points,विभाजन बिंदु
Brand development index,ब्रैंड विकास सूचकांक
Brazen law of wages,निर्वाह-मजदूरी सिद्धांत
Break-even point,लाभ-अलाभ बिंदु
Breaking point rate,वियुक्ति-बिंदु दर
Break in prices,कीमतों का टूटना
Breakthrough,प्रस्फोट
Bridge rate,सेतु दर
Broken time,खंडित समय
Budget,आयव्ययक
Budget,बजट
Budget allocation,बजट नियतन
Budgetary allotment,बजटीय आबंटन
budgetary balance,बजटीय संतुलन
budgetary control,बजटीय नियंत्रण
budgetary deficit,बजटीय घाटा
budgetary surplus,बजटीय अधिशेष
Budgeting,बजट बनाना
Budget reform,बजट सुधार
Buffer stock,सुरक्षित भंडार
Built-in stabilizer,आभ्यंतरिक स्थिरक
Bulk,प्रपुंज
Bulk,बहुमात्रा
Bulk,थोक
Bulk transaction,थोक लेनदेन
Bullionism,बहुमूल्य धातुवाद
Bumper crop,ज़ोंरदार फसल
Buoyant economy,उत्फुल्ल अर्थव्यवस्था
Burden of taxation,कर-भार
Business cycle,व्यवसाय चक्र
Businessman,व्यवसायी
Businessman,कारोबारी
Buyer,क्रेता
Buyer,खरीदार
Buyer's surplus,क्रेता अधिशेष
Buying agent,क्रय अभिकर्ता
By-product,उपोत्पाद
By-product,उप-उत्पाद
Callable bond (=redeemable bond),मांगदेय बंधपत्र (प्रतिदेय बॉन्ड)
Call back pay,विशेष कार्य वेतन
Called up capital,मॉगी पूँजी
Callings tax,व्यवसाय़ कर
Call in pay,"उपस्थिति वेतन,"
Call in pay,हाज़िरी वेतन
Call loan,माँग ऋण
Call money,माँग द्रव्य
Call money,2.शीघ्रावधि द्रव्य
Call price (=redemption price),प्रतिदान कीमत
Call rate,शीध्रावधि व्याज दर
Cambridge equation,कैंब्रिज समीकरण
Canons of taxation,कराधान के अभिनियम
Capacity,क्षमता
Capacity factor,क्षमता अनुपात
Capacity utilization rate,क्षमता उपयोग दर
Capital,पूँजी
Capital account,पूँजी लेखा
Capital accumulation,पूँजी संचय
Capital appropriation,पूँजी विनियोजन
Capital budget,पूँजी बजट
Capital coefficient,पूँजी गुणांक
Capital consumption allowance,पूँजी उपभोग छूट
Capital development,पूँजी अभिवर्धन
Capital employed,प्रयुक्त पूँजी
Capital equipment,पूँजी उपस्कर
Capital expenditure,पूँजीगत व्यय
Capital flight,पूँजी पलायन
Capital formation,पूँजी निर्माण
Capital gains,पूँजीगत अभिलाभ
Capital gains tax,पूँजीगत अभिलाभ कर
Capital goods,पूँजीगत पदार्थ
Capital goods,पूँजीगत माल
Capital inflow,पूँजी का अंतर्वाह
Capital-input ratio,पूँजी-आगत अनुपात
Capital inputs,पूँजी आगत
Capital intensive,पूँजी-प्रधान
Capital investment,पूँजी निवेश
Capitalism,पूँजीवाद
Capitalist,पूँजीपति
Capitalist economy,पूँजीवादी अर्थव्यवस्था
Capitalistic production,पूँजीमूलक उत्पादन
Capitalistic system,पूँजीवादी प्रणाली
Capitalization,पूँजीकरण
Capital-labour rates,पूँजी-श्रम दरें
Capital-labour ratio,पूँजी-श्रम अनुपात
Capital levy,पूँजी कर
Capital levy,पूँजी लेवी
Capital liability,पूँजीगत देयता
Capital loss,पूँजीगत हानि
Capital market,पूँजीगत बाजार
Capital net worth,निवल संपत्ति
Capital net worth,निवल मालियत
Capital outflow,पूँजी बहिर्गमन
Capital outlay,पूँजी परिव्यय
Capital output ratio,पूँजी-उत्पाद अनुपात
Capital payment,पूँजीगत अदायगी
Capital-poor economy,पूँजी-न्यून अर्थव्यवस्था
Capital reserve fund,पूँजी आरक्षित निधि/कोष
Capital Resources,पूँजी संसाधन
Capital-rich economy,पूँजी-बहुल अर्थव्यवस्था
Capital saving devices,पूँजी बचत उपाय
Capital saving innovations,पूँजी बचत नवप्रवर्तन
Capital stock,पूँजी स्टॉक
Capital Stores,पूँजीगत सामान/स्टोर्स
Capital structure,पूँजीगत संरचना
Capital sum,पूँजीगत राशि
Capital surplus,पूँजी अधिशेष
Capital transfers,पूँजीगत अंतरण
Capital turnover,पूँजी-आवर्त
Capital turnover ratio,पूँजी-आवर्त अनुपात
Capitation fee,प्रतिव्यक्ति शुल्क
Capitation tax,प्रतिव्यक्ति कर
Carrying cost,रखाव लागत
Carrying trade,ढुलाई व्यापार
Cartel,उतपादक संघ
Cash,नकद
Cash,रोकड़
Cash,नगद
Cash,नकदी भुनाना
Cah-balance equation,नकद-शेष समीकरण
Cash bonus,नकद बोनस
Cash break-even point,नकद लाभ-अलाभ बिंदु
Cash budget,नकती बजट
Cash crop,नकदी फसल
Cash flow,नकदी प्रवाह
Cash forecast,नकद पूर्वानुमान
Cash income,नक़द आय
Cash nexus,नकदी अभिबंध
Cash position ratio,नकदी स्थिति अनुपात
Cash price,नकद कीमत
Cash ratio,नकदी अनुपात
Cash rent,नकद लगान
Cash reserve,आरक्षित नकदी
Cash reserve,नकदी रिजर्व
Cash value,नकद मूल्य
Cash wage,नकद मजदूरी
Casual income,अनियत आय
Casual labour,अनियत श्रमिक
Casual worker,अनियत कामगार
Caution money,अवधान द्रव्य
Caution money,अवधान राशि
Ceiling,उच्चतम सीमा
Ceiling price,उच्चतम कीमत
Census of population,जनगणना
Central bank,केंद्रीय बैंक
Central banking,केंद्रीय बैंकिंग
Centralised planning,केंद्रीकृत आयोजना
Centralisation,केंद्रीकरण
Central  planning,केंद्रीय आयोजना
Cess,उपकर
Ceteris paribus,यदि अन्य बातें पूर्ववत् रहें
Chain banking,श्रृंखला बैंकिंग
Chain reaction,श्रृंखलित प्रतिक्रिया
Cheap money,सस्ती मुद्रा
Cheap money,सुलभ मुद्रा
Cheque currency,चेक करेन्सी
Cheque currency,चेक मुद्रा
Chest money,तिजोरी रोकड़
Child labour,बाल श्रम
Child labour,बाल श्रमिक
Child labour,बाल मजदूर
Child mortality,बाल मृत्यु संख्या
Children's allowance,संतान भत्ता
Choice theory,वरण सिद्धांत
Chronic unemployment,दीर्घकालिक बेरोजगारी
Circular flow,वर्तुल प्रवाह
Circular integration,वर्तुल एकीकरण
Circular letter of credit,गश्ती साख-पत्र
Circulating assets,प्रचल परिसंपत्ति
Circulating medium,संचलनशील माध्यम
Circulation of currency,मुद्रा संचलन
Claim,दावा
Claim,दावा करना
Class antagonism,वर्ग विरोध
Class consciousness,वर्ग-चेतना
Classical economics,क्लासिकी अर्थशास्त्र
Classical economists,क्लासिकी अर्थशास्त्री
Classical liberalism,क्लासिकी उदारतावाद
Classical school,क्लासिकी संप्रदाय
Classified tax,वर्गीकृत कर
Class price,वर्ग कीमत
Class rate,वर्ग दर
Class war,वर्ग-संघर्ष
Closed economy,बंद अर्थव्यवस्था
Closed shop,संघ-पाबंद प्रतिष्ठान
Closed trade,संपूरित कारोबार
Closing price,बंद भाव
Cobb-Douglas production function,कॉब-डगलस उत्पादन फलन
Cobweb chart,मकड़जाल आरेख
Cobweb chart,मकड़जाल चार्ट
Cobweb theorem,मकड़जाल प्रमेय
Co-efficient,गुणांक
Co-efficient of acceleration,त्वरण गुणांक
Co-efficient of cross elasticity,प्रतिलोच गुणांक
Co-efficient of determination,निर्धारण गुणांक
Co-efficient of elasticity,लोच गुणांक
Cog hog cycle,कॉग हॉग (व्यापार) चक्र
Coin,सिक्का
Coinage,"सिक्का ढलाई, टंकण"
Coincident indicator,संपाती सूचक
Coin of the realm,राष्ट्रीय मुद्रा
Coin of the realm,राष्ट्रीय द्रव्य
Collaboration,सहयोग
Collaborator,सहयोगी
Collateral,संपार्शि्वक
Collateral loan,संपार्शि्वक कर्ज
Collecting economy,संग्रहकारी अर्थव्यवस्था
Collective bargaining,सामूहिक सौदाकारी
Collective farm,सामूहिक फार्म
Collective goods,सामूहिक वस्तुएँ
Collective investment,सामूहिक निवेश
Collective ownership,सामूहिक स्वामित्व
Collective property,सामूहिक संपत्ति
Collective savings,सामूहिक बचत
Collective wealth,सामूहिक धन
Collectivist economy,समूहवादी अर्थव्यवस्था
Colonial bond,उपनिवेशीय बंधपत्र
Colonialism,उपनिवेशवाद
Colonization,उपनिवेशीकरण
Colony,उपनिवेश
Combination,संयोग
Combination,संयोजन
Combination rates,समूहित दरें
Combine,गुट
Comfort,सुख
Command directed economy (-command economy),राज्य-निर्देशित अर्थव्यवस्था
Command directed economy (-command economy),निर्देशित अर्थव्यवस्था
Commerce,वाणिज्य
Commercial blockade,वाणिज्यिक नाकाबंदी
Commercial crisis,वाणिज्यिक संकट
Commercialization,वाणिज्यीकरण
Commercial labour,वाणिज्यिक श्रमिक
Commercial revenue,वाणिज्यिक आय
Commercial revenue,2.वाणिज्यिक संप्राप्ति
Commercial revolution,वाणिज्य क्रांति
Commodity,जिंस
Commodity,वस्तु
Commodity agreement,वस्तु करार
Commodity agreement,जिंस करार
Commodity exchange,मंडी
Commodity exchange,बाजार
Commodity exchange,पण्य बाज़ार
Commodity flow,जिंस प्रवाह
Commodity flow,पण्य प्रवाह
Commodity market,वस्तु बाजार
Commodity market,मंडी
Commodity price,पण्य कीमत
Commodity price,जिंस कीमत
Commodity price index,पण्य
Commodity price index,जिंस क़ीमत सूचकांक
Commodity stabilization agreement,जिंस भाव स्थिरीकरण करार
Commodity stabilization agreement,जिंस भाव स्थिरीकरण समझौता
Commodity tariff,वस्तु प्रशुल्क
Commodity tax,जिंस कर
Commodity tax,वस्तु कर
Commodity theory of money,मुद्रा का पण्य सिद्धांत
Common cost,सामान्य लागत
Common labour,सामान्य श्रमिक
Common labour,सामान्य मज़दूर
Common labour,सामान्य श्रम
Common market,साझा बाज़ार
Common stock,सामान्य स्टॉक
Communism,साम्यवाद
Community development project,सामुदायिक विकास परियोजना
Community indifference curve,समुदाय अनधिमान वक्र
Community savings,सामुदायिक बचत
Commuted value,रूपांतरित मूल्य
Comparative advantage,तुलनात्मक सुलाभ
Comparative cost,तुलनात्मक लागत
Comparative dynamics,तुलनात्मक गतिकी
Comparative statics,तुलनात्मक स्थैतिकी
Compensating balance,प्रतिपूरक संतुलन
Compensating depreciation,प्रतिपूरक मुल्यह्रास
Compensating error,प्रतिपूरक त्रुटि
Compensating expenditure,प्रतिपूरक खर्च
Compensating payment,प्रतिपूरक भुगतान
Compensating tariff,प्रतिपूरक प्रशुल्क
Compensation,मुआवज़ा
Compensation,प्रतिपूर्ति
Compensation award,प्रतिपूर्ति पंचाट
Compensatory allowance,प्रतिपूरक भत्ता
Compensatory allowance,मुआवज़ा भत्ता
Compenssatory borrowing,प्रतिपूरक उधार
Compensatory expenditure,प्रतिपूरक खर्च
Compensatory finance,प्रतिपूरक वित्त
Compensatory fiscal policy,प्रतिपूरक राजकोषीय नीति
Compensatory principle of bimetallism,द्विधातुमान का प्रतिपूरक सिद्धांत
Compensatory principle of money,द्रव्य का प्रतिपूरक सिद्धांत
compensatory principle of taxation(=benefit theory of taxation),हितानुसार कराधान सिद्धांत
Competition,प्रतियोगिता
Competition,प्रतिस्पर्धा
Competition,स्पर्धा
Competitive bidding,प्रतियोगितात्मक बोली लगाना
Competitive demand,प्रतियोगी माँग
Competitive equilibrium,प्रतियोगी संतुलन
Competitive firm,प्रतियोगी फर्म
Competitive goods,प्रतियोगी वस्तुएँ
Competitive goods,प्रतियोगी माल
Competitive index,प्रतियोगी सूचकांक
Competitive investment,प्रतिस्पर्धी निवेश
Competitive market,प्रतिस्पर्धी बाज़ार
Competitive rate,प्रतिस्पर्धी दर
Competitive supply,प्रतियोगी पूर्ति
Complementarity,पूरकता
Complementary demand,पूरक माँग
Complementary factors,पूरक कारक
Complementary function,पूरक कार्य
Complementary function,फलन
Complementary monopoly,पूरक एकाधिकार
Composite commodity standard,सम्मिश्र पण्यमान
Composite commodity standard,सम्मिश्र जिंसमान
Composite demand,सम्मिश्र माँग
Composite rent,सम्मिश्र किराया
Composite supply,सम्मिश्र पूर्ति
Composition of trade,व्यापार संघटन
Compound duty,यौगिक शुल्क
Compound interest,चक्रवृद्धि ब्याज
Compound interest method of depreciation,मूल्यह्रास की चक्रवृद्धि ब्याज पद्धति
Compound tariff,यौगिक प्रशुल्क
Compromise tariff,समझौताकारी प्रशुल्क
Compulsory bargaining,अनिवार्य सौदाकारी
Compulsory borrowing,अनिवार्य ऋणादान
Compulsory employment,अनिवार्य रोज़गार
Compulsory labour,अनिवार्य श्रम
Compulsory social insurance,अनिवार्य सामाजिक बीमा
Compulsory transfer,अनिवार्य स्थानांतरण
Compulsory transfer,2.अनिवार्य अंतरण
Concealed pension plan,अप्रकट पेन्शन योजना
Concealment of income,आय छिपाना
Concentration of capital,पूँजी-संकेंद्रण
Concentration ratio,संकेंद्रण अनुपात
Concept of labour,श्रम की संकल्पना
Concern,प्रतिष्ठान
Concern,समुद्यम
Concessional tax treatment,रियायती कर निर्धारण
Conciliation,समाधान
Conciliation,सुलह
Concrete capital,मूर्त पूँजी
Concrete labour,मूर्त श्रम
Condition,शर्त
Condition,प्रतिबंध
Condition,2.स्थिति
Condition,3.अवस्था
Conditional,सशर्त
Confiscation,अधिहरण
Confiscation,जब्ती
Consent settlement,सम्मत समझौता
Consolidated bond,समेकित बंधपत्र
Consolidated mortgage,समेकित बंधक
Consolidation of holdings,चकबंदी
Conspicuous consumption,प्रदर्शन उपभोग
Constant capital,स्थिर पूँजी
Constant demand,स्थिर माँग
Constant marginal cost,स्थिर सीमांत लागत
Constant outlay demand,स्थिर परिव्यय माँग
Constant price,स्थिर कीमत
Constant product curve,समान उत्पाद वक्र
Constant proportion,नियत समानुपात
Constant ration plan,स्थिर अनुपात योजना
Constant returns,समानुपातिक प्रतिफल
Cosntant returns to scale,अनुमापी समानुपातिक प्रतिफल
Constant wage,नियत मज़दूरी
Constant wage plan,नियत मज़दूरी योजना
Consumer,उपभोक्ता
Consumer goods,उपभोक्ता वस्टुएँ
Consumer goods,उपभोक्ता माल
Consumer movement,उपभोक्ता आंदोलन
Consumer price,उपभोक्ता क़ीमत
Consumer price index,उपभोक्ता कीमत सूचकांक
Consumer's behaviour,उपभोक्ता-व्यवहार
Consumer's capital,उपभोक्ता-पूँजी
Consumer's choice,उपभोक्ता की पसंद
Consumer's cooperative,उपभोक्ता सहकारी समिति
Consumer's demand theory,उपभोक्ता माँग सिद्धांत
Consumer's  goods,उपभोज्य वस्तुएँ
Consumer's  goods,उपभोक्ता माल
Consumer's interest,उपभोक्ता हित
Consumer's preference,उपभोक्ता का  अधिमान
Consumer's sovereignty,उपभोक्ता प्रभुत्व
Consumer's surplus,उपभोक्ता अधिशेष
Consumer's surplus,2.उपभोक्ता की बचत
Consumption,उपभोग
Consumption,खपत
Consumption capital,उपभोग पूँजी
Consumption ceiling,उच्चतम उपभोग-सीमा
Consumption effect,उपभोग प्रभाव
Consumption expenditure,उपभोग व्यय
Consumption function,उपभोग फलन
Consumption fund,उपभोग निधि
Consumption motive,उपभोग अभिप्राय
Consumption motive,2.उपभोग अभिप्रेरक
Consumption tax,उपभोग कर
Consumption trend,उपभोग प्रवृत्ति
Contingency,आकस्मिकता
Contingency,2.आपात
Contingency,3.संभाव्य स्थिति
Contingency fund,आकस्मिकता निधि
Contingent liability,प्रासंगिक देयता
Contingent obligation,प्रासंगिक दायित्व
Continued bond,अनवरत बंधपत्र
Continuing guarantee,सतत प्रत्याभूति
Continuing guarantee,सतत गारंटी
Contraband articles,विनिषिद्ध वस्तुएँ
Contraband baggage,विनिषिद्ध सामान
Contraband control,विनिषिद्ध व्यापार नियंत्रण
Contract curve,संविदा वक्र
Contraction,संकुचन
Contraction of currency,मुद्रा संकुचन
Contraction of currency,करेन्सी संकुचन
Contraction of demand,माँग का संकुचन
Contract labour,ठेका मज़दूर
Contract labour,संविदा श्रम
Contract price,संविदागत कीमत
Control,नियंत्रण
Controlled credit,नियंत्रित उधार
Controlled economy,नियंत्रित अर्थव्यवस्था
Controlled industry,नियंत्रित उद्योग
Conurbation,महानगरीय अंधविस्तार
Convenience goods,सुविधा वस्तुएँ
Conventional neccessaries,परंपरागत आवश्यक वस्तुएँ
Conventional tariff,करारमुल्क प्रशुल्क
Conversion,संपरिवर्तन
Convertibility,संपरिवर्तनीयता
Convertibility crisis,संपरिवर्तन संकट
Convertible bond,संपरिवर्तनीय बंधपत्र
Convertible paper money,संपरिवर्तनीय कागज़ी मुद्रा
Conveyance,हस्तांतर-पत्र
Conveyance,2.सवारी
Conveyance,3.वाहन
Cooling-off period,उपशमन अवधि
Co-operation,सहकारिता
Co-operative bank,सहकारी बैंक
Co-operative enterprise,सहकारी उद्यम
Co-operative farming,सहकारी खेती
Co-operative marketing,सहकारी विपणन
Co-operative planning,सहकारी आयोजना
Co-operative society,सहकारी समिति
Co-operative  traning programme,सहकारी प्रशिक्षण कार्यक्रम
Co-operative union,सहकारी संघ
Co-ordinate,निर्देशांक
Co-owners,सहस्वामी
Co-partners,सहभागीदार
Co-products,सहोत्पाद
Core project,क्रोड परियोजना
Cornering a market,बाज़ार मुट्ठी में करना
Corporate financing,निगम वित्त-पोषण
Corporate income,कंपनी आय
Corporate income tax,कंपनी आयकर
Corporate savings,कंपनी बचत
Corporate savings,निगम बचत
Corporate sector,कंपनी क्षेत्रक
Corporation,निगम
Corporation,कंपनी
Corporation tax,कंपनी कर
Corporation tax,निगम कर
Correlation,सहसंबंध
Correlation ratio,सहसंबंध अनुपात
Corresponding price,अनुरूप कीमत
Cosmopolitan wealth,सार्वभौमिक धन
Cost,लागत
Cost,व्यय
Cost,खर्च
Cost advantage,लागत सुलाभ
Cos-inducted inflation,लागतजन्य स्फीति
Cost of living,(जीवन) निर्वाह व्यय
Cost of living index,निर्वाह व्यय सूचकांक
Cost of maintenance,अनुरक्षण व्यय
Cost of production,उत्पादन लागत
Cost of production theory of value,मूल्य का उत्पादन लागत सिद्धांत
Cost of service principle,सेवा-लागत सिद्धांत
Cost of service principle of taxation,कराधान का सेवा-लागत सिद्धांत
Cost outlay curve,लागत परिव्यय वक्र
Cost plus pricing,लागतोपरि कीमत निर्धारण
Cost price,लागत कीमत
Cost-push inflation,लागतजन्य स्फीति
Cottage industry,कुटीर उद्योग
Counter-balancing duty,प्रतिसंतुलनकारी शुल्क
Counter-cyclical measures,प्रतिचक्रीय उपाय
Couterfeit coin,जाली सिक्का
Couterfeit coin,खोटा सिक्का
Counterpart fund,प्रतिरूप निधि
Counter speculation,प्रतिकारी सट्टा
Countervailing credit,प्रतिकारी उधार
Coutervailing duty,प्रतिकारी शुल्क
Coutervailing excise duty,प्रतिकारी उत्पादन शुल्क
Countervailing power,प्रतिकारी शक्ति
Countervailing tariff,प्रतिकारी प्रशुल्क
Craft guild,दस्तकार श्रेणी
Craft guild,शिल्पी श्रेणी
Craft union,दस्तकार संघ
