English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
abstract universalistic values,अमूर्त सार्वभौमिक मूल्य,અમૂર્ત સાર્વભૌમિક મૂલ્ય,अमूर्त सार्वभौमिक मूल्य,ਅਮੂਰ੍ਤ ਸਾਰ੍ਵਭੌਮਿਕ ਮੂਲ੍ਯ,অমূর্ত সার্বভৌমিক মূল্য,अमूर्त सार्वभौमिक मूल्य,ಅಮೂರ್ತ ಸಾರ್ವಭೌಮಿಕ ಮೂಲ್ಯ,അമൂര്ത സാര്വഭൌമിക മൂല്യ,அமூர்த ஸார்வபௌமிக மூல்ய,అమూర్త సార్వభౌమిక మూల్య,امورت ساروبھومک مولیہ,অমূর্ত সার্ভৌমিক মূল্য,ଅମୂର୍ତ ସାର୍ବଭୌମିକ ମୂଲ୍ଯ,अमूर्त सार्वभौमिक मूल्य
access,"पहुँच, अभिगम","પ્રવેશ, પ્રવેશ-હક, વૃદ્ધિ, પ્રવેશમાર્ગ, પ્રયોજન","शिरकाव, पोच, प्रवेश",ਪਹੁੰਚ,"অভিগমন,প্রবেশ",पोंच क्षमता/पावपाची तांक,ಪ್ರವೇಶ,പ്രവേശം,"நுழைவு, அணுகல், வழி, வாய்ப்பு","ప్రవేశం,ప్రవేశసాధ్యం,సుగమం",رسائی ۔ دسترس۔ پہنچ,"প্রবেশাধিকাৰ,প্রবেশক্ষমতা","ପ୍ରବେଶ, ପ୍ରବେଶ ସୁବିଧା, ପହଞ୍ଚି","पहुँच, प्रवेश"
accessibility,अभिगम्यता,અભિગમ્યતા,अभिगम्यता,ਅਭਿਗਮ੍ਯਤਾ,অভিগম্যতা,अभिगम्यता,ಪ್ರವೇಶಸಾಧ್ಯತೆ,അഭിഗമ്യതാ,அபிகம்யதா,అభిగమ్యతా,رسائی پذیری، دسترس، پہونچ,অভিগম্যতা,ପ୍ରବେଶ ଯୋଗ୍ୟ,अभिगम्यता
accessible,अभिगम्य,અભિગમ્ય,अभिगम्य,"ਪਹੁੰਚ ਦੇ ਅੰਦਰ, ਸੁਲੱਭ",অভিগম্য,अभिगम्य,ಅಭಿಗಮ್ಯ,അഭിഗമ്യ,அபிகம்ய,అభిగమ్య,قابل رسائی,অভিগম্য,ଅଭିଗମ୍ଯ,अभिगम्य
accidental criminal,सांयोगिक अपराधी,સાંયોગિક અપરાધી,सांयोगिक अपराधी,ਸਾਂਯੋਗਿਕ ਅਪਰਾਧੀ,সাংযোগিক অপরাধী,सांयोगिक अपराधी,ಸಾಂಯೋಗಿಕ ಅಪರಾಧೀ,സാംയോഗിക അപരാധീ,ஸாங்யோகிக அபராதீ,సాంయోగిక అపరాధీ,سانیوگک اپرادھی,সাংযগিক অপরাধী,ସାଂଯୋଗିକ ଅପରାଧୀ,सांयोगिक अपराधी
accommodate,"निर्वाह करना, समंजन करना","નિર્વાહ કરના, સમંજન કરના","निर्वाह करना, समंजन करना",ਜਗਾਂ ਦੇਣੀ ਯੋਗ ਕਰਨਾ,"নির্বাহ করনা, সমংজন করনা","निर्वाह करना, समंजन करना","ನಿರ್ವಾಹ ಕರನಾ, ಸಮಂಜನ ಕರನಾ","നിര്വാഹ കരനാ, സമംജന കരനാ","நிர்வாஹ கரநா, ஸமங்ஜந கரநா","నిర్వాహ కరనా, సమంజన కరనా",نرواہ کرنا، سمنجن کرنا,"নির্াহ করনা, সমংজন করনা","ନିର୍ବାହ କରନା, ସମଂଜନ କରନା","निर्वाह करना, समंजन करना"
accomplice,सह-अपराधी,સહ-અપરાધી,सह-अपराधी,ਬੁਰੇ ਕੰਮ ਵਿੱਚ ਸਾਥ ਦੇਣ ਵਾਲਾ,সহ-অপরাধী,सह-अपराधी,ಸಹ-ಅಪರಾಧೀ,സഹ-അപരാധീ,ஸஹ-அபராதீ,సహ-అపరాధీ,سہہ-اپرادھی,সহ-অপরাধী,ସହ-ଅପରାଧୀ,सह-अपराधी
accomplishment,निष्पत्ति,નિષ્પત્તિ,निष्पत्ति,ਗੁਣ,নিষ্পত্তি,निष्पत्ति,ನಿಷ್ಪತ್ತಿ,നിര്‍വ്വഹണം,நிஷ்பத்தி,నిష్పత్తి,نشپتی,নিষ্পত্তি,"କାର୍ଯ୍ୟ ସମାପ୍ତି, ସମ୍ପାଦନ",निष्पत्ति
acculturation,परसंस्कृतिग्रहण,પરસંસ્કૃતિગ્રહણ,परसंस्कृतिग्रहण,ਪਰਸਂਸ੍ਕ੃ਤਿਗ੍ਰਹਣ,পরসংস্কৃতিগ্রহণ,परसंस्कृतिग्रहण,ಪರಸಂಸ್ಕೃತಿಗ್ರಹಣ,പരസംസ്കൃതിഗ്രഹണ,பரஸங்ஸ்க்ருதிக்ரஹண,పరసంస్కృతిగ్రహణ,پرسنسکرتگرہن,পরসংস্কৃতিগ্রহণ,ପରସଂସ୍କୃତିଗ୍ରହଣ,परसंस्कृतिग्रहण
accumulate,संचित करना,સંચિત કરના,संचित करना,ਜਮਾਂ ਕਰਨਾ,সংচিত করনা,संचित करना,ಸಂಚಿತ ಕರನಾ,കൂനകൂട്ട്,ஸங்சித கரநா,సంచిత కరనా,سنچت کرنا,সংচিত করনা,ସଂଚିତ କରନା,संचित करना
accustom,अभ्यस्त होना,અભ્યસ્ત હોના,अभ्यस्त होना,ਆਦਤ ਪਾਉਣੀ,অভ্যস্ত হোনা,अभ्यस्त होना,ಅಭ್ಯಸ್ತ ಹೋನಾ,അഭ്യസ്ത ഹോനാ,அப்யஸ்த ஹோநா,అభ్యస్త హోనా,ابھیست ہونا,অভ্যস্ত হনা,ଅଭ୍ଯସ୍ତ ହୋନା,अभ्यस्त होना
achieved role,अर्जित भूमिका,અર્જિત ભૂમિકા,अर्जित भूमिका,ਅਰ੍ਜਿਤ ਭੂਮਿਕਾ,অর্জিত ভূমিকা,अर्जित भूमिका,ಅರ್ಜಿತ ಭೂಮಿಕಾ,അര്ജിത ഭൂമികാ,அர்ஜித பூமிகா,అర్జిత భూమికా,عرجت بھومیکا,অর্জিত ভূমিকা,ଅର୍ଜିତ ଭୂମିକା,अर्जित भूमिका
achievement,उपलब्धि,"લક્ષ્યપ્રાપ્તિ, કાર્યસિદ્ધિ, સિદ્ધિ","संपादणूक, कामगिरी, उपलब्धि","ਪ੍ਰਾਪਤੀ, ਉਪਲਬਧੀ","অর্জন,সিদ্ধি,কীর্তি","प्राप्‍ती,(कर्तृत्व प्राप्‍ती)",ಸಾಧನೆ,നേട്ടം,"சாதனை, முடிந்த செயல்","సాఫల్యం,సిద్ధి,సాధించిన కార్యం",کارنامہ,"সিদ্ধি,সাফল্য","ସଫଳତା, ସିଦ୍ଧି, କୃତି,ଉପଲବ୍ଧି, ସଫଳ ସଂପାଦନ",उपलब्‍धि
achievement-oriented society,उपलब्धिमुखी समाज,ઉપલબ્ધિમુખી સમાજ,उपलब्धिमुखी समाज,ਉਪਲਬ੍ਧਿਮੁਖੀ ਸਮਾਜ,উপলব্ধিমুখী সমাজ,उपलब्धिमुखी समाज,ಉಪಲಬ್ಧಿಮುಖೀ ಸಮಾಜ,ഉപലബ്ധിമുഖീ സമാജ,உபலப்திமுகீ ஸமாஜ,ఉపలబ్ధిముఖీ సమాజ,اپلبدھمکھی سماج,উপলব্ধিমুখী সমাজ,ଉପଲବ୍ଧିମୁଖୀ ସମାଜ,उपलब्धिमुखी समाज
acknowledged,अभिस्वीकृत,અભિસ્વીકૃત,अभिस्वीकृत,ਅਭਿਸ੍ਵੀਕ੃ਤ,অভিস্বীকৃত,अभिस्वीकृत,ಅಭಿಸ್ವೀಕೃತ,അഭിസ്വീകൃത,அபிஸ்வீக்ருத,అభిస్వీకృత,ابھسویکرت,অভিস্ীকৃত,ଅଭିସ୍ବୀକୃତ,अभिस्वीकृत
acquire,उपार्जित करना,ઉપાર્જિત કરના,उपार्जित करना,"ਲੈਣਾ,ਹਾਸਲ ਕਰਨਾ",উপার্জিত করনা,उपार्जित करना,ಉಪಾರ್ಜಿತ ಕರನಾ,നേട്,உபார்ஜித கரநா,ఉపార్జిత కరనా,اپارجت کرنا,উপার্জিত করনা,ଉପାର୍ଜିତ କରନା,उपार्जित करना
acquired trait,उपार्जित विशेषक,ઉપાર્જિત વિશેષક,उपार्जित विशेषक,ਉਪਾਰ੍ਜਿਤ ਵਿਸ਼ੇ਷ਕ,উপার্জিত বিশেষক,उपार्जित विशेषक,ಉಪಾರ್ಜಿತ ವಿಶೇಷಕ,ഉപാര്ജിത വിശേഷക,உபார்ஜித விசேஷக,ఉపార్జిత విశేషక,اپارجت وشیشک,উপার্জিত িশষক,ଉପାର୍ଜିତ ବିଶେଷକ,उपार्जित विशेषक
acquit,दोषमुक्त करना,દોષમુક્ત કરના,दोषमुक्त करना,"ਨਿਰਦੋਸ਼ ਠਹਿਰਾਉਣਾ,ਬਰੀ ਕਰਨਾ",দোষমুক্ত করনা,दोषमुक्त करना,ದೋಷಮುಕ್ತ ಕರನಾ,ദോഷമുക്ത കരനാ,தோஷமுக்த கரநா,దోషముక్త కరనా,دوشمکت کرنا,দষমুক্ত করনা,ଦୋଷମୁକ୍ତ କରନା,दोषमुक्त करना
acquittal,दोषमुक्ति,દોષમુક્તિ,दोषमुक्ति,ਦੋ਷ਮੁਕ੍ਤਿ,দোষমুক্তি,दोषमुक्ति,ದೋಷಮುಕ್ತಿ,ദോഷമുക്തി,தோஷமுக்தி,దోషముక్తి,دوشمکتی,দষমুক্তি,ଦୋଷମୁକ୍ତି,दोषमुक्ति
acrobatics,कलाबाजी,કલાબાજી,कलाबाजी,ਕਲਾਬਾਜੀ,কলাবাজী,कलाबाजी,ಕಲಾಬಾಜೀ,കലാബാജീ,கலாபாஜீ,కలాబాజీ,کلابازی,কলাবাজী,କଲାବାଜୀ,कलाबाजी
action,क्रिया,"કાર્ય, કાર્યવાહી, પગલું, દાવો, કાર્યવેગ","कार्य, कृती, कृत्य, क्रिया, कार्यवाही, कारवाई","ਕਾਰਵਾਈ, ਕ੍ਰਿਆ, ਕਾਰਜ, ਸੰਘ੍ਰਸ਼","ব্যবস্থা,ক্রিয়া,নালিশ,মামলা,ব্যবহার,কার্য","कारवाय,करणी/क्रिया",ಕ್ರಿಯೆ,ക്രിയ,"செயல், நடவடிக்கை","వ్యాజ్యం,దావా,క్రియ,చర్య",عمل کار روائی,"কার্য,বাদগোচৰ,মোকর্দমা","କାର୍ଯ୍ୟାନୁଷ୍ଠାନ, କ୍ରିୟା, କାର୍ଯ୍ୟ, ବ୍ୟବହାର, ଗତିବିଧି","1.कार्य, गतिविधि 2. कार्यवाही, कारबाई"
active maintenance,सक्रिय अनुरक्षण,સક્રિય અનુરક્ષણ,सक्रिय अनुरक्षण,ਸਕ੍ਰਿਯ ਅਨੁਰਕ੍਷ਣ,সক্রিয অনুরক্ষণ,सक्रिय अनुरक्षण,ಸಕ್ರಿಯ ಅನುರಕ್ಷಣ,സക്രിയ അനുരക്ഷണ,ஸக்ரிய அநுரக்ஷண,సక్రియ అనురక్షణ,سکریہ انورکشن,সক্রিয অনুরক্ষণ,ସକ୍ରିଯ ଅନୁରକ୍ଷଣ,सक्रिय अनुरक्षण
activist,सक्रियतावादी,કર્મશીલ,"सक्रियता वादी, कर्मठ कार्यकर्ता","ਨਿਪੁੰਨ ਕਰਮਚਾਰੀ, ਸਕ੍ਰਿਅਤਾਵਾਦੀ",সক্রিয়অংশগ্রহণকারী/কর্মী,"सक्रीय कार्यकर्ती,क्रियाशील वावुरपी","ಸಕ್ರಿಯ ಕಾರ್ಯಕರ್ತ, ಕ್ರಿಯಾಶೀಲ","സജീവപ്രവര്‍ത്തകന്‍, ആക്ടിവിസ്റ്റ്",செயல் திறனாளர்,"చురుకుగా పనిచేసే వాడు,నిష్ఠగా పని చేసేవాడు",کارکن,"কর্মঠকার্যকর্ত্তা,সক্রিয়তাবাদী",କ୍ରିୟାକଳାପ,1. कर्मठ कार्यकर्ता2. सक्रियतावादी
activity,क्रियाकलाप; गतिविधि,ક્રિયાકલાપ; ગતિવિધિ,क्रियाकलाप; गतिविधि,"ਸਰਗਰਮੀ,ਚੁਸਤੀ",ক্রিযাকলাপ; গতিবিধি,क्रियाकलाप; गतिविधि,"ಸಕ್ರಿಯತೆ, ಪಟುತ್ವ, ಕಾರ್ಯಶೀಲತೆ",പ്രവര്‍ത്തനം,க்ரியாகலாப; கதிவிதி,క్రియాకలాప; గతివిధి,سرگرمی,ক্রিযাকলাপ; গতিিধি,ସକ୍ରିୟତା,क्रियाकलाप; गतिविधि
activity centre,"क्रियाकलाप केंद्र, गतिविधि केंद्र","ક્રિયાકલાપ કેંદ્ર, ગતિવિધિ કેંદ્ર","क्रियाकलाप केंद्र, गतिविधि केंद्र","ਕ੍ਰਿਯਾਕਲਾਪ ਕੇਂਦ੍ਰ, ਗਤਿਵਿਧਿ ਕੇਂਦ੍ਰ","ক্রিযাকলাপ কেংদ্র, গতিবিধি কেংদ্র","क्रियाकलाप केंद्र, गतिविधि केंद्र","ಕ್ರಿಯಾಕಲಾಪ ಕೇಂದ್ರ, ಗತಿವಿಧಿ ಕೇಂದ್ರ","ക്രിയാകലാപ കേംദ്ര, ഗതിവിധി കേംദ്ര","க்ரியாகலாப கேங்த்ர, கதிவிதி கேங்த்ர","క్రియాకలాప కేంద్ర, గతివిధి కేంద్ర",کریاکلاپ کیندر، گتیودھی کیندر,"ক্রিযাকলাপ কংদ্র, গতিিধি কংদ্র","କ୍ରିଯାକଲାପ କେଂଦ୍ର, ଗତିବିଧି କେଂଦ୍ର","क्रियाकलाप केंद्र, गतिविधि केंद्र"
activity group therapy,क्रियाकलाप समूह चिकित्सा,ક્રિયાકલાપ સમૂહ ચિકિત્સા,क्रियाकलाप समूह चिकित्सा,ਕ੍ਰਿਯਾਕਲਾਪ ਸਮੂਹ ਚਿਕਿਤ੍ਸਾ,ক্রিযাকলাপ সমূহ চিকিত্সা,क्रियाकलाप समूह चिकित्सा,ಕ್ರಿಯಾಕಲಾಪ ಸಮೂಹ ಚಿಕಿತ್ಸಾ,ക്രിയാകലാപ സമൂഹ ചികിത്സാ,க்ரியாகலாப ஸமூஹ சிகித்ஸா,క్రియాకలాప సమూహ చికిత్సా,کریاکلاپ سموہ چکتسا,ক্রিযাকলাপ সমূহ চিকিত্সা,କ୍ରିଯାକଲାପ ସମୂହ ଚିକିତ୍ସା,क्रियाकलाप समूह चिकित्सा
activity orientation,क्रियाकलाप अभिमुखीकरण,ક્રિયાકલાપ અભિમુખીકરણ,क्रियाकलाप अभिमुखीकरण,ਕ੍ਰਿਯਾਕਲਾਪ ਅਭਿਮੁਖੀਕਰਣ,ক্রিযাকলাপ অভিমুখীকরণ,क्रियाकलाप अभिमुखीकरण,ಕ್ರಿಯಾಕಲಾಪ ಅಭಿಮುಖೀಕರಣ,ക്രിയാകലാപ അഭിമുഖീകരണ,க்ரியாகலாப அபிமுகீகரண,క్రియాకలాప అభిముఖీకరణ,کریاکلاپ ابھمکھیکرن,ক্রিযাকলাপ অভিমুখীকরণ,କ୍ରିଯାକଲାପ ଅଭିମୁଖୀକରଣ,क्रियाकलाप अभिमुखीकरण
actual cultivator,"वास्तविक किसान, वास्तविक कृषक","વાસ્તવિક કિસાન, વાસ્તવિક કૃષક","वास्तविक किसान, वास्तविक कृषक","ਵਾਸ੍ਤਵਿਕ ਕਿਸਾਨ, ਵਾਸ੍ਤਵਿਕ ਕ੃਷ਕ","বাস্তবিক কিসান, বাস্তবিক কৃষক","वास्तविक किसान, वास्तविक कृषक","ವಾಸ್ತವಿಕ ಕಿಸಾನ, ವಾಸ್ತವಿಕ ಕೃಷಕ","വാസ്തവിക കിസാന, വാസ്തവിക കൃഷക","வாஸ்தவிக கிஸாந, வாஸ்தவிக க்ருஷக","వాస్తవిక కిసాన, వాస్తవిక కృషక",واستوک کسان، واستوک کرشک,"াস্তিক কিসান, াস্তিক কৃষক","ବାସ୍ତବିକ କିସାନ, ବାସ୍ତବିକ କୃଷକ","वास्तविक किसान, वास्तविक कृषक"
actuarial method,जीवनांकिक विधि,જીવનાંકિક વિધિ,जीवनांकिक विधि,ਜੀਵਨਾਂਕਿਕ ਵਿਧਿ,জীবনাংকিক বিধি,जीवनांकिक विधि,ಜೀವನಾಂಕಿಕ ವಿಧಿ,ജീവനാംകിക വിധി,ஜீவநாங்கிக விதி,జీవనాంకిక విధి,جیونانکک ودھی,জীনাংকিক িধি,ଜୀବନାଂକିକ ବିଧି,जीवनांकिक विधि
actuary,बीमांकिक,બીમાંકિક,बीमांकिक,ਬੀਮਾਂਕਿਕ,বীমাংকিক,बीमांकिक,ಬೀಮಾಂಕಿಕ,ബീമാംകിക,பீமாங்கிக,బీమాంకిక,ماہِر بیمہ۔ بیمہ سے متعلق,বীমাংকিক,ଜୀବନ ବୀମା ଗଣନାକାରୀ,बीमांकिक
acute offender,घोर अपराधी,ઘોર અપરાધી,घोर अपराधी,ਘੋਰ ਅਪਰਾਧੀ,ঘোর অপরাধী,घोर अपराधी,ಘೋರ ಅಪರಾಧೀ,ഘോര അപരാധീ,கோர அபராதீ,ఘోర అపరాధీ,گھور اپرادھی,ঘর অপরাধী,ଘୋର ଅପରାଧୀ,घोर अपराधी
adaptation,उअनुकूलन,"અનુકૂલન, રૂપાંતર, દત્તકવિધાન","जुळणी, अनुकुलन","ਅਨੁਕੂਲਣ, ਰੂਪ ਅਨੁਕੂਲ, ਰੂਪਾਂਤਰ","অভিযোজন,প্রতিযোজন,গ্রহণ","रूपांतर,अनुकूलन",ಹೊಂದಾಣಿಕೆ,അനുയോജനം,"தழுவல், பொருத்தமாக்கிக் கொள்ளுதல்","పొందు పరుచుట,అనుసరణ",تطابق,"অনুকূলনঅভিযোজন,প্রতিযোজন,",ସ୍ୱୀକରଣ,"1. अनुकूलन, संयोजन 2. रूपान्तरण"
adaptation syndrome,उअनुकूलन संलक्षण,ઉઅનુકૂલન સંલક્ષણ,उअनुकूलन संलक्षण,ਉਅਨੁਕੂਲਨ ਸਂਲਕ੍਷ਣ,উঅনুকূলন সংলক্ষণ,उअनुकूलन संलक्षण,ಉಅನುಕೂಲನ ಸಂಲಕ್ಷಣ,ഉഅനുകൂലന സംലക്ഷണ,உஅநுகூலந ஸங்லக்ஷண,ఉఅనుకూలన సంలక్షణ,دھنکولن سنلکشن,উঅনুকূলন সংলক্ষণ,ଉଅନୁକୂଲନ ସଂଲକ୍ଷଣ,उअनुकूलन संलक्षण
adaptational psychotherapy,उअनुकूलन-मनश्चिकित्सा,ઉઅનુકૂલન-મનશ્ચિકિત્સા,उअनुकूलन-मनश्चिकित्सा,ਉਅਨੁਕੂਲਨ-ਮਨਸ਼੍ਚਿਕਿਤ੍ਸਾ,উঅনুকূলন-মনশ্চিকিত্সা,उअनुकूलन-मनश्चिकित्सा,ಉಅನುಕೂಲನ-ಮನಶ್ಚಿಕಿತ್ಸಾ,ഉഅനുകൂലന-മനശ്ചികിത്സാ,உஅநுகூலந-மநச்சிகித்ஸா,ఉఅనుకూలన-మనశ్చికిత్సా,دھنکولن-منشچکتسا,উঅনুকূলন-মনশ্চিকিত্সা,ଉଅନୁକୂଲନ-ମନଶ୍ଚିକିତ୍ସା,उअनुकूलन-मनश्चिकित्सा
