English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Account in operation,सक्रिय खाता,સક્રિય ખાતા,सक्रिय खाता,ਸਕ੍ਰਿਯ ਖਾਤਾ,সক্রিয খাতা,सक्रिय खाता,ಸಕ್ರಿಯ ಖಾತಾ,സക്രിയ ഖാതാ,ஸக்ரிய காதா,సక్రియ ఖాతా,سکریہ کھاتہ,সক্রিয খাতা,ସକ୍ରୀୟ ଖାତା,सक्रिय खाता
Account rendered,"प्रस्तुत हिसाब, प्रस्तुत लेखा","પ્રસ્તુત હિસાબ, પ્રસ્તુત લેખા","प्रस्तुत हिसाब, प्रस्तुत लेखा","ਪ੍ਰਸ੍ਤੁਤ ਹਿਸਾਬ, ਪ੍ਰਸ੍ਤੁਤ ਲੇਖਾ","প্রস্তুত হিসাব, প্রস্তুত লেখা","प्रस्तुत हिसाब, प्रस्तुत लेखा","ಪ್ರಸ್ತುತ ಹಿಸಾಬ, ಪ್ರಸ್ತುತ ಲೇಖಾ","പ്രസ്തുത ഹിസാബ, പ്രസ്തുത ലേഖാ","ப்ரஸ்துத ஹிஸாப, ப்ரஸ்துத லேகா","ప్రస్తుత హిసాబ, ప్రస్తుత లేఖా",پرستت حساب، پرستت لیکھا,"প্রস্তুত হিসাব, প্রস্তুত লখা","ପ୍ରସ୍ତୁତ ହିସାବ, ପ୍ରସ୍ତୁତ ଲେଖା","प्रस्तुत हिसाब, प्रस्तुत लेखा"
Account sales,बिक्री-विवरण,બિક્રી-વિવરણ,बिक्री-विवरण,ਬਿਕ੍ਰੀ-ਵਿਵਰਣ,বিক্রী-বিবরণ,बिक्री-विवरण,ಬಿಕ್ರೀ-ವಿವರಣ,ബിക്രീ-വിവരണ,பிக்ரீ-விவரண,బిక్రీ-వివరణ,بکری-وورن,বিক্রী-িরণ,ବିକ୍ରୀ-ବିବରଣ,बिक्री-विवरण
Accounts payable,देनदारो लेखे,દેનદારો લેખે,देनदारो लेखे,ਦੇਨਦਾਰੋ ਲੇਖੇ,দেনদারো লেখ,देनदारो लेखे,ದೇನದಾರೋ ಲೇಖೇ,ദേനദാരോ ലേഖേ,தேநதாரோ லேகே,దేనదారో లేఖే,دیندارو لیکھے,দনদার লখ,ଦେୟ ହିସାବ,देनदारो लेखे
Accounts receivable,लेनदारी लेखे,લેનદારી લેખે,लेनदारी लेखे,ਲੇਨਦਾਰੀ ਲੇਖੇ,লেনদারী লেখ,लेनदारी लेखे,ಲೇನದಾರೀ ಲೇಖೇ,ലേനദാരീ ലേഖേ,லேநதாரீ லேகே,లేనదారీ లేఖే,لینداری لیکھے,লনদারী লখ,ଲେନଦାରୀ ଲେଖେ,लेनदारी लेखे
Account stated (or accepted),"स्वीकृत लेखा, स्वीकृत हिसाब","સ્વીકૃત લેખા, સ્વીકૃત હિસાબ","स्वीकृत लेखा, स्वीकृत हिसाब","ਸ੍ਵੀਕ੃ਤ ਲੇਖਾ, ਸ੍ਵੀਕ੃ਤ ਹਿਸਾਬ","স্বীকৃত লেখা, স্বীকৃত হিসাব","स्वीकृत लेखा, स्वीकृत हिसाब","ಸ್ವೀಕೃತ ಲೇಖಾ, ಸ್ವೀಕೃತ ಹಿಸಾಬ","സ്വീകൃത ലേഖാ, സ്വീകൃത ഹിസാബ","ஸ்வீக்ருத லேகா, ஸ்வீக்ருத ஹிஸாப","స్వీకృత లేఖా, స్వీకృత హిసాబ",سویکرت لیکھا، سویکرت حساب,"স্ীকৃত লখা, স্ীকৃত হিসাব","ସ୍ବୀକୃତ ଲେଖା, ସ୍ବୀକୃତ ହିସାବ","स्वीकृत लेखा, स्वीकृत हिसाब"
Accrual,उपचय,ઉપચય,उपचय,ਉਪਚਯ,উপচয,उपचय,ಉಪಚಯ,ഉപചയ,இயல்பாகச் சேர்தல்,ఉపచయ,اپچیہ,উপচয,"ଉଦ୍ଭବନ, ଅର୍ଜନ",उपचय
Accrual basis accounting,उपचय-आधार लेखाकरण,ઉપચય-આધાર લેખાકરણ,उपचय-आधार लेखाकरण,ਉਪਚਯ-ਆਧਾਰ ਲੇਖਾਕਰਣ,উপচয-আধার লেখাকরণ,उपचय-आधार लेखाकरण,ಉಪಚಯ-ಆಧಾರ ಲೇಖಾಕರಣ,ഉപചയ-ആധാര ലേഖാകരണ,உபசய-ஆதார லேகாகரண,ఉపచయ-ఆధార లేఖాకరణ,اپچیہ-آدھار لیکھاکرن,উপচয-আধার লখাকরণ,ଉପଚଯ-ଆଧାର ଲେଖାକରଣ,उपचय-आधार लेखाकरण
Accrued dividend,उपचित लाभांश,ઉપચિત લાભાંશ,उपचित लाभांश,ਉਪਚਿਤ ਲਾਭਾਂਸ਼,উপচিত লাভাংশ,उपचित लाभांश,ಉಪಚಿತ ಲಾಭಾಂಶ,ഉപചിത ലാഭാംശ,உபசித லாபாங்ச,ఉపచిత లాభాంశ,اپچت لابھانش,উপচিত লাভাংশ,ଉପଚିତ ଲାଭାଂଶ,उपचित लाभांश
Accrued income,उपचित आय,ઉપચિત આય,उपचित आय,ਉਪਚਿਤ ਆਯ,উপচিত আয,उपचित आय,ಉಪಚಿತ ಆಯ,ഉപചിത ആയ,உபசித ஆய,ఉపచిత ఆయ,اپچت آئے,উপচিত আয,ଉପଚିତ ଆଯ,उपचित आय
Accumulated dividend,संचित लाभांश,સંચિત લાભાંશ,संचित लाभांश,ਸਂਚਿਤ ਲਾਭਾਂਸ਼,সংচিত লাভাংশ,संचित लाभांश,ಸಂಚಿತ ಲಾಭಾಂಶ,സംചിത ലാഭാംശ,ஸங்சித லாபாங்ச,సంచిత లాభాంశ,سنچت لابھانش,সংচিত লাভাংশ,ସଂଚିତ ଲାଭାଂଶ,संचित लाभांश
Accumulation,"संचय, संचयन","સંચય, સંગ્રહ","संचय, संचयन, साचणे","ਸੰਚਯ, ਸੰਚਿਤ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","পুঞ্জীকরণ,জড়োকরা","साठो,संचय","ಸಂಗ್ರಹ, ಶೇಖರಣೆ, ಕೂಡಿಹಾಕುವಿಕೆ","സഞ്ചയനം, ശേഖരം","குவிதல், சேர்தல்","పోగు,పెంపు,వృద్ధి,రాశి",تجمع۔ انبوہ,"পুঞ্জীকৰণ, সঞ্চয়ণ","ଠୁଳୀକୀରଣ, ସଞ୍ଚୟ","सञ्चय,थुपार्नु अचूक"
Acknowledgement,"अभिस्वीकृति; पावती, प्राप्ति-सूचना","પહોંચ સ્વીકારવી, પાવતી આપવી, સ્વીકૃતિ જણાવવી, સ્વીકાર કરવો, કબૂલવું, રસીદ","अभिस्वीकृती, कबुली, पोच","ਰਸੀਦ, ਪ੍ਰਾਪਤੀ ਸੂਚਨਾ, ਮੰਜੂਰੀ(ਕਨੂੰਨੀ)","স্বীকার,স্বীকৃতি,প্রাপ্তিস্বীকার","पावती,पोंच,स्विकृती","ಸ್ವೀಕೃತಿ, ರಸೀದಿ, ತಪ್ಪೊಪ್ಪಿಗೆ","സ്വീകാര്യം, പറ്റുചീട്ട്, കൈപ്പറ്റ്, അക്നോളഡ്ജ്മെന്‍റ്, സമ്മതപത്രം",ஒப்புகை,"రసీదు,అంగీకరించు,కృతజ్ఞతతో ఒప్పుకొను",رسید,"স্বীকৃতি,প্রাপ্তিস্বীকাৰকৰণ","ପ୍ରାପ୍ତି ସ୍ୱୀକାର , ସ୍ୱୀକୃତି, ସ୍ୱିକୃତି ପତ୍ର",1. स्वीकृति 2. प्राप्ति सूचना
Acquired surplus,अवाप्त अधिशेष,અવાપ્ત અધિશેષ,अवाप्त अधिशेष,ਅਵਾਪ੍ਤ ਅਧਿਸ਼ੇ਷,অবাপ্ত অধিশেষ,अवाप्त अधिशेष,ಅವಾಪ್ತ ಅಧಿಶೇಷ,അവാപ്ത അധിശേഷ,அவாப்த அதிசேஷ,అవాప్త అధిశేష,اواپت ادھشیش,অাপ্ত অধিশষ,ଅବାପ୍ତ ଅଧିଶେଷ,अवाप्त अधिशेष
Acquisition,"अर्जन, उपार्जन, अधिग्रहण","અર્જન, નફો,પ્રાપ્ત કરવું તે","संपादन, अधिग्रहण","ਅਧਿਗਰਿਹਣ, ਪ੍ਰਾਪਤ ਕਰਨਾ","অধিগ্রহণ,আহরণ,অর্জন",संपादन,ಸಂಗ್ರಹಣೆ,"പൊന്നുംവിലയ്ക്കെടുക്കൽ, കൈവശപ്പെടുത്തൽ, ആ൪ജിക്കൽ",கையகப்படுத்துகை,"సంపాదన,సేకరించు,స్వాధీనం (అధికార సం.)",حصول,"অধিগ্রহণ, আর্জন,উপার্জন,প্রাপ্তি","ଅକ୍ତିଆର, ଅଧିକାର ଭୁକ୍ତ",1. अधिग्रहण 2. संग्रह;उपार्जन
Acquittance,"फारखती, भुगतान","ચૂકવણું, ભરપાઈ","ऋणमुक्‍ति, भरपाई","ਭੁਗਤਾਨ, ਭਰਪਾਈ, ਬੰਦ-ਖਲਾਸੀ(ਕਨੂੰਨੀ)","ঋণপরিশোধ,ক্ষতিপূরণ","भरपाय,फारीक करप","ವೇತನಪಾವತಿ, ಬಿಡುಗಡೆ","അക്വിറ്റ൯സ്, പറ്റുചീട്ട്, രസീത്, മുക്തിപത്രം",பற்றொப்பம்,ఋణవిమోచన,ادایگی,"ঋণমুক্তি,নিস্তাৰণ, অভিমুক্ত","ଋଣ ମୋଚନ, ଅଭିମୁକ୍ତି ନିସ୍ତାରଣ ପତ୍ର","1.चुक्ति, मोचन, ऋणमुक्ति 2. ऋण वा दायित्वबाटमुक्ति जनाउने लिखत"
Active deposit (= derivative deposit),व्युत्पन्न जमा,વ્યુત્પન્ન જમા,व्युत्पन्न जमा,ਵ੍ਯੁਤ੍ਪਨ੍ਨ ਜਮਾ,ব্যুত্পন্ন জমা,व्युत्पन्न जमा,ವ್ಯುತ್ಪನ್ನ ಜಮಾ,വ്യുത്പന്ന ജമാ,வ்யுத்பந்ந ஜமா,వ్యుత్పన్న జమా,ویتپن جمع,্যুত্পন্ন জমা,ବ୍ଯୁତ୍ପନ୍ନ ଜମା,व्युत्पन्न जमा
Active market,सक्रिय बाजार,સક્રિય બાજાર,सक्रिय बाजार,ਸਕ੍ਰਿਯ ਬਾਜਾਰ,সক্রিয বাজার,सक्रिय बाजार,ಸಕ್ರಿಯ ಬಾಜಾರ,സക്രിയ ബാജാര,ஸக்ரிய பாஜார,సక్రియ బాజార,سکریہ بازار,সক্রিয বাজার,ସକ୍ରୀୟ ବଜାର,सक्रिय बाजार
Active money,सक्रिय द्रव्य,સક્રિય દ્રવ્ય,सक्रिय द्रव्य,ਸਕ੍ਰਿਯ ਦ੍ਰਵ੍ਯ,সক্রিয দ্রব্য,सक्रिय द्रव्य,ಸಕ್ರಿಯ ದ್ರವ್ಯ,സക്രിയ ദ്രവ്യ,ஸக்ரிய த்ரவ்ய,సక్రియ ద్రవ్య,سکریہ درویہ,সক্রিয দ্র্য,ସକ୍ରିଯ ଦ୍ରବ୍ଯ,सक्रिय द्रव्य
Active trade balance,अनुकूल व्यापार-शेष,અનુકૂલ વ્યાપાર-શેષ,अनुकूल व्यापार-शेष,ਅਨੁਕੂਲ ਵ੍ਯਾਪਾਰ-ਸ਼ੇ਷,অনুকূল ব্যাপার-শেষ,अनुकूल व्यापार-शेष,ಅನುಕೂಲ ವ್ಯಾಪಾರ-ಶೇಷ,അനുകൂല വ്യാപാര-ശേഷ,அநுகூல வ்யாபார-சேஷ,అనుకూల వ్యాపార-శేష,انوکول ویاپار-شیش,অনুকূল ্যাপার-শষ,ଅନୁକୂଲ ବ୍ଯାପାର-ଶେଷ,अनुकूल व्यापार-शेष
Act of god,दैवी संकट,"આસમાની દૈવી ઘટના, દૈવી આપત્તિ, આસમાની આફત, આસમાની સુલતાની, દૈવી પ્રકોપ","दैवी आपत्ति, दैवकृत्य",ਦੈਵੀ ਨ੍ਰਿਤ,দৈবদুর্বিপাক,"दैवी चडणूक,दैव कृत्य",ದೈವೀಘಟನೆ,ദൈവികമായ ആപത്ത്,கடவுள் செயல்,దైవికము,کارِخدا,দেৱকৃত্য,ଦୈବୀକୃତ,दैविक कृत्य
Acts of firm,फ़र्म के कृत्य,ફ઼ર્મ કે કૃત્ય,फ़र्म के कृत्य,ਫ਼ਰ੍ਮ ਕੇ ਕ੃ਤ੍ਯ,ফ়র্ম কে কৃত্য,फ़र्म के कृत्य,ೞರ್ಮ ಕೇ ಕೃತ್ಯ,ഫര്മ കേ കൃത്യ,பர்ம கே க்ருத்ய,ఫర్మ కే కృత్య,فرم کے کرتیہ,ফ়র্ম ক কৃত্য,ସଂସ୍ଥାକୃତ,फ़र्म के कृत्य
Actual delivery,वास्तविक सुपुर्दगी,વાસ્તવિક સુપુર્દગી,वास्तविक सुपुर्दगी,ਵਾਸ੍ਤਵਿਕ ਸੁਪੁਰ੍ਦਗੀ,বাস্তবিক সুপুর্দগী,वास्तविक सुपुर्दगी,ವಾಸ್ತವಿಕ ಸುಪುರ್ದಗೀ,വാസ്തവിക സുപുര്ദഗീ,வாஸ்தவிக ஸுபுர்தகீ,వాస్తవిక సుపుర్దగీ,واستوک سپردگی,াস্তিক সুপুর্দগী,ବାସ୍ତବ ପ୍ରଦାନ / ବିତରଣ,वास्तविक सुपुर्दगी
Actuary,बीमांकक,બીમાંકક,बीमांकक,ਬੀਮਾਂਕਕ,বীমাংকক,बीमांकक,ಬೀಮಾಂಕಕ,ബീമാംകക,பீமாங்கக,బీమాంకక,ماہِر بیمہ۔ بیمہ سے متعلق,বীমাংকক,ଜୀବନ ବୀମା ଗଣନାକାରୀ,बीमांकक
Adjuster,"समायोजक ; दावा समायोजक, क्षति समायोजक","સમાયોજક ; દાવા સમાયોજક, ક્ષતિ સમાયોજક","समायोजक ; दावा समायोजक, क्षति समायोजक","ਸਮਾਯੋਜਕ ; ਦਾਵਾ ਸਮਾਯੋਜਕ, ਕ੍਷ਤਿ ਸਮਾਯੋਜਕ","সমাযোজক ; দাবা সমাযোজক, ক্ষতি সমাযোজক","समायोजक ; दावा समायोजक, क्षति समायोजक","ಸಮಾಯೋಜಕ ; ದಾವಾ ಸಮಾಯೋಜಕ, ಕ್ಷತಿ ಸಮಾಯೋಜಕ","സമായോജക ; ദാവാ സമായോജക, ക്ഷതി സമായോജക","ஸமாயோஜக ; தாவா ஸமாயோஜக, க்ஷதி ஸமாயோஜக","సమాయోజక ; దావా సమాయోజక, క్షతి సమాయోజక",مطابقت کار,"সমাযজক ; দাা সমাযজক, ক্ষতি সমাযজক",ସମାଯୋଜକ,"समायोजक ; दावा समायोजक, क्षति समायोजक"
Adjusting (journal) entry,"समायोजक (जर्नल) प्रविष्टि, समायोजक (जर्नल) इंदराज","સમાયોજક (જર્નલ) પ્રવિષ્ટિ, સમાયોજક (જર્નલ) ઇંદરાજ","समायोजक (जर्नल) प्रविष्टि, समायोजक (जर्नल) इंदराज","ਸਮਾਯੋਜਕ (ਜਰ੍ਨਲ) ਪ੍ਰਵਿ਷੍ਟਿ, ਸਮਾਯੋਜਕ (ਜਰ੍ਨਲ) ਇਂਦਰਾਜ","সমাযোজক (জর্নল) প্রবিষ্টি, সমাযোজক (জর্নল) ইংদরাজ","समायोजक (जर्नल) प्रविष्टि, समायोजक (जर्नल) इंदराज","ಸಮಾಯೋಜಕ (ಜರ್ನಲ) ಪ್ರವಿಷ್ಟಿ, ಸಮಾಯೋಜಕ (ಜರ್ನಲ) ಇಂದರಾಜ","സമായോജക (ജര്നല) പ്രവിഷ്ടി, സമായോജക (ജര്നല) ഇംദരാജ","ஸமாயோஜக (ஜர்நல) ப்ரவிஷ்டி, ஸமாயோஜக (ஜர்நல) இங்தராஜ","సమాయోజక (జర్నల) ప్రవిష్టి, సమాయోజక (జర్నల) ఇందరాజ",سمایوجک (جرنل) پروشٹی، سمایوجک (جرنل) اندراج,"সমাযজক (জর্নল) প্রিষ্টি, সমাযজক (জর্নল) ইংদরাজ","ସମାଯୋଜକ (ଜର୍ନଲ) ପ୍ରବିଷ୍ଟି, ସମାଯୋଜକ (ଜର୍ନଲ) ଇଂଦରାଜ","समायोजक (जर्नल) प्रविष्टि, समायोजक (जर्नल) इंदराज"
Adjustment,समायोजन,સંયોજન,"समायोजन, अनुयोजन","ਸਮਾਯੋਜਨ, ਅਨੁਕੂਲਤਾ",সমন্বয়ন,जुळोवणी,"ಹೊಂದಾಣಿಕೆ,ಸಮಾಯೋಜನೆ",നീക്കുപോക്ക്,"சரிப்படுத்தல், சரிக்கட்டல்",సర్దుబాటు,دُرستی,"সমাযোজন, উপযোজন",ସମାଯୋଜନ,समायोजन
