English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Arpaggios,विस्तृत स्वर-संघात,વિસ્તૃત સ્વર-સંઘાત,विस्तृत स्वर-संघात,ਵਿਸ੍ਤ੃ਤ ਸ੍ਵਰ-ਸਂਘਾਤ,বিস্তৃত স্বর-সংঘাত,विस्तृत स्वर-संघात,ವಿಸ್ತೃತ ಸ್ವರ-ಸಂಘಾತ,വിസ്തൃത സ്വര-സംഘാത,விஸ்த்ருத ஸ்வர-ஸங்காத,విస్తృత స్వర-సంఘాత,وسترت سور-سنگھات,িস্তৃত স্র-সংঘাত,ବିସ୍ତୃତ ସ୍ବର-ସଂଘାତ,विस्तृत स्वर-संघात
Assai,"अति, असाई","અતિ, અસાઈ","अति, असाई","ਅਤਿ, ਅਸਾਈ","অতি, অসাঈ","अति, असाई","ಅತಿ, ಅಸಾಈ","അതി, അസാഈ","அதி, அஸாஈ","అతి, అసాఈ",اتی، اسائی,"অতি, অসাঈ","ଅତି, ଅସାଈ","अति, असाई"
A tempo,लय वापिसी,લય વાપિસી,लय वापिसी,ਲਯ ਵਾਪਿਸੀ,লয বাপিসী,लय वापिसी,ಲಯ ವಾಪಿಸೀ,ലയ വാപിസീ,லய வாபிஸீ,లయ వాపిసీ,لے واپسی,লয াপিসী,ଲଯ ବାପିସୀ,लय वापिसी
Atonal,आधार स्वरहीन,આધાર સ્વરહીન,आधार स्वरहीन,ਆਧਾਰ ਸ੍ਵਰਹੀਨ,আধার স্বরহীন,आधार स्वरहीन,ಆಧಾರ ಸ್ವರಹೀನ,ആധാര സ്വരഹീന,ஆதார ஸ்வரஹீந,ఆధార స్వరహీన,آدھار سورہین,আধার স্রহীন,ଆଧାର ସ୍ବରହୀନ,आधार स्वरहीन
Attacca,निरन्तरता संकेत,નિરન્તરતા સંકેત,निरन्तरता संकेत,ਨਿਰਨ੍ਤਰਤਾ ਸਂਕੇਤ,নিরন্তরতা সংকেত,निरन्तरता संकेत,ನಿರನ್ತರತಾ ಸಂಕೇತ,നിരന്തരതാ സംകേത,நிரந்தரதா ஸங்கேத,నిరన్తరతా సంకేత,نرنترتا سنکیت,নিরন্তরতা সংকত,ନିରନ୍ତରତା ସଂକେତ,निरन्तरता संकेत
Aubade,प्रभाती,પ્રભાતી,प्रभाती,ਪ੍ਰਭਾਤੀ,প্রভাতী,प्रभाती,ಪ್ರಭಾತೀ,പ്രഭാതീ,ப்ரபாதீ,ప్రభాతీ,پربھاتی,প্রভাতী,ପ୍ରଭାତୀ,प्रभाती
Augmentation,संवर्धन (काल),સંવર્ધન (કાલ),संवर्धन (काल),ਸਂਵਰ੍ਧਨ (ਕਾਲ),সংবর্ধন (কাল),संवर्धन (काल),ವೃದ್ಧಿಯಾಗುವಿಕೆ,സംവര്ധന (കാല),ஸங்வர்தந (கால),సంవర్ధన (కాల),اضافہ۔ توسیع,সংর্ধন (কাল),ସଂବର୍ଧନ (କାଲ),संवर्धन (काल)
Augmentated interval,वर्धित अन्तराल,વર્ધિત અન્તરાલ,वर्धित अन्तराल,ਵਰ੍ਧਿਤ ਅਨ੍ਤਰਾਲ,বর্ধিত অন্তরাল,वर्धित अन्तराल,ವರ್ಧಿತ ಅನ್ತರಾಲ,വര്ധിത അന്തരാല,வர்தித அந்தரால,వర్ధిత అన్తరాల,وردھت انترال,র্ধিত অন্তরাল,ବର୍ଧିତ ଅନ୍ତରାଲ,वर्धित अन्तराल
Authentic modes,आदि मेल,આદિ મેલ,आदि मेल,ਆਦਿ ਮੇਲ,আদি মেল,आदि मेल,ಆದಿ ಮೇಲ,ആദി മേല,ஆதி மேல,ఆది మేల,آدی میل,আদি মল,ଆଦି ମେଲ,आदि मेल
Auxiliary note,सहवर्ती स्वर,સહવર્તી સ્વર,सहवर्ती स्वर,ਸਹਵਰ੍ਤੀ ਸ੍ਵਰ,সহবর্তী স্বর,सहवर्ती स्वर,ಸಹವರ್ತೀ ಸ್ವರ,സഹവര്തീ സ്വര,ஸஹவர்தீ ஸ்வர,సహవర్తీ స్వర,سہورتی سور,সহর্তী স্র,ସହବର୍ତୀ ସ୍ବର,सहवर्ती स्वर
Bag pipe,मशकबीन,મશકબીન,मशकबीन,ਮਸ਼ਕਬੀਨ,মশকবীন,मशकबीन,ಮಶಕಬೀನ,മശകബീന,மசகபீந,మశకబీన,مشکبین,মশকবীন,ମଶକବୀନ,मशकबीन
Ballad,गाथा,ગાથા,गाथा,ਗਾਥਾ,গাথা,गाथा,ಗಾಥಾ,ഗാഥാ,காதா,గాథా,چاربیت (رزمیہ گیت) آلہا,গাথা,ଗାଥା,गाथा
Ballad opera,गाथा संगीति का,ગાથા સંગીતિ કા,गाथा संगीति का,ਗਾਥਾ ਸਂਗੀਤਿ ਕਾ,গাথা সংগীতি কা,गाथा संगीति का,ಗಾಥಾ ಸಂಗೀತಿ ಕಾ,ഗാഥാ സംഗീതി കാ,காதா ஸங்கீதி கா,గాథా సంగీతి కా,گاتھا سنگیتی کا,গাথা সংগীতি কা,ଗାଥା ସଂଗୀତି କା,गाथा संगीति का
Ballet,"नृत्यरूपक, बले","નૃત્યરૂપક, બલે","नृत्यरूपक, बले","ਨ੃ਤ੍ਯਰੂਪਕ, ਬਲੇ","নৃত্যরূপক, বল","नृत्यरूपक, बले","ನೃತ್ಯರೂಪಕ, ಬಲೇ","നൃത്യരൂപക, ബലേ","ந்ருத்யரூபக, பலே","నృత్యరూపక, బలే",نرتیروپک، بلے,"নৃত্যরূপক, বল","ନୃତ୍ଯରୂପକ, ବଲେ","नृत्यरूपक, बले"
Band,बैंड,બૈંડ,बैंड,"ਪੱਟੀ,ਗ਼ਾਇਕ ਮੰਡਲੀ",বৈংড,बैंड,ತರಂಗವ್ಯಾಪ್ತಿ,ബൈംഡ,பைங்ட,బైండ,پٹی۔ بینڈ,বৈংড,ବୈଂଡ,बैंड
Banjo,बैंजो,બૈંજો,बैंजो,ਤਾਰ ਵਾਲਾ ਵਾਜਾਂ,বৈংজ,बैंजो,ಬೈಂಜೋ,ബൈംജോ,பைங்ஜோ,బైంజో,بینجو,বৈংজ,ବୈଂଜୋ,बैंजो
Bar,लयखण्ड,લયખણ્ડ,लयखण्ड,"ਲਾਠੀ,ਵਕੀਲ ਦੀ ਟਲੀ,ਕਟਹਿਰਾ,ਰੁਕਾਵਟ, ਜਲਪਾਨ ਘਰ ਜਾਂ ਸ਼ਰਾਬ ਘਰ",লযখণ্ড,लयखण्ड,ಪಟ್ಟಿಕೆ,ലയഖണ്ഡ,லயகண்ட,లయఖణ్డ,چھڑ,লযখণ্ড,ଲଯଖଣ୍ଡ,लयखण्ड
Bar line,"लयखण्ड, पाई","લયખણ્ડ, પાઈ","लयखण्ड, पाई","ਲਯਖਣ੍ਡ, ਪਾਈ","লযখণ্ড, পাঈ","लयखण्ड, पाई","ಲಯಖಣ್ಡ, ಪಾಈ","ലയഖണ്ഡ, പാഈ","லயகண்ட, பாஈ","లయఖణ్డ, పాఈ",لیکھنڈ، پائی,"লযখণ্ড, পাঈ","ଲଯଖଣ୍ଡ, ପାଈ","लयखण्ड, पाई"
Baritone,() पुंमध्यक (परास) : पुरुष कंठ से उत्पन्न मंद्रमध्यस्थानीय स्वर तथा उसका क्षेत्र विशेष।,() પુંમધ્યક (પરાસ) : પુરુષ કંઠ સે ઉત્પન્ન મંદ્રમધ્યસ્થાનીય સ્વર તથા ઉસકા ક્ષેત્ર વિશેષ.,() पुंमध्यक (परास) : पुरुष कंठ से उत्पन्न मंद्रमध्यस्थानीय स्वर तथा उसका क्षेत्र विशेष.,() ਪੁਂਮਧ੍ਯਕ (ਪਰਾਸ) : ਪੁਰੁ਷ ਕਂਠ ਸੇ ਉਤ੍ਪਨ੍ਨ ਮਂਦ੍ਰਮਧ੍ਯਸ੍ਥਾਨੀਯ ਸ੍ਵਰ ਤਥਾ ਉਸਕਾ ਕ੍਷ੇਤ੍ਰ ਵਿਸ਼ੇ਷.,() পুংমধ্যক (পরাস) : পুরুষ কংঠ সে উত্পন্ন মংদ্রমধ্যস্থানীয স্বর তথা উসকা ক্ষেত্র বিশেষ.,() पुंमध्यक (परास) : पुरुष कंठ से उत्पन्न मंद्रमध्यस्थानीय स्वर तथा उसका क्षेत्र विशेष.,() ಪುಂಮಧ್ಯಕ (ಪರಾಸ) : ಪುರುಷ ಕಂಠ ಸೇ ಉತ್ಪನ್ನ ಮಂದ್ರಮಧ್ಯಸ್ಥಾನೀಯ ಸ್ವರ ತಥಾ ಉಸಕಾ ಕ್ಷೇತ್ರ ವಿಶೇಷ.,() പുംമധ്യക (പരാസ) : പുരുഷ കംഠ സേ ഉത്പന്ന മംദ്രമധ്യസ്ഥാനീയ സ്വര തഥാ ഉസകാ ക്ഷേത്ര വിശേഷ.,() புங்மத்யக (பராஸ) : புருஷ கங்ட ஸே உத்பந்ந மங்த்ரமத்யஸ்தாநீய ஸ்வர ததா உஸகா க்ஷேத்ர விசேஷ.,() పుంమధ్యక (పరాస) : పురుష కంఠ సే ఉత్పన్న మంద్రమధ్యస్థానీయ స్వర తథా ఉసకా క్షేత్ర విశేష.,() پنمدھیک (پراس) : پرش کنٹھ سے اتپن مندرمدھیستھانیہ سور تتھا اسکا شیتر وشیش۔,() পুংমধ্যক (পরাস) : পুরুষ কংঠ স উত্পন্ন মংদ্রমধ্যস্থানীয স্র তথা উসকা ক্ষত্র িশষ.,() ପୁଂମଧ୍ଯକ (ପରାସ) : ପୁରୁଷ କଂଠ ସେ ଉତ୍ପନ୍ନ ମଂଦ୍ରମଧ୍ଯସ୍ଥାନୀଯ ସ୍ବର ତଥା ଉସକା କ୍ଷେତ୍ର ବିଶେଷ.,() पुंमध्यक (परास) : पुरुष कंठ से उत्पन्न मंद्रमध्यस्थानीय स्वर तथा उसका क्षेत्र विशेष.
Bass,() पुंमंद्रक : पुरुष कंठ से उत्पन्न अति मंद्रस्थानीय ध्वनि तथा उसका क्षेत्र विशेष।,() પુંમંદ્રક : પુરુષ કંઠ સે ઉત્પન્ન અતિ મંદ્રસ્થાનીય ધ્વનિ તથા ઉસકા ક્ષેત્ર વિશેષ.,() पुंमंद्रक : पुरुष कंठ से उत्पन्न अति मंद्रस्थानीय ध्वनि तथा उसका क्षेत्र विशेष.,() ਪੁਂਮਂਦ੍ਰਕ : ਪੁਰੁ਷ ਕਂਠ ਸੇ ਉਤ੍ਪਨ੍ਨ ਅਤਿ ਮਂਦ੍ਰਸ੍ਥਾਨੀਯ ਧ੍ਵਨਿ ਤਥਾ ਉਸਕਾ ਕ੍਷ੇਤ੍ਰ ਵਿਸ਼ੇ਷.,() পুংমংদ্রক : পুরুষ কংঠ সে উত্পন্ন অতি মংদ্রস্থানীয ধ্বনি তথা উসকা ক্ষেত্র বিশেষ.,() पुंमंद्रक : पुरुष कंठ से उत्पन्न अति मंद्रस्थानीय ध्वनि तथा उसका क्षेत्र विशेष.,"ಸೀನೀರು ಮೀನು, ಬಾಸ್ ಮೀನು",() പുംമംദ്രക : പുരുഷ കംഠ സേ ഉത്പന്ന അതി മംദ്രസ്ഥാനീയ ധ്വനി തഥാ ഉസകാ ക്ഷേത്ര വിശേഷ.,() புங்மங்த்ரக : புருஷ கங்ட ஸே உத்பந்ந அதி மங்த்ரஸ்தாநீய த்வநி ததா உஸகா க்ஷேத்ர விசேஷ.,() పుంమంద్రక : పురుష కంఠ సే ఉత్పన్న అతి మంద్రస్థానీయ ధ్వని తథా ఉసకా క్షేత్ర విశేష.,باس (روسی),() পুংমংদ্রক : পুরুষ কংঠ স উত্পন্ন অতি মংদ্রস্থানীয ধ্নি তথা উসকা ক্ষত্র িশষ.,() ପୁଂମଂଦ୍ରକ : ପୁରୁଷ କଂଠ ସେ ଉତ୍ପନ୍ନ ଅତି ମଂଦ୍ରସ୍ଥାନୀଯ ଧ୍ବନି ତଥା ଉସକା କ୍ଷେତ୍ର ବିଶେଷ.,() पुंमंद्रक : पुरुष कंठ से उत्पन्न अति मंद्रस्थानीय ध्वनि तथा उसका क्षेत्र विशेष.
Bass baritone,"पुंमंद्रमध्यक, बास बैरीटोन","પુંમંદ્રમધ્યક, બાસ બૈરીટોન","पुंमंद्रमध्यक, बास बैरीटोन","ਪੁਂਮਂਦ੍ਰਮਧ੍ਯਕ, ਬਾਸ ਬੈਰੀਟੋਨ","পুংমংদ্রমধ্যক, বাস বৈরীটোন","पुंमंद्रमध्यक, बास बैरीटोन","ಪುಂಮಂದ್ರಮಧ್ಯಕ, ಬಾಸ ಬೈರೀಟೋನ","പുംമംദ്രമധ്യക, ബാസ ബൈരീടോന","புங்மங்த்ரமத்யக, பாஸ பைரீடோந","పుంమంద్రమధ్యక, బాస బైరీటోన",پنمندرمدھیک، باس بیریٹون,"পুংমংদ্রমধ্যক, বাস বৈরীটন","ପୁଂମଂଦ୍ରମଧ୍ଯକ, ବାସ ବୈରୀଟୋନ","पुंमंद्रमध्यक, बास बैरीटोन"
Bass clarionet,बास क्लेरिओनेट,બાસ ક્લેરિઓનેટ,बास क्लेरिओनेट,ਬਾਸ ਕ੍ਲੇਰਿਓਨੇਟ,বাস ক্লেরিওনেট,बास क्लेरिओनेट,ಬಾಸ ಕ್ಲೇರಿಓನೇಟ,ബാസ ക്ലേരിഓനേട,பாஸ க்லேரிஓநேட,బాస క్లేరిఓనేట,باس کلیریونیٹ,বাস ক্লরিনট,ବାସ କ୍ଲେରିଓନେଟ,बास क्लेरिओनेट
Bass clef,मंद्र परास चिह्न,મંદ્ર પરાસ ચિહ્ન,मंद्र परास चिह्न,ਮਂਦ੍ਰ ਪਰਾਸ ਚਿਹ੍ਨ,মংদ্র পরাস চিহ্ন,मंद्र परास चिह्न,ಮಂದ್ರ ಪರಾಸ ಚಿಹ್ನ,മംദ്ര പരാസ ചിഹ്ന,மங்த்ர பராஸ சிஹ்ந,మంద్ర పరాస చిహ్న,مندر پراس چہن,মংদ্র পরাস চিহ্ন,ମଂଦ୍ର ପରାସ ଚିହ୍ନ,मंद्र परास चिह्न
Bass note,निम्नतम स्वर,નિમ્નતમ સ્વર,निम्नतम स्वर,ਨਿਮ੍ਨਤਮ ਸ੍ਵਰ,নিম্নতম স্বর,निम्नतम स्वर,ನಿಮ್ನತಮ ಸ್ವರ,നിമ്നതമ സ്വര,நிம்நதம ஸ்வர,నిమ్నతమ స్వర,نمنتم سور,নিম্নতম স্র,ନିମ୍ନତମ ସ୍ବର,निम्नतम स्वर
Bassoon,बसून,બસૂન,बसून,ਬਸੂਨ,বসূন,बसून,ಬಸೂನ,ബസൂന,பஸூந,బసూన,بسون,বসূন,ବସୂନ,बसून
"Basso ostinato
 (=obstinate bass, ground bass)",वारंवारक,વારંવારક,वारंवारक,ਵਾਰਂਵਾਰਕ,বারংবারক,वारंवारक,ವಾರಂವಾರಕ,വാരംവാരക,வாரங்வாரக,వారంవారక,وارنوارک,ারংারক,ବାରଂବାରକ,वारंवारक
