English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Acropetiolar,वृन्ताग्री,વૃન્તાગ્રી,वृन्ताग्री,ਵ੃ਨ੍ਤਾਗ੍ਰੀ,বৃন্তাগ্রী,वृन्ताग्री,ವೃನ್ತಾಗ್ರೀ,വൃന്താഗ്രീ,வ்ருந்தாக்ரீ,వృన్తాగ్రీ,ورنتاگری,ৃন্তাগ্রী,ବୃନ୍ତାଗ୍ରୀ,वृन्ताग्री
Acrostichum,ऐक्रोस्टिकम,ઐક્રોસ્ટિકમ,ऐक्रोस्टिकम,ਐਕ੍ਰੋਸ੍ਟਿਕਮ,ঐক্রোস্টিকম,ऐक्रोस्टिकम,ಐಕ್ರೋಸ್ಟಿಕಮ,ഐക്രോസ്ടികമ,ஐக்ரோஸ்டிகம,ఐక్రోస్టికమ,ایکروسٹکم,ঐক্রস্টিকম,ଐକ୍ରୋସ୍ଟିକମ,ऐक्रोस्टिकम
Actinodromous,अरसम,અરસમ,अरसम,ਅਰਸਮ,অরসম,अरसम,ಅರಸಮ,അരസമ,அரஸம,అరసమ,ارسم,অরসম,ଅରସମ,अरसम
Actinostele,अररंभ,અરરંભ,अररंभ,ਅਰਰਂਭ,অররংভ,अररंभ,ನಕ್ಷತ್ರ ಕೇಂದ್ರವಲಯ.,അരരംഭ,அரரங்ப,అరరంభ,اررمبھ,অররংভ,ଅରରଂଭ,अररंभ
Acuminate,लम्बाग्र,લમ્બાગ્ર,लम्बाग्र,ਲਮ੍ਬਾਗ੍ਰ,লম্বাগ্র,लम्बाग्र,ಚೂಪಾದ ತುದಿ,ലമ്ബാഗ്ര,லம்பாக்ர,లమ్బాగ్ర,لمباگر,লম্বাগ্র,ଲମ୍ବାଗ୍ର,लम्बाग्र
Acusporide,सूचिमय,સૂચિમય,सूचिमय,ਸੂਚਿਮਯ,সূচিময,सूचिमय,ಸೂಚಿಮಯ,സൂചിമയ,ஸூசிமய,సూచిమయ,سوچمیہ,সূচিময,ସୂଚିମଯ,सूचिमय
Acute,निशिताग्र,નિશિતાગ્ર,निशिताग्र,"ਤੇਜ,ਤਿੱਖਾ",নিশিতাগ্র,निशिताग्र,ಲಘು,നിശിതാഗ്ര,நிசிதாக்ர,నిశితాగ్ర,نشتاگر,নিশিতাগ্র,ନିଶିତାଗ୍ର,निशिताग्र
Adaxial,अभ्यक्ष,અભ્યક્ષ,अभ्यक्ष,ਅਭ੍ਯਕ੍਷,অভ্যক্ষ,अभ्यक्ष,ಅಕ್ಷದೊಂದಿಗಿನ; ಅಭ್ಯಕ್ಷ.,അഭ്യക്ഷ,அப்யக்ஷ,అభ్యక్ష,ابھیکش,অভ্যক্ষ,ଅଭ୍ଯକ୍ଷ,अभ्यक्ष
Aerenchyma,वायूतक,વાયૂતક,वायूतक,ਵਾਯੂਤਕ,বাযূতক,वायूतक,ವಾಯು / ಗಾಳಿ ಊತಕ,വായൂതക,வாயூதக,వాయూతక,وایوتک,াযূতক,ବାଯୂତକ,वायूतक
Affinity,बंधुता,બંધુતા,बंधुता,ਬਂਧੁਤਾ,বংধুতা,बंधुता,"ಬಂಧುತ್ವ, ನಂಟು",ബംധുതാ,பங்துதா,బంధుతా,رغبت,বংধুতা,"ସଂପର୍କ, ଐକ୍ୟ, ବଂଧୁତା, ସ୍ଵଜାତୀୟତା",बंधुता
Alatocarpus,ऐलेटोकार्पस,ઐલેટોકાર્પસ,ऐलेटोकार्पस,ਐਲੇਟੋਕਾਰ੍ਪਸ,ঐলেটোকার্পস,ऐलेटोकार्पस,ಐಲೇಟೋಕಾರ್ಪಸ,ഐലേടോകാര്പസ,ஐலேடோகார்பஸ,ఐలేటోకార్పస,ایلیٹوکارپس,ঐলটকার্পস,ଐଲେଟୋକାର୍ପସ,ऐलेटोकार्पस
Aldanophyton,ऐल्डैनोफाइटॉन,ઐલ્ડૈનોફાઇટૉન,ऐल्डैनोफाइटॉन,ਐਲ੍ਡੈਨੋਫਾਇਟ੉ਨ,ঐল্ডৈনোফাইটৌন,ऐल्डैनोफाइटॉन,ಐಲ್ಡೈನೋಫಾಇಟೌನ,ഐല്ഡൈനോഫാഇടൌന,ஐல்டைநோபாஇடௌந,ఐల్డైనోఫాఇటౌన,ایلڈینوفائٹان,ঐল্ডৈনফাইটন,ଐଲ୍ଡୈନୋଫାଇଟୌନ,ऐल्डैनोफाइटॉन
Alete,अरहीन,અરહીન,अरहीन,ਅਰਹੀਨ,অরহীন,अरहीन,ಅರಹೀನ,അരഹീന,அரஹீந,అరహీన,ارہین,অরহীন,ଅରହୀନ,अरहीन
Aletes,एलिटीज,એલિટીજ,एलिटीज,ਏਲਿਟੀਜ,এলিটীজ,एलिटीज,ಏಲಿಟೀಜ,ഏലിടീജ,ஏலிடீஜ,ఏలిటీజ,ایلٹیج,লিটীজ,ଏଲିଟୀଜ,एलिटीज
Aletesacciti,ऐलेटीसेक्काइटी,ઐલેટીસેક્કાઇટી,ऐलेटीसेक्काइटी,ਐਲੇਟੀਸੇਕ੍ਕਾਇਟੀ,ঐলেটীসেক্কাইটী,ऐलेटीसेक्काइटी,ಐಲೇಟೀಸೇಕ್ಕಾಇಟೀ,ഐലേടീസേക്കാഇടീ,ஐலேடீஸேக்காஇடீ,ఐలేటీసేక్కాఇటీ,ایلیٹیسیککائٹی,ঐলটীসক্কাইটী,ଐଲେଟୀସେକ୍କାଇଟୀ,ऐलेटीसेक्काइटी
Alethopteris,ऐलीथॉप्टेरिस,ઐલીથૉપ્ટેરિસ,ऐलीथॉप्टेरिस,ਐਲੀਥ੉ਪ੍ਟੇਰਿਸ,ঐলীথৌপ্টেরিস,ऐलीथॉप्टेरिस,ಐಲೀಥೌಪ್ಟೇರಿಸ,ഐലീഥൌപ്ടേരിസ,ஐலீதௌப்டேரிஸ,ఐలీథౌప్టేరిస,ایلیتھاپٹیرس,ঐলীথপ্টরিস,ଐଲୀଥୌପ୍ଟେରିସ,ऐलीथॉप्टेरिस
Algae,"शैवाल, एल्गी","શૈવાલ, એલ્ગી","शैवाल, एल्गी","ਸ਼ੈਵਾਲ, ਏਲ੍ਗੀ","শৈবাল, এল্গী","शैवाल, एल्गी","ಶೈವಲ, ಪಾಚಿ",പായല്‍,"சைவால, ஏல்கீ","శైవాల, ఏల్గీ",شیوال، ایلگی,"শৈাল, ল্গী","ଶୈବାଲ, ଏଲ୍ଗୀ","शैवाल, एल्गी"
Algal limestone,शैवालीय चूना पत्थर,શૈવાલીય ચૂના પત્થર,शैवालीय चूना पत्थर,ਸ਼ੈਵਾਲੀਯ ਚੂਨਾ ਪਤ੍ਥਰ,শৈবালীয চূনা পত্থর,शैवालीय चूना पत्थर,ಶೈವಾಲೀಯ ಚೂನಾ ಪತ್ಥರ,ശൈവാലീയ ചൂനാ പത്ഥര,சைவாலீய சூநா பத்தர,శైవాలీయ చూనా పత్థర,شیوالیہ چونا پتھر,শৈালীয চূনা পত্থর,ଶୈବାଲୀଯ ଚୂନା ପତ୍ଥର,शैवालीय चूना पत्थर
Algal reef,शैवाल भित्ती,શૈવાલ ભિત્તી,शैवाल भित्ती,ਸ਼ੈਵਾਲ ਭਿਤ੍ਤੀ,শৈবাল ভিত্তী,शैवाल भित्ती,ಶೈವಾಲ ಭಿತ್ತೀ,ശൈവാല ഭിത്തീ,சைவால பித்தீ,శైవాల భిత్తీ,شیوال بھتی,শৈাল ভিত্তী,ଶୈବାଲ ଭିତ୍ତୀ,शैवाल भित्ती
Alisporites,ऐलीस्पोराइटीज,ઐલીસ્પોરાઇટીજ,ऐलीस्पोराइटीज,ਐਲੀਸ੍ਪੋਰਾਇਟੀਜ,ঐলীস্পোরাইটীজ,ऐलीस्पोराइटीज,ಐಲೀಸ್ಪೋರಾಇಟೀಜ,ഐലീസ്പോരാഇടീജ,ஐலீஸ்போராஇடீஜ,ఐలీస్పోరాఇటీజ,ایلیسپورائٹیج,ঐলীস্পরাইটীজ,ଐଲୀସ୍ପୋରାଇଟୀଜ,ऐलीस्पोराइटीज
Allochthonous,अपरस्थानिक,અપરસ્થાનિક,अपरस्थानिक,ਅਪਰਸ੍ਥਾਨਿਕ,অপরস্থানিক,अपरस्थानिक,ಅಪರಸ್ಥಾನಿಕ,അപരസ്ഥാനിക,அபரஸ்தாநிக,అపరస్థానిక,اپرستھانک,অপরস্থানিক,ଅପରସ୍ଥାନିକ,अपरस्थानिक
Alloiopteris,ऐलॉईऑप्टेरिस,ઐલૉઈઑપ્ટેરિસ,ऐलॉईऑप्टेरिस,ਐਲ੉ਈ਑ਪ੍ਟੇਰਿਸ,ঐলৌঈঔপ্টেরিস,ऐलॉईऑप्टेरिस,ಐಲೌಈಔಪ್ಟೇರಿಸ,ഐലൌഈഔപ്ടേരിസ,ஐலௌஈஔப்டேரிஸ,ఐలౌఈఔప్టేరిస,ایلایاپٹیرس,ঐলঈপ্টরিস,ଐଲୌଈଔପ୍ଟେରିସ,ऐलॉईऑप्टेरिस
Alternate,एकान्तर,વૈકલ્પિક,"एक सोडून एक, एकांतरित","ਏਕਾਂਤਰ, ਇਕਲਪੀ",একান্তর,"1. अदलाबदल,विकल्प 2. पर्यायान",ಪರ್ಯಾಯ,"ഒന്നിടവിട്ട, ബദൽ, വികല്‍പ്പം",ஒன்றுவிட்டு ஒன்றான,"ప్రత్యామ్నాయ(0),మారు,బదులు",متبادل,1.একান্তৰ 2. বিকল্প,ଏକାନ୍ତର,वैकल्पिक
Altitude,"ओल्टीट्यूड, प्ररेखा","ઓલ્ટીટ્યૂડ, પ્રરેખા","ओल्टीट्यूड, प्ररेखा",ਉੱਚਾਈ,"ওল্টীট্যূড, প্ররেখা","ओल्टीट्यूड, प्ररेखा","ಉನ್ನತಿ, ಎತ್ತರ","ഓല്ടീട്യൂഡ, പ്രരേഖാ","ஓல்டீட்யூட, ப்ரரேகா","ఓల్టీట్యూడ, ప్రరేఖా",بلندی,"ল্টীট্যূড, প্ররখা","ଓଲ୍ଟୀଟ୍ଯୂଡ, ପ୍ରରେଖା","ओल्टीट्यूड, प्ररेखा"
Amb,"परिरेखा, ऐम्ब","પરિરેખા, ઐમ્બ","परिरेखा, ऐम्ब","ਪਰਿਰੇਖਾ, ਐਮ੍ਬ","পরিরেখা, ঐম্ব","परिरेखा, ऐम्ब","ಪರಿರೇಖಾ, ಐಮ್ಬ","പരിരേഖാ, ഐമ്ബ","பரிரேகா, ஐம்ப","పరిరేఖా, ఐమ్బ",پرریکھا، ایمب,"পরিরখা, ঐম্ব","ପରିରେଖା, ଐମ୍ବ","परिरेखा, ऐम्ब"
Ambi aperturate,उभय रंध्री,ઉભય રંધ્રી,उभय रंध्री,ਉਭਯ ਰਂਧ੍ਰੀ,উভয রংধ্রী,उभय रंध्री,ಉಭಯ ರಂಧ್ರೀ,ഉഭയ രംധ്രീ,உபய ரங்த்ரீ,ఉభయ రంధ్రీ,ابھیہ رندھری,উভয রংধ্রী,ଉଭଯ ରଂଧ୍ରୀ,उभय रंध्री
Ambitus,रूपरेखा,રૂપરેખા,रूपरेखा,ਰੂਪਰੇਖਾ,রূপরেখা,रूपरेखा,ರೂಪರೇಖಾ,രൂപരേഖാ,ரூபரேகா,రూపరేఖా,روپریکھا,রূপরখা,ରୂପରେଖା,रूपरेखा
Amphianisocytic,उभय असमान कोशिक,ઉભય અસમાન કોશિક,उभय असमान कोशिक,ਉਭਯ ਅਸਮਾਨ ਕੋਸ਼ਿਕ,উভয অসমান কোশিক,उभय असमान कोशिक,ಉಭಯ ಅಸಮಾನ ಕೋಶಿಕ,ഉഭയ അസമാന കോശിക,உபய அஸமாந கோசிக,ఉభయ అసమాన కోశిక,ابھیہ اسمان کوشک,উভয অসমান কশিক,ଉଭଯ ଅସମାନ କୋଶିକ,उभय असमान कोशिक
Amphibrachyparacytic,उभय लघु पराकोशिक,ઉભય લઘુ પરાકોશિક,उभय लघु पराकोशिक,ਉਭਯ ਲਘੁ ਪਰਾਕੋਸ਼ਿਕ,উভয লঘু পরাকোশিক,उभय लघु पराकोशिक,ಉಭಯ ಲಘು ಪರಾಕೋಶಿಕ,ഉഭയ ലഘു പരാകോശിക,உபய லகு பராகோசிக,ఉభయ లఘు పరాకోశిక,ابھیہ لگھو پراکوشک,উভয লঘু পরাকশিক,ଉଭଯ ଲଘୁ ପରାକୋଶିକ,उभय लघु पराकोशिक
Amphicyclocytic,उभय चक्र कोशिक,ઉભય ચક્ર કોશિક,उभय चक्र कोशिक,ਉਭਯ ਚਕ੍ਰ ਕੋਸ਼ਿਕ,উভয চক্র কোশিক,उभय चक्र कोशिक,ಉಭಯ ಚಕ್ರ ಕೋಶಿಕ,ഉഭയ ചക്ര കോശിക,உபய சக்ர கோசிக,ఉభయ చక్ర కోశిక,ابھیہ چکّر کوشک,উভয চক্র কশিক,ଉଭଯ ଚକ୍ର କୋଶିକ,उभय चक्र कोशिक
Amphidiacytic,उभय पारकोशिक,ઉભય પારકોશિક,उभय पारकोशिक,ਉਭਯ ਪਾਰਕੋਸ਼ਿਕ,উভয পারকোশিক,उभय पारकोशिक,ಉಭಯ ಪಾರಕೋಶಿಕ,ഉഭയ പാരകോശിക,உபய பாரகோசிக,ఉభయ పారకోశిక,ابھیہ پارکوشک,উভয পারকশিক,ଉଭଯ ପାରକୋଶିକ,उभय पारकोशिक
Amphiparacytic,उभय पराकोशिक,ઉભય પરાકોશિક,उभय पराकोशिक,ਉਭਯ ਪਰਾਕੋਸ਼ਿਕ,উভয পরাকোশিক,उभय पराकोशिक,ಉಭಯ ಪರಾಕೋಶಿಕ,ഉഭയ പരാകോശിക,உபய பராகோசிக,ఉభయ పరాకోశిక,ابھیہ پراکوشک,উভয পরাকশিক,ଉଭଯ ପରାକୋଶିକ,उभय पराकोशिक
Amphipericytic,उभय परिकोशिक,ઉભય પરિકોશિક,उभय परिकोशिक,ਉਭਯ ਪਰਿਕੋਸ਼ਿਕ,উভয পরিকোশিক,उभय परिकोशिक,ಉಭಯ ಪರಿಕೋಶಿಕ,ഉഭയ പരികോശിക,உபய பரிகோசிக,ఉభయ పరికోశిక,ابھیہ پرکوشک,উভয পরিকশিক,ଉଭଯ ପରିକୋଶିକ,उभय परिकोशिक
Amphiphloic,उभय फ्लोएमी,ઉભય ફ્લોએમી,उभय फ्लोएमी,ਉਭਯ ਫ੍ਲੋਏਮੀ,উভয ফ্লোমী,उभय फ्लोएमी,ಉಭಯ ಫ್ಲೋಏಮೀ,ഉഭയ ഫ്ലോഏമീ,உபய ப்லோஏமீ,ఉభయ ఫ్లోఏమీ,ابھیہ پھلوئیمی,উভয ফ্লমী,ଉଭଯ ଫ୍ଲୋଏମୀ,उभय फ्लोएमी
Amphistomatic,उभय रंध्री,ઉભય રંધ્રી,उभय रंध्री,ਉਭਯ ਰਂਧ੍ਰੀ,উভয রংধ্রী,उभय रंध्री,ಉಭಯ ರಂಧ್ರೀ,ഉഭയ രംധ്രീ,உபய ரங்த்ரீ,ఉభయ రంధ్రీ,ابھیہ رندھری,উভয রংধ্রী,ଉଭଯ ରଂଧ୍ରୀ,उभय रंध्री
Amyelon,ऐमाइलॉन,ઐમાઇલૉન,ऐमाइलॉन,ਐਮਾਇਲ੉ਨ,ঐমাইলৌন,ऐमाइलॉन,ಐಮಾಇಲೌನ,ഐമാഇലൌന,ஐமாஇலௌந,ఐమాఇలౌన,ایمائلان,ঐমাইলন,ଐମାଇଲୌନ,ऐमाइलॉन
Anacardites,ऐनाडाईटीज़,ઐનાડાઈટીજ઼,ऐनाडाईटीज़,ਐਨਾਡਾਈਟੀਜ਼,ঐনাডাঈটীজ়,ऐनाडाईटीज़,ಐನಾಡಾಈಟೀಜ಼,ഐനാഡാഈടീജ,ஐநாடாஈடீஜ,ఐనాడాఈటీజ,ایناڈائیٹیز,ঐনাডাঈটীজ়,ଐନାଡାଈଟୀଜ଼,ऐनाडाईटीज़
Anachoropteridaceae,ऐनाकोरोप्टेरिडेसी,ઐનાકોરોપ્ટેરિડેસી,ऐनाकोरोप्टेरिडेसी,ਐਨਾਕੋਰੋਪ੍ਟੇਰਿਡੇਸੀ,ঐনাকোরোপ্টেরিডেসী,ऐनाकोरोप्टेरिडेसी,ಐನಾಕೋರೋಪ್ಟೇರಿಡೇಸೀ,ഐനാകോരോപ്ടേരിഡേസീ,ஐநாகோரோப்டேரிடேஸீ,ఐనాకోరోప్టేరిడేసీ,ایناکوروپٹیریڈیسی,ঐনাকরপ্টরিডসী,ଐନାକୋରୋପ୍ଟେରିଡେସୀ,ऐनाकोरोप्टेरिडेसी
Anachoropteris,ऐमाकोरोप्टेरिस,ઐમાકોરોપ્ટેરિસ,ऐमाकोरोप्टेरिस,ਐਮਾਕੋਰੋਪ੍ਟੇਰਿਸ,ঐমাকোরোপ্টেরিস,ऐमाकोरोप्टेरिस,ಐಮಾಕೋರೋಪ್ಟೇರಿಸ,ഐമാകോരോപ്ടേരിസ,ஐமாகோரோப்டேரிஸ,ఐమాకోరోప్టేరిస,ایماکوروپٹیرس,ঐমাকরপ্টরিস,ଐମାକୋରୋପ୍ଟେରିସ,ऐमाकोरोप्टेरिस
Anacolpate,उपरिकॉल्पसी,ઉપરિકૉલ્પસી,उपरिकॉल्पसी,ਉਪਰਿਕ੉ਲ੍ਪਸੀ,উপরিকৌল্পসী,उपरिकॉल्पसी,ಉಪರಿಕೌಲ್ಪಸೀ,ഉപരികൌല്പസീ,உபரிகௌல்பஸீ,ఉపరికౌల్పసీ,اپرکالپسی,উপরিকল্পসী,ଉପରିକୌଲ୍ପସୀ,उपरिकॉल्पसी
Anaporate,उपरिछिद्री,ઉપરિછિદ્રી,उपरिछिद्री,ਉਪਰਿਛਿਦ੍ਰੀ,উপরিছিদ্রী,उपरिछिद्री,ಉಪರಿಛಿದ್ರೀ,ഉപരിഛിദ്രീ,உபரிசித்ரீ,ఉపరిఛిద్రీ,اپرچھدری,উপরিছিদ্রী,ଉପରିଛିଦ୍ରୀ,उपरिछिद्री
Androstrobus,ऐन्ड्रोस्ट्रोबस,ઐન્ડ્રોસ્ટ્રોબસ,ऐन्ड्रोस्ट्रोबस,ਐਨ੍ਡ੍ਰੋਸ੍ਟ੍ਰੋਬਸ,ঐন্ড্রোস্ট্রোবস,ऐन्ड्रोस्ट्रोबस,ಐನ್ಡ್ರೋಸ್ಟ್ರೋಬಸ,ഐന്ഡ്രോസ്ട്രോബസ,ஐந்ட்ரோஸ்ட்ரோபஸ,ఐన్డ్రోస్ట్రోబస,اینڈروسٹروبس,ঐন্ড্রস্ট্রবস,ଐନ୍ଡ୍ରୋସ୍ଟ୍ରୋବସ,ऐन्ड्रोस्ट्रोबस
Aneurophytales,ऐन्यूरोफाइटेलीज,ઐન્યૂરોફાઇટેલીજ,ऐन्यूरोफाइटेलीज,ਐਨ੍ਯੂਰੋਫਾਇਟੇਲੀਜ,ঐন্যূরোফাইটেলীজ,ऐन्यूरोफाइटेलीज,ಐನ್ಯೂರೋಫಾಇಟೇಲೀಜ,ഐന്യൂരോഫാഇടേലീജ,ஐந்யூரோபாஇடேலீஜ,ఐన్యూరోఫాఇటేలీజ,اینیوروپھائٹیلیج,ঐন্যূরফাইটলীজ,ଐନ୍ଯୂରୋଫାଇଟେଲୀଜ,ऐन्यूरोफाइटेलीज
Aneurophyton,ऐन्यूरोफाइटॉन,ઐન્યૂરોફાઇટૉન,ऐन्यूरोफाइटॉन,ਐਨ੍ਯੂਰੋਫਾਇਟ੉ਨ,ঐন্যূরোফাইটৌন,ऐन्यूरोफाइटॉन,ಐನ್ಯೂರೋಫಾಇಟೌನ,ഐന്യൂരോഫാഇടൌന,ஐந்யூரோபாஇடௌந,ఐన్యూరోఫాఇటౌన,اینیوروپھائٹان,ঐন্যূরফাইটন,ଐନ୍ଯୂରୋଫାଇଟୌନ,ऐन्यूरोफाइटॉन
Angara flora,अंगारा वनस्पटिजात,અંગારા વનસ્પટિજાત,अंगारा वनस्पटिजात,ਅਂਗਾਰਾ ਵਨਸ੍ਪਟਿਜਾਤ,অংগারা বনস্পটিজাত,अंगारा वनस्पटिजात,ಅಂಗಾರಾ ವನಸ್ಪಟಿಜಾತ,അംഗാരാ വനസ്പടിജാത,அங்காரா வநஸ்படிஜாத,అంగారా వనస్పటిజాత,انگارا ونسپٹجات,অংগারা নস্পটিজাত,ଅଂଗାରା ବନସ୍ପଟିଜାତ,अंगारा वनस्पटिजात
Angiospermopsida,ऐंजियो स्पमोंप्सिडा,ઐંજિયો સ્પમોંપ્સિડા,ऐंजियो स्पमोंप्सिडा,ਐਂਜਿਯੋ ਸ੍ਪਮੋਂਪ੍ਸਿਡਾ,ঐংজিযো স্পমোংপ্সিডা,ऐंजियो स्पमोंप्सिडा,ಐಂಜಿಯೋ ಸ್ಪಮೋಂಪ್ಸಿಡಾ,ഐംജിയോ സ്പമോംപ്സിഡാ,ஐங்ஜியோ ஸ்பமோங்ப்ஸிடா,ఐంజియో స్పమోంప్సిడా,اینجیو سپمومپسڈا,ঐংজিয স্পমংপ্সিডা,ଐଂଜିଯୋ ସ୍ପମୋଂପ୍ସିଡା,ऐंजियो स्पमोंप्सिडा
Angiosperms,आवृतबीजी,આવૃતબીજી,आवृतबीजी,ਆਵ੃ਤਬੀਜੀ,আবৃতবীজী,आवृतबीजी,ಆವೃತಬೀಜೀ,ആവൃതബീജീ,ஆவ்ருதபீஜீ,ఆవృతబీజీ,آورتبیجی,আৃতবীজী,ଆବୃତବୀଜୀ,आवृतबीजी
Angiospermy,आवृतबीजिता,આવૃતબીજિતા,आवृतबीजिता,ਆਵ੃ਤਬੀਜਿਤਾ,আবৃতবীজিতা,आवृतबीजिता,ಆವೃತಬೀಜಿತಾ,ആവൃതബീജിതാ,ஆவ்ருதபீஜிதா,ఆవృతబీజితా,آورتبیجتا,আৃতবীজিতা,ଆବୃତବୀଜିତା,आवृतबीजिता
Angulaperturate,कोणरंध्री,કોણરંધ્રી,कोणरंध्री,ਕੋਣਰਂਧ੍ਰੀ,কোণরংধ্রী,कोणरंध्री,ಕೋಣರಂಧ್ರೀ,കോണരംധ്രീ,கோணரங்த்ரீ,కోణరంధ్రీ,کونرندھری,কণরংধ্রী,କୋଣରଂଧ୍ରୀ,कोणरंध्री
Angustimurate,संकीर्ण म्यूरसी,સંકીર્ણ મ્યૂરસી,संकीर्ण म्यूरसी,ਸਂਕੀਰ੍ਣ ਮ੍ਯੂਰਸੀ,সংকীর্ণ ম্যূরসী,संकीर्ण म्यूरसी,ಸಂಕೀರ್ಣ ಮ್ಯೂರಸೀ,സംകീര്ണ മ്യൂരസീ,ஸங்கீர்ண ம்யூரஸீ,సంకీర్ణ మ్యూరసీ,سنکیرن میورسی,সংকীর্ণ ম্যূরসী,ସଂକୀର୍ଣ ମ୍ଯୂରସୀ,संकीर्ण म्यूरसी
