English,Hindi
backpack loading problem,बैकपैकलोडिंगसमस्या
backpack sale,बैकपैकविक्रय
backward approach,पश्‍चगामीउपगमन
backward equation,पश्‍चगामीसमीकरण
backward pass,पश्‍चगामीपास
balance equation,संतुलनसमीकरण
balance equation in queue,पंक्‍तिसंतुलनसमीकरण
balance sheet,तुलन-पत्र
balanced block design,संतुलितब्लॉकडिजाइन
balanced design,संतुलितअभिकल्पना
balking,रुकावटउत्पन्नकरना
balking distribution,बाधाबंटन
band switching,बैंडस्विचन
bar chart,"स्तंभचार्ट, बारचार्ट"
base,"आधार, मूल, बेस"
base function,आधारफलन
base point,"आधारबिंदु, निर्देशबिंदु"
base space,आधारसमष्‍टि
basic,"आधारी, आधारभूत"
basic equation,आधारीसमीकरण
basic feasible solution,आधारीसुसंगतहल
basic form,मूलरूप
basic function,आधारीफलन
basic interval,मूलअंतराल
basic invariant,मूलनिश्‍चर
basic non-basic concept,"मूल-अमूलसंकल्पना,मूल-अमूलसंप्रत्‍यय"
basic non-basic ratio,मूल-अमूलअनुपात
basic open set,मूलविवृतसमुच्चय
basic solution,आधारीहल
basic space,मूलसमष्‍टि
basic variable,आधारीचर
basis,आधार
basis element,आधारअवयव
basis matrix,आधारीआव्यूह
basis of subspace,उपसमष्‍टिकाआधार
basis of vector space,सदिश-समष्‍टिकाआधार
batch,"प्रचय,दल"
Baye's theorem,बेज़प्रमेय
Bayes' decision,बेजनिर्णय
Bayesian analysis,बेजविश्‍लेषण
Bayesian decision theory,बेजनिर्णयसिद् धांत
Bayesian inference,बेजअनुमिति
Bayesian prediction,बेजप्रागुक्‍ति
behaviour,व्यवहार
belief function,"विश्‍वासफलन,धारणाफलन"
Bender's decomposition,बेंडरअपघटन
Bessel function,बेसलफलन
best estimator,श्रेष्‍ठतमआकलक
best fit,श्रेष्‍ठतमआसंजन
best fit line,श्रेष्‍ठतमआसंजनरेखा
best invariant estimator,श्रेष्‍ठतमनिश्‍चरआकलक
best linear in biased estimator,श्रेष्‍ठतमरैखिकअनभिनतआकलक
best polynomial approximation,श्रेष्‍ठतमबहुपदीसन्निकटन
best predictor,श्रेष्‍ठतमप्राग्वक्‍ता
best solution,सर्वोत्‍तमहल
best strategies,सर्वोत्‍तमयुक्‍तियां
Beta distribution,बीटाबंटन
beta distribution,बीटाबंटन
bias,अभिनति
bias in selection,वरणाभिनति
biased error,अभिनतत्रुटि
bicompact space,संहतसमष्‍टि
biconvex profile,द्विउत्‍तलपरिच्छेदिका
big-M method,बृहत्-एमविधि
bilevel hysteretic control,द्विस्तरीयहिस्टेरेटिकनियंत्रण
bimodule,"द्विमाड्यूल, द्विप्रतिरूपक"
binary computer,द्विआधारीकंप्यूटर
binary digit,"द्विचरअंक, द्वि-आधारीअंक"
binary variable,द्विचरचर
binomial distribution,द्विपदबंटन
biomedical,बायोमेडिकल
birth and death process,जन्म-मरणप्रक्रम
birth process,जन्मप्रक्रम
birth-death process,जन्म-मृत्युप्रक्रम
bissetion method,समद्विभाजनविधि
biuniform,एकैकी
bivariate data,द्विचरआंकड़े
black box,ब्लैकबॉक्स
blocking,अवरोधन
book keeping,"बहीखातापद् धति,बुककीपिंग"
boundary cluster set,परिसीमागुच्छसमुच्चय
boundary equation,परिसीमासमीकरण
boundary space,परिसीमासमष्‍टि
bounded,"बंधित, बद् ध"
bounded variable,परिबद् धचर
bounding,सीमक
bounds of function,फलनपरिबंध
Box-muller procedure,बाक्‍समूलरप्रक्रिया
Box-muller sampling method,बॉक्‍समूलर प्रतिचयनविधि
branch from lowest bound,निम्नतमपरिबद् धशाखा
branch from newest active bound,नवीनतमसक्रिय परिबद्ध सेशाखा
branch-and-bound,शाखाएवंबंधन
branch-and-bound algorithm,शाखाएवंबंधनऐल्गोरिथ्म
branching,शाखन
branching theory,शाखनसिद् धांत
Brown's algorithm,ब्राउनऐल्गोरिथ्म
Brownian motion,ब्राउनीगति
bulk,समष्‍टि
bulk service,समष्‍टिसेवा
business index,व्‍यवसायसूचकांक
busy cycle,व्यस्तचक्र
busy period,व्यस्तकाल
busy period distribution,व्यस्तकालबंटन
Buzen algorithm,बुजे़नऐल्गोरिथ्म
canonical class,विहितवर्ग
canonical coordinates,विहितनिर्देशांक
canonical form,विहितरूप
canonical matrix,"विहितआव्यूह, केनानिकलमैट्रिक्स"
canonical parameter,विहितप्राचल
canonical representation,विहितनिरूपण
canonical transformation,विहितरूपांतरण
capability,सक्षमता
capacitated network model,परिबंधितनेटवर्कमॉडल
capacity,"क्षमता, धारिता, सामर्थ्य"
capacity limit,धारितासीमा
capital budgeting,पूंजीआय-व्ययन
cargo loading,पोतभारलदान
cargo-loading model,पोतभारलदानप्रतिरूप
Cartesian axes,कार्तीयअक्ष
cartesian space,कार्तीयसमष्‍टि
case study,"केसअध्ययन, वस्तु-स्थितिअध्ययन"
catastrophe,"प्रलय, विपद्"
Cauchy arithmetic geometric inequality,कौशीसामांतर गुणोत्‍तर असमानता
Cauchy criterion,कौशीउद्देश्य
central limit theorem,केंद्रीयसीमाप्रमेय
central quadric hyper surface,सकेंद्रशांकवजअधिपृष्‍ठ
central quadric surface,सकेंद्रशांकवजपृष्‍ठ
certainty,निश्‍चितता
chance,"संयोग, प्रायिकता अवसर"
chance branch,संयोगीशाखा
chance coincidence,संयोगीसंपात
chance constrained programming,संयोगव्यवरोधितप्रक्रमण
chance moves,सांयोगिकचाल
chance node,संयोगनोड
chance selection,संयोगीवरण
change of axes,अक्ष-परिवर्तन
change of basis,आधारपरिवर्तन
change of variable,चरपरिवर्तन
changeover trial,व्‍यत्‍यस्‍तअभिप्रयोग
channel,"चैनल, प्रणाल"
Chapman-Kolmogoroff equation,चैपमैनकोलमोगोरोफसमीकरण
characteristic equation,अभिलक्षणिकसमीकरण
characteristic space,अभिलक्षणिकसमष्‍टि
Chebyshev model,चेबीशेवमॉडल
chi-square,"काई-स्‍क्‍वायर, काई-वर्ग"
chi-square distribution,"काईवर्गबंटन,काईस्‍क्‍वायरबंटन"
chi-square test,"काई-वर्गपरीक्षण,काईस्‍क्‍वायरपरीक्षण"
choice process,वरणप्रक्रम
chronological event,कालानुक्रमीघटना
chronological storage,कालानुक्रमीसंचयन
classical deductive technique,चिरप्रतिष्‍ठितनिगमनिकप्रविधि
classical optimization,चिरप्रतिष्‍ठितइष्‍टतमन
classification of queues,पंक्‍तिवर्गीकरण
client-server,क्लाइंटसर्वर
closed cone hull,संवृतअवमुखसमावरक
closed decision,अविचारणीयनिर्णय
closed domain,संवृतप्रांत
closed half space,संवृतअर्धसमष्‍टि
closed network,"संवृतजालक्रम, संवृतनेटवर्क"
closure space,संवरक-समष्‍टि
cluster point,गुच्छबिंदु
coding system,कोडनपद् धति
coefficient of variation,विचरणगुणांक
collectively exclusive,सामूहिकअपवर्जित
collinear plane,संरेखसमतल
collinear point,संरेखबिंदु
color problem,वर्णसमस्या
column dropping rule,स्‍तंभपातननियम
column matrix,स्तंभआव्यूह
column maximal,स्तंभउच्चिष्‍ठ
column space,स्तंभसमष्‍टि
communication,संचार
compact base,संहतआधार
compact set,संहतसमुच्चय
compact space,संहतसमष्‍टि
comparison matrix,"तुलनआव्यूह,तुलनकमैट्रिक्स"
compatibility,"सुसंगति, संगतता"
competitive game,स्‍पर्धीखेल
competitive problem,स्पर्धीसमस्या
competitive situation,स्पर्धीस्थिति
competitive strategy,स्‍पर्धीयुक्‍ति
competitor action,प्रतिस्पर्धीकार्यवाही
complementary half space,पूरकअर्धसमष्‍टि
complete set,पूर्णसमुच्चय
complete solution,पूर्णहल
complete space,पूर्णसमष्‍टि
complex inventory model,सम्मिश्रतालिकामॉडल
complex logic,सम्मिश्रतर्क
complex problem,सम्मिश्रसमस्या
complex space,सम्मिश्रसमष्‍टि
complexity,जटिलता
complexity theory,जटिलतासिद् धांत
componendo and dividendo,योगांतरानुपात
composite distribution,संयुक्‍तबंटन
compound Poisson,मिश्रप्वासों
compound Poisson distribution,मिश्रप्वासोंबंटन
compound probability,मिश्रप्रायिकता
comprehensive insurance,व्यापकबीमा
computation,अभिकलन
computational error,अभिकलनत्रुटि
computational mathematics,अभिकलनगणित
computer,"कंप्यूटर, अभिकलित्र"
computer output,कंप्यूटरनिर्गत
computer program,कंप्यूटरप्रोग्राम
computer simulation,कंप्यूटरअनुकार
computer solution,कंप्यूटरहल
computing,अभिकलन
concave function,उन्मुखफलन
concave function,उन्मुखफलन
concave polygan,अवतलबहुभुज
concave programming,उन्मुखक्रमादेशन
concept,संकल्पना
concessional rate,रियायतीदर
conclusion,"परिणाम, निष्कर्ष"
concomitance,सहगामिता
concordance sample,संवादिताप्रतिदर्श
concordant,सुसंगत
concurrent,संगामी
concurrent operation,संगामीसंक्रिया
concurrent processing,संगामीसंसाधन
condition,"प्रतिबंध, शर्त"
condition of consistency,संगतिप्रतिबंध
conditional,सप्रतिबंध
conditional distribution,सप्रतिबंधबंटन
conditional inequality,सप्रतिबंधअसमिका
conditional law of probability,प्रायिकतासप्रतिबंधनियम
conditional operation,सप्रतिबंधसंक्रिया
conditional opportunity loss,सप्रतिबंधअवसरह्रास
conditional payoff,सप्रतिबंधभुगतान
conditional probability,सप्रतिबंधप्रायिकता
conditional profit,सप्रतिबंधलाभ
conditional regression,सप्रतिबंधसमाश्रयण
conditional value,सप्रतिबंधमान
confidence interval,विश्‍वास्यताअंतराल
confidence statement,विश्‍वास्यताकथन
conflict,संघर्ष
conflict situation,विरोधस्थिति
conformal,अनुकोण
congestion,संकुलता
congestion problem,संकुलतासमस्या
conjugate convex function,संयुग्मीअवमुखफलन
conjugate space,संयुग्मीसमष्‍टि
conservation,संरक्षण
consistency,"संगत, अविरोधी"
consistent system,अविरोधीनिकाय
constant,"नियत, स्थिर, अचर, अचल, एकसमान, अपरिवर्ती"
constant,"नियत, स्थिर, अचर"
constant rate,नियतदर
constant service time,नियतसेवाकाल
constituent,अवयव
constraint,व्यवरोध
consumer,उपभोक्‍ता
contingent probability,आसंगीप्रायिकता
continuous demand,सततमांग
continuous game,"संततगेम, संततखेल"
continuous model,संततमॉडल
continuous parameter Markov chain,सततप्राचलमार्कोवचेन
contradiction,विरोध
contradictory,परस्परविरोधी
control,नियंत्रण
control chart,"कंट्रोलचार्ट, नियंत्रणचार्ट"
control function,नियंत्रणफलन
control of queue,"पंक्‍तिनियंत्रण, पंक्‍तिकंट्रोल"
control operation,नियंत्रणसंक्रिया
control panel,नियंत्रणपट्ट
control program,नियंत्रणप्रोग्राम
control system,नियंत्रणएकक
controllable variable,नियंत्रणीयचर
controlled game,नियंत्रितगेम
converse,"विलोम, विपरीत"
conversion,रूपांतरण
convex body,अवमुखपिंड
convex closure,अवमुखसंवरक
convex combination,"अवमुखसंयोग,अवमुखसंयोजन"
convex cone,अवमुखशंकु
convex cover,अवमुखसमावरक
convex function,अवमुखफलन
convex hull,अवमुखसमावरक
convex linear combinations,अवमुखरैखिकसंचय
convex linear programming,अवमुखरैखिकप्रोग्रामन
convex metric space,अवमुखदूरीकसमष्‍टि
convex point set,अवमुखबिंदुसमुच्चय
convex polygon,अवमुखबहुभुज
convex polyhedron,अवमुखबहुफलक
convex programming,अवमुखप्रोग्रामन
convex region,अवमुखप्रदेश
convex sequence,अवमुखअनुक्रम
convex set,अवमुखसमुच्चय
convex zone,अवमुखजोन
convexity theorem,अवमुखताप्रमेय
conveyor belt,संवाहकपट्टी
convoluted manner,संवलितरीति
convolution,संवलन
convolution method,संवलनविधि
coordinates,निर्देशांक
correct,"संशुद्ध, ठीक, सही"
correlation coefficient,सह-संबंधगुणांक
correlation test,सह-संबंधपरीक्षण
correspond,संगतहोना
correspondence principle,संगतिनियम
corresponding,संगत
cost,लागत
cost analysis,लागतविश्‍लेषण
cost coefficient,लागतगुणांक
cost function,लागतफलन
cost maximization,लागतअधिकतमकरण
cost model,लागतमॉडल
cost of error,त्रुटि-मूल्य
cost of living index,निर्वाहसूचकांक
cost price,क्रय-मूल्य
countable valued function,गणनीयमानफलन
counter efficiency,गणित्रदक्षता
counter example,प्रत्युदाहरण
courses of action,कार्य-दिशा
covariance,सहप्रसरण
covered set,आवृतसमुच्चय
covering,"आवरण, आच्छादन"
coweb model,मकड़जालनिदर्श
coweb plan,जालनुमाप्रारूप
coxian distribution,कॉसियनबंटन
CPM (critical path method),सीपीएम (चरमपथविधि)
criterion function,उद्देश्यफलन
criterion of optimism,आशावादनिकष
criterion of pessimism,निराशावादनिकष
criterion of rationality,युक्‍ति-संगतनिकष
criterion of realism,वास्तविकतानिकष
critical activity,क्रांतिकसक्रियता
critical path method (CPM),क्रांतिकपथविधि (सीपीएम)
cross-over design,व्यत्यस्तअभिकल्पना
cross-section space,समष्‍टिकाअनुप्रस्थकाट
crypt,गूढ़ लेख
crypto-deterministic process,कूट-निर्धारणात्मकप्रक्रम
cryptography,"गूढ़लेखिकी, गूढ़लेखन"
cumulative density,संचयीघनत्व
cumulative distribution,संचयीबंटन
cumulative probability,संचयीप्रायिकता
cumulative reliability,संचयीविश्‍वसनीयता
curve,"वक्र, वक्ररेखा"
curved space-time,वक्रदिक्काल
customer,ग्राहक
customer impatience,ग्राहकअधैर्यता
cut off point,अंतकीयबिंदु
cut set,अपथसमुच्चय
cut-off procedure,विच्छेदनक्रियाविधि
cutting plane,कर्तनतल
cutting plane algorithm,कर्तनतलऐल्गोरिथ्‍म
cycle,चक्र
cycle index,चक्रसंख्यासूचकांक
cycle length,चक्रीयलंबाई
cyclic chain,चक्रीयशृंखला
cyclic demand,चक्रीयमांग
cyclic module,चक्रीयमॉड्यूल
cyclic queue,चक्रीयपंक्‍ति
cycling,चक्रण
Dakin's modification,डाकिन-संशोधन
data,डाटा
data based prior distribution,आंकड़ा-आधारितपूर्वबंटन
data cell,डाटासेल
data collection,आंकड़ासंग्रहण
data file,आंकड़ासंचिका
data fitting,आंकड़ासमंजन
data generation,डाटाजनन
data manipulation,आंकड़ाप्रकलन
data sheet,आंकड़ापत्र
data transmission code,आंकड़ासंचरणकूट
death process,मरणप्रक्रम
death rate,मृत्युदर
debugged model,दोषमार्जितनिदर्श
debugging,दोषमार्जन
decision,निर्णय
decision alternative,"वैकल्पिकनिर्णय, निर्णय विकल्‍प"
decision box,निर्णयकोष्‍ठ
decision criterion,निर्णयनिकष
decision element,निर्णयअवयव
decision function,निर्णयफलन
decision maker,निर्णयकर्ता
decision making,"निर्णयन, निश्‍चयन"
decision making activity,निर्णयकारीचेष्‍टा
decision model,निर्णयनिदर्श
decision model,निर्णयनिदर्श
decision node,निर्णयनोड
decision operation,निर्णयसंक्रिया
decision problem,निर्णयसमस्या
decision process,"निर्णयप्रक्रम,निर्णयप्रक्रिया"
decision rule,निर्णयनियम
decision scheme,निर्णययोजना
decision space,निर्णयसमष्‍टि
decision theory,निर्णयसिद्धांत
decision tree,"निर्णयट्री/वृक्ष,निर्णयावली"
decision tree analysis,निर्णयावलीविश्‍लेषण
decoder,कूटवाचक
decoding,कूटवाचन
decoding operation,कूटवाचनसंक्रिया
decomposition algorithm,वियोजनऐल्गोरिथ्‍म
decreasing failure rate,हृासमानविफलनदर
decreasing function,ह्रासमानफलन
deduce,निगमनकरना
deductible,निगम्य
deduction,निगमन
deductive argument,निगमनिकतर्क
defective rate,सदोषदर
deficiency index,न्यूनतासूचकांक
degeneracy,"अपह्रासिता, अपभ्रष्‍टता"
degeneracy criterion,अपभ्रष्‍टतानिकष
degeneracy in transportation problem,परिवहनसमस्याओंमेंअपभ्रष्‍टता
degenerate,अपभ्रष्‍टहोना
degenerate saddle point,अपह्रासितपल्याणबिंदु
degenerate simplex,अपह्रासितप्रसमुच्चय
degenerate solution,अपभ्रष्‍टहल
degenerate transportation problem,अपभ्रष्‍टपरिवहनसमस्या
degree of freedom,"स्वतंत्रताकीकोटि, स्वातंत्र्यकोटि"
delay,विलंब
delimiter,परिसीमक
delimiting,परिसीमन
demand behaviour,मांगआचरण
demography,जनसांख्यिकी
denumerable set,प्रगणनीयसमुच्‍चय
departing variables,अप्रगामीअचर
departure,निर्गमन
departure event,प्रस्थानघटना
departure point probability,निर्गमनबिंदुप्रायिकता
departure point state dependence,निर्गमनबिंदुआश्रितअवस्था
departure time,प्रस्थानकाल
dependent event,आश्रितघटना
dependent primitive,परतंत्रपूर्वग
dependent random variable,आश्रितयादृच्छिकचर
dependent variable,आश्रितचर
depreciation,अवमूल्यन
derivative,व्युत्पन्न
derivative operator,अवकलजसंकारक
derive,व्युत्पन्नकरना
derived,व्युत्पन्न
descend,अवरोहणकरना
descending,"अवरोही, अवरोहण"
descending order,अवरोहीक्रम
descriptive,वर्णनात्मक
descriptive model,"वर्णनात्मकमॉडल, वर्णनात्मकनिदर्श"
design,"अभिकल्प, डिजाइन"
design and control,अभिकल्पएवंनियंत्रण
design matrix,अभिकल्पआव्यूह
design of experiment,प्रयोगकीअभिकल्पना
design specification,अभिकल्पना-विनिर्देश
desired sample value,ऐच्छिकप्रतिदर्शमान
destination,गंतव्य
detailed analysis,विस्तृतविश्‍लेषण
detailed balance,विस्तृतसंतुलन
determinant,सारणिक
determination,निर्धारण
deterministic,निर्धारणात्मक
deterministic approach,निर्धारणात्मकउपगमन
deterministic assumption,निर्धारणात्मकअभिगृहीत
deterministic inventory model,निर्धारणात्मकतालिकामॉडल
deterministic model,निर्धारणात्मकनिदर्श
deterministic problem,निर्धारणात्मकसमस्या
deterministic process,निर्धारणात्मकप्रक्रम
deterministic programming,निर्धारणात्मकप्रोग्रामन
deterministic queue,निर्धारणात्मकपंक्‍ति
deviational variable,विचलितचर
diagonal,विकर्ण
diagonal matrix,विकर्ण-आव्यूह
diagonalizing matrix,विकर्णकआव्यूह
diagrammatic explanation,आरेखीयस्पष्टीकरण
diagrammatic representation,आरेखीनिरूपण
dice,पाशक
dice throw,"पासाफेंकना, पाशकक्षेप"
dichotomise,द्विभाजितकरना
dichotomising search,द्विअंगीअन्वेषण
dichotomising system,द्विभाजनीतंत्र
dichotomous search,द्विधाखोज
diet problem,आहारसमस्या
difference differential equation,अंतरअवकलसमीकरण
difference equation,अंतरसमीकरण
difference model,अंतरप्रतिरूपक
difference operator,अंतरसंकारक
differential detection method,अवकलनअभिज्ञानपद्धति
differential difference equations,अवकलअंतरसमीकरण
differential equation,अवकलसमीकरण
digital data,"अंकीयदत्‍त, अंकीयडाटा"
digital output,अंकरूपनिर्गम
digital simulation,अंकीयअनुकार
Dijkstra's algorithm,डिकास्ट्राऐल्गोरिथ्म
Dijkstra's shortest route algorithm,डिकास्ट्रालघुतमपथऐल्गोरिथ्‍म
dimensionality problem,विमीयतासमस्या
direct capability,प्रत्यक्षयोग्यता
direct method,प्रत्यक्षविधि
direct proof,"प्रत्यक्षउपपत्‍ति,प्रत्यक्षप्रमाण"
direct search method,प्रत्यक्षखोजविधि
directed graph,दिष्‍टआलेख
directional calculus,दिशिककलन
disc space,मंडलकसमष्‍टि
discipline,"विधा, अनुशासन"
discouragement,अनुत्साह
discrete,"असंतत, विविक्‍त"
discrete data,विविक्‍तआंकड़े
discrete demand,असंततमांग
discrete distribution,असंततबंटन
discrete Fourier’s transform,विविक्‍तफूरिएरूपांतर
discrete function,विविक्‍तफल
discrete metric space,विविक्‍तदूरीकसमष्‍टि
discrete model,विविक्‍तनिदर्श
discrete sample space,असंततप्रतिदर्शसमष्‍टि
discrete space,विविक्‍तसमष्‍टि
discrete-even simulation,असंततसमअनुकरण
disjoint,असंयुक्‍त
disorder,"अव्यवस्था, अक्रम, विकार"
dissipative function,क्षयिकफलन
dissymmetric,विसममित
distinguish,"विभेदन, भेदकरना"
distribution,बंटन
divided difference,विभाजितअंतर
dividend,"भाज्य, लाभांश"
dividend rate,लाभांशदर
divisible,"भाज्‍य, विभाज्य"
divisor,भाजक
domain,"प्रक्षेत्र, डोमेन, प्रांत, प्रदेश"
domain of definition,परिभाषाप्रांत
domain of existence,अस्तित्वप्रांत
dominance,"प्रमुखता,प्रभुत्व"
dominance of general games,सामान्यखेलोंमेंप्रमुखता
dominant,"प्रभावी, प्रमुख"
