Gujarati,Bengali
ધ્વનિ સંગ્રહ,অ্যাকোস্টিক স্টোরেজ
ટૂંકાક્ષર,সংক্ষিপ্ত বিবরণ
ક્રિયા,কর্ম
કાર્ય -ચક્ર,অ্যাকশন চক্র
ક્રિયા -રેખ,অ্যাকশন লাইন
ક્રિયા,অ্যাকশন বার্তা
કાર્ય -સ્પષ્ટીકરણ,ক্রিয়া স্পেসিফিকেশন
સક્રિય,অ্যাক্টিভেশন
સક્રિય,সক্রিয়
સક્રિય ફાઈલ,সক্রিয় ফাইল
સક્રિય રેખા,সক্রিয় লাইন
સક્રિય કડી,সক্রিয় লিঙ্ক
સક્રિય માસ્ટર ફાઇલ,সক্রিয় মাস্টার ফাইল
સક્રિય મુખ્ય વસ્તુ,সক্রিয় মাস্টার আইটেম
સક્રિય ઉપગ્રહ,সক্রিয় স্যাটেলাইট
સક્રિય કેન્દ્ર,সক্রিয় স্টেশন
સક્રિય સંગ્રહ,সক্রিয় স্টোরেজ
પ્રવૃત્તિ,ক্রিয়াকলাপ
પ્રવૃત્તિ સ્તરે,কর্মকান্ডের পর্যায়
પ્રવૃત્તિ લોડિંગ,ক্রিয়াকলাপ লোড হচ্ছে
પ્રવૃત્તિ ગુણોત્તર,ক্রিয়াকলাপ অনুপাত
વાસ્તવિક સરનામું (= સંપૂર્ણ સરનામું),আসল ঠিকানা (= পরম ঠিকানা)
વાસ્તવિક કોડ (= સંપૂર્ણ કોડ),আসল কোড (= পরম কোড)
વાસ્તવિક ડેટા ટ્રાન્સફર રેટ,প্রকৃত ডেটা স্থানান্তর হার
વાસ્તવિક દશાંશ બિંદુ,আসল দশমিক পয়েন্ট
વાસ્તવિક સૂચના (= અસરકારક સૂચના),প্রকৃত নির্দেশ (= কার্যকর নির্দেশ)
ખરેખર ચા,আসল কী
વાસ્તવિક સમય,প্রকৃত সময়
વાસ્તવિક કામનો સમય,আসল কাজের সময়
કાર્યકારી સંકેત,অ্যাকিউটিং সিগন্যাল
અનુકૂલનક્ષમતા,অভিযোজনযোগ্যতা
અનુકૂલન,অ্যাডাপ্টার
અનુકૂલનશીલ ચેનલ ફાળવણી,অভিযোজিত চ্যানেল বরাদ্দ
અનુકૂલનશીલ એકીકરણ,অভিযোজিত সংহতকরণ
અનુકૂલનશીલ બરાબરી,অভিযোজিত ট্রান্সভার্সাল ইকুয়ালাইজার
ઉમેરાયેલ નોંધ,যুক্ত এন্ট্রি
પરિવર્તન,সংযোজন
પ્રહાર,সংযোজন
ઉપદેશક,অ্যাডার সাবট্র্যাক্টর
ફાઇલ ઉમેરો,ফাইল যুক্ত কর
વધારાના પાત્ર (= વિશેષ પાત્ર),অতিরিক্ত চরিত্র (= বিশেষ চরিত্র)
વધારાની રેકોર્ડર,সংযোজন রেকর্ডার
વધારાનો કોઠો,সংযোজন টেবিল
ઉમેરણ લક્ષણ,সংযোজন বৈশিষ্ট্য
મોડમાં ઉમેરો,মোড যুক্ত করুন
કામગીરી ઉમેરો,অপারেশন যুক্ত করুন
સંબોધન,ঠিকানা
સરનામા -માપદંડ,ঠিকানা পরিমাপ
સરનામું આડી સ્થિતિ,ঠিকানাযোগ্য অনুভূমিক অবস্থান
સંબોધન - બિંદુ,ঠিকানাযোগ্য পয়েন্ট
પ્રતિયોગી સ્થિતિ,ঠিকানাযোগ্য অবস্থান
સરનામું રજિસ્ટર,ঠিকানাযোগ্য নিবন্ধ
પ્રત્યુત્તરપાત્ર સંગ્રહ,ঠিকানাযোগ্য স্টোরেজ
સરનાક verભી સ્થિતિ,ঠিকানাযোগ্য উল্লম্ব অবস্থান
સરનાવ બસ,ঠিকানা বাস
સરનામું,ঠিকানা কোড
સરખામણી કરનાર,ঠিকানা তুলনামূলক
સરનામું,ঠিকানা গণনা
નિવારણ,ধ্রুবক ঠিকানা
ધર્મપરિવર્તન,ঠিকানা রূপান্তর
માહિતી,ঠিকানা ডেটা
સંબોધિત મેમરી,সম্বোধন স্মৃতি
સંબોધન અસરકારક,ঠিকানা কার্যকর
સરનાવનું ક્ષેત્ર,ঠিকানা ক্ষেত্র
સરનાકનું બંધારણ,ঠিকানা ফর্ম্যাট
મફત કાર્યક્રમ,ঠিকানা বিনামূল্যে প্রোগ্রাম
સંબોધન,সম্বোধন
સંબોધન  પાત્ર,সম্বোধন  চরিত্র
સંબોધન,বাধা সম্বোধন
સંબોધન,লুপ সম্বোধন
વર્ચુઅલ મેમરીને સંબોધવા,ভার্চুয়াল মেমরি সম্বোধন
સરનામું,ঠিকানা ইন্টারল্যাকিং
સરનામાંહીન સૂચના બંધારણ,ঠিকানাহীন নির্দেশাবলী ফর্ম্যাট
સરનામા,ঠিকানা লাইন
સરનામાંનું નકશો,ঠিকানা ম্যাপিং
સરનાવ,ঠিকানা চিহ্ন
સરનામા -ફેરફાર,ঠিকানা পরিবর্তন
સરનામા ભાગ,ঠিকানা অংশ
સરનાક નિર્દેશક,ঠিকানা পয়েন্টার
સરના નોંધણી,ঠিকানা রেজিস্টার
સરનામે સંકેત,ঠিকানা সংকেত
સરનાવનું કદ,ঠিকানা আকার
સરનાવની જગ્યા,ঠিকানা স্থান
સરનામું સ્થાન ઓળખકર્તા,ঠিকানা স্পেস আইডেন্টিফায়ার
સરનાવ બંધ,ঠিকানা স্টপ
સરનામા,ঠিকানা ট্রেস
સરનામા,ঠিকানা ট্র্যাক
અનુવાદ,ঠিকানা অনুবাদ
અનુવાદક,ঠিকানা অনুবাদক
સબમટ્રેક્ટ સમય ઉમેરવો,বিয়োগের সময় যোগ করুন
સમય ઉમેરો,সময় যোগ করুন
સંલગ્નતા,সংলগ্নতা
સંલગ્ન માળખું,সংলগ্ন কাঠামো
સંલગ્ન માતૃભાષા,সংলগ্ন চ্যানেল
સંલગ્ન ડોમેન,সংলগ্ন ডোমেন
સંલગ્ન મેટ્રિક્સ,সংলগ্ন ম্যাট্রিক্স
સંલગ્ન નોડ,সংলগ্ন নোড
સંલગ્ન સુબેરિયા,সংলগ্ন সুবেরিয়া
સંવાદિતા (સિસ્ટમ),স্থগিত (সিস্টেম)
સમાયોજન કરવું,সামঞ্জস্য করুন
ગોઠવણપાત્ર હદ,সামঞ্জস্যযোগ্য মাত্রা
ટેક્સ્ટ મોડને સમાયોજિત કરો,পাঠ্য মোড সামঞ্জস্য করুন
વહીવટી માહિતી પ્રક્રિયા,প্রশাসনিক ডেটা প্রসেসিং
વહીવટી કામગીરી,প্রশাসনিক অপারেশন
વહીવટી operatorપરેટર,প্রশাসনিক অপারেটর
વહીવટી પ્રચાલક,প্রশাসনিক অপারেটর স্টেশন
વહીવટી સહાયક પદ્ધતિ,প্রশাসনিক সহায়তা সিস্টেম
અદ્યતન સંદેશાવ્યવહાર સેવા,উন্নত যোগাযোগ পরিষেবা
અદ્યતન માહિતી પદ્ધતિ,উন্নত তথ্য সিস্টেম
અદ્યતન ઓપ્ટિકલ પાત્ર રીડર,উন্নত অপটিক্যাল চরিত্র পাঠক
અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર,উন্নত বৈজ্ঞানিক কম্পিউটার
હવાઈ,এরিয়াল
સમૂહ,সমষ্টি
કુલ અભિવ્યક્તિ,সামগ্রিক অভিব্যক্তি
લક્ષ્યસ્થાન વર્તુળ,লক্ষ্য বৃত্ত
લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક),লক্ষ্য ক্ষেত্র (= লক্ষ্য প্রতীক)
લક્ષ્યસ્થાન પ્રતીક,লক্ষ্য প্রতীক
હવાઈ ​​કમ્પ્યુટર સિસ્ટમ,বায়ুবাহিত কম্পিউটার সিস্টেম
બીજગણિત ઇગન્યુલ્યુ સમસ્યા,বীজগণিত ইগেনভ্যালু সমস্যা
બીજગણિત  એકીકરણ,বীজগণিত  মিশ্রণ
બીજગણિત ભાષા,বীজগণিত ভাষা
બીજગણિત હેરાફેરી,বীজগণিত হেরফের
બીજગણિત હેરાફેરી ભાષા,বীজগণিত ম্যানিপুলেশন ভাষা
બીજગણિત લક્ષી ભાષા,বীজগণিতমুখী ভাষা
બીજગણિત પાળી,বীজগণিত শিফট
બીજગણિત ચિહ્ન સંમેલન,বীজগণিত সাইন কনভেনশন
શિરચ્છેદ,অ্যালগল
શીલ લક્ષણ,অ্যালগল বৈশিষ্ট্য
અલ્ગોલ કાર્યક્રમ,অ্যালগল প্রোগ্রামিং
અલ્ગોરિધમનો,অ্যালগরিদম
અલ્ગોરિધમનો સહયોગી ભાષા,অ্যালগরিদম সহযোগী ভাষা
અલ્ગોરિધમનો વર્ગીકરણ,অ্যালগরিদম শ্রেণিবিন্যাস
અલ્ગોરિધમની જટિલતા,অ্যালগরিদম জটিলতা
અલ્ગોરિધમની ગણતરી,অ্যালগরিদম গণনাযোগ্যতা
અલ્ગોરિધમિક વિશ્લેષણ,অ্যালগরিদমিক বিশ্লেষণ
અલ્ગોરિધમિક અભિગમ,অ্যালগরিদমিক পদ্ধতির
અલ્ગોરિધએમ ભાષા,অ্যালগরিদমিক ভাষা
અલ્ગોરિધમનો રૂટિન,অ্যালগরিদমিক রুটিন
અલ્ગોરિધમનો સિદ્ધાંત,অ্যালগরিদমিক তত্ত্ব
ઉર્ફે,ওরফে
પરવાના,এলিয়াসিং
ઉપનામ નામ (= વૈકલ્પિક નામ),ওরফে নাম (= বিকল্প নাম)
ગોઠવણી,প্রান্তিককরণ
ફાળવવું,বরাদ্দ
ફાળવણીનું માળખું,বরাদ্দ কাঠামো
હેતુસર કમ્પ્યુટર,সমস্ত উদ্দেশ্যমূলক কম্পিউটার
વર્ણાનુક્રમ,বর্ণমালা চরিত্র
મૂળાક્ષરોનો પાત્ર સમૂહ,বর্ণমালা চরিত্র সেট
મૂળાક્ષરો,বর্ণমালা চরিত্রের সাবসেট
વર્ણાનુક્રમ,বর্ণমালা কোড
વર્ણાનુક્રમ,বর্ণমালা শিফট
વર્ણાનુક્રમ,বর্ণমালা স্ট্রিং
વર્ણાનુક્રમ,বর্ণমালা শব্দ
મૂળાક્ષરો,বর্ণমালা
અલ્ફેજ ome મેટ્રિક્સ,আলফেজোমেট্রিক্স
મૂર્તિમંત,বর্ণমালা
મરણોત્તર,আলফামোসাইক
મૂર્તિમંત,বর্ণমালা
આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ,আলফানুমারিকাল কীবোর্ড ডিভাইস
મૂળાક્ષર,আলফানিউমেরিক চরিত্র সেট
મૂળાક્ષર,আলফানিউমেরিক কোড
આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ,আলফানিউমেরিক কোডেড চরিত্র সেট
મૂળાક્ષરીનો ડેટા,আলফানিউমেরিক ডেটা
આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ,আলফানিউমেরিক ডিসপ্লে ডিভাইস
મૂળાક્ષર સંપાદિત પાત્ર,আলফানিউমেরিক সম্পাদিত চরিত্র
વર્ણ -ક્ષેત્ર,আলফানিউমেরিক ফিল্ড
વર્ણ -સૂચના,বর্ণমালা নির্দেশ
મૂળાક્ષર કીબોર્ડ,আলফানিউমেরিক কীবোর্ড
મૂળાક્ષર,আলফানিউমেরিক বাছাই
મૂળાક્ષર સંગ્રહ,আলফানিউমেরিক স্টোরেজ
બદલવા યોગ્ય,পরিবর্তনযোগ্য মেমরি
ફેરફાર -ફેરૂપ,পরিবর্তন সুইচ
પરિવર્તનશીલ,পরিবর্তন
ફેરફાર,পরিবর্তন মোড
વૈકલ્પિક પુન recovery પ્રાપ્તિ,বিকল্প পুনরুদ্ধার
વૈકલ્પિક માર્ગ,বিকল্প রুট
વૈકલ્પિક માર્ગ,বিকল্প রাউটিং
વૈકલ્પિક પાટા,বিকল্প ট্র্যাক
ફેરબદલ (= અથવા કામગીરી),বিকল্প (= বা অপারেশন)
વૈકલ્પિક લક્ષણ,বিকল্প বৈশিষ্ট্য
વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી),বিকল্প অস্বীকার (= না-অপারেশন)
અસ્પષ્ટ ભૂલ,অস্পষ্টতা ত্রুটি
અસ્પષ્ટ સંદર્ભ,অস্পষ্ট রেফারেন্স
પ્રાચય,অ্যানালগ
એનાશ -ઉપાડનાર,অ্যানালগ অ্যাডার
મનોલોત્ર,অ্যানালগ চ্যানেল
એનાલોગ કમ્પ્યુટર,অ্যানালগ কম্পিউটার
એનાશ -રૂપાંતર કરનાર,অ্যানালগ রূপান্তরকারী
મનોજ્ analા આંકડા,অ্যানালগ ডেটা
એનાશ -વિભાજક,অ্যানালগ বিভাজক
એનાલોગ સુવિધા ટર્મિન,অ্যানালগ সুবিধা টার্মিনাল
મનોલોગ કાર્ય  જનરેટર,অ্যানালগ ফাংশন  জেনারেটর
મનોરોગ એકીકરણ,অ্যানালগ ইন্টিগ্রেশন
એનાલ -ગુણાકાર,অ্যানালগ গুণক
એનાશિક કાર્યક્રમ,অ্যানালগ প্রোগ্রামিং
એનાલ -સ્તનપાન,অ্যানালগ স্কেলিং
એનાલોગ સંકેત,এনালগ সংকেত
એનાશ સિમ્યુલેશન,অ্যানালগ সিমুলেশন
એનાશ -સ્વીચ,অ্যানালগ সুইচ
પ્રાકૃતિક પદ્ધતિ,অ্যানালগ সিস্টেম
ડિજિટલથી એનાલોગ  એકત્રીકરણ કરનાર,ডিজিটাল অ্যানালগ  রূপান্তরকারী
ડિજિટલથી એનાલોગ  એન્કોડર,ডিজিটাল অ্যানালগ  এনকোডার
મનોલોગ પ્રસારણ,অ্যানালগ সংক্রমণ
એનોગ પ્રકાર,অ্যানালগ প্রকার
વિશ્લેષણ -વિધિ,বিশ্লেষণ ব্লক
વિશ્લેષણ પદ્ધતિ,বিশ্লেষণ মোড
વિશ્લેષણાત્મક,বিশ্লেষণাত্মক ইঞ্জিন
પૂર્વજો,পৈতৃক কাজ
આનુષંગિક સાધનસામગ્રી,আনুষঙ্গিক সরঞ্জাম
અને,এবং
અને સર્કિટ,এবং সার্কিট
અને,এবং উপাদান
અને દરવાજો,এবং গেট
અને માસ્કિંગ,এবং মাস্কিং
અને ઓપરેશન નથી (= બાકાત,এবং অপারেশন নয় (= বর্জন
કામગીરી,এবং অপারেশন
જોડાણ મેમરી,সংযুক্তি স্মৃতি
નોંધણી,টীকা
જાહેરાત કરનાર,ঘোষণা
પાછો જવાબ આપો,উত্তর পাঠাও
જવાબ,উত্তর দেরি
જવાબદાર સમય,উত্তর সময়
જવાબ દીવો,উত্তর প্রদীপ
જવાબ સૂચિ,উত্তর তালিকা
માત્ર,শুধুমাত্র উত্তর
અપેક્ષા -મોડ,প্রত্যাশা মোড
આગોતરક બફર,প্রত্যাশিত বাফারিং
આગોતરક કેરી,প্রত্যাশিত বহন
આગોતરી પેજિંગ,প্রত্যাশিত পেজিং
અસત્ય કામગીરી,অ্যান্টিকোয়েনসেন্স অপারেশন
કૃત્રિમ તત્વ,অ্যান্টিকোইনসেন্টেন্ট উপাদান
અતિશય એન્ટેના,অ্যাপেরিওডিক অ্যান্টেনা
છિદ્ર,অ্যাপারচার কার্ড
છિદ્ર,অ্যাপারচার কোড
છિદ્રનો સમય,অ্যাপারচার সময়
સંલગ્ન,সংযোজন
સંલગ્ન કાર્ય,অ্যাপেন্ডেজ টাস্ক
અરજી વિકાસકર્તા,অ্যাপ্লিকেশন ডেভেলপার
અરજી -સ્તર,আবেদন স্তর
અરજીલક્ષી ભાષા,অ্যাপ্লিকেশন ভিত্তিক ভাষা
અરજી,অ্যাপ্লিকেশন প্যাকেজ
અરજી કાર્યક્રમ,এপ্লিকেশন প্রোগ্রাম
અરજી કાર્યક્રમ,অ্যাপ্লিকেশন প্রোগ্রামিং
અરજી જરૂરી ભાષા,অ্যাপ্লিকেশন প্রয়োজনীয় ভাষা
એપ્લિકેશન સોફ્ટવેર,অ্যাপ্লিকেশন সফ্টওয়্যার
અનુકૂળ,অ্যাপ্লিক
આશરે સિદ્ધાંત,আনুমানিক তত্ত্ব
મનસ્વી પ્રવેશ,স্বেচ্ছাসেবী অ্যাক্সেস
મનસ્વી ક્રમ કમ્પ્યુટર,স্বেচ্ছাসেবী সিকোয়েন্স কম্পিউটার
લવાદી,সালিশ
સ્થાપત્ય,আর্কিটেকচার
આર્કા,সংরক্ষণাগার
વિસ્તાર કોડ,এরিয়া কোড
વિસ્તાર -શોધ,অঞ্চল অনুসন্ধান
વિસ્તાર -તબદીલી,অঞ্চল স্থানান্তর
ક્ષેત્રીય,অঞ্চল পরিবর্তনশীল
દલીલ,যুক্তি
દલીલ સરનામું,যুক্তি ঠিকানা
દલીલ યાદી,যুক্তি তালিকা
અંકગણિત સૂચના,গাণিতিক নির্দেশ
અંકગણિત અને તર્ક એકમ,গাণিতিক এবং যুক্তি ইউনিট
અંકગણિત સોંપણી નિવેદન,গাণিতিক অ্যাসাইনমেন্ট বিবৃতি
અંકગણિત તપાસ,গাণিতিক চেক
ન્યાયશાસ્ત્ર,পাটিগণিত ধ্রুবক
અંકગણિત,গাণিতিক রূপান্তর
સમાંતરતર ડેટા,গাণিতিক ডেটা
અંકગણિત અપવાદ,পাটিগণিত ব্যতিক্রম
અંકગણિત અભિવ્યક્તિ,গাণিতিক অভিব্যক্তি
અંકગણિત નિયત બિંદુ,গাণিতিক স্থির পয়েন্ট
અંકગણિત વંશવેલો,পাটিগণিত শ্রেণিবিন্যাস
અંકગણિત જો નિવેદન,বিবৃতি যদি গাণিতিক
ન્યાયશાસ્ત્રનું તર્કશાસ્ત્ર,গাণিতিক যুক্তি
અંકગણિત તર્ક એકમ,গাণিতিক যুক্তি ইউনিট
ન્યાયશાસ્ત્ર કામગીરી,পাটিগণিত অপারেশন
સમેટાં પ્રપણ,পাটিগণিত অপারেটর
અંકગણિત ઓવરફ્લો,পাটিগণিত ওভারফ্লো
અંકગણિત ચિત્ર -માહિતી,গাণিতিক ছবির ডেটা
અંકગણિત અગ્રતા,গাণিতিক অগ্রাধিকার
અંકગણિત પ્રાથમિક,গাণিতিক প্রাথমিক
અંકગણિત રજિસ્ટર,গাণিতিক নিবন্ধ
અંકગણિત સંબંધ,গাণিতিক সম্পর্ক
અંકગણિત સ્કેન,গাণিতিক স্ক্যান
અંકગણિત વિભાગ,গাণিতিক বিভাগ
અંકગણિત પાળી,গাণিতিক শিফট
અંકગણિત,গাণিতিক স্থানান্তর
અંકગણિત નિવેદન,পাটিগণিত বিবৃতি
ન્યાયશાસ્ત્રની મુદત,গাণিতিক শব্দ
અંકગણિત,পাটিগণিত আন্ডারফ্লো
અંકગણિત એકમ,গাণিতিক ইউনিট
કળ,অ্যারে
એરે બાઉન્ડ,অ্যারে বাউন্ড
એરે કમ્પ્યુટર,অ্যারে কম্পিউটার
એરેનું પરિમાણ,অ্যারে মাত্রা
એરે તત્વ,অ্যারে উপাদান
અભિવ્યક્તિ,অ্যারে এক্সপ্রেশন
એરે નામ,অ্যারের নাম
રચના,কাঠামোর অ্যারে
એરે મુદ્રણ,অ্যারে প্রিন্টিং
એરે પ્રક્રિયા,অ্যারে প্রসেসিং
એરે પ્રોસેસર,অ্যারে প্রসেসর
સ્પષ્ટ મુદ્દો,বক্তৃতা পয়েন্ট
કૃત્રિમ માન્યતા,কৃত্রিম জ্ঞান
કૃત્રિમ બુદ્ધિ,কৃত্রিম বুদ্ধিমত্তা
કૃત્રિમ ભાષા,কৃত্রিম ভাষা
કૃત્રિમ ચલ,কৃত্রিম পরিবর্তনশীল
કળા -એપ્લિકેશન ડેટા બેંક,আর্টস অ্যাপ্লিকেশন ডেটা ব্যাংক
કલાકાર -અરજી,আর্টস অ্যাপ্লিকেশন সংগীত
કળા -એપ્લિકેશન પેટર્ન જનરેશન,আর্টস অ্যাপ্লিকেশন প্যাটার্ন জেনারেশন
ચડતું,আরোহী
ચ ascતો સ .ર્ટ,আরোহী বাছাই
અયોગ્ય,Ascil
ASCII નિયંત્રણ પાત્ર,ASCII নিয়ন্ত্রণ চরিত্র
ASCII કી બોર્ડ,ASCII কী বোর্ড
દૃષ્ટિ,দিক
પાસા અને,দিক এবং
ભેગા,একত্রিত করা
ભેગા થયેલા મૂળ,একত্রিত উত্স
એકત્રીકરણ સમયગાળો,সময়কাল একত্রিত করুন
ભેગા કરનાર,এসেম্বলার
એસેમ્બલ નિર્દેશક,এসেম্বলার ডাইরেক্টিভ
ભેળસેળ કરવાની સુવિધા,এসেম্বলার সুবিধা
જોડાયેલી ભાષા,এসেম্বলার ভাষা
એકત્રીકરણ,একত্রিত
ભેગા કરવાનો તબક્કો,সমাবেশ পর্ব
એકત્રીકરણ સમય,সময় একত্রিত
વિધાનસભા,সমাবেশ
સભા,এসেম্বলি
સભા ભાષા કાર્યક્રમ,অ্যাসেম্বলি ল্যাঙ্গুয়েজ প্রোগ্রামিং
એસેમ્બલી ભાષા સ software ફ્ટવેર સુગમતા,সমাবেশ ভাষা সফ্টওয়্যার নমনীয়তা
સભા સૂચિ,সমাবেশ তালিকা
સભા તબક્કા,সমাবেশ পর্ব
વિધાનસભા દિનચર્યા,সমাবেশ রুটিন
સભા સમય,সমাবেশ সময়
સભા એકમ,সমাবেশ ইউনিট
સોંપણી અનુક્રમણિકા,অ্যাসাইনমেন্ট ইনডেক্সিং
સોંપણી કામગીરી,অ্যাসাইনমেন্ট অপারেশন
સોંપણી પત્રક,নিয়োগ বিবৃতি
સંલગ્ન સંબોધન,সহযোগী ঠিকানা
સહયોગી એરે રજિસ્ટર,সহযোগী অ্যারে রেজিস্টার
સહ -મુખ્ય,সহযোগী কী
એકસમાન ભાષા,সহযোগী ভাষা
સંલગ્ન મેમરી,সহযোগী স্মৃতি
સંલગ્ન સંગ્રહ,সহযোগী স্টোরেজ
ધારેલો દશાંશ બિંદુ,দশমিক বিন্দু ধরে নেওয়া
અસમપ્રમાણ ઉપકરણ,অসমমিত ডিভাইস
અસમપ્રમાણતા I/O,অসমমিত আই/ও
અસુમેળવાળું,অ্যাসিঙ্ক্রোনাস
અસમકાલીન કમ્પ્યુટર,অ্যাসিঙ্ক্রোনাস কম্পিউটার
અસમકાલીન ડેટા સ્થાનાંતરણ,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সফার
અસુમેળ ડેટા પ્રસારણ,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সমিশন
અસુમેળ ઉપકરણો,অ্যাসিঙ্ক্রোনাস ডিভাইস
અસુમેળ,অ্যাসিঙ্ক্রোনাস অপারেশন
અસમકાલીન સંકેત,অ্যাসিঙ্ক্রোনাস সিগন্যালিং
અસુમેળ સમય વિભાગ મલ્ટીપ્લેક્સિંગ,অ্যাসিঙ্ক্রোনাস সময় বিভাগ মাল্টিপ্লেক্সিং
અસુમેળ,অ্যাসিঙ্ক্রোনাস ট্রান্সমিশন
અસમકાલીન કાર્યકારી,অ্যাসিঙ্ক্রোনাস ওয়ার্কিং
જોડાયેલ પ્રક્રિયા,সংযুক্ত প্রক্রিয়াজাতকরণ
જોડાયેલ પ્રોસેસર,সংযুক্ত প্রসেসর
જોડાયેલ સપોર્ટ પ્રોસેસર,সংযুক্ত সমর্থন প্রসেসর
ઉપસ્થિત કામગીરી,অপারেশন উপস্থিত
ઉપસ્થિત ટ્રેઇલ પ્રિંટર,ট্রেল প্রিন্টারে অংশ নিয়েছেন
વિક્ષેપ,মনোযোগ বাধা
ધ્યાન,মনোযোগ কী
વ્યવહાલ,মনোযোগ
વિકેન્દ્રિત સ્થિરતા,অবিচ্ছিন্ন ধ্রুবক
વ્યથિત વિકૃતિ,মনোযোগ বিকৃতি
વિકેન્દ્રિત બરાબરી,মনোযোগ সমতুল্য
હલકાઈ કરનાર,অ্যাটেনুয়েটর
લક્ષણ,বৈশিষ্ট্য
શ્રાહ,শ্রাবণ অ্যালার্ম
Audio ડિઓ કેસેટ,অডিও ক্যাসেট
Ation ડિઓની તપાસ,অডিও তদন্ত
Audષધિ,অডিও লাইন
Audio ડિઓનો પ્રતિભાવ,অডিও প্রতিক্রিয়া
