Bengali,Marathi
অ্যাকাউন্ট হেড,खाते डोके
অর্জিত সুবিধা,जमा लाभ
পেনশন আদায়,जमा पेन्शन
জমা,संचय
সঠিকতা,अचूकता
নির্ভুল,अचूक
অভিযোগ,आरोप
অভিযুক্ত,आरोपी
অর্জন,यश
স্বীকৃতি,पोचपावती
স্বীকৃতি বকেয়া,पावती देय
পরিচিত,ओळखी
অধিগ্রহণ,संपादन
খালাস,शोध
আইন,कायदा
অভিনয় ভাতা,अभिनय भत्ता
কর্ম,क्रिया
অ্যাকশন প্ল্যান,कृती योजना
সক্রিয়,सक्रिय
সক্রিয়ভাবে,सक्रियपणे
কর্মী,कार्यकर्ता
Of শ্বরের আইন,देवाची करणी
অসদাচরণের আইন,गैरवर्तन कायदा
কমিশন ও বাদ দেওয়া আইন,कमिशनचे कार्य आणि वगळणे
আসল,वास्तविक
বাস্তব,वास्तविक
অভিযোজন,रुपांतर
সংযোজন,या व्यतिरिक्त
অতিরিক্ত চার্জ,अतिरिक्त शुल्क
অতিরিক্ত তহবিল,अतिरिक्त निधी
অতিরিক্ত অনুদান,अतिरिक्त अनुदान
অতিরিক্ত তথ্য,अतिरिक्त माहिती
অতিরিক্ত বেতন,अतिरिक्त वेतन
সংযোজন এবং পরিবর্তন,जोड आणि बदल
ঠিকানা,पत्ता
ঠিকানা,पत्ता
স্বাগত ঠিকানা,स्वागताचा पत्ता
পর্যাপ্ত,पुरेसे
মেনে চলুন,चे पालन करा
অ্যাডহক,अ‍ॅड हॉक
অ্যাডহক দাবি,तदर्थ दावा
তদর্থক কমিটি,तदर्थ समिती
অ্যাডহক বৃদ্ধি,तदर्थ वाढ
অ্যাডহক পেমেন্ট,तदर्थ देयक
সংলগ্ন,समीप
সংলগ্ন (= সংহত),शेजारी (= संमिश्र)
স্থগিতাদেশ,तहकूब
স্থগিতের গতি,तहकूब गती
রায়,सहभाग
বিচারক,न्यायाधीश
বিচার,निर्णय
বিচারক,न्यायाधीश
সামঞ্জস্য,समायोजन
প্রশাসনিক,प्रशासकीय
শপথ পরিচালনা করুন,शपथ प्रशासित करा
প্রশাসন,प्रशासन
বিচার প্রশাসন,न्याय प्रशासन
প্রশাসনিক,प्रशासकीय
প্রশাসনিক ক্রিয়া,प्रशासकीय कारवाई
প্রশাসনিক মূল্যায়ন,प्रशासकीय मूल्यांकन
প্রশাসনিক অনুমোদন,प्रशासकीय मान्यता
প্রশাসনিক কর্তৃপক্ষ,प्रशासकीय अधिकार
প্রশাসনিক নিয়ন্ত্রণ,प्रशासकीय नियंत्रण
প্রশাসনিক সিদ্ধান্ত,प्रशासकीय निर्णय
প্রশাসনিক দপ্তর,प्रशासकीय विभाग
প্রশাসনিক মাথা,प्रशासकीय प्रमुख
প্রশাসনিক সদর দফতর,प्रशासकीय मुख्यालय
প্রশাসনিক ব্যবস্থা,प्रशासकीय उपाय
প্রশাসনিক শক্তি,प्रशासकीय शक्ती
প্রশাসনিক অনুমোদন,प्रशासकीय मंजुरी
প্রশাসনিক কৌশল,प्रशासकीय तंत्र
প্রশাসনিক ট্রাইব্যুনাল,प्रशासकीय न्यायाधिकरण
প্রবেশযোগ্যতা,प्रवेशयोग्यता
স্বীকৃত ব্যয়,स्वीकार्य खर्च
স্বীকার করুন,कबूल करा
ভর্তি কার্ড,प्रवेश कार्ड
ভর্তি,दाखल
উপদেশ,सूचना
গ্রহণ,दत्तक
গ্রহণকারী,दत्तक
গ্রহণ,दत्तक
প্রাপ্তবয়স্ক,प्रौढ
ভেজাল,भेसळ
ব্যভিচার,व्यभिचार
প্রাপ্তবয়স্ক ভোটাধিকার,प्रौढ मताधिकार
বিজ্ঞাপন ভ্যালোরেম ডিউটি,अ‍ॅड व्हॅलोरम ड्यूटी
অগ্রিম,प्रगती
আগাম বুকিং,अ‍ॅडव्हान्स बुकिंग
অগ্রিম অনুলিপি,आगाऊ प्रत
অগ্রিম বৃদ্ধি,आगाऊ वाढ
অগ্রিম প্রদান,आगाऊ भरणा
প্রতিকূল এন্ট্রি,प्रतिकूल प्रविष्टी
বিরূপ মন্তব্য,प्रतिकूल टीका
প্রতিকূল প্রতিবেদন,प्रतिकूल अहवाल
বিজ্ঞাপন,जाहिरात
পরামর্শ,सल्ला
অর্থ প্রদানের পরামর্শ,देयकाचा सल्ला
উপদেষ্টা কমিটি,सल्लागार समिती
উপদেষ্টা পরিষদ,सल्लागार परिषद
অ্যাডভোকেট,वकिली
বিষয়,घडामोडी
হলফনামা,प्रतिज्ञापत्र
অধিভুক্তি,संलग्नता
নিশ্চিতকরণ,पुष्टीकरण
ইতিবাচক,होकारार्थी
সামর্থ্য,परवाना
উপরোক্ত,उपरोक्त
নতুন করে,पुन्हा
বিরুদ্ধে,विरुद्ध
বয়স,वय
বয়স শংসাপত্র,वय प्रमाणपत्र
ভোটাধিকার জন্য বয়স,मताधिकार वय
বয়স সীমা,वय मर्यादा
এজেন্সি,एजन्सी
আলোচ্যসূচি,अजेंडा
অবসর বয়স,सेवानिवृत्तीचे वय
তদারকির বয়স,अधोरेखित वय
সমষ্টি,एकत्रिकरण
আক্রান্ত,संताप
আন্দোলন,आंदोलन
এজিএম,एजीएम
চুক্তি,करार
চুক্তি ফর্ম,करार फॉर्म
কৃষি,शेती
শস্য উৎপাদন কেন্দ্র,कृषी-उद्योग
সাহায্য,मदत
অ্যালার্ম,गजर
সতর্কতা,सतर्कता
ওরফে,उर्फ
অভিযোগ,आरोप
আনুগত্য,निष्ठा
জোট,युती
মিত্র পরিষেবা,संबद्ध सेवा
সমস্ত অন্তর্ভুক্ত ব্যয়,सर्व समावेशक किंमत
সমস্ত ভারত পরিষেবা,अखिल भारतीय सेवा
বরাদ্দ,वाटप
বরাদ্দ,वाटप
বরাদ্দ চিঠি,वाटप पत्र
বরাদ্দ,अ‍ॅलोटी
অনুমোদিত,परवानगीयोग्य
অনুমোদিত ব্যয়,अनुमत खर्च
একটি আপিলের অনুমতি দিন,अपीलला परवानगी द्या
ভাতা,भत्ता
সমস্ত অধিকার সংরক্ষিত,सर्व हक्क राखीव
বর্ণমালা অর্ডার,वर्णमाला क्रम
বিক্ষোভ,भांडण
বিকল্প,वैकल्पिक
বিকল্প,पर्यायी
সংমিশ্রণ,एकत्रिकरण
সংশোধিত খসড়া,सुधारित मसुदा
সংশোধন,दुरुस्ती
সুযোগ,सुविधा
মায়াময়,मैत्रीपूर्ण
গোলাবারুদ,दारूगोळा
Debt ণের or ণদান,कर्जाचे or न्टायझेशन
পরিমাণ,रक्कम
পেনশন পরিমাণ,पेन्शनची रक्कम
সাদৃশ্য পোস্ট,समान पोस्ट
বিশ্লেষণ,विश्लेषण
বিশ্লেষণাত্মক অধ্যয়ন,विश्लेषणात्मक अभ्यास
পূর্বপুরুষ,पूर्वज
আনুষঙ্গিক শিল্প,सहायक उद्योग
শত্রুতা,वैर
সংযুক্তি,जोड
বার্ষিকী,वर्धापनदिन
ঘোষণা,घोषणा
বিরক্তি,त्रास
বার্ষিক আর্থিক বিবৃতি,वार्षिक आर्थिक विधान
বার্ষিক প্রতিবেদন,वार्षिक अहवाल
বার্ষিকী,वार्षिकी
বেনামে,अज्ञात
বেনামে অভিযোগ,अज्ञात तक्रार
উত্তরযোগ্যতা,उत्तरदायित्व
উত্তরপত্র,उत्तरपत्रिका
বিরোধী,विरोधी
পূর্বসূরি,पूर्वज
প্রত্যাশিত ব্যয়,अपेक्षित खर्च
প্রত্যাশিত আয়,अपेक्षित उत्पन्न
অগ্রজ্ঞান,अपेक्षा
প্রত্যাশিত জামিন,अपेक्षित जामीन
দুর্নীতি দমন ব্যবস্থা,भ्रष्टाचारविरोधी उपाय
অ্যান্টি-ডাম্পিং,अँटी-डंपिंग
প্রাচীন,प्राचीन
বর্ণবাদ,वर्णभेद
উদাসীনতা,औदासिन्य
অ্যাপেক্স বডি,शिखर शरीर
ক্ষমা প্রার্থনা,दिलगिरी
আবেদন,अपील
চেহারা,देखावा
সন্তুষ্টি,शांतता
আপিল ট্রাইব্যুনাল,अपील न्यायाधिकरण
পরিশিষ্ট,परिशिष्ट
যন্ত্রপাতি,उपकरण
প্রযোজ্য,लागू
প্রার্থী,अर्जदार
আবেদন,अर्ज
আবেদনপত্র,अर्ज
প্রয়োগ,लागू
প্রয়োগ করুন,अर्ज करा
নিয়োগ,नेमणूक
কর্তৃপক্ষ নিয়োগ,अधिकाराची नेमणूक
অ্যাপয়েন্টমেন্ট,नियुक्ती
নিয়োগপত্র,नियुक्ती पत्र
মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি,मंत्रिमंडळाची नेमणूक समिती
মজুরির অংশ,वेतनाचे विभाजन
মূল্যায়ন,मूल्यमापन
মূল্যায়নকারী,मूल्यांकनकर्ता
প্রশংসা,कौतुक
আশঙ্কা,भीती
শিক্ষানবিশ,शिकाऊ उमेदवार
পদ্ধতির,संपर्क साधा
যথাযথ,योग्य
যথাযথ ব্যবস্থা,योग्य कृती
উপযুক্ত মাথা,योग्य डोके
বরাদ্দ,विनियोग
অনুমোদন,मान्यता
আনুমানিক,अंदाजे
বুদ্ধিমত্তার পরীক্ষা,योग्यता चाचणी
ইচ্ছামত,अनियंत्रित
সালিশ,लवाद
সালিশ,लवाद
আরবিট্রেশন ট্রাইব্যুনাল,लवाद न्यायाधिकरण
সালিস,लवाद
আর্কিটেকচার,आर्किटेक्चर
সংরক্ষণাগার,संग्रहण
অঞ্চল,क्षेत्र
অঞ্চল সদর দফতর,क्षेत्र मुख्यालय
যুক্তি,युक्तिवाद
উত্থিত,उद्भवू
সশস্ত্র বাহিনী,सशस्त्र सेना
ব্যবস্থা,व्यवस्था
বকেয়া,थकबाकी
বকেয়া বিবৃতি,थकबाकी विधान
আগমনের প্রতিবেদন,आगमन अहवाल
অহংকার,गर्विष्ठपणा
আর্সেনাল,शस्त्रागार
নিবন্ধ,लेख
সমিতির নিবন্ধ,संघटनेचा लेख
নিবন্ধ,लेख
উর্দ্ধক্রমানুসারে,चढत्या ऑर्डर
নিরূপণ করা,निश्चित करा
যেমনটি যেখানে,कोठे आहे
দিক,पैलू
Aspersion,भ्रष्टाचार
হত্যাকাণ্ড,हत्या
হামলা,हल्ला
একত্রিত করা,एकत्र करा
সমাবেশ,असेंब्ली
সম্মতি,मान्यता
জাহির করা,ठामपणे
মূল্যায়নকারী,निर्धारक
মূল্যায়ন,मूल्यांकन
মূল্যায়ন বছর,मूल्यांकन वर्ष
মূল্যায়নকারী,मूल्यांकनकर्ता
সম্পদ,मालमत्ता
Assignee,असिशात
অ্যাসাইনমেন্ট,असाइनमेंट
নিয়োগকারী,असाइनर
সহায়তা,सहाय्य
সহযোগী,सहयोगी
সংঘ,असोसिएशन
চার্জ অনুমান,शुल्काची धारणा
আশ্বাস,आश्वासन
আশ্বাস সংস্থা,आश्वासन कंपनी
আশ্বাস,आश्वासन
ছাড় এ,सूट वर
পারমাণবিক শক্তি,अणु शक्ती
সমমূল্যে,समम वर
প্রিমিয়ামে,प्रीमियमवर
সংযুক্ত,संलग्न करा
সংযুক্ত অফিস,संलग्न कार्यालय
সংযুক্তি,संलग्नक
সংযুক্তি আদেশ,संलग्नक ऑर्डर
অর্জন,प्राप्ती
চেষ্টা,प्रयत्न
উপস্থিতি,उपस्थिती
উপস্থিতি নিবন্ধ,उपस्थिती नोंदणी
উপস্থিতি স্লিপ,उपस्थिती स्लिप
মনোযোগ,लक्ष
সত্যতা,प्रमाणीकरण
সত্যায়িত অনুলিপি,प्रमाणित प्रत
মনোভাব,वृत्ती
আকর্ষণীয় বেতন,आकर्षक पगार
নিলাম,लिलाव
নিলামকারী,लिलाव
নিলাম বিক্রয়,लिलाव विक्री
শ্রোতা,प्रेक्षक
অডিও-ভিজ্যুয়াল ডিসপ্লে,ऑडिओ-व्हिज्युअल प्रदर्शन
অডিও-ভিজ্যুয়াল প্রচার,ऑडिओ-व्हिज्युअल प्रसिद्धी
নিরীক্ষা,ऑडिट
নিরীক্ষিত অ্যাকাউন্ট,ऑडिट खाती
নিরীক্ষিত ব্যালেন্স শীট,ऑडिट बॅलन्स शीट
নিরীক্ষণ,ऑडिटिंग
নিরীক্ষা আপত্তি,ऑडिट आक्षेप
নিরীক্ষকের প্রতিবেদন,ऑडिटरचा अहवाल
অডিটোরিয়াম,सभागृह
অডিট অনুচ্ছেদ,ऑडिट परिच्छेद
অডিট রিপোর্ট,ऑडिट अहवाल
কঠোরতা,कठोरता
কঠোরতা ব্যবস্থা,कठोरपणाचे उपाय
খাঁটি,अस्सल
অনুমোদিত প্রতিনিধি,अधिकृत प्रतिनिधी
কর্তৃত্বমূলক,अधिकृत
কর্তৃপক্ষ,अधिकार
কর্তৃপক্ষের চিঠি,प्राधिकरण पत्र
অনুমোদিত,अधिकृत
স্বীকৃত মূলধন,अधिकृत भांडवल
স্বয়ংক্রিয়,स्वयंचलित
স্বায়ত্তশাসিত,स्वायत्त
স্বায়ত্তশাসিত শরীর,स्वायत्त शरीर
স্বায়ত্তশাসন,स्वायत्तता
সহায়ক,सहाय्यक
উপলব্ধ,उपलब्ध
গড়,सरासरी
গড় ছুটি,सरासरी रजा
বিপর্যয়,प्रतिकार
এড়ানো,टाळतो
এড়াতে,टाळा
কর এড়ানো,कर टाळणे
অপেক্ষা করছি,प्रतीक्षा केली
পুরষ্কার,पुरस्कार
পুরষ্কার কর্তৃপক্ষ,पुरस्कार प्राधिकरण
সচেতনতা,जागरूकता
ব্যাকডেটেড,बॅकडेटेड
পটভূমি,पार्श्वभूमी
জমা কাজ,परत लॉग
ফিরে,मागे होणे
পিছনে রেফারেন্স,परत संदर्भ
ব্যাক আপ,बॅक अप
পশ্চাদপদ শ্রেণি,मागास वर्ग
পশ্চাদপদ উপজাতি,मागास जमाती
খারাপ দর কষাকষি,वाईट सौदा
খারাপ আচরণ,वाईट वागणं
খারাপ চরিত্র,वाईट वर्ण
খারাপ জলবায়ু ভাতা,वाईट हवामान भत्ता
খারাপ আচরণ,वाईट आचरण
খারাপ ঋণ,वाईट कर्ज
লাগেজ,सामान
জামিন,जामीन
ভারসাম্য,शिल्लक
ভারসাম্য নামা,शिल्लक खाली आणले
ভারসাম্য এগিয়ে আনা,शिल्लक पुढे आणले
সুষম বাজেট,संतुलित बजेट
ব্যালেন্স শীট,शिल्लक पत्रक
ব্যালট,मतपत्रिका
ব্যালট বাক্স,मतपेटी
ভোট পত্র,मतपत्रिका
নিষেধাজ্ঞা,बंदी
ব্যাংক,बँक
ব্যাংক হিসাব,बँक खाते
ব্যাংক ভারসাম্য,बँक बॅलन्स
ব্যাংক চার্জ,बँक शुल्क
ব্যাংক গ্যারান্টি,बँक हमी
ব্যাংক ছুটির দিন,बँक सुट्टी
ব্যাংকিং সুবিধা,बँकिंग सुविधा
ব্যাংকিং সময়,बँकिंग तास
ব্যাংকিং লেনদেন,बँकिंग व्यवहार
ব্যাংক হার,बँक दर
ব্যাংক পুনর্মিলন,बँक सलोखा
দেউলিয়া,दिवाळखोर
ব্যাংক সুরক্ষা,बँक सुरक्षा
ব্যাংক দলিল,बँक स्टेटमेंट
বনভোজন,मेजवानी
বার কাউন্সিল,बार कौन्सिल
দর কষাকষি,सौदा
দর কষাকষি,बार्गेनिंग
অনুর্বর জমি,नापीक जमीन
বার্টার,बार्टर
বেস,पाया
ভিত্তিহীন,निराधार
বেসমেন্ট,तळघर
ভিত্তিবছর,बेस वर्ष
বেসিক,मूलभूत
মূলত,मूलभूतपणे
বেসিক বুদ্ধি,मूलभूत बुद्धिमत्ता
মূল বেতন,मूलभूत वेतन
বেতনের প্রাথমিক স্কেল,मूलभूत वेतन
মৌলিক প্রশিক্ষণ,मूलभूत प्रशिक्षण
ভিত্তি,आधार
ব্যাচ,बॅच
ব্যাচ নাম্বার,बिल्ला क्रमांक
বহনকারী চেক,वाहक तपासणी
উদ্ধৃত করার আগে,उद्धृत करण्यापूर्वी
আচরণ,वर्तन
বিশ্বাস,विश्वास
নীচে নীচে,समम खाली
এজলাস,खंडपीठ
মাপকাঠি,बेंचमार्क
উপকারী,फायदेशीर
মৃত ব্যক্তির সম্পত্তির উত্তরাধিকারী,लाभार्थी
উপকার,फायदा
দ্বিধার সুবিধা,संशयाचा फायदा
দানশীলতা,परोपकार
দানশীল তহবিল,बेनिव्हॉलेंट फंड
উইল,निर्विकार
উইল,वकील
শোক,शोक
সেরা প্রচেষ্টা,सर्वोत्तम प्रयत्न
উন্নততা,बेटरमेंट
পক্ষপাত,पूर्वाग्रह
পক্ষপাতদুষ্ট মতামত,पक्षपाती मत
গ্রন্থপঞ্জি,ग्रंथसूची
দ্বিবার্ষিক,द्विवार्षिक
দ্বিখণ্ডিত,द्विपक्षीय
বিগামি,बिगॅमी
দ্বিপক্ষীয়,द्विपक्षीय
দ্বিভাষিক,द्विभाषिक
দ্বিখণ্ডিত,द्विभाषिक
বিল,बिल
বিনিময় বিল,विनिमयाची पावती
দ্বিখণ্ডিত প্রতিবেদন,द्विपक्षीय अहवाल
বাঁধাই,बंधनकारक
বায়োডাটা,बायोडाटा
দ্বিপক্ষীয়,द्विपक्षीय
দ্বিপক্ষীয় চুক্তি,द्विपक्षीय करार
জন্ম বার্ষিকী,वर्धापन दिन
জন্ম সনদ,जन्म प्रमाणपत्र
জন্ম নিয়ন্ত্রণ,जन्म नियंत्रण
জন্ম তারিখ,जन्मदिनांक
জন্মের জায়গা,जन्म ठिकाण
জন্ম হার,जन्म दर
দ্বিপক্ষীয়,द्विपक्षीय
কালো অর্থনীতি,काळा अर्थव्यवस्था
কালো তালিকা,काळा यादी
ব্ল্যাকমেল,ब्लॅकमेल
কালোবাজার,काळा बाजार
দোষ,दोष
ফাঁকা চেক,रिक्त तपासणी
কম্বল ডিল,ब्लँकेट डील
কম্বল আদেশ,ब्लँकेट ऑर्डर
বিস্ফোরণ,ब्लास्ट
মিশ্রণ,मिश्रण
ব্লক,ब्लॉक
অবরোধ,नाकेबंदी
অবরুদ্ধ মূলধন,अवरोधित भांडवल
ব্লক লেটার,ब्लॉक लेटर
রক্তদান,रक्तदान
রক্ত সম্পর্ক,रक्त संबंध
নীল কলার কাজ,ब्लू कॉलर जॉब
ব্লুপ্রিন্ট,ब्लूप्रिंट
ব্লাফ,ब्लफ
বোর্ড,बोर्ड
বোর্ডিং এবং থাকার ব্যবস্থা,बोर्डिंग आणि लॉजिंग
পরিচালনা পর্ষদ,संचालक मंडळ
রাজস্ব বোর্ড,महसूल मंडळ
দেহ,शरीर
দেহরক্ষী,अंगरक्षक
বোগাস ভাউচার,बोगस व्हाउचर
সদিচ্ছা,बोनाफाइड्स
বন্ধন,बाँड
চুক্তিভুক্ত শ্রমিক,बंधनकारक कामगार
বোনাস,बोनस
বুকিং অফিস,बुकिंग कार्यालय
বই-রক্ষক,बुक-कीपर
বই-রক্ষণাবেক্ষণ,पुस्तक ठेवणे
পুস্তিকা,पुस्तिका
রেফারেন্স বই,संदर्भ पुस्तक
বই মান,पुस्तक मूल्य
বুথ,बूथ
বুথ ক্যাপচারিং,बूथ कॅप्चरिंग
সীমান্ত ভাতা,सीमा भत्ता
বর্ডার লাইন,सीमारेषा
Or ণগ্রহীতা,कर्जदार
Orrow ণ ক্ষমতা,कर्ज घेण्याची शक्ती
বস,बॉस
বাধা,अडथळा
বন্ধনী,कंस
সীমানা,सीमा
বয়কট,बहिष्कार
মেধা পাচার,बुध्दीमानांची गळती
শাখা কার্যালয়,शाखा कार्यालय
লঙ্ঘন,उल्लंघन
চুক্তি লঙ্ঘন,कराराचा भंग
আত্মবিশ্বাস লঙ্ঘন,आत्मविश्वासाचा भंग
চুক্তি লঙ্ঘন,करारभंग
শৃঙ্খলা লঙ্ঘন,शिस्तीचा भंग
আইন লঙ্ঘন,कायद्याचा भंग
শান্তি লঙ্ঘন,शांततेचा भंग
অধিকার লঙ্ঘন,विशेषाधिकार उल्लंघन
প্রতিশ্রুতি লঙ্ঘন,वचन उल्लंघन
নিয়ম লঙ্ঘন,नियम उल्लंघन
বিশ্বাস ভঙ্গ,विश्वास उल्लंघन
বিরতি,ब्रेक
ভাঙ্গা,यंत्रातील बिघाड
পরিষেবা বিরতি,सेवेत ब्रेक
বিচ্ছিন্ন,ब्रेक-अप
প্রজনন,प्रजनन
ঘুষ,लाच
সংক্ষিপ্ত,संक्षिप्त
সারসংক্ষেপ,संक्षिप्त
সংক্ষিপ্ত পুনঃসূচনা,संक्षिप्त सारांश
উজ্জ্বল রেকর্ড,चमकदार रेकॉर्ड
নোটিশ আনুন,लक्षात घ्या
সম্প্রচার,प्रसारण
ব্রডশিট,ब्रॉडशीट
ব্রোশিওর,माहितीपत्रक
দালালি,दलाली
এগিয়ে আনা (বি/এফ),पुढे आणले (बी/एफ)
বাজেট বরাদ্দ,अर्थसंकल्प वाटप
বুগেটারি নিয়ন্ত্রণ,बगेटरी कंट्रोल
বাজেটের অনুমান,अर्थसंकल्प अंदाज
বাজেট বিধান,अर्थसंकल्प तरतूद
বিল্ডিং,इमारत
স্তূপ,बल्क
বাল্ক ক্রয়,मोठ्या प्रमाणात खरेदी
বুলেটিন,बुलेटिन
বাম্পার ফসল,बम्पर पीक
শূন্যপদ গুচ্ছ,रिक्त जागा
বাংগল,बंगळ
আমলাতন্ত্র,नोकरशाही
আমলা,नोकरशाही
ব্যবসায়িক শ্রেণী,व्यवसाय वर्ग
ব্যবসায়ের সময় (= ব্যবসায়ের ঘন্টা),व्यवसाय तास (= व्यवसायाचे तास)
ব্যবসায়ী,व्यापारी
কিনুন,परत खरेदी
ক্রেতা,खरेदीदार
বাই নির্বাচন (= নির্বাচনের মাধ্যমে),बाय निवडणूक (= निवडणुकीद्वारे)
হাতের দ্বারা,हाताने तयार केलेल्या
পোস্ট দ্বারা,पोस्टाने
কেবিন লাগেজ,केबिन बॅगेज
মন্ত্রিসভা,कपाट
ক্যাডার,केडर
বিপর্যয়,आपत्ती
গণনা,गणना
ক্যালেন্ডার বছর,कॅलेंडर वर्ष
প্রচার,मोहीम
ক্যাম্পাস,कॅम्पस
ক্যাম্পাসের সাক্ষাত্কার,कॅम्पस मुलाखत
বাতিল,रद्द करा
বাতিল,रद्द
প্রার্থী,उमेदवार
প্রার্থিতা,उमेदवारी
ক্যানভাসিং,कॅनव्हासिंग
ক্ষমতা,क्षमता
সক্ষম,सक्षम
ক্ষমতা,क्षमता
মূলধন,भांडवल
মূলধন ব্যয়,भांडवली खर्च
মৃত্যুদণ্ড,फाशीची शिक्षा
ক্যাপিটেশন ফি,कॅपिटेशन फी
ক্যাপচার,कॅप्चर
যত্ন,काळजी
ক্যারিয়ার,करिअर
পেশার উন্নয়ন,करिअर विकास
তত্ত্বাবধায়ক সরকার,काळजीवाहू सरकार
এগিয়ে নিয়ে যাওয়া (সি/এফ),पुढे नेले (सी/एफ)
জের টানা,पुढे जा
পরিবহণ খরচ,वाहून नेणारा खर्च
বহন করুন,वर जा
কার্টেজ,कार्टेज
কেস,केस
কেস স্টাডি,केस स्टडी
নগদ,रोख
নগদ ভারসাম্য,रोख शिल्लक
নগদ বই,रोख पुस्तक
টাকার কার্ড,रोख कार्ड
নগদ শংসাপত্র,रोख प्रमाणपत्र
টাকা প্রদান কেন্দ্র,रोख काउंटर
অর্থকরী ফসল,नगदी पिक
নগদ ছাড়,रोख सूट
নগদ ডাউন,कॅश डाउन
হাতে নগদ,हातात रोख
নগদ মেমো,रोख मेमो
নগদে টাকা প্রদান,रोख देय
জাত,जात
বর্ণের শংসাপত্র,जातीचे प्रमाणपत्र
দুই মেয়ে,कास्टिंग मत
নৈমিত্তিক,प्रासंगिक
নৈমিত্তিক শ্রম,प्रासंगिक कामगार
নৈমিত্তিক ছুটি,प्रासंगिक रजा
দুর্ঘটনা,कॅज्युअल्टी
নৈমিত্তিক কর্মখালি,प्रासंगिक रिक्त जागा
ক্যাটালগ,कॅटलॉग
শ্রেণিবদ্ধ,वर्गीकरण
বিভাগ,वर्ग
খাদ্য পরিবেশন সেবা,केटरिंग सेवा
সতর্ক করা,सावधगिरी
সতর্কতা টাকা,सावधगिरीचे पैसे
আগুন বন্ধ,आग बंद करा
"সিলিং (""দাম"" হিসাবে)","कमाल मर्यादा (""किंमत"" म्हणून)"
উদযাপন,उत्सव
মুঠোফোন,सेल फोन
সেন্সর,सेन्सॉर
সেন্সর,सेन्सॉर
সেন্সর গতি,सेन्सॉर मोशन
জনগণনা,जनगणना
কেন্দ্রীয় সেস,मध्यवर्ती उपकर
কেন্দ্রীয় সিভিল সার্ভিস বিধি,केंद्रीय नागरी सेवा नियम
কেন্দ্রীয় আবগারি,केंद्रीय उत्पादन शुल्क
কেন্দ্রীয় সরকার,केंद्र सरकार
কেন্দ্রীয়করণ,केंद्रीकरण
কেন্দ্রীভূত পরিষেবা,केंद्रीकृत सेवा
কেন্দ্রীয়ভাবে অর্থায়িত স্কিম,मध्यवर्ती अनुदानीत योजना
কেন্দ্রীয়ভাবে স্পনসর করা স্কিম,मध्यवर्ती प्रायोजित योजना
কেন্দ্রীয় কার্যালয়,मध्यवर्ती कार्यालय
কেন্দ্রীয় রাজস্ব,मध्यवर्ती महसूल
কেন্দ্রীয় বিক্রয় কর,केंद्रीय विक्री कर
কেন্দ্র,मध्य
সেঞ্চুরি,शतक
সিরিয়াল,अन्नधान्य
সিরিয়ালিস্ট,फेरेलिस्ट
আনুষ্ঠানিক কুচকাওয়াজ,औपचारिक परेड
অনুষ্ঠান,सोहळा
সনদপত্র,प्रमाणपत्र
ফিটনেসের শংসাপত্র,फिटनेसचे प्रमाणपत्र
পোস্টিং শংসাপত্র,पोस्टिंगचे प्रमाणपत्र
