Punjabi,Hindi
ਅਡੈਪਟਿਵ ਇਨਫਿਅਲ ਪਲਸ ਕੋਡ ਸੰਚਾਲਨ,अनुकूली विभेदी स्पंद कोड मॉडुलन
ਐਡਰੈੱਸ ਬੁੱਕ,"पता पुस्तिका, एड्रेस बुक"
ਪਤਾ ਬੱਸ,"पता बस, एड्रेस बस"
ਪਤਾ ਹੱਲ,"पता विभेदन, एड्रेस विभेदन"
ਨੇੜਲੇ ਚੈਨਲ ਦਖਲਅੰਦਾਜ਼ੀ,"आसन्न सरणी व्यतिकरण, आसन्न चैनल व्यतिकरण"
ਨਾਲਤ ਚੈਨਲ ਚੋਣ,"आसन्न चैनल वरण-क्षमता, आसन्न चैनल चयनात्मकता"
ਆਸ ਪਾਸ ਦੀ ਬਾਰੰਬਾਰਤਾ,आसन्न आवृत्ति
ਨਾਲ ਲੱਗਦੇ ਫ੍ਰੀਕੁਐਂਸੀ ਚੈਨਲ,आसन्न आवृत्ति चैनल
ਨਾਲ ਲੱਗਦੀ ਤਸਵੀਰ ਕੈਰੀਅਰ,"आसन्न चित्र वाहक, संलग्न वीडियो वाहक"
ਨਾਲ ਲੱਗਦੀ ਆਵਾਜ਼ ਕੈਰੀਅਰ,आसन्न ध्वनि वाहक
ਨਾਲ ਲੱਗਦੀ ਸਟੇਸ਼ਨ,"निकटवतब स्टेशन, निकटवतब केंद्र"
ਵਿਵਸਥਤ,समायोज्य
ਵਿਵਸਥਤ ਕੰਡੈਂਸਰ,समायोज्य संधारित्र
ਦਬਾਅ ਵਿਵਸਥਿਤ ਕਰਨਾ,समायोज्य दाब
ਰੈਂਚ ਨੂੰ ਵਿਵਸਥਿਤ ਕਰਨਾ,समायोजी रिंच
ਵਿਵਸਥਾ,समायोजन
ਪ੍ਰਬੰਧਕ,"प्रशासक, नियंत्रक"
ਤਕਨੀਕੀ ਤਕਨਾਲੋਜੀ,उन्नत प्रौद्योगिकी
ਏਰੀਅਲ,"एरियल (ऐन्टेना), आकाशी, वायव, हवाई"
ਏਰੀਅਲ ਐਰੇ,एरियल व्यूह
ਏਰੀਅਲ ਬੂਸਟਰ,"एरियल वर्धक, ऐन्टेना वर्धक"
ਏਰੀਅਲ ਮੌਜੂਦਾ,ऐन्टेना धारा
ਏਰੀਅਲ ਕਮਾ ਸਵਿੱਚ,ऐन्टेना भूसंपर्कक स्विच
ਏਰੀਅਲ ਕੁਸ਼ਲਤਾ,ऐन्टेना दक्षता
ਏਰੀਅਲ ਰੁਕਾਵਟ,ऐन्टेना प्रतिबाधा
ਏਰੀਅਲ ਇੰਡਕੈਕਟੈਂਸ,ऐन्टेना प्रेरकत्व
ਏਰੀਅਲ ਇਨਸੂਲੇਟਰ,ऐन्टेना विद्तरोधी
ਹਵਾਈ ਲੋਡਿੰਗ ਕੋਇਲ,ऐन्टेना भारण कुंडली
ਹਵਾਈ ਫੋਟੋਗ੍ਰਾਫੀ,आकाषी फोटोग्राफी
ਏਰੀਅਲ ਪਾਵਰ,ऐन्टेना षक्ति
ਏਰੀਅਲ ਰੇਡੀਏਸ਼ਨ ਰੀਸੈਂਟਸ,आकाशी विकिरण प्रतिरोध
ਏਰੀਅਲ ਪ੍ਰਤੀਕਰਮ,ऐन्टेना प्रतिघात
ਐਰੋਡਾਇਨਾਮਿਕਸ,वायुगतिकी
ਏਜੰਸੀ,"एजेंसी, अभिकरण"
ਏਅਰ ਕੰਪ੍ਰੈਸਰ,वायु संपीडक
ਏਅਰ ਕੰਡੈਂਸਰ,वायु संधारित्र
ਹਵਾ ਠੰ .ੀ,वायुशीतित
ਏਅਰ ਕੋਰਡ ਕੋਇਲ,वायु क्रोडित कुंडली
ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ,वातानुकूलन
ਅਲਬਾਡੋ,ऐल्बीडो
ਐਲਗੋਰਿਦਮ,"कलन विधि, एल्गोरिथ्म"
ਅਲਾਇਸਿੰਗ,एलियासिंग
ਐਲਿੰਗਿੰਗ,संरेखण
ਅਲਾਈਨਮੈਂਟ,संरेखण
ਸਾਰੇ ਵੇਵ ਏਰੀਅਲ,सर्व तरंग एरियल
ਅਲਾਟਮੈਂਟ,नियतन
ਵਰਣਮਾਲਾ,"वर्णक्रमीय, वर्णक्रमिक"
ਅਲਫਾਨੁਮਿਕ,अक्षरांकीय
ਅੱਖਰ ਅੱਖਰ,अक्षरांकीय संप्रतीक
ਅਲਫਾਨੁਮਿਕ ਜਾਣਕਾਰੀ,अक्षरांकीय सूचना
ਬਦਲਵੇਂ ਮੌਜੂਦਾ (ਏ.ਸੀ.),प्रत्यावतब धारा (ए सी)
ਬਦਲਵਾਂ,प्रत्यावर्तन
ਅਲਟਰਨੇਟਰ,"प्रत्यावर्तक, प्रत्यावर्तित्र"
ਉਚਾਈ,"तुंगता, उन्नतांश, शीर्षलंब"
ਅਗੇਬੀ ਦੀ ਉਚਾਈ,अपभू-तुंगता
ਚਰਿੱਜ ਦੀ ਉਚਾਈ,उपभू-तुंगता
ਸ਼ੁਕੀਨ ਰੇਡੀਓ ਸੰਚਾਰ,अव्यावसायिक रेडियो संचार
ਮਾਹੌਲ,परिवेश
ਮਾਹੌਲ ਮਾਈਕ੍ਰੋਫੋਨ,परिवेश माइक्रोफोन
ਅੰਬੀਨਟ ਦੀ ਸਥਿਤੀ,परिवेशी दशा
ਅੰਬੀਨਟ ਲਾਈਟਿੰਗ,परिवेश प्रकाश व्यवस्था
ਅੰਬੀਨਟ ਸ਼ੋਰ,परिवेशी रव
ਵਾਤਾਵਰਣ ਦਾ ਤਾਪਮਾਨ,"परिवेशी ताप, परिवेश ताप"
ਅਮੈਰੀਕਨ ਸਟੈਂਡਰਡ ਕੋਡ,अमरीकी मानक कोड
ਐਂਪੀਅਰ,ऐम्पियर
ਐਂਪਰ ਮੀਟਰ,ऐम्पियर मापी
ਸਹਾਇਕਤਾ,प्रवर्धन
ਐਪਲੀਫਿਕੇਸ਼ਨ ਫੈਕਟਰ,प्रवर्धन गुणक
ਐਂਪਲੀਫਾਇਰ,प्रवर्धक
ਐਂਪਲੀਫਾਇਰ ਲਾਭ,प्रवर्धक लब्धि
ਐਂਪਲੀਫਾਇਰ ਸ਼ੋਰ,प्रवर्धक रव
ਅਮਲੀਫਾਈਸਿੰਗ ਉਪਕਰਣ,प्रवर्धन उपस्कर
ਸਰਪਲੱਸਿੰਗ ਕਲਸਟ੍ਰੋਨ,प्रवर्धन क्लाइस्ट्रॉन
ਅਮਲੀਫਾਈਸਿੰਗ ਯੂਨਿਟ,प्रवर्धन एकक
ਐਪਲੀਟਿ .ਡ,"आयाम, कोणांक"
ਐਪਲੀਟਿ itude ਡ ਭਟਕਣਾ,आयाम विरूपण
ਐਪਲੀਟਿ ord ਡ ਸੈਕਸੀਅਨ,आयाम प्रसार
ਐਪਲੀਟਿ let ਟ ਫੈਕਟਰ,आयाम गुणक
ਐਪਲੀਟਿ .ਡ ਸੀਮਾ,आयाम सीमक
ਐਪਲੀਟਿ .ਡ,आयाम मॉडुलित
ਐਪਲੀਟਿ let ਟ ਮੇਲੂਲੇਸ਼ਨ,आयाम मॉडुलन
ਐਨਾਲਾਗ (ਐਨਾਲਾਗ),"अनुरूप, एनालॉग"
ਐਨਾਲਾਗ ਸਰਕਿਟ,अनुरूप परिपथ
ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ,अनुरूप कंप्यूटर
ਐਨਾਲਾਗ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਚੈਨਲ,अनुरूप रेडियो आवृत्ति चैनल
ਐਨਾਲਾਗ ਪ੍ਰਤੀਨਿਧਤਾ,अनुरूप निरूपण
ਐਨਾਲਾਗ ਸਿਗਨਲ,"अनुरूप संकेत, अनुरूप सिगनल"
ਐਨਾਲਾਗ ਡਿਜੀਟਲ,अनुरूप से अंकीय
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,अनुरूप-अंकीय परिवर्तक
ਐਨਾਲਾਗ ਵੀਡੀਓ,अनुरूप वीडियो
ਸਮਾਨ,"अनुरूप, स–श"
ਸਮਾਨਤਾ,अनुरूपता
ਵਿਸ਼ਲੇਸ਼ਣ,विष्लेषण
ਡਾਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,आंकड़ा विष्लेषण
ਵਿਸ਼ਲੇਸ਼ਣ ਘਣਤਾ,विष्लेषी घनत्व
ਵਿਸ਼ਲੇਸ਼ਣ,विष्लेषण करना
ਵਿਸ਼ਲੇਸ਼ਕ,विष्लेषक
Ancilliay ਉਪਕਰਣ,सहायक उपस्कर
ਅਤੇ ਗੇਟ,"ऐन्ड गेट, तथा द्वार, AND गेट"
ਕੋਲੀਮੈਂਟ ਦਾ ਕੋਣ,समांतरण कोण
ਧਰੁਵੀਕਰਨ ਦਾ ਕੋਣ,धुवण कोण
ਘੁੰਮਣ ਦਾ ਕੋਣ,घूर्णन कोण
ਐਂਗਟਰੋਮ (å),ऐंग्स्ट्रम(Å)
ਕੋਣੀ,"कोणीय, d¨f.kd"
ਕੋਣੀ ਪ੍ਰਵੇਗ,d¨.kh; त्वरण
ਕੋਣੀ ਕੋ-ਆਰਡੀਨੇਟ,कोणीय निर्देशांक
ਐਂਗਲੇਨਰ ਫੁਲੈਕਸ਼ਨ,कोणीय विक्षेपण
ਐਂਗੂਲਰ ਫੈਲਾਅ,कोणीय परिक्षेपण
ਕੋਣੀ ਵਿਸਥਾਪਨ,कोणीय विस्थापन
ਐਂਗਲੇਰ ਐਰਰ,कोणीय त्रुटि
ਕੋਣੀ ਦੀ ਬਾਰੰਬਾਰਤਾ,कोणीय आवृत्ति
ਕੋਣੀ ਗਤੀ,कोणीय संवेग
ਕੋਣੀ ਮੋਸ਼ਨ,कोणीय गति
ਐਂਗਲੇਰ ਵੇਗ,कोणीय वेग
ਐਨੀਮੇਸ਼ਨ,"ऐनीमेशन, सजीवन"
ਐਨੋਡ,ऐनोड
ਐਨੋਡ ਬੈਟਰੀ,ऐनोड बैटरी
ਐਨੋਡ ਗੁਣ,ऐनोड अभिलक्षण
ਅਨੋਡ ਸਰਕਟ,ऐनोड परिपथ
ਐਨੋਡ ਡਿਸਪੈਂਪੇਸ਼ਨ,ऐनोड क्षय
ਐਨੋਡ ਕੁਸ਼ਲਤਾ,ऐनोड दक्षता
ਐਨੋਡ ਇਨਪੁਟ ਪਾਵਰ,ऐनोड निवेश षक्ति
ਐਡੀਡ ਦੀ ਵਰਤੋਂ,ऐनोड मॉडुलन
ਐਂਟੀਨਾ,ऐन्टेना
ਐਂਟੀਨਾ ਬੀਅਵਿਡਥ,ऐन्टेना किरणपुंज चौड़ाई
ਐਂਟੀਨਾ ਬੂਸਟਰ,ऐन्टेना वर्धक
ਐਂਟੀਨਾ ਬਦਲਾਓ ਸਵਿੱਚ,ऐन्टेना परिवर्तन स्विच
ਐਂਟੀਨਾ ਕੋਇਲ,ऐन्टेना कुंडली
ਐਟੀਨਨਾ ਕੌਂਫਿਗਰੇਸ਼ਨ,"ऐन्टेना विन्यास, ऐन्टेना संरूपण"
ਐਂਟੀਨਾ ਕਪਲਰ,ऐन्टेना युग्मक
ਐਂਟੀਨਾ ਕਰਾਸ ਪੋਲਰ ਪੈਟਰਨ,ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप
ਐਂਟੀਨਾ ਮੌਜੂਦਾ,ऐन्टेना धारा
ਐਂਟੀਨਾ ਡਾਇਰੈਕਟਰਵਿਟੀ ਲਾਭ,ऐन्टेना दैशिकता लब्धि
ਐਂਟੀਨਾ ਡੁਪਲੈਕਸਰ,ऐन्टेना द्वैध संकेतक
ਐਂਟੀਨਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ,ऐन्टेना प्रभावी क्षेत्र
ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ,ऐन्टेना दक्षता
ਐਂਟੀਨਾ ਫੀਡ,ऐन्टेना प्रभरण
ਐਂਟੀਨਾ ਪੈਰ ਪ੍ਰਿੰਟ,ऐन्टेना व्याप्ति
ਐਂਟੀਨਾ ਲਾਭ,ऐन्टेना लब्धि
ਐਂਟੀਨਾ ਉਚਾਈ,ऐन्टेना ऊंचाई
ਐਂਟੀਨਾ ਪ੍ਰੇਸ਼ਾਨ,ऐन्टेना प्रतिबाधा
ਐਂਟੀਨਾ ਇੰਡਸੀਕਟੈਂਸ,ऐन्टेना प्रेरकत्व
ਐਂਟੀਨਾ ਪੈਟਰਨ,ऐन्टेना प्रतिरूप
ਐਂਟੀਨਾ ਪਲੇਕਸਰ,"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक"
ਐਂਟੀਨਾ ਧਰੁਵੀਕਰਨ,ऐन्टेना धुवण
ਐਂਟੀਨਾ ਪਾਵਰ,ऐन्टेना षक्ति
ਐਂਟੀਨਾ ਪਾਵਰ ਲਾਭ,ऐन्टेना षक्ति लब्धि
ਐਂਟੀਨਾ ਰੇਡੀਏਸ਼ਨ ਟਾਕਰਾ,ऐन्टेना विकिरण प्रतिरोध
ਐਂਟੀਨਾ ਪ੍ਰਤੀਕ੍ਰਿਆ,ऐन्टेना प्रतिघात
ਐਂਟੀਨਾ ਰਿਫਲੈਕਟਰ,ऐन्टेना परावर्तक
ਐਂਟੀਨਾ ਟਾਕਰੇ,ऐन्टेना प्रतिरोध
ਐਂਟੀਨਾ ਗੂੰਜਕ ਬਾਰੰਬਾਰਤਾ,ऐन्टेना अनुनादी आवृत्ति
ਐਂਟੀਨਾ ਸਪੇਸਿੰਗ,ऐन्टेना अंतरालन
ਐਂਟੀਨਾ ਸਵਿਚਿੰਗ ਰੂਮ,ऐन्टेना स्विचन कक्ष
ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਕੋਇਲ,ऐन्टेना समस्वरक कुंडली
ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਹੱਟ,ऐन्टेना समस्वरक कुटीर
ਅਪਰਚਰ,द्वारक
ਅਪੋਜੀ,"भूमि उच्च, अपभू"
ਅਪੋਜੀ ਰਾਕੇਟ,अपभू राकेट
ਉਪਕਰਣ,उपकरण
ਸਪੱਸ਼ਟ,आभासी
ਐਪਲਿਟ,ऐपलेट (जावा में प्रोग्राम)
ਐਪਲੀਕੇਸ਼ਨ,"अनुप्रयोग, आवेदन"
ਲਗਭਗ,"आसन्न, लगभग, सन्निकट"
Aquive ਹੱਲ,जलीय घोल
ਆਰਕ,"चाप, आर्क"
ਆਰਕੀਟੈਕਚਰ,"संरचना, स्थापत्यकला, वास्तुकला"
ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ ਦਾ ਆਰਕਵਲ ਟ੍ਰਾਂਸਫਰ,पुरालेखीय ध्वनि-अभिलेखन अंतरण
ਪੁਰਾਲੇਖ,अभिलेखागार; पुरालेख
ਹਿਸਾਬ ਕੋਡਿੰਗ,अंकगणितीय कोडन
ਆਰਮਚਰ,आर्मेचर
ਆਰਮਟਿ ure ਟਰ ਹਵਾ,"आर्मेचर कुंडलन, आर्मेचर कुंडली"
ਐਰੇ,"व्यूह, सरणी"
ਅਰੈਸਟਰ,"प्रग्राही, निरोधक"
ਬਿਆਨ,सुस्पष्ट उच्चारण
ਆਰਟੀਫੈਕਟ (= ਆਰਟਫੈਕਟ),शिल्पतथ्य; छविदोष
ਚੜ੍ਹਨਾ,आरोहण
ਆਕਾਰ ਅਨੁਪਾਤ,अभिमुखता अनुपात
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,समायोजक
ਜ਼ੋਰ,निष्चयन
ਅਸਾਈਨਮੈਂਟ,"समनुदेशन, नियत कार्य"
ਅਸਾਈਨਮੈਂਟ ਚੈਨਲ,नियतन चैनल
ਅਸਮੈਟ੍ਰਿਕਲ,असममित
ਅਸਿੰਕਰੋਨਸ,अतुल्यकालिक
ਵਾਤਾਵਰਣ,वायुमंडल
ਵਾਯੂਮੰਡਲ ਦਾ ਨੁਕਸਾਨ,वायुमंडलीय हानि
ਵਾਯੂਮੰਡਲ ਸ਼ੋਰ,वायुमंडलीय रव
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,वायुमंडलीय दाब
ਵਾਯੂਮੰਡਲ ਪ੍ਰਸਾਰ,वायुमंडलीय संचरण
ਵਾਯੂਮੰਡਲ ਰੇਡੀਓ-ਵੇਵ,वायुमंडलीय रेडियो तरंग
ਵਾਯੂਮੰਡਲ,वायु-वैद्युत् क्षोभ
ਐਟਮ,परमाणु
ਪ੍ਰਮਾਣੂ ਬਣਤਰ,परमाणु संरचना
ਲਗਾਵ,संलग्नक
ਪਟੀਸ਼ਨ,क्षीणन
ਅਟੁੱਟ ਨੁਕਸਾਨ,क्षीणन हानि
ਅਵਾਜ਼ ਦੀਆਂ ਲਹਿਰਾਂ ਦਾ ਧਿਆਨ,ध्वनि तरंग क्षीणन
Attetuator,क्षीणकारी
ਐਟੀਟਨਿਟਰ-ਪੈਡ,क्षीणकारी पैड
ਆਡੀਬਿਲਟੀ ਥ੍ਰੈਸ਼ੋਲਡ,श्रव्यता देहली
ਸੁਣਨਯੋਗ,श्रव्य
ਆਡੀਅਲ ਬਾਰੰਬਾਰਤਾ,श्रव्य आवृत्ति
ਸੁਣਨਯੋਗ ਧੁਨ,श्रव्य स्वरक
ਸੁਣਨਯੋਗ-ਸਪੈਕਟ੍ਰਮ,श्रव्य स्पेक्ट्रम
ਹਾਜ਼ਰੀਨ,"श्रोतागण, दर्शकगण, श्रोता समुदाय"
ਆਡੀਓ,"श्रव्य, ऑडियो"
ਆਡੀਓ ਅਮਲੀਫਾਇਰ,श्रव्य प्रवर्धक
ਆਡੀਓ ਵਿਸ਼ਲੇਸ਼ਕ,श्रव्य विष्लेषक
ਆਡੀਓ ਪ੍ਰਸਾਰਣ,श्रव्य प्रसारण
ਆਡੀਓ ਕੇਬਲ,"श्रव्य केबल, ऑडियो केबल"
ਆਡੀਓ ਚੇਨ,श्रव्य  शृंखला
ਆਡੀਓ ਕੋਡਕ,"श्रव्य कोडेक, श्रव्य कोडक-विकोडक"
ਆਡੀਓ ਕੰਪ੍ਰੈਸਨ,श्रव्य संपीडन
ਆਡੀਓ ਕੰਪ੍ਰੈਸਰ,श्रव्य संपीडक
ਆਡੀਓ ਕੰਸੋਲ,श्रव्य कंसोल
ਆਡੀਓ ਵਿਗਾੜ,श्रव्य विरूपण
ਆਡੀਓ ਡਾਇਨਾਮਿਕ ਰੇਂਜ,"श्रव्य गतिक सीमा, श्रव्य गतिक परास"
ਆਡੀਓ ਫਾਈਲ ਫਾਰਮੈਟ,श्रव्य संचिका आरूप
ਆਡੀਓ ਫਰੇਮ ਫਾਰਮੈਟ,श्रव्य फ्रेम आरूप
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,श्रव्य आवृत्ति प्रवर्धक
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ,श्रव्य आवृत्ति जनित्र
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦੀ ਸੀਮਾ,श्रव्य आवृत्ति परास
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,श्रव्य आवृत्ति अनुक्रिया
ਆਡੀਓ ਸੀਮਾ,श्रव्य सीमक
ਆਡੀਓ ਲਾਈਨ,श्रव्य लाइन
ਆਡੀਓ ਮਿਕਸਰ,श्रव्य मिश्रक
ਆਡੀਓ ਸੰਚਾਲਨ,श्रव्य मॉडुलन
ਆਡੀਓ c ਸਿਲੇਟਰ,"श्रव्य दोलक, श्रव्य दोलित्र"
ਆਡੀਓ ਆਉਟਪੁੱਟ,श्रव्य निर्गत
ਆਡੀਓ ਪਾਵਰ,श्रव्य षक्ति
ਆਡੀਓ ਕੁਆਲਟੀ,श्रव्य गुणवत्ता
ਆਡੀਓ ਸਿਗਨਲ,"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल"
ਆਡੀਓ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ,श्रव्य संकेत प्रक्रमण
ਆਡੀਓ ਸਪੈਕਟ੍ਰਮ,"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम"
ਆਡੀਓ ਸਟੋਰੇਜ,श्रव्य भंडारण
ਆਡੀਓ ਸਬ-ਕੈਰੀਅਰ,श्रव्य (आवृत्ति) उपवाहक
ਆਡੀਓ ਟਰਾਂਸਫਾਰਮਰ,श्रव्य रूपांतरक
ਆਡੀਓ ਟ੍ਰਾਂਸਮੀਟਰ,श्रव्य प्रेषित्र
ਆਡੀਓ / ਵੀਡੀਓ ਸੰਕੁਚਨ,–श्य/श्रव्य संपीडन
ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ,श्रव्य आवृत्ति दोलक
ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल"
ਆਡੀਓਮੈਟਰੀ,श्रव्यमिति
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਸਹਾਇਤਾ,–ष्य-श्रव्य साधन
ਆਡੀਟਰੀ ਧਾਰਨਾ,श्रवण बोध
ਪ੍ਰਮਾਣਿਕਤਾ,"अधिप्रमाणन, प्रमाणीकरण"
ਅਧਿਕਾਰਤ ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ,"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति"
ਆਟੋ ਕੈਡ,"ऑटो कैड, ऑटो CAD"
ਆਟੋ ਨਿਦਾਨ,स्वतः नैदानिकी
ਆਟੋਮੈਟਿਕ,"स्वचल, स्वचालित, स्वतः, स्व"
ਆਟੋਮੈਟਿਕ ਕੰਟਰੋਲ,स्वतः नियंत्रण
ਆਟੋਮੈਟਿਕ ਖੋਜ,स्वतः संसूचन
ਆਟੋਮੈਟਿਕ ਉਪਕਰਣ,स्वचालित उपस्कर
ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਨਿਯੰਤਰਣ,स्वतःआवृत्ति नियंत्रण
ਆਟੋਮੈਟਿਕ ਸੀਮਾ,स्वचालित सीमक
ਆਟੋਮੈਟਿਕ ਮਸ਼ੀਨ,स्वचालित मशीन
ਆਟੋਮੈਟਿਕ ਫਾਸੇ ਕੰਟਰੋਲ,स्वतः कला नियंत्रण
ਆਟੋਮੈਟਿਕ ਤਸਵੀਰ ਸੰਚਾਰ,स्वतः चित्र प्रेषण
ਆਟੋਮੈਟਿਕ ਪਲੇਅਬੈਕ,"स्व प्रतिश्रवण, स्व प्रति–श्यण"
