Punjabi,Gujarati
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","સંચય, સંચય"
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,સંચયક
ਸ਼ੁੱਧਤਾ,ચોકસાઈ
ਅਸਲੀਅਤ,વાસ્તવિકતા
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ,વર્ણહીન લેન્સ
ਅਕ੍ਰੋਮੈਟਿਕ,વર્ણહીન
ਰੰਗੀਨਤਾ,વર્ણહીનતા
ਧੁਨੀ,એકોસ્ટિક
ਸਾਊਂਡਪਰੂਫ਼,સાઉન્ડપ્રૂફ
ਧੁਨੀ ਫੋਨੋਨ,એકોસ્ટિક ફોનોન
ਆਵਾਜ਼ ਯੂਨਿਟ,ધ્વનિ એકમ
ਧੁਨੀ,એકોસ્ટિક
ਆਵਾਜ਼ ਜਨਰੇਟਰ,અવાજ જનરેટર
ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ,ક્રિયા અને પ્રતિક્રિયા
ਸਰਗਰਮੀ,સક્રિયકરણ
ਸਰਗਰਮੀ ਊਰਜਾ,સક્રિયકરણ ઊર્જા
"ਐਕਟੀਵੇਟਰ, ਐਕਟੀਵੇਟਰ","એક્ટિવેટર, એક્ટિવેટર"
ਕਿਰਿਆਸ਼ੀਲ,સક્રિય
ਸਰਗਰਮੀ,સક્રિયતા
ਅਸਲ ਤਣਾਅ,વાસ્તવિક તણાવ
ਘੁਸਰ-ਮੁਸਰ,બબડાટ
ਸੰਪੇਕਸ਼ਤ,સારાંશ માટે
"ਜੋੜ, ਜੋੜ, ਕੁੱਲ (ਐਡੀ.), ਜੋੜ (v.)","સરવાળો, ઉમેરો, એકંદર (સં.), ઉમેરણ (વિ.)"
"ਸੰਯੋਜਕ ਟੋਨ, ਵਾਧੂ ਸੁਰ (ਸਵਰ)","સંયોજક સ્વર, વધારાનો સ્વર (સ્વર)"
additive,ઉમેરણ
adhesion,સંલગ્નતા
ਚਿਪਕਣ ਵਾਲੀ ਊਰਜਾ,એડહેસિવ ઊર્જા
adiabat,adiabat
adiabatic,એડિબેટિક
ਗਰਮੀ ਇੰਸੂਲੇਟਿੰਗ,હીટ ઇન્સ્યુલેટીંગ
ਲਗਾਵ,જોડાણ
ਵਿਵਸਥਿਤ,એડજસ્ટેબલ
ਪ੍ਰਵੇਸ਼,પ્રવેશ
ਸੋਸ਼ਣ,શોષણ
ਅੱਗੇ,આગળ
ਪ੍ਰਗਤੀਸ਼ੀਲ,પ્રગતિશીલ
"ਆਕਾਸ਼ੀ, ਹਵਾ (ਵੀ.), ਏਰੀਅਲ (ਐਡੀ.)","આકાશી, હવા (વિ.), હવાઈ (સં.)"
ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ,એન્ટેના સ્ટ્રીમ
ਹਵਾਈ ਸਰਵੇਖਣ,હવાઈ સર્વેક્ષણ
ਹਵਾ ਦੀ ਗਤੀ,હવાનો વેગ
ਐਰੋਡਾਇਨਾਮਿਕ ਗੁਣਾਂਕ,એરોડાયનેમિક ગુણાંક
ਐਰੋਡਾਇਨਾਮਿਕ,એરોડાયનેમિક
ਐਰੋਡਾਇਨਾਮਿਕਸ,એરોડાયનેમિક્સ
ਏਅਰੋਨੌਟਿਕਲ,એરોનોટિકલ
ਐਰੋਨਾਟਿਕਸ,એરોનોટિક્સ
ਹਵਾ ਦੀ ਨਬਜ਼,હવા નાડી
"ਵਾਯੂਮੰਡਲ, ਗੈਸੋਸਫੀਅਰ","વાતાવરણ, ગેસોસ્ફિયર"
ਫੋਕਸ ਸਿਸਟਮ,ફોકસ સિસ્ટમ
ਵਾਪਸ ਇਗਨੀਸ਼ਨ,પાછળની ઇગ્નીશન
ਵਾਪਸ ਰੋਸ਼ਨੀ,પાછળનો પ્રકાશ
ਉਲਝਣ,ઉશ્કેરાટ
"ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ","ઉંમર, ઉંમર, ઉંમર, યુગ (ed.), સમયને અસર કરવા માટે (ver.), સમય, સમય દ્વારા પ્રભાવિત થવો"
ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ,અસરગ્રસ્ત સમય
"ਬੁਢਾਪਾ, ਬੁਢਾਪਾ","વૃદ્ધાવસ્થા, વૃદ્ધત્વ"
ਸਮਾਂ ਪ੍ਰਭਾਵ,સમયની અસર
ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,સમય અસર પરીક્ષણ
ਗੰਭੀਰਤਾ ਰਹਿਤ,ગુરુત્વાકર્ષણ રહિત
ਸੁਲ੍ਹਾ,સમાધાન
"ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ","એરબોર્ન રડાર, એરિયલ રડાર"
"ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ","હવાઈ લક્ષ્ય, હવાઈ લક્ષ્ય"
ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ,હવા શ્વસન કરનાર
ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ,એર કન્ડીશનીંગ
ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,એરક્રુ ટ્રાન્સફોર્મર
ਜਹਾਜ਼,વિમાન
ਅਲਾਈਨਮੈਂਟ,ગોઠવણી
ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ,સંરેખણ ભૂલ
ਲਾਈਵ ਸਰਕਟ,જીવંત સર્કિટ
ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ,સંપૂર્ણ કાચની નળી
ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ,આખી મેટલ ટ્યુબ
ਠੀਕ ਕਰਨ ਲਈ,ઠીક
"ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)","મિશ્રાતુ (સં.), મિશ્રત્વન (cr.)"
ਮਿਸ਼ਰਤਵਨ,મિશ્રત્વ
ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ,સર્વવ્યાપક માધ્યમ
ਓਮਨੀ ਐਂਟੀਨਾ,ઓમ્ની એન્ટેના
ਅਲਮੈਨਕ,પંચાંગ
ਅਲਫ਼ਾ,આલ્ફા
ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ,આલ્ફા-પ્રવૃત્તિ
ਅੱਖਰ ਅੰਕੀ,આલ્ફાન્યૂમેરિક
ਅਲਫ਼ਾ ਰੇ,આલ્ફા કિરણ
ਬਦਲੋ,બદલો
"ਬਦਲਵਾਂ, ਬਦਲਵਾਂ","વૈકલ્પિક, વૈકલ્પિક"
ਅਲਟਰਨੇਟਰ,વૈકલ્પિક
ਅਲਟੀਮੀਟਰ,અલ્ટિમીટર
ਅਲਟੀਮੀਟਰ,અલ્ટિમીટર
ਅਲਟਾਈਮੇਟਰੀ,અલ્ટાઇમટ્રી
"ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ","ઊંચાઈ, ઊંચાઈ, ઊંચાઈ, ઊંચાઈ"
ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU),અંકગણિત તર્ક એકમ (ALU)
amaget ਨਿਯਮ,amaget નિયમ
ਵਾਤਾਵਰਣ,પર્યાવરણ
amicron,એમીક્રોન
ammeter,એમીટર
ਐਂਪੀਅਰ,એમ્પીયર
ਐਂਪੀਅਰ-ਲਾਅ,એમ્પીયર કાયદો
amphibian ion,ઉભયજીવી આયન
ਵਾਧਾ,એમ્પ્લીફિકેશન
ਐਂਪਲੀਫਾਇਰ,એમ્પ્લીફાયર
"ਕੋਣ, ਮਾਪ","કોણ, પરિમાણ"
a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ),a એમ. યુ. (અણુ સમૂહ એકમ)
ਅਨੁਕੂਲ,સુસંગત
ਸਮਾਨਤਾ,સામ્યતા
ਵਿਸ਼ਲੇਸ਼ਕ,વિશ્લેષક
ਵਿਸ਼ਲੇਸ਼ਣ,વિશ્લેષણ
ਵਿਸ਼ਲੇਸ਼ਣੀ,વિશ્લેષણાત્મક
ਗੈਰ-ਪੁਆਇੰਟ,બિન-બિંદુ
ਅਸਧਾਰਨ,વિસંગત
ਅਤੇ ਦਰਵਾਜ਼ਾ,અને દરવાજો
ਗੈਰ-ਧੁਨੀ,બિન-એકોસ્ટિક
ਅਸਧਾਰਨ ਲਚਕਤਾ,વિસંગત સ્થિતિસ્થાપકતા
ਨਿਹਾਈਡ੍ਰਸ,નિર્જળ
ਕੋਣ,કોણ
ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ,એંગસ્ટ્રોમ એકમ
ਕੋਣੀ,કોણીય
protractor vernier,પ્રોટ્રેક્ટર વેર્નિયર
ਵਿਵਾਦਪੂਰਨ,વિવાદાસ્પદ
ਬੇਇੱਜ਼ਤੀ,આદરહીન
ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ,વર્ણહીન ચુંબકીયકરણ
ਢਿੱਲੀ,ઢીલું
anion,anion
ਅਸਮਿਤ,અસમપ્રમાણ
ਆਈਸੋਟ੍ਰੋਪਿਕ,આઇસોટ્રોપિક
isotropism,આઇસોટ્રોપિઝમ
ਮਿਟਾਉਣਾ,કાઢી નાખવું
ਸਾਜ਼ਿਸ਼ਕਰਤਾ,કાવતરાખોરો
ਐਨੋਡ,એનોડ
anodization,એનોડાઇઝેશન
ਅਸੰਗਤ,અસંગત
ਆਪਟੀਕਲ ਸਿਸਟਮ,ઓપ્ટિકલ સિસ્ટમ
ਐਂਟੀਨਾ,એન્ટેના
ਐਂਟੀਬੇਰੀਅਨ,એન્ટિબેરિયન
ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ,વિરોધી બંધન ગુણધર્મો
ਵਿਰੋਧੀ ਬਾਂਡ,કાઉન્ટર બોન્ડ
ਉਲਟ ਸ਼ਕਤੀ,વિપરીત શક્તિ
ਡਾਇਮੈਗਨੈਟਿਕ,ડાયમેગ્નેટિક
ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ,ડાયમેગ્નેટિક સામગ્રી
ਸਾੜ ਵਿਰੋਧੀ,બળતરા વિરોધી
ਐਂਟੀਗ੍ਰੈਵਿਟੀ,એન્ટિગ્રેવિટી
antilamda ਕਣ,એન્ટિલામડા કણ
ਐਲੇਲੈਪਟਨ,એલેપ્ટન
ਡਾਇਮੈਗਨੈਟਿਕ,ડાયમેગ્નેટિક
ਐਂਟੀਮੈਟਰ,એન્ટિમેટર
ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ,વિરોધી મિસાઇલ
antineutron,એન્ટિન્યુટ્રોન
pulsating,ધબકતું
antinucleon,એન્ટિન્યુક્લિયોન
ਵਿਰੋਧੀ ਕਣ,એન્ટિપાર્ટિકલ
ਐਂਟੀਪ੍ਰੋਟੋਨ,એન્ટિપ્રોટોન
ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ,પ્રતિબિંબ વિરોધી
ਵਿਰੋਧੀ ਸਮਰੂਪ,અસમપ્રમાણ
ਗੈਰ-ਆਵਰਤੀ,નોન રિકરિંગ
anachronism,અનાક્રોનિઝમ
perforated ਸਕੈਨਿੰਗ ਡਿਸਕ,છિદ્રિત સ્કેનિંગ ડિસ્ક
ਦੁਆਰਕ,દ્વારક
"ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ","ટોચ, ટોચ, આગળ"
"ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ","સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર"
ਉਦਾਸੀਨ ਕਿਨਾਰੀ,ઉદાસીન ફીત
ਗੈਰ ਤਰਸਯੋਗ,બિન-દયનીય
ਗੈਰ-ਅਯੋਗਤਾ,બિન-વિકલાંગતા
ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ,ખૂબ વર્ણહીન
"ਜ਼ਮੀਨ-ਉੱਚਾ, apogee","જમીન-ઊંચી, apogee"
"ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ","બિનધ્રુવીય, ગોળાકાર"
parapolarity,પેરાપોલરીટી
ਡਿਵਾਈਸ,ઉપકરણ
"ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ","વર્ચ્યુઅલ, વિઝ્યુઅલ"
ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ,દૃશ્યમાન સૂર્ય
ਵਿਜ਼ੂਅਲ ਸਮਾਂ,દ્રશ્ય સમય
ਉਭਰਦੀ ਦਿੱਖ,ઉભરતો દેખાવ
ਐਪਲੀਕੇਸ਼ਨ,અરજી
ਲਾਗੂ ਹੋਣ,લાગુ પડવાની ક્ષમતા
ਲਾਗੂ ਕੀਤਾ,લાગુ
ਦੇਖਣਯੋਗ,અવલોકનક્ષમ
ਪਹੁੰਚ,અભિગમ
"ਨੇੜੇ, ਲਗਭਗ","નજીક, આશરે"
ਲਗਭਗ,અંદાજ
ਭਾਫ਼ ਦਾ ਦਬਾਅ,બાષ્પ દબાણ
ਸਵੈ-ਇੱਛਤ,સ્વૈચ્છિક
"ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ","આર્ક ફર્નેસ, આર્ક ફર્નેસ"
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,આર્કિમિડીઝનો કાયદો
ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ,આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર
ਚਾਪ ਲੈਂਪ,ચાપ દીવો
ਚਾਪ-ਸਪੈਕਟ੍ਰਮ,આર્ક-સ્પેક્ટ્રમ
"ਖੇਤਰ, ਖੇਤਰ","વિસ્તાર, વિસ્તાર"
"ਖੇਤਰੀ, ਖੇਤਰੀ","પ્રાદેશિક, પ્રાદેશિક"
"ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ","હાથ, હાથ, શાખા"
ਸ਼ੁਕੀਨ,કલાપ્રેમી
"ਐਰੇ, ਐਰੇ","એરે, એરે"
ਪ੍ਰਾਪਤਕਰਤਾ,રીસીવર
ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ,ઉચ્ચાર સ્પષ્ટતા
ਸਿੰਥੈਟਿਕ,કૃત્રિમ
ਨਕਲੀ ਤਬਦੀਲੀ,કૃત્રિમ ટ્રાન્સમ્યુટેશન
ਚੜ੍ਹਦਾ,ચડતા
ਚੜ੍ਹਾਈ,ચઢાણ
ਚੜ੍ਹਨਾ,ચડવું
ਅਗੋਲੀ,અગોલી
ਏਕੀਕਰਨ,એકત્રીકરણ
ਦਾ ਸੈੱਟ,નો સમૂહ
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","એસેમ્બલીંગ, એસેમ્બલીંગ"
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ"
ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ,ચોકસાઇ અંદાજ
ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ
"ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ","સંબંધિત, સહયોગી, જોડાણ"
ਸਵਰ ਆਵਾਜ਼,સ્વર અવાજ
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,સ્વચાલિત મલ્ટિવાઇબ્રેટર
ਅਸਥਨਿਕ,અસ્થેનિક
"ਪਰਹੇਜ਼, ਅਜੀਬਤਾ","ત્યાગ, અસ્પષ્ટતા"
ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,એસ્ટ્રોફિઝિક્સ
ਪੁਲਾੜ ਯਾਤਰੀ,અવકાશયાત્રી
ਖਗੋਲ ਵਿਗਿਆਨੀ,ખગોળશાસ્ત્રી
ਆਕਾਸ਼ੀ,આકાશી
ਖਗੋਲ ਵਿਗਿਆਨ,ખગોળશાસ્ત્ર
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,એસ્ટ્રોફિઝિક્સ
ਅਸਮਿਤ,અસમપ્રમાણ
asymptotic,એસિમ્પટોટિક
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,ઉત્તેજક
ਅਸਿੰਕ੍ਰੋਨਸ,અસુમેળ
"ਮਾਹੌਲ, ਮਾਹੌਲ","વાતાવરણ, વાતાવરણ"
ਵਾਯੂਮੰਡਲ,વાતાવરણીય
ਹਵਾ ਦੀ ਗੜਬੜ,પવનની અશાંતિ
ਪ੍ਰਮਾਣੂ,પરમાણુ
ਪਰਮਾਣੂ,અણુ
ਪਰਮਾਣੂ,પરમાણુ
ਪ੍ਰਮਾਣੂ ਪੁੰਜ,પરમાણુ સમૂહ
ਪਰਮਾਣੂ ਨੰਬਰ,અણુ સંખ્યા
"ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ","પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો"
ਪਰਮਾਣੂ,અણુ
ਕਣ,કણ
ਕਣ,કણ
ਧਿਆਨ,એટેન્યુએશન
"ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ","હળવું કરવું, હળવું કરવું"
ਸੁਹਜ,વશીકરણ
ਖਿੱਚ ਦੀ ਤਾਕਤ,આકર્ષણનું બળ
ਸੁਣਨਯੋਗਤਾ,શ્રાવ્યતા
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર
ਸੁਣਨਯੋਗ,સાંભળી શકાય તેવું
ਆਡੀਓ ਜਨਰੇਟਰ,ઓડિયો જનરેટર
ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ,શ્રાવ્ય ગ્રાફ
ਸੁਣਨ ਵਿਗਿਆਨ,સુનાવણી વિજ્ઞાન
ਆਡੀਓਮੀਟਰ,ઓડિયોમીટર
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ,શ્રાવ્ય આવર્તન ઓસિલેટર
ਧੁਨੀ ਸੰਕੇਤ,ધ્વનિ સંકેત
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ,દ્રશ્ય-શ્રાવ્ય
"ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ","ઓડિટોરિયમ, ઓડિટોરિયમ"
OZ ਪ੍ਰਭਾਵ,ઓઝેડ અસર
ਤਰੱਕੀ,પ્રમોશન
ਵਧਾਉਣ ਵਾਲਾ,વધારનાર
ਧਰੁਵੀ ਲਾਟ,ધ્રુવીય જ્યોત
ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ,દક્ષિણ ધ્રુવીય જ્યોત
ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ,ઉત્તર ધ્રુવીય જ્યોત
ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ,આપોઆપ ચેતવણી
ਆਟੋ ਸਮਾਨੰਤਰ,ઓટો પેરેલલાઈઝર
"ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ","આપોઆપ, આપોઆપ, આપોઆપ"
"ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ","ઓટોમેશન, ઓટોમેશન"
"ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ","સહાયક, સહકારી, વધારાનું"
"ਅਵਦਾਵਾ, ਅਵਦਾਵਾ","અવડાવ, હિમપ્રપાત"
"ਮਤਲਬ, ਮਤਲਬ","સરેરાશ, સરેરાશ"
ਪਰਿਵਾਰ,પરિવાર
ਧੁਰੀ,અક્ષીય
ਧੁਰਾ,ધરી
ਅਜ਼ੀਮਥ,અઝીમથ
ਅਜ਼ੀਮਥ,અઝીમથ
ਵਾਪਸ,પાછા
"ਪਿਛੋਕੜ, ਪਿਛੋਕੜ","પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ"
"ਪਿਛਾਂਹ, ਪਿਛੇ","પછાત, પછાત"
ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ,ટર્નઅરાઉન્ડ
ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ,બેક વોલ્ટેજ પલ્સર
ਪੋਸਟ-ਰਿਸ਼ਤਾ,સંબંધ પછી
ਅਦਾਇਗੀ,વળતર
ਵਿਰੋਧੀ ਵੋਲਟੇਜ,વિરોધી વોલ્ટેજ
ਪਿਛਲਾ ਖਿੰਡਾ,પશ્ચાદવર્તી સ્કેટરિંગ
ਵਿਚਕਾਰਲੀ ਲਹਿਰ,ઇન્ટર્સ્ટિશલ તરંગ
ਇੰਸੂਲੇਟਰ,ઇન્સ્યુલેટર
ਪੈਰਾਸ਼ੂਟ ਛਾਲ,પેરાશૂટ જમ્પ
ਹੀਟਿੰਗ,ગરમી
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન"
ਸੰਤੁਲਨ,બેલેન્સર
ਸੰਤੁਲਨ,સંતુલન
ਗਲੋਬਿਊਲ,ગ્લોબ્યુલ
"ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ","બેલિસ્ટિક, બેલિસ્ટિક"
"ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ","પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર"
ਮਿਜ਼ਾਈਲ,મિસાઇલ
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","બેલિસ્ટિક્સ, હથિયાર"
ਪ੍ਰੋਜੈਕਸ਼ਨ,પ્રક્ષેપણ
ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ,મફત માર્ગ
"ਗੁਬਾਰਾ, ਗੁਬਾਰਾ","બલૂન, બલૂન"
balmer ਬੰਦ,બાલ્મર બંધ
"ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ","બેન્ડ, બેન્ડ, બેન્ડ"
ਧਮਾਕਾ,વિસ્ફોટ
"ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ","એરે, બીમ, કિનારો, બેંક, કિનારો"
"ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ","કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા"
bardeen ਅਸੂਲ,બાર્ડીન સિદ્ધાંત
barkhausen ਪ੍ਰਭਾਵ,barkhausen અસર
ਬਾਰਲੋ ਚੱਕਰ,બાર્લો ચક્ર
