Hindi,Bengali
(मृद्भांडों का) अमरीनाल वर्ग,আমরি নল দল (মৃৎপাত্রের)
"काल-वैषम्य, काल-दोष",অ্যানাক্রোনিজম
काल-वैषम्ययुक्त,অ্যানাক্রোনিস্টিক
पूर्वज,পূর্বপুরুষ
पितृ-पूजा,পূর্ব পুরুষের পুজা
कुल-परंपरा,বংশ
2. वंश,বংশ
3. वंश-क्रम,বংশ
4. उच्च कुल,বংশ
"प्राचीन शासन-व्यवस्था, क्रांति पूर्व शासन-व्यवस्था",প্রাচীন শাসন
"पुरातन, प्राचीन",প্রাচীন
प्राचीन गाथा,প্রাচীন গীতিনাট্য
प्राचीन मत,প্রাচীন বিশ্বাস
प्राचीन प्रथा,প্রাচীন রীতি
प्राचीन हतिहास,প্রাচীন ইতিহাস
प्राचीन स्मारक,প্রাচীন স্মৃতিস্তম্ভ
उपाख्यान,উপাখ্যান
एन्जिलोट,অ্যাঞ্জেলট
देवदूत पूजा,এঞ্জেলাস
आन्जवै,অ্যাঞ্জেভিন (=এনজেভিন)
ऐन्गल्स,কোণ
आंग्लिक,অ্যাংলিকান
आंग्ल चर्च,অ্যাংলিকান কমিউনিয়ন
आंग्ल चर्चवाद,অ্যাংলিকানিজম
आंग्ल विरोधी,অ্যাংলো-ফোব
आंग्ल-दुर्भीति,অ্যাংলো-ফোবিয়া
आंग्ल सैक्सन,অ্যাংলো-স্যাক্সন
आंग्ल-सैक्सनवाद,অ্যাংলো-স্যাক্সোনিজম
"आख्यान-लेखक, आख्यानकार",অ্যানালিস্ট
"वर्षवृत्त, आख्यान, ख्यात",ইতিহাস
"अधिनहन, मिला देना",সংযোজন
युद्ध पूर्व (स्थिति),এন্টে-বেলাম
"पूर्वतिथि-निर्धांरण, पूर्वकाल निर्धारण",তারিখের আগে
पादरी प्रथा विरोधी,করণিকবাদ বিরোধী
पादरी प्रथा विरोधी विधान,অ্যান্টি-ক্লারিক্যাল আইন
"पुरावशेष, पुरावस्तु",প্রাচীনত্ব
लगान-विरोधी,ভাড়া বিরোধী
2. एन्टी रैन्ट पार्टी,ভাড়া বিরোধী
"यहूदी विरोध, यहूदीवाद-विरोध, यहूदी विरोधवाद",সেমিটিজম বিরোধী
ऐन्ज़ेक,আনজাক
नागरिक सभा,আপেলা
अरालू,আরালু
आर्च बिशप,আর্চ বিশপ
आर्च डची,আর্চ ডুচি
आर्च ड्यूक,আর্চ ডিউক
पुरालेख संग्रह,আর্কিফ (= আর্কাইভাল সংগ্রহ)
महाधर्माध्यक्ष का पद,আর্কিপিস্কোপেট
अभिजाततंत्र,আভিজাত্য
अभिजात,অভিজাত
अभिजातीय दंभ,আভিজাত্য স্নোবারি
अरस्तूवादी,এরিস্টটলীয়
आर्मेडा,আরমাডা
स्पेन का आर्मेडा,আরমাদা (=স্প্যানিশ আরমাদা)
कवच-विशारद,আর্মোরিস্ট (= আর্মারিস্ট)
"कवच, बख्तर, वर्म",বর্ম (= বর্ম)
अo देo armorist,আর্মারিস্ট
आर्य,আরিয়ান
2. कुलीन,আরিয়ান
अस्कारी,আসকারী
"आसिग्ना, भू-प्रतिभृत मुद्रा",বরাদ্দ
अभिसत्र,সহায়তা
2. विधिपृच्छा,সহায়তা
3. अभिसत्राधिनियम,সহায়তা
आयुध अभिसत्राधिनियम,অস্ত্র আইনের সহায়তা
डारेन उपस्थापन अभिसत्राधिनियम,ড্যারিন প্রেজেন্টমেন্টের সহায়তা
मृत पूर्वज अभिसत्राधिनियम,মর্ট &#39;ডি&#39; পূর্বপুরুষের সহায়তা
अभिनव अधिधारणोत्सादन अभिसत्राधिनियम,নভেল ডিসিসিনের অ্যাসাইজ
नृशंसता,নৃশংসতা
आक्रमण,আক্রমণ
"सर्वोच्च न्यायालय, ऑलिक काउन्सिल",অলিক কাউন্সিল
गेडिस समाधान,দেবীর কুঠার (=দেহী কুঠার)
धुरी राष्ट्र,অক্ষ (=রোম-বার্লিন-টোকিও অক্ষ)
"बाबुल, बेबीलोन",ব্যাবিলন
बेबीलोनी बंदीकरण,ব্যাবিলনীয় বন্দিত্ব (=ব্যাবিলনীয় বন্দিত্ব)
बाखुसी उपासक,বাচনাল ভক্ত
मद्यपानोत्सव,বাচনালিয়া
युवा योद्धा,ব্যাচেলর
"बगदाद अनुबंध, बगदाद पैक्ट",বাগদাদ চুক্তি
बाल्कन लीग,বলকান লীগ
बाल्कन अनुबंध,বলকান চুক্তি
बाल्कन युद्ध,বলকান যুদ্ধ
बाल्टिक अनुबंध,বাল্টিক চুক্তি
दस्यु,দস্যু
बांडुंग सम्मेलन,বান্দুং সম্মেলন
"निर्वासन, देश-निकाला",নির্বাসন
"पताका, ध्वजा",ব্যানার
बर्बर,অসভ্য
कोट-घूँघट,বারবিকান
बारदोली सत्याग्रह,বারদোলী সত্যাগ্রহ
बार्न बर्नस,শস্যাগার বার্নার্স
"बैरन, सामंत",ব্যারন
बैरोनेज,ব্যারোনেজ
महासामंत,ব্যারনস মেজরস
लघु सामंत,ব্যারোনস মাইনরস
सामंत पत्नी,ব্যারনেস
उपसामंत,ব্যারোনেট
उपसामंत वर्ग,ব্যারোনেটেজ
2. बैरोनेट वंशावली,ব্যারোনেটেজ
उपसामंत,ব্যারোনেটসি
बैरोनी,ব্যারনি
दास बंदीगृह,ব্যারাকুন
2. दास-गृह,ব্যারাকুন
अवरोध,ব্যারিকেড (=ব্যারিকেড)
2. घिराव,ব্যারিকেড (=ব্যারিকেড)
3. मोचबिंदी,ব্যারিকেড (=ব্যারিকেড)
आधार शिबिर,সেনাঘাঁটি
वैसिलिका,ব্যাসিলিকা
2. सभा भवन,ব্যাসিলিকা
बैस्टील,বাস্তিলা
बैस्टील,বাস্তিল
2. कारागार,বাস্তিল
तोपखाना,ব্যাটারি
"रण, समर, युद्ध",যুদ্ধ
रण-व्यूह,ব্যাটলে-অ্যারে
युद्ध-घोष,যুদ্ধ কান্না
युद्ध कोलाहल,যুদ্ধ দিন
"रण भूमि, रण क्षेत्र, समरांगण",যুদ্ধক্ষেত্র
युद्ध-गान,যুদ্ধের স্তব
एड़-युद्ध,স্পার্সের যুদ্ধ
ध्वज-संग्राम,স্ট্যান্ডার্ড যুদ্ধ
"रणपोत, जंगी जहाज़, संगरपोत",যুদ্ধজাহাজ
"संगरपोत शक्ति, रणपोत-शक्ति",যুদ্ধজাহাজ-শক্তি
बेयू चित्रपट,Bayeux ট্যাপেস্ট্রি
संकेत प्रकाश,বীকন
प्रकाश स्तंभ,বীকন টাওয়ার
मुखरक्षी,বিভার
2. बीवर सिक्का,বিভার
समुद्री बैगर,সমুদ্রের ভিক্ষুক
युयुत्यु,বেলিকোস
2. लड़ाकू,বেলিকোস
3. युद्धप्रिय,বেলিকোস
"युयुत्सा, युद्धप्रियता, लड़ाकूपन",বেলিকোসিটি
बेलोना,বেলোনা
"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति",উপকারিতা
पादरी-सुविधा,যাজকদের সুবিধা
बेनीलक्स,বেনেলাক্স
"बर्लिन डिकी, बर्लिन निषेध",বার্লিন ডিক্রি
"जुझारू योद्धा, नार्सी योद्धा",বেসার
बजांत,বেসান্ট (=বেজেন্ট)
बैथेल,বেথেল
ग्रंथ-पूजक,বিবিলিওলেটর
ग्रंथपूजन,বিবিলিওলাট্রি
बिग बर्था,বিগ বার্থা
धर्मांध,বিগট
वासादेश,বিলেটিং
बिल ऑफ अटेन्डर,অ্যাটেন্ডারের বিল
अधिकार-पत्र,অধিকার বিল
"जीवनीकार, चरित लेखक",জীবনীকার
जातक कथाएँ,জন্মের গল্প
पड़ाव,বিভাক
2. रण-शिविर,বিভাক
3. सैनिक पहरा,বিভাক
बाइज़ोनिया,বিজোনিয়া
अवैध दास आयात,কালো পাখি
काला झंडा,কালো পতাকা
काल-कोठरी,কৃষ্ণ গহ্বর
2. ब्लैक होल,কৃষ্ণ গহ্বর
"गद्दार, द्रोही",কালো পা (= স্ক্যাব)
"ब्लैक शर्ट, काली कुर्ती दल",কালো শার্ট
कुल चिह्र,ব্লাজন
2. कुल चिह्र अंकन,ব্লাজন
कुल-चिह्रांकन कला,ব্লাজনরি
2. कलात्मक प्रदर्शन,ব্লাজনরি
"तड़ित युद्ध, तूफानी हमला",Blitzkrieg
"गौरवमय क्रांति, रक्तहीन क्रांति",রক্তহীন বিপ্লব (=গৌরবময় বিপ্লব)
"रक्तपात देय, खून की कीमत, रक्तपात दण्ड",ব্লাডওয়াইট
खूनी मेरी (सन् - ईo),ব্লাডি মেরি
ब्लू,নীল
"आभिजात्य, कुलीनता",আভিজাত্য
"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक",নীল বই
"नीला फीता, ब्लू रिबन",নীল পটি
2. सर्वोच्च सम्मान,নীল পটি
राजकीय रक्षक,ব্লুজ (=রয়্যাল হর্স গার্ড)
नीली कुर्ती दल (इटली),নীল শার্ট
नौसेना समर्थक,ব্লু ওয়াটার স্কুল
"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल",নিয়ন্ত্রণ বোর্ড
"वर्म, जिरह-बख्तर",শরীরবর্ম
बूर,বোয়ার
लूट का माल,লুঠ
बरो,বরো
सीनेट सदन,বুলিউটেরিয়ন
बूर्बा,বোরবন
बॉक्सर विद्रोह,বক্সার বিদ্রোহ
भुज कवच,বন্ধনী
बाहु पट्टिका,ব্রাসার্ড
"2. भुज बंध, भुज कवच",ব্রাসার্ড
बहुधान्यक प्रदेश,রুটি উপনিবেশ
"वक्षस्त्राण, उरस्ताण",ব্রেস্ট প্লেট
आवक्ष भित्ति,স্তনের কাজ
"ब्रेटवाल्डा, ब्रिटनों का अधिपति",ব্রেটওয়াল্ডা
बटमार,ব্রিগ্যান্ড
"बटमारी, लुंठन, राहजनी",ব্রিগ্যান্ডেজ
"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल",ব্রিটিশ কমনওয়েলথ অফ নেশনস
"ब्राउन शर्ट्स, भूरी कुर्ती दल",ব্রাউন শার্ট (=নাৎসি)
ब्रुसेल्स संधि संगठन,ব্রাসেলস চুক্তি (চুক্তি) সংস্থা (=পশ্চিম ইউরোপীয় ইউনিয়ন)
महिष चर्म,বাফ
2. लघु कोट,বাফ
बफ़-कोट,বাফ-কোট
बफ़-रेज़िमेंट,বাফস
ब्यूल,বুলে (= পরিষদ)
पट्टेदारी,বার্গেজ
पौर प्रतिनिधि,বার্গেস
बाईजेन्टिनी,বাইজেন্টাইন
बाइजेन्टिनी गिरजाघर,বাইজেন্টাইন গির্জা
बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य,বাইজেন্টাইন সাম্রাজ্য
बाइजेन्टिनी संवत्,বাইজেন্টাইন যুগ
बाइजेन्टिनी इतिहासकार,বাইজেন্টাইন ইতিহাসবিদ
"काबेल, षडयंत्रकारियों का गुट",ক্যাবল
सीज़रतंत्र,সিজারিজম
खलीफ़ा,খলিফা
"खुशनवीस, सुलेखक",ক্যালিগ্রাফার
सुलेख-विशारद,ক্যালিগ্রাফিস্ট
सुलेख,ক্যালিগ্রাফি
कैल्ट्रॉप,ক্যালট্রপ
सौहार्द,বন্ধুত্ব
लघु कक्ष,ক্যামারিলা
2. षाड्यंत्रिक,ক্যামারিলা
(पोप का) मुकुट,ক্যামেলাউকাম
"छद्मावरण, छद्म गोपन",ছদ্মবেশ
अभियान,প্রচারণা
लश्करी; शिविरानुचर,শিবিরের অনুসারী
गिरजा क़ब्रिस्तान,ক্যাম্পো সান্টো
कैंपस मारशियस,ক্যাম্পাস মার্টিয়াস
"कान्फोरा, डलियावाली",ক্যানেফোরা
कैंग; काष्ठबंध,ক্যাঙ্গু
गोलाबारी,কামান
"युद्ध-बलि, तोपचारा",কামানের খাদ্যরুপে পরিগণিত মানুষ
धर्म-सूत्र,ক্যানন
"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम",ক্যানন আইন
"कैनोपेस आज्ञप्ति, कैनोपस डिक्री",ক্যানোপাস ডিক্রি
"चिह्रित शस्त्र, चिह्रित आयुध",ক্যান্টিং অস্ত্র
बंदी,বন্দী
बंदीकर्त्ता,বন্দী
कार्डिनल,মৌলিক
कार्ल,কার্ল
कैरोलिन्जी राजवंश,ক্যারোলিংজিয়ান রাজবংশ
कारथूसी संप्रदाय,কার্থুসিয়ান সম্প্রদায়
कारथूसी मठ,কার্টোসা
"किलेदार, कोटपाल",কাস্টেলীয়
2. केस्टेलन,কাস্টেলীয়
वर्ण-व्यवस्था,বর্ণপ্রথা
() दुर्ग,দুর্গ
(2) गढ़ी,দুর্গ
दुर्ग-नगर,দুর্গ শহর
कैस्ट्रा,কাস্ত্রা
2. रोमन शिविर,কাস্ত্রা
पादरी का सिंहासन,ক্যাথেড্রা
मुख्य गिरजाघर,ক্যাথিড্রাল
केटो स्ट्रीट षडयंत्र,ক্যাটো স্ট্রিট ষড়যন্ত্র
कॉडिलो,কাউডিলো
() कैवेलियर,অশ্বারোহী
(2) घुड़सवार,অশ্বারোহী
कैवेलियर पार्लियामेंट,অশ্বারোহী সংসদ
"पक्ष-त्यागी गुट, आडुलम गुट",আদুল্লামের গুহা
"गुहा-चित्रकारी, गुहा-चित्रण",গুহাচিত্র
2. गुहा-चित्र,গুহাচিত্র
सेन्टुमविर,সেন্টুমভির
सेंचुरियन,সেঞ্চুরিয়ান
"शताब्दी, सदी, शती",সেঞ্চুরি
"जिरह-बख्तर, श्रृंखला-कवच",চেইন আর্মার (= চেইন মেইল)
"समर्पित मंदिर, समर्पित पूजागृह",চ্যানট্রি
2. समर्पित धर्मदास,চ্যানট্রি
चैप पुस्तिका,চ্যাপ বই
"धर्माधिकारी, चैपलिन",চ্যাপলিন
पादरी मंडल,অধ্যায়
सांयोगिक दुर्घटनाएँ,দুর্ঘটনার অধ্যায়
कीतिंचिह्र,চার্জ
"कार्यदूत, दूत-कार्यकारी",চার্জ ডি অ্যাফেয়ার্স
विदाई परामर्श,চার্জ বিভাজন
युद्धाश्व,চার্জার
विजय रथ,রথ
रथारोही,সারথি
2. रथी,সারথি
3. सारथी,সারথি
"अन्नसत्र, लंगर",দাতব্য রান্নাঘর
"अधिकार-पत्र, चार्टर",সনদ
चार्टिस्ट आंदोलन,চার্টিস্ট আন্দোলন (=চার্টিজম)
"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ",চার্টোফাইলাসিয়াম
"सामंत गढ़ी, शातो",Chateau
पड़ताल चौकी,চেক পোস্ট
रासायनिक युद्ध,রাসায়নিক যুদ্ধ
दुर्ग-नगर,চেস্টার
सरदार,প্রধান
सरदार,প্রধান
2. सामंत,প্রধান
3. राजा,প্রধান
"जालांशुक, जालीदार कपड़ा, शिफान",শিফন
शौर्य,বীরত্ব
यहूदी लोग,নির্বাচিত মানুষ
दिव्यवाणी कक्ष प्रवचन कक्ष,ক্রিসমোগ্রাফিয়ন
ईसाई जगत,খ্রিস্টধর্ম
ईसवी काल,খ্রিস্টীয় যুগ
ईसाई समाजवाद,খ্রিস্টান সমাজতন্ত্র
इतिवृत्त,ক্রনিকল
इतिवृत्तकार,ক্রনিকলার
स्वर्ण-भूमि,Chryse Chersonese
रत्न-कक्ष,সিমেলিয়াম
सोलहवीं शती की शैली,সিনকুয়েসেন্টো স্টাইল
परिनौचालन,পরিক্রমা
सिस्तर्शी साधु,সিস্টারসিয়ান সন্ন্যাসী
"दुर्ग, गढ़ी",সিটাডেল
() प्रशस्ति,উদ্ধৃতি
(2) उपस्थिति सूचना,উদ্ধৃতি
सविनय अवज्ञा (आन्दोलन),আইন অমান্য
गृह-युद्ध,গৃহযুদ্ধ
रोमन नागरिक,সিভিস রোমানাস
"कलासिकी युग, श्रेण्य युग",শাস্ত্রীয় বয়স
बटमार,ক্লেফ্ট (=ক্লেফ্ট)
"पादरीवाद, पुरोहितवाद",কেরানিবাদ
"भूग्राही, क्लेरुक",ক্লারাচ
क्लूनी आंदोलन,ক্লুনিয়াক আন্দোলন
"कवच, जिरह-बख्तर",কোট বর্ম
कुलांक,অস্ত্রের কোট
2. आयुधांक,অস্ত্রের কোট
3. अस्त्र-ध्वजादि-चित्रण,অস্ত্রের কোট
"कवच, जिरह-बख्तर, अंगत्राण",ডাকের কোট
कोहॉर्ट,সমদল
कोमिशिया,কমিটিয়া
कोमिशिया सेंतुरियाता,Comitia Centuriata
कोमिशिया क्यूरिआता,কমিটিয়া কুরিয়াটা
कोमिशिया ट्रिब्यूता,Comitia Tributa
स्मारक तोरण,স্মারক খিলান
स्मारक सिक्का,স্মারক মুদ্রা
स्मारक मुहर,স্মারক সীলমোহর
सार्वजनिक भूमि,সাধারণ ক্ষেত্র
कम्यूनार्ड,কমুনার্ড
समझौता,কনকর্ড্যাট
2. धर्म-संधि,কনকর্ড্যাট
कंदोत्यर,কনডোটিয়ের
"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि",নিশ্চিতকরণ Cartarum
संघर्ष,দ্বন্দ্ব
धर्म-संगति,ধর্মসভা
विजेता राज्य,বিজয়ী রাষ্ট্র
विजेता,বিজয়ী
"वर्षक वीर, अत्याचारी विजेता",বিজয়ী
राजपरिषद्,কনসিলিয়াম
"चर्च न्यायालय, काँसिस्टरी",কনসিস্টরি
षड़यन्त्र,ষড়যন্ত্র
2. साजिश,ষড়যন্ত্র
कांसुली शासन,কনস্যুলেট
परामर्श-पुस्तिका,কনসুলেশন বই
महाद्वीपीय व्यवस्था,মহাদেশীয় ব্যবস্থা
अनधिकृत आहूत पार्लियामेंट,কনভেনশন সংসদ
कापरहेड्स,কপারহেডস (=শান্তি গণতন্ত্রী)
"पट्ट-भूमि, पट्टे पर मिली भूमि",কপিহোল্ড
परिसीमन; घेरा डालना,কর্ডনিং
"मुकुट, किरीट",করোনা
राज्याभिषेक,রাজ্যাভিষেক
"अभिषेकाश्म, अभिषेक-शिला",রাজ্যাভিষেক পাথর
(ग्रंथ) संग्रह,কর্পাস
"जलदस्यु, समुद्री डाकू",কর্সেয়ার
2. दस्यु पोत,কর্সেয়ার
"उरस्त्राण, वक्षस्त्राण",কাঁচুলি (= কর্সেলেট)
"कार्टिज़, स्पेनी संसद",কর্টেস
कुटी घर,কোটার (=কোটিয়ার)
2. खिदमती काश्तकार,কোটার (=কোটিয়ার)
काउन्ट पैलेटीनेट,কাউন্ট প্যালাটিনেট
ग्राम्य आवास,দেশের বাড়ি
काउन्टी,কাউন্টি
काउन्टी बरो,কাউন্টি বরো
काउन्टी न्यायालय,কাউন্টি আদালত
काउन्टी रियासत,কাউন্টি প্যালাটাইন
दरबार,আদালত
2. राजसभा,আদালত
राजपरिपत्र,আদালতের সার্কুলার
"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा",আদালতের শিষ্টাচার
"राजदरबारी, राजसभासद, मुसाहिब",দরবারী
कोर्ट ऑफ कैसेशन,ক্যাসেশন আদালত
"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स",কোর্ট অফ ডিরেক্টরস (EIC)
"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स",মালিকদের আদালত
राजकवि,দরবারের কবি
प्रसंविदाकारी केमेरोनपंथी,চুক্তিবদ্ধ ক্যামেরোনিয়ান
"राजा, क्राउन",মুকুট
2. (क) ताज,মুকুট
(ख) मुकुट,মুকুট
"खालसा, राजभूमि",মুকুট জমি
2. संघ राज्य,মুকুট জমি
युवराज,ক্রাউন প্রিন্স
"धर्मयुद्ध, जिहाद",ক্রুসেড
धर्म-योद्धा,ক্রুসেডার
"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश",ক্রিপ্টোগ্রাম
"वक्षस्त्राण, जिरहबख़्तर",কুইরাস
"चर्म कवचधारी, अश्वारोही",কুইরাসিয়ার
संप्रदाय देवता,কাল্ট দেবতা
"क्यूरिया, सभा-भवन, परिषद",কুরিয়া
2. रोम का सीनेट भवन,কুরিয়া
जारशाही,জারবাদ
अंध महाद्वीप,অন্ধকার মহাদেশ
प्रलय-दिवस,বিচারের দিন
2. क़यामत का दिन,বিচারের দিন
"डीन, अधिष्ठाता",যাজক
जशक,দশক
दीनार,ডেনারিয়াস
सिंहासनच्युत राजा,ক্ষমতাচ্যুত রাজা
विलुंठन,নষ্ট করা
"अपहरण, लूट-खसोट",বিলুপ্তি
गद्दी से उतारना,ডিথ্রোন
राजमुकुट,ডায়ডেম
2. किरीट,ডায়ডেম
3. राजचिह्र,ডায়ডেম
डायेसिया,ডায়াসিয়া
न्यायालय,ডিকাস্টেরিয়াম
जलप्रलयवादी,ডিলুভিয়ালিস্ট
बिशप-क्षेत्र,ডায়োসিস
2. डायोसीज़,ডায়োসিস
क्रांतिकारी कार्यकारिणी,নির্দেশিকা (=নির্দেশনা)
2. दायरोक्तायर,নির্দেশিকা (=নির্দেশনা)
दिरहम,দিরহাম
निष्ठाहीन,অবিশ্বাসী
2. देशद्रोही,অবিশ্বাসী
"राज्य-अपहरण नीति, राज्यलय-नीति",ভুলের মতবাদ
"प्रलेख, दस्तावेज़",দলিল
"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य",দালিলিক প্রমাণ
"अंतिम निर्णय पुस्तक, क़यामत के दिन की पुस्तक",গম্বুজের বই
कॉन्सटेन्टाइन का दान,কনস্টানটাইনের দান
"विधि, क़ानून",নিয়তি
राजमाता,ডাওগার রানী
"ड्रेगून, घुड़सवार",ড্রাগন
साँडनी सवार,ড্রোমেডারিয়ান
"साँडनी, मादा ऊँट",ড্রোমেডারি
महा नौका,ড্রমন্ড
द्वंद्व युद्ध,দ্বৈত
"डुअल अलाएँस, दोहरी संधि",দ্বৈত জোট
ड्यूल आँताँत,ডুয়েল এন্টেন্টে
"दोहरा शासन, दुहरी सरकार, द्वैध शासन",দ্বৈত ব্যবস্থা (= দ্বৈত সরকার)
ड्यूक,ডিউক
ड्यूमा,ডুমা
वामन अवतार,বামন অবতার
वंश,রাজবংশ
2. राजवंश,রাজবংশ
गरूड़,ঈগল
एल्डरमेन,বুড়ো মানুষ
अर्ल,আর্ল
"अर्लपद, अर्लक्षेत्र",প্রাচীনত্ব
"पूर्व गुप्त वंश, पूर्व गुप्त वंशीय राजा",প্রারম্ভিক গুপ্ত
पूर्वकालीन (ऐतिहासिक) स्थल,প্রারম্ভিক (ঐতিহাসিক) সাইট
पूर्व वैदिक काल,প্রারম্ভিক বৈদিক যুগ
नागरिक सभा,ইক্লেসিয়া
"प्रत्यास्थापन धर्मादेश, प्रत्यास्थापनराजादेश, एडिक्ट ऑफ रेस्टिट्यूशन",পুনরুদ্ধারের আদেশ
अष्टांगिक मार्ग,আট ভাঁজ পথ
"चर्च अधिकारी, गिरजाधिकारी, प्रेसबीटर",প্রবীণ
वयोवृद्ध राजविद्,বয়স্ক রাষ্ট্রনায়ক (=জেনরো)
अंकुश,হাতির ছাগু
"ग्यारह वर्ष का आतंक राज्य, एकादश वर्षीय आतंक राज्य",এগারো বছরের অত্যাচার
एलीजे,Elysae (=Elysee)
बाड़ाबंदी आंदोलन,ঘের আন্দোলন
पोप-परिपत्र,এনসাইক্লিক্যাল
विश्वकोशकार आंदोलन,বিশ্বকোষবাদী আন্দোলন
"आंतांत, सौहार्द",Entente
"दृढ़ सौहार्द, आंतांत कार्दिआल",Entente cordiale
राज्यारोहण,সিংহাসন
"परिचारक गण, परिचर",এনট্যুরেজ
"वस्त्र, परिधान",এফোদ
"दंडाधीश, एफोर",ইফোর
वीरयुग,মহাকাব্য যুগ
महाकाव्य-नायक,মহাকাব্যিক নায়ক
पुरालेख,এপিগ্রাফ
बिशपतंत्र,এপিস্কোপ্যাসি
विशप-पीठ,এপিস্কোপেট
घटना,পর্ব
युग,যুগ
युगांतरकारी घटना,যুগ তৈরির ঘটনা
युग-प्रवर्तक व्यक्ति,যুগ সৃষ্টিকারী মানুষ
नाम-स्रोत,উপনাম
अश्वपाल,ইকুয়েরি
2. एक्यरी,ইকুয়েরি
अश्वारोही मूर्ति,অশ্বারোহী মূর্তি
"काल, संवत्",যুগ
दास-कारागार,এরগাস্টুলাম
यूखेरिस्त,ইউক্যারিস্ট
"शुभ संदेशवाद, इंजीलवाद",ধর্মপ্রচার
इंजीली आंदोलन,ধর্মপ্রচার আন্দোলন
"इंजीली प्रचारक, इंजीलवादी",ধর্মপ্রচারক
एक्सार्क,Exarch
"निष्कासितों का शासक, निर्वासितों का शासक",এক্সিল্যার্ক
फैलेंजवादी,ফালাঙ্গিস্ট
() पितृभूमि,পিতার জমি
(2) स्वदेश,পিতার জমি
पर्व,ফেরিয়া
जड़-पूजा,ফেটিশ
सामंती-क्षेत्र,সামন্ত জোত
"सामंतवाद, सामंतशाही",সামন্ততন্ত্র (=সামন্ততন্ত্র)
सामंती व्यवस्था,সামন্ততান্ত্রিক ব্যবস্থা
सामंत,সামন্ত
धर्मत्राता,ফিদেই রক্ষাকারী (=বিশ্বাসের রক্ষক)
जागीर,ফিফ
क्षेत्र-व्यवस्था,ক্ষেত্র ব্যবস্থা
