English,Malayalam
approximate method,"മാക്രോ രീതി, ഏകദേശ രീതി"
approximate solution,ഏകദേശ പരിഹാരം
approximation problem,ഏകദേശ പ്രശ്നം
approximation property,ഏകദേശ സ്വത്ത്
aptitude test battery,അഭിരുചി പരീക്ഷ
Argand diagram,ആർഗോൺ ഡയഗ്രം
arbitrarily chosen,സ്വമേധയാ
arbitrary,"ക്രമരഹിതമായ, ക്രമരഹിതമായ"
arbitrary constant,ഏകപക്ഷീയമായ സ്ഥിരാങ്കം
arbitrary element,സ്വതന്ത്ര ഘടകം
arbitrary point,ഏകപക്ഷീയമായ പോയിന്റ്
Archemedean law,ആർക്കിമിഡീസിന്റെ നിയമം
Archimedes principle,ആർക്കിമിഡീസിന്റെ നിയമം
arc length,"കമാനം നീളം, കമാനം നീളം"
arc of circle,സർക്കിൾ ആർക്ക്
arc sine distribution,വിപരീത സൈൻ വിതരണം
arc sine transformation,വിപരീത സൈൻ പരിവർത്തനം
area,"പ്രദേശം, പ്രദേശം"
areal texture,പ്രാദേശിക കോൺഫിഗറേഷൻ
argument of complex number,ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ കോൺ
arithmetic mean,ഗണിത അർത്ഥം
arithmetic operation,ഡിജിറ്റൽ പ്രവർത്തനം
arithmetic unit,ഡിജിറ്റൽ യൂണിറ്റ്
arrangement,"കോൺഫിഗറേഷൻ, ക്രമീകരണം"
array,"അറേ, അറേ"
artificial satellite,കൃത്രിമ ഉപഗ്രഹം
artificial variable,കൃത്രിമ വേരിയബിൾ
ascend,കയറാൻ
ascending,ആരോഹണം
ascending order of magnitude,മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം
ascending series,ആരോഹണ ഗ്രേഡ്
assembler language,അസംബ്ലർ ഭാഷ
assignment problem,അസൈൻമെന്റ് പ്രശ്നം അസൈൻമെന്റ് ചോദ്യം
associative law,സഹകാരി നിയമം
associative law of operators,ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം
associative operation,അനുബന്ധ പ്രവർത്തനം
associativity,കൂട്ടുകെട്ട്
assumed mean,അർത്ഥമാക്കുന്നത്
assumed probability distribution,പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു
assumption,"സങ്കല്പിച്ചു, സമ്മതിച്ചു"
astrology,ജ്യോതിഷം
astronautical engineer,ബഹിരാകാശ എഞ്ചിനീയർ ബഹിരാകാശ എഞ്ചിനീയർ
astronomer,ജ്യോതിശാസ്ത്രജ്ഞൻ*
astronomical clock,ജ്യോതിശാസ്ത്ര ഘടികാരം
astronomy,ജ്യോതിശാസ്ത്രം
asymmetrical curve,അസമമായ വക്രം
asymmetry,അസമമിതി
asymptote,അസിംപ്റ്റോട്ടിക്
asymptotic,വഷളാക്കുന്നു
asymptotically efficient estimator,പുരോഗമന എസ്റ്റിമേറ്റർ
asymptotically unbiased estimator,റിട്രോഗ്രേഡ് ബയസ്ഡ് എസ്റ്റിമേറ്റർ
asymptotic behavior,പിന്തിരിപ്പൻ പെരുമാറ്റം
asymptotic distribution function,ആക്രമണാത്മക വിതരണ പ്രവർത്തനം
asymptotic expansion,മുകളിലേക്ക് വ്യാപിച്ചു
atmospheric pressure,അന്തരീക്ഷമർദ്ദം
at random,ക്രമരഹിതമായി
attribute,സ്വത്ത്*
attributes sampling procedure,ആട്രിബ്യൂട്ട്-സാമ്പിൾ-മെക്കാനിസം
augmented matrix,വർദ്ധിപ്പിച്ച മാട്രിക്സ്
autocorrelation coefficient,ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്
autocorrelation function,ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ
autocovariance,സഹവർത്തിത്വം
automatic computer,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ
autoregression,സ്വയം റിഗ്രഷൻ
auxiliary equation,സഹായ സമവാക്യം
average sample number curve (A.S.N. Curve),ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (MPC കർവ്)
axiom,"സിദ്ധാന്തം, സിദ്ധാന്തം"
axiomatic approach,axiom സമീപനം
axiom of probability,സംഭാവ്യത സിദ്ധാന്തം
axis,അച്ചുതണ്ട്
axis of abscissa,ഭുജാക്ഷ
axis of earth,ഭൂമിയുടെ അച്ചുതണ്ട്
axis of revolution,ഭ്രമണ അക്ഷം
axis of rotation,ഭ്രമണ അക്ഷം
axis of spin,സ്പിൻ അക്ഷം
back-substitution,പോസ്റ്റ് മാറ്റിസ്ഥാപിക്കൽ
backward difference,പിന്നീട്
backward-interpolation formula,തിരികെ ചേർക്കൽ സൂത്രവാക്യം
balance,"ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്"
balanced design,സമതുലിതമായ ഡിസൈൻ
balance sheet,ബാലൻസ് ഷീറ്റ്
ballistic missile,മിസൈൽ
ballistics,"ബാലിസ്റ്റിക്സ്, ആയുധം"
bar,"നിര, വടി, കോബ്, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ലൈൻ, ലൈൻ, ടെസ്റ്റ് ലൈൻ, എഡ്ജ്"
base,"അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം"
base angle,അടിസ്ഥാന കോൺ
base of logarithm,"ലോഗരിതം അടിസ്ഥാനം, ലോഗരിതം അടിസ്ഥാനം"
basic,"അടിസ്ഥാന, അടിസ്ഥാന"
basic feasible solution,അടിസ്ഥാന യോജിച്ച പരിഹാരം
basic solution,അടിസ്ഥാന പരിഹാരം
basic variable,അടിസ്ഥാന വേരിയബിൾ
basis,അടിസ്ഥാനം
basis element,അടിസ്ഥാന ഘടകം
basis matrix,അടിസ്ഥാന മാട്രിക്സ്
basis of a vector space,വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
basis of subspace,ഉപജനസംഖ്യാ അടിസ്ഥാനം
Bayesian estimate,സത്യസന്ധമല്ലാത്ത
Bayes' law,ബെസ്-റൂൾ
Bayes' theorem,bez-theorem
Bernoulli distribution,ബെർണൂലി-വിതരണം
Bernoulli number,ബെർണൂലി നമ്പറുകൾ
Bernoulli probability function,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
Bernoulli's equation,ബെർണൂലി-സമവാക്യം
Berry function,ബെറി ഫംഗ്ഷൻ
best fit,മികച്ച അഡീഷൻ
best - fit line,മികച്ച അഡീഷൻ ലൈൻ
best solution,മികച്ച പരിഹാരം
best strategies,മികച്ച നുറുങ്ങുകൾ
beta distribution,ബീറ്റ വിതരണം
bias,"പക്ഷപാതം, പക്ഷപാതം"
biased estimate,പക്ഷപാതപരമായ വിലയിരുത്തൽ
biharmonic equation,ദ്വിപദ സമവാക്യം
bijection,ഒറ്റ കവർ
bijective map,ഒറ്റ കവർ മാപ്പ്
bijective mapping,ഒറ്റ കവർ മാപ്പിംഗ്
bilinear form,ക്വാഡ്രാറ്റിക് ക്വാഡ്രാറ്റിക്
bilinear function,ബിലീനിയർ ഫംഗ്ഷൻ
bilinear Hermitian form,ബൈലീനിയർ ഹെർമിഷ്യൻ ഹോമോജെനിറ്റി
binary,"ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ"
binary code,"ബൈനറി കോഡ്, ബൈനറി കോഡ്"
binary coded decimal,"ബൈനറി കോഡ് ചെയ്ത ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം"
binary coding,ബൈനറി എൻകോഡിംഗ്
binary computer,ബൈനറി കമ്പ്യൂട്ടർ
binary digit,ബൈനറി അക്കങ്ങൾ
binary operation,ബൈനറി പ്രവർത്തനം
binary system,ബൈനറി രീതി
binary variable,ബൈനറി വേരിയബിൾ
binomial coefficient,ദ്വിപദ ഗുണകം
binomial distribution,ദ്വിപദ വിതരണം
binomial equation,ദ്വിപദ സമവാക്യം
binomial expansion,ദ്വിപദ വ്യത്യാസം
binomial expression,ദ്വിപദ പദപ്രയോഗം
binomial random variable,ബൈനോമിയൽ റാൻഡം വേരിയബിൾ
binomial theorem,ദ്വിപദ സിദ്ധാന്തം
bisection,"പകുതി, വിഭജനം"
bisection method,"വിഭജന രീതി, സെമിഡിവിഷൻ രീതി"
bisector,പകുതി ദ്വിമുഖം
biserial,"ദ്വിപദം, ദ്വിമുഖം"
bit,"ഡ്വയങ്ക് (ബൈനറി സംഖ്യ), ആനി, ബർമീസ്, തുക്"
bivariate binomial distribution,ദ്വിപദ ദ്വിപദ വിതരണം ദ്വിപദം
bivariate correlation coefficient,ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം
bivariate distribution,ദ്വിവിധ വിതരണം
bivariate normal distribution,bivariate സാധാരണ-വിതരണം
bivector,ബിവെക്ടർ
Boltzmann equation,ബോൾട്ട്മാൻ സമവാക്യം
Boolean algebra,ബൂളിയൻ ബീജഗണിതം*
Bose - Einstein statistics,ബോസ്-ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ
boundary condition,പരിമിതി നിയന്ത്രണങ്ങൾ
boundary layer,അതിർത്തി നില
boundary line,അതിർത്തി രേഖ
boundary value,പരിധി മൂല്യം
boundary value problem,അതിർത്തി മൂല്യ പ്രശ്നം
bounded function,പരിമിതമായ പ്രവർത്തനം പരിമിതമായ ഫലം
bounded matrix,"ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് ടേബിൾ"
bounded region,അതിർത്തി പ്രദേശം അതിർത്തി പ്രദേശം
bounded set,ബൗണ്ടഡ് സെറ്റ് ബൗണ്ടഡ് സെറ്റ്
Brownian motion,ബ്രൗണി ചലനം
calculate,കണക്കാക്കാൻ
calculating,കണക്കുകൂട്ടല്
calculating machine,"കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ"
calculation,കണക്കുകൂട്ടല്*
calculational procedure,കമ്പ്യൂട്ടേഷണൽ പ്രവർത്തന രീതി
calculator,"കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ"
calculus,"കാൽക്കുലസ്, കാൽക്കുലസ്"
calculus of variation,വേരിയൻസ് കാൽക്കുലസ്
calorie,കലോറികൾ
cancellation law,ഭരണം റദ്ദാക്കുക
canonical equation,കാനോനിക്കൽ സമവാക്യം
canonical form,കാനോനിക്കൽ രൂപം
canonical matrix,"കാനോനിക്കൽ മാട്രിക്സ്, കെ കാനോനിക്കൽ മാട്രിക്സ്"
Cantor set,കാന്റർ സെറ്റ്
Cantor's ternary set,കാന്റർ ത്രികോണ സെറ്റ്
capacitated transportation problem,പരിമിതമായ ഗതാഗത പ്രശ്നം
capacity,കഴിവ്
capillary force,കാപ്പിലറി ബലം
cardinal number,"എണ്ണം നമ്പർ, കാർഡിനൽ നമ്പർ"
Cartesian axes,കാർട്ടിസിയൻ അക്ഷം
Cartesian coordinates,കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ
Cartesian product,കാർട്ടീഷ്യൻ ഉൽപ്പന്നം
Cartesian product of sets,സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഗുണനം
case study,"കേസ് പഠനം, കേസ് പഠനം"
catastrophic fluctuation,ആപത്കരമായ പ്രസംഗം
Catenary,കാറ്ററി
Cauchy distribution,കോച്ചി വിതരണം
Cauchy formula,കൗശിയുടെ സൂത്രം
Cauchy Goursat theorem,കൗശി-ഗുർസാ സിദ്ധാന്തം
Cauchy Riemann conditions,കൗശി-റീമാൻ-ബാൻ
Cauchy sequence,Cauchy ക്രമം
Cauchy integral,കൗശി അവിഭാജ്യ
Cauchy principal value,കൗശി പ്രധാന മൂല്യം
Cauchy residue theorem,കൗച്ചി ശേഷിക്കുന്ന സിദ്ധാന്തം
Cayley Hamilton theorem,കാൾ-ഹാമിൽട്ടൺ-സിദ്ധാന്തം
celestial body,ആകാശ ശരീരം
celestial measurement,ജ്യോതിശാസ്ത്രപരമായ അളവ്
celestial mechanics,ആകാശ മെക്കാനിക്സ്
celestial object,ആകാശ ശരീരം
cell frequency,സെൽ ആവൃത്തി
census,"സെൻസസ്, സെൻസസ്"
centile,ശതമാനം
centimeter,സെന്റീമീറ്റർ
centimeter gram second system,സെന്റീമീറ്റർ-ഗ്രാം-രണ്ടാം രീതി
central,"കേന്ദ്ര, കേന്ദ്രീകൃത"
central axis,കേന്ദ്ര അക്ഷം
central difference,കേന്ദ്ര വിടവ്
central difference formula,കേന്ദ്ര വ്യത്യാസ ഫോർമുല
central difference table,കേന്ദ്ര ഡിഫറൻഷ്യൽ പട്ടിക
central limit theorem,കേന്ദ്ര പരിധി സിദ്ധാന്തം
central moment,കേന്ദ്ര നിമിഷം
central processing unit (C.P.U),കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്
central tendency,കേന്ദ്ര സഹജാവബോധം
centre,കേന്ദ്രം*
centre of gravity,ഗുരുത്വാകർഷണ കേന്ദ്രം
centre of group,ഗ്രൂപ്പ് കേന്ദ്രം
centre of mass,ബഹുജന കേന്ദ്രം
centre of symmetry,സമമിതിയുടെ കേന്ദ്രം
centrifugal force,അപകേന്ദ്ര ബലം
centripetal force,അപകേന്ദ്രബലം
centroid,സെൻട്രിപെറ്റൽ മെറിഡിയൻ
certainty,ഉറപ്പ്
c.g.s. system,cgs രീതി
c.g.s. unit,cgs യൂണിറ്റ്
chain rule of differentiation,വ്യത്യാസത്തിന്റെ ശൃംഖല
chance causes,ആകസ്മികമായി
chance moves,ക്രമരഹിതമായ നീക്കം
change of axes,അച്ചുതണ്ട് ഷിഫ്റ്റ്
change of basis,അടിസ്ഥാന മാറ്റം പേയാധാര് മാറ്റം
change of order,ക്രമമാറ്റം
characteristic coefficient,സ്വഭാവ ഗുണകം
determinant,സ്വഭാവ നിർണ്ണയം
characteristic equation,സ്വഭാവ സമവാക്യം
characteristic function,"സ്വഭാവ പ്രവർത്തനം, സ്വഭാവ പ്രവർത്തനം"
characteristic of logarithm,ലോഗരിതം പൂർണ്ണസംഖ്യ
characteristic polynomial,സ്വഭാവ ബഹുപദം
characteristic value,സ്വഭാവ മൂല്യം
characteristic vector,സ്വഭാവ വെക്റ്റർ
character set,സ്വഭാവ സമൂഹം
chart,"ചാർട്ടുകൾ, ചാർട്ടുകൾ"
chi-square distribution,ചി-സ്ക്വയർ വിതരണം
chi-square formula,ചി-സ്ക്വയർ ഫോർമുല
chi-square test,ചി-സ്ക്വയർ ടെസ്റ്റ്
chord,കോർഡ്*
chord-bisection method,കോർഡ് വിഭജന രീതി
cipher message (=coded message),എഴുതിയ സന്ദേശം
cipher (zero),"പൂജ്യം, സൈഫർ"
circle,വൃത്തം*
circle of convergence,ഒത്തുചേരൽ വൃത്തം
circuit matrix,സർക്യൂട്ട് മാട്രിക്സ്
circular,"വൃത്താകൃതിയിലുള്ള, വൃത്താകൃതിയിലുള്ള"
circular asymptote,വൃത്താകൃതിയിലുള്ള അസിംപ്റ്റോട്ടുകൾ
circular helix,വൃത്താകൃതിയിലുള്ള ചാലകം
circular motion,വൃത്താകൃതിയിലുള്ള ചലനം
circumcentre,ചുറ്റളവ്
circumcircle,വിരമിച്ചു*
circumscribe,പ്രദക്ഷിണം ചെയ്യാൻ
circumscribed,കഴിഞ്ഞ
circumscribed circle,പരിമിതപ്പെടുത്തിയിരിക്കുന്നു
classical deductive technique,പ്രമുഖ കോർപ്പറേറ്റ്
classical dynamics,ക്ലാസിക് ഡൈനാമിക്സ്
classical optimization,ക്ലാസിക് ഒപ്റ്റിമൈസേഷൻ
classical ruin problem,വിട്ടുമാറാത്ത സാമ്പത്തിക പ്രശ്നം
classical statistical mechanics,ക്ലാസിക്കൽ സ്റ്റാറ്റിസ്റ്റിക്കൽ മെക്കാനിക്സ്
classification of errors,പിശകുകളുടെ വർഗ്ഗീകരണം
class interval,ക്ലാസ് ഇടവേള
class-interval unit,ക്ലാസ് ഇടവേള യൂണിറ്റ്
class limit,ക്ലാസ് പരിധി
clockwise,ഘടികാരദിശയിൽ
clopen (= closed and open),അടച്ചു
closed,"അടഞ്ഞ, അടഞ്ഞ"
closed convex hull,അടഞ്ഞ പാളി കവർ
closed cube,അടച്ച ക്യൂബ്
closed curve,"അടഞ്ഞ വക്രം, അടഞ്ഞ വക്രം"
closed domain,അടച്ച പ്രവിശ്യ
closed figure,അടഞ്ഞ രൂപം
closed interval,അടച്ച ഇടവേള
closed region,"അടഞ്ഞ പ്രദേശം, അടഞ്ഞ പ്രദേശം"
closed set,അടച്ച സെറ്റ്
closed surface,"അടച്ച പേജ്, അടച്ച പേജ്"
closure,ശത്രുത
closure operator,സഫിക്സ്-ഓപ്പറേറ്റർ
closure point (= contact point),കോൺവെക്സ് പോയിന്റ്
closure postulate,ബന്ദി-അംഗീകരിച്ചു
closure set,ക്യാപ്റ്റീവ് സെറ്റ്
cluster point,ക്ലസ്റ്റർ പോയിന്റ്
cluster sampling,ക്ലസ്റ്റർ സാമ്പിൾ
cluster set,ക്ലസ്റ്റർ അഗ്രഗേറ്റ്
coaxial circles,ഏകപക്ഷീയ വൃത്തം
coaxial parabolas,ഏകപക്ഷീയ പരവലയം
coaxial planes,ഏകപക്ഷീയ തലം
coaxial triangles,ഏകപക്ഷീയ ത്രികോണം
Cobb - Douglas function,കോബ്-ഡഗ്ലസ് പ്രവർത്തനം
coding,"എൻകോഡിംഗ്, കോഡിംഗ്, നൊട്ടേഷൻ"
coding of data,മെറ്റീരിയൽ നൊട്ടേഷൻ
co-domain,സഹ-പ്രവിശ്യ
coefficient matrix,കോഫിഫിഷ്യന്റ് മാട്രിക്സ്
coefficient of correlation,പരസ്പരബന്ധം ഗുണകം
coefficient of determination,നിർണയ ഗുണകം
coefficient of elasticity,ഇലാസ്തികത ഗുണകം
coefficient of expansion,ഡിഫ്യൂഷൻ കോഫിഫിഷ്യന്റ്
coefficient of friction,ഘർഷണ ഗുണകം
coefficient of linear expansion,രേഖാംശ വികാസത്തിന്റെ ഗുണകം
coefficient of regression,റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്
coefficient of surface tension,ഉപരിതല പിരിമുറുക്കത്തിന്റെ ഗുണകം
coefficient of variation,വ്യത്യാസത്തിന്റെ ഗുണകം
cofactor,"സഹഘടകം, സഹഘടകം, സഹഘടകം"
coin throw (coin toss),നാണയം ടോസ്
collection of sample,സാമ്പിൾ ശേഖരണം
collinear,കോളിനിയർ
collinearity,വിന്യാസം
column,"കോളം, കോളം"
column equivalence,സ്തംഭനാവസ്ഥ
column equivalent,സ്തംഭം
column equivalent matrix,നിര മാട്രിക്സ്
column matrix,കോളം മാട്രിക്സ്
column rank,നിര ക്രമം
column reduced echolon matrix,സ്തംഭ ശ്രേണിയിലുള്ള മാട്രിക്സ്
column vector,നിര വെക്റ്റർ
columnwise,കോളം തിരിച്ച്
combined equation,സംയുക്ത സമവാക്യം
common angle,"പൊതുകോണ്, പൊതുകോണ്"
common axis,പൊതു അക്ഷം
common base,"പൊതുവായ അടിസ്ഥാനം, പൊതു അടിത്തറ"
common denominator,സാർവത്രികമായ
common difference,പൊതുവായ വ്യത്യാസം
common factor,"പൊതു ഘടകം, പൊതു ഘടകം, പൊതു ഘടകം"
common logarithm,"ലളിതമായ ലോഗരിതം, ലളിതമായ ലോഗരിതം"
common multiple,"പൊതുവായ ഒന്നിലധികം, പൊതുവായ"
common ratio,പൊതു അനുപാതം
common section,ഇന്റർസെക്ഷൻ ക്ലോസ്
common side,സാധാരണ ഭുജം
common tangent,"പൊതു സ്പർശം, പൊതു സ്പർശം"
common term,പൊതു സ്ഥാനം
commutative law,കമ്മ്യൂട്ടേറ്റീവ് റൂൾ
commutative property,കമ്മ്യൂട്ടേറ്റീവ് പ്രോപ്പർട്ടി
commutative rule,കമ്മ്യൂട്ടേറ്റീവ് റൂൾ
commutative law of addition,തുകയുടെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം
commutative law of multiplication,ഗുണനത്തിന്റെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം
commutative operation,കമ്മ്യൂട്ടേറ്റീവ് ഓപ്പറേഷൻ
commutator group,കമ്മ്യൂട്ടേറ്റീവ് ഗ്രൂപ്പ്
commuting of matrices,മെട്രിക്സുകളുടെ കമ്മ്യൂട്ടേറ്റീവ്
compact set,കോംപാക്റ്റ് സെറ്റ്
comparability,"താരതമ്യത, താരതമ്യത"
comparision of means,മാർഗങ്ങളുടെ താരതമ്യം
comparision of percentage,ശതമാനം താരതമ്യം
comparision test,താരതമ്യ പരിശോധന
compatibility equation,യോജിച്ച സമവാക്യം
competitive game,മത്സര ഗെയിം
competitive situation,മത്സര സ്ഥാനം
competitive strategy,മത്സര തന്ത്രം
compiler,"വ്യാഖ്യാതാവ്, കമ്പൈലർ"
complementary,സപ്ലിമെന്റ്
complementary angle,പൂരക കോൺ
complementary event पूरक घटना,പൂരക സംഭവം
complementary factor,പൂരക ഘടകം
