Marathi,English
बर्नौली क्रमांक,Bernoulli number
बर्नौली संभाव्यता कार्य,Bernoulli probability function
बर्नौली-समीकरण,Bernoulli's equation
बोरासारखे बी असलेले लहान फळ कार्य,Berry function
सर्वोत्तम आसंजन,best fit
सर्वोत्तम आसंजन ओळ,best - fit line
सर्वोत्तम उपाय,best solution
सर्वोत्तम टिपा,best strategies
बीटा वितरण,beta distribution
"पक्षपात, पक्षपात",bias
पक्षपाती मूल्यांकन,biased estimate
द्विपद समीकरण,biharmonic equation
एकल कव्हर,bijection
सिंगल कव्हर नकाशा,bijective map
सिंगल कव्हर मॅपिंग,bijective mapping
चतुर्भुज चौकोन,bilinear form
द्विरेखीय कार्य,bilinear function
द्विरेखीय हर्मिटियन एकजिनसीपणा,bilinear Hermitian form
"द्वि-चर, बायनरी, दुहेरी",binary
"बायनरी कोड, बायनरी कोड",binary code
"बायनरी कोडेड दशांश, बायनरी कोडेड दशांश",binary coded decimal
बायनरी एन्कोडिंग,binary coding
बायनरी संगणक,binary computer
बायनरी अंक,binary digit
बायनरी ऑपरेशन,binary operation
बायनरी पद्धत,binary system
बायनरी व्हेरिएबल,binary variable
द्विपदी गुणांक,binomial coefficient
द्विपदी वितरण,binomial distribution
द्विपद समीकरण,binomial equation
द्विपद भिन्नता,binomial expansion
द्विपदी अभिव्यक्ती,binomial expression
द्विपदी यादृच्छिक चल,binomial random variable
द्विपद प्रमेय,binomial theorem
"अर्धा, दुभाजक",bisection
"दुभाजक पद्धत, अर्धविभाग पद्धत",bisection method
अर्धा दुभाजक,bisector
"द्विपदी, द्विपदी",biserial
"द्वयंक (बायनरी अंक), अनी, बर्मीज, तुक",bit
द्विपदी द्विपद वितरण द्विपदी,bivariate binomial distribution
द्विवैरिएट सहसंबंध गुणांक,bivariate correlation coefficient
द्विवैरिएट वितरण,bivariate distribution
द्विवैरिएट सामान्य-वितरण,bivariate normal distribution
bivector,bivector
बोल्टमन समीकरण,Boltzmann equation
बुलियन बीजगणित*,Boolean algebra
बोस-आईन्स्टाईन सांख्यिकी,Bose - Einstein statistics
मर्यादा निर्बंध,boundary condition
सीमा पातळी,boundary layer
सीमारेषा,boundary line
मर्यादा मूल्य,boundary value
सीमा मूल्य समस्या,boundary value problem
"बाउंड फंक्शन बाउंडेड फळ,",bounded function
"बाउंडेड मॅट्रिक्स, बाउंडेड मॅट्रिक्स, बाउंडेड टेबल,",bounded matrix
"सीमाबद्ध प्रदेश सीमाबद्ध प्रदेश,",bounded region
"बाऊंड सेट बाउंडेड सेट,",bounded set
ब्राउनी मोशन,Brownian motion
मोजणे,calculate
गणना,calculating
"कॅल्क्युलेटर, कॅल्क्युलेटर",calculating machine
गणना*,calculation
संगणकीय क्रिया पद्धत,calculational procedure
"कॅल्क्युलेटर, कॅल्क्युलेटर",calculator
"कॅल्क्युलस, कॅल्क्युलस",calculus
भिन्नता कॅल्क्युलस,calculus of variation
कॅलरीज,calorie
नियम रद्द करा,cancellation law
प्रामाणिक समीकरण,canonical equation
प्रामाणिक फॉर्म,canonical form
"कॅनॉनिकल मॅट्रिक्स, के कॅनॉनिकल मॅट्रिक्स",canonical matrix
cantor सेट,Cantor set
cantor त्रिकोणी संच,Cantor's ternary set
वाहतुकीची अडचण,capacitated transportation problem
क्षमता,capacity
केशिका शक्ती,capillary force
"संख्या संख्या, मुख्य संख्या",cardinal number
कार्टेशियन अक्ष,Cartesian axes
कार्टेशियन समन्वय,Cartesian coordinates
कार्टेशियन उत्पादन,Cartesian product
संचांचे कार्टेशियन गुणाकार,Cartesian product of sets
"केस स्टडी, केस स्टडी",case study
आपत्तीजनक भाषण,catastrophic fluctuation
कॅटिनरी,Catenary
कॉची वितरण,Cauchy distribution
कौशीचें सूत्र,Cauchy formula
कौशी-गुरसा-प्रमेय,Cauchy Goursat theorem
कौशी-रिमन-बॅन,Cauchy Riemann conditions
कॉची क्रम,Cauchy sequence
कौशी अभिन्न,Cauchy integral
कौशी मुख्य-मूल्य,Cauchy principal value
कॉची शेष प्रमेय,Cauchy residue theorem
कॅले-हॅमिल्टन-प्रमेय,Cayley Hamilton theorem
आकाशीय शरीर,celestial body
खगोलशास्त्रीय मोजमाप,celestial measurement
खगोलीय यांत्रिकी,celestial mechanics
आकाशीय शरीर,celestial object
सेल वारंवारता,cell frequency
"जनगणना, जनगणना",census
टक्केवारी,centile
सेंटीमीटर,centimeter
सेंटीमीटर-ग्राम-सेकंद पद्धत,centimeter gram second system
"मध्यवर्ती, केंद्रीत",central
मध्य अक्ष,central axis
मध्यवर्ती अंतर,central difference
केंद्रीय फरक सूत्र,central difference formula
केंद्रीय भिन्नता सारणी,central difference table
केंद्रीय मर्यादा प्रमेय,central limit theorem
मध्यवर्ती क्षण,central moment
केंद्रीय संसाधन युनिट,central processing unit (C.P.U)
केंद्रीय अंतःप्रेरणा,central tendency
केंद्र*,centre
गुरुत्व मध्यभागी,centre of gravity
गट केंद्र,centre of group
वस्तुमान केंद्र,centre of mass
सममितीचे केंद्र,centre of symmetry
केंद्रापसारक शक्ती,centrifugal force
केंद्राभिमुख शक्ती,centripetal force
"मध्यवर्ती मेरिडियन,",centroid
निश्चितता,certainty
cgs पद्धत,c.g.s. system
cgs युनिट,c.g.s. unit
भिन्नतेचा साखळी नियम,chain rule of differentiation
दैवयोगाने,chance causes
यादृच्छिक हालचाल,chance moves
अक्ष शिफ्ट,change of axes
"आधार बदल Payadhar-बदल,",change of basis
क्रमपरिवर्तन,change of order
वैशिष्ट्यपूर्ण गुणांक,characteristic coefficient
वैशिष्ट्यपूर्ण निर्धारक,determinant
वैशिष्ट्यपूर्ण समीकरण,characteristic equation
"वैशिष्ट्यपूर्ण कार्य, वैशिष्ट्यपूर्ण कार्य",characteristic function
लॉगरिदमची पूर्णांक,characteristic of logarithm
"वैशिष्ट्यपूर्ण बहुपदी,",characteristic polynomial
वैशिष्ट्यपूर्ण मूल्य,characteristic value
वैशिष्ट्यपूर्ण वेक्टर,characteristic vector
वर्ण समुदाय,character set
"तक्ते, तक्ते,",chart
ची-स्क्वेअर वितरण,chi-square distribution
ची-स्क्वेअर सूत्र,chi-square formula
ची-स्क्वेअर चाचणी,chi-square test
जीवा*,chord
जीवा विभाजित करण्याची पद्धत,chord-bisection method
लिखित संदेश,cipher message (=coded message)
"शून्य, सायफर",cipher (zero)
मंडळ*,circle
अभिसरण मंडळ,circle of convergence
सर्किट मॅट्रिक्स,circuit matrix
"गोलाकार, गोलाकार,",circular
वर्तुळाकार लक्षणे,circular asymptote
गोलाकार कंड्युलिन,circular helix
गोलाकार हालचाल,circular motion
परिघ,circumcentre
सेवानिवृत्त*,circumcircle
प्रदक्षिणा करणे,circumscribe
भूतकाळ,circumscribed
घेरलेले,circumscribed circle
प्रख्यात कॉर्पोरेट,classical deductive technique
क्लासिक डायनॅमिक्स,classical dynamics
क्लासिक ऑप्टिमायझेशन,classical optimization
दीर्घकालीन आर्थिक समस्या,classical ruin problem
शास्त्रीय सांख्यिकीय यांत्रिकी,classical statistical mechanics
त्रुटींचे वर्गीकरण,classification of errors
वर्ग मध्यांतर,class interval
वर्ग मध्यांतर युनिट,class-interval unit
वर्ग मर्यादा,class limit
घड्याळाच्या दिशेने,clockwise
बंद,clopen (= closed and open)
"बंद, बंद",closed
बंद थर कव्हर,closed convex hull
बंद घन,closed cube
"बंद वक्र, बंद वक्र",closed curve
बंद प्रांत,closed domain
बंद आकार,closed figure
बंद अंतराल,closed interval
"बंद प्रदेश, बंद प्रदेश",closed region
बंद संच,closed set
"बंद पान, बंद पान",closed surface
नीलमन,closure
pronator,closure operator
बहिर्वक्र बिंदू,closure point (= contact point)
बंदिस्त-स्वीकृत,closure postulate
बंदिस्त संच,closure set
क्लस्टर पॉइंट,cluster point
क्लस्टर सॅम्पलिंग,cluster sampling
क्लस्टर एकूण,cluster set
समाक्षीय वर्तुळ,coaxial circles
समाक्षीय पॅराबोला,coaxial parabolas
समाक्षीय विमान,coaxial planes
समाक्षीय त्रिकोण,coaxial triangles
कोब-डग्लस फंक्शन,Cobb - Douglas function
"एन्कोडिंग, कोडिंग, नोटेशन",coding
साहित्य नोटेशन,coding of data
सह-प्रांत,co-domain
गुणांक मॅट्रिक्स,coefficient matrix
सहसंबंध गुणांक,coefficient of correlation
निर्धार गुणांक,coefficient of determination
लवचिकता गुणांक,coefficient of elasticity
प्रसार गुणांक,coefficient of expansion
घर्षण गुणांक,coefficient of friction
अनुदैर्ध्य विस्ताराचे गुणांक,coefficient of linear expansion
प्रतिगमन गुणांक,coefficient of regression
पृष्ठभाग तणावाचे गुणांक,coefficient of surface tension
भिन्नता गुणांक,coefficient of variation
"सह-घटक, सह-घटक, सह-घटक",cofactor
नाणेफेक,coin throw (coin toss)
नमुना संकलन,collection of sample
समरेख,collinear
संरेखन,collinearity
"स्तंभ, स्तंभ",column
स्तंभलेखन,column equivalence
स्तंभ,column equivalent
स्तंभीय मॅट्रिक्स,column equivalent matrix
स्तंभ मॅट्रिक्स,column matrix
स्तंभ क्रम,column rank
स्तंभ श्रेणीबद्ध मॅट्रिक्स,column reduced echolon matrix
स्तंभ वेक्टर,column vector
स्तंभानुसार,columnwise
संयुक्त समीकरण,combined equation
"सामान्य कोन, सामान्य कोन",common angle
सामान्य अक्ष,common axis
"कॉमन बेस, कॉमन बेस",common base
सार्वत्रिक,common denominator
सामान्य फरक,common difference
"कॉमन फॅक्टर, कॉमन फॅक्टर, कॉमन फॅक्टर",common factor
"साधे लॉगरिथम, साधे लॉगरिदम",common logarithm
"सामान्य एकाधिक, सामान्य",common multiple
सामान्य प्रमाण,common ratio
छेदनबिंदू खंड,common section
सामान्य हात,common side
"सामान्य स्पर्शिका, सामान्य स्पर्शिका",common tangent
सामान्य स्थिती,common term
बदली नियम,commutative law
बदली मालमत्ता,commutative property
बदली नियम,commutative rule
बेरीजचा कम्युटेटिव्ह कायदा,commutative law of addition
गुणाकाराचा कम्युटेटिव्ह नियम,commutative law of multiplication
बदली ऑपरेशन,commutative operation
बदली गट,commutator group
मॅट्रिक्सचे कम्युटेटिव्ह,commuting of matrices
कॉम्पॅक्ट सेट,compact set
"तुलना, तुलना",comparability
साधनांची तुलना,comparision of means
टक्केवारी तुलना,comparision of percentage
तुलना चाचणी,comparision test
सुसंगत समीकरण,compatibility equation
स्पर्धात्मक खेळ,competitive game
स्पर्धात्मक स्थिती,competitive situation
स्पर्धात्मक धोरण,competitive strategy
"दुभाषी, संकलक",compiler
पुरवणी,complementary
पूरक कोन,complementary angle
पूरक कार्यक्रम,complementary event पूरक घटना
पूरक घटक,complementary factor
पूरक कार्य,complementary function
पूरक अर्धी लोकसंख्या,complementary half space
पूरक अंतराल,complementary interval
पूरक संच,complementary set
"पूरकता, पूरकता",complementation
पूरक संच,complement of a set
परिपूर्ण स्कोअर,complete census
पूर्ण सहसंबंध मॅट्रिक्स,complete correlation matrix
संपूर्ण श्रेणीची लोकसंख्या,complete metric space
परिपूर्ण सामान्य ऑर्थोगोनल सेट,complete orthonormal set
परिपूर्ण चतुर्भुज,complete quadrangle
परिपूर्ण भागफल,complete quotient
पूर्ण संच,complete set
पूर्ण समाधान,complete solution
पूर्णपणे यादृच्छिक डिझाइन,completely randomised design
जटिल स्वतंत्र चल,complex argument
जटिल संयुग्म,complex conjugate
जटिल भिन्नता,complex differentiation
जटिल कार्य,complex function
जटिल एकीकरण,complex integration
जटिल मॅट्रिक्स,complex matrices
जटिल संख्या,complex number
जटिल संख्या फील्ड,complex number field
जटिल अनुलंब मॅट्रिक्स,complex orthogonal matrix
संमिश्र विमान,complex plane
जटिल बेरीज,complex quantity
जटिल व्यस्त,complex reciprocal
संमिश्र परिणाम,complex resultant
जटिल लोकसंख्या,complex space
संमिश्र कार्य,complex valued function
जटिल चल,complex variable
बेरीज प्रमाण,componendo and divindendo
"घटक, संबंधित घटक",component
घटक विश्लेषण,component analysis
भिन्नता घटक,component of variance
वेक्टर घटक,component of vector
संमिश्र कार्य,composite function
संयुक्त दृष्टी,composite hypothesis
संमिश्र संख्या,composite number
एकत्रित श्रेणी,composite series
वेक्टर संयोजन,composition of vectors
मिश्र कोन,compound angle
मिश्रधातूचा भाग,compound division
मिश्रित अंश,compound fraction
चक्रवाढ व्याज,compound interest
मिश्र संभाव्यता,compound probability
संकुचित प्रवाह,compressible flow
संक्षेप,compression
गणना,computation
संगणकीय सूत्र,computational formula
गणना मूल्य,computed value
"संगणक, संगणक (मशीन), संगणक (व्यक्ती)",computer
गणना अल्गोरिदम,computer algorithm
संगणक कार्यक्रम,computer programme
संगणक प्रोग्रामिंग,computer programming
संगणक सिम्युलेशन,computer simulation
गणना,computing
ओरिएंटेड फंक्शन,concave function
अवतल बहुभुज,concave polygon
ओरिएंटेड प्रोग्रामिंग,concave programming
केंद्रित वर्तुळ,concentric circles
एकाग्र वक्र,concentric curves
एक अमूर्त संकल्पना वास्तविक असल्याचे समजा,concrete form
ओळींचा संगम,concurrency of lines
समवर्ती,concurrent
समवर्ती शक्ती,concurrent forces
सशर्त घनता कार्य,conditional density function
सशर्त वितरण,conditional distribution
प्रतिबंधात्मक अपेक्षा,conditional expectation
सशर्त सरासरी,conditional mean
सशर्त संभाव्यता,conditional probability
संरेखन प्रतिबंध,condition of collinearity
सुसंगतता निर्बंध,condition of consistency
अखंडता प्रतिबंध,condition of integrability
स्पर्श प्रतिबंध,condition of tangency
"शंकू, शंकू",cone
आत्मविश्वास मध्यांतर,confidence interval
आत्मविश्वास मध्यांतर अंदाज,confidence interval estimate
निष्ठा मर्यादा,confidence limits
आत्मविश्वास क्षेत्र,confidence region
निषेध स्थिती,conflict situation
confocal conic,confocal conics
confocal ellipsoid,confocal ellipses
कॉन्फोकल भूमिती,confocal geometry
कॉन्फोकल हायपरबोला,confocal hyperbolae
कॉन्फोकल हायपरबोला,confocal hyperboloids
कॉन्फोकल पॅराबोला,confocal parabola
confocal parabolic coordinates,confocal paraboloidal cordinates
"समान, समान",conformal
कोन मॅपिंग,conformal mapping
"एकरूपता, द्विसमांतर रेखा-एकूण, समानता",congruence
द्विसमांतर वर्तुळ एकूण,congruence of circles
"एकरूप, सम",congruent
समतुल्य मॅट्रिक्स,congruent matrices
"शंकू, शंकू",conic
शंकूच्या आकाराचे फ्रस्टम,conical frustum
शंकूच्या आकाराची कुंडलिनी,conical helix
"कोनिक कट, कोनिक",conical section
शंकूचे गणित,conics
"कोन-कट, शंकू-विभाग",conic section
"संयुग्मित असणे (v.), संयुग्मित असणे (v.)",conjugate
संयुग्मित कोन,conjugate angles
संयुग्मित अक्ष,conjugate axis
संयुग्मित संमिश्र संख्या,conjugate complex numbers
संयुग्मित दिशा,conjugate directions
संयुग्मित कार्य,conjugate functions
मॅट्रिक्सचे संयुग,conjugate of matrix
संयुग्मित क्रमपरिवर्तन,conjugate permutation
संयुग्मित व्हेरिएबल,conjugate transpose
"योग, संयोजन",conjuction
सलग,consecutive
सलग संख्या,consecutive numbers
ऊर्जा संवर्धन,conservation of energy
वस्तुमान संरक्षण,conservation of mass
संरक्षक,conservative
"सुसंगतता, सुसंगतता, सुसंगतता, सुसंगतता",consistency
सुसंगतता निर्बंध,consistency condition
"सुसंगत अंदाज, विरुद्ध अंदाज",consistent estimate
"सुसंगत अंदाजक, गैर-विरोधाभासी अंदाजक",consistent estimator
"विरोधाभासी नमुने, सुसंगत नमुने",consistent statistic
"सुसंगत संस्था, गैर-विरोधी घटक",consistent system
कन्सोल,consol
"स्थिर, स्थिर, स्थिर, अचल, न बदलणारा, एकसमान",constant
एकसमान प्रवेग,constant acceleration
स्थिर कार्य,constant function
गुरुत्व बिंदू,constant of gravity
एकीकरण स्थिर,constant of integration
समानुपातिक स्थिरता,constant of proportionality
स्थिर पॅरामीटर,constant parameter
स्थिर बहुपदी,constant polynomial
निश्चित प्रमाण,constant proportion
एकसमान हालचाल,constant speed
सतत मुदत,constant term
एकसमान वेग,constant velocity
निर्मात्याचे समीकरण,constitutive equation
मर्यादा,constraint
"तयार करणे, बांधणे",construct
निर्मिती,construction
ग्राहक प्राधान्ये,consumer preference
उपभोग कार्य,consumption function
स्पर्शिका कोन,contact angle
संपर्क बिंदू,contact point
समाविष्ट,contained in
संलग्नता सारणी,contingency table
सातत्य यांत्रिकी,continuum mechanics
भिन्न वित्त,continued fraction
वित्त उत्पादन,continued product
"सातत्य, सातत्य",continuity
फंक्शन्सची सातत्य,continuity of function
सातत्य चाचणी,continuity test
"अखंड, अखंड, अखंड, अखंड, अखंड",continuous
सतत व्युत्पन्न,continuous derivative
सतत वितरण,continuous distribution
वर सतत,continuous from above
सतत कार्य,continuous function
सतत भिन्नता,continuously differentiable
सतत नकाशा,continuous map
सतत मॅपिंग,continuous mapping
सतत संभाव्यता घनता कार्य,continuous probability density function
सतत संभाव्यता वितरण,continuous probability distribution
सतत यादृच्छिक चल,continuous random variable
सतत नमुना जागा,continuous sample space
सतत चल,continuous variable
सतत लहर,continuous wave
"सातत्य, सातत्य",continuum
अखंड स्वयंसिद्ध,continuum hypothesis (= continuum axiom)
वास्तविक-संख्या संच,continuum of real numbers (= set of real numbers)
सातत्य तत्त्व,continuum theory
समोच्च एकीकरण,contour integration
आकुंचन मॅपिंग,contraction mapping
विरोध करा,contradiction
प्रतिक्षेप,contravariant
नियंत्रण,control
नियंत्रण चार्ट,control chart
सरासरीचा नियंत्रण तक्ता,control chart for averages
दोषांवर नियंत्रण,control chart for defects
परिसर नियंत्रण,control chart for ranges
व्हेरिएबल्सचे नियंत्रण,control chart for variables
"अभिसरण करणे, अभिसरण करणे",converge
म्हणजे अभिसरण,convergence in mean
चौरस म्हणजे अभिसरण,convergence in mean square
संभाव्यतेमध्ये अभिसरण,convergence in probability
अभिसरण मर्यादा,convergence limit
अभिसरण त्रिज्या,convergence radius
अभिसरण प्रदेश,convergence region
"अभिसरण (ver.), अभिसरण (n.)",convergent
अभिसरण क्रम,convergent sequence
अभिसरण मालिका,convergent series
"विरुद्ध, विरुद्ध",converse
"याउलट, व्यत्यसने",conversely
रूपांतरण अपूर्णांक,conversion fraction
रूपांतरण सारणी,conversion table
दूर तोंड करून,convex
समोरासमोर शरीर,convex body
विरुद्ध संयोजन,convex combination
फेसिंग कव्हर,convex cover (=convex hull)
विचलित कार्य,convex function
रेखीय संचयनास सामोरे जाणे,convex linear combinations
रेखीय प्रोग्रामिंगचा सामना करत आहे,convex linear programming
अंतरावरील लोकसंख्येचा सामना करत आहे,convex metric space
पॉलीहेड्रॉनला तोंड देत,convex polyhedron
प्रोग्रामिंगचा सामना करत आहे,convex programming
समोरचा प्रदेश,convex region
फेसिंग सेट,convex set
संवहन,convolution
अभिसरण अविभाज्य,convolution integral
कॉम्प्रेशन प्रमेय,convolution theorem (= faltung theorem)
