Punjabi,Gujarati
"1. ਪੂਰਤੀ ਮਾਪਦੰਡ, 2. ਅਨੁਕੂਲਤਾ ਮਾਪਦੰਡ","1. પર્યાપ્તતા માપદંડ, 2. પર્યાપ્તતા માપદંડ"
ਲਗਾਵ,જોડાણ
"1. ਪ੍ਰਬੰਧਨ, 2. ਕੰਟਰੋਲ","1. મેનેજમેન્ટ, 2. નિયંત્રણ"
"1. ਮੈਨੇਜਰ, 2. ਕੰਟਰੋਲਰ","1. મેનેજર, 2. નિયંત્રક"
ਅਡੋਬ ਐਕਰੋਬੈਟ,એડોબ એક્રોબેટ
ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ,એડોબ ફોટોશોપ
ABAP (ਐਡਵਾਂਸਡ ਬਿਜ਼ਨਸ ਪ੍ਰੋਗਰਾਮਿੰਗ),ABAP (એડવાન્સ્ડ બિઝનેસ પ્રોગ્રામિંગ)
"1. ਐਡਵਾਂਸਡ ਡੇਟਾ, 2. ਤਕਨੀਕੀ ਡਾਟਾ","1. અદ્યતન ડેટા, 2. અદ્યતન ડેટા"
ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,અદ્યતન માહિતી સિસ્ટમ
ਐਡਵਾਂਸਡ ਟੈਕਨਾਲੋਜੀ (ਏ.ਟੀ.),એડવાન્સ ટેકનોલોજી (AT)
ਕਾਰਵਾਈ,ક્રિયા
ਏਕੀਕਰਨ,એકત્રીકરણ
ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
aldus page-make,aldus પૃષ્ઠ બનાવવું
ਚੇਤਾਵਨੀ ਬਾਕਸ,ચેતવણી બોક્સ
ਐਲਗੋਲ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),અલ્ગોલ (કોમ્પ્યુટર ભાષા)
"1. ਐਲਗੋਰਿਦਮ, 2. ਐਲਗੋਰਿਦਮ","1. અલ્ગોરિધમ, 2. અલ્ગોરિધમ"
"1. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ, 2. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ","1. અલ્ગોરિધમ વિશ્લેષણ, 2. અલ્ગોરિધમ વિશ્લેષણ"
ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ,અલ્ગોરિધમ કાર્યક્ષમતા
"1. ਏਲੀਯਾਸ, 2. ਉਪਨਾਮ, 3. ਉਰਫ","1. ઈલિયાસ, 2. ઉપનામ, 3. ઉર્ફે"
ਅਲਾਈਨਮੈਂਟ,ગોઠવણી
"1. ਵੰਡ, 2. ਵੰਡ","1. ફાળવણી, 2. ફાળવણી"
"1. ਵਰਣਮਾਲਾ, 2. ਵਰਣਮਾਲਾ ਕ੍ਰਮ","1. આલ્ફાબેટીક, 2. મૂળાક્ષરોનો ક્રમ"
ਅੱਖਰ ਅੰਕੀ,આલ્ફાન્યૂમેરિક
"1. ਅਲਫਾਨਿਊਮੇਰਿਕ ਕੀਬੋਰਡ, 2. ਅੱਖਰ ਅੰਕੀ ਕੀਬੋਰਡ","1. આલ્ફાન્યૂમેરિક કીબોર્ડ, 2. આલ્ફાન્યૂમેરિક કીબોર્ડ"
ਅਲਫ਼ਾ-ਟੈਸਟਿੰਗ (ਪਹਿਲਾ ਪੱਧਰ ਦਾ ਟੈਸਟ),આલ્ફા-પરીક્ષણ (પ્રથમ સ્તર પરીક્ષણ)
"1. ਅਲਫ਼ਾ ਸੰਸਕਰਣ, 2. ਅਲਫ਼ਾ ਫਾਰਮ","1. આલ્ફા સંસ્કરણ, 2. આલ્ફા ફોર્મ"
alt ਕੁੰਜੀ,alt કી
altavista,અલ્ટાવિસ્ટા
ਬਹੁਲਤਾ,બહુવિધતા
ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ,અસ્પષ્ટ વ્યાકરણ
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡੀਜ਼ ਇੰਸਟੀਚਿਊਟ (ANSI),અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI)
ਅਮਰੀਕਨ ਸਟੈਂਡਰਡ ਕੱਟ (ascii),અમેરિકન સ્ટાન્ડર્ડ કટ (ascii)
"1. ਸਮਾਨ, 2. ਐਨਾਲਾਗ","1. અનુરૂપ, 2. એનાલોગ"
"1. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ, 2. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ","1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર"
"1. ਐਨਾਲਾਗ ਯੰਤਰ, 2. ਐਨਾਲਾਗ ਜੰਤਰ","1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ"
"1. ਐਨਾਲਾਗ ਮਾਡਮ, 2. ਐਨਾਲਾਗ ਮਾਡਮ","1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ"
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,ડિજિટલ કન્વર્ટર માટે એનાલોગ
ਅੰਤ (ਡਿਜੀਟਲ/ਪਲੇਨ ਤਰਕ &#39;ਅਤੇ&#39; ਵਰਤਿਆ ਗਿਆ),અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ)
ਅੰਤ ਸਰਕਟ,અંતિમ સર્કિટ
ਅੰਤ ਗੇਟ ਅਤੇ ਗੇਟ,અંતિમ દરવાજો અને દરવાજો
ਅੰਤ ਨਹੀਂ ਓਪਰੇਸ਼ਨ (ਬੇਹੱਦ),એન્ડ નોટ ઓપરેશન (બાકાત)
"1. ਐਨੀਮੇਸ਼ਨ, 2. ਵਾਈਬ੍ਰੇਸ਼ਨ","1. એનિમેશન, 2. કંપન"
ਨੋਟ,નૉૅધ
ਅਸੰਗਤਤਾ,અસંગતતા
ਪਿਛਲਾ,અગાઉના
ਅਗਾਊਂ ਪੇਜਿੰਗ,આગોતરી પેજીંગ
ਵਿਰੋਧੀ-ਸਮਮਿਤੀ,પ્રતિ-સપ્રમાણ
ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ,એન્ટિવાયરલ પ્રોગ્રામ
"1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ","1. ઉપલેટ, 2. અરજી"
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,એપ્લિકેશન ડેવલપર
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,એપ્લિકેશન પ્રોગ્રામિંગ
"1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)","1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)"
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,એપ્લિકેશન સોફ્ટવેર
ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ,એપ્લિકેશન ભાષા
ਲਗਭਗ ਸਿਧਾਂਤ,અંદાજ સિદ્ધાંત
ਬਣਤਰ,માળખું
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,ક્ષેત્ર ટ્રાન્સફર
"1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ","1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ"
"1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ","1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ"
ਗਣਿਤ ਦੀ ਜਾਂਚ,અંકગણિત તપાસ
ਅੰਕਗਣਿਤ ਸਥਿਰ,અંકગણિત સતત
ਗਣਿਤ ਡਾਟਾ,અંકગણિત માહિતી
ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ,અંકગણિત સૂચના
ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU),ગાણિતિક અને તાર્કિક એકમ (ALU)
ARPA ਨੈੱਟ (RPNet),ARPA નેટ (RPNet)
ਐਰੇ,એરે
"1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ","1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી"
ਐਰੇ ਕੰਪਿਊਟਰ,એરે કમ્પ્યુટર
ਐਰੇ ਤੱਤ,એરે તત્વ
ਐਰੇ ਨਾਮ,એરે નામ
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,એરે પ્રોસેસર
ਤੀਰ ਕੁੰਜੀ,તીર કી
ਸੰਧੀ,સંધિ
ਜੰਕਸ਼ਨ ਬਿੰਦੂ,જંકશન પોઈન્ટ
ਨਕਲੀ ਸੰਕੁਚਿਤ,કૃત્રિમ કોમ્પેક્શન
ਨਕਲੀ ਕੰਟਰੋਲ,કૃત્રિમ નિયંત્રણ
ਨਕਲੀ ਭਾਵਨਾ,કૃત્રિમ સંવેદના
ਮਾਊਂਟ,માઉન્ટ
ਵਧਦੀ ਲੜੀ,ચડતા સૉર્ટ
ascii ਵਰਣਮਾਲਾ,ascii મૂળાક્ષરો
ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ,ascii નિયંત્રણ પ્રતીક
ascii ਫਾਈਲ,ascii ફાઇલ
ascii ਫੌਂਟ,ascii ફોન્ટ
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII ટ્રાન્સફર
ਆਕਾਰ ਅਨੁਪਾਤ,પાસા ગુણોત્તર
"1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ","1. એસ્પી, 2. ASPI"
ਏ ਐਸ ਆਰ ਕਲਾਡ,એ એસ આર કલાડ
"1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ","1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે"
"1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ","1. એસેમ્બલર, 2. રીમાઇન્ડર"
"1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ","1. એસેમ્બલિંગ, 2. યાદ"
"1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ","1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા"
ਦ੍ਰਿੜ੍ਹਤਾ,નિશ્ચય
"1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ","1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી"
ਸਾਥੀ,સોબત
ਸਹਿਯੋਗੀ ਪਤਾ,સહયોગી સરનામું
"1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ","1. સહયોગી મેમરી, 2. સહયોગી મેમરી"
ਤਾਰਾ (* ਚਿੰਨ੍ਹ),ફૂદડી (* ચિહ્ન)
ਅਸਮਿਤ,અસમપ્રમાણ
"1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ","1. અસુમેળ, 2. અસુમેળ"
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,અસુમેળ ટ્રાન્સફર
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM)
"1. ਐਟਮ, 2. ਪਰਮਾਨ","1. અણુ, 2. પરમાન"
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,જોડાયેલ દસ્તાવેજ
"1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ","1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ"
"1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ","1. બિડાણ, 2. સંલગ્ન"
"1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ","1. ગુણધર્મો, 2. વિશેષતા"
ਸੁਣਨਯੋਗ,સાંભળી શકાય તેવું
"1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ"
ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ,એકાઉન્ટ વેરિફિકેશન
ਤਰੱਕੀ,પ્રમોશન
ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ,પ્રમાણપત્ર પ્રોટોકોલ
ਲੇਖਕ ਵਿਧੀ,લેખન પદ્ધતિ
"1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ","1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ"
ਆਟੋ ਐਬਸਟਰੈਕਟ,સ્વતઃ અમૂર્ત
"1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ","1. ઓટો બુટીંગ, 2. સ્વ બુટ"
ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),ઓટોકેડ (કોમ્પ્યુટર ભાષા)
ਆਟੋ ਲੌਗ-ਆਨ,ઓટો લોગ-ઓન
ਆਟੋਮੇਟਾ,ઓટોમેટા
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,ઓટોમેટા સિદ્ધાંત
ਆਟੋਮੈਟਿਕ ਗਣਨਾ,આપોઆપ ગણતરી
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,સ્વચાલિત ડેટા પ્રોસેસિંગ
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,આપોઆપ ભૂલ સુધારણા
ਆਟੋ ਫੰਕਸ਼ਨ,સ્વતઃ કાર્ય
"1. ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਸੂਚੀਕਰਨ","1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી"
ਸਵੈ-ਸੰਗ੍ਰਹਿ ਕਾਲ,સ્વતઃ-સંગ્રહ કૉલ
"1. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ"
"1. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ, 2. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ","1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ"
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,આપોઆપ નિયમિત
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
"1. ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨਾਂ (ATM), 2. ਸਵੈ ਨਿਕਾਸੀ ਲਈ ਬੈਂਕ ਏ.ਟੀ.ਐਮ","1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ"
ਆਟੋਮੇਸ਼ਨ,ઓટોમેશન
"1. ਆਟੋਪਲੇ, 2. ਆਟੋ ਵਾਕ","1. ઑટોપ્લે, 2. ઓટો વોક"
ਵੋਕਲਾਈਜ਼ੇਸ਼ਨ,અવાજ
ਸਹਾਇਕ,મદદનીશ
ਸਹਾਇਕ ਮੈਮੋਰੀ,સહાયક મેમરી
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,સહાયક સંગ્રહ
ਉਪਲਬਧ ਸੂਚੀ,ઉપલબ્ધ યાદી
ਉਪਲਬਧ ਸਮਾਂ,ઉપલબ્ધ સમય
ਔਸਤ,સરેરાશ
AWK (ਇੱਕ ਕੰਪਿਊਟਰ ਕਮਾਂਡ),AWK (કોમ્પ્યુટર આદેશ)
ਬਾਅਦ,પછી
ਪੋਸਟ ਪ੍ਰੋਸੈਸਰ,પોસ્ટ પ્રોસેસર
ਪਿਛਲਾ ਫੰਕਸ਼ਨ ਮਿਟਾਉਣਾ,પશ્ચાદવર્તી કાર્ય કાઢી નાખવું
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,પૃષ્ઠભૂમિ પ્રક્રિયા
ਸਹਾਇਕ ਸਟੋਰ,આનુષંગિક સ્ટોર્સ
ਵਾਪਸ ਪੈਚਿੰਗ,બેક પેચીંગ
"1. ਪੱਛਮ, 2. ਬੈਕਸਪੇਸ","1. પશ્ચિમ, 2. બેકસ્પેસ"
ਬੈਕਟਰੈਕਿੰਗ,બેકટ્રેકિંગ
"1. ਬੈਕ-ਅੱਪ, 2. ਅਦਾਇਗੀ","1. બેક-અપ, 2. વળતર"
"1. ਪੂਰਕ ਮੈਮੋਰੀ, 2. ਬੈਕਅੱਪ ਮੈਮੋਰੀ","1. પૂરક મેમરી, 2. બેકઅપ મેમરી"
ਵਾਪਸ ਗਲਤੀ ਸੁਧਾਰ,પાછળની ભૂલ સુધારણા
(ਆਮਦਨ-ਖਰਚਾ) ਬੈਲੇਂਸ ਸ਼ੀਟ,(આવક-ખર્ચ) બેલેન્સ શીટ
ਪੱਟੀ,પાટો
"1. ਬੈਂਡ ਚੌੜਾਈ, 2. ਬੈਂਡਵਿਡਥ/ਸਮਰੱਥਾ","1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા"
ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ,બેંકરનું અલ્ગોરિધમ
"1. ਬਾਰ ਕੋਡ, 2. ਬਾਰ ਕੋਡ","1. બાર કોડ, 2. બાર કોડ"
ਬਾਰਕੋਡ ਸਕੈਨਰ,બારકોડ સ્કેનર
ਪੱਟੀ ਗ੍ਰਾਫ,બાર ગ્રાફ
ਅਧਾਰ ਪਤਾ,આધાર સરનામું
ਅਧਾਰ ਬੈਂਡ,આધાર બેન્ડ
ਆਧਾਰ ਨੰਬਰ,આધાર નંબર
ਅਧਾਰ ਸਾਰਣੀ,આધાર ટેબલ
ਬੇਸਿਕ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),મૂળભૂત (કોમ્પ્યુટર ભાષા)
"1. ਬੁਨਿਆਦੀ ਨਿਯੰਤਰਣ, 2. ਅਧਾਰ ਕੰਟਰੋਲ","1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ"
"1. ਮੂਲ ਨਿਵੇਸ਼, 2. ਅਧਾਰ ਨਿਵੇਸ਼","1. મૂળ રોકાણ, 2. આધાર રોકાણ"
ਬੁਨਿਆਦੀ ਹਦਾਇਤ,મૂળભૂત સૂચના
ਅਧਾਰ ਮੁੱਦਾ,આધાર મુદ્દો
ਬੁਨਿਆਦੀ ਪੜਾਅ,મૂળભૂત તબક્કો
"1. ਬੈਚ, 2. ਸਮੂਹ, 3. ਤਬਾਹੀ","1. બેચ, 2. જૂથ, 3. આપત્તિ"
"1. ਬੈਚ ਫਾਈਲ, 2. ਬੈਚ ਫਾਈਲ","1. બેચ ફાઇલ, 2. બેચ ફાઇલ"
ਬੈਚ ਸਥਿਤੀ,બેચ સ્થિતિ
