Gujarati,Assamese
ઉમેરણ જૂથ,যোগকৰণ গোট
ઉમેરણ વ્યસ્ત,যোগকৰণৰ বিপৰীত
ઉમેરણ,যোগযোগ্যতা
ઉમેરણ,যোগযোগ্যতা
સંલગ્નતા મેટ્રિક્સ,সংলগ্নতা মেট্ৰিক্স
"અડીને, અડીને, અડીને","কাষৰীয়া, কাষৰীয়া, কাষৰীয়া"
અડીને કોણ,কাষৰীয়া কোণ
અડીને શિરોબિંદુ,কাষৰীয়া শিখৰ
સાંકળવું,to associate
"જોડાયેલ બંધ,",সংযুক্ত আবৃত
સામાન્ય નિર્ણાયક,সাধাৰণ নিৰ্ণায়ক
જોડાયેલ વિભેદક સમીકરણ,সংযুক্ত অৱভেদ্য সমীকৰণ
જોડાયેલ સમીકરણ,সংলগ্ন সমীকৰণ
કોહોમોજીનીયસ મેટ્રિક્સ,সহসমঞ্জস্যপূৰ্ণ মেট্ৰিক্স
મેટ્રિક્સ સહપ્રવૃત્તિ,মেট্ৰিক্স সহাৱস্থান
કોહોમોજીનીયસ મેટ્રિક્સ,সহসমঞ্জস্যপূৰ্ণ মেট্ৰিক্স
સ્વીકાર્ય નિર્ણય કાર્ય,গ্ৰহণযোগ্য সিদ্ধান্ত কাৰ্য্য
સ્વીકાર્ય પૂર્વધારણા,গ্ৰহণযোগ্য অনুমান
એરોડાયનેમિક બળ,বায়ুগতিবিদ্যা বল
એરોડાયનેમિક્સ,বায়ুগতিবিদ্যা
સજાતીય ભૂમિતિ,সমজাতীয় জ্যামিতি
સજાતીય મેપિંગ,সমজাতীয় মেপিং
સજાતીય પરિવર્તન,সমজাতীয় ৰূপান্তৰ
એકંદર ચલ,এগ্ৰিগেট ভেৰিয়েবল
"બીજગણિત, બીજગણિત, બીજગણિત, બીજગણિત","বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত"
"સીડી બંધ, બીજરૂપે","বীজযুক্ত বন্ধ, বীজযুক্ত"
બીજગણિતીય સમીકરણ,বীজগণিতীয় সমীকৰণ
બીજગણિતીય અભિવ્યક્તિ,বীজগণিতীয় প্ৰকাশ
બીજગણિત એકરૂપતા,বীজগণিতীয় একাকাৰীতা
બીજગણિત કાર્ય,বীজগণিতীয় ফলন
બીજગણિત ભૂમિતિ,বীজগণিতীয় জ্যামিতি
બીજગણિત બહુમતી,বীজগণিতীয় বহুত্ব
બીજગણિત સિસ્ટમ,বীজগণিতীয় ব্যৱস্থা
તમામ પૂર્ણાંક સમસ્યા,সকলো-পূৰ্ণসংখ্যা সমস্যা
"સોંપણી સમસ્યા વોટ પ્રશ્ન,",নিযুক্তিৰ সমস্যা watt প্ৰশ্ন
આલ્ફાબેટીકલ નોટેશન,বৰ্ণানুক্ৰমিক সংকেত
આલ્ફાબેટીક અક્ષર,বৰ্ণানুক্ৰমিক আখৰ
વૈકલ્પિક ખૂણા,বিকল্প কোণ
"વૈકલ્પિક સજાતીય વૈકલ્પિક સ્વરૂપ,",বিকল্প সমজাতীয় বিকল্প ৰূপ
વૈકલ્પિક જૂથ,বিকল্প গোট
વૈકલ્પિક મેટ્રિક્સ,বিকল্প মেট্ৰিক্স
વૈકલ્પિક શ્રેણી,বিকল্প শৃংখলা
વૈકલ્પિક પૂર્વધારણા,বিকল্প অনুমান
વૈકલ્પિક શ્રેષ્ઠ,বিকল্প অনুকূল
વૈકલ્પિક પરિણામ,বিকল্প ফলাফল
એનાલોગ-અંક કન્વર્ટર,এনালগ-ডিজিট ৰূপান্তৰক
"એનાલોગ કમ્પ્યુટર,",এনালগ কম্পিউটাৰ
વિશ્લેષણ,বিশ্লেষণ
સહપ્રવર્તન વિશ્લેષણ,সহাৱস্থান বিশ্লেষণ
ગણતરી-માહિતી વિશ્લેષણ,গণনা-তথ্য বিশ্লেষণ
વિચલન વિશ્લેષણ,ভ্যাৰিয়েন্স বিশ্লেষণ
વિશ્લેષણાત્મક ભૂમિતિ,বিশ্লেষণাত্মক জ্যামিতি
વિશ્લેષણાત્મક કાર્ય,বিশ্লেষণাত্মক কাৰ্য্য
કોણ,কোণ
સ્પર્શકોણ,স্পৰ্শক কোণ
વિચલન કોણ,বিক্ষেপণ কোণ
હતાશા કોણ,ডিপ্ৰেছন এংগেল
વિચલન કોણ,বিচ্যুতি কোণ
વિવર્તન કોણ,বিবৰ্তন কোণ
એલિવેશન એંગલ,উচ্চতা কোণ
ઘટના કોણ,প্ৰাদুৰ্ভাৱৰ কোণ
પ્રક્ષેપણ કોણ,প্ৰক্ষেপণৰ কোণ
પ્રતિબિંબ કોણ,প্ৰতিফলনৰ কোণ
રીફ્રેક્શન કોણ,বিবৰ্তনৰ কোণ
પરિભ્રમણ કોણ,ঘূৰ্ণন কোণ
પ્રતિબિંબનો સંપૂર્ણ કોણ,প্ৰতিফলনৰ নিৰপেক্ষ কোণ
કોણીય પ્રવેગક,কৌণিক ত্বৰণ
કોણીય વેગ,কৌণিক বেগ
કોણીય ઝડપ,কৌণিক গতি
કોણીય વેગ,কৌণিক বেগ
રિંગ આંગળી,ৰিং ফিংগাৰ
જવાબ આપો,উত্তৰদিশ
પ્રતિ વ્યુત્પન્ન,কাউণ্টাৰ ডেৰাইভেটিভ
આઇસોમેટ્રિક કાર્ય,সমমিতি ফলন
"આવરી લેવા યોગ્ય, લાગુ, લાગુ","আবৃত, প্ৰযোজ্য, প্ৰযোজ্য"
"અરજી અરજી,",আবেদন আবেদন
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,ডাইনামিক প্ৰগ্ৰেমিং প্ৰয়োগ কৰা হৈছে
લાગુ ભૂમિતિ,প্ৰয়োগ কৰা জ্যামিতি
લાગુ ગણિત,প্ৰয়োগ কৰা গণিত
લાગુ આંકડા,প্ৰয়োগ কৰা পৰিসংখ্যা
"લગભગ, લગભગ","আনুমানিক, আনুমানিক"
લગભગ સતત કાર્ય,প্ৰায় অবিৰত ফলন
"મેક્રો પદ્ધતિ, અંદાજ પદ્ધતિ","মেক্ৰ&#39; পদ্ধতি, আনুমানিক পদ্ধতি"
અંદાજિત ઉકેલ,আনুমানিক সমাধান
અંદાજની સમસ્યા,আনুমানিক সমস্যা
અંદાજિત મિલકત,আনুমানিক বৈশিষ্ট্য
અભિરુચિ કસોટી,যোগ্যতা পৰীক্ষা
આર્ગોન ડાયાગ્રામ,আৰ্গন ডায়েগ্ৰাম
સ્વૈચ્છિક,স্বেচ্ছামূলক
"રેન્ડમ, રેન્ડમ","random, যাদৃচ্ছিক"
મનસ્વી સતત,ইচ্ছাকৃত ধ্ৰুৱক
મફત તત્વ,মুক্ত মৌল
મનસ્વી બિંદુ,ইচ্ছাকৃত বিন্দু
આર્કિમિડીનો કાયદો,আৰ্কিমিডিছৰ নিয়ম
આર્કિમિડીઝનો કાયદો,আৰ্কিমিডিছৰ নিয়ম
"ચાપ-લંબાઈ, ચાપ-લંબાઈ","চাপ-দৈৰ্ঘ্য, চাপ-দৈৰ্ঘ্য"
વર્તુળ ચાપ,বৃত্ত চাপ
વ્યસ્ત સાઈન વિતરણ,বিপৰীত চাইন বিতৰণ
વ્યસ્ત સાઈન રૂપાંતરણ,বিপৰীত চাইন ৰূপান্তৰ
"વિસ્તાર, વિસ્તાર","এলেকা, এলেকা"
પ્રાદેશિક રૂપરેખાંકન,আঞ্চলিক সংৰূপ
જટિલ સંખ્યાનો કોણ,এটা জটিল সংখ্যাৰ কোণ
અંકગણિત સરેરાશ,গাণিতিক গড়
ડિજિટલ કામગીરી,ডিজিটেল অপাৰেচন
ડિજિટલ એકમ,ডিজিটেল ইউনিট
"ગોઠવણી, ગોઠવણી","কনফিগাৰেচন, ব্যৱস্থা"
"એરે, એરે","এৰে, এৰে"
કૃત્રિમ ઉપગ્રહ,কৃত্ৰিম উপগ্ৰহ
કૃત્રિમ ચલ,কৃত্ৰিম চলক
ચઢવું,বগাবলৈ
ચડતા,আৰোহী
તીવ્રતાનો ચડતો ક્રમ,মাত্ৰাৰ আৰোহী ক্ৰম
ચડતા ગ્રેડ,আৰোহী গ্ৰেড
એસેમ્બલર ભાષા,এছেম্বলাৰ ভাষা
"સોંપણી સમસ્યા સોંપણી પ્રશ્ન,",নিযুক্তি সমস্যা নিযুক্তি প্ৰশ্ন
સહયોગી નિયમ,সহযোগী নিয়ম
ઓપરેટરોનો સહયોગી નિયમ,অপাৰেটৰৰ এছ&#39;চিয়েটিভ নিয়ম
સહયોગી કામગીરી,এছ&#39;চিয়েটিভ অপাৰেচন
સોબત,সংগীত্ব
ધાર્યું સરેરાશ,ধৰি লোৱা গড়
અનુમાનિત સંભાવના વિતરણ,ধাৰণা কৰা সম্ভাৱনা বিতৰণ
"કલ્પના, સ્વીકાર્યું,","কল্পনা কৰা, স্বীকাৰ কৰা"
જ્યોતિષશાસ્ત્ર,জ্যোতিষ বিজ্ঞান
"એસ્ટ્રોનોટિકલ એન્જિનિયર સ્પેસ એન્જિનિયર,",মহাকাশ অভিযন্তা মহাকাশ অভিযন্তা
ખગોળશાસ્ત્રી*,জ্যোতিৰ্বিজ্ঞানী*
ખગોળશાસ્ત્રીય ઘડિયાળ,জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী
ખગોળશાસ્ત્ર,জ্যোতিৰ্বিজ্ঞান
અસમપ્રમાણ વળાંક,অসমতাপূৰ্ণ বক্ৰ
અસમપ્રમાણતા,বিষমতা
એસિમ્પટોટિક,এছিম্পটটিক
ઉત્તેજક,গুৰুতৰ কৰি তোলা
પ્રગતિશીલ અંદાજકાર,প্ৰগতিশীল অনুমানক
પૂર્વગ્રહ પક્ષપાતી અંદાજકાર,ৰেট্ৰ&#39;গ্ৰেড পক্ষপাতমূলক অনুমানক
પૂર્વવર્તી આચરણ,ৰেট্ৰ&#39;গ্ৰেড আচৰণ
આક્રમક વિતરણ કાર્ય,আক্ৰমণাত্মক বিতৰণ ফলন
ઉપરની તરફ ફેલાવો,ওপৰলৈ বিয়পি পৰা
વાતાવરણ નુ દબાણ,বায়ুমণ্ডলীয় চাপ
"અવ્યવસ્થિત રીતે,",যাদৃচ্ছিকভাৱে
મિલકત*,গুণ*
એટ્રિબ્યુટ-સેમ્પલિંગ-મિકેનિઝમ,বৈশিষ্ট্য-নমুনা-ব্যৱস্থা
સંવર્ધિત મેટ્રિક્સ,বৰ্ধিত মেট্ৰিক্স
સ્વતઃસંબંધ ગુણાંક,স্ব-সম্বন্ধ সহগ
સ્વતઃસંબંધ કાર્ય,স্বয়ংসম্বন্ধ কাৰ্য্য
સહપ્રવૃત્તિ,সহাৱস্থান
સ્વચાલિત કમ્પ્યુટર,স্বয়ংক্ৰিয় কম্পিউটাৰ
ઓટોરીગ્રેશન,অটোৰিগ্ৰেছন
સહાયક સમીકરણ,সহায়ক সমীকৰণ
મીન સેમ્પલ નંબર કર્વ (MPC કર્વ),গড় নমুনা সংখ্যা বক্ৰ (MPC বক্ৰ)
"axiom, axiom","স্বতন্ত্ৰ, স্বতন্ত্ৰ"
સ્વયંસિદ્ધ અભિગમ,স্বতন্ত্ৰ পদ্ধতি
સંભાવના સ્વયંસિદ્ધ,সম্ভাৱনা স্বতন্ত্ৰতা
ધરી,অক্ষ
ભુજક્ષા,ভূজাক্ষ
પૃથ્વીની ધરી,পৃথিৱীৰ অক্ষ
પરિભ્રમણ અક્ષ,ঘূৰ্ণন অক্ষ
પરિભ્રમણ અક્ષ,ঘূৰ্ণন অক্ষ
સ્પિન અક્ષ,স্পিন অক্ষ
પોસ્ટ રિપ્લેસમેન્ટ,পোষ্ট সলনি কৰা
પાછળથી,পাছত
પાછા નિવેશ સૂત્ર,পিছলৈ সন্নিৱিষ্ট কৰা সূত্ৰ
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
સંતુલિત ડિઝાઇન,সুষম ডিজাইন
સરવૈયા,বেলেন্স শ্বীট
મિસાઇલ,মিছাইল
"બેલિસ્ટિક્સ, હથિયાર","বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ"
"કૉલમ, બાર, કોબ, બાર, બાર, બાર, બાર, બાર, બાર, રેખા, રેખા, પરીક્ષણ રેખા, ધાર","স্তম্ভ, ৰড, কব, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, ৰেখা, ৰেখা, পৰীক্ষা ৰেখা, প্ৰান্ত"
"આધાર, આધાર, આધાર, આધાર, આધાર","ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
આધાર કોણ,ভিত্তি কোণ
"લઘુગણકનો આધાર, લઘુગણકનો આધાર","লগাৰিদমৰ ভিত্তি, লগাৰিদমৰ ভিত্তি"
"મૂળભૂત, મૂળભૂત,","মূল, মৌলিক"
આધાર સુસંગત ઉકેલ,ভিত্তি সুসংহত সমাধান
આધાર ઉકેલ,ভিত্তি দ্ৰৱণ
આધાર ચલ,ভিত্তি চলক
પાયો,ভেঁটি
આધાર તત્વ,ভিত্তি উপাদান
આધાર મેટ્રિક્સ,ভিত্তি মেট্ৰিক্স
વેક્ટર જગ્યાનો આધાર,ভেক্টৰ স্থানৰ ভিত্তি
પેટા-વસ્તીનો આધાર,উপজনসংখ্যাৰ ভিত্তিত
અનૈતિક,অসাধু
bez-નિયમ,bez-নিয়ম
bez-પ્રમેય,bez- উপপাদ্য
bernoulli-વિતરણ,bernoulli-বিতৰণ
બર્નોલી નંબરો,বাৰ্নৌলিৰ সংখ্যা
Bernoulli સંભાવના કાર્ય,বাৰ্নৌলি সম্ভাৱনা ফলন
બર્નોલી-સમીકરણ,বাৰ্নৌলি-সমীকৰণ
બેરી કાર્ય,জামুৰ কাৰ্য্য
શ્રેષ્ઠ સંલગ્નતા,শ্ৰেষ্ঠ আঠাযুক্ততা
શ્રેષ્ઠ સંલગ્નતા રેખા,শ্ৰেষ্ঠ আঠাযুক্ত ৰেখা
શ્રેષ્ઠ ઉકેલ,উত্তম সমাধান
શ્રેષ્ઠ ટીપ્સ,শ্ৰেষ্ঠ টিপছ
બીટા વિતરણ,বিটা বিতৰণ
"પૂર્વગ્રહ, પૂર્વગ્રહ","bias, পক্ষপাতিত্ব"
પક્ષપાતી આકારણી,পক্ষপাতমূলক মূল্যায়ন
દ્વિપદી સમીકરણ,দ্বিপদ সমীকৰণ
એક કવર,একক কভাৰ
એક કવર નકશો,একক কভাৰ মেপ
સિંગલ કવર મેપિંગ,একক কভাৰ মেপিং
ચતુર્ભુજ ચતુર્ભુજ,দ্বিঘাত দ্বিঘাত
દ્વિરેખીય કાર્ય,দ্বিৰৈখিক ফলন
દ્વિરેખીય સંન્યાસી એકરૂપતા,দ্বিৰৈখিক হাৰ্মিটিয়ান সমতা
"દ્વિ-ચલ, દ્વિસંગી, દ્વિ","দ্বি-চলক, বাইনাৰী, দ্বৈত"
"બાઈનરી કોડ, બાઈનરી કોડ","বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড"
"દ્વિસંગી કોડેડ દશાંશ, દ્વિસંગી કોડેડ દશાંશ","বাইনাৰী ক&#39;ড কৰা দশমিক, বাইনাৰী ক&#39;ড কৰা দশমিক"
બાઈનરી એન્કોડિંગ,বাইনাৰী এনকোডিং
દ્વિસંગી કમ્પ્યુટર,বাইনাৰী কম্পিউটাৰ
દ્વિસંગી સંખ્યાઓ,বাইনাৰী সংখ্যা
દ્વિસંગી કામગીરી,বাইনাৰী অপাৰেচন
દ્વિસંગી પદ્ધતિ,বাইনাৰী পদ্ধতি
દ્વિસંગી ચલ,বাইনাৰী চলক
દ્વિપદી ગુણાંક,দ্বিপদ সহগ
દ્વિપદી વિતરણ,দ্বিপদ বিতৰণ
દ્વિપદી સમીકરણ,দ্বিপদ সমীকৰণ
દ્વિપદી ભિન્નતા,দ্বিপদ ভ্যাৰিয়েন্স
દ્વિપદી અભિવ્યક્તિ,দ্বিপদ অভিব্যক্তি
દ્વિપદી રેન્ડમ ચલ,দ্বিপদ ৰেণ্ডম চলক
દ્વિપદી પ્રમેય,দ্বিপদ উপপাদ্য
"અર્ધ, વિભાજન","আধা, bifurcation"
"દ્વિભાજ્ય પદ્ધતિ, અર્ધવિભાજન પદ્ધતિ","bisect পদ্ধতি, অৰ্ধবিভাজন পদ্ধতি"
અડધા દ્વિભાજક,হাফ বাইছেক্টৰ
દ્વિપદી,"দ্বিপদ, দ্বৈত"
"દ્વાયાંક (દ્વિસંગી અંક), અની, બર્મીઝ, ટુક","ড্ৱায়াংক (বাইনাৰী সংখ্যা), অনি, বাৰ্মিজ, টুক"
દ્વિપદી દ્વિપદી વિતરણ દ્વિપદી,দ্বিপদ দ্বিপদ বিতৰণ দ্বিপদ
દ્વિવિધ સહસંબંધ ગુણાંક,দ্বিচলকীয় সম্পৰ্ক সহগ
દ્વિવિધ વિતરણ,দ্বিচলকীয় বিতৰণ
બાયવેરિયેટ સામાન્ય-વિતરણ,দ্বিচলকীয় স্বাভাৱিক-বিতৰণ
બાઇવેક્ટર,বাইভেক্টৰ
બોલ્ટમેન સમીકરણ,বোল্টমেন সমীকৰণ
બુલિયન બીજગણિત*,বুলিয়ান বীজগণিত*
બોઝ-આઈન્સ્ટાઈન સ્ટેટિસ્ટિક્સ,বস-আইনষ্টাইন পৰিসংখ্যা
મર્યાદા પ્રતિબંધો,সীমাবদ্ধতা নিষেধাজ্ঞা
સીમા સ્તર,সীমা স্তৰ
સીમા રેખા,সীমাৰেখা
મર્યાદા મૂલ્ય,সীমা মূল্য
સીમા મૂલ્યની સમસ્યા,সীমা মূল্যৰ সমস্যা
"બાઉન્ડેડ ફંક્શન બાઉન્ડેડ ફલ,",সীমাবদ্ধ ফলন সীমাবদ্ধ ফল
"બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ ટેબલ,","সীমাবদ্ধ মেট্ৰিক্স, সীমাবদ্ধ মেট্ৰিক্স, সীমাবদ্ধ টেবুল"
"સીમિત પ્રદેશ સીમિત પ્રદેશ,",সীমাবদ্ধ ভূখণ্ড সীমাবদ্ধ ভূখণ্ড
"બાઉન્ડેડ સેટ બાઉન્ડેડ સેટ,",সীমাবদ্ধ ছেট সীমাবদ্ধ গোট
બ્રાઉની ગતિ,ব্ৰাউনি গতি
ગણતરી કરવી,গণনা কৰা
ગણતરી,গণনা কৰা
"કેલ્ક્યુલેટર, કેલ્ક્યુલેટર","কেলকুলেটৰ, কেলকুলেটৰ"
ગણતરી*,গণনা*
કોમ્પ્યુટેશનલ એક્શન પદ્ધતિ,গণনামূলক ক্ৰিয়া পদ্ধতি
"કેલ્ક્યુલેટર, કેલ્ક્યુલેટર","কেলকুলেটৰ, কেলকুলেটৰ"
"કલન, કલન","কেলকুলাছ, কেলকুলাছ"
વિભિન્ન કલન,ভ্যাৰিয়েন্স কেলকুলাছ
કેલરી,কেলৰি
નિયમ રદ કરો,বাতিল নিয়ম
પ્રામાણિક સમીકરણ,কেননিক সমীকৰণ
પ્રમાણભૂત સ્વરૂપ,কেননিক ৰূপ
"કેનોનિકલ મેટ્રિક્સ, કેનોનિકલ મેટ્રિક્સ","কেননিক মেট্ৰিক্স, কে কেননিক মেট্ৰিক্স"
કેન્ટર સેટ,কেন্টৰ ছেট
કેન્ટર ત્રિકોણાકાર સમૂહ,cantor ত্ৰিকোণীয় ছেট
પ્રતિબંધિત પરિવહન સમસ્યા,বাধ্যতামূলক পৰিবহণ সমস্যা
ક્ષમતા,সক্ষমতা
રુધિરકેશિકા બળ,কেপিলাৰী বল
"કાઉન્ટ નંબર, કાર્ડિનલ નંબર","গণনা সংখ্যা, কাৰ্ডিনেল সংখ্যা"
કાર્ટેશિયન અક્ષ,কাৰ্টেচিয়ান অক্ষ
કાર્ટેશિયન કોઓર્ડિનેટ્સ,কাৰ্টেছিয়ান স্থানাংক
કાર્ટેશિયન ઉત્પાદન,কাৰ্টেছিয়ান উৎপাদন
સમૂહોનું કાર્ટેશિયન ગુણાકાર,সমষ্টিৰ কাৰ্টেছিয়ান গুণন
"કેસ સ્ટડી, કેસ સ્ટડી","কেছ ষ্টডি, কেছ ষ্টডি"
આપત્તિજનક ભાષણ,দুৰ্যোগপূৰ্ণ ভাষণ
કેટિનરી,catinary
કોચી વિતરણ,কাউচি বিতৰণ
કૌશીનું સૂત્ર,কৌশীৰ সূত্ৰ
કૌશી-ગુર્સા-પ્રમેય,কৌশী-গুৰ্ষ-উপাপাদ্য
કૌશી-રીમેન-બાન,কৌছি-ৰাইমান-বান
કોચી ક્રમ,ক&#39;চি ক্ৰম
કૌશી અભિન્ન,কৌশি অবিচ্ছেদ্য
કૌશી મુખ્ય-મૂલ્ય,কৌশী মূল-মূল্য
કોચી શેષ પ્રમેય,ক’চি ৰেমেইণ্ডাৰ উপপাদ্য
કેલે-હેમિલ્ટન-પ્રમેય,কেলে-হেমিল্টন-উপাপাদ্য
અવકાશી પદાર્થ,আকাশী দেহ
ખગોળશાસ્ત્રીય માપન,জ্যোতিৰ্বিজ্ঞানৰ জোখ-মাখ
અવકાશી મિકેનિક્સ,আকাশী যান্ত্ৰিকতা
અવકાશી પદાર્થ,আকাশী দেহ
સેલ આવર્તન,কোষ কম্পাঙ্ক
"વસ્તી ગણતરી, વસ્તી ગણતરી","লোকপিয়ল, লোকপিয়ল"
ટકાવારી,শতাংশ
સેન્ટીમીટર,চেন্টিমিটাৰ
સેન્ટીમીટર-ગ્રામ-સેકન્ડ પદ્ધતિ,চেণ্টিমিটাৰ-গ্ৰাম-ছেকেণ্ড পদ্ধতি
"કેન્દ્રિય, કેન્દ્રિત","কেন্দ্ৰীয়, সমকেন্দ্ৰিক"
કેન્દ્રીય અક્ષ,কেন্দ্ৰীয় অক্ষ
કેન્દ્રીય અંતર,কেন্দ্ৰীয় ব্যৱধান
કેન્દ્રીય તફાવત સૂત્ર,কেন্দ্ৰীয় পাৰ্থক্য সূত্ৰ
કેન્દ્રીય વિભેદક કોષ્ટક,কেন্দ্ৰীয় অৱভেদ্য টেবুল
કેન્દ્રીય મર્યાદા પ્રમેય,কেন্দ্ৰীয় সীমা উপপাদ্য
કેન્દ્રીય ક્ષણ,কেন্দ্ৰীয় মুহূৰ্ত
કેન્દ્રીય સંસાધન એકમ,কেন্দ্ৰীয় সম্পদ একক
કેન્દ્રીય વૃત્તિ,কেন্দ্ৰীয় প্ৰবৃত্তি
કેન્દ્ર*,কেন্দ্ৰ*
ગુરુત્વાકર્ષણ કેન્દ્ર,মাধ্যাকৰ্ষণ কেন্দ্ৰ
જૂથ કેન્દ્ર,গ্ৰুপ চেণ্টাৰ
સમૂહ કેન્દ્ર,ভৰ কেন্দ্ৰ
સમપ્રમાણતાનું કેન્દ્ર,প্ৰতিসমতাৰ কেন্দ্ৰ
કેન્દ્રત્યાગી બળ,কেন্দ্ৰপৃথক বল
કેન્દ્રબિંદુ બળ,কেন্দ্ৰিক বল
"કેન્દ્રિય મેરીડીયન,",কেন্দ্ৰিক মেৰিডিয়ান
નિશ્ચિતતા,নিশ্চয়তা
cgs પદ્ધતિ,cgs পদ্ধতি
સીજીએસ એકમ,cgs ইউনিট
ભિન્નતાનો સાંકળ નિયમ,পাৰ্থক্যৰ শৃংখল নিয়ম
તક દ્વારા,কেনেবাকৈ
રેન્ડમ ચાલ,random move
અક્ષ શિફ્ટ,অক্ষৰ স্থানান্তৰ
"આધાર પરિવર્તન પાયધર-પરિવર્તન,",ভিত্তি পৰিৱৰ্তন পায়ধৰ-পৰিৱৰ্তন
ક્રમચય,ক্ৰমবিন্যাস
લાક્ષણિક ગુણાંક,বৈশিষ্ট্য সহগ
લાક્ષણિકતા નિર્ણાયક,বৈশিষ্ট্য নিৰ্ণায়ক
લાક્ષણિક સમીકરણ,বৈশিষ্ট্যপূৰ্ণ সমীকৰণ
"લાક્ષણિક કાર્ય, લાક્ષણિક કાર્ય","বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য, বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য"
લઘુગણકનું પૂર્ણાંક,লগাৰিদমৰ পূৰ্ণসংখ্যা
"લાક્ષણિક બહુપદી,",বৈশিষ্ট্যপূৰ্ণ বহুপদ
લાક્ષણિક મૂલ્ય,বৈশিষ্ট্যপূৰ্ণ মূল্য
લાક્ષણિક વેક્ટર,বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ
પાત્ર સમુદાય,চৰিত্ৰ সম্প্ৰদায়
"ચાર્ટ, ચાર્ટ,","লেখচিত্ৰ, লেখচিত্ৰ"
ચી-સ્ક્વેર વિતરણ,কাই-স্কেয়াৰ বিতৰণ
ચી-સ્ક્વેર ફોર્મ્યુલા,কাই-বৰ্গ সূত্ৰ
ચી-સ્ક્વેર ટેસ્ટ,কাই-স্কেয়াৰ পৰীক্ষা
તાર*,কৰ্ড*
તાર વિભાજન પદ્ધતિ,কৰ্ড বিভাজন পদ্ধতি
લેખિત સંદેશ,লিখিত বাৰ্তা
