Hindi,Malayalam
अनुकूलन,പൊരുത്തപ്പെടുത്തൽ
"आसंजन, अभिलाग, बन्ध",അഷൈൻ
वसामय,അദിപ്പോസ്
समायोजन समीकरण,ക്രമീകരണ സമവാക്യം
ऐडोब मृदा,അഡോബ് മണ്ണ്
अपमिश्रक,പ്രത്യേകത
अपस्थानिक,സാഹസികത
"एसीडियोस्पोर, एसीडियम बीजाणु",Aecidiossoror
वातोढ़ प्रक्रिया,ഓലിയൻ പ്രക്രിയ
वातोढ़,Aiolian
वातन करना,ഓറേറ്റ്
"वायव, आकाशी",ഏരിയൽ
"ऐरोमीटर, वायुमापी, वायुघनत्वमाप",ഏയ്റോമീറ്റർ
ऐरोसॉल,എയറോസോൾ
"पुष्पदलविन्यास, ग्रीष्मनिष्क्रियता",പകർച്ചവ്വാധം
"रोग हेतु विज्ञान, व्याधिनिदान विज्ञान",Aetiiology (etiology)
वनरोपण,വനനം
"विलोडन, प्रक्षोभन",പ്രക്ഷോഭക്തി
"ऐगमार्क, कृष्यंक",ന്വര്
"भूमी संबंधी, कृषि संबंधी",കാർഷികം
कृषि निदानालय,കാർഷിക ക്ലിനിക്
"कृषि श्रम, खेतिहर मजदूर",കാർഷിക തൊഴിലാളി
कृषि विपणन,കാർഷിക മാർക്കറ്റിംഗ്
कृषि प्रद्योगिकी,കാർഷിക സാങ്കേതികവിദ്യ
"कृषि, खेतीबारी, कृषि विज्ञान",കൃഷിപ്പണി
कृषि वनवर्धन,അഗ്രിസിൾവികൾച്ചർ
कृषि जैविक विविधता,കാർഷികൈവൻവിറ്റി
कृषि जैविक दोष,അഗ്രോബയോളജിക്കൽ വൈകല്യങ്ങൾ
कृषि जैविकी,അഗ്രോബയോളജി
कृषि जलवायुवीय विविधता,അഗ്രോകീല വൈവിധ്യമാർന്ന വൈവിധ്യമാർന്ന
कृषि जलवायुवीय क्षेत्रीकरण,അഗ്രോക്ലിമാറ്റിക് സോണിംഗ്
कृषि वानिकी,അഗ്രോഫോറസ്ട്രി
सस्य मृदा विज्ञान,ങ്ങളോട്
सस्य विज्ञान,അഗ്രോണമി
कृषि पशुचारणिक,അഗ്രോപസ്റ്റോറൽ
फसल प्रसंस्करण,കാർഷികസംരക്ഷണം
घास विज्ञान,അഗ്രോസ്റ്റോസ്റ്റിയോളജി
सस्य प्ररूप,അഗ്രോട്ടിപ്പ്
अधिपादप,എയർ പ്ലാന്റ്
ऐकिओची मृदा,അക്കിയോച്ചി മണ്ണ്
"वर्णकहीनता, अवर्णता",ആൽബിനിസം
एल्फिसॉल,ആൽഫിസോളുകൾ
"शैवाल, काई",ആല്ഗകൾ
शैवाल रोग,ആൽഗൽ രോഗം
क्षार जल,ക്ഷാളി വെള്ളം
क्षारीय,ആൽക്കലൈൻ
विकल्पी,അല്ലലേ
एलीलो रसायन,അല്ലോകെമിക്കലുകൾ
युग्मविकल्पी,AllloMorph
एलीलोपैथी,നിയോവദാതി
वीथी सस्यन,ഓൺലൈൻ ക്രോപ്പിംഗ്
परनिषेक-फलता,അലോക്കർപി
परनिषेचन,അലോഗാമി
"सापेक्षमिति, ऐलोमैट्री",അലറിരം
परबहुगुणित,Allopolyplogid
"परयुग्मन, अपायुग्लन",Allosynapsis (Allowsyndesis)
"एकातंर वर्ष फलन, एकांतरित फलन",ഇതര ബെയറിംഗ്
वैकल्पिक भूमि उपयोग,ഇതര ഭൂമി ഉപയോഗം
परिवेश,ആംബിയന്റ്സ്
सुधारक,സൗഹാർഭോഗം
असूत्रीविभाजन,അമിറ്റോസിസ്
ऐमीनन,അമിനിവൽക്കരണം
अमोनियन,അമ്മോണിഫിക്കേഷൻ
अमोनीकारक,അമോമോണിഫയർ
" अप्रभावी रूप, , अरूपी",അമോഫ്
उभय मिश्रण,ആംഫിമിക്സിസ്
उभयधर्मी,ആംഫോടെക്
उपचय,അനാബോളിസം
"अवायुजीव, अनॉक्सी जीव",അയ്റോബ്
असुगुणित,Aneuplogode
कोणीय रोपण,ആംഗിൾ നടുക്കം
पशुपालन,മൃഗസംരക്ഷണം
पशु उच्छिष्ट,മൃഗങ്ങളെ പ്രതിഫലിപ്പിക്കൽ
सजीव ऊर्जा,ആത്യന്തിക .ർജ്ജം
असमगुणित,Anisoplode
एकवर्षीय पादप,വാർഷിക സസ്യം
वार्षिक,ആണ്ടുതോറുമുള്ള
"परागोद्भव, प्रफुल्लन",ആന്തീസിസ്
ऐन्थ्रेक्स,ആന്ത്രാക്സ്
मानवजनिक कारक,ആന്ത്രോപെനിക് ഘടകം
प्रतिजीविता,ആന്റിബിയോസിസ്
"प्रतिजैविक, ऐन्टीबायोटिक",രോഗനാശിനി
प्रतिकारक,മറുമരുന്ന്
प्रतिऑक्सीकारक,ആന്റിഓക്സിഡന്റുകൾ
प्रतिआविष,ആന്റിടോക്സിൻ
वलयिका,അപര്യാഘാതം
"ऐफिड, माहू, चेपा",ആഫിഡ്
शीर्ष कलिका,അഗ്രമുദിനം
शिखाग्र प्रभाविता,അഗ്ര ആധിപത്യം
मधुमक्खी पालन,അപ്പോർച്ചർ (ബീ സൂപ്പർഡിംഗ്)
असंगजनन,അപ്പോമിക്സിസ്
एपोप्टोसिस,അപ്പോപ്ടോസിസ്
उपांग,അനുബന്ധം
क्षुधावर्धक,വിശപ്പ്
अनुप्रयुक्त,പ്രയോഗിച്ചു
जलीय खरपतवार,അക്വാട്ടിക് കള
"वृक्षीय, वृक्षवासी",അർബോറിയൽ
प्रशाखायन,അർബോറൈസേഷൻ
आद्य वानस्पतिक अभिलेख,ആർഎംജിയോ-ബൊട്ടാണിക്കൽ റെക്കോർഡുകൾ
क्षेत्रांकड़,ഏരിയ സ്ഥിതിവിവരക്കണക്കുകൾ
"क्षेत्र, क्षेत्रफल",പദേശം
शुष्क पारितंत्र,വരണ്ട ആവാസവ്യവസ്ഥ
"बीजचोल, बीजोपांग",വര്ഷ്ടിക്കുക
"सौरभ, सुवास",സൗരഭം
सुगंधी पादप,ആരോമാറ്റിക് പ്ലാന്റ്
सुगंधित चावल,ആരോമാറ്റിക് അരി
इक्षु पुष्पन,അഴുക്കുചാല്
अपूति,അശെപ്സിസ്
"अपूतित, अज़र्म",അസെപ്ലെവ്
अलैंगिक प्रवर्धन,അസുഖകരമായ പ്രചരണം
"आमाप, परख",അസേ
परिसंपत्ति,ആസ്തി
"स्वांगीकरण, आत्मसात्करण",ഉറപ്പ്
" साहचर्य , संघ",ചങ്ങാത്തം
"स्तंभक, कषाय",രേണിംഗന്റ്
असूत्रयुग्मन,അസിനാപ്സിസ്
"पूर्वजता, ऐटाविज्म",Atawavism
कणित्र,ആലേറ്ററിജർ
"अपुष्टि, क्षीणता",അട്രോഫി
स्वयुग्मन,ഓട്ടോഗാമി
स्वलयन,ഓട്ടോലിസിസ്
"स्वतः उपचयन, स्वतः ऑक्सीकरण",യന്തവഹനം
स्वबहुगुणित,ഓട്ടോപോളിപ്ലോയിഡ്
ऑक्सिन,ഓക്സിൻസ്
"शूक, तूड़",Awn (ബ്രിട്ട്)
बादाम,ബദാം കായ്
धीकुवार,കറ്റാർ
"चौलाई, रामदाना",അമരന്തസ്
अजवाइन,ആംമി
"अंजन घास, धामन घास",അഞ്ജൻ പുല്ല്
एंथूरियम,ആന്തറിയം
आंवला,"ആരോള, ഇന്ത്യൻ നെല്ലിക്ക"
सेब,ആപ്പിൾ
खुबानी,ആപ്രിക്കോട്ട്
"मोगरा, बेला",Arbian ജാസ്മിൻ
सुपारी,Arcaunt
अर्जुन,അർജുൻ
हींग,അസ്ഫോറ്റിഡ
पेठा,ആഷ് പൊറോട്ട
अशोक,അശോക ട്രീ
दूधी,അഷെതർ കള (യൂഫോർബിയ)
सतावर,ശതാവരിച്ചെടി
अवोकाडो,അവോക്കാഡോ
"रिजक्रा, लूसर्न",പയറുവർഗ്ഗങ്ങൾ (ലൂസെർൻ)
चींटी,ഉറുമ്പുകൾ
"तेला, माहू",മുഞ്ഞ
सैनिक कीट,സൈനിക വേം
कृषि अर्थशास्त्री,കാർഷിക സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ
कृषि प्रसार विज्ञानी,കാർഷിക വിപുലീകരണവാദി
कृषि वैज्ञानिक,കാർഷിക ശാസ്ത്രജ്ഞൻ
कृषि अभियंता,കാർഷിക എഞ്ചിനീയർ
कृषि जीवविज्ञानी,അഗ്രോബയോളജിസ്റ്റിക്
सस्य विज्ञानी,അഗ്രോണമിസ്റ്റ്
कृषि भौतिकीविद्,Agrofysicst
" प्राणि प्रजनक , पशु प्रजनक",മൃഗങ്ങളുടെ ബ്രീഡർ
दंड विषाणु,ബാസിലസ് വൈറസ്
"दंडाणु, बैसिलस",ബാസിലസ്
"जीवाणु, बैक्टीरिया",ബാക്ടീരിയ
जीवविष,ബാക്ടറോമോക്സിൻ
खोई,ബാഗസ്
"तुलन-पत्र, चिट्ठा",ബാലൻസ് ഷീറ്റ്
संतुलित निषेचन,സമതുലിതമായ ബീജസങ്കലനം
दंड आरेख,ബാർ ഡയഗ്രം
छाल,കുര
"वायुदाबमापी, बैरोमीटर",ബാരോമീമീറ്റർ
"बजर, अकृष्य, बांझ",തരിശായ
"आधार, बेस, कपांग",അടിത്തറ
"थाला, द्रोणी",പരന്നപാതം
तलाभिसारी,അടിസ്ഥാനപരമായ
"बेसिस्टर्नम, मूलाधारक",ബസിസ്റ്റർനം
खाड़ी मानसून,ബേ മൺസൂൺ
फलदायी पौधा,വഹിക്കുന്ന പ്ലാന്റ്
क्यारी,കിടക്ക
क्यारी - पौधा,അടിദേഡർ
क्यारी बनाना,ശയ്യോപകരണങ്ങള്
चुंकदर शीरा,ബീറ്റ്റൂട്ട് മോളസ്
धौंकनी,മണിനാദം
"पट्टी, इलाका",അരപ്പട്ട
लाभ-लागत विश्लेषण,ആനുകൂല്യ-വില വിശകലനം
अभिनत (प्रतिचयन),പക്ഷപാതപരമായ (സാമ്പിൾ)
द्विवर्षीय पादप,ബിനാത്തില്
द्विपद,ബിനോമിയൽ
जैवकारक,ബയോജന്റ്
जीव जलवायु,ബയോക്രിമേറ്റ്
जैव ऊर्जा,ബയോ എനെർജി
जीव पारिस्थितिकी,ബയോണോമിക്സ്
"जैव-प्रक्रियापात्र, बायो रिएक्टर",BIOREACTOR
जीव-मंडल,ബയോസ്ഫിയർ
जैविक,ഉപകാരന്
जीव प्रारूप,ബയോട്ടിവൈപ്പ്
द्विलिंगी,ബൈസെക്ഷ്വൽ
धवलन,ബ്ലാഞ്ചിംഗ്
"प्रध्वसं (रोग), झोंका रोग",സ്ഫോടനം
सम्मिश्रण,സങ്കലനം
"अंगमारी (रोग), ब्लाइट (रोग)",വരണ്ടതാണ
"छाला, फफोला, उद्वर्त, ब्लिस्टर",പൊള്ളല്
नीली क्रांति,നീല വിപ്ലവം
तलीय ताप चैंबर,ചുവടെ ചൂട് ചേമ്പർ
तलीय ताप तकनीक,ചുവടെയുള്ള താപ രീതി
चोकर,തണ്ണീര്
शाखन,ശാചിനമായ
"टहनी, उपशाखा",ലഘുലേഖ
नस्ल,ഇനം
"प्रजनन, अभिजनन",പ്രജനനം
शीघ्र अंकुरण उपचार,തിളങ്ങുന്ന
"शाव, अंड, भ्रूण",കുഞ്ഞുങ്ങള്
कलिकायन,വളർന്നുകാരി
बजट,വരവ്ചെലവ് മതിപ്പ്
"उभयप्रतिरोधी, बफर",ബഫർ
शल्ककंद,ബൾബ്
"बंट (रोग), चोट",മുണ്ടു
"उपजात, उपोत्पाद",ഉപോൽപ്പന്നം
"बबूल, कीकर",ബാബുൾ അക്കേഷ്യ
बेबी कॉर्न,കുഞ്ഞ് ധാന്യം
बेल,ബാലിനെ
लाजालु,ബില്ലാൻ
गुलमेंहदी,ബൽസം
बांस,മുള
केला,വാഴപ്പഴം
बरगद,ബനിയൻ ട്രീ
जौ,യവം
सावां,ബാർയ്യാർഡ് മില്ലറ്റ്
तुलसी,തുളക്ടി
रुद्राक्ष,ബാസ്റ്റാർഡ് ദേവദാരു
बहेड़ा,ബാസ്റ്റാർഡ് മൈറോബലൻ
कचनार,ബവായീനിയ
कैफल,ബേ ബെറി
सेम,അമര
चुकंदर,മധുരക്കിഴങ്ങുചെടി
बेलाडोना,ബെല്ലഡോണ
बेर,മുളകു
बरसीम,പതുക്കമുള്ള
पान,മുയേറ്റ
बिलिंबी,ബിലിമ്പി
करेला,പാവയ്ക്ക
उड़द,കറുത്ത ഗ്രാം
मकोय,കറുത്ത നൈറ്റ്ഷെയ്ഡ്
बोगेनविलिया,ബ g ഗൻവില്ല
बोटल ब्रश,കുപ്പി ബ്രഷ്
लौकी,ബോട്ടിൽ പൊറോട്ട
"चीकदी, पापरी",ബോക്സ് മരം
ब्रेड फ्रूट,ബ്രെഡ് ഫലം
डेला,വധുവിന്റെ ക്രീപ്പർ
बैंगन,വശ്ശീല
"बाकला, चौड़ी बीन",വിശാലമായ ബീൻ
ब्रोकोली,ബ്രോക്കോളി
ब्रुसेल्स स्प्राउट,ബ്രസ്സൽസ് മുള
कुटू,താനിന്നു
"पलाश लता, किंशुक",ബദ്ധ
घूंस,ബാൻഡികാൂട്ട്
भालू,കരടി
भृंग,വണ്ട്
फफोला भृंग,ബ്ലിസ്റ്റർ വണ്ട്
नील गाय,നീല കാള
कपास की सूंड़ी,ബോൾ വേം
तितली,ചിതശലഭം
जीवाणु विज्ञानी,ബാക്ടീരിയോളജിസ്റ്റ്
जैव रसायनविद्,ബയോകെമിസ്റ്റ്
जीव विज्ञानी,ജീവശാസ്തജ്ഞന്
जैव प्रौद्योगिकीविद्,ബയോടെക്നോളജിക്
वनस्पतिविद्,സസ്യശാസ്ത്രജ്ഞൻ
c नमी विशिष्टता वक्र,സി ഈർപ്പം സ്വഭാവ വക്ര
खली,കേയ്ക്ക്
"चूनेदार, कैल्सियमी",കണക്കാക്കാന്വേമികമായ
कैल्सीयन,കണക്കുകഷ്ടം
फॉस्फेट का निस्तापन,ഫോസ്ഫേറ്റിന്റെ കാൽനികം
"किणता, कैलसता",കൗണം
"कैलस, किण",ഞങ്ങളെ വിളിക്കൂ
"बाह्यदल पुंज, कैलिक्स",കാലിക്സ്
बाह्यदल अंत,കാലിക്സ്-അവസാനം
एधा,കാമ്പി
कैंकर (जीवाणु रोग),കാൻകെറർ
डिब्बाबंदी,കാനിംഗ്
वितान,മേലാപ്പ്
पूंजी,തലസ്ഥാനം
परागण (अंजीर का),പിസേരിഫിക്കേഷൻ
"संपुट, संपुटिका, कैप्सूल",കാപ്സ്യൂൾ
कार्बोनीकृत,കാർബണേറ്റഡ്
कार्बनन,കാർബണലൈസേഷൻ
अंडप,പരല്പം
मणिबंध,കാർപസ്
" ढलाई (लोहे की) , क्षिप्ति (कीट)",കാസ്റ്റിംഗ്
अपचय,കാറ്റബോളിസം
उत्प्रेरण,കവചലിസ്
"इल्ली, सूंडी",ചിതശലഭപ്പുഴു
C- डीएनए संग्रह,സി-ഡിഎൻഎ ലൈബ്രറി
सीमा,മച്ച്
"कोशिका, कोष्ठिका",കോശം
केंद्रीय अग्रलेख प्रणाली,കേന്ദ്ര നേതാവ് സംവിധാനം
"सबिंदु, सकेंद्र",ഒരിനംവീപ്പ്
अपकेंद्रण,സെൻറ്ഫ്യൂഗേഷൻ
अपकेंद्रित,കേന്ദ്രീകൃത
तारककेंद्र,സെൻട്രിയോൾ
केंद्रजनिक,നൂന്കോജാനിക്
केंद्रजा,നൂനിശ്ചയമുള്ള
लूम,കടല്ചലട്
"धान्य, सीरियल",ധാനം
"प्रमाणीकरण, प्रमाणन",സാക്ഷപ്പെടുത്തല്
प्रमाणित बीज,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
"भूसा, कुट्टी, शल्क सहपत्र",ചാട്ട
"निभाग, कैलाजा",ചാലസ
रसानुवर्तन,പരോപപാതം
"काएज्मा, व्यत्यस्त",ചിയാസ്മ
द्रुतशीतन घंटे,ചില്ലിംഗ് സമയം
शीतज क्षति,ചില്ലിംഗ് പരിക്ക്
"विचित्रोतकी, किमेरा",ചിമേര
हरित दली,ക്ലോറോറാന്തി
"पर्णहरित, हरितक",ക്ലോറോഫിൽ
हरिमाहीनता,ക്ലോറോസിസ്
जीव वितरण विज्ञान,ക്ലോറോളജി
"क्रोमैटिड, अर्धगुणसूत्र",ക്രോമാറ്റിഡ്
क्रोमैटिन,ക്രോമാറ്റിൻ
वर्णलेखन,ക്രോമാറ്റോഗ്രാഫി
क्रोमोटिनलयन,ക്രോമാറ്റോളിസിസ്
परिसूत्र बिंदु,ക്രോമസെന്റ്റന്റ്
वर्णजनन,ക്രോമോജെനിസിസ്
"क्रोमोप्रोटीन, वर्णकप्रोटीन",ക്രോമോപ്രോട്ടൻ
"गुणसूत्र, क्रोमोसोम",ക്രോമസോം
"चिरकाली, दीर्घकाली, जीर्ण, पुराना",വിട്ടുമാറാത്ത
सिट्रेंज,സിട്രഞ്ച്
पर्णाभपर्व,പചാരു
वर्गीकरण,വര്ഗീകരണം
"मृत्तिका, चिकनी मिट्टी",കളിമണ്ണ്
"निर्मलन, मार्जन, सफाई, शोधन",ശുചിയാക്കല്
"अनुन्मील्य परागण, स्वपरागण",Clistogay
क्रांतिक श्वसनी फल,ക്ലൈമാക്രിക് ഫ്രൂട്ട്
जलवायु,കാലാവസ്ഥ
जलवायु विज्ञान,കാലാവസ്ഥയുള്ള
कतरनी,ക്ലിപ്പര്
ढेला (मिट्टी का),വലം
"क्लोन, कृन्तक",ക്ലോൺ
"मेघ, बादल",മേഘം
"पुंज (क्लंप, संपुंजन)",തോപ്പ്
गुच्छ,ക്ലസ്റ്റർ
"स्थूल, मोटा, कच्चा, अपरिष्कृत",പരുക്കനായ
"आवरण (बीज़), चर्मावरण",കോട്ട് (വിത്ത്)
कोया,കീടകോശം
"कोएन्जाइम, सह-प्रकिण्व",Coenzyme
संसंजन,ഏകീകരണം
" रेशा (जूट पटसन) , नारियल जटा",കയർ
मूलांकुर चोल,കൊളോറൈസ
"स्तंभमूलसंधि, कॉलर, ग्रीवा",കുപ്പായക്കഴുത്ത്
कोलॉइड (मृदा),കൊളോയിഡ് (മണ്ണ്)
"स्तंभिका, कॉलुमेला",കൊളംറ്റെല്ല
"दंड, स्तंभ, कॉलम",കോളം
सहभोजिता,ആമേനസം
वाणिज्यिक बैंक,വാണിജ്യ ബാങ്ക്
"जिंस, पण्य वस्तु",ചരക്ക്
समुदाय,സമൂഹം
"संहनन, (मृदा का)",കോംപാക്ഷൻ (മണ്ണിന്റെ)
"सुसंगति, संगतता",അനുയോജ്യത
सुसंगतता,അനുയോജ്യത
"क्षतिपूर्ति, मुआवजा",നഷ്ടപരിഹാരം
स्पर्धी अन्योन्यक्रिया,മത്സര ഇടപെടൽ
पूरक सस्य,പൂരക വിള
"सम्मिश्र, जटिल",കോംപ്ലമായ
घटक,ഘടകം
संघटन,രചന
कंपोस्ट,കമ്പോസ്റ്റ്
चक्रवृद्धि ब्याज,കൂട്ടുപലിശ
अभिकलन,കണക്കുകൂട്ടൽ
"अभिकलित्र, कंप्यूटर",കന്വൂട്ടര്
"सांद्रण, संकेद्रण",ഏകാഗത
"अनुकूलक, पुनरुद्धारक",കണ്ടന്റർ
चालकता,മാര്ഗ്ഗം
"विन्यास, संरूपण",കോൺഫിഗറേഷൻ
"अनुरूपता, समविन्यास, समरूपता",അനുരൂപത
"समाकुलन, संकरण",ആശയക്കുഴപ്പത്തില്
संयुग्मन,സംയോജനം
"योजी, संयोजी",കണക്റ്റീവ്
सरंक्षण,സംരക്ഷണം
चकबंदी,ഏകീകരണം
"संघटक, अवयव",ഘടകങ്ങൾ
उपभोक्ता,ഉപഭോക്താവ്
उपभोग,ഉപഭോഗം
संदूषण,മലിനമാക്കല്
समोच्च रोपण,കോണ്ടൂർ നടീൽ
समोच्च रेखा,ബാഹരേഖ
"संविदा कृषि, ठेका कृषि, अनुबंधित खेती",കരാർ കൃഷി
नियंत्रित भंडारण,നിയന്ത്രിത സംഭരണം
सहकारी बैंक,കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്
सहकारी संस्था सदस्य,സഹകരണക്കാരൻ
गुल्मवन,ചെവിസിസ്
घनकंद,വലം
"दलपुंज, कोरोला",കൊറോള്ള
"वल्कल, कॉर्टेक्स",Cuortex
लागत,ചെലവ്
बीजपत्र,കോട്ടിലെഡൺ (വിത്ത്)
ऋण समिति,ക്രെഡിറ്റ് സമൂഹം
"उधार, साख",കീര്ത്തി
"ऋणदाता, लेनदार",കടക്കാരന്
"शिखा, शीर्ष, शिखर",ചിഹ്നം
व्याकुंचन,കാശി
संकट,പതിസന്ധി
कसौटी,മാനദണ്ഡം
"क्रांतिक, विकट, नाजुक",വിമര്ശിക്കുന്ന
फसल बीमा,വിള ഇൻഷുറൻസ്
फसल ऋण,വിള വായ്പ
"सस्य, फसल",വിള
सस्यन क्षेत्र,വിളവെടുപ്പ് പ്രദേശം
पार-असंगत,ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല
"मुकुट, शिखर (पादप)",കിരീടം (പ്ലാന്റ്)
मृदुकण,അപ്പക്കഷണം
पपड़ी,അപ്പത്തിന്റെമൊരിഞ്ഞപുറം
"क्रिप्टोगैम, अपुष्पीपादप",ക്രിപ്റ്റോഗം
छांटन (फल),കല്ല് (പഴങ്ങൾ)
"कल्म, वेणुकाण्ड",കുള
कृष्य किस्म,കൃഷിചെയ്യുക
"कर्षण, कृषि, खेती",കൃഷി
" किसान , कल्टीवेटर (यंत्र)",കൃഷിക്കാരൻ
" संवर्ध , संवर्धन , पालन",സംസ്കാരം
" संसाधन , तैयार करना",രോഗശമനം
"कुंतलन, कुंचन",കേവിംഗ്
मुद्रा,പവാഹം
"उपत्वचा, क्यूटिकल",ഉപയാകൃതിയായ
" कलम , कटाई, काटना , कटाग्र, कटावा",മുറിക്കൽ
" कृमि कोष, सिस्ट, पुटी , विकृत गुल्म, रसौली",തൊലി
साइटोक्रोम,സൈറ്റോക്രോം
कोशिका युग्मन,Cytogy
कोशिका जनन,Cretogenesis
कोशिका आनुवंशिकी,സൈറ്റോജെനിറ്റിക്സ്
कोशिका द्रव्य विभाजन,സൈറ്റോകിനിസ്
कोशिका विज्ञान,സൈറ്റിയോളജി
कोशिकाविघटन,സൈനോളിസിസ്
"साइटोमियर, कोशिका खंड",സൈറ്റോമിയർ
कोशिका द्रव्य,സൈറ്റോപ്ലാസം
बंदगोभी,കാബേജ്
नागफनी,കള്ളിച്ചെടി
ज़रगुल,കലണ്ടുല
"गिल्ली डंडा, गेहूं का मामा",കാനറി പുല്ല് (ഫലാരിസ്)
कैना,കാന
करीर,കപ്പരിസ്
शिमला मिर्च,കാപ്സിക്കം
कमरख,കാരാംബോള
पुसुर,കാരാപ്പ
इलाइची,ഏലാമി
कार्नेशन,മാംസവര്ണ്ണം
गाजर,കാരറ്റ്
काजू,കശുവണ്ടി
अमलतास,കാസിയ
अरंडी,നായക
फूलगोभी,കോളിഫ്ലവർ
सेलेरी,മുള്ളങ്കി
चम्पा,ഖപായം
बथुआ,ചെനോപോഡിയം
चेरी टमाटर,ചെറി തക്കാളി
चेरी,ചെറി
चना,"ചിക്കൻ, ഗ്രാം"
मिर्च,മുള്ളികൾ
काकड़ा,ചൈന ടർപ്പന്റൈൻ ട്രീ
लौकू,ച ow-ച ow
गुलदाउदी,ക്രിസന്തമം
चिचोड़ा,"ചുഫ, എർത്ത് ബദാം"
"चिकोरी, कारनी",സിക്കോറി
दालचीनी,കറുവ
सिट्रोन,സിട്രൺ
गंजनी,സിട്രോൻസെല്ല പുല്ല്
मालती,ജസ്മിൻ കയറുന്നു
लौंग,ചൂള
ग्वार बीन,ക്ലസ്റ്റർ ബീൻ
कहवा,കൊക്കോ
नारियल,നാളികേരം
कॉफी,കോഫി
पत्थरचूर,കൊളാസ്
अरबी,കൊളോസാസിയ
इंद्रायन,"കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ"
जंगली पालक,സാധാരണ പർപ്പഴം
धनिया,മല്ലി
कपास,പരുത്തി
लोबिया,കൗപിയ
कबाब-चीनी,ക്യൂബ്
खीरा,വെള്ളരിക്ക
कद्दूवर्गीय,കുക്കർബിറ്റുകൾ
जीरा,കുമിൻ
करी पत्ता,കറി ഇല
शरीफा,കസ്റ്റാർഡ് ആപ്പിൾ
पुटिका वेधक,കാപ്സ്യൂൾ ബോറർ
इल्ली,കാറ്റർപില്ലർ
सिट्रस साएला,സിട്രസ് സൈല
झींगर,കിക്കറ്റ്
कौआ,കാക്ക
कटुआ,പുഴുവിനെ മുറിക്കുക
"डेरी, दुग्धशाला",പാല്ശേഖരണകേന്ദം
डेरी उद्योग,ക്ഷീണം
" बांध , प्रजननी",അണക്കെട്ട്
दिवस निरपेक्ष पादप,ഡേ-ന്യൂട്രൽ
पुष्पन के बाद के दिवस,പൂവിടുമ്പോൾ ദിവസങ്ങൾ
पूर्ण पुष्पन के बाद के दिवस,നിറച്ച ദിവസങ്ങൾ
निष्पुष्पन,വഴുതിവീഴുന്നു
विकैल्सीकरण,നിര്ണ്ണായകീകരണം
"निथारना, निस्तारना",പാനമായ
क्षय,അഴുകല്
पर्णपाती,ഇലപന്തം
"दशमिक, दशमलव",ദശാംശ
न्यूनता,അപരാപ്തത
"अनूर्णन (मृदा), वि-उर्णन",ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്)
विपुष्पन,വസതിരൂപം
विपत्रण,വികോപനം
वनोन्मूलन,വനനശീകരണം
"अपह्रासन, अपकर्षण",അപചയം
निम्नीकरण,അധalal അപലതം
अंश दिवस,ഡിഗ്രി ദിവസങ്ങൾ
"मात्रा, अंश",ഡിഗ്രി
स्फुटन,വിജ്ഞാനം
भूसी हटाना,മാലിംഗം
