Bengali,Tamil
কৃষি প্রযুক্তি,விவசாய தொழில்நுட்பம்
কৃষি,வேளாண்மை
এগ্রিসিলভিকালচার,வேளாண் வளர்ப்பை
কৃষি,வேளாண் பன்முகத்தன்மை
অ্যাগ্রোবায়োলজিকাল ত্রুটিগুলি,வேளாண் வியாபார குறைபாடுகள்
অ্যাগ্রোবায়োলজি,வேளாண்வியல்
অ্যাগ্রোক্লিম্যাটিক বৈচিত্র্য,வேளாண் பன்முகத்தன்மை
অ্যাগ্রোক্লিম্যাটিক জোনিং,வேளாண் மண்டல
কৃষি,வளர்ப்பு
কৃষিবিদ,விவசாயவியல்
কৃষি,வேளாண்
অ্যাগ্রোপাস্টোরাল,அக்ரோபாஸ்டோரல்
কৃষি,அக்ரோபிராசெசிங்
অ্যাগ্রোস্টোলজি,அக்ரோஸ்டாலஜி
এগ্রোটাইপ,வேளாண் வகை
এয়ার প্ল্যান্ট,விமான ஆலை
আকিওচি মাটি,அகியோச்சி மண்
অ্যালবিনিজম,ஆல்பினிசம்
আলফিসোলস,அல்பிசோல்ஸ்
শৈবাল,பாசி
অ্যালগাল ডিজিজ,பாசி நோய்
ক্ষার জল,கார நீர்
ক্ষারীয়,கார
অ্যালিল,அல்லீல்
অ্যালিলোকেমিক্যালস,அல்லீல கெமிக்கல்ஸ்
Allelomorph,அல்லீலோமார்ப்
অ্যালোলোপ্যাথি,அலெலோபதி
অলি ক্রপিং,சந்து பயிர்
বরাদ্দ,ஒதுக்கீடு
অ্যালোগ্যামি,Allocamy
অ্যালোমেট্রি,அலோமெட்ரி
অ্যালোপলিপ্লয়েড,அலோபோலிப்ளோயிட்
Allosynapsis (allosyndesis),அலோசினாப்சிஸ் (அலோசின்டெசிஸ்)
বিকল্প ভারবহন,மாற்று தாங்கி
বিকল্প জমি ব্যবহার,மாற்று நில பயன்பாடு
পরিবেষ্টিত,சுற்றுப்புறம்
অ্যামেলিয়োর্যান্ট,அமெலியோரண்ட்
অ্যামিটোসিস,அமிடோசிஸ்
গোলাবারুদ,வெடிமருந்து
অ্যামোনিফিকেশন,அம்மோனிகேஃபிகேஷன்
অ্যামোনিফায়ার,அம்மோனியர்
অ্যামর্ফ,அமார்
অ্যাম্ফিমিক্সিস,ஆம்பிமிக்ஸிஸ்
এমফোটেরিক,ஆம்போடெரிக்
অ্যানাবোলিজম,அனபோலிசம்
অ্যানেরোব,காற்றில்லா
অ্যানিউপ্লয়েড,அனூப்ளோயிட்
কোণ রোপণ,கோண நடவு
পশুপালন,கால்நடை வளர்ப்பு
প্রাণী প্রত্যাখ্যান,விலங்கு மறுப்பு
অ্যানিমেট শক্তি,ஆற்றல் உயிரின
অ্যানিসোপ্লয়েড,அனிசோப்ளோயிட்
বার্ষিক উদ্ভিদ,ஆண்டு ஆலை
বার্ষিক,ஆண்டு
অ্যান্থেসিস,ஆன்டெஸிஸ்
অ্যানথ্রাক্স,ஆந்த்ராக்ஸ்
অ্যানথ্রোপোজেনিক ফ্যাক্টর,மானுடவியல் காரணி
অ্যান্টিবায়োসিস,ஆண்டிபியோசிஸ்
অ্যান্টিবায়োটিক,நுண்ணுயிர்க்கொல்லி
প্রতিষেধক,மாற்று
অ্যান্টিঅক্সিডেন্টস,ஆக்ஸிஜனேற்றிகள்
অ্যান্টিটক্সিন,ஆன்டிடாக்சின்
অ্যানুলাস,ANNULUS
এফিড,அஃபிட்
অ্যাপিকাল কুঁড়ি,அபிகல் மொட்டு
অ্যাপিকাল আধিপত্য,நுனி ஆதிக்கம்
এপিক্যালচার (মৌমাছি পালন),Apulcalure (தேனீ வைத்திருத்தல்)
অ্যাপোমিক্সিস,Apomixis
অ্যাপোপটোসিস,அப்போப்டொசிஸ்
সংযোজন,இணைப்பு
ক্ষুধার্ত,பசி
প্রয়োগ,பயன்படுத்தப்பட்டது
জলজ আগাছা,நீர்வாழ் களை
আরবোরিয়াল,ஆர்போரியல்
আর্বোরাইজেশন,ஆர்பரைசேஷன்
আর্কিও-বোটানিকাল রেকর্ডস,தொல்பொருள்-பொட்டானியல் பதிவுகள்
অঞ্চল পরিসংখ্যান,பகுதி புள்ளிவிவரங்கள்
অঞ্চল,பகுதி
শুকনো বাস্তুতন্ত্র,வறண்ட சுற்றுச்சூழல் அமைப்பு
আরিল,Aril
সুগন্ধ,நறுமணம்
সুগন্ধযুক্ত উদ্ভিদ,நறுமண ஆலை
সুগন্ধযুক্ত চাল,நறுமண அரிசி
তীর,அம்பு
Asepsis,அசெப்ஸிஸ்
অ্যাসেপটিক,அசெப்டிக்
অ্যাসেক্সুয়াল প্রচার,ஓரினச்சேர்க்கை பரப்புதல்
অ্যাস,மதிப்பீடு
সম্পদ,சொத்துக்கள்
সংমিশ্রণ,ஒருங்கிணைப்பு
সংঘ,தொடர்பு
জ্যোতিষী,ஆஸ்ட்ரிஜென்ட்
অ্যাসিনাপসিস,அசினாப்சிஸ்
Atavism,அடாவிசம்
Atomizer,அணுசக்தி
অ্যাট্রোফি,அட்ராபி
অটোগামি,தன்னியக்க
অটোলাইসিস,ஆட்டோலிசிஸ்
অটোক্সিডেশন,ஆட்டோஆக்ஸிஜனேற்றம்
অটোপলিপ্লয়েড,ஆட்டோபோலிப்ளோயிட்
অক্সিনস,ஆக்சின்கள்
এডাব্লুএন (ব্রিজল),Awn (முறுக்கு)
বাদাম,பாதம் கொட்டை
অ্যালো,கற்றாழை
অমরান্থাস,அமராந்தஸ்
আম্মি,அம்மி
অঞ্জান ঘাস,அஞ்சன் புல்
অ্যান্থুরিয়াম,அந்தூரியம்
"অোনলা, ভারতীয় গুজবেরি","அன்லா, இந்திய நெல்லிக்காய்"
অ্যাপল,ஆப்பிள்
এপ্রিকট,பாதாமி
আরবিয়ান জেসমিন,ஆர்பியன் மல்லிகை
সুপারি বাদাম,அரேகா நட்டு
অর্জুন,அர்ஜுன்
Asfoetida,Asfoetida
অ্যাশ লাউ,சாம்பல் பூசணிக்காய்
অশোক গাছ,அசோகா மரம்
আশ্থমা আগাছা (ইউফোর্বিয়া),ஆஷ்த்மா களை (யூபோர்பியா)
অ্যাস্পারাগাস,அஸ்பாரகஸ்
অ্যাভোকাডো,வெண்ணெய்
আলফালফা (লুসার্ন),அல்பால்ஃபா (லூசர்ன்)
পিঁপড়া,எறும்புகள்
এফিডস,அஃபிட்ஸ்
সেনা কৃমি,இராணுவ புழு
কৃষি অর্থনীতিবিদ,விவசாய பொருளாதார நிபுணர்
কৃষি এক্সটেনশনিস্ট,வேளாண் நீட்டிப்பு
কৃষি বিজ্ঞানী,விவசாய விஞ்ஞானி
কৃষি প্রকৌশলী,விவசாய பொறியாளர்
অ্যাগ্রোবায়োলজিস্ট,வேளாண் நிபுணர்
কৃষিবিদ,வேளாண் விஞ்ஞானி
অ্যাগ্রোফিজিসট,வேளாண் இயற்பியல்
প্রাণী ব্রিডার,விலங்கு வளர்ப்பாளர்
ব্যাসিলাস ভাইরাস,பேசிலஸ் வைரஸ்
ব্যাসিলাস,பேசிலஸ்
ব্যাকটিরিয়া,பாக்டீரியா
ব্যাকটিরিওক্সিন,பாக்டீரியோடாக்சின்
ব্যাগাস,கரும்பு சக்கை
ব্যালেন্স শীট,இருப்புநிலை
ভারসাম্যহীন নিষেক,சீரான கருத்தரித்தல்
বার ডায়াগ্রাম,பார் வரைபடம்
বাকল,பட்டை
ব্যারোমিটার,காற்றழுத்தமானி
বন্ধ্যা,தரிசு
বেস,அடித்தளம்
বেসিন,பேசின்
বেসিপেটাল,பாசிபெட்டல்
বেসস্টারনাম,பாஸ்கிஸ்டெர்னம்
উপসাগর,விரிகுடா பருவமழை
বিয়ারিং প্ল্যান্ট,தாங்கும் ஆலை
বিছানা,படுக்கை
বেডার,படுக்கை
বিছানাপত্র,படுக்கை
বীট গুড়,பீட் மோலாஸ்கள்
বেলো,பெல்லோஸ்
বেল্ট,பெல்ட்
বেনিফিট-ব্যয় বিশ্লেষণ,நன்மை-செலவு பகுப்பாய்வு
পক্ষপাতদুষ্ট (নমুনা),சார்புடைய (மாதிரி)
দ্বিবার্ষিক,இருபது ஆண்டு
দ্বিপদী,இரும
বায়োএজেন্ট,உயிரி கையேடு
বায়োক্লিমেট,பயோக்ளைமேட்
বায়োনারজি,பயோஎனெர்ஜி
বায়োনমিক্স,பயோனமிக்ஸ்
বায়োরিয়্যাক্টর,உயிரியக்கவியல்
বায়োস্ফিয়ার,உயிர்க்கோளம்
বায়োটিক,உயிரியல்
বায়োটাইপ,உயிரியல் வகை
উভকামী,இருபால்
ব্লাঞ্চিং,பிளான்சிங்
বিস্ফোরণ,குண்டு வெடிப்பு
মিশ্রণ,கலவை
ব্লাইট,ப்ளைட்
ফোস্কা,கொப்புளம்
নীল বিপ্লব,நீல புரட்சி
নীচে তাপ চেম্বার,கீழே வெப்ப அறை
নীচে তাপ কৌশল,கீழே வெப்ப நுட்பம்
ব্রান,பிரான்
শাখা,கிளைகள்
শাখা,கிளை
প্রজনন,இனம்
প্রজনন,இனப்பெருக்க
Brimming,கரைந்து
ব্রুড,அடைகாக்கும்
উদীয়মান,வளரும்
বাজেট,பட்ஜெட்
বাফার,இடையக
বাল্ব,விளக்கை
বুট,பன்ட்
উপজাত,துணை தயாரிப்பு
বাবুল অ্যাকাসিয়া,பாபுல் அகாசியா
শিশুর ভূট্টা,குழந்தை சோளம்
বেল,பேல்
বেল,பெயில்
বালসাম,பால்சம்
বাঁশ,மூங்கில்
কলা,வாழை
বটগাছ,ஆலமரம்
বার্লি,பார்லி
বার্নইয়ার্ড মিললেট,பார்ன்யார்ட் மில்லட்
পুদিনা,துளசி
জারজ সিডার,பாஸ்டர்ட் சிடார்
জারজ মাইরোবালান,பாஸ்டர்ட் மைரோபாலன்
বাউহিনিয়া,ப au ஹினியா
বে বেরি,பே பெர்ரி
বিন,பீன்
বীট,பீட்
বেলাদোনা,பெல்லடோனா
বের,பெர்
বার্সিম,பெர்சீம்
সুপারি,பெட்டல்
বিলিম্বি,பிலிம்பி
বিটার লাউ,பாகற்காய்
কালো গ্রাম,கருப்பு கிராம்
কালো নাইটশেড,கருப்பு நைட்ஷேட்
বোগেনভিলিয়া,Bougainvillea
বোতল ব্রাশ,பாட்டில் தூரிகை
বোতল লাউ,சுரைக்காய்
বক্স ট্রি,பெட்டி மரம்
রুটি ফল,ரொட்டி பழம்
ব্রাইডাল লতা,பிரைடல் க்ரீப்பர்
ব্রিনজাল,பிரிஞ்சல்
ব্রড শিম,பிராட் பீன்
ব্রোকলি,ப்ரோக்கோலி
ব্রাসেলের স্প্রাউট,பிரஸ்ஸலின் முளை
বাকউইট,பக்வீட்
বুটিয়া,பியூட்டியா
ব্যান্ডিকুট,பாண்டிகூட்
ভাল্লুক,தாங்க
বিটল,வண்டு
ফোস্কা বিটল,கொப்புளம் வண்டு
নীল ষাঁড়,நீல காளை
বোল কৃমি,போல் புழு
প্রজাপতি,பட்டாம்பூச்சி
ব্যাকটিরিওলজিস্ট,பாக்டீரியாலஜிஸ்ட்
বায়োকেমিস্ট,உயிர் வேதியியலாளர்
জীববিজ্ঞানী,உயிரியலாளர்
বায়োটেকনোলজিস্ট,பயோடெக்னாலஜிஸ்ட்
উদ্ভিদবিদ,தாவரவியலாளர்
সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা,சி ஈரப்பதம் சிறப்பியல்பு வளைவு
কেক,கேக்
ক্যালারিয়াস,கணக்கீட்டு
ক্যালিফিকেশন,கணக்கீடு
ফসফেটের ক্যালকিনেশন,பாஸ்பேட் கணக்கீடு
Calost,காலோசிட்டி
কলাস,கால்சஸ்
ক্যালিক্স,கலிக்ஸ்
ক্যালিক্স-এন্ড,கலிக்ஸ்-எண்ட்
ক্যাম্বিয়াম,காம்பியம்
ক্যান্সার,புற்றுநோய்
ক্যানিং,கேனிங்
ক্যানোপি,விதானம்
মূলধন,மூலதனம்
ক্যাপরিফিকেশন,கேப்ரிஃபிகேஷன்
ক্যাপসুল,காப்ஸ்யூல்
কার্বনেটেড,கார்பனேற்றப்பட்ட
কার্বনাইজেশন,கார்பனாக்கல்
কার্পেল,கார்பல்
কার্পাস,கார்பஸ்
ঢালাই,வார்ப்பு
ক্যাটাবোলিজম,வினையூக்கம்
ক্যাটালাইসিস,வினையூக்கம்
শুঁয়াপোকা,கம்பளிப்பூச்சி
সি-ডিএনএ লাইব্রেরি,சி-டி.என்.ஏ நூலகம்
সিলিং,உச்சவரம்பு
সেল,செல்
কেন্দ্রীয় নেতা ব্যবস্থা,மத்திய தலைவர் அமைப்பு
কেন্দ্রিক,மையமாக
সেন্ট্রিফিউগেশন,மையவிலக்கு
সেন্ট্রিফিউজ,மையவிலக்கு
সেন্ট্রিওল,சென்ட்ரியோல்
সেন্ট্রোজেনিক,சென்ட்ரோஜெனிக்
সেন্ট্রোজেনাস,சென்ட்ரெஸ்ஜெனஸ்
সার্কাস,செர்கஸ்
সিরিয়াল,தானியங்கள்
শংসাপত্র,சான்றிதழ்
প্রত্যয়িত বীজ,சான்றளிக்கப்பட்ட விதை
চ্যাফ,சஃப்
চালাজা,சலாசா
কেমোট্রপিজম,வேதியியல்
চিয়াসমা,சியாஸ்மா
শীতল সময়,குளிர்ச்சியான நேரம்
শীতল আঘাত,குளிர்ச்சியான காயம்
চিমেরা,சிமேரா
ক্লোরান্টি,குளோராந்தி
ক্লোরোফিল,குளோரோபில்
ক্লোরোসিস,குளோரோசிஸ்
ক্লোরোলজি,குளோரோலஜி
ক্রোমাটিড,குரோமாடிட்
ক্রোমাটিন,குரோமாடின்
ক্রোমাটোগ্রাফি,குரோமடோகிராபி
ক্রোমাটোলাইসিস,குரோமாடோலிசிஸ்
ক্রোমোসেন্ট্রে,குரோமோசென்ட்ரே
ক্রোমোজেনেসিস,குரோமோஜெனெஸிஸ்
ক্রোমোপ্রোটিন,குரோமோபுரோட்டீன்
ক্রোমোজোম,குரோமோசோம்
দীর্ঘস্থায়ী,நாள்பட்ட
সিট্রঞ্জ,சிட்ரேஞ்ச்
ক্লেডোড,கிளாடோட்
শ্রেণিবদ্ধকরণ,வகைப்பாடு
ক্লে,களிமண்
পরিষ্কার,சுத்தம்
ক্লিস্টোগ্যামি,கிளீஸ்டோகாமி
ক্লাইম্যাক্টেরিক ফল,க்ளைமாக்டெரிக் பழம்
জলবায়ু,காலநிலை
জলবায়ু,காலநிலைவியல்
ক্লিপার,கிளிப்பர்
ক্লোড,துணி
ক্লোন,குளோன்
মেঘ,மேகம்
ক্লাম্প,கொத்து
ক্লাস্টার,கொத்து
মোটা,கரடுமுரடான
কোট (বীজ),கோட்டை (விதை)
কোকুন,COCOON
কোএনজাইম,கோஎன்சைம்
সংহতি,ஒத்திசைவு
কয়ার,Coir
কোলোররিজা,கோல்ரோஹிசா
কলার,காலர்
কলয়েড (মাটি),கூழ் (மண்)
কলিউমেলা,கொலுமெல்லா
কলাম,நெடுவரிசை
কমেন্সালিজম,துவக்கவாதம்
বাণিজ্যিক ব্যাংক,வணிக வங்கி
পণ্য,பொருள்
সম্প্রদায়,சமூக
সংযোগ (মাটির),சுருக்கம் (மண்ணின்)
সামঞ্জস্যতা,பொருந்தக்கூடிய தன்மை
সামঞ্জস্যতা,பொருந்தக்கூடிய தன்மை
ক্ষতিপূরণ,இழப்பீடு
প্রতিযোগিতামূলক মিথস্ক্রিয়া,போட்டி தொடர்பு
পরিপূরক ফসল,நிரப்பு பயிர்
জটিল,சிக்கலான
উপাদান,கூறு
গঠন,கலவை
কম্পোস্ট,உரம்
চক্রবৃদ্ধিহারে সুদ,கூட்டு வட்டி
গণনা,கணக்கீடு
কম্পিউটার,கணினி
একাগ্রতা,செறிவு
কন্ডিশনার,கண்டிஷனர்
আচরণ,நடத்தை
কনফিগারেশন,உள்ளமைவு
অনুসার,ஏற்ப
বিভ্রান্তিকর,குழப்பம்
সংমিশ্রণ,இணைவு
সংযোগকারী,இணைப்பு
সংরক্ষণ,பாதுகாப்பு
একত্রীকরণের,ஒருங்கிணைப்பு
উপাদান,தொகுதிகள்
গ্রাহক,நுகர்வோர்
খরচ,நுகர்வு
দূষণ,மாசுபாடு
কনট্যুর রোপণ,விளிம்பு நடவு
কনট্যুর,விளிம்பு
চুক্তি চাষ,ஒப்பந்த விவசாயம்
নিয়ন্ত্রিত স্টোরেজ,கட்டுப்படுத்தப்பட்ட சேமிப்பு
সমবায় ব্যাংক,கூட்டுறவு வங்கி
সহযোগী,கூட்டுறவு
কপিস,காப்பிஸ்
Corm,கோர்ம்
করোলা,கொரோலா
কর্টেক্স,கோர்டெக்ஸ்
ব্যয়,செலவு
কোটিলেডন (বীজ),கோட்டிலிடன் (விதை)
ক্রেডিট সোসাইটি,கடன் சங்கம்
ক্রেডিট,கடன்
পাওনাদার,கடன் வழங்குபவர்
ক্রেস্ট,முகடு
ক্রিঙ্কল,நொறுக்குதல்
সংকট,நெருக்கடி
মানদণ্ড,அளவுகோல்
সমালোচনা,விமர்சன
শস্য বীমা,பயிர் காப்பீடு
শস্য loan ণ,பயிர் கடன்
ফসল,பயிர்
ক্রপিং অঞ্চল,பயிர் பகுதி
ক্রস-ইনমপ্যাটেবল,குறுக்கு இணக்கமானது
মুকুট (উদ্ভিদ),கிரீடம் (ஆலை)
ক্রম্ব,நொறுக்கு
ক্রাস্ট,மேல் ஓடு
ক্রিপ্টোগাম,கிரிப்டோகாம்
কুল (ফল),குல் (பழங்கள்)
কাল্ম,அடிம்
চাষকারী,சாகுபடி
চাষ,சாகுபடி
কৃষক,பயிரிடுபவர்
সংস্কৃতি,கலாச்சாரம்
নিরাময়,குணப்படுத்துதல்
কার্লিং,கர்லிங்
মুদ্রা,நாணய
কিউটিকাল,வெட்டு
কাটা,கட்டிங்
সিস্ট,நீர்க்கட்டி
সাইটোক্রোম,சைட்டோக்ரோம்
সাইটোগ্যামি,சைட்டோகாமி
সাইটোজেনেসিস,சைட்டோஜெனெஸிஸ்
সাইটোজেনেটিক্স,சைட்டோஜெனெடிக்ஸ்
সাইটোকাইনেসিস,சைட்டோகினேசிஸ்
সাইটোলজি,சைட்டாலஜி
সাইটোলাইসিস,சைட்டோலிசிஸ்
সাইটোমির,சைட்டோமியர்
সাইটোপ্লাজম,சைட்டோபிளாசம்
বাঁধাকপি,முட்டைக்கோஸ்
ক্যাকটাস,கற்றாழை
ক্যালেন্ডুলা,காலெண்டுலா
ক্যানারি ঘাস (ফালারিস),கேனரி புல் (ஃபாலரிஸ்)
ক্যানা,கன்னா
ক্যাপারি,கபாரிஸ்
ক্যাপসিকাম,கேப்சிகம்
ক্যারামবোলা,காரம்போலா
ক্যারপা,கராபா
এলাচ,ஏலக்காய்
কার্নেশন,கார்னேஷன்
গাজর,கேரட்
হিজলি বাদাম,முந்திரிப்பருப்பு
ক্যাসিয়া,காசியா
ক্যাস্টর,ஆமணக்கு
ফুলকপি,காலிஃபிளவர்
সেলারি,செலரி
চ্যাম্প্যাক,SAMPAC
চেনোপোডিয়াম,செனோபடியம்
চেরি টমেটো,செர்ரி தக்காளி
চেরি,செர்ரி
"ছোলা, গ্রাম","சுண்டல், கிராம்"
মরিচ,மிளகாய்
চীন টারপেনটাইন গাছ,சீனா டர்பெண்டைன் மரம்
কুকুর কুকুর,சவ் சவ்
ক্রিস্যান্থেমাম,கிரிஸான்தமம்
"চুফা, পৃথিবী বাদাম","சூஃபா, பூமி பாதாம்"
সিচরি,சிகோரி
দারুচিনি,இலவங்கப்பட்டை
সিট্রন,சிட்ரான்
সিট্রোনেলা ঘাস,சிட்ரோனெல்லா புல்
জেসমিন আরোহণ,மல்லிகை ஏறும்
লবঙ্গ,கிராம்பு
ক্লাস্টার বিন,கிளஸ்டர் பீன்
কোকো,கோகோ
নারকেল,தேங்காய்
কফি,கொட்டைவடி நீர்
কোলিয়াস,கோலியஸ்
কলোকাসিয়া,கொலோகாசியா
"কলোকিন্থ, তিক্ত আপেল","கொலோசிந்த், கசப்பான ஆப்பிள்"
সাধারণ পার্সেলেন,பொதுவான பர்ஸ்லேன்
ধনে,கொத்தமல்லி
সুতি,பருத்தி
কাউপিয়া,கவ்பியா
কিউব,கியூப்
শসা,வெள்ளரி
Cucubits,கிகர்பிட்ஸ்
জিরা,சீரகம்
কারি পাতা,கறி இலை
আতা,கஸ்டார்ட் ஆப்பிள்
ক্যাপসুল বোরার,காப்ஸ்யூல் துளைப்பான்
ক্যাটারপিলার,கம்பளிப்பூச்சி
সাইট্রাস সাইক্ল্লা,சிட்ரஸ் சைலா
ক্রিকেট,மட்டைப்பந்து
কাক,காகம்
কাটা কৃমি,புழு வெட்டு
দুগ্ধ,பால்
ডেয়ারিং,பால்
বাঁধ,அணை
দিন-নিরপেক্ষ,நாள்-நடுநிலை
ফুলের পরে দিন,பூக்கும் சில நாட்கள்
পুরো পুষ্প পরে দিন,முழு பூக்கும் சில நாட்கள்
ডিব্লোসোমিং,டிப்ளஸமிங்
ডিক্যালসিফিকেশন,Decalcification
ডিক্যান্ট,Decant
ক্ষয়,சிதைவு
পাতলা,இலையுதிர்
দশমিক,தசம
স্বল্পতা,குறைபாடு
ডিফলোকুলেশন (মাটি),மண் (மண்)
Defloration,அழிவு
ডিফোলিয়েশন,நீக்குதல்
বন নিধন,காடழிப்பு
অবক্ষয়,சிதைவு
অবক্ষয়,சீரழிவு
ডিগ্রি দিন,பட்டம் நாட்கள்
ডিগ্রি,பட்டம்
ডিহেসেন্স,விலகல்
ডিহুলিং,Dehulling
ডিহুসিং,நீக்குதல்
পানিশূন্যতা,நீரிழப்பு
ডিহাইড্রেটর,ஹைட்ரேட்டர்
চাহিদা,தேவை
অবনতি,குறைப்பு
অস্বীকার,மறுப்பு
আমানত,வைப்பு
জবানবন্দি,படிவு
অবমূল্যায়ন বিচ্ছিন্নকরণ,தேய்மானம் அழிவு
বিশৃঙ্খলা,வறட்சி
নকশা,வடிவமைப்பு
ডেসিসেটর,டெசிகேட்டர்
গন্তব্য,அழித்தல்
Desuckering,Decuckering
Desynapsis,தேசனாப்சிஸ்
ডেটাসেল,டிடாஸல்
ডিটাসেলিং,டிடாசெலிங்
নির্ধারক,தீர்மானிக்கும்
অবমূল্যায়ন,மதிப்புக் குறைப்பு
দেভেজেটেশন,Devegetation
বিচ্যুতি,விலகல்
ডায়াড,டயட்
রোগ নির্ণয়,நோயறிதல்
Dichogamy,டைக்கோகாமி
দ্বৈতত্ত্ব,இருவகை
ডিকোটাইলডন (বীজ),டைகோடைலெடன் (விதை)
ফিরে মারা (রোগ),திரும்பவும் (நோய்)
বিচ্ছুরণ,பரவல்
হজমতা,செரிமானம்
ডিহাইব্রিড,Dihibrid
ডাইক (ডাইক),டைக் (டைக்)
পাতলা,நீர்த்த
ডাইওসিয়াস,Dioecious
ডিপ্লোড,டிப்ளாய்டு
ডিপ্লোড,டிப்ளாய்டு
ডিপ্লোনেমা,டிப்ளோனெமா
অসন্তুষ্টি,நீக்குதல்
ডিস্কিং,டிஸ்கிங்
ছাড়,தள்ளுபடி
নির্বীজন,கிருமிநாசினி
বিচ্ছুরণ,சிதறல்
প্রচার,பரப்புதல்
বৈচিত্রতা,பல்வகைப்படுத்தல்
বিবিধ কৃষিকাজ,பன்முகப்படுத்தப்பட்ட விவசாயம்
ডিএনএ মই,டி.என்.ஏ ஏணி
ডিএনএ রিসেপ্টর,டி.என்.ஏ ஏற்பி
ডকেজ,கப்பல்துறை
প্রভাবশালী,ஆதிக்கம் செலுத்தும்
সুপ্ততা,செயலற்ற தன்மை
ডোজ,டோஸ்
ডাবল সিগময়েড বক্ররেখা,இரட்டை சிக்மாய்டு வளைவு
খসড়া (খসড়া),வரைவு (வரைவு)
ড্রেন,வடிகால்
নিকাশী,வடிகால்
অঙ্কন,வரை
ভিজে যাওয়া,நனைத்தல்
ড্রেসিং (বীজ),ஆடை (விதை)
ড্রিল (এন।),துரப்பணம் (n.)
ড্রিলিং (এজি। ইঞ্জিন),துளையிடுதல் (Ag. Engg)
ড্রিলিং (কৃষি),துளையிடுதல் (வேளாண்)
ড্রিপ সেচ,சொட்டு நீர் பாசனம்
শুকনো কৃষিকাজ,உலர் நில விவசாயம்
ধুলো,தூசி
ডাস্টার,டஸ்டர்
ধুলাবালি,தூசி
বামন,குள்ள
বামন পিরামিড,குள்ள பிரமிடு
বামন,குள்ள
ডেইজি,டெய்ஸி
তারিখ,தேதிகள்
ডে জেসমিন,நாள் மல்லிகை
ডিল,வெந்தயம்
দিননাথ ঘাস,தினநாத் புல்
ডড্ডার,டோடர்
"ডুব ঘাস, বারমুডা ঘাস","டூப் புல், பெர்முடா புல்"
ড্রুস,ட்ரூஸ்
শুকনো আদা,உலர் இஞ்சி
ডিফোলিয়েটিং বিটল,வண்டு
ড্রোন,ட்ரோன்
হাঁস,வாத்து
বাস্তুশাস্ত্র,சூழலியல்
একনোমেট্রিক্স,எக்கோனோமெட்ரிக்ஸ்
