Malayalam,Gujarati
ഫ്ലോട്ടിംഗ് മൾട്ടിവൈബ്രേറ്റർ,ફ્લોટિંગ મલ્ટિવાઇબ્રેટર
അസമമായ ജംഗ്ഷൻ,અસમપ્રમાણ જંકશન
അസിൻക്രണസ് കാൽക്കുലേറ്റർ,અસુમેળ કેલ્ક્યુલેટર
ആണവ,પરમાણુ
ആറ്റോമിക നമ്പർ,અણુ સંખ્યા
ആറ്റോമിക് ഘടന,અણુ માળખું
ഓഡിയോ ആംപ്ലിഫയർ,ઓડિયો એમ્પ્લીફાયર
ഓഡിയോ ആംപ്ലിഫയർ,ઓડિયો એમ્પ્લીફાયર
ഓഡിയോ കാസറ്റ്,ઓડિયો કેસેટ
ഓഡിയോ സർക്യൂട്ട്,ઓડિયો સર્કિટ
കേൾക്കാവുന്ന ആവൃത്തി,સાંભળી શકાય તેવી આવર્તન
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് നിയന്ത്രണം,આપોઆપ વોલ્ટેજ નિયંત્રણ
ഹിമപാതം,હિમપ્રપાત
ശരാശരി ഡിറ്റക്ടർ,સરેરાશ ડિટેક્ટર
അക്ഷീയ മോഡ്,અક્ષીય મોડ
അക്ഷീയ അനുപാതം,અક્ષીય ગુણોત્તર
ആന്റിന,એન્ટેના
ബാക്ക് ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്,પાછળનું ઇલેક્ટ્રોમોટિવ બળ
പിൻ പ്രദേശം,પાછળનો વિસ્તાર
തിരികെ ചിതറിക്കിടക്കുക,પાછા સ્કેટર
പശ്ചാത്തല ചാർജ്,પૃષ્ઠભૂમિ ચાર્જ
സൈഡ് ശബ്ദം,બાજુનો અવાજ
പിന്നോക്കാവസ്ഥ,પ્રત્યાગમન
പിൻഭാഗത്തെ വികിരണം,પશ્ચાદવર્તી ઇરેડિયેશન
ബാക്ക്വേർഡ് ഡയോഡ് / ബാക്ക്വേർഡ് ഡയോഡ്,બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ
ബാക്ക്വേർഡ് വേവ് ഓസിലേറ്റർ,બેકવર્ડ વેવ ઓસિલેટર
"തടസ്സം, തടസ്സം","અવરોધ, અવરોધ"
തടസ്സം,અવરોધ
സമതുലിതമായ പാലം,સંતુલિત પુલ
സമതുലിതമായ മോഡുലേറ്റർ,સંતુલિત મોડ્યુલેટર
സമതുലിതമായ മോഡുലേറ്റർ,સંતુલિત મોડ્યુલેટર
സമതുലിതമായ സർക്യൂട്ട്,સંતુલિત સર્કિટ
സമതുലിതമായ ഗ്രേഡിയന്റ് ഡിറ്റക്ടർ,સંતુલિત ઢાળ ડિટેક્ટર
നിലവിലെ സ്റ്റെബിലൈസർ പ്രതിരോധം,વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર
ബൊലോമീറ്റർ,બોલોમીટર
ബോലോമീറ്റർ പാലം,બોલોમીટર પુલ
ബലൂണ്,બલૂન
ബനാന ജാക്ക്,બનાના જેક
ബനാന പ്ലഗ്,બનાના પ્લગ
"ബാൻഡ്, ബാൻഡേജ്","બેન્ડ, પાટો"
ബാൻഡ് ഡ്രൈവർ,બેન્ડ ડ્રાઈવર
ബാൻഡ് ഊർജ്ജം,બેન્ડ ઊર્જા
ബാൻഡ് വിടവ്,બેન્ડ ગેપ
ബാഡ്പാർക്ക് ആംപ്ലിഫയർ,બેડપાર્ક એમ્પ્લીફાયર
ബാൻഡ് പാസ് ഫിൽട്ടർ,બેન્ડ પાસ ફિલ્ટર
ബോഡ് റേറ്റ് ജനറേറ്റർ,બાઉડ રેટ જનરેટર
ബാൻഡ് ഡിസ്പെർഷൻ,banddispersion
ബാൻഡ് റെസിസ്റ്റർ,બેન્ડ રેઝિસ્ટર
ബാൻഡ് ബ്രേക്കർ ഫിൽട്ടർ,બેન્ડ બ્રેકર ફિલ્ટર
ബാൻഡ് വിപുലീകരണം,બેન્ડ વિસ્તરણ
ബാൻഡ് റിമൂവർ ഫിൽട്ടർ,બેન્ડ રીમુવર ફિલ્ટર
ബാൻഡ് എക്സ്പാൻഷൻ ഡിഫ്ലെക്ഷൻ മൾട്ടിപ്ലയർ,બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક
ബാൻഡ് എക്സ്റ്റൻഷൻ ഡിസ്റ്റൻസ് മൾട്ടിപ്ലയർ,બેન્ડ એક્સ્ટેંશન અંતર ગુણક
"ബീം കപ്പാസിറ്റർ, ബാങ്ക് കപ്പാസിറ്റർ","બીમ કેપેસિટર, બેંક કેપેસિટર"
"ബാർക്കർ കോഡ്, ബാർക്കർ കോഡ്","બાર્કર કોડ, બાર્કર કોડ"
barravaugen മാനദണ്ഡം,barravaugen માપદંડ
ബാരേറ്റർ,બેરેટર
തടസ്സം,અવરોધ
ഇൻസുലേറ്റിംഗ് കപ്പാസിറ്റർ,ઇન્સ્યુલેટીંગ કેપેસિટર
തടസ്സം ഊർജ്ജം,અવરોધ ઊર્જા
റെസിസ്റ്റർ വോൾട്ടേജ്,રેઝિસ્ટર વોલ્ટેજ
ബാർട്ട്ലെറ്റ് വിൻഡോ,બાર્ટલેટ વિન્ડો
"അടിസ്ഥാനം, അടിസ്ഥാനം","આધાર, આધાર"
അടിസ്ഥാന ബാൻഡ്,આધાર બેન્ડ
അടിസ്ഥാന ബാൻഡ് ട്രാൻസ്മിഷൻ,બેઝ બેન્ડ ટ્રાન્સમિશન
അടിസ്ഥാന ചാർജ്,બેઝ ચાર્જ
അടിസ്ഥാന കറന്റ്,આધાર પ્રવાહ
അടിസ്ഥാന നിലവിലെ ഉറവിടം,આધાર વર્તમાન સ્ત્રોત
അടിസ്ഥാന കത്രിക,આધાર ઉતારવું
ആധാർ മദൻ,આધાર મદન
അടിസ്ഥാന എമിറ്റർ ഫീഡ്,આધાર ઉત્સર્જક ફીડ
അടിസ്ഥാന എമിറ്റർ ജംഗ്ഷൻ,આધાર ઉત્સર્જક જંકશન
അടിസ്ഥാന കുത്തിവയ്പ്പ്,બેઝ ઈન્જેક્શન
ഗ്രൗണ്ട് ലൈൻ,જમીન રેખા
അടിസ്ഥാന പ്രതിരോധം,આધાર પ્રતિકાર
അടിസ്ഥാന ഉറവിടം,આધાર સ્ત્રોત
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,આધાર વિસ્તરણ પ્રતિકાર
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,આધાર વિસ્તરણ પ્રતિકાર
അടിസ്ഥാന കനം,આધાર જાડાઈ
അടിസ്ഥാന പ്രവേശനം,બેઝ એક્સેસ
"ബേസ് വിഡ്ത്ത് മോഡുലേഷൻ, ബേസ് എക്സ്പാൻഷൻ മോഡുലേഷൻ","આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન"
അടിസ്ഥാന കളക്ടർ ഉടമ്പടി,આધાર કલેક્ટર સંધિ
മണം,ગંધ
ബാസ് ആവൃത്തി,બાસ આવર્તન
ബാറ്ററി,બેટરી
ബൗഡ്,બાઉડ
ബാഡ് നിരക്ക്,બાઉડ દર
ബോഡ് റേറ്റ് ജനറേറ്റർ,બાઉડ રેટ જનરેટર
ബോഡോ കോഡ്,બોડો કોડ
"സിഗ്നൽ, ബീക്കൺ","સંકેત, દીવાદાંડી"
"മാണിക, ബീഡ്","મણિકા, બીડ"
മാനിക് കപ്പാസിറ്റർ,મેનિક કેપેસિટર
മണികർത്താപി റെസിസ്റ്ററുകൾ,મણિકર્તાપિ પ્રતિરોધકો
"ബീം ആന്റിന, ബീം ആന്റിന","બીમ એન્ટેના, બીમ એન્ટેના"
ബീം ഡിറ്റക്ടർ,બીમ ડિટેક્ટર
ബീം പവർ ഹോസ്,બીમ પાવર નળી
ബീം സ്വിച്ചിംഗ് നോസിലുകൾ,બીમ સ્વિચિંગ નોઝલ
ബീം വികാസം,બીમ વિસ્તરણ
അടി ആവൃത്തി,હરાવ્યું આવર્તન
ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ,બીટ-ફ્રિકવન્સી ઓસિલેટર
പൾസ് ഓസിലേറ്റർ,પલ્સ ઓસિલેટર
മണി,બેલ
വളയുന്ന നഷ്ടം,બેન્ડિંગ નુકશાન
ബെസൽ ഫിൽട്ടർ,બેસેલ ફિલ્ટર
ബീറ്റ,બેટા
b-h വക്രം,b-h વળાંક
"പക്ഷപാതം, പക്ഷപാതം","પૂર્વગ્રહ, પૂર્વગ્રહ"
ബയസ് കറന്റ്,પૂર્વગ્રહ વર્તમાન
പക്ഷപാത പ്രതിരോധം,પૂર્વગ્રહ પ્રતિકાર
ഇരട്ട ആന്റിന,ડબલ એન્ટેના
ദ്വിദിശ ലോഡ് കറന്റ്,દ્વિપક્ષીય લોડ વર્તમાન
ദ്വിദിശ ആന്റിന,દ્વિદિશ એન્ટેના
ദ്വിദിശ പ്രകാശം പുറപ്പെടുവിക്കുന്ന ഡയോഡ്,દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ
ദ്വിദിശയിലുള്ള തൈറിസ്റ്റർ,દ્વિપક્ષીય થાઇરિસ્ટર
bi FET സാങ്കേതികവിദ്യ,bi FET ટેકનોલોજી
ബൈ പോയിന്റ് ട്രാൻസ്ഫോർമർ,બાય પોઇન્ટ ટ્રાન્સફોર્મર
ഇരട്ട സംയോജനം,ડબલ ફ્યુઝન
ഉഭയകക്ഷി സർക്യൂട്ട്,દ્વિપક્ષીય સર્કિટ
ബൈനറി,દ્વિસંગી
ബൈനറി തുക,દ્વિસંગી રકમ
ബൈനറി സർക്യൂട്ട്,દ્વિસંગી સર્કિટ
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,દ્વિસંગી કોડેડ દશાંશ
ബൈനറി കോഡഡ് ഡെസിമൽ സിസ്റ്റം,દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ
ബൈനറി ദ്വിധ്രുവ കപ്പാസിറ്റർ,દ્વિસંગી દ્વિધ્રુવ કેપેસિટર
ബൈനറി കാൽക്കുലേറ്റർ,દ્વિસંગી કેલ્ક્યુલેટર
ബൈനറി കാൽക്കുലേറ്റർ,દ્વિસંગી કેલ્ક્યુલેટર
ബൈനറി ഡീകോഡർ,દ્વિસંગી ડીકોડર
ബൈനറി ഗോവണി,દ્વિસંગી નિસરણી
ബൈനറി പാത്തോമീറ്റർ,બાઈનરી પેથોમીટર
ബൈനറി അവസ്ഥ,દ્વિસંગી સ્થિતિ
ബൈനറി-ഡെസിമൽ ഡീകോഡർ,દ્વિસંગી-દશાંશ ડીકોડર
ബൈനറി ലോഡ്,બાઈનરી લોડ
ബൈനറി വാക്കുകൾ,દ્વિસંગી શબ્દો
ബൈപോളാർ,દ્વિધ્રુવી
ബൈപോളാർ കപ്പാസിറ്റർ,બાયપોલર કેપેસિટર
ബൈപോളാർ ഉപകരണം,દ્વિધ્રુવી ઉપકરણ
ബൈപോളാർ ഉറവിടം,દ્વિધ્રુવી સ્ત્રોત
ബൈപോളാർ ട്രാൻസിസ്റ്റർ,બાયપોલર ટ્રાંઝિસ્ટર
ബൈപോളാർ ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ,બાયપોલર જંકશન ટ્રાંઝિસ્ટર
ക്വാഡ്രാറ്റിക് ഫിൽട്ടർ,ચતુર્ભુજ ફિલ્ટર
ഇരട്ട സ്ഥാനം,ડબલ સ્થિતિ
രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
ദ്വിദിശ റിലേ,દ્વિપક્ષીય રિલે
രണ്ട്-ഘട്ട സംസ്ഥാനം,બે તબક્કાની સ્થિતિ
രണ്ട്-സ്ഥാന ട്രിഗർ,બે-સ્થિતિ ટ્રિગર
ബിറ്റ് പിശക്,બીટ ભૂલ
ബിറ്റ് പിശക് നിരക്ക്,બીટ ભૂલ દર
ബിറ്റ് പിശക്,બીટ ભૂલ
ബിറ്റ്കാൽ പിശക്,બિટકલ ભૂલ
അന്ധമായ പെട്ടി,અંધ બોક્સ
ഘനീഭവിച്ച പൾസ്,કન્ડેન્સ્ડ પલ્સ
സ്രഷ്ടാവ്,સચિવ
സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ,સ્ત્રાવ અવરોધક
അന്ധത,અંધત્વ
സെഗ്മെന്റ് ഡയഗ്രം,સેગમેન્ટ ડાયાગ્રામ
തടസ്സം തടയൽ,અવરોધક અવરોધ
ശകലം കൈമാറ്റം,ટુકડો ટ્રાન્સફર
തടസ്സപ്പെടുത്തുക,ઇન્ટરસેપ્ટ
തടയൽ കപ്പാസിറ്റർ,રેઝિસ્ટર કેપેસિટર
റെസിസ്റ്റർ കപ്പാസിറ്റർ,રેઝિસ્ટર કેપેસિટર
തടയുന്ന ഓസിലേറ്റർ,રેઝિસ્ટર ઓસિલેટર
തടയുന്ന ഓസിലേറ്റർ,અવરોધિત ઓસિલેટર
റെസിസ്റ്റർ വോൾട്ടേജ്,રેઝિસ્ટર વોલ્ટેજ
ഊതുന്നയാൾ,બ્લોઅર
ബോഡ് ഡയഗ്രം,બોડ ડાયાગ્રામ
വോൾട്ട്സ്മാൻ ബന്ധം,વોલ્ટ્ઝમેન સંબંધ
വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം,વોલ્ટ્ઝમેન સતત
ബോണ്ട്,બોન્ડ
ബന്ധിത സ്ട്രെയിൻ ഗേജ്,બંધાયેલ તાણ ગેજ
സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ,સ્વ-સહાયક એમ્પ્લીફાયર
ബൂളിയൻ ബീജഗണിതം,બુલિયન બીજગણિત
ബൂളിയൻ സമവാക്യം,બુલિયન સમીકરણ
ബൂട്ട് സ്ട്രാപ്പൺ,બુટ Strapon
ബൂത്തിന്റെ അൽഗോരിതം,બૂથનું અલ્ગોરિધમ
ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്,બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ
bosscutts ഭരണം,bosscutts નિયમ
ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്,બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ
"ചാടുക, ചാടുക","કૂદકો, કૂદકો"
ബന്ധിത ഇലക്ട്രോൺ,બંધાયેલ ઇલેક્ટ્રોન
ബ്രാഗ് റിഫ്ലക്ടർ,બ્રેગ રિફ્લેક્ટર
ഇഴചേർന്ന വയർ,ગૂંથેલા વાયર
ശാഖ,શાખા
ശാഖകൾ,શાખાઓ
പരീക്ഷണ ബോർഡ്,પ્રયોગ બોર્ડ
ബ്രേക്ക് സോൺ,બ્રેક ઝોન
ബ്രേക്കിംഗ് വോൾട്ടേജ്,બ્રેકિંગ વોલ્ટેજ
ബ്രേക്ക്ഡൗൺ ഡയോഡ്,બ્રેકડાઉન ડાયોડ
ഒടിവ് പരിഹരിക്കൽ,અસ્થિભંગ ફિક્સેશન
ബ്രേക്കിംഗ് വോൾട്ടേജ്,બ્રેકિંગ વોલ્ટેજ
പാലം,પુલ
പാലം റക്റ്റിഫയർ,પુલ સુધારક
വിശാലമായ ബാൻഡ്,વિશાળ બેન્ડ
ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്,બ્રોડકાસ્ટ બેન્ડ
ആസ്ട്രൽ അറേ,અપાર્થિવ એરે
പ്രക്ഷേപണം,પ્રસારણ
ബ്രോഡ്കാസ്റ്റ് ആന്റിന,બ્રોડકાસ્ટ એન્ટેના
ബ്രോഡ്കാസ്റ്റ് റിസീവർ,બ્રોડકાસ્ટ રીસીવર
ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ,ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર
പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ,બ્રોડકાસ્ટ ટ્રાન્સમીટર
ബൂസ്റ്റർ ആന്റിന,બૂસ્ટર એન્ટેના
ബസ് ആന്റിന,બસ એન્ટેના
ബ്രഷ് നിമജ്ജനം,બ્રશ નિમજ્જન
ബബ്ലിംഗും ഗേറ്റും,પરપોટા અને દરવાજો
ബുദ്ബുദു അല്ലെങ്കിൽ ഗേറ്റ്,બુડબુડુ અથવા ગેટ
ബബ്ലി മെമ്മറി,બબલી મેમરી
വോൾട്ടേജ് നഷ്ടപരിഹാരം,વળતર આપતું વોલ્ટેજ
ബഫർ,બફર
ബഫർ ആംപ്ലിഫയർ,બફર એમ્પ્લીફાયર
ബഫർ സർക്യൂട്ട്,બફર સર્કિટ
ബഫർ ഓപ്പറേറ്റർ,બફર ઓપરેટર
ബഫർ രജിസ്റ്റർ,બફર રજીસ્ટર
ബൾബ്,બલ્બ
ജനസംഖ്യാ പ്രഭാവം,વસ્તી અસર
മാക്രോ അർദ്ധചാലക ഉപകരണം,મેક્રો સેમિકન્ડક્ટર ઉપકરણ
കുല,ટોળું
മുങ്ങിയ കൈമാറ്റം,ડૂબી ગયેલ વિનિમય
മുങ്ങിയ പാളി,ડૂબી ગયેલ સ્તર
മുങ്ങിയ കോൺടാക്റ്റ്,ડૂબી ગયેલો સંપર્ક
സ്ഫോടന ആംപ്ലിഫയർ,બ્લાસ્ટ એમ્પ્લીફાયર
സ്ഫോടന കവർ,બ્લાસ્ટ કવર
സ്ഫോടനം വെടിവയ്പ്പ്,બ્લાસ્ટ ફાયરિંગ
സ്ഫോടനം ഡോർ ആംപ്ലിഫയർ,વિસ્ફોટ ડોર એમ્પ્લીફાયર
ബർസ്റ്റ് മോഡ്,વિસ્ફોટ મોડ
സ്ഫോടനം സെപ്പറേറ്റർ,વિસ્ફોટ વિભાજક
സ്ഫോടന സിഗ്നൽ,વિસ્ફોટ સંકેત
ബർസ്റ്റ് പിശക് തിരുത്തൽ കോഡ്,વિસ્ફોટ ભૂલ સુધારનાર કોડ
മതി,પૂરતૂ
ബസ് ബാർ,બસ બાર
ബസ് സംഘടന,બસ સંસ્થા
ബസ് സ്റ്റാൻഡേർഡ്,બસ ધોરણ
വെറും നൈമിഷികം,માત્ર ક્ષણિક
വെണ്ണ മൂല്യമുള്ള ഫിൽട്ടർ,માખણ વર્થ ફિલ્ટર
bnc വയർ,bnc વાયર
BNC ജോയിന്റർ,BNC જોઈન્ટર
വഴിയിൽ,બાય-વે
ബൈപാസ് കപ്പാസിറ്റർ,બાયપાસ કેપેસિટર
ബൈറ്റ്,બાઈટ
വി ബാൻഡ്,વી બેન્ડ
സി ബാൻഡ് ആന്റിന,સી બેન્ડ એન્ટેના
വയർ,વાયર
വയർ റൂട്ടിംഗ്,વાયર રૂટીંગ
ടെലിഗ്രാഫ് ടെലിവിഷൻ,ટેલિગ્રાફ ટેલિવિઝન
കാഷെ മെമ്മറി,કેશ મેમરી
സിസിം ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്,સિસિમ ફ્રીક્વન્સી સ્ટાન્ડર્ડ
കാൽക്കുലേറ്റർ,કેલ્ક્યુલેટર
കാലിബ്രേഷൻ,માપાંકન
കോൾ വിലാസം,કૉલ સરનામું
കോൾപിറ്റ് ഓസിലേറ്റർ,કૉલપિટ ઓસિલેટર
ക്യാം കോർഡറുകൾ,કેમ કોર્ડર
ക്യാമറ,કેમેરા
ക്യാമറ ഹോസ്,કેમેરા નળી
കാൻഡല,candela
മെഴുകുതിരി ശക്തി,મીણબત્તીની શક્તિ
കാന്റിലിവർ സ്ട്രെയിൻ ഗേജ്,કેન્ટીલીવર તાણ ગેજ
പിടിക്കുന്നു,હોલ્ડિંગ
കപ്പാസിറ്റൻസ് രക്തസമ്മർദ്ദം ട്രാൻസ്ഡ്യൂസർ,કેપેસીટન્સ બ્લડ પ્રેશર ટ્રાન્સડ્યુસર
ഹോൾഡിംഗ് ഡിസ്ട്രിബ്യൂട്ടർ,હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર
ഉടമ്പടി നിലനിർത്തൽ,સંધિ હોલ્ડિંગ
കപ്പാസിറ്റൻസ് ഗേജ്,કેપેસિટેન્સ ગેજ
പിടിക്കുന്ന കളക്ടർ,હોલ્ડિંગ કલેક્ટર
കപ്പാസിറ്റൻസ് പ്രതിപ്രവർത്തനം,ક્ષમતા પ્રતિક્રિયા
"കപ്പാസിറ്റീവ് എനർജി കൺവെർട്ടർ, ട്രാൻസ്ഡ്യൂസർ","કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર"
കപ്പാസിറ്റർ,કેપેસિટર
കപ്പാസിറ്റർ ബാങ്ക്,કેપેસિટર બેંક
കപ്പാസിറ്റർ ഫിൽട്ടർ,કેપેસિટર ફિલ્ટર
കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ,કેપેસિટર ઇનપુટ ફિલ્ટર
വിഞ്ച് മോട്ടോർ,વિંચ મોટર
പുള്ളി സെർവോ ബോഡി,પુલી સર્વો બોડી
ചാർക്കി,ચરખી
പിടിക്കുക,કેપ્ચર
ക്യാപ്‌ചർ വിഭാഗം,કેપ્ચર કલમ
ക്യാപ്‌ചർ പ്രഭാവം,કેપ્ચર અસર
കാരിയർ ശബ്ദ അനുപാതം,વાહક અવાજ ગુણોત્તર
കാർ റേഡിയോ,કાર રેડિયો
കാർബൺ റെസിസ്റ്റർ,કાર્બન રેઝિસ્ટર
കാർഡ് റീഡർ,કાર્ડ રીડર
കാർഡിയോയിഡ് ഡയഗ്രം,કાર્ડિયોઇડ ડાયાગ્રામ
വണ്ടി,વાહન
വണ്ടി മടക്കം,વાહન વળતર
വാഹകൻ,વાહક
കാരിയർ ആശയവിനിമയം,વાહક સંચાર
കാരിയർ ഏകാഗ്രത,વાહક એકાગ્રતા
കാരിയർ ആവൃത്തി,વાહક આવર્તન
കാരിയർ പുനരുൽപാദനം,વાહક પ્રજનન
കാരിയർ ലെവൽ,વાહક સ્તર
കാരിയർ ജീവിതം,વાહક જીવન
കാരിയർ മൊബിലിറ്റി,વાહક ગતિશીલતા
കാരിയർ ഗുണനം,વાહક ગુણાકાર
കാരിയർ ശബ്ദ നില,વાહક અવાજ સ્તર
കാരിയർ ശ്രേണി,વાહક શ્રેણી
