Punjabi,Tamil
ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ,திசையன்களின் தொகை
"ਜੋੜ ਥਿਊਰਮ, ਬੇਰੀ ਥਿਊਰੀ,","தொகை தேற்றம், பெர்ரி கோட்பாடு"
additive ਗਰੁੱਪ,சேர்க்கை குழு
additive ਉਲਟ,தலைகீழ் சேர்க்கை
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,சேர்க்கை
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,சேர்க்கை
ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ,அருகாமை அணி
"ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ","அருகாமை, அருகாமை, அருகாமை"
ਨੇੜੇ ਦੇ ਕੋਣ,அருகில் உள்ள கோணம்
ਨੇੜੇ ਦਾ ਸਿਰਾ,அருகில் உள்ள உச்சி
ਜੋੜਨ ਲਈ,தொடர்புபடுத்த
"ਨੱਥੀ ਨੱਥੀ,",இணைக்கப்பட்ட உறை
ਆਮ ਨਿਰਣਾਇਕ,பொதுவான தீர்மானிப்பான்
ਅਟੈਚਡ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ,இணைக்கப்பட்ட வேறுபாடு சமன்பாடு
ਜੁੜੇ ਸਮੀਕਰਨ,இணைக்கப்பட்ட சமன்பாடு
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,ஒரே மாதிரியான அணி
ਮੈਟ੍ਰਿਕਸ ਕੋਵੇਰੀਅੰਸ,அணி ஒருங்கிணைப்பு
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,ஒரே மாதிரியான அணி
ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ,ஏற்றுக்கொள்ளக்கூடிய முடிவு செயல்பாடு
ਸਵੀਕਾਰਯੋਗ ਪਰਿਕਲਪਨਾ,ஏற்றுக்கொள்ளக்கூடிய கருதுகோள்
ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ,காற்றியக்க விசை
ਐਰੋਡਾਇਨਾਮਿਕਸ,காற்றியக்கவியல்
ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ,ஒரே மாதிரியான வடிவியல்
ਸਮਰੂਪ ਮੈਪਿੰਗ,ஒரே மாதிரியான மேப்பிங்
ਸਮਰੂਪ ਤਬਦੀਲੀ,ஒரே மாதிரியான மாற்றம்
ਕੁੱਲ ਵੇਰੀਏਬਲ,மொத்த மாறி
"algebra, algebra, algebra, algebra","இயற்கணிதம், இயற்கணிதம், இயற்கணிதம், இயற்கணிதம்"
"ਬੀਜੀ ਬੰਦ, ਬੀਜੀ","விதை மூடிய, விதை"
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,இயற்கணித சமன்பாடு
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,இயற்கணித வெளிப்பாடு
ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ,இயற்கணித ஒருமைப்பாடு
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,இயற்கணித செயல்பாடு
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,இயற்கணித வடிவியல்
ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ,இயற்கணித பன்மை
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,இயற்கணித அமைப்பு
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,அனைத்து முழு எண் பிரச்சனை
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ,",ஒதுக்கீட்டுச் சிக்கல் வாட் கேள்வி
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,அகரவரிசைக் குறியீடு
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,அகரவரிசை எழுத்து
ਬਦਲਵੇਂ ਕੋਣ,மாற்று கோணங்கள்
"ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ,",மாற்று ஒரே மாதிரியான மாற்று வடிவம்
ਵਿਕਲਪਕ ਸਮੂਹ,மாற்று குழு
ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ,மாற்று அணி
ਵਿਕਲਪਿਕ ਲੜੀ,மாற்று தொடர்
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,மாற்று கருதுகோள்
ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ,மாற்று உகந்தது
ਵਿਕਲਪਿਕ ਨਤੀਜਾ,மாற்று முடிவு
ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ,அனலாக்-இலக்க மாற்றி
"ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,",அனலாக் கணினி
ਵਿਸ਼ਲੇਸ਼ਣ,பகுப்பாய்வு
ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ,இணைநிலை பகுப்பாய்வு
ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ,கணக்கெடுப்பு-தரவு பகுப்பாய்வு
ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ,மாறுபாடு பகுப்பாய்வு
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,பகுப்பாய்வு வடிவியல்
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ,பகுப்பாய்வு செயல்பாடு
ਕੋਣ,கோணம்
ਸਪਰਸ਼ ਕੋਣ,தொடுகோடு கோணம்
ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ,விலகல் கோணம்
ਡਿਪਰੈਸ਼ਨ ਕੋਣ,மனச்சோர்வு கோணம்
ਭਟਕਣ ਕੋਣ,விலகல் கோணம்
ਵਿਭਿੰਨ ਕੋਣ,விலகல் கோணம்
ਉਚਾਈ ਕੋਣ,உயர கோணம்
ਘਟਨਾ ਦਾ ਕੋਣ,நிகழ்வு கோணம்
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,திட்ட கோணம்
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,பிரதிபலிப்பு கோணம்
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,ஒளிவிலகல் கோணம்
ਰੋਟੇਸ਼ਨ ਕੋਣ,சுழற்சி கோணம்
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ,பிரதிபலிப்பு முழுமையான கோணம்
ਕੋਣੀ ਪ੍ਰਵੇਗ,கோண முடுக்கம்
ਕੋਣੀ ਵੇਗ,கோண வேகம்
ਕੋਣੀ ਗਤੀ,கோண வேகம்
ਕੋਣੀ ਵੇਗ,கோண வேகம்
ਰਿੰਗ ਉਂਗਲ,மோதிர விரல்
ਜਵਾਬ,பதில்
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,எதிர் வழித்தோன்றல்
isometric ਫੰਕਸ਼ਨ,ஐசோமெட்ரிக் செயல்பாடு
"ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ","மறைக்கக்கூடிய, பொருந்தக்கூடிய, பொருந்தக்கூடிய"
"ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ,",விண்ணப்ப விண்ணப்பம்
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,பயன்பாட்டு டைனமிக் நிரலாக்கம்
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,பயன்படுத்தப்படும் வடிவியல்
ਲਾਗੂ ਗਣਿਤ,பயன்பாட்டு கணிதம்
ਲਾਗੂ ਅੰਕੜੇ,பயன்பாட்டு புள்ளிவிவரங்கள்
"ਲਗਭਗ, ਲਗਭਗ","தோராயமாக, தோராயமாக"
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,தோராயமாக தொடர்ச்சியான செயல்பாடு
"ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ","மேக்ரோ முறை, தோராய முறை"
ਅੰਦਾਜ਼ਨ ਹੱਲ,தோராயமான தீர்வு
ਲਗਭਗ ਸਮੱਸਿਆ,தோராயமான பிரச்சனை
ਲਗਭਗ ਸੰਪਤੀ,தோராயமான சொத்து
ਯੋਗਤਾ ਟੈਸਟ,திறன் சோதனை
ਆਰਗਨ ਚਿੱਤਰ,ஆர்கான் வரைபடம்
ਸਵੈ-ਇੱਛਤ,தன்னார்வ
"ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ","சீரற்ற, சீரற்ற"
ਆਪਹੁਦਰੇ ਸਥਿਰ,தன்னிச்சையான மாறிலி
ਮੁਫ਼ਤ ਤੱਤ,இலவச உறுப்பு
ਮਨਮਾਨੀ ਬਿੰਦੂ,தன்னிச்சையான புள்ளி
ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ,ஆர்க்கிமிடின் சட்டம்
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,ஆர்க்கிமிடிஸ் சட்டம்
"ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ","வில்-நீளம், வில்-நீளம்"
ਚੱਕਰ ਚਾਪ,வட்ட வில்
ਉਲਟ ਸਾਈਨ ਵੰਡ,தலைகீழ் சைன் விநியோகம்
ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ,தலைகீழ் சைன் மாற்றம்
"ਖੇਤਰ, ਖੇਤਰ","பகுதி, பகுதி"
ਖੇਤਰੀ ਸੰਰਚਨਾ,பிராந்திய கட்டமைப்பு
ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ,ஒரு கலப்பு எண்ணின் கோணம்
ਗਣਿਤ ਦਾ ਮਤਲਬ,எண்கணித சராசரி
ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ,டிஜிட்டல் செயல்பாடு
ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ,டிஜிட்டல் அலகு
"ਸੰਰਚਨਾ, ਵਿਵਸਥਾ","கட்டமைப்பு, ஏற்பாடு"
"ਐਰੇ, ਐਰੇ","வரிசை, வரிசை"
ਨਕਲੀ ਉਪਗ੍ਰਹਿ,செயற்கை செயற்கைக்கோள்
ਨਕਲੀ ਵੇਰੀਏਬਲ,செயற்கை மாறி
ਚੜ੍ਹਨ ਲਈ,ஏறுவதற்கு
ਚੜ੍ਹਦਾ,ஏறுமுகம்
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,அளவின் ஏறுவரிசை
ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ,ஏறும் தரம்
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,அசெம்பிளர் மொழி
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ,",ஒதுக்கீட்டுச் சிக்கல் ஒதுக்கீட்டுக் கேள்வி
ਸਹਿਯੋਗੀ ਨਿਯਮ,துணை விதி
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ,ஆபரேட்டர்களின் துணை விதி
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,துணை செயல்பாடு
ਸਾਥੀ,தோழமை
ਮਤਲਬ ਮੰਨਿਆ,சராசரியாக கருதப்படுகிறது
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
"ਕਲਪਨਾ, ਮੰਨਿਆ,","கற்பனை செய்து, ஒப்புக்கொண்ட"
ਜੋਤਿਸ਼,ஜோதிடம்
"ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ,",விண்வெளி பொறியாளர் விண்வெளி பொறியாளர்
ਖਗੋਲ ਵਿਗਿਆਨੀ*,வானியலாளர்*
ਖਗੋਲੀ ਘੜੀ,வானியல் கடிகாரம்
ਖਗੋਲ ਵਿਗਿਆਨ,வானியல்
ਅਸਮਿਤ ਵਕਰ,சமச்சீரற்ற வளைவு
ਅਸਮਿਤੀ,சமச்சீரற்ற தன்மை
asymptotic,அறிகுறியற்ற
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,மோசமாக்கும்
ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ,முற்போக்கான மதிப்பீட்டாளர்
ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ,பிற்போக்கு சார்பு மதிப்பீட்டாளர்
ਪਿਛਾਖੜੀ ਵਿਹਾਰ,பிற்போக்கு நடத்தை
ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ,தீவிர விநியோக செயல்பாடு
ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ,மேல்நோக்கி பரவியது
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,வளிமண்டல அழுத்தம்
"ਬੇਤਰਤੀਬੇ,",தற்செயலாக
ਸੰਪਤੀ*,சொத்து*
ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ,பண்பு-மாதிரி-பொறிமுறை
ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ,ஆக்மென்ட் மேட்ரிக்ஸ்
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,தன்னியக்க தொடர்பு குணகம்
ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ,தன்னியக்க தொடர்பு செயல்பாடு
ਸਹਿਵਿਹਾਰ,இணை மாறுபாடு
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,தானியங்கி கணினி
ਆਟੋਰਿਗਰੇਸ਼ਨ,தன்னியக்க பின்னடைவு
ਸਹਾਇਕ ਸਮੀਕਰਨ,துணை சமன்பாடு
ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ),சராசரி மாதிரி எண் வளைவு (MPC வளைவு)
"axiom, axiom","கோட்பாடு, கோட்பாடு"
axiom ਪਹੁੰਚ,கோட்பாடு அணுகுமுறை
ਸੰਭਾਵਨਾ axiom,நிகழ்தகவு கோட்பாடு
ਧੁਰਾ,அச்சு
ਭੁਜਕਸ਼ਾ,புஜக்ஷா
ਧਰਤੀ ਦਾ ਧੁਰਾ,பூமி அச்சு
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,சுழற்சி அச்சு
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,சுழற்சி அச்சு
ਸਪਿਨ ਧੁਰਾ,சுழல் அச்சு
ਪੋਸਟ ਬਦਲੀ,பிந்தைய மாற்று
ਬਾਅਦ ਵਿੱਚ,பின்னர்
ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ,பின் செருகும் சூத்திரம்
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,சீரான வடிவமைப்பு
ਸੰਤੁਲਨ ਸ਼ੀਟ,இருப்பு தாள்
ਮਿਜ਼ਾਈਲ,ஏவுகணை
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","பந்துவீச்சு, ஆயுதம்"
"ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ","நெடுவரிசை, பட்டை, கோப், பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு"
"ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ","அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை"
ਅਧਾਰ ਕੋਣ,அடிப்படை கோணம்
"ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ","மடக்கையின் அடிப்படை, மடக்கையின் அடிப்படை"
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ,","அடிப்படை, அடிப்படை"
ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ,அடிப்படை ஒத்திசைவான தீர்வு
ਅਧਾਰ ਹੱਲ,அடிப்படை தீர்வு
ਅਧਾਰ ਵੇਰੀਏਬਲ,அடிப்படை மாறி
ਅਧਾਰ,அடித்தளம்
ਅਧਾਰ ਤੱਤ,அடிப்படை உறுப்பு
ਬੇਸ ਮੈਟ੍ਰਿਕਸ,அடிப்படை அணி
ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,திசையன் இடத்தின் அடிப்படை
ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ,துணை மக்கள்தொகை அடிப்படையில்
ਬੇਈਮਾਨ,நேர்மையற்ற
bez-ਨਿਯਮ,bez-விதி
ਬੇਜ਼-ਪ੍ਰਮੇਯ,bez-theorem
bernoulli-ਵੰਡ,பெர்னோலி-விநியோகம்
ਬਰਨੌਲੀ ਨੰਬਰ,பெர்னோலி எண்கள்
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,பெர்னோலி நிகழ்தகவு செயல்பாடு
ਬਰਨੌਲੀ-ਸਮੀਕਰਨ,பெர்னோலி-சமன்பாடு
ਬੇਰੀ ਫੰਕਸ਼ਨ,பெர்ரி செயல்பாடு
ਵਧੀਆ ਚਿਪਕਣ,சிறந்த ஒட்டுதல்
ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ,சிறந்த ஒட்டுதல் வரி
ਵਧੀਆ ਹੱਲ,சிறந்த தீர்வு
ਵਧੀਆ ਸੁਝਾਅ,சிறந்த குறிப்புகள்
ਬੀਟਾ ਵੰਡ,பீட்டா விநியோகம்
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","சார்பு, சார்பு"
ਪੱਖਪਾਤੀ ਮੁਲਾਂਕਣ,பாரபட்சமான மதிப்பீடு
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,ஈருறுப்புச் சமன்பாடு
ਸਿੰਗਲ ਕਵਰ,ஒற்றை கவர்
ਸਿੰਗਲ ਕਵਰ ਨਕਸ਼ਾ,ஒற்றை அட்டை வரைபடம்
ਸਿੰਗਲ ਕਵਰ ਮੈਪਿੰਗ,ஒற்றை அட்டை மேப்பிங்
ਚਤੁਰਭੁਜ ਚਤੁਰਭੁਜ,இருபடி இருபடி
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,இருமுனை செயல்பாடு
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਸਮਰੂਪਤਾ,பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு
"ਦੋ-ਵੇਰੀਏਬਲ, ਬਾਈਨਰੀ, ਦੋਹਰਾ","இருமாறு, இருமை, இரட்டை"
"ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ","பைனரி குறியீடு, பைனரி குறியீடு"
"ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ, ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ","பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம"
ਬਾਈਨਰੀ ਇੰਕੋਡਿੰਗ,பைனரி குறியாக்கம்
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,பைனரி கணினி
ਬਾਈਨਰੀ ਨੰਬਰ,பைனரி எண்கள்
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,பைனரி செயல்பாடு
ਬਾਈਨਰੀ ਢੰਗ,பைனரி முறை
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,பைனரி மாறி
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,ஈருறுப்புக் குணகம்
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,இருவகைப் பரவல்
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,ஈருறுப்புச் சமன்பாடு
ਬਾਇਨੋਮੀਅਲ ਵਿਭਿੰਨਤਾ,இருவகை மாறுபாடு
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,இருமொழி வெளிப்பாடு
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,ஈருறுப்பு சீரற்ற மாறி
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,ஈருறுப்பு தேற்றம்
"ਅੱਧਾ, ਵਿਭਾਜਨ","பாதி, பிளவு"
"ਦੋ-ਭਾਗ ਵਿਧੀ, ਅਰਧ-ਵਿਭਾਜਨ ਵਿਧੀ","இரு பிரிவு முறை, அரைப்பிரிவு முறை"
ਅੱਧਾ ਬਾਈਸੈਕਟਰ,அரை இருசமவெட்டி
"ਬਾਇਨੋਮੀਅਲ, ਦੁਵੱਲਾ",இருவகை
"ਦ੍ਵਯੰਕ (ਬਾਈਨਰੀ ਸੰਖਿਆ), ਅਨੀ, ਬਰਮੀ, ਟੁਕ","ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்"
binomial binomial distribution binomial,ஈருறுப்பு இருவகைப் பரவல் இருவகை
ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ,இருவகை தொடர்பு குணகம்
ਦੋ-ਪੱਖੀ ਵੰਡ,இருவகை விநியோகம்
bivariate ਸਧਾਰਨ-ਵੰਡ,இருவகை இயல்பான-விநியோகம்
bivector,பைவெக்டர்
ਬੋਲਟਮੈਨ ਸਮੀਕਰਨ,போல்ட்மேன் சமன்பாடு
ਬੁਲੀਅਨ ਅਲਜਬਰਾ*,பூலியன் இயற்கணிதம்*
ਬੋਸ-ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
ਸੀਮਾ ਪਾਬੰਦੀਆਂ,வரம்பு கட்டுப்பாடுகள்
ਸੀਮਾ ਪੱਧਰ,எல்லை நிலை
ਸੀਮਾ ਰੇਖਾ,எல்லைக் கோடு
ਸੀਮਾ ਮੁੱਲ,வரம்பு மதிப்பு
ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ,எல்லை மதிப்பு பிரச்சனை
"ਸੀਮਿਤ ਫੰਕਸ਼ਨ ਸੀਮਿਤ ਫਲ,",எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்
"ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਟੇਬਲ,","எல்லைக்குட்பட்ட அணி, எல்லைக்குட்பட்ட அணி எல்லைக்குட்பட்ட அட்டவணை"
"ਸੀਮਾਬੱਧ ਖੇਤਰ ਸੀਮਾਬੱਧ ਖੇਤਰ,",எல்லைக்குட்பட்ட பிரதேசம் எல்லைக்குட்பட்ட பிரதேசம்
"ਬਾਊਂਡਡ ਸੈੱਟ ਬਾਊਂਡਡ ਸੈੱਟ,",எல்லைக்குட்பட்ட தொகுப்பு எல்லைக்குட்பட்ட தொகுப்பு
ਭੂਰੀ ਮੋਸ਼ਨ,பிரவுனி இயக்கம்
ਗਣਨਾ ਕਰਨ ਲਈ,கணக்கெடுக்க
ਗਣਨਾ,கணக்கீடு
