Gujarati,Bengali
અજાતીય પ્રચાર,অ্যাসেক্সুয়াল প্রচার
પરાકાષ્ઠા,অ্যাস
અસ્ક્યામત,সম্পদ
આત્મસાત,সংমিশ্রণ
મંડળ,সংঘ
આહલાદક,জ্যোতিষী
અસમપ્રાપ્ત,অ্যাসিনাপসিস
તૃષ્ણા,Atavism
અણમા,Atomizer
કૃશતા,অ্যাট্রোফি
સ્વતસ્તરી,অটোগামি
સ્વચાલનતા,অটোলাইসিস
સ્વચાલિત થાંભલા,অটোক্সিডেশন
સ્વોલપ્લોઇડ,অটোপলিপ্লয়েড
Uxક્સિન્સ,অক্সিনস
AWN (બરછટ),এডাব্লুএন (ব্রিজল)
બદામ,বাদাম
કુંવાર,অ্যালো
અમરાન્થસ,অমরান্থাস
ક amંગું,আম্মি
અંજાન ઘાસ,অঞ্জান ঘাস
ગૂંજ,অ্যান্থুরিয়াম
"ઓનલા, ભારતીય ગૂસબેરી","অোনলা, ভারতীয় গুজবেরি"
સફરજન,অ্যাপল
દુર્દ્રાવી,এপ্রিকট
જાસ્મિન,আরবিয়ান জেসমিন
અરેકા અખરોટ,সুপারি বাদাম
ખલાસી,অর্জুন
અફેટીડા,Asfoetida
રાખ,অ্যাশ লাউ
અશોક વૃક્ષ,অশোক গাছ
એશ્થમા નીંદણ (યુફોર્બિયા),আশ্থমা আগাছা (ইউফোর্বিয়া)
શતાવરીનો શતાાયણ,অ্যাস্পারাগাস
એવોકાડો,অ্যাভোকাডো
અલ્ફાલ્ફા (લ્યુસર્ન),আলফালফা (লুসার্ন)
કીડી,পিঁপড়া
એફિડ,এফিডস
સૈન્યમાં,সেনা কৃমি
કૃષિ -અર્થશાસ્ત્રી,কৃষি অর্থনীতিবিদ
કૃષિ વિસ્તરણવાદી,কৃষি এক্সটেনশনিস্ট
કૃષિ -વિજ્ scientાન,কৃষি বিজ্ঞানী
ખેતી ઈજનેર,কৃষি প্রকৌশলী
કેરોગવિજ્ologistાન,অ্যাগ্রোবায়োলজিস্ট
કૃષિવિજ્istાની,কৃষিবিদ
કૃષિવિજ્stાન,অ্যাগ্রোফিজিসট
પશુ સંવર્ધક,প্রাণী ব্রিডার
બેસિલસ વાયરસ,ব্যাসিলাস ভাইরাস
દંભ,ব্যাসিলাস
જીવાત,ব্যাকটিরিয়া
કોઇ,ব্যাকটিরিওক্সিন
મસાલા,ব্যাগাস
સરવૈયા,ব্যালেন্স শীট
શેતરાન,ভারসাম্যহীন নিষেক
આકૃતિ,বার ডায়াগ্রাম
ભડકો,বাকল
બાહુદ માળખાં,ব্যারোমিটার
ઉજ્જડ,বন্ধ্যা
પાયો,বেস
ઉજવણી,বেসিন
બીક,বেসিপেটাল
દરિયાકાંઠે,বেসস্টারনাম
ચોમાસા,উপসাগর
પધ્ધદનો છોડ,বিয়ারিং প্ল্যান্ট
પથારી,বিছানা
ઘાને,বেডার
નાળ,বিছানাপত্র
બીટ દાળ,বীট গুড়
ધૂન,বেলো
બેલ્ટ,বেল্ট
લાભ આપતી કિંમતે વિશ્લેષણ,বেনিফিট-ব্যয় বিশ্লেষণ
પક્ષપાતી (નમૂના),পক্ষপাতদুষ্ট (নমুনা)
દ્વિવાર્ષિક,দ্বিবার্ষিক
દ્વિપદી,দ্বিপদী
જૈવિક,বায়োএজেন্ট
જૈવ,বায়োক্লিমেট
બાયનર્જી,বায়োনারজি
જીવવિજ્icsાન,বায়োনমিক্স
બાયરોએક્ટર,বায়োরিয়্যাক্টর
જીવશોષ,বায়োস্ফিয়ার
જૈવિક,বায়োটিক
જંતુઓ,বায়োটাইপ
દ્વિલિંગી,উভকামী
નિસ્તેજ,ব্লাঞ্চিং
વિનોદ,বিস্ফোরণ
મિશ્રણ,মিশ্রণ
વાંક કા blવો,ব্লাইট
ફટકો,ফোস্কা
ક્રાંતિ,নীল বিপ্লব
તળિયે ગરમીનો ઓરડો,নীচে তাপ চেম্বার
તળિય ગરમીની તકનીક,নীচে তাপ কৌশল
ક brંગું,ব্রান
શાખા,শাখা
શાખા -શાખા -શાખ્ય,শাখা
ઉછેર,প্রজনন
ઉછેર,প্রজনন
કોઇ,Brimming
ક brંગું,ব্রুড
જાંબુડી,উদীয়মান
અંદાજપત્ર,বাজেট
બફર,বাফার
ગોળાકાર,বাল্ব
સંલગ્ન,বুট
પેટા-પેદાશ,উপজাত
બબુલ બાવળ,বাবুল অ্যাকাসিয়া
બાળક મકાઈ,শিশুর ভূট্টা
બેલ,বেল
બાલ,বেল
બાલસમ,বালসাম
વાંસ,বাঁশ
કરડ,কলা
વડ નું વૃક્ષ,বটগাছ
જવ,বার্লি
બાર્નેયાર્ડ બાજરી,বার্নইয়ার্ড মিললেট
એક જાતનો છોડ,পুদিনা
બેસ્ટાર્ડ દેવદાર,জারজ সিডার
બેસ્ટર્ડ માયરોબાલન,জারজ মাইরোবালান
બૌહિનીયા,বাউহিনিয়া
ખાડી,বে বেরি
બીન,বিন
સલાદ,বীট
બાલ્ટડોન્ના,বেলাদোনা
બેવકૂફ,বের
ઠપકો આપવો,বার্সিম
સોપારી,সুপারি
બિલોમ્બી,বিলিম্বি
કડવી દારૂ,বিটার লাউ
કાળો ગ્રામ,কালো গ্রাম
કાળી નાઈટશેડ,কালো নাইটশেড
બોગૈનવિલે,বোগেনভিলিয়া
બોટ,বোতল ব্রাশ
બોટલ ગોળા,বোতল লাউ
બ boxટ -ઝાડ,বক্স ট্রি
બ્રેડ ફળો,রুটি ফল
લગ્ન સમારંભ,ব্রাইডাল লতা
શોરબકોર,ব্রিনজাল
વ્યાપક બીન,ব্রড শিম
કોતરણી,ব্রোকলি
બ્રસેલ્સ sprout,ব্রাসেলের স্প্রাউট
બિયાં સાથેનો દાણો,বাকউইট
Butોરિયા,বুটিয়া
એક જાતની નાની ભડકી,ব্যান্ডিকুট
સહન કરવું,ভাল্লুক
ભમરો,বিটল
ફોલ્લો ભમરો,ফোস্কা বিটল
વાદળી બળદ,নীল ষাঁড়
Bણપત્ર,বোল কৃমি
બ butterટરફ્લાય,প্রজাপতি
જીવાણુવિજ્ologistાની,ব্যাকটিরিওলজিস্ট
જૈવ રસાયણાકાર,বায়োকেমিস্ট
જીવવિજ્ologistાન,জীববিজ্ঞানী
જીવવિજ્ologistાની,বায়োটেকনোলজিস্ট
વનસ્પતિશાસ્ત્ર,উদ্ভিদবিদ
સી ભેજ લાક્ષણિકતા વળાંક,সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা
કેક,কেক
ગુણવાળું,ক্যালারিয়াস
ચુન્યાસ,ক্যালিফিকেশন
ફોસ્ફેટનું ગણતરી,ফসফেটের ক্যালকিনেশন
ઉશ્કેરાટ,Calost
ક callલસ,কলাস
Calાળ,ক্যালিক্স
ક calલિક્સનો અંત,ক্যালিক্স-এন্ড
કણસ,ক্যাম্বিয়াম
ક canંગું,ক্যান্সার
ડબ્બા,ক্যানিং
છત્ર,ক্যানোপি
પાટનગર,মূলধন
કરચલીકરણ,ক্যাপরিফিকেশন
ક capંગલ,ক্যাপসুল
કાર્બન,কার্বনেটেড
કાર્બનલાઇઝેશન,কার্বনাইজেশন
કળ,কার্পেল
કળશ,কার্পাস
કિલ્લો,ঢালাই
વિસર્જન,ক্যাটাবোলিজম
ઉદ્દીપન,ক্যাটালাইসিস
ઈયળ,শুঁয়াপোকা
સી-ડી.એન.એ.,সি-ডিএনএ লাইব্রেরি
છત,সিলিং
ઓરડું,সেল
કેન્દ્રીય નેતા પદ્ધતિ,কেন্দ্রীয় নেতা ব্যবস্থা
કેન્દ્ર બનાવવી,কেন্দ্রিক
કેન્દ્રો,সেন্ট্রিফিউগেশন
કેન્દ્ર,সেন্ট্রিফিউজ
કેન્દ્ર,সেন্ট্রিওল
કેન્દ્રોવાળું,সেন্ট্রোজেনিক
કેન્દ્રો,সেন্ট্রোজেনাস
કરકસર,সার্কাস
ધારણ,সিরিয়াল
પ્રમાણપત્ર,শংসাপত্র
પ્રમાણિત બીજ,প্রত্যয়িত বীজ
કણ,চ্যাফ
ચલાઝા,চালাজা
વાદળવિજ્ismાન,কেমোট্রপিজম
જાંબુડિયા રંગ,চিয়াসমা
ઠંડક કલાકો,শীতল সময়
ઠંડક ઇજા,শীতল আঘাত
તંગ,চিমেরা
કળ,ক্লোরান্টি
હરિતદ્રવ્ય,ক্লোরোফিল
હરિતદ્રવ્ય,ক্লোরোসিস
હરિતદ્રવ્ય,ক্লোরোলজি
ક્રોમેટિડ,ক্রোমাটিড
ક્રોમટિન,ক্রোমাটিন
ક્રોમશલિઓ,ক্রোমাটোগ্রাফি
ક્રોધિતતા,ক্রোমাটোলাইসিস
ક્રોમોસેન્ટ્રી,ক্রোমোসেন্ট্রে
ક્રોમતત્વ,ক্রোমোজেনেসিস
રંગભૂમિ,ক্রোমোপ্রোটিন
રંગબેરંગી,ক্রোমোজোম
કાયમી,দীর্ঘস্থায়ী
સિત્તર,সিট্রঞ্জ
કવડો,ক্লেডোড
વર્ગીકરણ,শ্রেণিবদ্ধকরণ
માટી,ক্লে
સફાઈ,পরিষ্কার
રોટી,ক্লিস্টোগ্যামি
ઘાતકી ફળ,ক্লাইম্যাক্টেরিক ফল
વાતાવરણ,জলবায়ু
આબોહવાવિજ્ologyાન,জলবায়ু
જાડું,ক্লিপার
ગાલ,ক্লোড
ક્લોન,ক্লোন
વાદળ,মেঘ
ઝગડો,ক্লাম্প
ઝગડો,ক্লাস্টার
બરછટ,মোটা
કોટ (બીજ),কোট (বীজ)
કોપરો,কোকুন
કોનઝાઇમ,কোএনজাইম
સુશોભન,সংহতি
Coાંકણ,কয়ার
કોયડો,কোলোররিজা
કોઠાર,কলার
કોલોઇડ (માટી),কলয়েড (মাটি)
જાંબુડિયા રંગનું બનેલું,কলিউমেলা
કોલમ,কলাম
સંપ્રદાય,কমেন্সালিজম
વેપારી બેંક,বাণিজ্যিক ব্যাংক
કોડ્યુ,পণ্য
સમુદાય,সম্প্রদায়
કોમ્પેક્શન (માટીનું),সংযোগ (মাটির)
સુસંગતતા,সামঞ্জস্যতা
સુસંગતતા,সামঞ্জস্যতা
વળતર,ক্ষতিপূরণ
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,প্রতিযোগিতামূলক মিথস্ক্রিয়া
પૂરક પાક,পরিপূরক ফসল
સંકુલ,জটিল
ઘટક,উপাদান
-નું જોડાણ,গঠন
કંપોસ્ટ,কম্পোস্ট
સંયોજન વ્યાજ,চক্রবৃদ্ধিহারে সুদ
ગણતરી,গণনা
કોમ્પ્યુટર,কম্পিউটার
એકાગ્રતા,একাগ্রতা
શરત,কন্ডিশনার
વાહકતા,আচরণ
ગોઠવણી,কনফিগারেশন
સુસંગતતા,অনুসার
મૂંઝવણભર્યું,বিভ্রান্তিকর
જોડાણ,সংমিশ্রণ
સંબંધક,সংযোগকারী
સંરક્ષણ,সংরক্ষণ
એકીકરણ,একত্রীকরণের
ઘટ,উপাদান
ગ્રાહક,গ্রাহক
વપરાશ,খরচ
દૂષણ,দূষণ
સમોચ્ચ વાવેતર,কনট্যুর রোপণ
સમતૈલી,কনট্যুর
કરાર -ખેતી,চুক্তি চাষ
નિયંત્રિત સંગ્રહ,নিয়ন্ত্রিত স্টোরেজ
સહકારી બેંક,সমবায় ব্যাংক
ભૌતિક,সহযোগী
ક copંગું,কপিস
કોતર,Corm
કોથળી,করোলা
કોતરણી,কর্টেক্স
ખર્ચ,ব্যয়
કોટિલેડોન (બીજ),কোটিলেডন (বীজ)
ધિરાણ મંડળી,ক্রেডিট সোসাইটি
જમા,ক্রেডিট
લેણદાર,পাওনাদার
ખરબચડું,ক্রেস্ট
કરચલી,ক্রিঙ্কল
સંકટ,সংকট
માપદંડ,মানদণ্ড
વિવેકી,সমালোচনা
પાક વીમો,শস্য বীমা
પાક -લોન,শস্য loan ণ
પાક,ফসল
પાક વિસ્તાર,ক্রপিং অঞ্চল
વળગાડ,ক্রস-ইনমপ্যাটেবল
તાજ (છોડ),মুকুট (উদ্ভিদ)
ભડકો,ক্রম্ব
બંદર,ক্রাস্ট
ગુપ્ત,ক্রিপ্টোগাম
કુલ (ફળો),কুল (ফল)
ક culંગું,কাল্ম
ખેડૂત,চাষকারী
ખેતી,চাষ
ખેડૂત,কৃষক
સંસ્કાર,সংস্কৃতি
ઉપચાર,নিরাময়
કરચલી,কার্লিং
ચલણ,মুদ্রা
પહાડીચણો,কিউটিকাল
કાપવા,কাটা
કોતરણી,সিস্ট
કોયડો,সাইটোক্রোম
ચિત્ત્રમણિકા,সাইটোগ্যামি
ચક્રાક્રમ,সাইটোজেনেসিস
સાયટોજેનેટિક્સ,সাইটোজেনেটিক্স
ચિત્તભ્રમ,সাইটোকাইনেসিস
મનોહરવિજ્ cyાન,সাইটোলজি
કોયતરો,সাইটোলাইসিস
કોથળી,সাইটোমির
કોયડો,সাইটোপ্লাজম
કોબી,বাঁধাকপি
કactક્ટસ,ক্যাকটাস
ક calંડન,ক্যালেন্ডুলা
કેનેરી ઘાસ (ફાલારિસ),ক্যানারি ঘাস (ফালারিস)
ઝેર,ক্যানা
કળણ,ক্যাপারি
ક capંગિકમ,ক্যাপসিকাম
કોથળી,ক্যারামবোলা
કાર્પા,ক্যারপা
ઇલાયચી,এলাচ
સંતાડ,কার্নেশন
ગાજર,গাজর
કાજુ,হিজলি বাদাম
કાસિયા,ক্যাসিয়া
એરપોર,ক্যাস্টর
ફૂલકોબી,ফুলকপি
કચુંબરની વનસ્પતિ,সেলারি
ચેમ્પ,চ্যাম্প্যাক
ચેતાન,চেনোপোডিয়াম
ચેરી ટમેટા,চেরি টমেটো
ચેરી,চেরি
"ચણા, ગ્રામ","ছোলা, গ্রাম"
મરચાં,মরিচ
ચાઇના ટર્પેન્ટાઇન ટ્રી,চীন টারপেনটাইন গাছ
ચો-ચો,কুকুর কুকুর
ક્રાયસન્થેમમ,ক্রিস্যান্থেমাম
"ચુફા, પૃથ્વી બદામ","চুফা, পৃথিবী বাদাম"
ચિત્ત,সিচরি
તજ,দারুচিনি
સિટ્રોન,সিট্রন
સિટ્રોનેલા ઘાસ,সিট্রোনেলা ঘাস
ચ bingતી જાસ્મિન,জেসমিন আরোহণ
ફાટવું,লবঙ্গ
કલગીર બીન,ক্লাস্টার বিন
કોકો,কোকো
નારિયેળ,নারকেল
કોફી,কফি
કોલસ,কোলিয়াস
કોલોકસિયા,কলোকাসিয়া
"કોલોસિન્થ, કડવો સફરજન","কলোকিন্থ, তিক্ত আপেল"
સામાન્ય પરત,সাধারণ পার্সেলেন
કોથમીર,ধনে
સુતરાઉ,সুতি
કોથળી,কাউপিয়া
ઘનબી,কিউব
કાકડી,শসা
કકર્બિટ્સ,Cucubits
જીરું,জিরা
પર્ણ,কারি পাতা
સીતાફળ,আতা
કોઇ,ক্যাপসুল বোরার
કેટરપિલર,ক্যাটারপিলার
સાઇટ્રસ સાયલ્લા,সাইট্রাস সাইক্ল্লা
ક્રિકેટ,ক্রিকেট
તારવું,কাক
કૃમિ,কাটা কৃমি
ડેરી,দুগ্ধ
ડેરીંગ,ডেয়ারিং
ડામ,বাঁধ
તટસ્થ,দিন-নিরপেক্ষ
ફૂલો પછીના દિવસો,ফুলের পরে দিন
સંપૂર્ણ મોર પછીના દિવસો,পুরো পুষ্প পরে দিন
ભિન્ન,ডিব্লোসোমিং
છળ,ডিক্যালসিফিকেশন
ડોકટ,ডিক্যান্ট
સડો,ক্ষয়
નિર્ણાયક,পাতলা
દશાંશ,দশমিক
ઉણલી,স্বল্পতা
ડિફ્લોક્યુલેશન (માટી),ডিফলোকুলেশন (মাটি)
ઉન્મત્ત,Defloration
અસ્થિરતા,ডিফোলিয়েশন
વન -નાબૂદી,বন নিধন
અધ degપન,অবক্ষয়
અધોગતિ,অবক্ষয়
ડિગ્રી દિવસ,ডিগ্রি দিন
પ્રમાણ,ডিগ্রি
વિકૃત,ডিহেসেন্স
ઉદ્ધત,ডিহুলিং
ધ્રુવીય,ডিহুসিং
નિર્જલીકરણ,পানিশূন্যতা
નિર્જૃપક,ডিহাইড্রেটর
માંગ,চাহিদা
પ્રાણઘાતક,অবনতি
ખોટો ઉપયોગ,অস্বীকার
થાપણ,আমানত
જુબાની,জবানবন্দি
ઘસૃષ્ટિ,অবমূল্যায়ন বিচ্ছিন্নকরণ
અવ્યવસ્થા,বিশৃঙ্খলা
આચાર,নকশা
બેસાડનાર,ডেসিসেটর
ખામી,গন্তব্য
આછું,Desuckering
દેશી,Desynapsis
ખાદ્ય પદાર્થ,ডেটাসেল
અસ્થિર,ডিটাসেলিং
નિર્ધારક,নির্ধারক
અવમૂલ્યન,অবমূল্যায়ন
નીરસ,দেভেজেটেশন
વિચલનો,বিচ্যুতি
નિષ્ઠુર,ডায়াড
નિદાન,রোগ নির্ণয়
દ્વિ -દખલ,Dichogamy
અલગ -અલગ,দ্বৈতত্ত্ব
ડિકોટિલેડોન (બીજ),ডিকোটাইলডন (বীজ)
પાછા ડાઇ (રોગ),ফিরে মারা (রোগ)
પ્રસાર,বিচ্ছুরণ
પાચનત્વ,হজমতা
દિગ્ગજ,ডিহাইব্রিড
ડાઇક (ડાઇક),ডাইক (ডাইক)
પાતળું,পাতলা
દ્વેષી,ডাইওসিয়াস
રાજદ્રોહ,ডিপ্লোড
રાજદ્રોહ,ডিপ্লোড
રાજદ્રોહ,ডিপ্লোনেমা
અવજ્ disા,অসন্তুষ্টি
ઠપકો,ডিস্কিং
છૂટ,ছাড়
જીવાલો,নির্বীজন
વિક્ષેપ,বিচ্ছুরণ
પ્રસાર,প্রচার
વૈવિધ્ય,বৈচিত্রতা
વૈવિધ્યપૂર્ણ ખેતી,বিবিধ কৃষিকাজ
ડીએનએ સીડી,ডিএনএ মই
ડીએનએ રીસેપ્ટર,ডিএনএ রিসেপ্টর
ગોળાકાર,ডকেজ
પ્રભુત્વપૂર્ણ,প্রভাবশালী
નિષ્ક્રિયતા,সুপ্ততা
માત્રા,ডোজ
ડબલ સિગ્મ id ઇડ વળાંક,ডাবল সিগময়েড বক্ররেখা
ડ્રાફ્ટ (ડ્રાફ્ટ),খসড়া (খসড়া)
ગટર,ড্রেন
ગટર,নিকাশী
ખેંચાણ,অঙ্কন
ભીડિયું,ভিজে যাওয়া
ડ્રેસિંગ (બીજ),ড্রেসিং (বীজ)
ડ્રિલ (એન.),ড্রিল (এন।)
ડ્રિલિંગ (એજી. એન્જીજી),ড্রিলিং (এজি। ইঞ্জিন)
ડ્રિલિંગ (કૃષિવિજ્) ાન),ড্রিলিং (কৃষি)
ટીપું સિંચાઈ,ড্রিপ সেচ
સૂકરાની ખેતી,শুকনো কৃষিকাজ
ધૂળ,ধুলো
ડસ્ટર,ডাস্টার
ધૂમ્રપાન,ধুলাবালি
વામન,বামন
વામન પિરામિડ,বামন পিরামিড
વામન,বামন
ડેઝી,ডেইজি
તારીખ,তারিখ
જાસ્મિન,ডে জেসমিন
સુવાદાણા,ডিল
દંડ,দিননাথ ঘাস
ઘા,ডড্ডার
"ડૂબ ઘાસ, બર્મુડા ઘાસ","ডুব ঘাস, বারমুডা ঘাস"
ભડકો,ড্রুস
સૂકા આદુ,শুকনো আদা
અછડતી ભમરો,ডিফোলিয়েটিং বিটল
ડ્રોન,ড্রোন
બતક,হাঁস
પરિસ્થિતિવિજ્ologyાન,বাস্তুশাস্ত্র
અર્થશાસ્ત્ર,একনোমেট্রিক্স
આર્થિક કાર્યક્ષમતા,অর্থনৈতিক দক্ষতা
પર્યાવરણ,ইকোটাইপ
શિષ્ટાચારને લગતું,অ্যাক্টোট্রফিক
શેખીને લગતું,এড্যাফিক
પદવિજ્ologyાન,এড্যাফোলজি
ધાર,এজিং
ખાદ્ય ભાગ,ভোজ্য অংশ
સ્થિતિસ્થાપકતા,চাহিদার স্থিতিস্থাপকতা
સ્થિતિસ્થાપકતા,উত্পাদন স্থিতিস্থাপকতা
વિદ્યાપમાણ,বৈদ্যুতিন বিশ্লেষণ
વિદ્યુતપ્રવાહ,ইলেক্ট্রোফোরসিস
નિરુત્સાહ,এলিউভিয়েশন
છાતીવાળું,ইমাসকুলেটর
પાંુમાદ,এম্ব্যাঙ্কিং
ભ્રમણ,ভ্রূণ
ગર્ભવિજ્ embાન,ভ্রূণতত্ত্ব
આતુરતા,উত্থান
પ્રવાહી ભ્રષ્ટ વ્યક્તિ,ইমুলিফায়ার
અંતર્ગત,অন্তঃসত্ত্বা
અંતર્જ્ endાન,এন্ডোমিটোসিস
એન્ડોપારસાઇટ,এন্ডোপারাসাইট
એંજીવ,এন্ডোস্পার্ম
સાહસ,এন্টারপ্রাইজ
પરિશિષ્ટ,এনটমোলজি
વાતાવરણ,পরিবেশ
મનાઈ,এনজাইম
મહાકાવ્ય,এপিকোটাইল গ্রাফটিং
ઉપદ્રવ,এপিফাইট
સમાનતા,ইক্যুইটি
નાબૂદી,নির্মূল
