Malayalam,Tamil
ആക്സസ് മോഡ്,அணுகல் முறை
പ്രവേശനാവകാശങ്ങൾ,அணுகல் சலுகைகள்
ആക്സസ് സുരക്ഷ,அணுகல் பாதுகாப்பு
"1. ആക്സസ് സെർവർ, 2. ആക്സസ് സെർവർ","1. அணுகல் சேவையகம், 2. அணுகல் சர்வர்"
പ്രവേശന സമയം,அணுகல் நேரம்
അംഗീകാരം,ஒப்புகை
ശബ്ദശാസ്ത്രം,ஒலியியல்
"1. ചുരുക്കെഴുത്ത്, 2. ചുരുക്കെഴുത്ത്, 3. മുതൽ ചുരുക്കി","1. சுருக்கம், 2. சுருக்கம், 3. இருந்து குறுகிய"
പ്രവർത്തന സന്ദേശം,செயல் செய்தி
സജീവമാക്കൽ,செயல்படுத்துதல்
സജീവ സെർവർ പേജ്,செயலில் உள்ள சர்வர் பக்கம்
സജീവ പതിപ്പ്,செயலில் உள்ள பதிப்பு
അസൈക്ലിക്,அசைக்ளிக்
"1. അസൈക്ലിക് ഗ്രാഫ്, 2. അസൈക്ലിക് ഗ്രാഫ്","1. அசைக்ளிக் வரைபடம், 2. அசைக்ளிக் வரைபடம்"
അഡാ കമ്പ്യൂട്ടർ ഭാഷ,அட கணினி மொழி
"1. ഒപ്റ്റിമൈസർ, 2. ഒപ്റ്റിമൈസർ","1. ஆப்டிமைசர், 2. உகப்பாக்கி"
ആകെ),மொத்தத்தில்)
തുക ഫയൽ,தொகை கோப்பு
"1. കൂട്ടിച്ചേർക്കൽ പ്രവർത്തനം, 2. ആകെ പ്രവർത്തനം","1. கூட்டல் செயல்பாடு, 2. மொத்த செயல்பாடு"
ചേർക്കുന്നയാൾ,சேர்ப்பான்
അറിയുക,தெரியும்
വിലാസം ബസ്,முகவரி பேருந்து
വിലാസ ഫയൽ,முகவரி கோப்பு
വിലാസ ഫോർമാറ്റ്,முகவரி வடிவம்
വിലാസ ജനറേറ്റർ,முகவரி ஜெனரேட்டர்
വിലാസ ലൈൻ,முகவரி வரி
വിലാസ മാപ്പിംഗ്,முகவரி மேப்பிங்
വിലാസ സൂചകം,முகவரி காட்டி
വിലാസ രജിസ്റ്റർ,முகவரி பதிவு
വിലാസ തകർച്ച,முகவரி முறிவு
വിലാസ വിവർത്തനം,முகவரி மொழிபெயர்ப்பு
"1. അഡ്രസ് ചെയ്യാവുന്ന മെമ്മറി, 2. അഭിസംബോധന ചെയ്യാവുന്ന മെമ്മറി","1. முகவரி நினைவகம், 2. முகவரியிடக்கூடிய நினைவகம்"
അഭിസംബോധന,உரையாற்றுதல்
"1. പര്യാപ്തത മാനദണ്ഡം, 2. പര്യാപ്തത മാനദണ്ഡം","1. போதுமான அளவுகோல்கள், 2. போதுமான அளவுகோல்"
ബന്ധം,இணைப்பு
"1. മാനേജ്മെന്റ്, 2. നിയന്ത്രണം","1. மேலாண்மை, 2. கட்டுப்பாடு"
"1. മാനേജർ, 2. കണ്ട്രോളർ","1. மேலாளர், 2. கட்டுப்படுத்தி"
അഡോബ് അക്രോബാറ്റ്,அடோப் அக்ரோபேட்
അഡോബ് ഫോട്ടോഷോപ്പ്,அடோ போட்டோஷாப்
ABAP (അഡ്വാൻസ്ഡ് ബിസിനസ് പ്രോഗ്രാമിംഗ്),ABAP (மேம்பட்ட வணிக நிரலாக்கம்)
"1. വിപുലമായ ഡാറ്റ, 2. വിപുലമായ ഡാറ്റ","1. மேம்பட்ட தரவு, 2. மேம்பட்ட தரவு"
വിപുലമായ വിവര സംവിധാനം,மேம்பட்ட தகவல் அமைப்பு
അഡ്വാൻസ്ഡ് ടെക്നോളജി (AT),மேம்பட்ட தொழில்நுட்பம் (AT)
നടപടി,நடவடிக்கை
സമാഹരണം,திரட்டுதல்
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,வான்வழி கணினி அமைப்பு
ആൽഡസ് പേജ് മേക്ക്,அல்டஸ் பக்கம்-தயாரிப்பு
മുന്നറിയിപ്പ് ബോക്സ്,எச்சரிக்கை பெட்டி
അൽഗോൾ (കമ്പ്യൂട്ടർ ഭാഷ),அல்கோல் (கணினி மொழி)
"1. അൽഗോരിതം , 2. അൽഗോരിതം","1. அல்காரிதம், 2. அல்காரிதம்"
"1. അൽഗോരിതം വിശകലനം, 2. അൽഗോരിതം വിശകലനം","1. அல்காரிதம் பகுப்பாய்வு, 2. அல்காரிதம் பகுப்பாய்வு"
അൽഗോരിതം കാര്യക്ഷമത,அல்காரிதம் திறன்
"1. ഏലിയാസ്, 2. വിളിപ്പേര്, 3. അല്ലെങ്കിൽ","1. எலியாஸ், 2. புனைப்பெயர், 3. aka"
വിന്യാസം,சீரமைப்பு
"1. വിഹിതം, 2. വിഹിതം","1. ஒதுக்கீடு, 2. ஒதுக்கீடு"
"1. അക്ഷരമാല, 2. അക്ഷരമാല ക്രമത്തിൽ","1. அகரவரிசை, 2. அகரவரிசையில்"
ആൽഫാന്യൂമെറിക്,எண்ணெழுத்து
"1. ആൽഫാന്യൂമെറിക് കീബോർഡ് ,2. ആൽഫാന്യൂമെറിക് കീബോർഡ്","1. எண்ணெழுத்து விசைப்பலகை, 2. எண்ணெழுத்து விசைப்பலகை"
ആൽഫ-ടെസ്റ്റിംഗ് (ഒന്നാം ലെവൽ ടെസ്റ്റ്),ஆல்பா-சோதனை (1 வது நிலை சோதனை)
"1. ആൽഫ പതിപ്പ്, 2. ആൽഫ രൂപം","1. ஆல்பா பதிப்பு, 2. ஆல்பா வடிவம்"
alt കീ,alt விசை
ആൾട്ടാവിസ്റ്റ,அல்டாவிஸ்டா
ബഹുസ്വരത,பன்முகத்தன்மை
അവ്യക്തമായ വ്യാകരണം,தெளிவற்ற இலக்கணம்
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡീസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),அமெரிக்க தேசிய ஸ்டேண்டீஸ் நிறுவனம் (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കട്ട് (ascii),அமெரிக்கன் ஸ்டாண்டர்ட் கட் (ascii)
"1. സാദൃശ്യം, 2. അനലോഗ്","1. ஒத்த, 2. அனலாக்"
"1. അനലോഗ് കമ്പ്യൂട്ടർ, 2. അനലോഗ് കമ്പ്യൂട്ടർ","1. அனலாக் கணினி, 2. அனலாக் கணினி"
"1. അനലോഗ് ഉപകരണം, 2. അനലോഗ് ഉപകരണം","1. அனலாக் சாதனம், 2. அனலாக் சாதனம்"
"1. അനലോഗ് മോഡം, 2. അനലോഗ് മോഡം","1. அனலாக் மோடம், 2. அனலாக் மோடம்"
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ,டிஜிட்டல் மாற்றிக்கு அனலாக்
അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു),முடிவு (டிஜிட்டல்/பிளேன் லாஜிக் &#39;மற்றும்&#39; பயன்படுத்தப்பட்டது)
അവസാന സർക്യൂട്ട്,இறுதி சுற்று
അവസാന ഗേറ്റും ഗേറ്റും,இறுதி வாயில் மற்றும் வாயில்
എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ),செயல்பாடு அல்ல (விலக்கு)
"1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ","1. அனிமேஷன், 2. அதிர்வு"
കുറിപ്പ്,குறிப்பு
പൊരുത്തക്കേട്,முரண்பாடு
മുമ്പത്തെ,முந்தைய
മുൻകൂർ പേജിംഗ്,முன்கூட்டிய பேஜிங்
എതിർ-സമമിതി,எதிர்-சமச்சீர்
ആൻറിവൈറൽ പ്രോഗ്രാം,வைரஸ் தடுப்பு திட்டம்
"1. ആപ്ലെറ്റ്, 2. അപേക്ഷ","1. ஆப்லெட், 2. விண்ணப்பம்"
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,பயன்பாட்டு டெவலப்பர்
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,பயன்பாட்டு நிரலாக்கம்
"1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)","1. பயன்பாட்டு நிரலாக்க இடைமுகம், 2. பயன்பாட்டு நிரலாக்க இடைமுகம் (API)"
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,பயன்பாட்டு மென்பொருள்
ആപ്ലിക്കേഷൻ ഭാഷ,பயன்பாட்டு மொழி
ഏകദേശ തത്വം,தோராயக் கொள்கை
ഘടന,கட்டமைப்பு
ഫീൽഡ് കൈമാറ്റം,புல பரிமாற்றம்
"1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ","1. அளவுரு, சுயாதீன மாறி, 2. கோணம்"
"1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്","1. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு, 2. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு"
ഗണിത പരിശോധന,எண்கணித சரிபார்ப்பு
ഗണിത സ്ഥിരാങ്കം,எண்கணித மாறிலி
ഗണിത ഡാറ്റ,எண்கணித தரவு
ഗണിത നിർദ്ദേശം,எண்கணித அறிவுரை
മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU),கணிதம் மற்றும் தருக்க அலகு (ALU)
ARPA നെറ്റ് (RPNet),ARPA Net (RPNet)
അറേ,வரிசை
"1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി","1. வரிசை கேச், 2. வரிசை வேகம், 3. வரிசை நினைவகம்"
അറേ കമ്പ്യൂട്ടർ,வரிசை கணினி
അറേ ഘടകം,வரிசை உறுப்பு
അറേ പേര്,வரிசை பெயர்
അറേ പ്രോസസർ,வரிசை செயலி
അമ്പടയാള കീ,அம்புக்குறி விசை
ഉടമ്പടി,ஒப்பந்தம்
ജംഗ്ഷൻ പോയിന്റ്,சந்திப்பு முனை
കൃത്രിമ കോംപാക്ഷൻ,செயற்கை சுருக்கம்
കൃത്രിമ നിയന്ത്രണം,செயற்கை கட்டுப்பாடு
കൃത്രിമബോധം,செயற்கை உணர்வு
മൗണ്ട്,ஏற்ற
ആരോഹണ തരം,ஏறும் வகை
ascii അക്ഷരമാല,ascii எழுத்துக்கள்
ascii നിയന്ത്രണ ചിഹ്നം,ascii கட்டுப்பாட்டு சின்னம்
ascii ഫയൽ,ascii கோப்பு
ascii ഫോണ്ട്,ascii எழுத்துரு
ASCII കൈമാറ്റം,ASCII பரிமாற்றம்
വീക്ഷണാനുപാതം,விகிதம்
"1. ആസ്പി, 2. എ.എസ്.പി.ഐ","1. ஆஸ்பி, 2. ASPI"
എ എസ് ആർ കാലാട്,ஏ எஸ் ஆர் கலாட்
"1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ","1. நினைவாற்றல், 2. அசெம்பிளிங், 3. ஒன்று சேர்க்க"
"1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ","1. அசெம்பிளர், 2. நினைவூட்டல்"
"1. അസംബ്ലിംഗ് , 2. അനുസ്മരണം","1. அசெம்பிளிங், 2. நினைவு"
"1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ","1. மனப்பாடம் மொழி, 2. ஒருங்கிணைக்கும் மொழி"
ദൃഢനിശ്ചയം,உறுதியை
"1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം","1. குறிப்பிட்ட வேலை, 2. ஒதுக்கீடு"
കൂട്ടുകെട്ട്,தோழமை
അനുബന്ധ വിലാസം,துணை முகவரி
"1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി","1. துணை நினைவகம், 2. துணை நினைவகம்"
നക്ഷത്രചിഹ്നം (* ചിഹ്നം),நட்சத்திரம் (* அடையாளம்)
അസമമായ,சமச்சீரற்ற
"1. അസമന്വിത , 2. അസമന്വിത","1. ஒத்திசைவற்ற, 2. ஒத்திசைவற்ற"
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM)
അസമന്വിത കൈമാറ്റം,ஒத்திசைவற்ற பரிமாற்றம்
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),ஒத்திசைவற்ற பரிமாற்ற முறை (ATM)
"1. ആറ്റം, 2. പരമൻ","1. அணு, 2. பரமன்"
അറ്റാച്ചുചെയ്ത പ്രമാണം,இணைக்கப்பட்ட ஆவணம்
"1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ","1. இணைக்கப்பட்ட கோப்பு/ஏவுகணை, 2. இணைக்கப்பட்டுள்ள கோப்பு"
"1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്","1. அடைப்பு, 2. இணைந்த"
"1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി","1. பண்புகள், 2. சிறப்பு"
കേൾക്കാവുന്ന,கேட்கக்கூடிய
"1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്","1. தணிக்கை நிரலாக்கம், 2. தணிக்கை நிரலாக்கம்"
അക്കൗണ്ട് സ്ഥിരീകരണം,கணக்கு சரிபார்ப்பு
പ്രമോഷൻ,பதவி உயர்வு
സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ,சான்றிதழ் நெறிமுறை
എഴുത്ത് രീതി,எழுதும் முறை
"1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ","1. அதிகாரம், 2. அதிகாரம், 3. தீர்ப்பாயம்"
യാന്ത്രിക സംഗ്രഹം,தானியங்கு சுருக்கம்
"1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്","1. ஆட்டோ பூட்டிங், 2. சுய துவக்கம்"
ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ),ஆட்டோகேட் (ஒரு கணினி மொழி)
യാന്ത്രിക ലോഗ്-ഓൺ,தானாக உள்நுழைவு
ഓട്ടോമാറ്റ,தானியங்கி
ഓട്ടോമാറ്റ സിദ്ധാന്തം,தானியங்கு கோட்பாடு
ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ,தானியங்கி கணக்கீடு
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,தானியங்கி தரவு செயலாக்கம்
യാന്ത്രിക പിശക് തിരുത്തൽ,தானியங்கி பிழை திருத்தம்
യാന്ത്രിക പ്രവർത്തനം,தானியங்கு செயல்பாடு
"1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്","1. தானியங்கி அட்டவணைப்படுத்தல், 2. தானியங்கி பட்டியல்"
യാന്ത്രിക ശേഖരണ കോൾ,தானியங்கு சேகரிப்பு அழைப்பு
"1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്","1. தானியங்கி நிரலாக்கம், 2. தானியங்கி நிரலாக்க"
"1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം","1. தானியங்கி மீட்பு திட்டம், 2. தானியங்கி மீட்பு திட்டம்"
യാന്ത്രിക ദിനചര്യ,தானியங்கி வழக்கம்
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,தானியங்கி கணினி மீட்பு
"1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം","1. தானியங்கி பணம் செலுத்தும் இயந்திரங்கள் (ATM), 2. வங்கி ஏ.டி.எம்"
ഓട്ടോമേഷൻ,தானியங்கி
"1. ഓട്ടോപ്ലേ , 2. ഓട്ടോ നടത്തം","1. ஆட்டோபிளே, 2. ஆட்டோ நடை"
വോക്കലൈസേഷൻ,குரல் கொடுத்தல்
അസിസ്റ്റന്റ്,உதவியாளர்
സഹായ മെമ്മറി,துணை நினைவகம்
സഹായ സംഭരണം,துணை சேமிப்பு
ലഭ്യമായ പട്ടിക,கிடைக்கும் பட்டியல்
ലഭ്യമായ സമയം,கிடைக்கும் நேரம்
ശരാശരി,சராசரி
AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്),AWK (ஒரு கணினி கட்டளை)
ശേഷം,பிறகு
പോസ്റ്റ് പ്രോസസർ,பின் செயலி
പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ,பின்புற செயல்பாடு நீக்கம்
പശ്ചാത്തല പ്രോസസ്സിംഗ്,பின்னணி செயலாக்கம்
അനുബന്ധ സ്റ്റോറുകൾ,துணை கடைகள்
ബാക്ക് പാച്ചിംഗ്,மீண்டும் ஒட்டுதல்
"1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്","1. மேற்கு, 2. பின்வெளி"
ബാക്ക്ട്രാക്കിംഗ്,பின்வாங்குதல்
"1. ബാക്കപ്പ് , 2. തിരിച്ചടവ്","1. காப்புப்பிரதி, 2. கொடுக்கப்படுவதுடன்"
"1. കോംപ്ലിമെന്ററി മെമ്മറി, 2. ബാക്കപ്പ് മെമ്മറി","1. நிரப்பு நினைவகம், 2. காப்பு நினைவகம்"
പിന്നിലെ പിശക് തിരുത്തൽ,மீண்டும் பிழை திருத்தம்
(വരുമാനം-ചെലവ്) ബാലൻസ് ഷീറ്റ്,(வருமானம்-செலவு) இருப்புநிலை
ബാൻഡേജ്,கட்டு
"1. ബാൻഡ് വീതി, 2. ബാൻഡ്‌വിഡ്ത്ത്/കപ്പാസിറ്റി","1. பேண்ட் அகலம், 2. அலைவரிசை/திறன்"
ബാങ്കറുടെ അൽഗോരിതം,வங்கியாளர் வழிமுறை
"1. ബാർ കോഡ്, 2. ബാർ കോഡ്","1. பார் குறியீடு, 2. பார் குறியீடு"
ബാർകോഡ് സ്കാനർ,பட்டை குறி படிப்பான் வருடி
ബാർ ഗ്രാഫ്,சட்ட வரைபடம்
അടിസ്ഥാന വിലാസം,அடிப்படை முகவரி
അടിസ്ഥാന ബാൻഡ്,அடிப்படை இசைக்குழு
ആധാർ നമ്പർ,ஆதார் எண்
അടിസ്ഥാന പട്ടിക,அடிப்படை அட்டவணை
അടിസ്ഥാന (ഒരു കമ്പ്യൂട്ടർ ഭാഷ),அடிப்படை (ஒரு கணினி மொழி)
"1. അടിസ്ഥാന നിയന്ത്രണം , 2. അടിസ്ഥാന നിയന്ത്രണം","1. அடிப்படை கட்டுப்பாடு, 2. அடிப்படை கட்டுப்பாடு"
"1. യഥാർത്ഥ നിക്ഷേപം, 2. അടിസ്ഥാന നിക്ഷേപം","1. அசல் முதலீடு, 2. அடிப்படை முதலீடு"
അടിസ്ഥാന നിർദ്ദേശം,அடிப்படை அறிவுறுத்தல்
അടിസ്ഥാന പ്രശ്നം,அடிப்படை பிரச்சினை
അടിസ്ഥാന ഘട്ടം,அடிப்படை நிலை
"1. ബാച്ച്, 2. ഗ്രൂപ്പ്, 3. ദുരന്തം","1. தொகுதி, 2. குழு, 3. பேரழிவு"
"1. ബാച്ച് ഫയൽ, 2. ബാച്ച് ഫയൽ","1. தொகுதி கோப்பு, 2. தொகுதி கோப்பு"
ബാച്ച് നില,தொகுதி நிலை
"1. ബാച്ച് പ്രോസസ്സിംഗ്, 2. ഗ്രൂപ്പ് പ്രോസസ്സിംഗ്","1. தொகுதி செயலாக்கம், 2. குழு செயலாக்கம்"
"1. ബാച്ച് സിസ്റ്റം, 2. കവണ സംവിധാനം","1. தொகுதி அமைப்பு, 2. கவண் அமைப்பு"
ബൗഡ്,பாட்
ബാഡ് നിരക്ക്,பாட் விகிதம்
ബീം ബീം,கற்றை கற்றை
"1. മാർഗ്ഗനിർദ്ദേശങ്ങൾ , 2. ബാച്ച് മാർക്ക്","1. வழிகாட்டுதல்கள், 2. தொகுதி குறி"
ദ്വിദിശ ആശയവിനിമയം,இருதரப்பு தொடர்பு
നേരിട്ടുള്ള ലിങ്ക്,நேரடி இணைப்பு
ബൈനറി കോഡ്,பைனரி குறியீடு
ബൈനറി അക്കങ്ങൾ,பைனரி இலக்கங்கள்
ബൈനറി ഇൻവെസ്റ്റ്‌മെന്റ് ഔട്ട്‌പുട്ട് സിസ്റ്റം (BIOS),பைனரி இன்வெஸ்ட்மென்ட் அவுட்புட் சிஸ்டம் (பயாஸ்)
ബൈനറി നമ്പർ,பைனரி எண்
ബൈനറി ഓപ്പറേറ്റർ,பைனரி ஆபரேட்டர்
ബൈനറി ബന്ധം,பைனரி உறவு
ബൈനറി തിരയൽ,பைனரி தேடல்
ബൈനറി എക്സ്പ്ലോറേഷൻ ട്രീ (BST),பைனரி ஆய்வு மரம் (BST)
"1. ബൈനറി ട്രാൻസ്ഫർ ട്രീ, 2. ബൈനറി കൈമാറ്റം","1. பைனரி பரிமாற்ற மரம், 2. பைனரி பரிமாற்றம்"
ബൈനറി മരം,பைனரி மரம்
"1. ബൈപോളാർ മെമ്മറി, 2. ബൈപോളാർ മെമ്മറി","1. இருமுனை நினைவகம், 2. இருமுனை நினைவகம்"
"1. ജനന-മരണ മാതൃക, 2. ജനന മരണ മാതൃക","1. பிறப்பு மற்றும் இறப்பு மாதிரி, 2. பிறப்பு இறப்பு மாதிரி"
ജനന മരണ പ്രക്രിയ,பிறப்பு இறப்பு செயல்முறை
"1. ഡ്യൂക്ക്, 2. ബിറ്റ്","1. டூக், 2. பிட்"
ചെറിയ തെറ്റ്,சிறிய தவறு
ബിറ്റ് മാപ്പ്,பிட் வரைபடம்
"1. ബിറ്റ്, 2. ഭൂപടം, 3. പിക്സൽ (BMP)","1. பிட், 2. வரைபடம், 3. பிக்சல் (BMP)"
"1. ബിറ്റ് മാട്രിക്സ്, 2. ബിറ്റ് ടേബിൾ","1. பிட் மேட்ரிக்ஸ், 2. பிட் டேபிள்"
ബിറ്റ് പാറ്റേൺ,பிட் முறை
ബിറ്റ് സ്ഥാനം,பிட் நிலை
"1. ബിറ്റ് റേറ്റ്, 2. ബിറ്റ് നിരക്ക്","1. பிட் வீதம், 2. பிட் விகிதம்"
കണ്ണടച്ച് പരിശോധന,கண்மூடி சோதனை
മിന്നിത്തിളങ്ങുക,மின்னும்
തടയുക,தொகுதி
"1. ബ്ലോക്ക് കാഷെ, 2. ബ്ലോക്ക് കാഷെ / ചങ്ക് മെമ്മറി","1. பிளாக் கேச், 2. பிளாக் கேச் / துண் நினைவகம்"
ബ്ലോക്ക് അന്വേഷണം,தடுப்பு ஆய்வு
വോളിയം കോപ്പി,தொகுதி நகல்
ബ്ലോക്ക് ഡയഗ്രം,தொகுதி வரைபடம்
"1. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്, 2. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്","1. தடுக்கப்பட்ட நெட்வொர்க், 2. தடுக்கப்பட்ட நெட்வொர்க்"
ബോർഡ്,பலகை
പേജ് മെമ്മറി,பக்க நினைவகம்
ബൂളിയൻ ബീജഗണിതം,பூலியன் இயற்கணிதம்
ബൂളിയൻ ബന്ധം,பூலியன் உறவு
ബൂട്ട് പാർട്ടീഷൻ,துவக்க பகிர்வு
ബൂട്ട് സ്ട്രാപ്പിംഗ്,பூட் ஸ்ட்ராப்பிங்
1.ബൂട്ട്സ്ട്രാപ്പ് ലോഡർ,1.பூட்ஸ்ட்ராப் ஏற்றி
"1.പാലം, 2.പാലം","1.பாலம், 2.பாலம்"
ബ്രോഡ്ബാൻഡ് നെറ്റ്വർക്ക്,பிராட்பேண்ட் நெட்வொர்க்
പ്രക്ഷേപണം,ஒளிபரப்பு
പ്രക്ഷേപണം റേഡിയോ,ஒலிபரப்பு வானொலி
(നെറ്റ്) വ്യത്യാസം,(நிகர) மாறுபாடு
(നെറ്റ്) വികാരി,(net) vicar
ബി-ട്രൂ,பி-ட்ரூ
