Bengali,Tamil
"আকাশী, ভাইভা (v.), বায়বীয় (ed.)","ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)"
অ্যান্টেনা প্রবাহ,ஆண்டெனா ஸ்ட்ரீம்
বায়বীয় জরিপ,வான்வழி ஆய்வு
বায়ু বেগ,காற்று வேகம்
এরোডাইনামিক সহগ,ஏரோடைனமிக் குணகம்
এরোডাইনামিক,காற்றியக்கவியல்
বায়ুগতিবিদ্যা,காற்றியக்கவியல்
বৈমানিক,வானூர்தி
বৈমানিক,ஏரோநாட்டிக்ஸ்
বায়ু নাড়ি,காற்று துடிப்பு
"বায়ুমণ্ডল, গ্যাসোস্ফিয়ার","வளிமண்டலம், வாயுக்கோளம்"
ফোকাস সিস্টেম,கவனம் அமைப்பு
পিছনে ইগনিশন,மீண்டும் பற்றவைப்பு
পিছনের আলো,பின் ஒளி
আঘাত,அதிர்ச்சி
"বয়স, বয়স, বয়স, যুগ (সম্পাদনা), সময়কে প্রভাবিত করতে (ভার।), সময়, সময়ের দ্বারা প্রভাবিত হওয়া","வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது"
সময় প্রভাবিত,நேரம் பாதிக்கப்பட்டது
"বার্ধক্য, বার্ধক্য","முதுமை, முதுமை"
সময়ের প্রভাব,நேர விளைவு
সময় প্রভাব পরীক্ষা,நேர விளைவு சோதனை
মাধ্যাকর্ষণহীন,புவியீர்ப்பு இல்லாதது
পুনর্মিলন,நல்லிணக்கம்
"বায়ুবাহিত রাডার, বায়বীয় রাডার","வான்வழி ரேடார், வான்வழி ரேடார்"
"বায়বীয় লক্ষ্য, বায়বীয় লক্ষ্য","வான் இலக்கு, வான் இலக்கு"
বায়ু শ্বাসযন্ত্র,காற்று சுவாசக் கருவி
এয়ার কন্ডিশনিং,ஏர் கண்டிஷனிங்
এয়ারক্রু ট্রান্সফরমার,காற்று எதிர்ப்பு மின்மாற்றி
বিমান,விமானம்
প্রান্তিককরণ,சீரமைப்பு
প্রান্তিককরণ ত্রুটি,சீரமைப்பு பிழை
লাইভ সার্কিট,நேரடி சுற்று
সম্পূর্ণ কাচের টিউব,முழு கண்ணாடி குழாய்
পুরো ধাতব টিউব,முழு உலோக குழாய்
ঠিক করতে,சரி செய்ய
"মিসরাতু (সম্পাদনা), মিশ্রাতভান (ক্রি.)","மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)"
mishratvan,மிஷ்ரத்வான்
সর্বব্যাপী মাধ্যম,எங்கும் நிறைந்த ஊடகம்
ওমনি অ্যান্টেনা,ஆம்னி ஆண்டெனா
পঞ্জিকা,பஞ்சாங்கம்
আলফা,ஆல்பா
আলফা-ক্রিয়াকলাপ,ஆல்பா-செயல்பாடு
আলফানিউমেরিক,எண்ணெழுத்து
আলফা রশ্মি,ஆல்பா கதிர்
পরিবর্তন,மாற்றம்
"বিকল্প, বিকল্প","மாற்று, மாற்று"
বিকল্প,மின்மாற்றி
altimeter,உயரமானி
altimeter,உயரமானி
অলটাইমেট্রি,அல்டிமெட்ரி
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","உயரம், உயரம், உயரம், உயரம்"
অ্যারিথমেটিক রিজনিং ইউনিট (ALU),எண்கணித ரீசனிங் யூனிட் (ALU)
amaget নিয়ম,அமுத விதி
পরিবেশ,சூழல்
অ্যামিক্রন,அமிக்ரான்
অ্যামিটার,அம்மீட்டர்
অ্যাম্পিয়ার,ஆம்பியர்
অ্যাম্পিয়ার-ল,ஆம்பியர்-சட்டம்
উভচর আয়ন,நீர்வீழ்ச்சி அயனி
পরিবর্ধন,பெருக்கம்
পরিবর্ধক,பெருக்கி
"কোণ, মাত্রা","கோணம், பரிமாணம்"
ক এম.উ. (পারমাণবিক ভর একক),அ. எம்.யு. (அணு நிறை அலகு)
উপযুক্ত,இணக்கமான
সাদৃশ্য,ஒப்புமை
বিশ্লেষক,ஆய்வாளர்
বিশ্লেষণ,பகுப்பாய்வு
বিশ্লেষণাত্মক,பகுப்பாய்வு
অ-বিন্দু,புள்ளி அல்லாத
অস্বাভাবিক,முரண்பாடான
এবং দরজা,மற்றும் கதவு
অ শাব্দিক,ஒலி அல்லாத
অস্বাভাবিক স্থিতিস্থাপকতা,ஒழுங்கற்ற நெகிழ்ச்சி
নির্জল,நீரற்ற
কোণ,கோணம்
অ্যাংস্ট্রম ইউনিট,angstrom அலகு
কৌণিক,கோணல்
প্রটেক্টর ভার্নিয়ার,நீடிப்பான் வெர்னியர்
বিতর্কিত,சர்ச்சைக்குரிய
অসম্মান,மரியாதையற்ற
অ্যাক্রোম্যাটিক চুম্বকীয়করণ,வண்ணமயமான காந்தமாக்கல்
শিথিল,மந்தமான
anion,அயனி
অপ্রতিসম,சமச்சீரற்ற
আইসোট্রপিক,ஐசோட்ரோபிக்
আইসোট্রপিজম,ஐசோட்ரோபிசம்
মুছে ফেলা,நீக்குதல்
বর্ণনাকারী,சதிகாரர்கள்
অ্যানোড,நேர்மின்முனை
anodization,அனோடைசேஷன்
অসামঞ্জস্যপূর্ণ,சீரற்ற
অপটিক্যাল সিস্টেম,ஒளியியல் அமைப்பு
অ্যান্টেনা,ஆண்டெனா
antiberion,ஆன்டிபெரியன்
বিরোধী বন্ধন সম্পত্তি,பிணைப்பு எதிர்ப்பு சொத்து
পাল্টা বন্ড,எதிர் பத்திரம்
বিপরীত শক্তি,தலைகீழ் சக்தி
ডায়ম্যাগনেটিক,காந்தவியல்
ডায়ম্যাগনেটিক উপাদান,காந்தப் பொருள்
প্রদাহ বিরোধী,அழற்சி எதிர்ப்பு
বিরোধী মাধ্যাকর্ষণ,ஈர்ப்பு எதிர்ப்பு
antilamda কণা,ஆன்டிலாம்டா துகள்
এলিলেপ্টন,அலெப்டன்
ডায়ম্যাগনেটিক,காந்தவியல்
প্রতিপদার্থ,எதிர்ப்பொருள்
ক্ষেপণাস্ত্র বিরোধী,எதிர்ப்பு ஏவுகணை
অ্যান্টিনিউট্রন,எதிர்நியூட்ரான்
স্পন্দনশীল,துடிக்கும்
অ্যান্টিনিউক্লিয়ন,எதிர் அணுக்கரு
প্রতিকণা,எதிர் துகள்
অ্যান্টিপ্রোটন,ஆன்டிபுரோட்டான்
প্রতিফলক,எதிர் பிரதிபலிப்பு
প্রতিসম,சமச்சீரற்ற
অ পুনরাবৃত্ত,மீண்டும் நிகழாதது
anachronism,காலமற்ற தன்மை
ছিদ্রযুক্ত স্ক্যানিং ডিস্ক,துளையிடப்பட்ட ஸ்கேனிங் வட்டு
দ্বারক,துவாரக்
"শীর্ষ, শীর্ষ, সামনে","மேல், மேல், முன்"
"সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর","சூரியன் உயர், அதிக சூரியன்"
উদাসীন লেইস,அக்கறையற்ற சரிகை
অ করুণ,பரிதாபமற்றது
অ-অক্ষমতা,இயலாமை
খুব অ্যাক্রোমেটিক,மிகவும் வண்ணமயமான
"land-high, apogee","நிலம்-உயர்ந்த, உச்சநிலை"
"nonpolar, circumpolar","துருவமற்ற, சுற்றளவு"
parapolarity,பார்ப்பனியம்
যন্ত্র,சாதனம்
"ভার্চুয়াল, ভিজ্যুয়াল","மெய்நிகர், காட்சி"
দৃশ্যমান সূর্য,தெரியும் சூரியன்
চাক্ষুষ সময়,காட்சி நேரம்
উদ্ভূত চেহারা,வெளிப்படும் தோற்றம்
আবেদন,விண்ணப்பம்
প্রযোজ্যতা,பொருந்தக்கூடிய தன்மை
প্রয়োগ করা,விண்ணப்பித்தார்
পর্যবেক্ষণযোগ্য,கவனிக்கத்தக்கது
পন্থা,அணுகுமுறை
"কাছাকাছি, প্রায়","அருகில், தோராயமாக"
অনুমান,தோராயம்
বাষ্পের চাপ,நீராவி அழுத்தம்
স্বেচ্ছায়,தன்னார்வ
"চাপ চুল্লি, চাপ চুল্লি","வில் உலை, வில் உலை"
আর্কিমিডিসের আইন,ஆர்க்கிமிடிஸ் சட்டம்
স্থাপত্য শাব্দবিদ্যা,கட்டிடக்கலை ஒலியியல்
চাপ বাতি,பரிதி விளக்கு
আর্ক-স্পেকট্রাম,வில்-ஸ்பெக்ட்ரம்
"এলাকা, এলাকা","பகுதி, பகுதி"
"আঞ্চলিক, আঞ্চলিক","பிராந்திய, பிராந்திய"
"হাত, বাহু, শাখা","கை, கை, கிளை"
অপেশাদার,அமெச்சூர்
"অ্যারে, অ্যারে","வரிசை, வரிசை"
রিসিভার,பெறுபவர்
উচ্চারণ স্বচ্ছতা,உச்சரிப்பு தெளிவு
সিন্থেটিক,செயற்கை
কৃত্রিম রূপান্তর,செயற்கை மாற்றம்
আরোহী,ஏறுமுகம்
আরোহণ,ஏற்றம்
আরোহণ,ஏறும்
আগলি,அகோலி
সমষ্টি,திரட்டுதல்
এর সেট,தொகுப்பு
"সমাবেশ, সমাবেশ","கூட்டுதல், கூட்டுதல்"
"একত্রিত করা, একত্রিত করা, একত্রিত করা","அசெம்பிளிங், அசெம்பிள், அசெம்பிள்"
নির্ভুল অনুমান,துல்லியமான மதிப்பீடு
নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন,குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்
"সম্পর্কিত, সহযোগী, সংঘবদ্ধ","தொடர்புடைய, துணை, இணைந்த"
স্বরধ্বনি,உயிர் ஒலி
স্বয়ংক্রিয় মাল্টিভাইব্রেটর,தானியங்கி மல்டிவிபிரேட்டர்
অ্যাস্থেনিক,ஆஸ்தெனிக்
"পরিহার, দৃষ্টিভঙ্গি","மதுவிலக்கு, astigmatism"
মহাকাশ ভ্রমণ ইলেকট্রনিক্স,விண்வெளி பயண மின்னணுவியல்
জ্যোতির্পদার্থবিদ্যা,வானியற்பியல்
মহাকাশচারী,விண்வெளி
জ্যোতির্বিজ্ঞানী,வானியலாளர்
স্বর্গীয়,விண்ணுலகம்
জ্যোতির্বিদ্যা,வானியல்
জ্যোতির্পদার্থবিদ্যা,வானியற்பியல்
অপ্রতিসম,சமச்சீரற்ற
অ্যাসিম্পোটিক,அறிகுறியற்ற
উত্তেজক,மோசமாக்கும்
অ্যাসিঙ্ক্রোনাস,ஒத்திசைவற்ற
"বায়ুমণ্ডল, বায়ুমণ্ডল","வளிமண்டலம், வளிமண்டலம்"
বায়ুমণ্ডলীয়,வளிமண்டலம்
বায়ু অশান্তি,காற்று கொந்தளிப்பு
পারমাণবিক,அணுக்கரு
পারমাণবিক,அணு
পারমাণবিকতা,அணுசக்தி
পারমাণবিক ভর,அணுக்கரு நிறை
পারমাণবিক সংখ্যা,அணு எண்
"পারমাণবিক চুল্লি, পারমাণবিক গাদা","அணு உலை, அணுக் குவியல்"
পারমাণবিক,அணு
কণা,துகள்
কণা,துகள்
ক্ষয়,"தணிவு, தணிவு"
"attenuating, attenuating","தணித்தல், தணித்தல்"
কবজ,வசீகரம்
আকর্ষণ শক্তি,ஈர்ப்பு சக்தி
শ্রবণযোগ্যতা,கேட்கக்கூடிய தன்மை
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,ஒலி அதிர்வெண் பெருக்கி
শ্রবণযোগ্য,கேட்கக்கூடிய
অডিও জেনারেটর,ஆடியோ ஜெனரேட்டர்
শ্রবণযোগ্যতা গ্রাফ,கேட்கக்கூடிய வரைபடம்
শ্রবণ বিজ্ঞান,கேட்கும் அறிவியல்
অডিওমিটার,ஒலிமானி
শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর,கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்
শব্দ সংকেত,ஒலி சமிக்ஞை
অডিও-ভিজ্যুয়াল,ஒலி-ஒளி காட்சி
"অডিটোরিয়াম, অডিটোরিয়াম","ஆடிட்டோரியம், ஆடிட்டோரியம்"
ওজেড ইফেক্ট,OZ விளைவு
পদোন্নতি,பதவி உயர்வு
বর্ধক,மேம்படுத்துபவர்
মেরু শিখা,துருவ சுடர்
দক্ষিণ মেরু শিখা,தென் துருவ சுடர்
উত্তর মেরু শিখা,வட துருவ சுடர்
স্বয়ংক্রিয় সতর্কতা,தானியங்கி எச்சரிக்கை
স্বয়ংক্রিয় সমান্তরালকারী,தானாக இணையாக
"স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়","தானியங்கி, தானியங்கி, தானியங்கி"
"অটোমেশন, অটোমেশন","ஆட்டோமேஷன், ஆட்டோமேஷன்"
"সহকারী, সমবায়, অতিরিক্ত","உதவியாளர், கூட்டுறவு, கூடுதல்"
"অবদাভা, তুষারপাত","அவடவா, அவலாஞ்சி"
"মানে, মানে","சராசரி, சராசரி"
পরিবার,பரிவாரன்
অক্ষীয়,அச்சு
অক্ষ,அச்சு
আজিমুথ,அஜிமுத்
আজিমুথ,அஜிமுத்
পেছনে,மீண்டும்
"পটভূমি, পটভূমি","பின்னணி, பின்னணி"
"পশ্চাৎপদ, পশ্চাৎপদ","பின்தங்கிய, பின்தங்கிய"
পরিবর্তন,திருப்புமுனை
ব্যাক ভোল্টেজ পালসার,பின் மின்னழுத்த துடிப்பு
সম্পর্ক পরবর্তী,பிந்தைய உறவு
প্রতিদান,கொடுக்கப்படுவதுடன்
বিরোধী ভোল্টেজ,எதிர்ப்பு மின்னழுத்தம்
পোস্টেরিয়র স্ক্যাটারিং,பின்புற சிதறல்
অন্তর্বর্তী তরঙ্গ,இடைநிலை அலை
অন্তরক,இன்சுலேட்டர்
প্যারাশুট জাম্প,பாராசூட் ஜம்ப்
গরম করার,வெப்பமூட்டும்
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
ব্যালেন্সার,சமநிலைப்படுத்துபவர்
ভারসাম্য,சமநிலை
গ্লাবুল,உருண்டை
"ব্যালিস্টিক, ব্যালিস্টিক","பாலிஸ்டிக், பாலிஸ்டிக்"
"প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার","ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்"
মিসাইল,ஏவுகணை
"ব্যালিস্টিক, অস্ত্র","பந்துவீச்சு, ஆயுதம்"
অভিক্ষেপ,கணிப்பு
বিনামূল্যে পথচলা,இலவச பாதை
"বেলুন, বেলুন","பலூன், பலூன்"
balmer discontinuity,பால்மர் இடைநிறுத்தம்
"ব্যান্ড, ব্যান্ড, ব্যান্ড","இசைக்குழு, இசைக்குழு, இசைக்குழு"
বিস্ফোরণ,குண்டு வெடிப்பு
"অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল","வரிசை, கற்றை, கரை, கரை, கடற்கரை"
"কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন","நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு"
বারদিন নীতি,பார்டீன் கொள்கை
বারখাউসেন প্রভাব,barkhausen விளைவு
বারলো চক্র,பார்லோ சுழற்சி
বার চুম্বক,பட்டை காந்தம்
শস্যাগার,கொட்டகை
বায়ু চাপ গ্রাফ,காற்று அழுத்த வரைபடம்
"barograph, barograph","barograph, barograph"
ব্যারোমিটার,காற்றழுத்தமானி
বায়ুমণ্ডলীয় চাপ,வளிமண்டல அழுத்தம்
"cosmos, baromosphere","அண்டம், காற்றழுத்தம்"
পেন্ডুলাম,ஊசல்
"বাধা, পারমাণবিক, পারমাণবিক বাধা","தடை, அணு, அணு தடை"
বাধা স্তর,தடை நிலை
বেরিয়ন,பேரியன்
গুরুমন্ডল,குருமண்டலம்
বেস ব্যান্ড,அடிப்படை இசைக்குழு
"মৌলিক, মৌলিক, ক্ষারীয়","அடிப்படை, அடிப்படை, கார"
ভিত্তি,அடித்தளம்
"গণনা, দল গঠন","கணக்கெடுப்பு, குழு உருவாக்கம்"
"কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান","தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்"
ব্যাটারি,மின்கலம்
"অ্যারে সেগমেন্ট, চেম্বার, উপসাগর","வரிசை பிரிவு, அறை, விரிகுடா"
প্রদর্শনী,கண்காட்சி
কিবন,கிபான்
"মানিকা, বিড","மாணிக்கா, பீட்"
"মরীচি, মরীচি, মরীচি, ট্রাম্প","பீம், பீம், பீம், டிரம்ப்"
"ডিকম্যান, ডিকন","டிக்மன், டிக்கான்"
"dole, vispand","டோல், விஸ்பாண்ட்"
বেকারেল প্রভাব,பெக்கரல் விளைவு
বেল জার,மணி ஜாடி
বেল,பெல்லோஸ்
বেল ঘড়ি,மணி கடிகாரம்
"বেদিকা, বেঞ্চ","வேதிகா, பெஞ்ச்"
"মোড, বাঙ্ক (সম্পাদনা), বাঁক (v.)","முறை, பங்க் (எட்.), வளைவு (வி.)"
ব্যাংকান,வங்கியாளர்
"bent, bent","வளைந்த, வளைந்த"
বার্নোলি-সমীকরণ,பெர்னோலி-சமன்பாடு
বেসাল-ফাংশন,அடிப்படை-செயல்பாடு
সেরা আনুগত্য,சிறந்த ஒட்டுதல்
বিটা (খ),பீட்டா (பி)
betatron,பீட்டாட்ரான்
মডেল,bethe மாதிரி
বিভাট্রন,bivatron
বিএইচ বক্ররেখা,BH வளைவு
দ্বিভুজাকার,இருகோணமானது
"পক্ষপাত, পক্ষপাত","சார்பு, சார்பு"
দ্বি-অক্ষীয়,இரு-அச்சு
বিক্রোমেট কোষ,பைக்ரோமேட் செல்
অভিবতাল,அப்யவடல்
ডবল অ্যান্টেনা,இரட்டை ஆண்டெனா
দ্বিকনভেক্স,பைன்வெக்ஸ்
"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক","இரு-படிகம், இரட்டை-படிகம்"
দ্বিমুখী মাইক্রোফোন,இருதரப்பு ஒலிவாங்கி
দ্বিপদী মডেল,இருவகை மாதிரி
ডিপ্লয়েড,டையோசியஸ்
দ্বিপাক্ষিক,இருதரப்பு
দ্বিরেখার,இருமுனை
বাইমোলিকুলার,இரு மூலக்கூறு
"দ্বি-পরিবর্তনশীল, দ্বি-বেস, দ্বৈত","இரு-மாறி, இரு-அடிப்படை, இரட்டை"
"বাইনারি কোড, বাইনারি কোড","பைனரி குறியீடு, பைனரி குறியீடு"
খেলা তারকা,விளையாட்டு நட்சத்திரம்
বাইনারি পদ্ধতি,பைனரி முறை
দ্বিপার্শ্ব,இரட்டை பக்க
বন্ধন,பத்திரம்
"বাইনোকুলার, বাইনোকুলার","தொலைநோக்கி, தொலைநோக்கி"
বাইনারি,பைனரி
দ্বিপদ ডিস্ট্রিবিউশন,இருவகைப் பரவல்
"দ্বিকেন্দ্রিক, দ্বিকেন্দ্রিক, দ্বিমুখী","இருமைய, இருமைய, இரு அணுக்கரு"
বায়োডাইনামিকস,உயிரியக்கவியல்
জৈব ইলেকট্রনিক্স,உயிர் மின்னணுவியல்
জীবপদার্থবিদ,உயிர் இயற்பியலாளர்
জীবপদার্থবিদ্যা,உயிர் இயற்பியல்
জৈবিক উপগ্রহ,உயிரியல் செயற்கைக்கோள்
"সিনেমাটোগ্রাফার, বায়োস্কোপ","ஒளிப்பதிவாளர், பயாஸ்கோப்"
বায়ো-সাভার্ট নিয়ম,பயோ-சாவர்ட் விதி
biphasic বর্তমান,இருமுனை மின்னோட்டம்
ডাইপোল,இருமுனை
"biprism, biprism","இருபிரிசம், இருபிரிசம்"
"biquartz, biquartz","biquartz, biquartz"
biphasic চরিত্র,இருமுனை பாத்திரம்
দুই-পর্যায়ের মাল্টিভাইব্রেটর,இரண்டு-நிலை மல்டிவிபிரேட்டர்
"দ্বোয়াঙ্ক* (বাইনারী সংখ্যা), বার্মিজ, আনি, টুক","ட்வயங்க்* (பைனரி எண்), பர்மிஸ், அனி, துக்"
"কালো, কৃষ্ণ","கருப்பு, கிருஷ்ணா"
কালো শরীর,கருப்பு உடல்
অদৃশ্য আলো,கண்ணுக்கு தெரியாத ஒளி
timirayan রেডিও timirayan,திமிராயன் வானொலி திமிராயன்
ইজেকশন পালস,வெளியேற்ற துடிப்பு
পক্ষপাত শেষ,முடிவு சார்பு
কালো বিকিরণ,கருப்பு கதிர்வீச்சு
"অসম্পূর্ণ, ফাঁকা","முடிக்கப்படாத, வெற்று"
আবরণ,கவர்
বাতিল,ரத்து
"বিস্ফোরণ, বিস্ফোরণ, দমকা","வெடிப்பு, வெடிப்பு, புயல்"
"savika, bleeder, savi","savika, bleeder, savi"
"ছদ্মবেশী, অন্ধ","மாறுவேடமிட்டு, குருடர்"
ব্লোচের উপপাদ্য,ப்ளாச்சின் தேற்றம்
"ব্লক, ব্লক, ব্লক","தொகுதி, தொகுதி, தொகுதி"
"ঘা, ঘা, ঘা","அடி, அடி, அடி"
নীল প্রিন্ট,நீல அச்சு
অস্পষ্টতা বৃত্ত,தெளிவின்மை வட்டம்
অস্পষ্ট,தெளிவற்ற
"বল, গোলক, দুল","பந்து, கோளம், பதக்கம்"
"শরীর, বস্তু","உடல், பொருள்"
শারীরিক ক্ষমতা,உடல் திறன்
কেন্দ্রীভূত,மையம் கொண்டது
"দেহ-তির্যক, শেষ-তির্যক","உடல்-மூலைவிட்ட, இறுதி-மூலைவிட்ட"
"বগি, অজানা সনাক্তকরণ (রাডার)","போகி, தெரியாத கண்டறிதல் (ரேடார்)"
বোর প্রভাব,துளை விளைவு
বোর ম্যাগনেটন,துளை காந்தம்
"বয়লার, বয়লার","கொதிகலன், கொதிகலன்"
"ফুটন্ত, ফুটন্ত","கொதிக்கும், கொதிக்கும்"
বোল্টসম্যান সমীকরণ,போல்ட்ஸ்மேன் சமன்பாடு
বোমারু ইলেকট্রন,குண்டுவீச்சு எலக்ட்ரான்
"আঘাতমূলক শক্তি, বোমা শক্তি","அதிர்ச்சிகரமான ஆற்றல், குண்டுவீச்சு ஆற்றல்"
বন্ধক,அடமானம்
"bonded, bonded, bonded","பிணைக்கப்பட்ட, பிணைக்கப்பட்ட, பிணைக்கப்பட்ட"
বর্ধক,மேம்படுத்துபவர்
বোরন,பழுப்பம்
বোস-কণা,போஸ்-துகள்
বোসন,போஸான்
"লাফ, লাফ","முட்டாள், குதி"
আবদ্ধ,கட்டுப்பட்டது
"সীমা, সীমা (সম্পাদনা), প্রান্তিক (v.)","வரம்பு, வரம்பு (பதிப்பு), விளிம்பு (வி.)"
আবদ্ধ,பிணைக்கப்பட்ட
ধনু গজ,தனுசு முற்றம்
পালতোলা তরঙ্গ,பாய்மர அலை
বয়লার গরম করা,கொதிகலன் வெப்பமூட்டும்
বয়েলের আইন,பாயின் சட்டம்
বয়লার গরম করা,கொதிகலன் வெப்பமூட்டும்
বন্ধনী-শ্রেণী,அடைப்பு-வகுப்பு
ব্যাগ নিয়ম,பை விதி
জড়িত তার,பின்னிப் பிணைந்த கம்பி
ব্রেক ক্লাস,பிரேக் வகுப்பு
ব্রামা কম্প্রেসার,பிரமா அமுக்கி
শাখা,கிளைகள்
"সাহসী জালি, সাহসী জালি","துணிச்சலான லட்டு, துணிச்சலான லட்டு"
ব্রাস ব্রেজিং,"பித்தளை பிரேசிங், பித்தளை சாலிடரிங்"
