Malayalam,Tamil
തൊട്ടടുത്ത് (= തുടർച്ചയായ),அருகிலுள்ள (= தொடர்ச்சியான)
വചലിക്കുക,ஒத்திவைப்பு
നീരസം ചലനം,ஒத்திவைப்பு இயக்கம்
Cakudgge,தீர்ப்பளிக்கவும்
ശിക്ഷിക്കപ്യം,தீர்ப்பளிக்கவும்
വിധിന്യായ,தீர்ப்பு
Adjudication,தீர்ப்பாளர்
കമപ്പെടുത്തല്,சரிசெய்தல்
രാജംഭരിക്കുക,நிர்வாகி
സത്യപ്രതിഷേധിക്കുന്നു,சத்தியப்பிரமாணத்தை நிர்வகிக்கவும்
ഭരണകൂടം,நிர்வாகம்
നീതിയുടെ ഭരണം,நீதி நிர்வாகம்
ഭരണപരമായത്,நிர்வாக
അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം,நிர்வாக நடவடிக்கை
അഡ്മിനിസ്ട്രേറ്റീവ് മൂല്യനിർണ്ണയം,நிர்வாக மதிப்பீடு
അഡ്മിനിസ്ട്രേറ്റീവ് അംഗീകാരം,நிர்வாக ஒப்புதல்
അഡ്മിനിസ്ട്രേറ്റീവ് അതോറിറ്റി,நிர்வாக அதிகாரம்
അഡ്മിനിസ്ട്രേറ്റീവ് നിയന്ത്രണം,நிர்வாக கட்டுப்பாடு
അഡ്മിനിസ്ട്രേറ്റീവ് തീരുമാനം,நிர்வாக முடிவு
അഡ്മിനിസ്ട്രേറ്റീവ് വകുപ്പ്,நிர்வாகத் துறை
അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്,நிர்வாகத் தலைவர்
അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം,நிர்வாக தலைமையகம்
ഭരണപരമായ നടപടികൾ,நிர்வாக நடவடிக்கைகள்
ഭരണപരമായ ശക്തി,நிர்வாக சக்தி
ഭരണപരമായ അനുമതി,நிர்வாக அனுமதி
അഡ്മിനിസ്ട്രേറ്റീവ് രീതി,நிர்வாக நுட்பம்
അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ,நிர்வாக தீர்ப்பாயம்
അനഭാക്ഷ്യം,ஒப்புதல்
അനുവദനീയമായ ചെലവ്,ஏற்றுக்கொள்ளக்கூடிய செலவு
സമ്മതിക്കുക,அனுமதிக்கவும்
അഡ്മിറ്റ് കാർഡ്,அட்டை சேர்க்கவும்
പ്രവേശിപ്പിച്ചു,ஒப்புக்கொள்ளப்பட்டது
ഉപദേഷ്ടാപ്പ്,அறிவுறுத்துங்கள்
ദന്തം,தத்தெடுப்பவர்
ച്ചക്കല്,தத்தெடுப்பவர்
ദത്ത്,தத்தெடுப்பு
പായപൂര്ത്തിയായി,வயது வந்தோர்
മായം,கலப்படம்
വഭിചാരം,விபச்சாரம்
മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി,வயதுவந்தோர் உரிமை
പരസ്യ മൂല്യനിർണ്ണയം,விளம்பர மதிப்பீட்டு கடமை
മുന്നേറുക,முன்கூட்டியே
അഡ്വാൻസ് ബുക്കിംഗ്,முன்கூட்டியே முன்பதிவு
അഡ്വാൻസ് കോപ്പി,முன்கூட்டியே நகல்
അഡ്വാൻസ് ഇൻക്രിമെന്റ്,அட்வான்ஸ் அதிகரிப்பு
അഡ്വാൻസ് പേയ്മെന്റ്,முன் பணம்
പ്രതികൂല പ്രവേശനം,பாதகமான நுழைவு
പ്രതികൂല പരാമർശങ്ങൾ,பாதகமான கருத்துக்கள்
പ്രതികൂല റിപ്പോർട്ട്,பாதகமான அறிக்கை
വിജ്ഞാപനം,விளம்பரம்
ഉപദേശം,ஆலோசனை
പേയ്മെന്റിന്റെ ഉപദേശം,கட்டண ஆலோசனை
ഉപദേശക സമിതി,ஆலோசனை குழு
ഉപദേശക സമിതി,ஆலோசனை கவுன்சில்
വാദിക്കുക,வக்கீல்
കാര്യങ്ങൾ,விவகாரங்கள்
സതവാങ്മൂലം,பிரமாணப் பத்திரம்
ബന്ധം,இணைப்பு
സ്ഥിരീകരണം,உறுதிப்படுத்தல்
ഉറപ്പിക്കുന്ന,உறுதியான
ഉളവാക്കുക,வாங்க
മേൽപ്പറഞ്ഞ,மேற்கூறிய
ശെറെഷ്,புதிதாக
എതിരായി,எதிராக
വയസ്സ്,வயது
പ്രായപരിധി,வயது சான்றிதழ்
വോട്ടവകാശത്തിനുള്ള പ്രായം,வாக்குரிமைக்கான வயது
പ്രായപരിധി,வயது எல்லை
നിര്വ്വഹണം,ஏஜென்சி
കാരപരിപാടി,நிகழ்ச்சி நிரல்
വിരമിക്കലിന്റെ പ്രായം,ஓய்வூதிய வயது
അപാദന പ്രായം,மேலதிக வயது
അഗ്രഗേഷൻ,திரட்டுதல்
ദു ved ഖിച്ചു,வேதனைக்குள்ளானது
പ്രക്ഷോഭക്തി,கிளர்ச்சி
AGM,ஏஜிஎம்
കരാര്,ஒப்பந்தம்
കരാർ ഫോം,ஒப்பந்த படிவம்
കൃഷിപ്പണി,வேளாண்மை
കാർഷിക വ്യവസായം,வேளாண் தொழில்
സഹായം,உதவி
ആപല്സൂചന,அலாரம்
ജാല്തചിഹ്നം,விழிப்புணர்வு
അപരാഭിധാനം,மாற்றுப்பெயர்
കുറ്റാരോപണം,குற்றச்சாட்டு
മേല്ക്കോയ്മയോട് ഭക്തി,விசுவாசம்
സഖം,கூட்டணி
അനുബന്ധ സേവനങ്ങൾ,தொடர்புடைய சேவைகள்
എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്,அனைத்து உள்ளடக்கிய செலவு
അഖിലേന്ത്യാ സേവനങ്ങൾ,அகில இந்திய சேவைகள்
പങ്കുവയ്ക്കല്,ஒதுக்கீடு
അനുവദിച്ചതുക,ஒதுக்கீடு
അലോട്ട്മെന്റ് കത്ത്,ஒதுக்கீட்டு கடிதம்
അല്ലോട്ടി,ஒதுக்கீடு
അനുവദനീയം,அனுமதிக்கக்கூடியது
അനുവദനീയമായ ചെലവുകൾ,அனுமதிக்கக்கூடிய செலவுகள்
ഒരു അപ്പീൽ അനുവദിക്കുക,மேல்முறையீட்டை அனுமதிக்கவும்
അനുമതി നല്കുക,கொடுப்பனவு
എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം,அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை
അക്ഷരമാല ഓർഡർ,அகரவரிசை வரிசை
വാസസ്ഥലമായ,வாக்குவாதம்
ഏകാന്തരക്രമത്തിൽ,மாற்று
ബദൽ,மாற்று
സംയോജനം,ஒருங்கிணைப்பு
ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്,திருத்தப்பட்ட வரைவு
ഭേദഗതി,திருத்தம்
സഖ്യം,வசதி
മിതഭാവമുള്ള,இணக்கமான
വെടിക്കോപ്പ്,வெடிமருந்து
കടത്തിന്റെ പവിത്രത,கடனின் கடன்தொகை
സംഖ,தொகை
പെൻഷന്റെ തുക,ஓய்வூதியத்தின் அளவு
അനലോഗസ് പോസ്റ്റ്,ஒப்பீட்டு இடுகை
വിശകലനം,பகுப்பாய்வு
അനലിറ്റിക്കൽ പഠനം,பகுப்பாய்வு ஆய்வு
പൂര്വ്വികന്,மூதாதையர்
അനുബന്ധ വ്യവസായം,துணை தொழில்
ബദ്ധവൈരം,பகை
അനുബന്ധം,இணைப்பு
വാര്ഷികദിനം,ஆண்டு
അറിയിപ്പ്,அறிவிப்பு
ഉപദവം,எரிச்சல்
വാർഷിക സാമ്പത്തിക പ്രസ്താവന,ஆண்டு நிதி அறிக்கை
വാർഷിക റിപ്പോർട്ട്,ஆண்டு அறிக்கை
ആന്വിറ്റി,ஆண்டு
പേരറിയാത്ത,அநாமதேய
അജ്ഞാത പരാതി,அநாமதேய புகார்
ഉത്തരവിദ്ധി,பதில்
ഉത്തരക്കടലാസ്,விடைத்தாள்
ശതാപകന്,எதிரி
മുൻഗാമികൾ,முன்னோடிகள்
പ്രതീക്ഷിച്ച ചെലവ്,எதிர்பார்க்கப்பட்ட செலவு
പ്രതീക്ഷിച്ച വരുമാനം,எதிர்பார்க்கப்பட்ட வருமானம்
മുന്തോന്നല്,எதிர்பார்ப்பு
മുൻകൂട്ടി ജാമ്യം,எதிர்பார்ப்பு ஜாமீன்
അഴിമതി വിരുദ്ധ നടപടി,ஊழல் எதிர்ப்பு நடவடிக்கை
വിരുദ്ധ ഡമ്പിംഗ്,டம்பிங் எதிர்ப்பு
പഴക്കം ചെന്ന,பழங்கால
വർത്തിഡ്,நிறவெறி
അപരാഭിചികം,அக்கறையின்மை
അപെക്സ് ബോഡി,உச்ச உடல்
ക്ഷമാപണം,மன்னிப்பு
പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക,மேல்முறையீடு
കാഴ്ച,தோற்றம்
വിശേഷണം,திருப்தி
അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ,மேல்முறையீட்டு தீர்ப்பாயம்
അനുബന്ധം,பின் இணைப்பு
ഉപകരണം,சாதனம்
പയോഗക്ഷമമായ,பொருந்தும்
അപേക്ഷക,விண்ணப்பதாரர்
അപേക്ഷ,விண்ணப்பம்
അപേക്ഷാ ഫോറം,விண்ணப்ப படிவம்
പ്രയോഗിച്ചു,பயன்படுத்தப்பட்டது
അപേക്ഷിക്കുക,விண்ணப்பிக்கவும்
നിയമിത,நியமிக்கப்பட்டவர்
അധികാരം നിയമിക്കുന്നു,அதிகாரத்தை நியமித்தல்
നിയമനം,நியமனம்
നിയമന പത്രിക,நியமனம் கடிதம்
മന്ത്രിസഭയുടെ നിയമന സമിതി,அமைச்சரவையின் நியமனங்கள் குழு
വേതനത്തെ വിഭവങ്ങൾ,ஊதியப் பகிர்வு
വിലനിശ്ചയിക്കല്,மதிப்பீடு
വിലഹരവാദി,மதிப்பீட்டாளர்
അഭിനന്ദനം,பாராட்டு
അവബോധം,அச்சம்
തൊഴില്പരിശീലക,பயிற்சி
സമീപിക്കുക,அணுகுமுறை
അനുഗുണമായ,பொருத்தமானது
ഉചിതമായ പ്രവർത്തനം,பொருத்தமான நடவடிக்கை
ഉചിതമായ തല,பொருத்தமான தலை
വിനിയോഗം,ஒதுக்கீடு
അംഗീകരിക്കല്,ஒப்புதல்
ഏകദേശമായ,தோராயமான
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്,ஆப்டிட்யூட் சோதனை
സേച്ഛാചാരിയായ,தன்னிச்சையானது
മാദ്ധസ്ഥം വഹിക്കുക,நடுவர்
മാദ്ധസ്ഥം,நடுவர்
മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ,நடுவர் தீர்ப்பாயம்
മദ്ധസ്ഥന്,நடுவர்
വാസ്തുവിദ,கட்டிடக்கலை
ഗന്ഥരക്ഷാലയം,காப்பகங்கள்
പദേശം,பகுதி
ഏരിയസ്ഥാനം,பகுதி தலைமையகம்
വാദം,வாதம்
എഴുന്നേല്ക്കുക,எழும்
സായുധ സേന,ஆயுத படைகள்
കമീകരണം,ஏற்பாடு
ഊരി,நிலுவைத் தொகை
അരീയർ പ്രസ്താവന,நிலுவைத் அறிக்கை
വരവ് റിപ്പോർട്ട്,வருகை அறிக்கை
ധിക്കാരം,ஆணவம்
ആയുധശാല,அர்செனல்
പദാര്ത്ഥം,கட்டுரை
അസോസിയേഷന്റെ ലേഖനങ്ങൾ,சங்கத்தின் கட்டுரைகள்
ലേഖനങ്ങൾ,கட்டுரைகள்
ആരോഹണ ക്രമം,ஏறுவரிசை ஒழுங்கு
നിർണ്ണയിക്കുന്ന,தெரிந்து கொள்ளுங்கள்
എവിടെയാണ്,எங்கே இருக்கிறது
വശം,அம்சம்
കയറിയ,ஆவேசம்
രാഷ്ടീയക്കൊല,படுகொலை
കയ്യേറ്റം നടത്തുക,தாக்குதல்
സംയോജിപ്പിക്കുക,ஒன்றுகூடு
നിയമനിര്മ്മാണസഭ,சட்டசபை
അനുമതി,ஒப்புதல்
ഉറപ്പുപറയുക,உறுதிப்படுத்தவும்
വിലയിരുത്തുന്ന,மதிப்பீட்டாளர்
നികുതിചുമത്തല്,மதிப்பீடு
വിലയിരുത്തൽ വർഷം,மதிப்பீட்டு ஆண்டு
അസര്യാകം,மதிப்பீட்டாளர்
ആസ്തി,சொத்துக்கள்
നിയമനിക,ஒதுக்கப்பட்டவர்
ചുമതല,ஒதுக்கீடு
യാസ,ஒதுக்குபவர்
സഹായം,உதவி
തോഴന്,இணை
ചങ്ങാത്തം,தொடர்பு
ചാർജ് അനുമാനം,கட்டணம் அனுமானம்
ഉറപ്പുനല്കല്,உத்தரவாதம்
അഷ്വറൻസ് കമ്പനി,உத்தரவாத நிறுவனம்
ഉറപ്പുതരുന്നു,உறுதி
കിഴിവിൽ,தள்ளுபடியில்
ആറ്റോമിക് പവർ,அணு சக்தி
തുല്യത്തിൽ,சமமாக
പ്രീമിയത്തിൽ,பிரீமியத்தில்
ഘടിപ്പിക്കുക,இணைக்கவும்
അറ്റാച്ചുചെയ്ത ഓഫീസ്,இணைக்கப்பட்ட அலுவலகம்
ബന്ധം,இணைப்பு
അറ്റാച്ചുമെന്റ് ഓർഡർ,இணைப்பு வரிசை
നേട്ടം,அடைதல்
പരിശമം,முயற்சி
ഹാജർ,வருகை
ഹാജർ രജിസ്റ്റർ,வருகை பதிவு
പങ്കെടുക്കുന്ന സ്ലിപ്പ്,வருகை சீட்டு
ശ്രദ്ധ,கவனம்
സാക്ഷ്യപ്പെടുത്തൽ,சான்றளித்தல்
സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്,சான்றளிக்கப்பட்ட நகல்
ഭാവം,அணுகுமுறை
ആകർഷകമായ ശമ്പളം,கவர்ச்சிகரமான சம்பளம்
ലേലം,ஏலம்
ലേറ്റീയർ,ஏலதாரர்
ലേല വിൽപ്പന,ஏல விற்பனை
സദസര്,பார்வையாளர்கள்
ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ,ஆடியோ-காட்சி காட்சி
ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി,ஆடியோ காட்சி விளம்பரம்
കണക്കുപരിശോധിക്കുക,தணிக்கை
ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ,தணிக்கை செய்யப்பட்ட கணக்குகள்
ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്,தணிக்கை செய்யப்பட்ட இருப்புநிலை
ഓഡിറ്റിംഗ്,தணிக்கை
ഓഡിറ്റ് എതിർപ്പ്,தணிக்கை ஆட்சேபனை
ഓഡിറ്ററുടെ റിപ്പോർട്ട്,தணிக்கையாளரின் அறிக்கை
ആഡിറ്റോറിയം,ஆடிட்டோரியம்
ഓഡിറ്റ് ഖണ്ഡിക,தணிக்கை பத்தி
കണക്കിറ്റ് റിപ്പോർട്ട്,தணிக்கை அறிக்கை
ഉത്സവമായ,சிக்கன நடவடிக்கை
ചെലവുചുരുക്കൽ നടപടികൾ,சிக்கன நடவடிக்கை
ആധികാരികം,உண்மையான
അംഗീകൃത പ്രതിനിധി,அங்கீகரிக்கப்பட்ட பிரதிநிதி
അംഗീകാരപരമായ,அதிகாரப்பூர்வ
അധികാരം,அதிகாரம்
അതോറിറ്റി കത്ത്,அதிகார கடிதம்
അധികാരപ്പെടുത്തി,அங்கீகாரம் பெற்றவர்
അംഗീകൃത മൂലധനം,அங்கீகரிக்கப்பட்ட மூலதனம்
ഓട്ടോമാറ്റിക്,தானியங்கி
സയംശാസിതമായ,தன்னாட்சி
സ്വയംഭരണ സംഘടന,தன்னாட்சி உடல்
സയംഭരണാവകാശം,தன்னாட்சி
ഉക്സിലറി,துணை
സുലഭം,கிடைக்கிறது
ശരാശരി,சராசரி
ശരാശരി അവധി,சராசரி விடுப்பு
അപീതി,வெறுப்பு
അകറ്റുക,தவிர்க்கவும்
ഒഴിവാക്കുക,தவிர்க்கவும்
നികുതി ഒഴിവാക്കുക,வரியைத் தவிர்ப்பது
കാത്തിരിക്കുന്നു,காத்திருந்தது
കൊടുക്കുക,விருது
അതോറിറ്റി അവാർഡ്,அதிகாரம் வழங்குதல்
ബോധപ്പെടുത്തല്,விழிப்புணர்வு
കസ്റ്റേറ്റഡ്,பின்வாங்கியது
പശ്ചാത്തലം,பின்னணி
ബാക്ക് ലോഗ്,பின் பதிவு
പുറപ്പെട്ടു,பின்னால்
തിരികെ റഫറൻസ്,பின் குறிப்பு
ബാക്കപ്പ് ചെയ്യുക,காப்புப்பிரதி
പിന്നോക്ക ക്ലാസുകൾ,பின்தங்கிய வகுப்புகள்
പിന്നോക്ക ഗോത്രം,பின்தங்கிய பழங்குடி
മോശം വിലപേശൽ,மோசமான பேரம்
ചീത്ത സ്വഭാവം,மோசமான நடத்தை
മോശം പ്രതീകം,மோசமான தன்மை
മോശം കാലാവസ്ഥാ അലവൻസ്,மோசமான காலநிலை கொடுப்பனவு
മോശം പെരുമാറ്റം,மோசமான நடத்தை
കിട്ടാ കടം,மோசமான கடன்
ബാഗ്,சாமான்கள்
ജാമം,ஜாமீன்
ബാക്കി,இருப்பு
ബാലൻസ് കൊണ്ടുവന്നു,சமநிலை வீழ்த்தப்பட்டது
ബാലൻസ് മുന്നോട്ട് കൊണ്ടുവന്നു,இருப்பு முன்வைக்கப்பட்டது
സമതുലിതമായ ബജറ്റ്,சீரான பட்ஜெட்
ബാലൻസ് ഷീറ്റ്,இருப்புநிலை
വോട്ടിന്റെ നറുക്ക്,வாக்குப்பதிவு
ബാലറ്റ് ബോക്സ്,வாக்குப் பெட்டி
ബാലറ്റ് പേപ്പർ,வாக்குப்பதிவு காகிதம்
നിരോധനം,தடை
ബാങ്ക്,வங்கி
ബാങ്ക് അക്കൗണ്ട്,வங்கி கணக்கு
ബാങ്ക് ബാലൻസ്,வங்கி இருப்பு
ബാങ്ക് ചാർജുകൾ,வங்கி கட்டணங்கள்
ബാങ്ക് ഗ്യാരന്റി,வங்கி உத்தரவாதம்
ബാങ്ക് അവധി,வங்கி விடுமுறை
ബാങ്കിംഗ് സൗകര്യം,வங்கி வசதி
ബാങ്കിംഗ് സമയം,வங்கி நேரம்
ബാങ്കിംഗ് ഇടപാട്,வங்கி பரிவர்த்தனை
ബാങ്ക് നിരക്ക്,வங்கி வீதம்
ബാങ്ക് അനുരഞ്ജനം,வங்கி சமரசம்
നിര്ദ്ധനന്,திவாலானது
ബാങ്ക് സുരക്ഷ,வங்கி பாதுகாப்பு
ബാങ്ക് സ്റ്റേറ്റ്മെന്റ്,வங்கி அறிக்கை
വിരോതം,விருந்து
ബാർ കൗൺസിൽ,பார் கவுன்சில்
വില്പ്പനക്കരാര്,பேரம்
വില പേശൽ,பேரம் பேசுதல்
തരിശുഭൂമി,தரிசு நிலம்
ചരക്കുകൈമാറ്റക്കച്ചവടം,பண்டமாற்று
അടിത്തറ,அடித்தளம்
അടിസ്ഥാനപരമായ,ஆதாரமற்றது
കെട്ടിടത്തിന്റെ അടിത്തറ,அடித்தளம்
അടിസ്ഥാന വർഷം,அடிப்படை ஆண்டு
അടിസ്ഥാനപരമായ,அடிப்படை
അടിസ്ഥാനപരമായി,அடிப்படையில்
അടിസ്ഥാന ഇന്റലിജൻസ്,அடிப்படை நுண்ணறிவு
അടിസ്ഥാന ശമ്പളം,அடிப்படை ஊதியம்
ശമ്പളത്തിന്റെ അടിസ്ഥാന തോത്,ஊதியத்தின் அடிப்படை அளவு
അടിസ്ഥാന പരിശീലനം,அடிப்படை பயிற்சி
അടിസ്ഥാനം,அடிப்படை
ഓടിക്കല്ല്,தொகுதி
ബാച്ച് നമ്പര്,தொகுதி எண்
ചുമക്കുന്ന ചെക്ക്,தாங்கி காசோலை
ഉദ്ധരിച്ചതിന് മുമ്പ്,மேற்கோள் காட்டப்படுவதற்கு முன்
പെരുമാറ്റം,நடத்தை
വിശാസം,நம்பிக்கை
പാരത്തില് താഴെ,Par க்கு கீழே
ബഞ്ച്,பெஞ்ச்
ബെഞ്ച്മാർക്ക്,பெஞ்ச்மார்க்
പ്രയോജനകരമായ,நன்மை பயக்கும்
പയോജകന്,பயனாளி
ആനുകൂലം,நன்மை
സംശയത്തിന്റെ പ്രയോജനം,சந்தேகத்தின் நன்மை
നന്മ,கருணை
ബെൻ വോളന്റ് ഫണ്ട്,நல்ல நிதி
Arequeliathe,விருப்பம்
അയവിസ്താരം,விருப்பப்படி
ദുര്ത്തന്ത,துயரமடைந்தது
മികച്ച ശ്രമങ്ങൾ,சிறந்த முயற்சிகள்
കാഴ്ചപ്പാട്,மேம்பாடு
പക്ഷപാതം,சார்பு
പക്ഷപാതപരമായ അഭിപ്രായം,பக்கச்சார்பான கருத்து
ബിബ്ലിയോഗ്രാഫി,நூலியல்
ബിനാത്തില്,இருபது ஆண்டு
വിഭജനം,பிளவுபட்டு
ദിഭാരതം,பெரிய
ഉഭയകക്ഷി,இருதரப்பு
രണ്ടുഭാഷകളിലുള്ള,இருமொழி
ബൈകാമെറൽ,இரு
ബില്,ர சி து
വ്യവഹാര പത്രം,மாற்றச்சீட்டு
ബിമോണി റിപ്പോർട്ട്,இருதரப்பு அறிக்கை
ബന്ധിക്കുക,பிணைப்பு
ബയോഡറ്റ,பயோடேட்டா
ബിപർട്ടിനെറ്റ്,இருதரப்பு
Biparteait കരാർ,இரு கட்சி ஒப்பந்தம்
ജന്മവാർഷികം,பிறப்பு ஆண்டுவிழா
ജനന സർട്ടിഫിക്കറ്റ്,பிறப்பு சான்றிதழ்
ജനന നിയന്ത്രണം,பிறப்பு கட்டுப்பாடு
ജനിച്ച ദിവസം,பிறந்த தேதி
ജന്മസ്ഥലം,பிறந்த இடம்
ജനന നിരക്ക്,பிறப்பு வீதம்
ബിക്കുളികം,இரு வாராந்திர
കറുത്ത സമ്പദ്വ്യവസ്ഥ,கருப்பு பொருளாதாரம்
കറുത്ത പട്ടിക,கருப்பு பட்டியல்
കൊള്ളയടിക്കുക,பிளாக்மெயில்
കരിഞ്ചന്ത,கருப்பு சந்தை
കുറ്റപ്പെടുത്തുക,பழி
ശൂന്യമായ പരിശോധന,வெற்று சோதனை
പുതപ്പ് ഇടപാട്,போர்வை ஒப்பந்தம்
പുതപ്പ് ഓർഡർ,போர்வை ஒழுங்கு
സ്ഫോടനം,குண்டு வெடிப்பு
മിശ്രിതമാക്കുക,கலத்தல்
ഉപരോധിക്കുക,தொகுதி
ഉപരോധിക്കല്,முற்றுகை
തടഞ്ഞ മൂലധനം,தடுக்கப்பட்ட மூலதனம்
