Odiya,English
"ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |",arc furnace
ଆର୍କିମିଡିସ୍ ନିୟମ |,Archimedes principle
ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |,architectural acoustics
ଆର୍କ ଦୀପ,arc lamp
ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |,arc spectrum
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର",area
"ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ",areal
"ବାହୁ, ବାହୁ, ଶାଖା |",arm
ଶ୍ରଦ୍ଧାଳୁ,armature
"ଆରେ, ଆରେ",array
ରସିଦ,arrester
ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |,articulation
ସିନ୍ଥେଟିକ୍ |,artificial
କୃତ୍ରିମ ସଂକ୍ରମଣ,artificial transmutation
ଆରୋହଣ,ascending
ଆରୋହଣ,ascension of the star
ଆରୋହଣ,ascent
ଆଗୋଲି,aspheric
ଏକୀକରଣ,aspherizing
ର ସେଟ୍,assemblage
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |",assemble
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |",assembly (=assemblage)
ସଠିକତା ଆକଳନ,assessment of accuracy
ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,assigned assignment (of quantum numbers)
"ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |",associated
ସ୍ ow ର ଶବ୍ଦ,assonance
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,astable multivibrator (=free running multivibrator)
asthenic,astatic
"ନିବୃତ୍ତତା, astigmatism |",astigmatism
ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,astrionics
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,astrometry
ମହାକାଶଚାରୀ,astronaut
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,astronomer
ସ୍ୱର୍ଗୀୟ,astronomical
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,astronomy
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,astrophysics
ଅସୀମିତ |,asymmetrical
ଅସ୍ମିପଟୋଟିକ୍ |,asymptote
ବୃଦ୍ଧି,asymptotic
ଅସନ୍ତୁଳିତ |,asynchronous
"ପରିବେଶ, ପରିବେଶ",atmosphere
ବାୟୁମଣ୍ଡଳ,atmospheric
ପବନ ଅଶାନ୍ତି |,atmospherics
ପରମାଣୁ,atom
ପରମାଣୁ,atomic
ପରମାଣୁ,atomicity
ଆଣବିକ ମାସ,atomic mass
ପରମାଣୁ ସଂଖ୍ୟା,atomic number
"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |",atomic reactor (=atomic pile)
ପରମାଣୁ,atomistic
କଣିକା,atomization
କଣିକା,atomizer
ଆଘାତ,attenuation
"ଆଘାତ, ଆଘାତ",attenuator
ଚମତ୍କାର |,attraction
ଆକର୍ଷଣର ଶକ୍ତି |,attractive forces
ଶ୍ରବଣତା |,audibility
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,audio-amplifier
ଶ୍ରବଣଯୋଗ୍ୟ |,audio
ଅଡିଓ ଜେନେରେଟର,audio generator
ଶ୍ରବଣତା ଗ୍ରାଫ୍ |,audiogram
ବିଜ୍ଞାନ ଶୁଣିବା |,audiology
ଅଡିଓମିଟର |,audiometer
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,audio oscillator
ଶବ୍ଦ ସଙ୍କେତ,audio signal
ଅଡିଓ-ଭିଜୁଆଲ୍ |,audiovisual
"ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |",auditorium
OZ ପ୍ରଭାବ,Auger effect
ପଦୋନ୍ନତି,augmentation
ଉନ୍ନତିକାରୀ,augmentor
ପୋଲାର ଅଗ୍ନି,aurora
ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି,aurora australis
ଉତ୍ତର ପୋଲାର ଅଗ୍ନି,aurora borealis
ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |,autoalarm
ଅଟୋ ସମାନ୍ତରାଳ,autocollimator
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |",automatic
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ",automation
"ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |",auxiliary
"ଅଭଡାଭା, ଆଭାଲଚେନ୍",avalanche
"ଅର୍ଥ, ଅର୍ଥ",average
parivaran,avoidance
ଅକ୍ଷୀୟ |,axial
ଅକ୍ଷ,axis
ଆଜିମ୍ୟୁଥ୍,azimuth
ଆଜିମ୍ୟୁଥ୍,azimuthal
ପଛକୁ,back
"ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି",background
"ପଛକୁ, ପଛକୁ",backlash
ବୁଲି ପଡ,backout
ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |,back swing voltage pulser
ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ,back to back connection
ପରିଶୋଧ,back up
ଆଣ୍ଟି ଭୋଲଟେଜ୍ |,back voltage (Freverse voltage)
ପରବର୍ତ୍ତୀ ବିଛାଇବା |,backward scattering
ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |,back wave (=spacing wave)
ଇନସୁଲେଟର,bad conductor
ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |,bail out
ଗରମ,bakeout
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |",balance
ବାଲାନ୍ସର୍,balancer
ସନ୍ତୁଳନ,balancing
ଗ୍ଲୋବୁଲ୍,ball ended magnet
"ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |",ballistic
"ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |",ballistic galvanometer
କ୍ଷେପଣାସ୍ତ୍ର,ballistic missile
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |",ballistics
ପ୍ରୋଜେକସନ,ballistic throw
ମାଗଣା ପଥ,ballistic trajectory
"ବେଲୁନ୍, ବେଲୁନ୍ |",balloon
ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |,Balmer discontinuity
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |",band
ବିସ୍ଫୋରଣ,bang
"ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |",bank
"ସ୍ତମ୍ଭ, ବାର୍, କୋବ୍, ବ୍ଲକ୍, ବାର୍, ବାଡ଼ି, ବାର୍, 8. କାନ୍ଥ, 9. ରେଖା, 10. ଧାର, 1 ବ୍ଲକ, 1, ବାର୍, 1, ରେଖା, 1, ପରୀକ୍ଷା ରେଖା |",bar
ବାର୍ଡେନ୍ ନୀତି |,Bardeen theory
ବାର୍କହାଉନ୍ ପ୍ରଭାବ |,Barkhausen effect
ବାର୍ଲୋ ଚକ୍ର |,Barlow's wheel
ବାର୍ ଚୁମ୍ବକ,bar magnet
ଭଣ୍ଡାର,barn
ବାୟୁ ଚାପ ଗ୍ରାଫ୍ |,barogram
"ବାରୋଗ୍ରାଫ୍, ବାରୋଗ୍ରାଫ୍ |",barograph
ବାରୋମିଟର |,barometer
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,barometry
"ବ୍ରହ୍ମାଣ୍ଡ, ବାରୋମୋସଫର |",barosphere
ପେଣ୍ଡୁଲମ୍ |,bar pendulum
"ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ |",barrier
ପ୍ରତିବନ୍ଧକ ସ୍ତର |,barrier layer (rectifier)=blocking layer -depletion layer =space charge layer
ବାରିଅନ୍ |,baryon
ଗୁରୁମାଣ୍ଡଲ |,barysphere
ବେସ୍ ବ୍ୟାଣ୍ଡ |,base band
"ମ basic ଳିକ, ମ basic ଳିକ, କ୍ଷାରୀୟ |",basic
ଆଧାର,basis
"ଗଣନା, ଦଳ ଗଠନ |",batching
"କୂଅ, କୂଅ, ହିଟର, ଗରମ ପାତ୍ର, ସ୍ନାନ |",bath
ବ୍ୟାଟେରୀ,battery
"ଆରେ ସେଗମେଣ୍ଟ, ଚାମ୍ବର, ବେ |",bay
ପ୍ରଦର୍ଶନ,B-display
କିବାନ୍,beacon
"ମାଣିକା, ବିଡ୍ |",bead
"ବିମ୍, ବିମ୍, ବିମ୍, ଟ୍ରମ୍ପ |",beam
"ଡିକମ୍ୟାନ୍, ଡିକ୍କନ୍ |",bearing
"ଡୋଲ୍, ଭିସପ୍ୟାଣ୍ଡ୍ |",beat
becquerel ପ୍ରଭାବ |,Becqueral effect
ଘଣ୍ଟି ପାତ୍ର,bell jar
ଘଣ୍ଟି,bellow
ଘଣ୍ଟି ଘଣ୍ଟା |,bell shaped
"ବେଦିକା, ବେଞ୍ଚ",bench
"ମୋଡ୍, ବାଙ୍କ (ଏଡି।), ବଙ୍କା (v।)",bend
ବ୍ୟାଙ୍କାନ୍,bending
"ବଙ୍କା, ବଙ୍କା",bent
ବର୍ନୁଲି-ସମୀକରଣ |,Bernoulli's equation
ବେସାଲ୍-ଫଙ୍କସନ୍,Bessel function
ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |,best fit
ବିଟା (ଖ),beta (भ्)
ବେଟାଟ୍ରନ୍ |,betatron
ବେଥ୍ ମଡେଲ୍ |,Bethe's model
ବିଭାଟ୍ରନ୍ |,bevatron
BH ବକ୍ର,B-H curve
ଦ୍ୱିପାକ୍ଷିକ |,biangular
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |",bias
ଦ୍ୱି-ଅକ୍ଷୀୟ |,biaxial
ବାଇକ୍ରୋମାଟ୍ ସେଲ୍ |,bichromate cell
ଅଭିଭାଟାଲ୍ |,biconcave
ଡବଲ୍ ଆଣ୍ଟେନା |,biconical aerial
biconvex,biconvex
"ଦ୍ୱି-ସ୍ଫଟିକ୍, ଡୁଆଲ୍-ସ୍ଫଟିକ୍ |",bicrystal
ଦ୍ୱି-ଦିଗୀୟ ମାଇକ୍ରୋଫୋନ୍ |,bidirectional microphone
ଦ୍ୱିପାକ୍ଷିକ ମଡେଲ୍ |,bifactor model
ଦ୍ୱିଗୁଣ,bifilar
ଦ୍ୱିପାକ୍ଷିକ,bilateral
ବିଲିନାର୍,bilinear
ଦ୍ୱିମାଂଶ,bimolecular
"ଦ୍ୱି-ପରିବର୍ତ୍ତନଶୀଳ, ଦ୍ୱି-ଆଧାର, ଦ୍ୱ ual ତ |",binary
"ବାଇନାରୀ କୋଡ୍, ବାଇନାରୀ କୋଡ୍ |",binary code
ଖେଳ ତାରକା,binary star
ବାଇନାରୀ ପଦ୍ଧତି |,binary system
ଦ୍ୱିପାକ୍ଷିକ,binaural
ବନ୍ଧନ,binding
"ଦ୍ୱିପାକ୍ଷିକ, ଦ୍ୱିପାକ୍ଷିକ |",binocular
ବାଇନାରୀ,binode
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,binomial distribution
"ବାଇସେଣ୍ଟ୍ରାଲ୍, ଡିସେଣ୍ଟ୍ରିକ୍, ବିନ୍ୟୁକ୍ଲିଟେଡ୍ |",binuclear
ଜ od ବ ଡାଇନାମିକ୍ସ |,biodynamics
ବାୟୋ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,bioelectronics
ବାୟୋଫିଜିକ୍ |,biophysicist
ବାୟୋଫିଜିକ୍ |,biophysics
ଜ bi ବିକ ଉପଗ୍ରହ |,biosatellite
"ସିନେମାଟୋଗ୍ରାଫର, ବାୟୋସ୍କୋପ୍ |",bioscope
ବାୟୋ-ସାବାର୍ଟ ନିୟମ |,Biot-Savart'law
ଦ୍ୱିପାକ୍ଷିକ କରେଣ୍ଟ |,biphase current
ଡିପୋଲ୍,bipolar
ଦ୍ୱିପାକ୍ଷିକ,biprism
"biquartz, biquartz",biquartz
ଦ୍ୱିପାକ୍ଷିକ ଚରିତ୍ର |,bistable characteristics
ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |,bistable multivibrator
"Dwayank * (ବାଇନାରୀ ସଂଖ୍ୟା), ବର୍ମା, ଅନି, ଟୁକ୍ |",bit
"କଳା, କୃଷ୍ଣ",black
କଳା ଶରୀର,black body
ଅଦୃଶ୍ୟ ଆଲୋକ |,black light
ତିମିରାୟାନ୍ ରେଡିଓ ତିମିରାୟାନ୍ |,black out
ଇଜେକସନ ପଲ୍ସ |,black out pulse (=blanking pulse)
ଶେଷ ପକ୍ଷପାତ |,black out voltage (=cut of bias)
କଳା ବିକିରଣ |,black radiation
"ଅସମ୍ପୂର୍ଣ୍ଣ, ଖାଲି",blank
ଆବରଣ |,blanketing
ବାତିଲ,blanking
"ବିସ୍ଫୋରଣ, ବିସ୍ଫୋରଣ, ଗୁଷ୍ଟ",blast
"ସାଭିକା, ବ୍ଲେଡର୍, ସାଭି |",bleeder
"ଛଦ୍ମବେଶୀ, ଅନ୍ଧ",blind
ବ୍ଲୋଚ୍ ର ଥିଓରେମ୍ |,Bloch theorem
"ବ୍ଲକ, ବ୍ଲକ, ବ୍ଲକ",blocking
"blow ଟକା, blow ଟକା",blow
ନୀଳ ପ୍ରିଣ୍ଟ୍ |,blue print
ଅସ୍ପଷ୍ଟତା ବୃତ୍ତ |,blur circle
ଅସ୍ପଷ୍ଟ,blurred
"ବଲ୍, ଗୋଲାକାର, ପେଣ୍ଡାଲ୍ |",bob
"ଶରୀର, ବସ୍ତୁ",body
ଶାରୀରିକ କ୍ଷମତା |,body capacitance
କେନ୍ଦ୍ରିତ |,body centred
"ଶରୀର-ତ୍ରିକୋଣୀୟ, ଶେଷ-ତ୍ରିକୋଣୀୟ |",body diagonal
"ବଗି, ଅଜ୍ଞାତ ଚିହ୍ନଟ (ରାଡାର)",bogie
ପ୍ରଭାବ,Bohr effect
ଚୁମ୍ବକୀୟ,Bohr magneton
