Punjabi,Marathi
ਐਕਟਿਵ ਫਾਈਲ,सक्रिय फाईल
ਐਕਟਿਵ ਲਾਈਨ,सक्रिय ओळ
ਕਿਰਿਆਸ਼ੀਲ ਲਿੰਕ,सक्रिय दुवा
ਐਕਟਿਵ ਮਾਸਟਰ ਫਾਈਲ,सक्रिय मास्टर फाइल
ਐਕਟਿਵ ਮਾਸਟਰ ਆਈਟਮ,सक्रिय मास्टर आयटम
ਐਕਟਿਵ ਸੈਟੇਲਾਈਟ,सक्रिय उपग्रह
ਐਕਟਿਵ ਸਟੇਸ਼ਨ,सक्रिय स्टेशन
ਐਕਟਿਵ ਸਟੋਰੇਜ,सक्रिय संचयन
ਸਰਗਰਮੀ,क्रियाकलाप
ਸਰਗਰਮੀ ਪੱਧਰ,क्रियाकलाप पातळी
ਗਤੀਵਿਧੀ ਲੋਡਿੰਗ,क्रियाकलाप लोडिंग
ਗਤੀਵਿਧੀ ਅਨੁਪਾਤ,क्रियाकलाप प्रमाण
ਅਸਲ ਪਤਾ (= ਪੂਰਨ ਪਤਾ),वास्तविक पत्ता (= परिपूर्ण पत्ता)
ਅਸਲ ਕੋਡ (= ਸੰਪੂਰਨ ਕੋਡ),वास्तविक कोड (= परिपूर्ण कोड)
ਅਸਲ ਡੇਟਾ ਟ੍ਰਾਂਸਫਰ ਰੇਟ,वास्तविक डेटा हस्तांतरण दर
ਅਸਲ ਦਸ਼ਮਲਵ ਬਿੰਦੂ,वास्तविक दशांश बिंदू
ਅਸਲ ਹਦਾਇਤਾਂ (= ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਹਦਾਇਤ),वास्तविक सूचना (= प्रभावी सूचना)
ਅਸਲ ਕੁੰਜੀ,वास्तविक की
ਅਸਲ ਸਮਾਂ,वास्तविक वेळ
ਅਸਲ ਕੰਮ ਦਾ ਸਮਾਂ,वास्तविक कामाची वेळ
ਅਦਾਕਾਰੀ ਸੰਕੇਤ,अ‍ॅक्ट्युएटिंग सिग्नल
ਅਨੁਕੂਲਤਾ,अनुकूलता
ਅਡੈਪਟਰ,अ‍ॅडॉप्टर
ਅਡੈਪਟਿਵ ਚੈਨਲ ਅਲਾਟਮੈਂਟ,अ‍ॅडॉप्टिव्ह चॅनेल वाटप
ਅਨੁਕੂਲ ਏਕੀਕਰਣ,अनुकूली एकत्रीकरण
ਅਨੁਕੂਲਤਾ ਦੇ ਟਰਾਂਸਵਰਸਟਲ ਬਰਾਬਰੀ,अ‍ॅडॉप्टिव्ह ट्रान्सव्हर्सल इक्वेलायझर
ਇੰਦਰਾਜ਼ ਸ਼ਾਮਲ ਕੀਤਾ,जोडलेली प्रविष्टी
ਐਡੇਂਡ,परिशिष्ट
ਐਡਰਰ,अ‍ॅडर
ਐਡਰੈਸਬਰਸਟਰੈਕਟਰ,अ‍ॅडडर सबट्रॅक्टर
ਫਾਈਲ ਸ਼ਾਮਲ ਕਰੋ,फाईल जोडा
ਵਾਧੂ ਅੱਖਰ (= ਵਿਸ਼ੇਸ਼ ਚਰਿੱਤਰ),अतिरिक्त वर्ण (= विशेष वर्ण)
ਜੋੜ ਰਿਕਾਰਡਰ,व्यतिरिक्त रेकॉर्डर
ਜੋੜ ਸਾਰਣੀ,व्यतिरिक्त सारणी
ਜੋੜ,अ‍ॅडिटिव्ह विशेषता
ਮੋਡ ਸ਼ਾਮਲ ਕਰੋ,मोड जोडा
ਓਪਰੇਸ਼ਨ ਸ਼ਾਮਲ ਕਰੋ,ऑपरेशन जोडा
ਪਤਾ,पत्ता
ਸੰਬੋਧਿਤਯੋਗਤਾ ਉਪਾਅ,पत्तेपणाचा उपाय
ਪਤਾ ਕਰਨ ਯੋਗ ਹਰੀਜੱਟਲ ਸਥਿਤੀ,पत्ते करण्यायोग्य क्षैतिज स्थिती
ਪਤਾ ਕਰਨ ਯੋਗ ਬਿੰਦੂ,पत्ता योग्य बिंदू
ਪਤਾ ਕਰਨ ਯੋਗ ਸਥਿਤੀ,पत्ता योग्य स्थिती
ਪਤਾ ਕਰਨ ਯੋਗ ਰਜਿਸਟਰ,पत्ते करण्यायोग्य नोंदणी
ਪਤਾ ਕਰਨ ਯੋਗ ਸਟੋਰੇਜ,पत्ता योग्य स्टोरेज
ਪਤਾ ਕਰਨ ਯੋਗ ਲੰਬਕਾਰੀ ਸਥਿਤੀ,पत्ता योग्य अनुलंब स्थिती
ਪਤਾ ਬੱਸ,अ‍ॅड्रेस बस
ਪਤਾ ਕੋਡ,पत्ता कोड
ਪਤਾ ਕੰਪਰੇਟਰ,पत्ता तुलनात्मक
ਪਤਾ ਬਕਾਏ,पत्ता गणना
ਪਤਾ ਲਗਾਤਾਰ,पत्ता स्थिर
ਪਤਾ ਬਦਲਣਾ,पत्ता रूपांतरण
ਪਤਾ ਡਾਟਾ,पत्ता डेटा
ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ,संबोधित मेमरी
ਪਤਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ,पत्ता प्रभावी
ਪਤਾ ਖੇਤਰ,पत्ता फील्ड
ਪਤਾ ਫਾਰਮੈਟ,पत्ता स्वरूप
ਪਤਾ ਮੁਫਤ ਪ੍ਰੋਗਰਾਮ,पत्ता विनामूल्य कार्यक्रम
ਸੰਬੋਧਨ ਕਰਨਾ,पत्ता
ਸੰਬੋਧਨ ਕਰਨਾ  ਅੱਖਰ,पत्ता  वर्ण
ਰੁਕਾਵਟ ਨੂੰ ਸੰਬੋਧਿਤ ਕਰਨਾ,व्यत्यय संबोधित करणे
ਪਤਾ ਲਗਾਉਣ,पळवाट पळवाट
ਵਰਚੁਅਲ ਮੈਮੋਰੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨਾ,आभासी मेमरी संबोधित करणे
ਪਤਾ ਲਗਾਉਣਾ,पत्ता इंटरलॅकिंग
ਬਰੇਸ਼ਨ ਰਹਿਤ ਨਿਰਦੇਸ਼ ਦਾ ਫਾਰਮੈਟ,पत्ता नसलेली सूचना स्वरूप
ਐਡਰੈੱਸ ਲਾਈਨ,पत्ता ओळ
ਪਤਾ ਮੈਪਿੰਗ,पत्ता मॅपिंग
ਪਤਾ ਮਾਰਕ,पत्ता चिन्ह
ਪਤਾ ਸੋਧ,पत्ता बदल
ਪਤਾ ਭਾਗ,पत्ता भाग
ਪਤਾ ਪੁਆਇੰਟਰ,पत्ता पॉईंटर
ਪਤਾ ਰਜਿਸਟਰ,पत्ता नोंदणी
ਪਤਾ ਸਿਗਨਲ,पत्ता सिग्नल
ਪਤਾ ਅਕਾਰ,पत्ता आकार
ਪਤਾ ਸਪੇਸ,पत्ता जागा
ਪਤਾ ਸਪੇਸ ਪਛਾਣਕਰਤਾ,पत्ता जागा अभिज्ञापक
ਪਤਾ ਬੰਦ,पत्ता थांबा
ਪਤਾ ਟਰੇਸ,पत्ता ट्रेस
ਪਤਾ ਟਰੈਕ,पत्ता ट्रॅक
ਪਤਾ ਅਨੁਵਾਦ,पत्ता अनुवाद
ਪਤਾ ਅਨੁਵਾਦਕ,पत्ता अनुवादक
ਸ਼ਾਮਲ ਕਰੋ-ਘਟਾਓ,अ‍ॅड-सबस्ट्रॅक्ट वेळ
ਸਮਾਂ ਸ਼ਾਮਲ ਕਰੋ,वेळ जोडा
ਅਡਜੈਂਸੀ,समीप
ਐਡਜੈਂਸੀ structure ਾਂਚਾ,जवळची रचना
ਨਾਲ ਲੱਗਦੇ ਚੈਨਲ,समीप चॅनेल
ਨਾਲ ਲੱਗਦੇ ਡੋਮੇਨ,समीप डोमेन
ਨਾਲ ਲੱਗਦੀ ਮੈਟ੍ਰਿਕਸ,समीप मॅट्रिक्स
ਨਾਲ ਲੱਗਦੀ ਨੋਡ,समीप नोड
ਆਸ ਪਾਸ ਦੇ ਉਪਰਾਸਾ,समीप सुबेरिया
ਐਡਰਜਾਈਨ (ਸਿਸਟਮ),संक्षिप्त रुप (सिस्टम)
ਵਿਵਸਥਤ ਕਰੋ,समायोजित करा
ਵਿਵਸਥਤ ਹੱਦ ਤੱਕ,समायोज्य मर्यादा
ਟੈਕਸਟ ਮੋਡ ਨੂੰ ਵਿਵਸਥਤ ਕਰੋ,मजकूर मोड समायोजित करा
ਪ੍ਰਬੰਧਕੀ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,प्रशासकीय डेटा प्रक्रिया
ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ,प्रशासकीय ऑपरेशन
ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ,प्रशासकीय ऑपरेटर
ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ ਸਟੇਸ਼ਨ,प्रशासकीय ऑपरेटर स्टेशन
ਪ੍ਰਬੰਧਕੀ ਸਹਾਇਤਾ ਸਿਸਟਮ,प्रशासकीय समर्थन प्रणाली
ਤਕਨੀਕੀ ਸੰਚਾਰ ਸੇਵਾ,प्रगत संप्रेषण सेवा
ਐਡਵਾਂਸਡ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,प्रगत माहिती प्रणाली
ਐਡਵਾਂਸਡ ਆਪਟੀਕਲ ਅੱਖਰ ਪਾਠਕ,प्रगत ऑप्टिकल कॅरेक्टर रीडर
ਤਕਨੀਕੀ ਵਿਗਿਆਨਕ ਕੰਪਿ computer ਟਰ,प्रगत वैज्ञानिक संगणक
ਏਰੀਅਲ,हवाई
ਸਮੁੱਚੀ,एकूण
ਸਮੁੱਚੀ ਸਮੀਕਰਨ,एकूण अभिव्यक्ती
ਉਦੇਸ਼ ਸਰਕਲ,लक्ष्य वर्तुळ
ਉਦੇਸ਼ ਖੇਤਰ (= ਪ੍ਰਤੀਕ ਦਾ ਨਿਸ਼ਾਨਾ),लक्ष्य फील्ड (= लक्ष्य चिन्ह)
ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ,लक्ष्य प्रतीक
ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ,एअरबोर्न संगणक प्रणाली
ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ,बीजगणित ईगेनव्हल्यू समस्या
ਅਲਜਬ੍ਰਿਕ  ਏਕੀਕਰਣ,बीजगणित  एकत्रीकरण
ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ,बीजगणित भाषा
ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ,बीजगणित हाताळणी
ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ,बीजगणित मॅनिपुलेशन भाषा
ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ,बीजगणित ओरिएंटेड भाषा
ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ,बीजगणित शिफ्ट
ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ,बीजगणित साइन कन्व्हेन्शन
ਐਲਗੋਲ,अल्गोल
ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ,अल्गोल वैशिष्ट्य
ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,अल्गोल प्रोग्रामिंग
ਐਲਗੋਰਿਦਮ,अल्गोरिदम
ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ,अल्गोरिदम असोसिएटिव्ह भाषा
ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ,अल्गोरिदम वर्गीकरण
ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ,अल्गोरिदम जटिलता
ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ,अल्गोरिदम संगणन
ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ,अल्गोरिदम विश्लेषण
ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ,अल्गोरिदम दृष्टिकोन
ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ,अल्गोरिदम भाषा
ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ,अल्गोरिदम नित्यक्रम
ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ,अल्गोरिदम सिद्धांत
ਉਪਨਾਮ,उर्फ
ਅਲਾਇਸਿੰਗ,अलियासिंग
ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ),उर्फ नाव (= वैकल्पिक नाव)
ਅਲਾਈਨਮੈਂਟ,संरेखन
ਨਿਰਧਾਰਤ ਕਰੋ,वाटप
ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ,वाटप रचना
ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ,सर्व हेतू संगणक
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,वर्णमाला वर्ण
ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ,वर्णमाला वर्ण सेट
ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ,अल्फाबेटिक कॅरेक्टर सबसेट
ਵਰਣਮਾਲਾ ਕੋਡ,वर्णमाला कोड
ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ,वर्णमाला शिफ्ट
ਵਰਣਮਾਲਾ ਸਤਰ,वर्णमाला स्ट्रिंग
ਵਰਣਮਾਲਾ ਸ਼ਬਦ,वर्णमाला शब्द
ਵਰਣਮਾਲਾ,वर्णमाला
ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ,अल्फेजोमेट्रिक्स
ਅਲਫ਼ਾਮਿਕ,अल्फामेरिक
ਅਲਫੋਮੋਸੈਕ,अल्फामोसॅक
ਅਲਫਾਨੁਮਿਕ,अल्फान्यूमेरिक
ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ,अल्फान्यूमरिकल कीबोर्ड डिव्हाइस
ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ,अल्फान्यूमेरिक कॅरेक्टर सेट
ਅੱਖਰ ਕੋਡ,अल्फान्यूमेरिक कोड
ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ,अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट
ਅਲਫਾਨੁਮਿਕ ਡੇਟਾ,अल्फान्यूमेरिक डेटा
ਅਲਫਾਨਮੋਰਿਕ ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ,अल्फान्यूमेरिक डिस्प्ले डिव्हाइस
ਅੱਖਰ ਸੰਪਾਦਕੀ ਅੱਖਰ,अल्फान्यूमेरिक संपादित वर्ण
ਅਲਫਾਨੁਮਿਕ ਖੇਤਰ,अल्फान्यूमेरिक फील्ड
ਅਲਫਨੀਮਿਕ ਹਦਾਇਤ,अल्फान्यूमेरिक सूचना
ਅਲਫਾਨੁਮਿਕ ਕੀਬੋਰਡ,अल्फान्यूमेरिक कीबोर्ड
ਅੱਖਰ ਛਾਂਟੀ,अल्फान्यूमेरिक क्रमवारी
ਅਲਫਾਨਮੂਮਿਕ ਸਟੋਰੇਜ,अल्फान्यूमेरिक स्टोरेज
ਅਸ਼ੁੱਧ ਮੈਮੋਰੀ,बदलण्यायोग्य मेमरी
ਤਬਦੀਲੀ ਸਵਿੱਚ,बदल स्विच
ਬਦਲਣਾ,बदल
ਬਦਲੋ,बदल मोड
ਵਿਕਲਪਿਕ ਰਿਕਵਰੀ,वैकल्पिक पुनर्प्राप्ती
ਵਿਕਲਪੀ ਰਸਤੇ,वैकल्पिक मार्ग
ਵਿਕਲਪਿਕ ਰੂਟਿੰਗ,वैकल्पिक मार्ग
ਵਿਕਲਪਿਕ ਟਰੈਕ,वैकल्पिक ट्रॅक
ਬਦਲ (= ਜਾਂ ਆਪ੍ਰੇਸ਼ਨ),अल्टरनेशन (= किंवा ऑपरेशन)
ਵਿਕਲਪਕ ਗੁਣ,वैकल्पिक गुणधर्म
ਵਿਕਲਪਿਕ ਇਨਕਾਰ (= ਨਾ-ਅਤੇ ਓਪਰੇਸ਼ਨ),वैकल्पिक नकार (= नाही आणि ऑपरेशन)
ਅਸਪਸ਼ਟਤਾ ਗਲਤੀ,अस्पष्टता त्रुटी
ਅਸਪਸ਼ਟ ਹਵਾਲਾ,संदिग्ध संदर्भ
ਐਨਾਲਾਗ,एनालॉग
ਐਨਾਲਾਗ ਐਡਰਰ,एनालॉग अ‍ॅडडर
ਐਨਾਲਾਗ ਚੈਨਲ,एनालॉग चॅनेल
ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ,एनालॉग संगणक
ਐਨਾਲਾਗ ਕਨਵਰਟਰ,एनालॉग कन्व्हर्टर
ਐਨਾਲਾਗ ਡੇਟਾ,एनालॉग डेटा
ਐਨਾਲਾਗ ਡਿਵਾਈਡਰ,एनालॉग विभाजक
ਐਨਾਲਾਗ ਸਹੂਲਤ ਟਰਮੀਨਲ,अ‍ॅनालॉग सुविधा टर्मिनल
ਐਨਾਲਾਗ ਫੰਕਸ਼ਨ  ਜੇਨਰੇਟਰ,एनालॉग फंक्शन  जनरेटर
ਐਨਾਲਾਗ ਏਕੀਕਰਣ,एनालॉग एकत्रीकरण
ਐਨਾਲਾਗ ਮਲਟੀਪਲਾਇਰ,एनालॉग गुणक
ਐਨਾਲਾਗ ਪ੍ਰੋਗਰਾਮਿੰਗ,एनालॉग प्रोग्रामिंग
ਐਨਾਲਾਗ ਸਕੇਲਿੰਗ,एनालॉग स्केलिंग
ਐਨਾਲਾਗ ਸਿਗਨਲ,एनालॉग सिग्नल
ਐਨਾਲਾਗ ਸਿਮੂਲੇਸ਼ਨ,एनालॉग सिम्युलेशन
ਐਨਾਲਾਗ ਸਵਿਚ,एनालॉग स्विच
ਐਨਾਲਾਗ ਸਿਸਟਮ,एनालॉग सिस्टम
ਐਨਾਲਾਗ ਡਿਜੀਟਲ  ਕਨਵਰਟਰ,डिजिटल टू डिजिटल  कन्व्हर्टर
ਐਨਾਲਾਗ ਡਿਜੀਟਲ  ਏਨਕੋਡਰ,डिजिटल टू डिजिटल  एन्कोडर
ਐਨਾਲਾਗ ਪ੍ਰਸਾਰਣ,एनालॉग ट्रान्समिशन
ਐਨਾਲਾਗ ਕਿਸਮ,एनालॉग प्रकार
ਵਿਸ਼ਲੇਸ਼ਣ ਬਲਾਕ,विश्लेषण ब्लॉक
ਵਿਸ਼ਲੇਸ਼ਣ ਮੋਡ,विश्लेषण मोड
ਵਿਸ਼ਲੇਸ਼ਣ ਇੰਜਣ,विश्लेषणात्मक इंजिन
ਪੂਰਵਜ ਦਾ ਕੰਮ,वडिलोपार्जित कार्य
ਸਹਾਇਕ ਉਪਕਰਣ,सहायक उपकरणे
ਅਤੇ,आणि
ਅਤੇ ਸਰਕਟ,आणि सर्किट
ਅਤੇ ਤੱਤ,आणि घटक
ਅਤੇ ਗੇਟ,आणि गेट
ਅਤੇ ਮਾਸਕਿੰਗ,आणि मुखवटा
ਅਤੇ ਓਪਰੇਸ਼ਨ ਨਹੀਂ (= ਬਾਹਰ ਕੱ .ਣਾ),आणि ऑपरेशन नाही (= अपवर्जन)
ਅਤੇ ਓਪਰੇਸ਼ਨ,आणि ऑपरेशन
ਅਨੇਕਸ ਮੈਮੋਰੀ,अनुबंध मेमरी
ਐਨੋਟੇਸ਼ਨ,भाष्य
ਐਨੀਨੀਸੀਆਟਰ,अ‍ॅन्युन्सिएटर
ਵਾਪਸ ਜਵਾਬ,उत्तर परत
ਉੱਤਰ ਦੇਰੀ,उत्तर विलंब
ਜਵਾਬ ਦੇਣ ਦਾ ਸਮਾਂ,उत्तर वेळ
ਦੀਵੇ ਦਾ ਜਵਾਬ,उत्तर दिवा
ਜਵਾਬ ਸੂਚੀ,उत्तर यादी
ਜਵਾਬ ਸਿਰਫ,फक्त उत्तर द्या
ਐਂਟੀਪੇਸ਼ਨ ਮੋਡ,अपेक्षित मोड
ਅਨੁਮਾਨਤ ਬਫਰਿੰਗ,अपेक्षित बफरिंग
ਅਨੁਮਾਨਤ ਕੈਰੀ,अपेक्षित वाहून नेणे
ਅਨੁਮਾਨਤ ਪੈਜਿੰਗ,अपेक्षित पेजिंग
ਐਂਟੀਕਾਇਸਿਸ ਓਪਰੇਂਸ,अँटीकोइन्सिडन्स ऑपरेशन
ਐਂਟੀਕੋਇੰ.ਰਤਸ ਇੰਦਰਾ ਤੱਤ,अँटीकोइन्सींट घटक
ਅਫੀਮਿਕ ਐਂਟੀਨਾ,अ‍ॅपरिओडिक ten न्टीना
ਅਪਰਚਰ ਕਾਰਡ,छिद्र कार्ड
ਅਪਰਚਰ ਕੋਡ,छिद्र कोड
ਅਪਰਚਰ ਟਾਈਮ,छिद्र वेळ
ਅੰਤਿਕਾ,परिशिष्ट
ਅਪੰਡਿਤ ਕੰਮ,परिशिष्ट कार्य
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,अनुप्रयोग विकसक
ਐਪਲੀਕੇਸ਼ਨ ਲੇਅਰ,अनुप्रयोग स्तर
ਐਪਲੀਕੇਸ਼ਨ ਓਨੀਐਂਟਡ ਭਾਸ਼ਾ,अनुप्रयोग देणारं भाषा
ਐਪਲੀਕੇਸ਼ਨ ਪੈਕੇਜ,अनुप्रयोग पॅकेज
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮ,अनुप्रयोग कार्यक्रम
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,अनुप्रयोग प्रोग्रामिंग
ਐਪਲੀਕੇਸ਼ਨ ਲੋੜੀਂਦੀ ਭਾਸ਼ਾ,अर्ज आवश्यक भाषा
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,अनुप्रयोग सॉफ्टवेअर
ਐਪਲੀਕ,अ‍ॅप्लिक
ਲਗਭਗ ਸਿਧਾਂਤ,अंदाजे सिद्धांत
ਮਨਮਾਨੀ ਪਹੁੰਚ,अनियंत्रित प्रवेश
