Tamil,Kannada
அணுகல் சலுகைகள்,ಪ್ರವೇಶ ಸವಲತ್ತುಗಳು
அணுகல் பாதுகாப்பு,ಪ್ರವೇಶ ಭದ್ರತೆ
"1. அணுகல் சேவையகம், 2. அணுகல் சர்வர்","1. ಪ್ರವೇಶ ಸರ್ವರ್, 2. ಪ್ರವೇಶ ಸರ್ವರ್"
அணுகல் நேரம்,ಪ್ರವೇಶ ಸಮಯ
ஒப்புகை,ಸ್ವೀಕೃತಿ
ஒலியியல்,ಅಕೌಸ್ಟಿಕ್ಸ್
"1. சுருக்கம், 2. சுருக்கம், 3. இருந்து குறுகிய","1. ಸಂಕ್ಷಿಪ್ತ ರೂಪ, 2. ಸಂಕ್ಷೇಪಣ, 3. ನಿಂದ ಚಿಕ್ಕದಾಗಿದೆ"
செயல் செய்தி,ಕ್ರಿಯೆಯ ಸಂದೇಶ
செயல்படுத்துதல்,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
செயலில் உள்ள சர்வர் பக்கம்,ಸಕ್ರಿಯ ಸರ್ವರ್ ಪುಟ
செயலில் உள்ள பதிப்பு,ಸಕ್ರಿಯ ಆವೃತ್ತಿ
அசைக்ளிக்,ಅಸೈಕ್ಲಿಕ್
"1. அசைக்ளிக் வரைபடம், 2. அசைக்ளிக் வரைபடம்","1. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್, 2. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್"
அட கணினி மொழி,ಅದಾ ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ
"1. ஆப்டிமைசர், 2. உகப்பாக்கி","1. ಆಪ್ಟಿಮೈಜರ್, 2. ಆಪ್ಟಿಮೈಜರ್"
மொத்தத்தில்),ಒಟ್ಟು)
தொகை கோப்பு,ಮೊತ್ತದ ಕಡತ
"1. கூட்டல் செயல்பாடு, 2. மொத்த செயல்பாடு","1. ಸೇರ್ಪಡೆ ಕಾರ್ಯಾಚರಣೆ, 2. ಮೊತ್ತದ ಕಾರ್ಯಾಚರಣೆ"
சேர்ப்பான்,ಸೇರಿಸುವವನು
தெரியும்,ಗೊತ್ತು
முகவரி பேருந்து,ವಿಳಾಸ ಬಸ್
முகவரி கோப்பு,ವಿಳಾಸ ಫೈಲ್
முகவரி வடிவம்,ವಿಳಾಸ ಸ್ವರೂಪ
முகவரி ஜெனரேட்டர்,ವಿಳಾಸ ಜನರೇಟರ್
முகவரி வரி,ವಿಳಾಸ ಸಾಲು
முகவரி மேப்பிங்,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
முகவரி காட்டி,ವಿಳಾಸ ಸೂಚಕ
முகவரி பதிவு,ವಿಳಾಸ ರಿಜಿಸ್ಟರ್
முகவரி முறிவு,ವಿಳಾಸ ಸ್ಥಗಿತ
முகவரி மொழிபெயர்ப்பு,ವಿಳಾಸ ಅನುವಾದ
"1. முகவரி நினைவகம், 2. முகவரியிடக்கூடிய நினைவகம்","1. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ, 2. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ"
உரையாற்றுதல்,ಉದ್ದೇಶಿಸಿ
"1. போதுமான அளவுகோல்கள், 2. போதுமான அளவுகோல்","1. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ, 2. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ"
இணைப்பு,ಬಾಂಧವ್ಯ
"1. மேலாண்மை, 2. கட்டுப்பாடு","1. ನಿರ್ವಹಣೆ, 2. ನಿಯಂತ್ರಣ"
"1. மேலாளர், 2. கட்டுப்படுத்தி","1. ಮ್ಯಾನೇಜರ್, 2. ನಿಯಂತ್ರಕ"
அடோப் அக்ரோபேட்,ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್
அடோ போட்டோஷாப்,ಅಡೋಬ್ ಫೋಟೋಶಾಪ್
ABAP (மேம்பட்ட வணிக நிரலாக்கம்),ABAP (ಸುಧಾರಿತ ವ್ಯಾಪಾರ ಪ್ರೋಗ್ರಾಮಿಂಗ್)
"1. மேம்பட்ட தரவு, 2. மேம்பட்ட தரவு","1. ಸುಧಾರಿತ ಡೇಟಾ, 2. ಸುಧಾರಿತ ಡೇಟಾ"
மேம்பட்ட தகவல் அமைப்பு,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
மேம்பட்ட தொழில்நுட்பம் (AT),ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT)
நடவடிக்கை,ಕ್ರಮ
திரட்டுதல்,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
வான்வழி கணினி அமைப்பு,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
அல்டஸ் பக்கம்-தயாரிப்பு,ಅಲ್ಡಸ್ ಪೇಜ್-ಮೇಕ್
எச்சரிக்கை பெட்டி,ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ
அல்கோல் (கணினி மொழி),ಅಲ್ಗೋಲ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
"1. அல்காரிதம் , 2. அல்காரிதம்","1. ಅಲ್ಗಾರಿದಮ್, 2. ಅಲ್ಗಾರಿದಮ್"
"1. அல்காரிதம் பகுப்பாய்வு, 2. அல்காரிதம் பகுப்பாய்வு","1. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ, 2. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ"
அல்காரிதம் திறன்,ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ
"1. எலியாஸ், 2. புனைப்பெயர், 3. aka","1. ಎಲಿಯಾಸ್, 2. ಅಡ್ಡಹೆಸರು, 3. ಅಕಾ"
சீரமைப்பு,ಜೋಡಣೆ
"1. ஒதுக்கீடு, 2. ஒதுக்கீடு","1. ಹಂಚಿಕೆ, 2. ಹಂಚಿಕೆ"
"1. அகரவரிசை, 2. அகரவரிசையில்","1. ವರ್ಣಮಾಲೆಯ, 2. ವರ್ಣಮಾಲೆಯ ಪ್ರಕಾರ"
எண்ணெழுத்து,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
"1. எண்ணெழுத்து விசைப்பலகை ,2. எண்ணெழுத்து விசைப்பலகை","1. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್, 2. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್"
ஆல்பா-சோதனை (1 வது நிலை சோதனை),ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ (1 ನೇ ಹಂತದ ಪರೀಕ್ಷೆ)
"1. ஆல்பா பதிப்பு, 2. ஆல்பா வடிவம்","1. ಆಲ್ಫಾ ಆವೃತ್ತಿ, 2. ಆಲ್ಫಾ ರೂಪ"
alt விசை,ಆಲ್ಟ್ ಕೀ
அல்டாவிஸ்டா,ಅಲ್ಟಾವಿಸ್ತಾ
பன்முகத்தன்மை,ಬಹುತ್ವ
தெளிவற்ற இலக்கணம்,ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ
அமெரிக்க தேசிய ஸ்டேண்டீஸ் நிறுவனம் (ANSI),ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟಾಂಡೀಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI)
அமெரிக்கன் ஸ்டாண்டர்ட் கட் (ascii),ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕಟ್ (ascii)
"1. ஒத்த, 2. அனலாக்","1. ಸಾದೃಶ್ಯ, 2. ಅನಲಾಗ್"
"1. அனலாக் கணினி, 2. அனலாக் கணினி","1. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್, 2. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್"
"1. அனலாக் சாதனம், 2. அனலாக் சாதனம்","1. ಅನಲಾಗ್ ಸಾಧನ, 2. ಅನಲಾಗ್ ಸಾಧನ"
"1. அனலாக் மோடம், 2. அனலாக் மோடம்","1. ಅನಲಾಗ್ ಮೋಡೆಮ್, 2. ಅನಲಾಗ್ ಮೋಡೆಮ್"
டிஜிட்டல் மாற்றிக்கு அனலாக்,ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
முடிவு (டிஜிட்டல்/பிளேன் லாஜிக் &#39;மற்றும்&#39; பயன்படுத்தப்பட்டது),ಅಂತ್ಯ (ಡಿಜಿಟಲ್/ಪ್ಲೇನ್ ಲಾಜಿಕ್ &#39;ಮತ್ತು&#39; ಬಳಸಲಾಗಿದೆ)
இறுதி சுற்று,ಅಂತಿಮ ಸರ್ಕ್ಯೂಟ್
இறுதி வாயில் மற்றும் வாயில்,ಕೊನೆಯ ಗೇಟ್ ಮತ್ತು ಗೇಟ್
செயல்பாடு அல்ல (விலக்கு),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ)
"1. அனிமேஷன், 2. அதிர்வு","1. ಅನಿಮೇಷನ್, 2. ಕಂಪನ"
குறிப்பு,ಸೂಚನೆ
முரண்பாடு,ಅಸಂಗತತೆ
முந்தைய,ಹಿಂದಿನ
முன்கூட்டிய பேஜிங்,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
எதிர்-சமச்சீர்,ಪ್ರತಿ-ಸಮ್ಮಿತೀಯ
வைரஸ் தடுப்பு திட்டம்,ಆಂಟಿವೈರಲ್ ಪ್ರೋಗ್ರಾಂ
"1. ஆப்லெட், 2. விண்ணப்பம்","1. ಆಪ್ಲೆಟ್, 2. ಅಪ್ಲಿಕೇಶನ್"
பயன்பாட்டு டெவலப்பர்,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
பயன்பாட்டு நிரலாக்கம்,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
"1. பயன்பாட்டு நிரலாக்க இடைமுகம், 2. பயன்பாட்டு நிரலாக்க இடைமுகம் (API)","1. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್, 2. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)"
பயன்பாட்டு மென்பொருள்,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
பயன்பாட்டு மொழி,ಅಪ್ಲಿಕೇಶನ್ ಭಾಷೆ
தோராயக் கொள்கை,ಅಂದಾಜು ತತ್ವ
கட்டமைப்பு,ರಚನೆ
புல பரிமாற்றம்,ಕ್ಷೇತ್ರ ವರ್ಗಾವಣೆ
"1. அளவுரு, சுயாதீன மாறி, 2. கோணம்","1. ನಿಯತಾಂಕ, ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್, 2. ಕೋನ"
"1. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு, 2. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு","1. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ, 2. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ"
எண்கணித சரிபார்ப்பு,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
எண்கணித மாறிலி,ಅಂಕಗಣಿತದ ಸ್ಥಿರ
எண்கணித தரவு,ಅಂಕಗಣಿತದ ಡೇಟಾ
எண்கணித அறிவுரை,ಅಂಕಗಣಿತದ ಸೂಚನೆ
கணிதம் மற்றும் தருக்க அலகு (ALU),ಗಣಿತ ಮತ್ತು ತಾರ್ಕಿಕ ಘಟಕ (ALU)
ARPA Net (RPNet),ARPA ನೆಟ್ (RPNet)
வரிசை,ಶ್ರೇಣಿ
"1. வரிசை கேச், 2. வரிசை வேகம், 3. வரிசை நினைவகம்","1. ರಚನೆಯ ಸಂಗ್ರಹ, 2. ರಚನೆಯ ವೇಗ, 3. ರಚನೆಯ ಮೆಮೊರಿ"
வரிசை கணினி,ಅರೇ ಕಂಪ್ಯೂಟರ್
வரிசை உறுப்பு,ರಚನೆಯ ಅಂಶ
வரிசை பெயர்,ರಚನೆಯ ಹೆಸರು
வரிசை செயலி,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
அம்புக்குறி விசை,ಬಾಣದ ಕೀಲಿ
ஒப்பந்தம்,ಒಪ್ಪಂದ
சந்திப்பு முனை,ಜಂಕ್ಷನ್ ಪಾಯಿಂಟ್
செயற்கை சுருக்கம்,ಕೃತಕ ಸಂಕೋಚನ
செயற்கை கட்டுப்பாடு,ಕೃತಕ ನಿಯಂತ್ರಣ
செயற்கை உணர்வு,ಕೃತಕ ಅರ್ಥದಲ್ಲಿ
ஏற்ற,ಆರೋಹಣ
ஏறும் வகை,ಆರೋಹಣ ರೀತಿಯ
ascii எழுத்துக்கள்,ascii ವರ್ಣಮಾಲೆ
ascii கட்டுப்பாட்டு சின்னம்,ascii ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ
ascii கோப்பு,ascii ಫೈಲ್
ascii எழுத்துரு,ascii ಫಾಂಟ್
ASCII பரிமாற்றம்,ASCII ವರ್ಗಾವಣೆ
விகிதம்,ಆಕಾರ ಅನುಪಾತ
"1. ஆஸ்பி, 2. ASPI","1. ಆಸ್ಪಿ, 2. ASPI"
ஏ எஸ் ஆர் கலாட்,ಎ ಎಸ್ ಆರ್ ಕಲಾದ್
"1. நினைவாற்றல், 2. அசெம்பிளிங், 3. ஒன்று சேர்க்க","1. ಸ್ಮರಣೆ, 2. ಜೋಡಣೆ, 3. ಜೋಡಿಸಲು"
"1. அசெம்பிளர், 2. நினைவூட்டல்","1. ಅಸೆಂಬ್ಲರ್, 2. ಜ್ಞಾಪನೆ"
"1. அசெம்பிளிங், 2. நினைவு","1. ಜೋಡಿಸುವುದು, 2. ಸ್ಮರಣೆ"
"1. மனப்பாடம் மொழி, 2. ஒருங்கிணைக்கும் மொழி","1. ಕಂಠಪಾಠ ಭಾಷೆ, 2. ಭಾಷೆ ಜೋಡಣೆ"
உறுதியை,ನಿರ್ಣಯ
"1. குறிப்பிட்ட வேலை, 2. ஒதுக்கீடு","1. ನಿಗದಿತ ಕೆಲಸ, 2. ಹಂಚಿಕೆ"
தோழமை,ಒಡನಾಟ
துணை முகவரி,ಸಹಾಯಕ ವಿಳಾಸ
"1. துணை நினைவகம், 2. துணை நினைவகம்","1. ಸಹಾಯಕ ಸ್ಮರಣೆ, 2. ಸಹಾಯಕ ಸ್ಮರಣೆ"
நட்சத்திரம் (* அடையாளம்),ನಕ್ಷತ್ರ ಚಿಹ್ನೆ (* ಚಿಹ್ನೆ)
சமச்சீரற்ற,ಅಸಮ್ಮಿತ
"1. ஒத்திசைவற்ற , 2. ஒத்திசைவற்ற","1. ಅಸಮಕಾಲಿಕ, 2. ಅಸಮಕಾಲಿಕ"
ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM),ಅಸಿಂಕ್ರೊನಸ್ ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
ஒத்திசைவற்ற பரிமாற்றம்,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
ஒத்திசைவற்ற பரிமாற்ற முறை (ATM),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
"1. அணு, 2. பரமன்","1. ಪರಮಾಣು, 2. ಪರಮನ್"
இணைக்கப்பட்ட ஆவணம்,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
"1. இணைக்கப்பட்ட கோப்பு/ஏவுகணை, 2. இணைக்கப்பட்டுள்ள கோப்பு","1. ಲಗತ್ತಿಸಲಾದ ಫೈಲ್/ಮಿಸಿಲ್, 2. ಲಗತ್ತಿಸಲಾದ ಕಡತ"
"1. அடைப்பு, 2. இணைந்த","1. ಆವರಣ, 2. ಸಂಯೋಜಿತ"
"1. பண்புகள், 2. சிறப்பு","1. ಗುಣಲಕ್ಷಣಗಳು, 2. ವಿಶೇಷತೆ"
கேட்கக்கூடிய,ಶ್ರವ್ಯ
"1. தணிக்கை நிரலாக்கம், 2. தணிக்கை நிரலாக்கம்","1. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
கணக்கு சரிபார்ப்பு,ಖಾತೆ ಪರಿಶೀಲನೆ
பதவி உயர்வு,ಪ್ರಚಾರ
சான்றிதழ் நெறிமுறை,ಪ್ರಮಾಣೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
எழுதும் முறை,ಲೇಖಕರ ವಿಧಾನ
"1. அதிகாரம், 2. அதிகாரம், 3. தீர்ப்பாயம்","1. ಪ್ರಾಧಿಕಾರ, 2. ಅಧಿಕಾರ, 3. ನ್ಯಾಯಮಂಡಳಿ"
தானியங்கு சுருக்கம்,ಸ್ವಯಂ ಅಮೂರ್ತ
"1. ஆட்டோ பூட்டிங், 2. சுய துவக்கம்","1. ಸ್ವಯಂ ಬೂಟಿಂಗ್, 2. ಸ್ವಯಂ ಬೂಟ್"
ஆட்டோகேட் (ஒரு கணினி மொழி),ಆಟೋಕ್ಯಾಡ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
தானாக உள்நுழைவு,ಸ್ವಯಂ ಲಾಗ್-ಆನ್
தானியங்கி,ಸ್ವಯಂಚಾಲಿತ
தானியங்கு கோட்பாடு,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
தானியங்கி கணக்கீடு,ಸ್ವಯಂಚಾಲಿತ ಲೆಕ್ಕಾಚಾರ
தானியங்கி தரவு செயலாக்கம்,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
தானியங்கி பிழை திருத்தம்,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
தானியங்கு செயல்பாடு,ಸ್ವಯಂ ಕಾರ್ಯ
"1. தானியங்கி அட்டவணைப்படுத்தல், 2. தானியங்கி பட்டியல்","1. ಸ್ವಯಂಚಾಲಿತ ಇಂಡೆಕ್ಸಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪಟ್ಟಿ"
தானியங்கு சேகரிப்பு அழைப்பு,ಸ್ವಯಂ ಸಂಗ್ರಹ ಕರೆ
"1. தானியங்கி நிரலாக்கம், 2. தானியங்கி நிரலாக்க","1. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
"1. தானியங்கி மீட்பு திட்டம், 2. தானியங்கி மீட்பு திட்டம்","1. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ, 2. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ"
தானியங்கி வழக்கம்,ಸ್ವಯಂ ದಿನಚರಿ
தானியங்கி கணினி மீட்பு,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
"1. தானியங்கி பணம் செலுத்தும் இயந்திரங்கள் (ATM), 2. வங்கி ஏ.டி.எம்","1. ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರಗಳು (ATM), 2. ಸ್ವಯಂ ಹಿಂಪಡೆಯಲು ಬ್ಯಾಂಕ್ ಎಟಿಎಂ"
தானியங்கி,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
"1. ஆட்டோபிளே , 2. ஆட்டோ நடை","1. ಸ್ವಯಂಪ್ಲೇ, 2. ಆಟೋ ನಡಿಗೆ"
குரல் கொடுத்தல்,ಗಾಯನ
உதவியாளர்,ಸಹಾಯಕ
துணை நினைவகம்,ಸಹಾಯಕ ಸ್ಮರಣೆ
துணை சேமிப்பு,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
கிடைக்கும் பட்டியல்,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
கிடைக்கும் நேரம்,ಲಭ್ಯವಿರುವ ಸಮಯ
சராசரி,ಸರಾಸರಿ
AWK (ஒரு கணினி கட்டளை),AWK (ಕಂಪ್ಯೂಟರ್ ಆಜ್ಞೆ)
பிறகு,ನಂತರ
பின் செயலி,ಪೋಸ್ಟ್ ಪ್ರೊಸೆಸರ್
பின்புற செயல்பாடு நீக்கம்,ಹಿಂಭಾಗದ ಕಾರ್ಯ ಅಳಿಸುವಿಕೆ
பின்னணி செயலாக்கம்,ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ
துணை கடைகள்,ಪೂರಕ ಅಂಗಡಿಗಳು
மீண்டும் ஒட்டுதல்,ಮತ್ತೆ ಪ್ಯಾಚಿಂಗ್
"1. மேற்கு, 2. பின்வெளி","1. ಪಶ್ಚಿಮ, 2. ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್"
பின்வாங்குதல்,ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್
"1. காப்புப்பிரதி , 2. கொடுக்கப்படுவதுடன்","1. ಬ್ಯಾಕ್ ಅಪ್, 2. ಮರುಪಾವತಿ"
"1. நிரப்பு நினைவகம், 2. காப்பு நினைவகம்","1. ಪೂರಕ ಸ್ಮರಣೆ, 2. ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ"
மீண்டும் பிழை திருத்தம்,ಹಿಂದಿನ ದೋಷ ತಿದ್ದುಪಡಿ
(வருமானம்-செலவு) இருப்புநிலை,(ಆದಾಯ-ವೆಚ್ಚ) ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
கட்டு,ಬ್ಯಾಂಡೇಜ್
"1. பேண்ட் அகலம், 2. அலைவரிசை/திறன்","1. ಬ್ಯಾಂಡ್ ಅಗಲ, 2. ಬ್ಯಾಂಡ್‌ವಿಡ್ತ್/ಸಾಮರ್ಥ್ಯ"
வங்கியாளர் வழிமுறை,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
"1. பார் குறியீடு, 2. பார் குறியீடு","1. ಬಾರ್ ಕೋಡ್, 2. ಬಾರ್ ಕೋಡ್"
பட்டை குறி படிப்பான் வருடி,ಬಾರ್ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
சட்ட வரைபடம்,ಬಾರ್ ಗ್ರಾಫ್
அடிப்படை முகவரி,ಮೂಲ ವಿಳಾಸ
அடிப்படை இசைக்குழு,ಬೇಸ್ ಬ್ಯಾಂಡ್
ஆதார் எண்,ಆಧಾರ್ ಸಂಖ್ಯೆ
அடிப்படை அட்டவணை,ಬೇಸ್ ಟೇಬಲ್
அடிப்படை (ஒரு கணினி மொழி),ಮೂಲಭೂತ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
"1. அடிப்படை கட்டுப்பாடு, 2. அடிப்படை கட்டுப்பாடு","1. ಮೂಲ ನಿಯಂತ್ರಣ, 2. ಮೂಲ ನಿಯಂತ್ರಣ"
"1. அசல் முதலீடு, 2. அடிப்படை முதலீடு","1. ಮೂಲ ಹೂಡಿಕೆ, 2. ಮೂಲ ಹೂಡಿಕೆ"
அடிப்படை அறிவுறுத்தல்,ಮೂಲ ಸೂಚನೆ
