Gujarati,Tamil
બાલ્કન યુદ્ધો,பால்கன் போர்கள்
બાલ્ટિક સંધિ,பால்டிக் ஒப்பந்தம்
ડાકુ,கொள்ளைக்காரன்
બાંડુંગ કોન્ફરન્સ,பாண்டுங் மாநாடு
દેશનિકાલ,நாடுகடத்தல்
બેનર,பதாகை
અસંસ્કારી,காட்டுமிராண்டித்தனம்
બાર્બીકન,பார்பிகன்
બારડોલી સત્યાગ્રહ,பர்தோலி சத்தியாகிரகம்
બાર્ન બર્નર્સ,பார்ன் பர்னர்ஸ்
બેરોન,பரோன்
બેરોનેજ,பாரோனேஜ்
બેરોન્સ મેજર,பரோன்ஸ் மேஜர்கள்
બેરોન્સ સગીર,பரோன்ஸ் மைனர்கள்
બેરોનેસ,பரோனஸ்
બેરોનેટ,பரோனெட்
બેરોનેટેજ,பரோனேடேஜ்
બેરોનેટેજ,பரோனேடேஜ்
બેરોનેટસી,பேரோனெட்டி
બેરોની,பேரோனி
બેરાકૂન,பாராகூன்
બેરાકૂન,பாராகூன்
બેરિકેડ (=બેરિકેડ),தடுப்பு (=பேரிகாடோ)
બેરિકેડ (=બેરિકેડ),தடுப்பு (=பேரிகாடோ)
બેરિકેડ (=બેરિકેડ),தடுப்பு (=பேரிகாடோ)
મુખ્ય છાવણી,அடிப்படை முகாம்
બેસિલિકા,பேராலயம்
બેસિલિકા,பேராலயம்
બેસ્ટિલા,பஸ்திலா
બેસ્ટિલ,பாஸ்டில்
બેસ્ટિલ,பாஸ்டில்
બેટરી,மின்கலம்
યુદ્ધ,போர்
Batlle-એરે,போர்-வரிசை
યુદ્ધ ક્રાય,யுத்த அழுகுரல்
યુદ્ધ દિન,போர் டின்
યુદ્ધ ક્ષેત્ર,போர்க்களம்
યુદ્ધ સ્તોત્ર,போர் பாடல்
સ્પર્સનું યુદ્ધ,ஸ்பர்ஸ் போர்
ધોરણનું યુદ્ધ,ஸ்டாண்டர்ட் போர்
યુદ્ધજહાજ,போர்க்கப்பல்
યુદ્ધજહાજ-શક્તિ,போர்க்கப்பல்-வலிமை
Bayeux ટેપેસ્ટ્રી,பேயுக்ஸ் சீலை
બીકન,கலங்கரை விளக்கம்
બીકન ટાવર,கலங்கரை விளக்கம் கோபுரம்
બીવર,பீவர்
બીવર,பீவர்
સમુદ્રના ભિખારીઓ,கடலின் பிச்சைக்காரர்கள்
બેલીકોઝ,பெல்லிகோஸ்
બેલીકોઝ,பெல்லிகோஸ்
બેલીકોઝ,பெல்லிகோஸ்
બેલીકોસીટી,பெல்கோசிட்டி
બેલોના,பெல்லோனா
લાભ,நன்மை
ધર્મગુરુઓનો લાભ,குருமார்களின் பலன்
બેનેલક્સ,பெனலக்ஸ்
બર્લિન હુકમનામું,பெர்லின் ஆணை
બેર્સકર,பெர்சர்கர்
બેસન્ટ (=બેઝન્ટ),பெசன்ட் (=பெசண்ட்)
બેથેલ,பெத்தேல்
ગ્રંથસૂચિ,நூலாசிரியர்
ગ્રંથસૂચિ,புத்தக வழிபாடு
મોટા બર્થા,பெரிய பெர்தா
ધર્માંધ,மதவெறி
બિલેટિંગ,பில்லெட்டிங்
અટેન્ડરનું બિલ,பில்
અધિકારોનું વિયેધક,உரிமைகள் மசோதா
જીવનચરિત્રકાર,வாழ்க்கை வரலாற்றாசிரியர்
જન્મ કથાઓ,பிறப்பு கதைகள்
બિવૉક,Bivouac
બિવૉક,Bivouac
બિવૉક,Bivouac
બિઝોનિયા,பிசோனியா
બ્લેક બર્ડિંગ,கருப்பு பறவைகள்
કાળો ઝંડો,கருப்பு கொடி
બ્લેક હોલ,கருந்துளை
બ્લેક હોલ,கருந்துளை
કાળો પગ (= સ્કેબ),கருப்பு கால் (=சிரங்கு)
કાળો શર્ટ,கருப்பு சட்டை
બ્લેઝોન,பிளேசன்
બ્લેઝોન,பிளேசன்
બ્લેઝોનરી,பிரகாசம்
બ્લેઝોનરી,பிரகாசம்
બ્લિટ્ઝક્રેગ,பிளிட்ஸ்கிரீக்
લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ),இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி)
બ્લડવાઈટ,இரத்தம் கொண்டவர்
બ્લડી મેરી,ப்ளடி மேரி
વાદળી,நீலம்
વાદળી રક્ત,நீல இரத்தம்
વાદળી પુસ્તક,நீல புத்தகம்
વાદળી રિબન,நீல தலைப்பட்டை
વાદળી રિબન,நீல தலைப்பட்டை
બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ),ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்)
વાદળી શર્ટ,நீல நிற சட்டை
બ્લુ વોટર સ્કૂલ,நீல நீர் பள்ளி
બોર્ડ ઓફ કંટ્રોલ,கட்டுப்பாட்டு வாரியம்
શારીરિક બખ્તર,உடல் கவசம்
બોઅર,போயர்
લૂંટ,கொள்ளை
બરો,பெருநகரம்
બુલ્યુટેરિયન,பவுல்யூடெரியன்
બોર્બોન,போர்பன்
બોક્સર બળવો,குத்துச்சண்டை வீரர் கிளர்ச்சி
તાણવું,பிரேஸ்
બ્રાસર્ડ,பிராசர்ட்
બ્રાસર્ડ,பிராசர்ட்
બ્રેડ વસાહતો,ரொட்டி காலனிகள்
સ્તન પ્લેટ,மார்பக தட்டு
સ્તન કામ,மார்பக வேலை
બ્રેટવાલ્ડા,ப்ரெட்வால்டா
બ્રિગન્ડ,பிரிகாண்ட்
બ્રિગેન્ડેજ,பிரிகாண்டேஜ்
બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ,பிரிட்டிஷ் காமன்வெல்த் நாடுகள்
બ્રાઉન શર્ટ્સ (=નાઝીઓ),பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்)
બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન),பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்)
બફ,பஃப்
બફ,பஃப்
બફ-કોટ,பஃப்-கோட்
બફ્સ,பஃப்ஸ்
બુલે (= કાઉન્સિલ),புலே (=சபை)
બર્ગેજ,பர்கேஜ்
બર્જેસ,பர்கெஸ்
બાયઝેન્ટાઇન,பைசண்டைன்
બાયઝેન્ટાઇન ચર્ચ,பைசண்டைன் தேவாலயம்
બાયઝેન્ટાઇન સામ્રાજ્ય,பைசண்டைன் பேரரசு
બાયઝેન્ટાઇન યુગ,பைசண்டைன் சகாப்தம்
બાયઝેન્ટાઇન ઇતિહાસકારો,பைசண்டைன் வரலாற்றாசிரியர்கள்
કેબલ,கபால்
સીઝરિઝમ,சீசரிசம்
ખલીફા,கலீஃபா
સુલેખનકાર,எழுத்தாளன்
સુલેખનકાર,கையெழுத்து எழுதுபவர்
સુલેખન,எழுத்துக்கலை
કેલ્ટ્રોપ,கால்ட்ராப்
મિત્રતા,தோழமை
કેમેરિલા,கேமரிலா
કેમેરિલા,கேமரிலா
કેમલૌકમ,கேமலாகம்
છદ્માવરણ,உருமறைப்பு
ઝુંબેશ,பிரச்சாரம்
શિબિર અનુયાયી,முகாம் பின்பற்றுபவர்
કેમ્પો સાન્ટો,காம்போ சாண்டோ
કેમ્પસ માર્શિયસ,மார்டியஸ் வளாகம்
કેનેફોરા,கேனபோரா
કેંગ્યુ,கங்கு
તોપ,பீரங்கி
તોપ ઘાસચારો,பீரங்கி தீவனம்
કેનન,நியதி
કેનન કાયદો,நியதி சட்டம்
કેનોપસ હુકમનામું,கனோபஸ் ஆணை
શસ્ત્ર,ஆயுதங்களை ஏந்துதல்
બંદીવાન,கைதி
કેપ્ટર,பிடிப்பவன்
કાર્ડિનલ,கார்டினல்
કાર્લ,கார்ல்
કેરોલિંગિયન રાજવંશ,கரோலிங்கியன் வம்சம்
કાર્થુસિયન સંપ્રદાય,கார்த்தூசியன் பிரிவு
કાર્ટોસા,கார்டோசா
કેસ્ટેલિયન,காஸ்ட்லியன்
કેસ્ટેલિયન,காஸ்ட்லியன்
જાતિ વ્યવસ્થા,சாதி அமைப்பு
કિલ્લો,கோட்டை
કિલ્લો,கோட்டை
કેસલ ટાઉન,கோட்டை நகரம்
કાસ્ટ્રા,காஸ்ட்ரா
કાસ્ટ્રા,காஸ்ட்ரா
કેથેડ્રા,கதீட்ரா
કેથેડ્રલ,கதீட்ரல்
કેટો સ્ટ્રીટ કાવતરું,கேட்டோ ஸ்ட்ரீட் சதி
કૌડીલો,காடிலோ
ઘોડેસવાર,காவலர்
ઘોડેસવાર,காவலர்
ઘોડેસવાર સંસદ,கவாலியர் பாராளுமன்றம்
અદુલ્લામની ગુફા,அதுலாம் குகை
ગુફા પેઇન્ટિંગ,குகை ஓவியம்
ગુફા પેઇન્ટિંગ,குகை ஓவியம்
સેન્ટુમવીર,சென்டம்விர்
સેન્ચ્યુરિયન,செஞ்சுரியன்
સદી,நூற்றாண்டு
સાંકળ બખ્તર (= સાંકળ મેલ),சங்கிலி கவசம் (=செயின் மெயில்)
ચેન્ટ્રી,சாந்த்ரி
ચેન્ટ્રી,சாந்த்ரி
ચેપ પુસ્તક,அத்தியாய புத்தகம்
ધર્મગુરુ,சாப்ளின்
પ્રકરણ,அத்தியாயம்
અકસ્માતોનો પ્રકરણ,விபத்துகளின் அத்தியாயம்
ચાર્જ,கட்டணம்
ચાર્જ ડી અફેર્સ,பொறுப்பாளர்கள்
ચાર્જ વિદાય,கட்டணம் பிரித்தல்
ચાર્જર,சார்ஜர்
રથ,தேர்
સારથિ,தேரோட்டி
સારથિ,தேரோட்டி
સારથિ,தேரோட்டி
ચેરિટી રસોડું,தொண்டு சமையலறை
ચાર્ટર,சாசனம்
ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ),சார்டிஸ்ட் இயக்கம் (=சார்டிசம்)
ચાર્ટોફિલેસિયમ,சார்ட்டோபிலாசியம்
ચટેઉ,அரட்டை
ચેક પોસ્ટ,செக் போஸ்ட்
રાસાયણિક યુદ્ધ,இரசாயனப் போர்
ચેસ્ટર,செஸ்டர்
મુખ્ય,முதல்வர்
સરદાર,தலைவன்
સરદાર,தலைவன்
સરદાર,தலைவன்
શિફૉન,சிஃப்பான்
શૌર્ય,வீரம்
પસંદ કરેલા લોકો,தேர்ந்தெடுக்கப்பட்ட மக்கள்
ક્રિસ્મોગ્રાફિયન,கிறிஸ்மோகிராஃபியன்
ખ્રિસ્તી ધર્મ,கிறிஸ்தவமண்டலம்
ખ્રિસ્તી યુગ,கிறிஸ்தவ சகாப்தம்
ખ્રિસ્તી સમાજવાદ,கிறிஸ்தவ சோசலிசம்
ક્રોનિકલ,நாளாகமம்
ક્રોનિકર,க்ரோனிக்லர்
Chryse Chersonese,கிரைஸ் செர்சோனீஸ்
સિમેલિયમ,சிமிலியம்
Cinquecento પ્રકાર,Cinquecento உடை
પરિક્રમા,சுற்றறிக்கை
સિસ્ટરસિયન સાધુ,சிஸ்டர்சியன் துறவி
રાજગઢ,கோட்டை
અવતરણ,மேற்கோள்
અવતરણ,மேற்கோள்
સામાજિક અસહકાર,கீழ்ப்படியாமை
નાગરિક યુદ્ધ,உள்நாட்டுப் போர்
સિવિસ રોમનસ,சிவிஸ் ரோமானஸ்
શાસ્ત્રીય વય,கிளாசிக்கல் வயது
Clepht (=klepht),கிளெஃப்ட் (=கிளெஃப்ட்)
કારકુનવાદ,மதகுருத்துவம்
કારકુન,மதகுரு
ક્લુનિયાક ચળવળ,க்ளூனியாக் இயக்கம்
કોટ બખ્તર,கோட் கவசம்
શસ્ત્રોનો કોટ,கோட் ஆஃப் ஆர்ம்ஸ்
શસ્ત્રોનો કોટ,கோட் ஆஃப் ஆர்ம்ஸ்
શસ્ત્રોનો કોટ,கோட் ஆஃப் ஆர்ம்ஸ்
ટપાલનો કોટ,அஞ்சல் கோட்
સમૂહ,கோஹார்ட்
કોમીટીયા,கொமிடியா
કોમિટિયા સેન્ટુરિયાટા,கொமிடியா செஞ்சுரியாட்டா
કોમિટિયા કુરિયાટા,கொமிடியா குரியாட்டா
કોમિટિયા ટ્રિબ્યુટા,கமிட்டியா திரிபுட்டா
સ્મારક કમાન,நினைவு வளைவு
સ્મારક સિક્કો,நினைவு நாணயம்
સ્મારક સીલ,நினைவு முத்திரை
સામાન્ય ક્ષેત્ર,பொதுவான புலம்
કોમ્યુનાર્ડ,கம்யூனார்ட்
કોનકોર્ડેટ,கான்கார்டாட்
કોનકોર્ડેટ,கான்கார்டாட்
કોન્ડોટિયર,காண்டோட்டியர்
પુષ્ટિકરણ Cartarum,உறுதிப்படுத்தல் கார்டரம்
સંઘર્ષ,மோதல்
મંડળ,சபை
વિજયી રાજ્ય,மாநிலத்தை வென்றது
વિજેતા,வெற்றியாளர்
વિજેતા,வெற்றியாளர்
કોન્સિલિયમ,கான்சிலியம்
કન્સિસ્ટરી,கன்சிஸ்டரி
કાવતરું,சதி
કાવતરું,சதி
કોન્સ્યુલેટ,துாதரகம்
કન્સ્યુલેશન બુક,ஆலோசனை புத்தகம்
કોન્ટિનેંટલ સિસ્ટમ,கான்டினென்டல் அமைப்பு
સંમેલન સંસદ,மாநாடு பாராளுமன்றம்
કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ),காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்)
કોપીહોલ્ડ,காப்பிஹோல்ட்
કોર્ડનિંગ,சுற்றிவளைத்தல்
કોરોના,கொரோனா
રાજ્યાભિષેક,முடிசூட்டு விழா
રાજ્યાભિષેક પથ્થર,முடிசூட்டுக்கல்
કોર્પસ,கார்பஸ்
કોર્સેર,கோர்செயர்
કોર્સેર,கோர்செயர்
કાંચળી (=કાંચળી),கோர்செட் (=கோர்செலெட்)
કોર્ટેસ,கோர்டெஸ்
કોટ્ટર (=કોટીયર),கோட்டர் (=கோட்டியர்)
કોટ્ટર (=કોટીયર),கோட்டர் (=கோட்டியர்)
કાઉન્ટ પેલેટિનેટ,பலடினேட் எண்ணுங்கள்
દેશ ઘર,நாட்டு வீடு
કાઉન્ટી,மாவட்டம்
કાઉન્ટી બરો,கவுண்டி பரோ
કાઉન્ટી કોર્ટ,மாவட்ட நீதிமன்றங்கள்
કાઉન્ટી પેલેટીન,கவுண்டி பாலாடைன்
કોર્ટ,நீதிமன்றம்
કોર્ટ,நீதிமன்றம்
કોર્ટ પરિપત્ર,நீதிமன்ற சுற்றறிக்கை
કોર્ટ શિષ્ટાચાર,நீதிமன்ற ஆசாரம்
દરબારી,நீதிமன்ற அதிகாரி
કેસેશન કોર્ટ,கேசேஷன் நீதிமன்றம்
કોર્ટ ઓફ ડિરેક્ટર્સ (EIC),இயக்குநர்கள் நீதிமன்றம் (EIC)
માલિકોની કોર્ટ,உரிமையாளர்களின் நீதிமன்றம்
દરબાર કવિ,நீதிமன்ற கவிஞர்
કરારબદ્ધ કેમેરોનિયનો,உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்
તાજ,கிரீடம்
તાજ,கிரீடம்
તાજ,கிரீடம்
તાજ જમીન,கிரீடம் நிலம்
તાજ જમીન,கிரீடம் நிலம்
રાજકુંવર,பட்டத்து இளவரசர்
ધર્મયુદ્ધ,சிலுவைப் போர்
ક્રુસેડર,சிலுவைப்போர்
ક્રિપ્ટોગ્રામ,கிரிப்டோகிராம்
કુઇરાસ,குயிராஸ்
ક્યુરાસીયર,கியூராசியர்
સંપ્રદાય દેવતા,வழிபாட்டு தெய்வம்
કુરિયા,கியூரியா
કુરિયા,கியூரியா
ઝારવાદ,ஜாரிசம்
શ્યામ ખંડ,இருண்ட கண்டம்
ચુકાદાનો દિવસ,தீர்ப்பு நாள்
ચુકાદાનો દિવસ,தீர்ப்பு நாள்
ડીન,டீன்
દશક,தசாப்தம்
ડેનરિયસ,டெனாரியஸ்
પદભ્રષ્ટ રાજા,பதவி நீக்கம் செய்யப்பட்ட மன்னர்
બગાડ,கெடுக்கும்
બગાડ,கெடுதல்
ડિથ્રોન,அரியணை
ડાયડેમ,டயடம்
ડાયડેમ,டயடம்
ડાયડેમ,டயடம்
ડાયસિયા,தியாசியா
ડિકાસ્ટેરિયમ,டிகாஸ்டீரியம்
ડિલુવિઆલિસ્ટ,டிலுவியலிஸ்ட்
પંથક,மறைமாவட்டம்
પંથક,மறைமாவட்டம்
નિર્દેશક (=નિર્દેશક),டைரக்டயர் (=டைரக்டரி)
નિર્દેશક (=નિર્દેશક),டைரக்டயர் (=டைரக்டரி)
દિરહામ,திர்ஹம்
બેવફા,விசுவாசமற்ற
બેવફા,விசுவாசமற்ற
ક્ષતિનો સિદ્ધાંત,தோல்வியின் கோட்பாடு
દસ્તાવેજ,ஆவணம்
દસ્તાવેજી પુરાવા,ஆவண ஆதாரம்
ડોમ્સડે બુક,டோம்ஸ்டே புத்தகம்
કોન્સ્ટેન્ટાઇનનું દાન,கான்ஸ்டன்டைன் நன்கொடை
પ્રારબ્ધ,பேரழிவு
ડોવગર રાણી,வரதட்சணை ராணி
ડ્રેગન,டிராகன்
ડ્રોમેડેરીયન,டிரோமேடியன்
ડ્રોમેડરી,டிரோமெடரி
ડ્રોમોન્ડ,ட்ரோமண்ட்
ડ્યુઅલ,இரட்டை
બેવડા જોડાણ,இரட்டைக் கூட்டணி
ડ્યુઅલ entente,இரட்டை எண்ணம்
ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર),இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்)
ડ્યુક,டியூக்
ડુમા,டுமா
વામન અવતાર,வாமன அவதாரம்
રાજવંશ,ஆள்குடி
રાજવંશ,ஆள்குடி
ગરુડ,கழுகு
વૃદ્ધ માણસ,கிழவன்
અર્લ,ஏர்ல்
અર્લ્ડમ,ஏர்ல்டம்
પ્રારંભિક ગુપ્તા,ஆரம்பகால குப்தர்கள்
પ્રારંભિક (ઐતિહાસિક) સાઇટ્સ,ஆரம்பகால (வரலாற்று) தளங்கள்
પ્રારંભિક વૈદિક સમયગાળો,ஆரம்ப வேத காலம்
એકલસિયા,பிரசங்கம்
વળતરનો આદેશ,மறுசீரமைப்பு ஆணை
આઠ ગણો રસ્તો,எட்டு மடங்கு பாதை
વડીલો,பெரியவர்கள்
વડીલ રાજનેતા (= genro),மூத்த அரசியல்வாதி (=ஜென்ரோ)
હાથી ગોડ,யானைக்கால்
અગિયાર વર્ષનો જુલમ,பதினோரு வருட கொடுங்கோன்மை
એલિસી (=એલિસી),எலிசே (=எலிசே)
બિડાણ ચળવળ,அடைப்பு இயக்கம்
એન્સાઇકલિકલ,கலைக்களஞ்சியம்
જ્ઞાનકોશવાદી ચળવળ,கலைக்களஞ்சிய இயக்கம்
એન્ટેન્ટે,என்டென்டே
એન્ટેન્ટે કોર્ડિયેલ,என்டென்ட் கார்டியல்
સિંહાસન,சிம்மாசனம்
નોકરચાકર,பரிவாரங்கள்
એફોદ,எபோத்
એફોર,எபோர்
મહાકાવ્ય યુગ,காவிய யுகம்
એપિક હીરો,காவிய நாயகன்
એપિગ્રાફ,கல்வெட்டு
એપિસ્કોપેસી,எபிஸ்கோப்பசி
એપિસ્કોપેટ,பேராயர்
એપિસોડ,அத்தியாயம்
યુગ,சகாப்தம்
યુગ-નિર્માણની ઘટના,சகாப்தத்தை உருவாக்கும் நிகழ்வு
યુગ-નિર્માતા માણસ,சகாப்தத்தை உருவாக்கும் மனிதன்
ઉપનામ,பெயர்ச்சொல்
ઇક્વેરી,குதிரைப்படை
ઇક્વેરી,குதிரைப்படை
અશ્વારોહણ પ્રતિમા,குதிரையேற்ற சிலை
યુગ,சகாப்தம்
અર્ગાસ્ટુલમ,எர்கஸ்டுலம்
યુકેરિસ્ટ,நற்கருணை
ઇવેન્જેલિકલિઝમ,சுவிசேஷம்
ઇવેન્જેલિકલ ચળવળ,சுவிசேஷ இயக்கம்
પ્રચારક,சுவிசேஷகர்
Exarch,Exarch
એક્સિલર્ચ,Exilarch
ફલાંગિસ્ટ,ஃபாலாங்கிஸ்ட்
પિતાની જમીન,தந்தை நிலம்
પિતાની જમીન,தந்தை நிலம்
ફેરિયા,ஃபெரியா
ફેટીશ,ஃபெட்டிஷ்
સામન્તી હોલ્ડિંગ્સ,நிலப்பிரபுத்துவ சொத்துக்கள்
સામંતવાદ (= સામંતશાહી વ્યવસ્થા),நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு)
સામંતશાહી વ્યવસ્થા,நிலப்பிரபுத்துவ அமைப்பு
