English,Odiya
Amplitude factor,ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |
Amplitude limiter,ପ୍ରଶସ୍ତତା ସୀମା
Amplitude modulated,ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |
Amplitude modulation,ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |
Analog (analogue),ଆନାଗଲ୍ (ଆନାଗଲ୍)
Analog circuit,ଆନାଗଲ୍ ସର୍କିଟ୍ |
Analog computer,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
Analog radio frequency channel,ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |
Analog representation,ଆନାଗଲ୍ ଉପସ୍ଥାପନା |
Analog signal,ଆନାଗଲ୍ ସିଗନାଲ୍ |
Analog to digital,ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
Analog to digital converter,ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |
Analog video,ଆନାଗଲ୍ ଭିଡିଓ |
Analogous,ଅନୁରୂପ
Analogy,ଆନାଲୋଜି
Analysis,ବିଶ୍ଳେଷଣ |
Analysis of data,ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
Analytical density,ଆନାଲିଟିକାଲ୍ ଘନତା |
Analyze,ବିଶ୍ଳେଷଣ କର |
Analyzer,ଆନିପ୍ରିଣ୍ଟେଜର |
Ancilliary equipment,ଅର୍କିଲିଡିଆ ଉପକରଣ |
AND Gate,ଏବଂ ଫାଟକ
Angle of collimation,କଲିମିର କୋଣ |
Angle of polarization,ପୋଲାରାଇଜେସନ୍ କୋଣ |
Angle of rotation,ଘୂର୍ଣ୍ଣନର କୋଣ |
Angstrom (Å),Agtstom (å)
Angular,କୋଣାର୍କ
Angular acceleration,କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |
Angular co-ordinates,କୋଣାର୍କ ସମବେଦନା |
Angular deflection,କୋଣାର୍କ ବିବେକ |
Angular dispersion,କୋଣାର୍କ ବିପରୀତ |
Angular displacement,କୋଣାର୍କ ବିସ୍ଥାପନ |
Angular error,କୋଣାର୍କ ତ୍ରୁଟି |
Angular frequency,କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |
Angular momentum,କୋଣାର୍କ ଗତି |
Angular motion,କୋଣାର୍କ ଗତି
Angular velocity,କୋଣାର୍କ ବେଗ |
Animation,ଆନିମେସନ୍
Anode,Anode
Anode battery,Anodod ବ୍ୟାଟେରୀ |
Anode characteristic,Andod ବ istic ଶିଷ୍ଟ୍ୟ |
Anode circuit,ଆନୋଡ ସର୍କିଟ୍ |
Anode dissipation,ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ
Anode efficiency,ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |
Anode input power,ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |
Anode modulation,ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |
Antenna,ଆଣ୍ଟେନା |
Antenna beamwidth,ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |
Antenna booster,ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |
Antenna changeover switch,ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |
Antenna coil,ଆଣ୍ଟେନା କୋଇଲ୍ |
Antenna configuration,ଆଣ୍ଟେନା ବିନ୍ୟାସ
Antenna coupler,ଆଣ୍ଟେନା କପଟର୍ |
Antenna cross polar pattern,ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |
Antenna current,ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |
Antenna directivity gain,ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |
Antenna duplexer,ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |
Antenna effective area,ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |
Antenna efficiency,ଆଣ୍ଟେନା ଦକ୍ଷତା |
Antenna feed,ଆଣ୍ଟେନା ଫିଡ୍ |
Antenna foot print,ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |
Antenna gain,ଆଣ୍ଟେନା ଲାଭ
Antenna height,ଆଣ୍ଟେନା ଉଚ୍ଚତା |
Antenna impedance,ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |
Antenna inductance,ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |
Antenna pattern,ଆଣ୍ଟେନା ପାଟର୍ନ |
Antenna plexer,ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |
Antenna polarization,ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |
Antenna power,ଆଣ୍ଟେନା ଶକ୍ତି |
Antenna power gain,ଆଣ୍ଟେନା ପାୱାର ଲାଭ |
Antenna radiation resistance,ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |
Antenna reactance,ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |
Antenna reflector,ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |
Antenna resistance,ଆଣ୍ଟେନା ପ୍ରତିରୋଧ
Antenna resonant frequency,ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |
Antenna spacing,ଆଣ୍ଟେନା ବ୍ୟବଧାନ |
Antenna switching room,ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |
Antenna tuning coil,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |
Antenna tuning hut,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |
Aperture,ଆପେଚର
Apogee,ଆପୋଲେଜ୍
Apogee rocket,ଆପୋଲେ ରକେଟ୍ |
Apparatus,ଉପକରଣ
Apparent,ସ୍ପଷ୍ଟ
Applet,ଆପଲେଟ୍
Application,ପ୍ରୟୋଗ
Approximate,ଆନୁମାନିକ
Aquous solution,ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |
Arc,ଆର୍କ
Architecture,ସ୍ଥାପତ୍ୟ
Archival transfer of sound recording,ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |
Archives,ଅଭିଲେଖାଗାର
Arithmetic coding,ଗାଣିତିକ କୋଡିଂ |
Armature,ଅର୍ଗର
Armature winding,ଅରତା ପବନ
Array,ଆରେ
Arrester,ଆରେଷ୍ଟ୍ରର୍
Articulation,ଆର୍ଟଲେସନ୍
Artifact (=artefact),କଳାକୃତି (= କଳାକୃତି)
Ascending,ଆରୋହଣ
Aspect ratio,ଆନୁମାନିକ ଅନୁପାତ
Assembler,ଏକତ୍ରିତ |
Assertion,ଧାରଣା
Assignment,ଆସାଇନମେଣ୍ଟ
Assignment channel,ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |
Asymmetrical,ଅସମାନଗତ
Asynchronous,ଅସନ୍ତୁଳିତ
Atmosphere,ବାୟୁମଣ୍ଡଳ
Atmospheric loss,ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |
Atmospheric noise,ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |
Atmospheric pressure,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
Atmospheric propagation,ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |
Atmospheric radio-wave,ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |
Atmospherics,ବାୟୁମଣ୍ଡଳ
Atom,ପରମାଣୁ
Atomic structure,ପରମାଣୁ ଗଠନ
Attachment,ସଂଲଗ୍ନ
Attenuation,ସାଧନ
Attenuation loss,ଆଟେନେସନ୍ କ୍ଷତି |
Attenuation of sound waves,ଶବ୍ଦ ତରଙ୍ଗର ଆଭିମୁଖ୍ୟ |
Attenuator,ଆଟେଟୋଲେଟର୍ |
Attenuator-pad,ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |
Audibility threshold,ପରିମାପ ସୀମା
Audible,ମୂଳଦୁଆ
Audible frequency,ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |
Audible tone,ଶ୍ରବଣୀୟ ସ୍ୱର
Audible-spectrum,ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |
Audience,ଦର୍ଶକ |
Audio,ଅଡିଓ
Audio amplifier,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
Audio analyzer,ଅଡିଓ ଆନାଲିଜର |
Audio broadcasting,ଅଡିଓ ପ୍ରସାରଣକାରୀ |
Audio cable,ଅଡିଓ କେବୁଲ୍ |
Audio chain,ଅଡିଓ ଶୃଙ୍ଖଳା
Audio codec,ଅଡିଓ କୋଡେକ
Audio compression,ଅଡିଓ ସଙ୍କୋଚନ |
Audio compressor,ଅଡିଓ ସଙ୍କୋଚନ |
Audio console,ଅଡିଓ କୋନସୋଲ |
Audio distortion,ଅଡିଓ ବିକୃତ |
Audio dynamic range,ଅଡିଓ ଗତିଶୀଳ ପରିସର |
Audio file format,ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |
Audio frame format,ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |
Audio frequency amplifier,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
Audio frequency generator,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |
Audio frequency range,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |
Audio frequency response,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |
Audio limiter,ଅଡିଓ ସୀମା
Audio line,ଅଡିଓ ରେଖା |
Audio mixer,ଅଡିଓ ମିକ୍ସର୍ |
Audio modulation,ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |
Audio oscillator,ଅଡିଓ ଓସକ୍ଲଟର |
Audio output,ଅଡିଓ ଆଉଟପୁଟ୍
Audio power,ଅଡିଓ ଶକ୍ତି |
Audio quality,ଅଡିଓ ଗୁଣ
Audio signal,ଅଡିଓ ସଙ୍କେତ
Audio signal processing,ଅଡିଓ ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |
Audio spectrum,ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍
Audio storage,ଅଡିଓ ଷ୍ଟୋରେଜ୍ |
Audio sub-carrier,ଅଡିଓ ସବ୍-କ୍ୟାରିଅର୍ |
Audio transformer,ଅଡିଓ ଟ୍ରାନ୍ସଫର୍ମର |
Audio transmitter,ଅଡିଓ ଟ୍ରାନ୍ସମିଟର |
Audio/video compression,ଅଡିଓ / ଭିଡିଓ ସଙ୍କୋଚନ |
Audio-frequency oscillator,ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ଓସକ୍ଲୁଟର |
Audio-frequency signal,ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନାଲ୍ |
Audiometry,ଅଡିଓମେଟ୍ରି |
Audio-visual aid,ଅଡିଓ-ଭିଜୁଆଲ୍ ସାହାଯ୍ୟ |
Auditory perception,ଅଡିଟୋରୀ ଧାରଣା |
Authentication,ପ୍ରାମାଣିକିକରଣ
Authorised carrier frequency,ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |
Auto CAD,ଅଟୋ କ୍ୟାଡ୍
Auto diagnostics,ଅଟୋ ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |
Automatic,ସ୍ୱୟଂଚାଳିତ |
Automatic control,ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ |
Automatic detection,ସ୍ୱୟଂଚାଳିତ ଚିହ୍ନଟ |
Automatic equipment,ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ରପାତି |
Automatic frequency control,ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |
Automatic limiter,ସ୍ୱୟଂଚାଳିତ ସୀମା |
Automatic machine,ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ର
Automatic phasae control,ସ୍ୱୟଂଚାଳିତ ଫାସା ନିୟନ୍ତ୍ରଣ |
Automatic picture transmission,ସ୍ୱୟଂଚାଳିତ ଚିତ୍ର ଟ୍ରାନ୍ସମିସନ୍ |
Automatic playback,ସ୍ୱୟଂଚାଳିତ ପ୍ଲେକ୍ |
Automatic power control,ସ୍ୱୟଂଚାଳିତ ଶକ୍ତି ନିୟନ୍ତ୍ରଣ |
Automatic programming,ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |
Automatic recording,ସ୍ୱୟଂଚାଳିତ ରେକର୍ଡିଂ |
Automatic reset,ସ୍ୱୟଂଚାଳିତ ପୁନ et ସେଟ୍ |
Automatic shutter,ସ୍ୱୟଂଚାଳିତ ସଟକଟର୍ ​​|
Automatic system,ସ୍ୱୟଂଚାଳିତ ସିଷ୍ଟମ୍ |
Automatic telephone,ସ୍ୱୟଂଚାଳିତ ଟେଲିଫୋନ୍ |
Automatic temperature control,ସ୍ୱୟଂଚାଳିତ ତାପମାତ୍ରା ନିୟନ୍ତ୍ରଣ |
Automatic voltage regulator,ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟାମକ |
Automatic volume compressor,ସ୍ୱୟଂଚାଳିତ ଭଲ୍ୟୁମ୍ ସଙ୍କେତ ଅନୁବାଦକ |
Automatic volume control,ସ୍ୱୟଂଚାଳିତ ଭଲ୍ୟୁମ୍ କଣ୍ଟ୍ରୋଲ୍ |
Automatic volume expander,ସ୍ୱୟଂଚାଳିତ ଭଲ୍ୟୁମ୍ ବିସ୍ତାର କରନ୍ତୁ |
Automation,ସ୍ୱୟଂଚାଳିତ
Automation control,ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ
Automation frequency controller,ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |
Auxiliary,ସହାୟକକାରୀ
Auxiliary audio bus,ସହାୟକ ଅଡିଓ ବସ୍ |
Available power,ଉପଲବ୍ଧ ଶକ୍ତି ଉପଲବ୍ଧ |
Avalanche breakdown,ଆଭାଲାନେ ଭାଙ୍ଗିବା |
Average life,ହାରାହାରି ଜୀବନ
Average pressure,ହାରାହାରି ଚାପ
Average speed,ହାରାହାରି ଗତି
Axis of spin,ସ୍ପିନ୍ ର ଅକ୍ଷ |
Azimuth,ଆଜିମ୍ୟୁଥ୍
Azimuth angle,ଆଜିମ୍ୟୁଥ କୋଣ |
Azimuth error,ଆଜିମ୍ୟୁଥ୍ ତ୍ରୁଟି |
Back light,ପଛ ହାଲୁକା
Back projection,ବ୍ୟାକ୍ ପ୍ରୋଜେକସନ |
Back voltage (=reverse voltage),ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ (= ଓଲଟା ଭୋଲଟେଜ୍)
Backfire (arc back),ବ୍ୟାକଫାୟାର (ଆକ୍ ବ୍ୟାକ୍)
Background light,ପୃଷ୍ଠଭୂମି ଆଲୋକ |
Background noise,ପୃଷ୍ଠଭୂମି ଶବ୍ଦ
Background projection,ପୃଷ୍ଠଭୂମି ପ୍ରୋଜେକସନ |
Backup,ନକଲ ସଂରକ୍ଷଣ
Baffle,ବାଧା
Baking,ବେକିଂ
Balanced audio,ସନ୍ତୁଳିତ ଅଡିଓ
Balanced audio line,ସନ୍ତୁଳିତ ଅଡିଓ ରେଖା |
Balanced transmission line,ସନ୍ତୁଳିତ ଟ୍ରାନ୍ସମିସନ ଲାଇନ୍ |
Balancing,ସନ୍ତୁଳନ |
Ballast,ବାଲାଷ୍ଟ |
Ballast factor,ବାଲାଷ୍ଟ ଫ୍ୟାକ୍ଟର୍ |
Balun,ବାଲୁନ୍ |
Band,ବ୍ୟାଣ୍ଡ
Band pass filter,ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |
Band selector,ବ୍ୟାଣ୍ଡ ସିଲେକ୍ଟର୍ |
Band splitting,ବ୍ୟାଣ୍ଡ ବିଭାଜନ
Band stop filter,ବ୍ୟାଣ୍ଡ ଷ୍ଟପ୍ ଫିଲ୍ଟର୍ |
Band switch,ବ୍ୟାଣ୍ଡ ସୁଇଚ୍
Band tuning,ବ୍ୟାଣ୍ଡ ଟ୍ୟୁନିଂ
Bandwidth,ବ୍ୟାଣ୍ଡୱିଡଥ୍ |
Bar,ଦଣ୍ଡିକା
Bar code,ବାର୍ କୋଡ୍
Bar data,ବାର୍ ଡାଟା |
Bare band,ଖାଲି ବ୍ୟାଣ୍ଡ |
Bare lamp,ଖାଲି ଦୀପ
Barn door,ବର୍ଣ୍ଣ କବାଟ
Base band,ମୂଳା ବ୍ୟାଣ୍ଡ
Base band signal,ବେସ୍ ବ୍ୟାଣ୍ଡ ସିଗ୍ନାଲ୍ |
Base band system,ମୂଳ ବ୍ୟାଣ୍ଡ ସିଷ୍ଟମ୍ |
Base browser,ବେସ୍ ବ୍ରାଉଜର୍ |
Base collector junction,ମୂଳ କଲେକ୍ଟର ଜଙ୍କସନ |
Base insulator,ମୂଳ ଇନସୁଲେଟର |
Bass,ବାସ୍
Bass compensation,ବାସ୍ କ୍ଷତିପୂରଣ |
Bass loudspeaker (woofer),ବ୍ୟାସ୍ ଉଚ୍ଚ ସ୍ୱିସ୍ ଶିଖର (ୱୋଫର୍)
Batch scanning,ବ୍ୟାଚ୍ ସ୍କାନିଂ |
Battery charging,ବ୍ୟାଟେରୀ ଚାର୍ଜିଂ |
Beam,ବିମ୍
Beat,Beat
Beat frequency oscillator,ଫ୍ରିକ୍ୱେନ୍ସି ଓସ୍କିଲେଟର୍ ବିଟ୍ କରନ୍ତୁ |
Bel,ବେଲ
Bias,ପକ୍ଷ
Bias circuit,ପକ୍ଷର ସର୍କିଟ |
