Bengali,Marathi
পিছনের এলাকা,मागील क्षेत्र
ব্যাক স্ক্যাটার,परत स्कॅटर
ব্যাকগ্রাউন্ড চার্জ,पार्श्वभूमी शुल्क
পার্শ্ব গোলমাল,बाजूचा आवाज
পশ্চাদপসরণ,प्रतिगामी
পোস্টেরিয়র বিকিরণ,पोस्टरियर इरॅडिएशन
ব্যাকওয়ার্ড ডায়োড / ব্যাকওয়ার্ড ডায়োড,बॅकवर्ड डायोड / बॅकवर्ड डायोड
ব্যাকওয়ার্ড ওয়েভ অসিলেটর,बॅकवर्ड वेव्ह ऑसिलेटर
"বাধা, বাধা","अडथळा, अडथळा"
বাধা,अडथळा
সুষম সেতু,संतुलित पूल
সুষম মডুলেটর,संतुलित मॉड्युलेटर
সুষম মডুলেটর,संतुलित मॉड्युलेटर
সুষম সার্কিট,संतुलित सर्किट
সুষম গ্রেডিয়েন্ট ডিটেক্টর,संतुलित ग्रेडियंट डिटेक्टर
বর্তমান স্টেবিলাইজার প্রতিরোধের,वर्तमान स्टॅबिलायझर प्रतिरोध
বোলোমিটার,बोलोमीटर
বোলোমিটার সেতু,बोलोमीटर पूल
বেলুন,फुगा
কলা জ্যাক,केळी जॅक
কলা প্লাগ,केळी प्लग
"ব্যান্ড, ব্যান্ডেজ","पट्टी, पट्टी"
ব্যান্ড ড্রাইভার,बँड चालक
ব্যান্ড শক্তি,बँड ऊर्जा
ব্যান্ড ফাঁক,बँड अंतर
ব্যাডপার্ক পরিবর্ধক,बॅडपार्क अॅम्प्लीफायर
ব্যান্ড পাস ফিল্টার,बँड पास फिल्टर
বড রেট জেনারেটর,बॉड रेट जनरेटर
banddispersion,banddispersion
ব্যান্ড প্রতিরোধক,बँड रेझिस्टर
ব্যান্ড ব্রেকার ফিল্টার,बँड ब्रेकर फिल्टर
ব্যান্ড সম্প্রসারণ,बँड विस्तार
ব্যান্ড রিমুভার ফিল্টার,बँड रिमूव्हर फिल्टर
ব্যান্ড এক্সপেনশন ডিফ্লেকশন মাল্টিপ্লায়ার,बँड विस्तार विक्षेप गुणक
ব্যান্ড এক্সটেনশন দূরত্ব গুণক,बँड विस्तार अंतर गुणक
"বিম ক্যাপাসিটর, ব্যাংক ক্যাপাসিটর","बीम कॅपेसिटर, बँक कॅपेसिटर"
"বার্কার কোড, বার্কার কোড","बार्कर कोड, बार्कर कोड"
barravaugen মানদণ্ড,barravaugen निकष
বাধাদানকারী,बॅरेटर
বাধা,अडथळा
অন্তরক ক্যাপাসিটর,इन्सुलेट कॅपेसिटर
বাধা শক্তি,अडथळा ऊर्जा
প্রতিরোধক ভোল্টেজ,रेझिस्टर व्होल्टेज
বার্টলেট উইন্ডো,बार्टलेट विंडो
"ভিত্তি, ভিত্তি","आधार, आधार"
বেস ব্যান্ড,बेस बँड
বেস ব্যান্ড ট্রান্সমিশন,बेस बँड ट्रान्समिशन
বেস চার্জ,बेस चार्ज
ভিত্তি বর্তমান,बेस करंट
ভিত্তি বর্তমান উৎস,मूळ वर्तमान स्रोत
বেস শিয়ারিং,बेस कातरणे
আধার মদন,आधार मदन
বেস ইমিটার ফিড,बेस एमिटर फीड
বেস ইমিটার জংশন,बेस एमिटर जंक्शन
বেস ইনজেকশন,बेस इंजेक्शन
স্থল লাইন,ग्राउंड लाईन
বেস প্রতিরোধের,बेस प्रतिकार
ভিত্তি উৎস,मूळ स्रोत
বেস সম্প্রসারণ প্রতিরোধের,बेस विस्तार प्रतिकार
বেস সম্প্রসারণ প্রতিরোধের,बेस विस्तार प्रतिकार
ভিত্তি বেধ,बेस जाडी
বেস অ্যাক্সেস,बेस प्रवेश
"বেস উইথ মডুলেশন, বেস এক্সপেনশন মডুলেশন","बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन"
বেস কালেক্টর চুক্তি,बेस कलेक्टर करार
গন্ধ,वास
খাদ ফ্রিকোয়েন্সি,बास वारंवारता
ব্যাটারি,बॅटरी
বউড,बॉड
বড হার,बॉड दर
বড রেট জেনারেটর,बॉड रेट जनरेटर
বোডো কোড,बोडो कोड
"সংকেত, বীকন","सिग्नल, बीकन"
"মানিকা, বিড","माणिका, बीड"
ম্যানিক ক্যাপাসিটর,मॅनिक कॅपेसिटर
মানিকর্তপি প্রতিরোধক,मणिकर्तपी प्रतिरोधक
"মরীচি অ্যান্টেনা, মরীচি অ্যান্টেনা","बीम अँटेना, बीम अँटेना"
মরীচি আবিষ্কারক,बीम डिटेक्टर
মরীচি পাওয়ার পায়ের পাতার মোজাবিশেষ,बीम पॉवर नळी
মরীচি সুইচিং অগ্রভাগ,बीम स्विचिंग नोजल
মরীচি সম্প্রসারণ,तुळई विस्तार
বীট ফ্রিকোয়েন্সি,बीट वारंवारता
বীট-ফ্রিকোয়েন্সি অসিলেটর,बीट-फ्रिक्वेंसी ऑसिलेटर
পালস অসিলেটর,पल्स ऑसिलेटर
বেল,घंटा
নমন ক্ষতি,वाकणे नुकसान
বেসেল ফিল্টার,बेसल फिल्टर
বেটা,बीटा
b-h বক্ররেখা,b-h वक्र
"পক্ষপাত, পক্ষপাত","पक्षपात, पक्षपात"
পক্ষপাত বর্তমান,पूर्वाग्रह वर्तमान
পক্ষপাত প্রতিরোধ,पूर्वाग्रह प्रतिकार
ডবল অ্যান্টেনা,दुहेरी अँटेना
দ্বিমুখী লোড বর্তমান,द्विदिशात्मक भार प्रवाह
দ্বিমুখী অ্যান্টেনা,द्विदिश अँटेना
দ্বিমুখী আলো নির্গত ডায়োড,द्विदिश प्रकाश उत्सर्जक डायोड
দ্বিমুখী থাইরিস্টর,द्विदिशात्मक थायरिस्टर
bi FET প্রযুক্তি,bi FET तंत्रज्ञान
দ্বি-বিন্দু ট্রান্সফরমার,द्वि-बिंदू ट्रान्सफॉर्मर
ডবল ফিউশন,दुहेरी संलयन
দ্বিপাক্ষিক সার্কিট,द्विपक्षीय सर्किट
বাইনারি,बायनरी
বাইনারি যোগফল,बायनरी बेरीज
বাইনারি সার্কিট,बायनरी सर्किट
বাইনারি কোডেড দশমিক,बायनरी कोडेड दशांश
বাইনারি কোডেড দশমিক সিস্টেম,बायनरी कोडेड दशांश प्रणाली
বাইনারি ডাইপোল ক্যাপাসিটর,बायनरी द्विध्रुवीय कॅपेसिटर
বাইনারি ক্যালকুলেটর,बायनरी कॅल्क्युलेटर
বাইনারি ক্যালকুলেটর,बायनरी कॅल्क्युलेटर
বাইনারি ডিকোডার,बायनरी डीकोडर
বাইনারি মই,बायनरी शिडी
বাইনারি প্যাথোমিটার,बायनरी पॅथोमीटर
বাইনারি অবস্থা,बायनरी स्थिती
বাইনারি-ডেসিমেল ডিকোডার,बायनरी-दशांश डिकोडर
বাইনারি লোড,बायनरी लोड
বাইনারি শব্দ,बायनरी शब्द
বাইপোলার,द्विध्रुवीय
বাইপোলার ক্যাপাসিটর,द्विध्रुवीय कॅपेसिटर
বাইপোলার ডিভাইস,द्विध्रुवीय उपकरण
বাইপোলার উৎস,द्विध्रुवीय स्रोत
বাইপোলার ট্রানজিস্টর,द्विध्रुवीय ट्रान्झिस्टर
বাইপোলার জংশন ট্রানজিস্টর,द्विध्रुवीय जंक्शन ट्रान्झिस्टर
দ্বিঘাত ফিল্টার,चतुर्भुज फिल्टर
ডবল অবস্থান,दुहेरी स्थिती
দুই-পর্যায়ের মাল্টিভাইব্রেটর,दोन-स्टेज मल्टीव्हायब्रेटर
দ্বিমুখী রিলে,द्विदिशात्मक रिले
দুই-পর্যায়ের রাষ্ট্র,biphasic स्थिती
দুই-পজিশন ট্রিগার,दोन-स्थिती ट्रिगर
বিট ত্রুটি,बिट त्रुटी
বিট ত্রুটি হার,बिट त्रुटी दर
বিট ত্রুটি,बिट त्रुटी
বিটকল ত্রুটি,बिटकल त्रुटी
অন্ধ বাক্স,आंधळा बॉक्स
ঘনীভূত নাড়ি,घनरूप नाडी
সচিব,सचिव
সিক্রেটরি ইনহিবিটার,सेक्रेटरी इनहिबिटर
অন্ধত্ব,अंधत्व
সেগমেন্ট ডায়াগ্রাম,खंड आकृती
ব্লকিং প্রতিবন্ধকতা,अवरोधित करणे
খণ্ড স্থানান্তর,तुकडा हस्तांतरण
পথিমধ্যে রোধ করা,इंटरसेप्ट
প্রতিরোধক ক্যাপাসিটর,रेझिस्टर कॅपेसिटर
প্রতিরোধক ক্যাপাসিটর,रेझिस्टर कॅपेसिटर
ব্লকিং অসিলেটর,रेझिस्टर ऑसिलेटर
প্রতিরোধক অসিলেটর,ब्लॉकिंग ऑसिलेटर
প্রতিরোধক ভোল্টেজ,रेझिस्टर व्होल्टेज
ব্লোয়ার,ब्लोअर
বোড ডায়াগ্রাম,bode आकृती
voltzmann সম্পর্ক,voltzmann संबंध
voltzmann ধ্রুবক,voltzmann स्थिरांक
বন্ধন,बंध
আবদ্ধ স্ট্রেন গেজ,बाउंड स्ट्रेन गेज
স্ব-চালিত পরিবর্ধক,स्वयं-समर्थक अॅम्प्लिफायर
বুলিয়ান বীজগণিত,बुलियन बीजगणित
বুলিয়ান সমীকরণ,बुलियन समीकरण
বুট Strapon,बूट Strapon
বুথের অ্যালগরিদম,बूथचे अल्गोरिदम
বুটস্ট্র্যাপ প্রিজম সার্কিট,बूटस्ट्रॅप प्रिझम सर्किट
bosscutts নিয়ম,bosscutts नियम
বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড,बोस-चौधरी हॉकेनहॅम (BCH) कोड
"লাফ, লাফ","उडी, उडी"
আবদ্ধ ইলেকট্রন,बद्ध इलेक्ट्रॉन
ব্র্যাগ প্রতিফলক,ब्रॅग रिफ्लेक्टर
জড়িত তার,गुंफलेली तार
শাখা,शाखा
শাখা,शाखा
পরীক্ষা বোর্ড,प्रयोग मंडळ
বিরতি জোন,ब्रेक झोन
ব্রেকিং ভোল্টেজ,ब्रेकिंग व्होल्टेज
ব্রেকডাউন ডায়োড,ब्रेकडाउन डायोड
ফ্র্যাকচার ফিক্সেশন,फ्रॅक्चर फिक्सेशन
ব্রেকিং ভোল্টেজ,ब्रेकिंग व्होल्टेज
সেতু,पूल
সেতু সংশোধনকারী,ब्रिज रेक्टिफायर
প্রশস্ত ব্যান্ড,रुंद बँड
সম্প্রচার ব্যান্ড,ब्रॉडकास्ट बँड
অ্যাস্ট্রাল অ্যারে,सूक्ष्म अॅरे
সম্প্রচার,प्रसारण
সম্প্রচার অ্যান্টেনা,ब्रॉडकास्ट अँटेना
সম্প্রচার গ্রহনকারী যন্ত্র,ब्रॉडकास्ट रिसीव्हर
ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার,वारंवारता प्रसारण प्राप्तकर्ता
সম্প্রচার ট্রান্সমিটার,प्रसारण ट्रान्समीटर
বুস্টার অ্যান্টেনা,बूस्टर अँटेना
বাস অ্যান্টেনা,बस अँटेना
বুরুশ নিমজ্জন,ब्रश विसर्जन
বুদবুদ এবং গেট,बुडबुडे आणि गेट
বুডবুডু বা গেট,बुडबुडू किंवा गेट
বুদবুদ স্মৃতি,बबल स्मृती
ক্ষতিপূরণকারী ভোল্টেজ,भरपाई व्होल्टेज
বাফার,बफर
বাফার পরিবর্ধক,बफर अॅम्प्लीफायर
বাফার সার্কিট,बफर सर्किट
বাফার অপারেটর,बफर ऑपरेटर
বাফার রেজিস্টার,बफर रजिस्टर
বাল্ব,बल्ब
জনসংখ্যার প্রভাব,लोकसंख्या प्रभाव
ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস,मॅक्रो सेमीकंडक्टर उपकरण
গুচ্ছ,घड
নিমজ্জিত বিনিময়,बुडलेली एक्सचेंज
নিমজ্জিত স্তর,बुडलेला थर
নিমজ্জিত যোগাযোগ,बुडलेला संपर्क
বিস্ফোরণ পরিবর্ধক,स्फोट अॅम्प्लीफायर
বিস্ফোরণ কভার,स्फोट कव्हर
বিস্ফোরণ গুলি,स्फोट गोळीबार
বিস্ফোরণ দরজা পরিবর্ধক,स्फोट दरवाजा अॅम्प्लीफायर
বিস্ফোরিত মোড,बर्स्ट मोड
বিস্ফোরণ বিভাজক,स्फोट विभाजक
বিস্ফোরণের সংকেত,स्फोट सिग्नल
বিস্ফোরণ ত্রুটি সংশোধনকারী কোড,स्फोट त्रुटी सुधारक कोड
যথেষ্ট,पुरेसा
বাস বার,बस बार
বাস সংগঠন,बस संघटना
বাস স্ট্যান্ডার্ড,बस मानक
শুধু ক্ষণস্থায়ী,फक्त क्षणिक
মাখন মূল্য ফিল্টার,बटर वर्थ फिल्टर
bnc তার,bnc वायर
বিএনসি জয়েন্টার,BNC जॉइंटर
উপায় দ্বারা,च्या कडे
বাইপাস ক্যাপাসিটর,बायपास कॅपेसिटर
বাইট,बाइट
ভি ব্যান্ড,व्ही बँड
সি ব্যান্ড অ্যান্টেনা,सी बँड अँटेना
তার,तार
তারের রাউটিং,वायर राउटिंग
টেলিগ্রাফ টেলিভিশন,टेलिग्राफ दूरदर्शन
ক্যাশ মেমরি,कॅशे मेमरी
সিসিম ফ্রিকোয়েন্সি স্ট্যান্ডার্ড,Sisim वारंवारता मानक
ক্যালকুলেটর,कॅल्क्युलेटर
ক্রমাঙ্কন,कॅलिब्रेशन
কল ঠিকানা,कॉल पत्ता
কলপিট অসিলেটর,कॉलपिट ऑसिलेटर
ক্যাম কর্ডার,कॅम कॉर्डर
ক্যামেরা,कॅमेरा
ক্যামেরার পায়ের পাতার মোজাবিশেষ,कॅमेरा नळी
candela,candela
মোমবাতি শক্তি,मेणबत्ती शक्ती
ক্যান্টিলিভার স্ট্রেন গেজ,कॅन्टिलिव्हर स्ट्रेन गेज
ধারণ,धारण
ক্যাপাসিট্যান্স রক্তচাপ ট্রান্সডুসার,कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर
হোল্ডিং ডিস্ট্রিবিউটর,होल्डिंग वितरक
চুক্তি ধারণ,करार धारण
ক্যাপাসিট্যান্স গেজ,कॅपेसिटन्स गेज
সংগ্রাহক হোল্ডিং,धारण कलेक्टर
ক্যাপাসিট্যান্স বিক্রিয়া,capacitance reactance
"ক্যাপাসিটিভ এনার্জি কনভার্টার, ট্রান্সডুসার","कॅपेसिटिव्ह एनर्जी कन्व्हर्टर, ट्रान्सड्यूसर"
ক্যাপাসিটর,कॅपेसिटर
ক্যাপাসিটর ব্যাংক,कॅपेसिटर बँक
ক্যাপাসিটর ফিল্টার,कॅपेसिटर फिल्टर
ক্যাপাসিটর ইনপুট ফিল্টার,कॅपेसिटर इनपुट फिल्टर
উইঞ্চ মোটর,विंच मोटर
পুলি সার্ভো বডি,पुली सर्वो बॉडी
চরখী,चरखी
ক্যাপচার,पकडणे
ক্যাপচার ধারা,कॅप्चर कलम
ক্যাপচার প্রভাব,कॅप्चर प्रभाव
ক্যারিয়ারের শব্দ অনুপাত,वाहक आवाज प्रमाण
গাড়ির রেডিও,कार रेडिओ
কার্বন প্রতিরোধক,कार्बन प्रतिरोधक
কার্ড পাঠক,कार्ड रीडर
কার্ডিওড ডায়াগ্রাম,कार्डिओइड आकृती
বহন,गाडी
গাড়ি ফেরত,कॅरेज रिटर्न
বাহক,वाहक
ক্যারিয়ার যোগাযোগ,वाहक संप्रेषण
ক্যারিয়ারের ঘনত্ব,वाहक एकाग्रता
ক্যারিয়ার ফ্রিকোয়েন্সি,वाहक वारंवारता
ক্যারিয়ার প্রজনন,वाहक पुनरुत्पादन
ক্যারিয়ার স্তর,वाहक पातळी
ক্যারিয়ার জীবন,वाहक जीवन
ক্যারিয়ারের গতিশীলতা,वाहक गतिशीलता
বাহক গুণন,वाहक गुणाकार
ক্যারিয়ারের শব্দ স্তর,वाहक आवाज पातळी
ক্যারিয়ার পরিসীমা,वाहक श्रेणी
ক্যারিয়ার রিকভারি সার্কিট,वाहक पुनर्प्राप्ती सर्किट
ক্যারিয়ার পুনঃনিবেশ,वाहक पुनर्निवेशण
পরিবাহী বিক্ষিপ্তকরণ,प्रवाहकीय विखुरणे
ক্যারিয়ার দমন,वाहक दडपशाही
বাহক খাঁচা,वाहक पिंजरा
ক্যারিয়ার বেগ,वाहक वेग
হাত বিট,हाताचा तुकडा
পতাকা রাখা,ध्वज धरला
"দখলের রেজিস্টার, দখলের রেজিস্টার","ताबा नोंदवही, ताबा नोंदवही"
বহনযোগ্য জেনারেটর,पोर्टेबल जनरेटर
কার্সনের আইন,कार्सन कायदा
কার্তুজ ফিউজ,काडतूस फ्यूज
কার্তুজ টেপ,काडतूस टेप
ক্যারি ফস্টার ব্রিজ,कॅरी फॉस्टर ब्रिज
ধাপ পরিবর্ধক,स्टेप अॅम्प्लीफायर
গ্রেডেশন,श्रेणीकरण
ক্যাসকেড পরিবর্ধক,कॅस्केड अॅम्प्लीफायर
"ক্যাসকোড অ্যামপ্লিফায়ার, স্টেপ অ্যামপ্লিফায়ার","Cascode अॅम्प्लीफायर, स्टेप अॅम्प्लीफायर"
ক্যাসেট,कॅसेट
প্ররোচনা,प्रलोभन
ক্যাপটিভ কোটার,कॅप्टिव्ह कोटर
ক্যাথোড,कॅथोड
ক্যাথোড ট্রেলিং,कॅथोड ट्रेलिंग
ক্যাথোড ট্রেলিং পরিবর্ধক,कॅथोड ट्रेलिंग अॅम्प्लिफायर
ক্যাথোড আলোকসজ্জা,कॅथोड ल्युमिनन्स
ক্যাথোড উপাদান,कॅथोड साहित्य
ক্যাথোড রে অসিলোস্কোপ,कॅथोड किरण ऑसिलोस्कोप
ক্যাথোড রশ্মি নল,कॅथोड रे ट्यूब
ক্যাথোড কণা জমা,कॅथोड कण जमा करणे
ক্যাথোড আলোকসজ্জা,कॅथोड ल्युमिनन्स
কয়ার ফিল্টার,कॉयर फिल्टर
kaver ফিল্টার,kaver फिल्टर
কোটর,कोटोर
এন্ট্রাল বিকিরণ,एंट्रल रेडिएशन
cotter অনুরণক,कोटर रेझोनेटर
ফ্যাট চার্জ কাপলড ডিভাইস (CCD),फॅट चार्ज कपल्ड डिव्हाइस (सीसीडी)
সিডি রম,सीडी रोम
সিডি রম ড্রাইভ,सीडी रोम ड्राइव्ह
সেল (ব্যাটারি),सेल (बॅटरी)
কেন্দ্রীয় সম্পদ উপাদান,केंद्रीय संसाधन घटक
কেন্দ্রীয় সম্পদ ইউনিট,केंद्रीय संसाधन युनिट
কেন্দ্রীয় প্রসেসর,केंद्रीय प्रोसेसर
গড় স্কেল,अर्थ
মধ্য ফ্রিকোয়েন্সি,मध्यम वारंवारता
মাঝারি নিষ্কাশন ট্রান্সফরমার,मध्यम एक्झॉस्ट ट्रान्सफॉर्मर
"সিরামিক, কাদামাটি","सिरेमिक, चिकणमाती"
সিরামিক ফিলার,सिरेमिक फिलर
সিরামিক ফিল্টার,सिरेमिक फिल्टर
সিরামিক উপাদান,सिरेमिक साहित्य
সিরামিক রেজোনেটর,सिरेमिक रेझोनेटर
সিরামিক শব্দ রিসিভার,सिरेमिक ध्वनी रिसीव्हर
সেরেনকভ ক্যালকুলেটর,सेरेनकोव्ह कॅल्क्युलेटर
সরমাত,सरमत
চ্যালকোজেনাইড,chalcogenide
ক্যালকোপিরাইট,कॅल्कोपायराइट
"চ্যানেল, চ্যানেল","चॅनेल, चॅनेल"
চ্যানেল ব্যান্ড সম্প্রসারণ,चॅनेल बँड विस्तार
চ্যানেল কোডার,चॅनेल कोडर
চ্যানেল ফ্রিকোয়েন্সি,चॅनेल वारंवारता
চ্যানেল চরিত্র,चॅनेल वर्ण
চ্যানেল বিচ্ছেদ,चॅनेल वेगळे करणे
চ্যানেল তত্ত্ব,चॅनेल सिद्धांत
চরিত্র জেনারেটর,वर्ण जनरेटर
চরিত্রের স্বীকৃতি,वर्ण ओळख
বৈশিষ্ট্যগত প্রতিবন্ধকতা,वैशिष्ट्यपूर्ण प्रतिबाधा
চার্জ ক্যারিয়ার,चार्ज वाहक
চার্জ নিয়ন্ত্রণ পরামিতি,चार्ज कंट्रोल पॅरामीटर
মিলিত ডিভাইস চার্জ,जोडलेले उपकरण चार्ज करा
চার্জ যুগল র্যান্ডম অ্যাক্সেস মেমরি,चार्ज कपल्ड यादृच्छिक प्रवेश मेमरी
চার্জ ঘনত্ব,चार्ज घनता
চার্জ ইনজেকশন ডিভাইস,चार्ज इंजेक्शन डिव्हाइस
চার্জ ক্ষতি,शुल्क तोटा
চার্জ পাম্পিং,चार्ज पंपिंग
চার্জ সেন্সিং এমপ্লিফায়ার,चार्ज सेन्सिंग अॅम्प्लिफायर
চার্জ স্টোরেজ,चार्ज स्टोरेज
চার্জিত কণা,चार्ज केलेले कण
অনুরাগী,उत्कट
ফ্রেম,फ्रेम
robyshev ফিল্টার,robyshev फिल्टर
মোট চেক,बेरीज तपासा
ফ্রিকোয়েন্সি পরীক্ষা করুন,वारंवारता तपासा
রাসায়নিক বন্ধন,रासायनिक बंध
রাসায়নিক বাষ্প এজাহার,रासायनिक बाष्प जमा करणे
চাইল্ড লক সুবিধা,चाइल्ड लॉक सुविधा
শিশুর আইন,मुलाचा कायदा
চিপ,चिप
চিপ সক্রিয়করণ,चिप सक्रिय करणे
দম বন্ধ করা,गुदमरणे
বিরতিহীন,अधूनमधून
বিরতিহীন পরিবর্ধক,मधूनमधून अॅम्प्लिफायर
বিরতিহীন পরিবর্ধক,मधूनमधून अॅम्प्लिफायर
বিরতিহীন মোড,मधूनमधून मोड
ক্রোমা পরিবর্ধক,क्रोमा अॅम्प्लीफायर
চরিত্রায়ন চিত্র,व्यक्तिचित्रण आकृती
পিগমেন্টেশন,रंगद्रव्य
বৃত্ত চিত্র,वर्तुळ आकृती
সার্কিট,सर्किट
সার্কিট বিশ্লেষণ,सर्किट विश्लेषण
সার্কিট ব্রেকার,सर्किट ब्रेकर
বর্তনী চিত্র,सर्किट आकृती
সার্কিট স্বরলিপি,सर्किट नोटेशन
সার্কিট বদল,सर्किट स्विचिंग
বৃত্তাকার তরঙ্গ পথ,गोलाकार लहरी मार्ग
সঞ্চালন স্মৃতি,प्रसारित स्मृती
বন্ধন সার্কিট,बाँडिंग सर्किट
ক্ল্যাপ অসিলেটর,क्लॅप ऑसिलेटर
ক্লাস A পরিবর্ধক,वर्ग ए एम्पलीफायर
ক্লাস A] B] C] D অপারেশন,वर्ग A] B] C] D ऑपरेशन्स
ক্লাস B পরিবর্ধক,वर्ग बी एम्पलीफायर
ক্লাস সি পরিবর্ধক,क्लास सी अॅम्प्लिफायर
ক্লাস ডি পরিবর্ধক,वर्ग डी अॅम्प्लीफायर
এস ক্লাস বডি,एस वर्ग शरीर
