Punjabi,Hindi
ਬਾਰਡੋਲੀ ਸੱਤਿਆਗ੍ਰਹਿ,बारदोली सत्याग्रह
ਬਾਰਨ ਬਰਨਰ,बार्न बर्नस
ਬੈਰਨ,"बैरन, सामंत"
ਬੈਰੋਨੇਜ,बैरोनेज
ਬੈਰੋਨਸ ਮੇਜਰਸ,महासामंत
ਬੈਰੋਨਸ ਨਾਬਾਲਗ,लघु सामंत
ਬੈਰੋਨੇਸ,सामंत पत्नी
ਬੈਰੋਨੇਟ,उपसामंत
ਬੈਰੋਨੇਟੇਜ,उपसामंत वर्ग
ਬੈਰੋਨੇਟੇਜ,2. बैरोनेट वंशावली
ਬੈਰੋਨੇਟਸੀ,उपसामंत
ਬੈਰੋਨੀ,बैरोनी
ਬੈਰਾਕੂਨ,दास बंदीगृह
ਬੈਰਾਕੂਨ,2. दास-गृह
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),अवरोध
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),2. घिराव
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),3. मोचबिंदी
ਬੇਸ ਕੈਂਪ,आधार शिबिर
ਬੇਸਿਲਿਕਾ,वैसिलिका
ਬੇਸਿਲਿਕਾ,2. सभा भवन
ਬਸਤੀਲਾ,बैस्टील
ਬੈਸਟਿਲ,बैस्टील
ਬੈਸਟਿਲ,2. कारागार
ਬੈਟਰੀ,तोपखाना
ਲੜਾਈ,"रण, समर, युद्ध"
ਬੈਟਲੇ-ਐਰੇ,रण-व्यूह
ਲੜਾਈ ਦਾ ਰੋਣਾ,युद्ध-घोष
ਲੜਾਈ ਦੀਨ,युद्ध कोलाहल
ਲੜਾਈ ਦਾ ਮੈਦਾਨ,"रण भूमि, रण क्षेत्र, समरांगण"
ਲੜਾਈ ਦਾ ਭਜਨ,युद्ध-गान
ਸਪਰਸ ਦੀ ਲੜਾਈ,एड़-युद्ध
ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ,ध्वज-संग्राम
ਬੈਟਲਸ਼ਿਪ,"रणपोत, जंगी जहाज़, संगरपोत"
ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ,"संगरपोत शक्ति, रणपोत-शक्ति"
Bayeux tapestry,बेयू चित्रपट
ਬੀਕਨ,संकेत प्रकाश
ਬੀਕਨ ਟਾਵਰ,प्रकाश स्तंभ
ਬੀਵਰ,मुखरक्षी
ਬੀਵਰ,2. बीवर सिक्का
ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ,समुद्री बैगर
ਬੇਲੀਕੋਜ਼,युयुत्यु
ਬੇਲੀਕੋਸ,2. लड़ाकू
ਬੇਲੀਕੋਜ਼,3. युद्धप्रिय
ਬੇਲੀਕੋਸਿਟੀ,"युयुत्सा, युद्धप्रियता, लड़ाकूपन"
ਬੇਲੋਨਾ,बेलोना
ਲਾਭ,"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति"
ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ,पादरी-सुविधा
ਬੇਨੇਲਕਸ,बेनीलक्स
ਬਰਲਿਨ ਫ਼ਰਮਾਨ,"बर्लिन डिकी, बर्लिन निषेध"
ਬੇਸਰਕਰ,"जुझारू योद्धा, नार्सी योद्धा"
ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ),बजांत
ਬੈਥਲ,बैथेल
ਬਾਈਬਲੀਓਲੇਟਰ,ग्रंथ-पूजक
ਬਿਬਲਿਓਲਾਟਰੀ,ग्रंथपूजन
ਵੱਡੀ ਬਰਥਾ,बिग बर्था
ਬਿਗੌਟ,धर्मांध
ਬਿਲੀਟਿੰਗ,वासादेश
ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ,बिल ऑफ अटेन्डर
ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ,अधिकार-पत्र
ਜੀਵਨੀਕਾਰ,"जीवनीकार, चरित लेखक"
ਜਨਮ ਕਹਾਣੀਆਂ,जातक कथाएँ
ਬਿਵੁਆਕ,पड़ाव
ਬਿਵੁਆਕ,2. रण-शिविर
ਬਿਵੁਆਕ,3. सैनिक पहरा
ਬਿਜੋਨੀਆ,बाइज़ोनिया
ਕਾਲਾ ਪੰਛੀ,अवैध दास आयात
ਕਾਲਾ ਝੰਡਾ,काला झंडा
ਕਾਲਾ ਮੋਰੀ,काल-कोठरी
ਕਾਲਾ ਮੋਰੀ,2. ब्लैक होल
ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ),"गद्दार, द्रोही"
ਕਾਲੀ ਕਮੀਜ਼,"ब्लैक शर्ट, काली कुर्ती दल"
ਬਲੇਜ਼ਨ,कुल चिह्र
ਬਲੇਜ਼ਨ,2. कुल चिह्र अंकन
ਧਮਾਕੇਦਾਰ,कुल-चिह्रांकन कला
ਧਮਾਕੇਦਾਰ,2. कलात्मक प्रदर्शन
ਬਲਿਟਜ਼ਕਰੀਗ,"तड़ित युद्ध, तूफानी हमला"
ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ),"गौरवमय क्रांति, रक्तहीन क्रांति"
ਬਲੱਡਵਾਈਟ,"रक्तपात देय, खून की कीमत, रक्तपात दण्ड"
ਖੂਨੀ ਮੈਰੀ,खूनी मेरी (सन् - ईo)
ਨੀਲਾ,ब्लू
ਨੀਲਾ ਖੂਨ,"आभिजात्य, कुलीनता"
ਨੀਲੀ ਕਿਤਾਬ,"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक"
ਨੀਲਾ ਰਿਬਨ,"नीला फीता, ब्लू रिबन"
ਨੀਲਾ ਰਿਬਨ,2. सर्वोच्च सम्मान
ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ),राजकीय रक्षक
ਨੀਲੀ ਕਮੀਜ਼,नीली कुर्ती दल (इटली)
ਬਲੂ ਵਾਟਰ ਸਕੂਲ,नौसेना समर्थक
ਕੰਟਰੋਲ ਬੋਰਡ,"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल"
ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ,"वर्म, जिरह-बख्तर"
ਬੋਅਰ,बूर
ਲੁੱਟ,लूट का माल
ਬੋਰੋ,बरो
ਬੁਲੇਉਟੇਰੀਅਨ,सीनेट सदन
ਬੋਰਬਨ,बूर्बा
ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ,बॉक्सर विद्रोह
ਬ੍ਰੇਸ,भुज कवच
ਬ੍ਰਾਸਾਰਡ,बाहु पट्टिका
ਬ੍ਰਾਸਾਰਡ,"2. भुज बंध, भुज कवच"
ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ,बहुधान्यक प्रदेश
ਛਾਤੀ ਪਲੇਟ,"वक्षस्त्राण, उरस्ताण"
ਛਾਤੀ ਦਾ ਕੰਮ,आवक्ष भित्ति
ਬਰੇਟਵਾਲਡਾ,"ब्रेटवाल्डा, ब्रिटनों का अधिपति"
ਬ੍ਰਿਗੈਂਡ,बटमार
ਬ੍ਰਿਗੇਂਡੇਜ,"बटमारी, लुंठन, राहजनी"
ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼,"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल"
ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ),"ब्राउन शर्ट्स, भूरी कुर्ती दल"
ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ),ब्रुसेल्स संधि संगठन
ਮੱਝ,महिष चर्म
ਮੱਝ,2. लघु कोट
ਮੱਝ-ਕੋਟ,बफ़-कोट
ਮੱਝਾਂ,बफ़-रेज़िमेंट
ਬੁਲੇ (=ਕੌਂਸਲ),ब्यूल
ਬਰਗੇਜ,पट्टेदारी
ਬਰਗੇਸ,पौर प्रतिनिधि
ਬਿਜ਼ੰਤੀਨੀ,बाईजेन्टिनी
ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ,बाइजेन्टिनी गिरजाघर
ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ,बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य
ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ,बाइजेन्टिनी संवत्
ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ,बाइजेन्टिनी इतिहासकार
ਕਾਬਲ,"काबेल, षडयंत्रकारियों का गुट"
ਕੈਸਰਵਾਦ,सीज़रतंत्र
ਖਲੀਫਾ,खलीफ़ा
ਕੈਲੀਗ੍ਰਾਫਰ,"खुशनवीस, सुलेखक"
ਕੈਲੀਗ੍ਰਾਫਿਸਟ,सुलेख-विशारद
ਕੈਲੀਗ੍ਰਾਫੀ,सुलेख
ਕੈਲਟ੍ਰੋਪ,कैल्ट्रॉप
ਦੋਸਤੀ,सौहार्द
ਕੈਮਰਿਲਾ,लघु कक्ष
ਕੈਮਰਿਲਾ,2. षाड्यंत्रिक
ਕੈਮਲੌਕਮ,(पोप का) मुकुट
ਕੈਮੋਫਲੇਜ,"छद्मावरण, छद्म गोपन"
ਮੁਹਿੰਮ,अभियान
ਕੈਂਪ ਫਾਲੋਅਰ,लश्करी; शिविरानुचर
ਕੈਂਪੋ ਸੈਂਟੋ,गिरजा क़ब्रिस्तान
ਕੈਂਪਸ ਮਾਰਟੀਅਸ,कैंपस मारशियस
ਕੈਨੇਫੋਰਾ,"कान्फोरा, डलियावाली"
ਕੈਂਗੂ,कैंग; काष्ठबंध
ਕੈਨੋਨੇਡ,गोलाबारी
ਤੋਪ ਚਾਰਾ,"युद्ध-बलि, तोपचारा"
ਕੈਨਨ,धर्म-सूत्र
ਕੈਨਨ ਕਾਨੂੰਨ,"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम"
ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ,"कैनोपेस आज्ञप्ति, कैनोपस डिक्री"
ਕੈਂਟਿੰਗ ਹਥਿਆਰ,"चिह्रित शस्त्र, चिह्रित आयुध"
ਬੰਦੀ,बंदी
ਕੈਪਟਰ,बंदीकर्त्ता
ਕਾਰਡੀਨਲ,कार्डिनल
ਕਾਰਲ,कार्ल
ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼,कैरोलिन्जी राजवंश
ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ,कारथूसी संप्रदाय
ਕਾਰਟੋਸਾ,कारथूसी मठ
ਕੈਸਟਲੀਅਨ,"किलेदार, कोटपाल"
ਕੈਸਟਲੀਅਨ,2. केस्टेलन
ਜਾਤ ਪ੍ਰਣਾਲੀ,वर्ण-व्यवस्था
ਕਿਲ੍ਹਾ,() दुर्ग
ਕਿਲ੍ਹਾ,(2) गढ़ी
ਕੈਸਲ ਸ਼ਹਿਰ,दुर्ग-नगर
ਕਾਸਟਰਾ,कैस्ट्रा
ਕਾਸਟਰਾ,2. रोमन शिविर
ਕੈਥੇਡਰਾ,पादरी का सिंहासन
ਗਿਰਜਾਘਰ,मुख्य गिरजाघर
ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼,केटो स्ट्रीट षडयंत्र
ਕਾਉਡੀਲੋ,कॉडिलो
ਕੈਵਲੀਅਰ,() कैवेलियर
ਕੈਵਲੀਅਰ,(2) घुड़सवार
ਕੈਵਲੀਅਰ ਸੰਸਦ,कैवेलियर पार्लियामेंट
ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ,"पक्ष-त्यागी गुट, आडुलम गुट"
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,"गुहा-चित्रकारी, गुहा-चित्रण"
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,2. गुहा-चित्र
ਸੇਂਟਮਵੀਰ,सेन्टुमविर
ਸੈਂਚੁਰੀਅਨ,सेंचुरियन
ਸਦੀ,"शताब्दी, सदी, शती"
ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ),"जिरह-बख्तर, श्रृंखला-कवच"
ਛੰਤਰੀ,"समर्पित मंदिर, समर्पित पूजागृह"
ਛੰਤਰੀ,2. समर्पित धर्मदास
ਚੈਪ ਕਿਤਾਬ,चैप पुस्तिका
ਪਾਦਰੀ,"धर्माधिकारी, चैपलिन"
ਅਧਿਆਇ,पादरी मंडल
ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ,सांयोगिक दुर्घटनाएँ
ਚਾਰਜ,कीतिंचिह्र
ਚਾਰਜ ਡੀ,"कार्यदूत, दूत-कार्यकारी"
ਚਾਰਜ ਵਿਭਾਜਨ,विदाई परामर्श
ਚਾਰਜਰ,युद्धाश्व
ਰੱਥ,विजय रथ
ਰੱਥ,रथारोही
ਰੱਥ,2. रथी
ਰੱਥ,3. सारथी
ਚੈਰਿਟੀ ਰਸੋਈ,"अन्नसत्र, लंगर"
ਚਾਰਟਰ,"अधिकार-पत्र, चार्टर"
ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ),चार्टिस्ट आंदोलन
ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ,"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ"
Chateau,"सामंत गढ़ी, शातो"
ਚੈੱਕ ਪੋਸਟ,पड़ताल चौकी
ਰਸਾਇਣਕ ਯੁੱਧ,रासायनिक युद्ध
ਚੈਸਟਰ,दुर्ग-नगर
ਮੁੱਖ,सरदार
ਸਰਦਾਰ,सरदार
ਸਰਦਾਰ,2. सामंत
ਸਰਦਾਰ,3. राजा
ਸ਼ਿਫੋਨ,"जालांशुक, जालीदार कपड़ा, शिफान"
ਸ਼ਿਸ਼ਟਾਚਾਰ,शौर्य
ਚੁਣੇ ਹੋਏ ਲੋਕ,यहूदी लोग
ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ,दिव्यवाणी कक्ष प्रवचन कक्ष
ਈਸਾਈ-ਜਗਤ,ईसाई जगत
ਈਸਾਈ ਯੁੱਗ,ईसवी काल
ਈਸਾਈ ਸਮਾਜਵਾਦ,ईसाई समाजवाद
ਇਤਹਾਸ,इतिवृत्त
ਇਤਿਹਾਸਕਾਰ,इतिवृत्तकार
Chryse Chersonese,स्वर्ण-भूमि
ਸਿਮਲੀਅਮ,रत्न-कक्ष
Cinquecento ਸ਼ੈਲੀ,सोलहवीं शती की शैली
ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ,परिनौचालन
ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ,सिस्तर्शी साधु
ਕਿਲਾ,"दुर्ग, गढ़ी"
ਹਵਾਲਾ,() प्रशस्ति
ਹਵਾਲਾ,(2) उपस्थिति सूचना
ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ,सविनय अवज्ञा (आन्दोलन)
ਸਿਵਲ ਯੁੱਧ,गृह-युद्ध
ਸਿਵਿਸ ਰੋਮਨਸ,रोमन नागरिक
ਕਲਾਸੀਕਲ ਉਮਰ,"कलासिकी युग, श्रेण्य युग"
ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ),बटमार
ਕਲਰਕਵਾਦ,"पादरीवाद, पुरोहितवाद"
ਕਲਰਚ,"भूग्राही, क्लेरुक"
ਕਲੀਨਿਕ ਅੰਦੋਲਨ,क्लूनी आंदोलन
ਕੋਟ ਸ਼ਸਤ੍ਰ,"कवच, जिरह-बख्तर"
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,कुलांक
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,2. आयुधांक
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,3. अस्त्र-ध्वजादि-चित्रण
ਡਾਕ ਦਾ ਕੋਟ,"कवच, जिरह-बख्तर, अंगत्राण"
ਸਮੂਹ,कोहॉर्ट
ਕੋਮੀਟੀਆ,कोमिशिया
Comitia Centuriata,कोमिशिया सेंतुरियाता
Comitia Curiata,कोमिशिया क्यूरिआता
ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ,कोमिशिया ट्रिब्यूता
ਯਾਦਗਾਰੀ arch,स्मारक तोरण
ਯਾਦਗਾਰੀ ਸਿੱਕਾ,स्मारक सिक्का
ਯਾਦਗਾਰੀ ਮੋਹਰ,स्मारक मुहर
ਆਮ ਖੇਤਰ,सार्वजनिक भूमि
Communard,कम्यूनार्ड
ਕਨਕੋਰਡੈਟ,समझौता
ਕਨਕੋਰਡੈਟ,2. धर्म-संधि
ਕੰਡੋਟੀਏਰ,कंदोत्यर
ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ,"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि"
