Kannada,Malayalam
ಅಕೌಸ್ಟಿಕ್ ಫೋನಾನ್,അക്കോസ്റ്റിക് ഫോണോൺ
ಧ್ವನಿ ಘಟಕ,ശബ്ദ യൂണിറ്റ്
ಅಕೌಸ್ಟಿಕ್,അക്കോസ്റ്റിക്
ಧ್ವನಿ ಜನರೇಟರ್,ശബ്ദ ജനറേറ്റർ
ಕ್ರಿಯೆ ಮತ್ತು ಪ್ರತಿಕ್ರಿಯೆ,പ്രവർത്തനവും പ്രതികരണവും
ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ,സജീവമാക്കൽ
ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ,സജീവമാക്കൽ ഊർജ്ജം
"ಆಕ್ಟಿವೇಟರ್, ಆಕ್ಟಿವೇಟರ್","ആക്റ്റിവേറ്റർ, ആക്റ്റിവേറ്റർ"
ಸಕ್ರಿಯ,സജീവമാണ്
ಕ್ರಿಯಾಶೀಲತೆ,ആക്ടിവിസം
ನಿಜವಾದ ಒತ್ತಡ,യഥാർത്ഥ സമ്മർദ്ദം
ಗುಸುಗುಸು,മന്ത്രിക്കുന്നു
ಒಟ್ಟುಗೂಡಿಸಲು,സംഗ്രഹിക്കാനായി
"ಮೊತ್ತ, ಸಂಕಲನ, ಒಟ್ಟು (ed.), ಸಂಯೋಜಕ (v.)","തുക, കൂട്ടിച്ചേർക്കൽ, മൊത്തം (എഡി.), സങ്കലനം (വി.)"
"ಸಂಯೋಜಕ ಸ್ವರ, ಹೆಚ್ಚುವರಿ ಸ್ವರ (ಸ್ವರ)","സംയോജിത സ്വരം, അധിക സ്വരം (സ്വരാക്ഷരങ്ങൾ)"
ಸಂಯೋಜಕ,സങ്കലനം
ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,അഡീഷൻ
ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ,പശ ഊർജ്ജം
ಅಡಿಯಾಬಟ್,അടിയാബാറ്റ്
ಅಡಿಯಾಬಾಟಿಕ್,adiabatic
ಶಾಖ ನಿರೋಧಕ,ചൂട് ഇൻസുലേറ്റിംഗ്
ಬಾಂಧವ್ಯ,ബന്ധം
ಹೊಂದಾಣಿಕೆ,ക്രമീകരിക്കാവുന്ന
ನುಗ್ಗುವಿಕೆ,നുഴഞ്ഞുകയറ്റം
ಹೊರಹೀರುವಿಕೆ,ആഗിരണം
ಮುಂದೆ,മുന്നോട്ട്
ಪ್ರಗತಿಪರ,പുരോഗമനപരമായ
"ಆಕಾಶಿ, ವಾಯು (ವಿ.), ವೈಮಾನಿಕ (ಸಂ)","ആകാശി, വായു (വി.), ഏരിയൽ (എഡി.)"
ಆಂಟೆನಾ ಸ್ಟ್ರೀಮ್,ആന്റിന സ്ട്രീം
ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ,ഏരിയൽ സർവേ
ಗಾಳಿಯ ವೇಗ,വായു വേഗത
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಗುಣಾಂಕ,എയറോഡൈനാമിക് കോഫിഫിഷ്യന്റ്
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ,എയറോഡൈനാമിക്
ವಾಯುಬಲವಿಜ್ಞಾನ,എയറോഡൈനാമിക്സ്
ಏರೋನಾಟಿಕಲ್,എയറോനോട്ടിക്കൽ
ಏರೋನಾಟಿಕ್ಸ್,എയറോനോട്ടിക്സ്
ಗಾಳಿಯ ನಾಡಿ,എയർ പൾസ്
"ವಾತಾವರಣ, ಅನಿಲಗೋಳ","അന്തരീക്ഷം, വാതകമണ്ഡലം"
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,ഫോക്കസ് സിസ്റ്റം
ಹಿಂಭಾಗದ ದಹನ,തിരികെ ജ്വലനം
ಹಿಂಬದಿ ಬೆಳಕು,ബാക്ക് ലൈറ്റ്
ಕನ್ಕ್ಯುಶನ್,ഞെട്ടൽ
"ವಯಸ್ಸು, ವಯಸ್ಸು, ವಯಸ್ಸು, ಯುಗ (ed.), ಸಮಯವನ್ನು ಪ್ರಭಾವಿಸಲು (ver.), ಸಮಯ, ಸಮಯದಿಂದ ಪ್ರಭಾವಿತವಾಗಿರುತ್ತದೆ","പ്രായം, പ്രായം, പ്രായം, യുഗം (എഡി.), സമയത്തെ ബാധിക്കാൻ (ver.), സമയം, സമയം ബാധിക്കുക"
ಸಮಯ ಪ್ರಭಾವಿತವಾಗಿದೆ,സമയം ബാധിച്ചു
"ವಯಸ್ಸಾದ, ವಯಸ್ಸಾದ","വാർദ്ധക്യം, വാർദ്ധക്യം"
ಸಮಯದ ಪರಿಣಾಮ,സമയ പ്രഭാവം
ಸಮಯ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,സമയ ഫല പരിശോധന
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಲ್ಲದ,ഗുരുത്വാകർഷണമില്ലാത്ത
ಸಮನ್ವಯ,അനുരഞ്ജനം
"ವಾಯುಗಾಮಿ ರಾಡಾರ್, ವೈಮಾನಿಕ ರಾಡಾರ್","വായുവിലൂടെയുള്ള റഡാർ, ഏരിയൽ റഡാർ"
"ವೈಮಾನಿಕ ಗುರಿ, ವೈಮಾನಿಕ ಗುರಿ","ആകാശ ലക്ഷ്യം, ആകാശ ലക്ഷ്യം"
ವಾಯು ಉಸಿರಾಟಕಾರಕ,എയർ റെസ്പിറേറ്റർ
ಹವಾನಿಯಂತ್ರಣ,എയർ കണ്ടീഷനിംഗ്
ಏರ್ಕ್ರೂ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,എയർക്രൂ ട്രാൻസ്ഫോർമർ
ವಿಮಾನ,വിമാനം
ಜೋಡಣೆ,വിന്യാസം
ಜೋಡಣೆ ದೋಷ,വിന്യാസ പിശക്
ಲೈವ್ ಸರ್ಕ್ಯೂಟ್,ലൈവ് സർക്യൂട്ട്
ಪೂರ್ಣ ಗಾಜಿನ ಕೊಳವೆ,മുഴുവൻ ഗ്ലാസ് ട്യൂബ്
ಸಂಪೂರ್ಣ ಲೋಹದ ಕೊಳವೆ,മുഴുവൻ മെറ്റൽ ട്യൂബ്
ಸರಿಪಡಿಸಲು,പരിഹരിക്കാൻ
"ಮಿಶ್ರತು (ಸಂ), ಮಿಶ್ರತ್ವಾನ್ (ಸಿಆರ್.)","മിസ്രതു (എഡി.), മിശ്രത്വാൻ (സി.ആർ.)"
ಮಿಶ್ರತ್ವಾನ್,മിശ്രത്വൻ
ಸರ್ವತ್ರ ಮಾಧ್ಯಮ,സർവ്വവ്യാപിയായ മാധ്യമം
ಓಮ್ನಿ ಆಂಟೆನಾ,ഓമ്‌നി ആന്റിന
ಪಂಚಾಂಗ,പഞ്ചഭൂതം
ಆಲ್ಫಾ,ആൽഫ
ಆಲ್ಫಾ ಚಟುವಟಿಕೆ,ആൽഫ പ്രവർത്തനം
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,ആൽഫാന്യൂമെറിക്
ಆಲ್ಫಾ ಕಿರಣ,ആൽഫാ റേ
ಬದಲಾವಣೆ,മാറ്റുക
"ಪರ್ಯಾಯ, ಪರ್ಯಾಯ","ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്"
ಆವರ್ತಕ,ആൾട്ടർനേറ്റർ
ಅಲ್ಟಿಮೀಟರ್,ആൾട്ടിമീറ്റർ
ಅಲ್ಟಿಮೀಟರ್,ആൾട്ടിമീറ്റർ
ಆಲ್ಟೈಮೆಟ್ರಿ,ആൾട്ടിമെട്രി
"ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ","ഉയരം, ഉയരം, ഉയരം, ഉയരം"
ಅಂಕಗಣಿತದ ತಾರ್ಕಿಕ ಘಟಕ (ALU),അരിത്മെറ്റിക് റീസണിംഗ് യൂണിറ്റ് (ALU)
ಅಮೇಟ್ ನಿಯಮ,ഒരു ഭരണം
ಪರಿಸರ,പരിസ്ഥിതി
ಅಮಿಕ್ರಾನ್,അമ്ക്രോൺ
ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ,അമ്മീറ്റർ
ಆಂಪಿಯರ್,ആമ്പിയർ
ಆಂಪಿಯರ್-ಕಾನೂನು,ആമ്പിയർ നിയമം
ಉಭಯಚರ ಅಯಾನು,ഉഭയജീവി അയോൺ
ವರ್ಧನೆ,ആംപ്ലിഫിക്കേഷൻ
ಆಂಪ್ಲಿಫಯರ್,ആംപ്ലിഫയർ
"ಕೋನ, ಆಯಾಮ","ആംഗിൾ, അളവ്"
ಎ. ಎಂ.ಯು. (ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ ಘಟಕ),എ. എം.യു. (ആറ്റോമിക് മാസ് യൂണിറ്റ്)
ಹೊಂದಬಲ್ಲ,അനുയോജ്യം
ಸಾದೃಶ್ಯ,സാമ്യം
ವಿಶ್ಲೇಷಕ,അനലിസ്റ്റ്
ವಿಶ್ಲೇಷಣೆ,വിശകലനം
ವಿಶ್ಲೇಷಣಾತ್ಮಕ,വിശകലനാത്മകമായ
ಪಾಯಿಂಟ್ ಅಲ್ಲದ,നോൺ-പോയിന്റ്
ಅಸಂಗತ,അസാധാരണമായ
ಮತ್ತು ಬಾಗಿಲು,വാതിലും
ಅಕೌಸ್ಟಿಕ್ ಅಲ್ಲದ,നോൺ-അക്കോസ്റ്റിക്
ಅಸಂಗತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,അസാധാരണമായ ഇലാസ്തികത
ಜಲರಹಿತ,ജലരഹിതമായ
ಕೋನ,കോൺ
ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ,angstrom യൂണിറ്റ്
ಕೋನೀಯ,കോണിക
ಪ್ರೊಟ್ರಾಕ್ಟರ್ ವರ್ನಿಯರ್,പ്രൊട്രാക്ടർ വെർനിയർ
ವಿವಾದಾತೀತ,തർക്കരഹിതമായ
ಗೌರವವಿಲ್ಲದ,ബഹുമാനമില്ലാത്ത
ವರ್ಣರಹಿತ ಕಾಂತೀಕರಣ,അക്രോമാറ്റിക് കാന്തികവൽക്കരണം
ಆಲಸ್ಯ,മന്ദത
ಅಯಾನ್,അയോൺ
ಅಸಮ್ಮಿತ,അസമമായ
ಐಸೊಟ್ರೊಪಿಕ್,ഐസോട്രോപിക്
ಐಸೊಟ್ರೋಪಿಸಮ್,ഐസോട്രോപിസം
ಅಳಿಸುವಿಕೆ,ഇല്ലാതാക്കൽ
ನಿರೂಪಕ,ഗൂഢാലോചനക്കാർ
ಆನೋಡ್,ആനോഡ്
ಆನೋಡೈಸೇಶನ್,ആനോഡൈസേഷൻ
ಅಸಮಂಜಸ,പൊരുത്തമില്ലാത്ത
ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್,ഒപ്റ്റിക്കൽ സിസ്റ്റം
ಆಂಟೆನಾ,ആന്റിന
ಆಂಟಿಬೆರಿಯನ್,ആന്റിബെറിയോൺ
ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ,ബോണ്ടിംഗ് വിരുദ്ധ സ്വത്ത്
ಕೌಂಟರ್ ಬಾಂಡ್,കൌണ്ടർ ബോണ്ട്
ಹಿಮ್ಮುಖ ಶಕ್ತಿ,റിവേഴ്സ് പവർ
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್,ഡയമാഗ്നറ്റിക്
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು,ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ
ವಿರೋಧಿ ಉರಿಯೂತ,വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്
ಗುರುತ್ವ ವಿರೋಧಿ,ആന്റിഗ്രാവിറ്റി
antilamda ಕಣ,ആന്റിലാംഡ കണിക
ಅಲೆಲೆಪ್ಟನ್,അല്ലെലെപ്റ്റൺ
ಕಾಂತೀಯ,ഡയമാഗ്നറ്റിക്
ಆಂಟಿಮಾಟರ್,പ്രതിദ്രവ്യം
ವಿರೋಧಿ ಕ್ಷಿಪಣಿ,വിരുദ്ധ മിസൈൽ
ಆಂಟಿನ್ಯೂಟ್ರಾನ್,ആന്റിന്യൂട്രോൺ
ಮಿಡಿಯುತ್ತಿದೆ,സ്പന്ദിക്കുന്ന
ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್,ആന്റി ന്യൂക്ലിയോൺ
ಪ್ರತಿಕಣ,ആന്റിപാർട്ടിക്കിൾ
ಆಂಟಿಪ್ರೋಟಾನ್,ആന്റിപ്രോട്ടോൺ
ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ,ആന്റി റിഫ്ലെക്റ്റീവ്
ಆಂಟಿಸಮ್ಮಿತೀಯ,ആന്റിസിമെട്രിക്
ಮರುಕಳಿಸುವುದಿಲ್ಲ,ആവർത്തിക്കാത്ത
ಅನಾಕ್ರೊನಿಸಮ್,അനാക്രോണിസം
ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್,സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്
ದ್ವಾರಕ್,ദ്വാരക്
"ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ","മുകളിൽ, മുകളിൽ, മുൻഭാഗം"
"ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್","സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ"
ನಿರಾಸಕ್ತಿ ಲೇಸ್,ഉദാസീനമായ ലേസ്
ಕರುಣಾಜನಕವಲ್ಲದ,ദയനീയമല്ലാത്ത
ಅಂಗವೈಕಲ್ಯವಲ್ಲದ,വൈകല്യമില്ലാത്തത്
ಬಹಳ ವರ್ಣರಹಿತ,വളരെ അക്രോമാറ്റിക്
"ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ","ഭൂമി-ഉയരം, അപ്പോജി"
"ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ","ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള"
ಪರಧ್ರುವೀಯತೆ,പരധ്രുവത്വം
ಸಾಧನ,ഉപകരണം
"ವಾಸ್ತವ, ದೃಶ್ಯ","വെർച്വൽ, വിഷ്വൽ"
ಗೋಚರ ಸೂರ್ಯ,ദൃശ്യ സൂര്യൻ
ದೃಶ್ಯ ಸಮಯ,ദൃശ്യ സമയം
ಹೊರಹೊಮ್ಮುವ ನೋಟ,ഉയർന്നുവരുന്ന രൂപം
ಅಪ್ಲಿಕೇಶನ್,അപേക്ഷ
ಅನ್ವಯಿಸುವಿಕೆ,പ്രയോഗക്ഷമത
ಅನ್ವಯಿಸಲಾಗಿದೆ,അപേക്ഷിച്ചു
ಗಮನಿಸಬಹುದಾದ,നിരീക്ഷിക്കാവുന്നതാണ്
ಅನುಸಂಧಾನ,സമീപനം
"ಹತ್ತಿರ, ಸುಮಾರು","അടുത്ത്, ഏകദേശം"
ಅಂದಾಜು,ഏകദേശ കണക്ക്
ಆವಿಯ ಒತ್ತಡ,നീരാവി മർദ്ദം
ಸ್ವಯಂಪ್ರೇರಿತ,സ്വമേധയാ
"ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್","ആർക്ക് ചൂള, ആർക്ക് ചൂള"
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,ആർക്കിമിഡീസിന്റെ നിയമം
ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್,വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം
ಆರ್ಕ್ ದೀಪ,ആർക്ക് ലാമ്പ്
ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್,ആർക്ക്-സ്പെക്ട്രം
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","പ്രദേശം, പ്രദേശം"
"ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ","പ്രാദേശിക, പ്രാദേശിക"
"ತೋಳು, ತೋಳು, ಶಾಖೆ","ഭുജം, ഭുജം, ശാഖ"
ಹವ್ಯಾಸಿ,അമച്വർ
"ವ್ಯೂಹ, ವ್ಯೂಹ","അറേ, അറേ"
ರಿಸೀವರ್,റിസീവർ
ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ,ഉച്ചാരണ വ്യക്തത
ಸಂಶ್ಲೇಷಿತ,സിന്തറ്റിക്
ಕೃತಕ ರೂಪಾಂತರ,കൃത്രിമ പരിവർത്തനം
ಆರೋಹಣ,ആരോഹണം
ಆರೋಹಣ,കയറ്റം
ಹತ್ತುವುದು,കയറുന്നു
ಆಗೋಲಿ,അഗോലി
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,സമാഹരണം
ಜೊತೆ,കൂട്ടം
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
ನಿಖರವಾದ ಅಂದಾಜು,കൃത്യമായ കണക്കുകൂട്ടൽ
ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು,വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ
"ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ","ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത"
ಸ್ವರ ಧ್ವನಿ,സ്വരാക്ഷര ശബ്ദം
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ
ಅಸ್ತೇನಿಕ್,ആസ്തെനിക്
"ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್","വിട്ടുനിൽക്കൽ, astigmatism"
ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,ജ്യോതിശാസ്ത്രം
ಗಗನಯಾತ್ರಿ,ബഹിരാകാശ സഞ്ചാരി
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,ജ്യോതിശാസ്ത്രജ്ഞൻ
ಆಕಾಶ,സ്വർഗ്ഗീയ
ಖಗೋಳಶಾಸ್ತ್ರ,ജ്യോതിശാസ്ത്രം
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,ജ്യോതിശാസ്ത്രം
ಅಸಮ್ಮಿತ,അസമമായ
ಲಕ್ಷಣರಹಿತ,അസിംപ്റ്റോട്ടിക്
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,വഷളാക്കുന്നു
ಅಸಮಕಾಲಿಕ,അസമന്വിത
"ವಾತಾವರಣ, ವಾತಾವರಣ","അന്തരീക്ഷം, അന്തരീക്ഷം"
ವಾತಾವರಣದ,അന്തരീക്ഷം
ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ,കാറ്റ് പ്രക്ഷുബ്ധത
ಪರಮಾಣು,ആണവ
ಪರಮಾಣು,ആറ്റോമിക
ಪರಮಾಣುತ್ವ,ആറ്റോമിസിറ്റി
ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ,ആണവ പിണ്ഡം
ಪರಮಾಣು ಸಂಖ್ಯೆ,ആറ്റോമിക നമ്പർ
"ಪರಮಾಣು ರಿಯಾಕ್ಟರ್, ಪರಮಾಣು ರಾಶಿ","ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ"
ಪರಮಾಣು,ആറ്റോമിക
ಕಣ,കണം
ಕಣ,കണം
ಕ್ಷೀಣತೆ,ശോഷണം
"ಕ್ಷೀಣಿಸುವುದು, ಕ್ಷೀಣಿಸುವುದು","ശോഷണം, ശോഷണം"
ಮೋಡಿ,ചാം
ಆಕರ್ಷಣೆಯ ಶಕ್ತಿ,ആകർഷണ ശക്തി
ಶ್ರವ್ಯತೆ,ശ്രവണക്ഷമത
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
ಶ್ರವ್ಯ,കേൾക്കാവുന്ന
ಆಡಿಯೋ ಜನರೇಟರ್,ഓഡിയോ ജനറേറ്റർ
ಶ್ರವಣ ಗ್ರಾಫ್,ഓഡിബിലിറ്റി ഗ്രാഫ്
ಶ್ರವಣ ವಿಜ್ಞಾನ,കേൾവി ശാസ്ത്രം
ಆಡಿಯೋಮೀಟರ್,ഓഡിയോമീറ്റർ
ಶ್ರವ್ಯ ಆವರ್ತನ ಆಂದೋಲಕ,കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ
ಧ್ವನಿ ಸಂಕೇತ,ശബ്ദ സിഗ്നൽ
ಶ್ರವ್ಯ-ದೃಶ್ಯ,ദൃശ്യ-ശ്രാവ്യ
"ಸಭಾಂಗಣ, ಸಭಾಂಗಣ","ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം"
OZ ಪರಿಣಾಮ,OZ പ്രഭാവം
ಪ್ರಚಾರ,പ്രമോഷൻ
ವರ್ಧಕ,എൻഹാൻസർ
ಧ್ರುವ ಜ್ವಾಲೆ,ധ്രുവജ്വാല
ದಕ್ಷಿಣ ಧ್ರುವ ಜ್ವಾಲೆ,ദക്ഷിണ ധ്രുവജ്വാല
ಉತ್ತರ ಧ್ರುವ ಜ್ವಾಲೆ,ഉത്തരധ്രുവ ജ്വാല
ಸ್ವಯಂಚಾಲಿತ ಎಚ್ಚರಿಕೆ,യാന്ത്രിക മുന്നറിയിപ്പ്
ಸ್ವಯಂ ಸಮಾನಾಂತರಕಾರಕ,ഓട്ടോ പാരലലൈസർ
"ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ","ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്"
"ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ","ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ"
"ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ","സഹായി, സഹകരണം, അധിക"
"ಅವದಾವ, ಅವಲಾಂಚೆ","അവദവ, അവലാഞ്ചി"
"ಅರ್ಥ, ಅರ್ಥ","അർത്ഥം, അർത്ഥം"
ಪರಿವಾರನ್,പരിവാരൻ
ಅಕ್ಷೀಯ,അച്ചുതണ്ട്
ಅಕ್ಷರೇಖೆ,അച്ചുതണ്ട്
ಅಜಿಮುತ್,അസിമുത്ത്
ಅಜಿಮುತ್,അസിമുത്ത്
