English,Assamese
Anti-log amplifier,এন্টিলগিন এম্প্লিফায়াৰ
Anti-resonant circuit,এন্টিৰেজোনেণ্ট চাৰ্কিট
Aperture time,দ্বাৰক যুগ
Apparent power,ভাৰ্চুৱেল শক্তি
Apparent wiring,তাঁৰৰ সংযোগ
Approximate voltage gain,আনুমানিক ভোল্টেজ লাভ
Armstrong modulator,আৰ্মষ্ট্ৰং মডুলেটৰ
Arrays of antenna,এন্টেনা এৰে
Aspect ratio,"আকাৰৰ অনুপাত, দৃষ্টি অনুপাত"
Astable circuit (free running circuit),ভাসমান বৰ্তনী (মুক্ত অপাৰেটিং বৰ্তনী)
Astable multivibrator,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
Astable multivibrator,ভাসমান মাল্টিভাইব্ৰেটৰ
Asymmetrical junction,অসমতাপূৰ্ণ সংযোগস্থল
Asynchronous counters,এচিনক্ৰ&#39;নাছ কেলকুলেটৰ
Atom,পাৰমাণৱিক
Atomic number,পাৰমাণৱিক সংখ্যা
Atomic structure,পাৰমাণৱিক গঠন
Audio amplifier,অডিঅ&#39; এম্প্লিফায়াৰ
Audio amplifier,অডিঅ&#39; এম্প্লিফায়াৰ
Audio cassette,অডিঅ&#39; কেছেট
Audio circuit,অডিঅ&#39; বৰ্তনী
Audio frequency,শ্ৰৱণযোগ্য কম্পাঙ্ক
Automatic voltage control,স্বয়ংক্ৰিয় ভল্টেজ নিয়ন্ত্ৰণ
Avalanche,হিমস্খলন
Average detector,গড় ডিটেক্টৰ
Axial mode,অক্ষীয় ধৰণ
Axial ratio,অক্ষীয় অনুপাত
Antenna,এন্টেনা
Back e.m.f.,পিছলৈ ইলেক্ট্ৰ&#39;ম&#39;টিভ বল
Back field,পিছফালৰ অঞ্চল
Back scattering,পিছলৈ বিক্ষিপ্ততা
Background charge,পটভূমি চাৰ্জ
Background noise,কাষৰ শব্দ
Backlash,ৰেট্ৰ&#39;গ্ৰেছন
Backlobe radiation,পশ্চাৎ বিকিৰণ
Backward diode,বেকৱাৰ্ড ডাইঅ&#39;ড / বেকৱাৰ্ড ডাইঅ&#39;ড
Backward wave oscillator,পিছলৈ তৰংগ দোলক
Baffle,"বাধা, বাধা"
Baffle shield,বাধাগ্ৰস্ততা
Balanced bridge,সুষম দলং
Balanced demodulator,সুষম মডুলেটৰ
Balanced modulator,সুষম মডুলেটৰ
Balanced network,সুষম বৰ্তনী
Balancedslope detector,ভাৰসাম্যপূৰ্ণ গ্ৰেডিয়েণ্ট ডিটেক্টৰ
Ballast resistors,কাৰেণ্ট ষ্টেবিলাইজাৰ ৰেজিষ্টেন্স
Balometer,বলোমিটাৰ
Balometer bridge,বলোমিটাৰ দলং
Balun,বেলুন
Banana jack,কল জেক
Banana plug,কল প্লাগ
Band,"বেণ্ড, বেণ্ডেজ"
Band conduction,বেণ্ড ড্ৰাইভাৰ
Band energy,বেণ্ড শক্তি
Band gap,বেণ্ড গেপ
Band pass amplifier,badpark এম্প্লিফায়াৰ
Band pass filter,বেণ্ড পাছ ফিল্টাৰ
Baud rate generator,বড হাৰ জেনেৰেটৰ
Band spreading,banddispersion
Band stop,বেণ্ড ৰেজিষ্টৰ
Band stop filter,বেণ্ড ব্ৰেকাৰ ফিল্টাৰ
Band width,বেণ্ড সম্প্ৰসাৰণ
Band-elimination filter,বেণ্ড আঁতৰোৱা ফিল্টাৰ
Bandwidth dispersion product,বেণ্ড এক্সপান্সন ডিফ্লেকচন মাল্টিপ্লাইয়াৰ
Bandwidth distance product,বেণ্ড সম্প্ৰসাৰণ দূৰত্ব বহুগুণক
Bank capacity,"ৰশ্মি কেপাচিটৰ, বেংক কেপাচিটৰ"
Barker code,"বাৰ্কাৰ কোড, বাৰ্কাৰ কোড"
Barkhausen criterion,barravaugen মাপকাঠী
Barretter,বেৰেটৰ
Barrier,বাধা
Barrier capacitor,ইনচুলেটিং কেপাচিটৰ
Barrier energy,বাধা শক্তি
Barrier voltage,ৰেজিষ্টৰ ভল্টেজ
Bartlett window,বাৰ্টলেট উইণ্ড&#39;
Base,"ভিত্তি, ভিত্তি"
Base band,বেচ বেণ্ড
Base band transmission,বেচ বেণ্ড ট্ৰেন্সমিছন
Base charge,ভিত্তি চাৰ্জ
Base current,বেচ কাৰেণ্ট
Base current source,ভিত্তি বিদ্যুৎ প্ৰবাহৰ উৎস
Base dipping,বেচ শ্বিয়াৰিং
Base doping,আধাৰ মদন
Base emitter feedback,বেচ এমিটাৰ ফিড
Base emitter junction,বেচ এমিটাৰ জংচন
Base infection,বেচ ইনজেকচন
Base line,গ্ৰাউণ্ড লাইন
Base resistance,ভিত্তি ৰেজিষ্টেন্স
Base source,ভিত্তি উৎস
Base spreading resistance,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
Base spreading resistance,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
Base thickness,ভিত্তিৰ বেধ
Base transport,ভিত্তি অভিগম
Base width modulation,"ভিত্তি প্ৰস্থ মডুলেচন, ভিত্তি সম্প্ৰসাৰণ মডুলেচন"
Base-collector junction,ভিত্তি সংগ্ৰাহক চুক্তি
Bass,গোন্ধ
Bass frequency,বেছ ফ্ৰিকুৱেন্সি
Battery,বেটাৰি
Baud,baud
Baud rate,বড হাৰ
Baud rate generator,বড হাৰ জেনেৰেটৰ
Baudot code,বডো ক&#39;ড
Beacon,"সংকেত, বিকন"
Bead,"মণিকা, বিড"
Bead capacitor,মেনিক কেপাচিটৰ
Bead thermister,মণিকাৰতাপি ৰেজিষ্টৰ
Bean antenna,"ৰশ্মি এন্টেনা, ৰশ্মি এন্টেনা"
Beam finder,ৰশ্মি ডিটেক্টৰ
Beam power tube,ৰশ্মি শক্তিৰ নলী
Beam switching tube,ৰশ্মি চুইচিং নজেল
Beam width,ৰশ্মি প্ৰসাৰণ
Beat frequency,বিট ফ্ৰিকুৱেন্সি
Beat frequency oscillator,বিট-ফ্ৰিকুৱেন্সি অচিলেটৰ
Beat oscillator,পালছ দোলক
Bel,বেল
Bending loss,বেণ্ডিং লছ
Bessel filter,বেচেল ফিল্টাৰ
Beta,বিটা
B-H curve,খ-হ বক্ৰ
Bias,"bias, পক্ষপাতিত্ব"
Bias current,বায়াছ কাৰেণ্ট
Bias resistor,বায়াছ ৰেজিষ্টেন্স
Biconical antenna,ডাবল এন্টেনা
Bidirection load current,দ্বিমুখী লোড কাৰেণ্ট
Bi-directional antenna,দ্বিমুখী এন্টেনা
Bidirectional LED,দ্বিমুখী পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড
Bidirectional thyristor,দ্বিমুখী থাইৰিষ্টৰ
Bi-FET technology,bi FET প্ৰযুক্তি
Bifilar transformer,বাই পইণ্ট ট্ৰেন্সফৰ্মাৰ
Bifilar winding,ডাবল ফিউজন
Bilateral network,দ্বিপাক্ষিক বৰ্তনী
Binary,বাইনাৰী
Binary addition,বাইনাৰী যোগফল
Binary circuit,বাইনাৰী বৰ্তনী
Binary coded decimal (BCD),বাইনাৰী ক&#39;ড কৰা দশমিক
Binary coded decimal system,বাইনাৰী ক&#39;ড কৰা দশমিক ব্যৱস্থা
Binary commutating capacitor,বাইনাৰী ডাইপোল কেপাচিটৰ
Binary counter,বাইনাৰী কেলকুলেটৰ
Binary counter,বাইনাৰী কেলকুলেটৰ
Binary decoder,বাইনাৰী ডিকোডাৰ
Binary ladder,বাইনাৰী জখলা
Binary odometer,বাইনাৰী পেথ&#39;মিটাৰ
Binary state,বাইনাৰী অৱস্থা
Binary to decimal decoders,বাইনাৰী-দশমিক ডিকোডাৰ
Binary weight,বাইনাৰী লোড
Binary word,বাইনাৰী শব্দ
Bipolar,বাইপোলাৰ
Bipolar capacitor,বাইপোলাৰ কেপাচিটৰ
Bipolar device,বাইপোলাৰ ডিভাইচ
Bipolar power supply,বাইপোলাৰ উৎস
Bipolar transistor,বাইপোলাৰ ট্ৰেঞ্জিষ্টৰ
Bipolar junction transistor,বাইপোলাৰ জংচন ট্ৰেঞ্জিষ্টৰ
Biquad filter,দ্বিঘাত ফিল্টাৰ
Bistable,ডাবল পজিচন
Bistable multivibratic,দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ
Bistable relay,দ্বিমুখী ৰিলে
Bistable state,দুটা পৰ্যায়ৰ অৱস্থা
Bistable trigger,দুটা অৱস্থানৰ ট্ৰিগাৰ
Bit error,বিট ভুল
Bit error rate (BER),বিট ভুলৰ হাৰ
Bit error,বিট ভুল
Bit timing error,bitkal ত্ৰুটি
Black box,অন্ধ বাকচ
Blanking pulses,ঘনীভূত স্পন্দন
Bleeder,নিঃসৰণকাৰী
Bleeder resistor,নিঃসৰণ প্ৰতিৰোধক
Blind speed,অন্ধতা
Block diagram,ছেগমেণ্ট ডায়াগ্ৰাম
Block impedance,ব্লক কৰা ইম্পিডেন্স
Block transfer,ফ্ৰেগমেণ্ট ট্ৰেন্সফাৰ
Blocking,ইন্টাৰচেপ্ট
Blocking capacitor,ৰেজিষ্টৰ কেপাচিটৰ
Blocking capacitor,ৰেজিষ্টৰ কেপাচিটৰ
Blocking oscillator,ব্লক কৰা দোলক
Blocking oscillator,ৰেজিষ্টৰ দোলক
Blocking voltage,ৰেজিষ্টৰ ভল্টেজ
Blower,ব্ল&#39;ৱাৰ
Bode diagram/plot,বোড ডায়াগ্ৰাম
Boltzmann relation,voltzmann সম্পৰ্ক
Boltzmann's constant,voltzmann ধ্ৰুৱক
Bond,বান্ধোন
Bonded strain gauge,বান্ধি ৰখা ষ্ট্ৰেইন গেজ
Boot strapping amplifier,স্ব-সহায়ক এম্প্লিফায়াৰ
Boolean algebra,বুলিয়ান বীজগণিত
Boolean equation,বুলিয়ান সমীকৰণ
Boot strapping,বুট ষ্ট্ৰেপন
Booth's algorithm,বুথৰ এলগৰিদম
Bootstrap sweep circuit,বুটষ্ট্ৰেপ প্ৰিজম বৰ্তনী
Bosanquert's law,bosscutts শাসন কৰে
Bose-Chaudhary-Hoeckingham  (BCH) code,বসু-চৌধাৰী হকেনহাম (BCH) কোড
Bounce,"জপিয়াই, জপিয়াই"
Bound electron,বান্ধ খাই থকা ইলেক্ট্ৰন
Bragg reflector,bragg প্ৰতিফলক
Braided wire,আন্তঃসংলগ্ন তাঁৰ
Branch,শাখা
Branching,শাখা-প্ৰশাখা
Bread board,পৰীক্ষা বৰ্ড
Break down region,ব্ৰেক জ&#39;ন
Break down voltage,ভল্টেজ ভাঙি যোৱা
Breakdown diode,ব্ৰেকডাউন ডাইঅ&#39;ড
Breakdown rating,ভাঙন স্থিৰকৰণ
Breakdown voltage,ভল্টেজ ভাঙি যোৱা
Bridge,সেঁতু
Bridge rectifier,ব্ৰীজ ৰেক্টিফায়াৰ
Broad band,বহল বেণ্ড
Broad cast band,সম্প্ৰচাৰ বেণ্ড
Broad side array,নক্ষত্ৰীয় এৰে
Broadcast,সম্প্ৰচাৰ
Broadcast antenna,সম্প্ৰচাৰ এন্টেনা
Broadcast receiver,সম্প্ৰচাৰ গ্ৰাহক
Broadcast receiver frequency,কম্পাঙ্ক সম্প্ৰচাৰ গ্ৰাহক
Broadcast transmitter,সম্প্ৰচাৰ ট্ৰেন্সমিটাৰ
Booster,বুষ্টাৰ এন্টেনা
Bruce antenna,বাছ এন্টেনা
Brush discharge,ব্ৰাছ বিসৰ্জন
Bubbled AND gate,bubbling AND গেট
Bubbled OR gate,বুডবুডু বা গেট
Bubble memory,বুদবুদযুক্ত স্মৃতিশক্তি
Bucking voltage,ক্ষতিপূৰণমূলক ভল্টেজ
Buffer,বাফাৰ
Buffer amplifier,বাফাৰ এম্প্লিফায়াৰ
Buffer circuit,বাফাৰ বৰ্তনী
Buffer driver,বাফাৰ অপাৰেটৰ
Buffer register,বাফাৰ ৰেজিষ্টাৰ
Bulb,বাল্ব
Bulk effect,জনসংখ্যাৰ প্ৰভাৱ
Bulk semi-conductor device,মেক্ৰ&#39; অৰ্ধপৰিবাহী যন্ত্ৰ
Buncher,মুঠি
Burried crossover,ডুব যোৱা বিনিময়
Burried layer,ডুব যোৱা স্তৰ
Burrier contact,ডুব যোৱা সংস্পৰ্শ
Burst amplifier,ব্লাষ্ট এম্প্লিফায়াৰ
Burst blanking,ব্লাষ্ট কভাৰ
Burst firing,ব্লাষ্ট ফায়াৰিং
Burst gate amplifier,বিস্ফোৰণ দুৱাৰ এম্প্লিফায়াৰ
Burst mode,বাৰ্ষ্ট মোড
Burst separator,বিস্ফোৰণ বিভাজক
Burst signal,বিস্ফোৰণ সংকেত
Burst-error correcting code,বাৰ্ষ্ট ভুল সংশোধক ক&#39;ড
Bus,বাছ
Bus bar,বাছ বাৰ
Bus organisation,বাছ সংস্থা
Bus standard,বাছৰ মানদণ্ড
Bus transient,মাত্ৰ ক্ষণিক
Butter worth filter,ফিল্টাৰৰ মূল্যৰ মাখন
BNC cable,bnc তাঁৰ
BNC connector,বিএনচি জইণ্টাৰ
By pass,বাই-ৱে
Bypass capacitor,বাইপাছ কেপাচিটৰ
Byte,বাইট
C band,ভি বেণ্ড
C band antenna,C বেণ্ড এন্টেনা
Cable,তাঁৰ
Cable routing,তাঁৰৰ ৰুটিং
Cable version,টেলিগ্ৰাফ টেলিভিছন
Cache memory,কেশ্ব মেমৰি
Caesium frequency standard,ছিছিম ফ্ৰিকুৱেন্সি ষ্টেণ্ডাৰ্ড
Calculator,কেলকুলেটৰ
Calibration,মানাংকন
Call address,কল ঠিকনা
Colpitt's oscillator,কলপিট দোলক
Camcorder,কেম কৰ্ডাৰ
Camera,কেমেৰা
Camera tube,কেমেৰাৰ নলী
Candela,কেণ্ডেলা
Candle power,মমবাতিৰ শক্তি
Cantilever strain gauge,কেন্টিলিভাৰ ষ্ট্ৰেইন গেজ
Capacitance,ধৰি ৰখা
Capacitance blood pressure transducer,ৰক্তচাপ ট্ৰেন্সডুচাৰ
Capacitance distributor,ধাৰণকাৰী বিতৰক
Capacitance junction,চুক্তি ধাৰণ কৰা
Capacitance meter,ধাৰণক্ষমতা গেজ
Capacitance pick-up,ধৰি ৰখা সংগ্ৰাহক
Capacitive reactance,ধাৰণক্ষমতা বিক্ৰিয়াশীলতা
Capacitive transducer,"কেপাচিটিভ এনাৰ্জি কনভাৰ্টাৰ, ট্ৰেন্সডুচাৰ"
Capacitor,কেপাচিটৰ
Capacitor bank,কেপাচিটৰ বেংক
Capacitor filter,কেপাচিটৰ ফিল্টাৰ
Capacitor input filter,কেপাচিটৰ ইনপুট ফিল্টাৰ
Capstan motor,উইঞ্চ মটৰ
Capstan servo system,পুলি চাৰ্ভো বডি
Capston,চৰখী
Capture,বন্দী কৰা
Capture cross-section,capture clause
Capture effect,কেপচাৰ ইফেক্ট
Carrier to noise ratio (CNR),বাহক শব্দ অনুপাত
Car radio,গাড়ী ৰেডিঅ&#39;
Carbon resistor,কাৰ্বন ৰেজিষ্টৰ
Card reader,কাৰ্ড ৰিডাৰ
Cardiod diagram,কাৰ্ডিঅ&#39;ইড ডায়েগ্ৰাম
Carriage,গাড়ী
Carriage return,carriage return
Carrier,বাহক
Carrier communication,বাহক যোগাযোগ
Carrier concentration,বাহক ঘনত্ব
Carrier frequency,বাহক কম্পাঙ্ক
Carrier generation,বাহক প্ৰজনন
Carrier level,বাহক স্তৰ
Carrier life time,বাহক জীৱন
Carrier mobility,বাহক গতিশীলতা
Carrier multiplication,বাহক গুণন
Carrier noise level,বাহক শব্দৰ মাত্ৰা
Carrier range,বাহক পৰিসৰ
Carrier recovery circuits,বাহক পুনৰুদ্ধাৰ বৰ্তনী
Carrier reinsertion,বাহক পুনৰ সন্নিৱিষ্ট কৰা
Carrier scattering,পৰিবাহী বিকিৰণ
Carrier suppression,বাহক দমন
Carrier trapping,বাহক পিঞ্জৰা
Carrier velocity,বাহক বেগ
Carry bit,হেণ্ড বিট
Carry flag,ধাৰণ কৰা পতাকা
Carry register,"দখলৰ পঞ্জীয়ন, দখলৰ পঞ্জী"
Carry-generator,পৰ্টেবল জেনেৰেটৰ
Carson's rule,carson&#39;s আইন
Cartridge fuse,কাৰ্টিজ ফিউজ
Cartridge tape,কাৰ্টিজ টেপ
Carry foster bridge,কেৰী ফষ্টাৰ ব্ৰীজ
Cascade amplifier,ষ্টেপ এম্প্লিফায়াৰ
Cascading,গ্ৰেডেচন
Cascade amplifier,কেছকেড এম্প্লিফায়াৰ
Cascode amplifier,"কেস্কোড এম্প্লিফায়াৰ, ষ্টেপ এম্প্লিফায়াৰ"
Cassette,কেছেট
Catalysis,প্ৰৰোচনা
Catcher cavity,বন্দী কোটাৰ
Cathode,কেথ&#39;ড
Cathode follower,কেথ&#39;ড ট্ৰেইলিং
Cathode follower amplifier,কেথ&#39;ড ট্ৰেইলিং এম্প্লিফায়াৰ
Cathode luminescence,কেথ&#39;ড লুমিনেন্স
Cathode material,কেথ&#39;ড পদাৰ্থ
Cathode ray oscilloscope (CRO),কেথ’ড ৰশ্মিৰ অচিলোস্কোপ
Cathode ray tube (CRT),কেথ&#39;ড ৰশ্মিৰ নলী
Cathode sputtering,কেথ&#39;ড কণা নিক্ষেপ
Cathode luminescence,কেথ&#39;ড লুমিনেন্স
Cauer filter,কুয়াৰ ফিল্টাৰ
Caver filter,kaver ফিল্টাৰ
Cavity,কোটৰ
Cavity radiation,এণ্ট্ৰেল ৰেডিয়চন
Cavity resonator,কটাৰ অনুনাদক
CCD (=charge couled device) amplifier,ফেট চাৰ্জ কাপল্ড ডিভাইচ (CCD)
CD-ROM,cd ৰম
CD-ROM drive,cd ৰম ড্ৰাইভ
Cell (battery),কোষ (বেটাৰী)
Central processing element,কেন্দ্ৰীয় সম্পদ উপাদান
Central processing unit (CPU),কেন্দ্ৰীয় সম্পদ একক
Central processor,কেন্দ্ৰীয় প্ৰচেছৰ
Central value,গড় স্কেল
Centre frequency,মধ্যম কম্পাঙ্ক
Centre tapped transformer,মাজৰ এক্সজেষ্ট ট্ৰেন্সফৰ্মাৰ
Ceramic,"চিৰামিক, মাটি"
Ceramic filler,চিৰামিক ভৰোৱা
Ceramic filter,চিৰামিক ফিল্টাৰ
Ceramic material,চিৰামিক সামগ্ৰী
Ceramic resonator,চিৰামিক অনুনাদক
Ceremic phono pick up,চিৰামিক শব্দ গ্ৰাহক
Cerenkov counter,cerenkov কেলকুলেটৰ
Cermet,সৰমত
Chalcogenoid,চলকোজেনাইড
Chalcopyrite,কেলকোপাইৰাইট
Channel,"চেনেল, চেনেল"
Channel bandwidth,চেনেল বেণ্ড সম্প্ৰসাৰণ
Channel encoder,চেনেল ক&#39;ডাৰ
Channel frequency,চেনেল কম্পাঙ্ক
Channel selector,চেনেলৰ চৰিত্ৰ
Channel separation,চেনেল পৃথকীকৰণ
Channeling theory,চেনেল তত্ত্ব
Character generator,আখৰ উৎপাদক
Character recognization,চৰিত্ৰ চিনাক্তকৰণ
Characteristic impedance,বৈশিষ্ট্যপূৰ্ণ ইম্পিডেন্স
Charge carrier,চাৰ্জ কেৰিয়াৰ
Charge control parameter,চাৰ্জ নিয়ন্ত্ৰণ প্ৰাচল
Charge coupled device,চাৰ্জ সংযুক্ত ডিভাইচ
Charge coupled random access memory,চাৰ্জ কাপল্ড ৰেণ্ডম এক্সেছ মেমৰি
Charge density,আধান ঘনত্ব
Charge injection device,চাৰ্জ ইনজেকচন ডিভাইচ
Charge loss,চাৰ্জ লছ
Charge pumping,চাৰ্জ পাম্পিং
Charge sensitive amplifier,চাৰ্জ চেন্সিং এম্প্লিফায়াৰ
Charge storage,চাৰ্জ সংৰক্ষণ
Charged particle,আধানযুক্ত কণা
Charger,ভাবুকতা
Chassis,ফ্ৰেম
Chebyshev filter,ৰবিশ্বেভ ফিল্টাৰ
Check sum,মুঠ পৰীক্ষা কৰক
Check up frequency,কম্পাঙ্ক পৰীক্ষা কৰক
Chemical bond,ৰাসায়নিক বন্ধন
Chemical vapour deposition,ৰাসায়নিক বাষ্প নিক্ষেপ
Child lock facility,শিশুৰ তলাৰ সুবিধা
Child's law,শিশুৰ আইন
Chip,চিপ
Chip enable,চিপ সক্ৰিয়কৰণ
Choke,choke
Choppar,intermittent
Chopper amplifier,মাজে মাজে এম্প্লিফায়াৰ
Chopper amplifier,মাজে মাজে এম্প্লিফায়াৰ
Chopper mode,মাজে মাজে মোড
Chroma amplifier,ক্ৰ&#39;মা এম্প্লিফায়াৰ
Chromaticity diagram,বৈশিষ্ট্য নিৰ্ণয়ৰ ডায়েগ্ৰাম
Chrominance,ৰং কৰা
Circle diagram,বৃত্তৰ ডায়েগ্ৰাম
Circuit,বৰ্তনী
Circuit analysis,বৰ্তনী বিশ্লেষণ
Circuit breaker,বৰ্তনী ভাঙক
Circuit diagram,বৰ্তনীৰ ডায়েগ্ৰাম
Circuit rotation,বৰ্তনী সংকেত
Circuit switching,চাৰ্কিট চুইচিং
Circular wave guide,বৃত্তাকাৰ তৰংগ পথ
Circulating memory,প্ৰচলিত স্মৃতিশক্তি
Clamping circuit,বণ্ডিং বৰ্তনী
Clapp oscillator,clap দোলক
Class A amplifier,ক্লাছ A এম্প্লিফায়াৰ
"Class A, B, C, D operation",ক শ্ৰেণী] খ] গ] ঘ কাৰ্য্যসমূহ
Class B amplifier,ক্লাছ বি এম্প্লিফায়াৰ
Class C amplifier,ক্লাছ C এম্প্লিফায়াৰ
Class D amplifier,ক্লাছ D এম্প্লিফায়াৰ
Class S system,S শ্ৰেণীৰ শৰীৰ
Clear,"বহিষ্কাৰ, পৰিষ্কাৰ"
Clipping,শ্বিয়াৰিং
Clipping circuit,শ্বিয়াৰিং বৰ্তনী
Clock,calad
Clock frequency,ঘড়ীৰ কম্পাঙ্ক
Clock pulse generator,ঘড়ী পালছ জেনেৰেটৰ
Clocked RS flip-flop,কাদাল আৰ এছ ফ্লিপ ফ্লপ
Closed circuit television,বন্ধ বৰ্তনী টেলিভিছন
Closed loop operation,বন্ধ লুপ কাৰ্য্য
Closed-loop gain,বন্ধ লুপ লাভ
CMOS (complementary MOS),পৰিপূৰক ধাতুৰ অৰ্ধপৰিবাহী
CMOS devices,CMOS ডিভাইচ
CMRR (common mode rejection ratio),চি এম আৰ আৰ (সাধাৰণ মোড নিষ্ক্ৰিয়কৰণ অনুপাত)
CO2 lasor,CO2laser
Co-axial cable,সমাক্ষীয় কেবল
Co-axial cavity,সমাক্ষীয় কোটাৰ
Coaxial connector,সমাক্ষীয় সংযোগকাৰী
Co-axial connector,"সমাক্ষীয় সংযোগকাৰী, সমাক্ষীয় সংযোগকাৰী"
Co-axial line,সমাক্ষীয় ৰেখা
Co-axial line,সমাক্ষীয় ৰেখা
Co-axial wave guide,সমাক্ষীয় তৰংগ পথ
Code conversion,ক&#39;ড সলনি কৰা
Code converter,ক&#39;ড চেঞ্জাৰ
CoDEC,"ক&#39;ডেক, ক&#39;ডাৰ-ডিকোডাৰ"
Coding (stereo),ষ্টেৰিঅ&#39; ক&#39;ডিং
Co efficient of coupling,কাপলিং সহগ
Coercive force,নিয়ন্ত্ৰণকাৰী বল
Coherent light,সুসংহত পোহৰ
Coil,ৰাশিফল
Coil winding machine,কইল ৱাইণ্ডিং মেচিন
Coincidence circuit,কাকতলীয়া বৰ্তনী
Cold cathode tube,গৰম কেথ&#39;ড টিউব
Cold solder point,ঠাণ্ডা ৱেল্ডিং পইণ্ট
Collector,"সংগ্ৰাহক, সংগ্ৰাহক"
Collector current,সংগ্ৰহ কৰা ধাৰা
Collector dissipation,সংগ্ৰাহক ক্ষয়
Collector efficiency,সংগ্ৰাহকৰ দক্ষতা
Collimation lens,সমান্তৰাল লেন্স
Color graphics,চৰিত্ৰ খচৰা প্ৰস্তুত কৰা
Colour burst,ৰং বিস্ফোৰণ
Colour code,"ৰঙৰ ক&#39;ড, আখৰৰ ক&#39;ড"
Colour difference signals,ৰঙৰ পাৰ্থক্য সংকেত
Colour killer,এন্টিডট
Colour monitor,ৰঙৰ মনিটৰ
Colour production,চৰিত্ৰৰ পুনৰুত্পাদন
Colour saturation,ৰঙৰ পৰিপূৰকতা
Colour subcarrier frequency,ৰঙীন বাহক কম্পাঙ্ক
Colour syne signal,ৰঙীন সংকেত
Colour television,ৰঙীন টেলিভিছন
Colour television system,ৰঙীন টেলিভিছনৰ শৰীৰ
Column speaker,"স্তম্ভ স্পীকাৰ, স্তম্ভৰ দৰে শব্দ জমাকাৰী"
Comb filter,"কম্ব ফিল্টাৰ, কম্ব ফিল্টাৰ"
Combinational circuit,সংযোগ বৰ্তনী
Combinational logic,কম্বিনেটৰিয়েল লজিক
Command,আদেশ
Common base amplifier,সাধাৰণ ভিত্তি পৰিবৰ্ধক
Common base configuration,সাধাৰণ ভিত্তি বিন্যাস
Common collector amplifier  (= emitter follower),সাধাৰণ সংগ্ৰাহক পৰিবৰ্ধক
Common collector configuration,সাধাৰণ সংগ্ৰাহক সংৰূপ
Common drain amplifier,সাধাৰণ কেপাচিটিভ এম্প্লিফায়াৰ
