Punjabi,Hindi
"1. ਆਪਟੀਮਾਈਜ਼ਰ, 2. ਆਪਟੀਮਾਈਜ਼ਰ","1. अनुकूलक, 2. अनुकूलित्र"
ਜੋੜ),योग (करना)
sum ਫਾਈਲ,योग संचिका
"1. ਐਡੀਸ਼ਨ ਓਪਰੇਸ਼ਨ, 2. ਸੰਯੁਕਤ ਕਾਰਵਾਈ","1. जोड़ संक्रिया, 2. योग संक्रिया"
ਜੋੜਨ ਵਾਲਾ,योजक
ਜਾਣੋ,पता
ਪਤਾ ਬੱਸ,पता बस
ਐਡਰੈੱਸ ਫਾਈਲ,पता संचिका
ਪਤਾ ਫਾਰਮੈਟ,पता आरूप
ਪਤਾ ਜਨਰੇਟਰ,पता जनक
ਐਡਰੈੱਸ ਲਾਈਨ,पता पंक्ति
ਪਤਾ ਮੈਪਿੰਗ,पता प्रतिचित्रण
ਪਤਾ ਸੂਚਕ,पता संकेतक
ਪਤਾ ਰਜਿਸਟਰ,पता पंजी
ਪਤਾ ਟੁੱਟਣ,पता विघटन
ਪਤਾ ਅਨੁਵਾਦ,पता अनुवाद
"1. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ, 2. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ","1. पतायुक्त स्मृति, 2. पतायुक्त मेमोरी"
ਸੰਬੋਧਨ ਕਰਦੇ ਹੋਏ,पताभिगमन
"1. ਪੂਰਤੀ ਮਾਪਦੰਡ, 2. ਅਨੁਕੂਲਤਾ ਮਾਪਦੰਡ","1. पर्याप्तता निकष, 2. पर्याप्तता कसौटी"
ਲਗਾਵ,संलग्न
"1. ਪ੍ਰਬੰਧਨ, 2. ਕੰਟਰੋਲ","1. प्रबंधन, 2. नियंत्रण"
"1. ਮੈਨੇਜਰ, 2. ਕੰਟਰੋਲਰ","1. प्रबंधक, 2. नियंत्रक"
ਅਡੋਬ ਐਕਰੋਬੈਟ,ऐडोब एक्रोबेट
ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ,ऐडोब फोटोशोप
ABAP (ਐਡਵਾਂਸਡ ਬਿਜ਼ਨਸ ਪ੍ਰੋਗਰਾਮਿੰਗ),ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन)
"1. ਐਡਵਾਂਸਡ ਡੇਟਾ, 2. ਤਕਨੀਕੀ ਡਾਟਾ","1. उन्नत आंकड़ा, 2. उन्नत डाटा"
ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,उन्नत सूचना तंत्र
ਐਡਵਾਂਸਡ ਟੈਕਨਾਲੋਜੀ (ਏ.ਟੀ.),उन्नत प्रौद्योगिकी (ए टी)
ਕਾਰਵਾਈ,कर्मक
ਏਕੀਕਰਨ,समुच्चयन
ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ,विमानवाहित कंप्यूटर तंत्र
aldus page-make,एल्डस पेज-मेक
ਚੇਤਾਵਨੀ ਬਾਕਸ,सचेत पेटी
ਐਲਗੋਲ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),ऐल्गॉल (कंप्यूटर भाषा)
"1. ਐਲਗੋਰਿਦਮ, 2. ਐਲਗੋਰਿਦਮ","1.  एल्गोरिथ्म, 2. कलन विधि"
"1. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ, 2. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ","1.  एल्गोरिथ्म विश्लेषण, 2. कलन विधि विश्लेषण"
ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ,एल्गोरिथ्म दक्षता
"1. ਏਲੀਯਾਸ, 2. ਉਪਨਾਮ, 3. ਉਰਫ","1. एलिआस, 2. उपनाम, 3. उर्फ"
ਅਲਾਈਨਮੈਂਟ,संरेखण
"1. ਵੰਡ, 2. ਵੰਡ","1. आवंटन, 2. नियतन"
"1. ਵਰਣਮਾਲਾ, 2. ਵਰਣਮਾਲਾ ਕ੍ਰਮ","1.अक्षरात्मक, 2. वर्णानुक्रम"
ਅੱਖਰ ਅੰਕੀ,अक्षरांकीय
"1. ਅਲਫਾਨਿਊਮੇਰਿਕ ਕੀਬੋਰਡ, 2. ਅੱਖਰ ਅੰਕੀ ਕੀਬੋਰਡ","1.अक्षरांकीय कुंजीपटल, 2. अक्षराकीय की-बोर्ड"
ਅਲਫ਼ਾ-ਟੈਸਟਿੰਗ (ਪਹਿਲਾ ਪੱਧਰ ਦਾ ਟੈਸਟ),अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण)
"1. ਅਲਫ਼ਾ ਸੰਸਕਰਣ, 2. ਅਲਫ਼ਾ ਫਾਰਮ","1. अल्फा वर्जन, 2. अल्फा रूप"
alt ਕੁੰਜੀ,आल्ट कुंजी
altavista,आल्टाविस्टा
ਬਹੁਲਤਾ,अनेकार्थकता
ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ,संदिग्ध व्याकरण
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡੀਜ਼ ਇੰਸਟੀਚਿਊਟ (ANSI),अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.)
ਅਮਰੀਕਨ ਸਟੈਂਡਰਡ ਕੱਟ (ascii),अमेरिकी मानक कट (आस्की)
"1. ਸਮਾਨ, 2. ਐਨਾਲਾਗ","1. अनुरुप, 2. एनालॉग"
"1. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ, 2. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ","1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर"
"1. ਐਨਾਲਾਗ ਯੰਤਰ, 2. ਐਨਾਲਾਗ ਜੰਤਰ","1. अनुरुप युक्ति, 2. एनालॉग डिवाइस"
"1. ਐਨਾਲਾਗ ਮਾਡਮ, 2. ਐਨਾਲਾਗ ਮਾਡਮ","1. एनालॉग मोडेम, 2. अनुरुप मोडेम"
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,अनुरुप से अंकीय रुपांतरक
ਅੰਤ (ਡਿਜੀਟਲ/ਪਲੇਨ ਤਰਕ &#39;ਅਤੇ&#39; ਵਰਤਿਆ ਗਿਆ),एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त)
ਅੰਤ ਸਰਕਟ,एंड परिपथ
ਅੰਤ ਗੇਟ ਅਤੇ ਗੇਟ,एंड गेट और द्वार
ਅੰਤ ਨਹੀਂ ਓਪਰੇਸ਼ਨ (ਬੇਹੱਦ),एंड नॉट संक्रिया (अपवर्जन)
"1. ਐਨੀਮੇਸ਼ਨ, 2. ਵਾਈਬ੍ਰੇਸ਼ਨ","1. एनीमेशन, 2.  सजीवन"
ਨੋਟ,टिप्पण
ਅਸੰਗਤਤਾ,असंगता
ਪਿਛਲਾ,पूर्ववर्ती
ਅਗਾਊਂ ਪੇਜਿੰਗ,प्रत्याशामूलक पृष्ठन
ਵਿਰੋਧੀ-ਸਮਮਿਤੀ,प्रति-सममित
ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ,विषाणुरोधी क्रमादेश
"1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ","1. एपलेट, 2. अनुप्रयोगिका"
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,अनुप्रयोग विकासक
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,अनुप्रयोग प्रोग्रामन
"1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)","1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ, 2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)"
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,अनुप्रयोग सॉफ्टवेयर
ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ,अनुप्रयोगी भाषा
ਲਗਭਗ ਸਿਧਾਂਤ,सन्निकटण सिद्धांत
ਬਣਤਰ,संरचना
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,क्षेत्र अंतरण
"1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ","1. प्राचर, स्वतंत्रचर, 2. कोणांक"
"1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ","1. अंकगणितीय एवं तर्क एकक, 2. अंकगणितीय एवं तर्क इकाई"
ਗਣਿਤ ਦੀ ਜਾਂਚ,अंकगणितीय जांच
ਅੰਕਗਣਿਤ ਸਥਿਰ,अंकगणितीय अचर
ਗਣਿਤ ਡਾਟਾ,अंकगणितीय आंकडा
ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ,अंकगणितीय अनुदेश
ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU),गणितीय एवं तार्किक इकाई (ए. एल. यू.)
ARPA ਨੈੱਟ (RPNet),ए आर पी ए नेट (आरपानेट)
ਐਰੇ,सरणी
"1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ","1. सरणी कैशे, 2. सरणी द्रुतिका, 3. सरणी द्रुतस्मृति"
ਐਰੇ ਕੰਪਿਊਟਰ,सरणी कंप्यूटर
ਐਰੇ ਤੱਤ,सरणी अवयव
ਐਰੇ ਨਾਮ,सरणी नाम
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,सरणी प्रकर्मक
ਤੀਰ ਕੁੰਜੀ,एरो कुंजी
ਸੰਧੀ,संधि
ਜੰਕਸ਼ਨ ਬਿੰਦੂ,संधि बिन्दु
ਨਕਲੀ ਸੰਕੁਚਿਤ,कृत्रिम संहनन
ਨਕਲੀ ਕੰਟਰੋਲ,कृत्रिम नियंत्रण
ਨਕਲੀ ਭਾਵਨਾ,कृत्रिम बोध
ਮਾਊਂਟ,आरोहक
ਵਧਦੀ ਲੜੀ,आरोही छंटाई
ascii ਵਰਣਮਾਲਾ,आस्की वर्णक्रम
ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ,आस्की नियंत्रण संप्रतीक
ascii ਫਾਈਲ,आस्की संचिका
ascii ਫੌਂਟ,आस्की फॉन्ट
ASCII ਟ੍ਰਾਂਸਫਰ,आस्की अंतरण
ਆਕਾਰ ਅਨੁਪਾਤ,अभिमुखता अनुपात
"1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ","1. ऐस्पी, 2. ए एस पी आई"
ਏ ਐਸ ਆਰ ਕਲਾਡ,ए एस आर कालद
"1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ","1. स्मरांतरण, 2. कोडांतरण, 3. कोडांतर करना"
"1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ","1. कोडांतरक, 2. स्मरांतरक"
"1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ","1. कोडांतरण, 2. स्मरांतरण"
"1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ","1. स्मरांतरण भाषा, 2. कोडांतरण भाषा"
ਦ੍ਰਿੜ੍ਹਤਾ,निश्चयन
"1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ","1. निर्दिष्ट कार्य, 2. नियतन"
ਸਾਥੀ,साहचर्य
ਸਹਿਯੋਗੀ ਪਤਾ,साहचर्य पता
"1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ","1. साहचर्य स्मृति, 2. साहचर्य मेमोरी"
ਤਾਰਾ (* ਚਿੰਨ੍ਹ),तारक (*का चिन्ह)
ਅਸਮਿਤ,असम्मित
"1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ","1. अतुल्यकालिक, 2. अतुल्यकाली"
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,अतुल्यकालिक अंतरण
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),अतुल्यकालिक अंतरण विधा (ए टी एम)
"1. ਐਟਮ, 2. ਪਰਮਾਨ","1. एटम, 2. परमाण"
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,संलग्न प्रलेख
"1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ","1. संलग्न संचिका/मिसिल, 2. संलग्न फाइल"
"1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ","1. संलग्नक, 2. संबंद्ध"
"1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ","1. गुण, 2. विशेषता"
ਸੁਣਨਯੋਗ,श्रव्य
"1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. लेखा परीक्षा क्रमादेशन, 2. लेखा परीक्षा प्रोग्रामन"
ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ,लेखा सत्यापन
ਤਰੱਕੀ,संवर्धन
ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ,प्रमाणन प्रोटोकॉल
ਲੇਖਕ ਵਿਧੀ,संलेखन पद्धति
"1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ","1. प्राधिकरण, 2. अधिकृति, 3. अधिकरण"
ਆਟੋ ਐਬਸਟਰੈਕਟ,स्वत: सार
"1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ","1. स्वतः बूटिंग, 2. स्व बूटन"
ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),ऑटोकैड (एक कंप्यूटर भाषा)
ਆਟੋ ਲੌਗ-ਆਨ,स्वत: लॉग-ऑन
ਆਟੋਮੇਟਾ,ऑटोमेटा
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,आटोमेटा सिद्धांत
ਆਟੋਮੈਟਿਕ ਗਣਨਾ,स्वत: अभिकलन
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,स्वत: आंकड़ा प्रक्रमण
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,स्वत: त्रुटि संशोधन
ਆਟੋ ਫੰਕਸ਼ਨ,स्वत: फलन
"1. ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਸੂਚੀਕਰਨ","1.  स्वत: सूचकीकरण, 2. स्वत: सूचीकरण"
ਸਵੈ-ਸੰਗ੍ਰਹਿ ਕਾਲ,स्वत: संग्रह आह्वान
"1. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. स्वत: क्रमादेशन, 2. स्वत: प्रोग्रामन"
"1. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ, 2. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ","1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम"
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,स्वत: नेमका
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,स्वत: सिस्टम पुन: प्राप्ति
"1. ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨਾਂ (ATM), 2. ਸਵੈ ਨਿਕਾਸੀ ਲਈ ਬੈਂਕ ਏ.ਟੀ.ਐਮ","1. स्वत: टेलर मशीन्अ (ए टी एम), 2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)"
ਆਟੋਮੇਸ਼ਨ,स्वचालन
"1. ਆਟੋਪਲੇ, 2. ਆਟੋ ਵਾਕ","1. आटोप्ले, 2. स्वत: चलन"
ਵੋਕਲਾਈਜ਼ੇਸ਼ਨ,स्वरक्षण
ਸਹਾਇਕ,सहायक
ਸਹਾਇਕ ਮੈਮੋਰੀ,सहायक स्मृति
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,सहायक भंडारण
ਉਪਲਬਧ ਸੂਚੀ,उपलब्ध लिस्ट
ਉਪਲਬਧ ਸਮਾਂ,उपलब्ध समय
ਔਸਤ,औसत
AWK (ਇੱਕ ਕੰਪਿਊਟਰ ਕਮਾਂਡ),ए डब्ल्यू के (एक कंप्यूटर समादेश)
ਬਾਅਦ,पश्चांत
ਪੋਸਟ ਪ੍ਰੋਸੈਸਰ,पश्चांत प्रक्रमक
ਪਿਛਲਾ ਫੰਕਸ਼ਨ ਮਿਟਾਉਣਾ,पश्च फलन विलोपन
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,पृष्ठभूमि प्रक्रमण
ਸਹਾਇਕ ਸਟੋਰ,सहायक भंडार
ਵਾਪਸ ਪੈਚਿੰਗ,पश्च पैचीकरण
"1. ਪੱਛਮ, 2. ਬੈਕਸਪੇਸ","1. पश्चीयन, 2. बैकस्पेस"
ਬੈਕਟਰੈਕਿੰਗ,पश्चपथन
"1. ਬੈਕ-ਅੱਪ, 2. ਅਦਾਇਗੀ","1. बैक-अप, 2. पूर्तिकर"
"1. ਪੂਰਕ ਮੈਮੋਰੀ, 2. ਬੈਕਅੱਪ ਮੈਮੋਰੀ","1. पूर्तिकर स्मृति, 2. बैक-अप मेमोरी"
ਵਾਪਸ ਗਲਤੀ ਸੁਧਾਰ,पश्च त्रुटि सुधार
(ਆਮਦਨ-ਖਰਚਾ) ਬੈਲੇਂਸ ਸ਼ੀਟ,(आय-व्यय) तुलन पत्र
ਪੱਟੀ,पट्टी
"1. ਬੈਂਡ ਚੌੜਾਈ, 2. ਬੈਂਡਵਿਡਥ/ਸਮਰੱਥਾ","1. बैंड चौड़आई, 2. बैंड विड्थ/क्षमता"
ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ,बैंकर एल्गोरिथ्म
"1. ਬਾਰ ਕੋਡ, 2. ਬਾਰ ਕੋਡ","1.बार कूट, 2. बार कोड"
ਬਾਰਕੋਡ ਸਕੈਨਰ,बार कोड स्कैनर
ਪੱਟੀ ਗ੍ਰਾਫ,बार ग्राफ
ਅਧਾਰ ਪਤਾ,आधार पता
ਅਧਾਰ ਬੈਂਡ,आधार बैंड
ਆਧਾਰ ਨੰਬਰ,आधार संख्या
ਅਧਾਰ ਸਾਰਣੀ,आधार सारणी
ਬੇਸਿਕ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),बेसिक (एक कंप्यूटर भाषा)
"1. ਬੁਨਿਆਦੀ ਨਿਯੰਤਰਣ, 2. ਅਧਾਰ ਕੰਟਰੋਲ","1. मूल नियंत्रण, 2. आधार नियंत्रण"
"1. ਮੂਲ ਨਿਵੇਸ਼, 2. ਅਧਾਰ ਨਿਵੇਸ਼","1. मूल निवेश, 2. आधारी निवेश"
ਬੁਨਿਆਦੀ ਹਦਾਇਤ,आधारभूत अनुदेश
ਅਧਾਰ ਮੁੱਦਾ,आधारी निर्गम
ਬੁਨਿਆਦੀ ਪੜਾਅ,मूल चरण
"1. ਬੈਚ, 2. ਸਮੂਹ, 3. ਤਬਾਹੀ","1. बैच, 2. समूह, 3. प्रचय"
"1. ਬੈਚ ਫਾਈਲ, 2. ਬੈਚ ਫਾਈਲ","1. बैच फाइल, 2. बैच संचिका"
ਬੈਚ ਸਥਿਤੀ,बैच स्थिति
"1. ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ, 2. ਗਰੁੱਪ ਪ੍ਰੋਸੈਸਿੰਗ","1. बैच प्रक्रमण, 2. समूह प्रक्रमण"
"1. ਬੈਚ ਸਿਸਟਮ, 2. catapult ਸਿਸਟਮ","1. बैच तंत्र, 2. प्रचय तंत्र"
ਬੌਡ,बॉड
ਬੌਡ ਦਰ,बॉड दर
ਬੀਮ ਬੀਮ,किरण पुंज
"1. ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, 2. ਬੈਚ ਮਾਰਕ","1. निर्देशमानक, 2. बैचमार्क"
ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ,द्विदिश संचार
ਸਿੱਧਾ ਲਿੰਕ,विदिश कड़ी
ਬਾਈਨਰੀ ਕੋਡ,द्विआधारी कूट
ਬਾਈਨਰੀ ਅੰਕ,द्विआधारी अंक
ਬਾਈਨਰੀ ਨਿਵੇਸ਼ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS),द्विआधारी निवेश निर्गम तंत्र (बायोस)
ਬਾਈਨਰੀ ਨੰਬਰ,द्विआधारी संख्या
ਬਾਈਨਰੀ ਆਪਰੇਟਰ,द्विआधारी संकारक
ਬਾਈਨਰੀ ਸਬੰਧ,द्विआधारी संबंध
ਬਾਈਨਰੀ ਖੋਜ,द्विआधारी खोज
ਬਾਈਨਰੀ ਐਕਸਪਲੋਰੇਸ਼ਨ ਟ੍ਰੀ (BST),द्विआधारी अन्वेषण तरु (बी एस टी)
"1. ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ ਟ੍ਰੀ, 2. ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ","1. द्विआधारी ट्रांसफर तरु, 2. द्विआधारी अंतरण"
ਬਾਈਨਰੀ ਰੁੱਖ,द्विआधारी तरु
"1. ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ, 2. ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ","1. द्विध्रुवी स्मृति, 2. द्विध्रुवी मेमोरी"
