Marathi,Malayalam
अंतिम बिंदू गुणसूत्र,അവസാന പോയിന്റ് ക്രോമസോം
पुढे दिसणारा,മുന്നോട്ട് നോക്കുന്ന
acrosome,അക്രോസോം
actinomycetes,ആക്റ്റിനോമൈസെറ്റുകൾ
सक्रिय कोर,സജീവ കോർ
1. उग्र 2. तीव्र,1. ക്രോധം 2. തീവ്രം
अनुकूलता,പൊരുത്തപ്പെടുത്തൽ
सानुकूलन,ഇഷ്ടാനുസൃതമാക്കൽ
1. आसंजन 2. आसंजन,1. അഡീഷൻ 2. അഡീഷൻ
सेबेशियस,സെബാസിയസ്
समायोजन समीकरण,ക്രമീകരിക്കൽ സമവാക്യം
adobe माती,അഡോബ് മണ്ണ്
भेसळ करणारा,വ്യഭിചാരം
एक्टोपिक,എക്ടോപിക്
Isidiospore Isidium बीजाणू,ഇസിഡിയോസ്പോർ ഇസിഡിയം ബീജം
वायुगतिकीय प्रक्रिया,എയറോഡൈനാമിക് പ്രക്രിയ
वेंट्रल,വെൻട്രൽ
वायुवीजन करणे,വായുസഞ്ചാരത്തിനായി
1. हवा 2. आकाशी,1. വായു 2. ആകാശി
1. एरोमीटर 2. एरोमीटर 3. एरोमीटर,1. എയറോമീറ്റർ 2. എയറോമീറ്റർ 3. എയറോമീറ്റർ
एरोसोल,എയറോസോൾ
1. फुलणे 2. उन्हाळी सुप्तता,1. പൂങ്കുല 2. വേനൽ സുഷുപ്തി
रोग विज्ञान,രോഗ ശാസ്ത്രം
वनीकरण,വനവൽക്കരണം
1. आंदोलन 2. अशांतता,1. പ്രക്ഷോഭം 2. പ്രക്ഷുബ്ധത
Agmark,അഗ്മാർക്ക്
1. जमिनीशी संबंधित 2. कृषी,1. ഭൂമിയുമായി ബന്ധപ്പെട്ട 2. കാർഷിക
कृषी चिकित्सालय,കാർഷിക ക്ലിനിക്ക്
1. शेतमजूर 2. शेतमजूर,1. കാർഷിക തൊഴിലാളികൾ 2. കാർഷിക തൊഴിലാളികൾ
कृषी विपणन,കാർഷിക വിപണനം
कृषी तंत्रज्ञान,കാർഷിക സാങ്കേതികവിദ്യ
1. शेती 2. शेती 3. कृषी विज्ञान,1. കൃഷി 2. കൃഷി 3. അഗ്രികൾച്ചറൽ സയൻസ്
कृषी वनीकरण,കാർഷിക വനവൽക്കരണം
कृषी जैवविविधता,കാർഷിക ജൈവവൈവിധ്യം
कृषी सेंद्रिय दोष,കാർഷിക ജൈവ വൈകല്യങ്ങൾ
कृषी जीवशास्त्र,കാർഷിക ജീവശാസ്ത്രം
कृषी-हवामान विविधता,കാർഷിക-കാലാവസ്ഥാ വൈവിധ്യം
कृषी हवामान क्षेत्र निर्मिती,കാർഷിക കാലാവസ്ഥാ മേഖല സൃഷ്ടിക്കൽ
कृषी वनीकरण,അഗ്രോഫോറസ്ട്രി
कृषीशास्त्र,കാർഷിക ശാസ്ത്രം
कृषीविषयक,അഗ്രോണമിക്
कृषी खेडूत,കാർഷിക ഇടയൻ
पीक प्रक्रिया,വിള സംസ്കരണം
गवत विज्ञान,പുല്ല് ശാസ്ത്രം
पीक प्रकार,വിള തരം
epiphyte,എപ്പിഫൈറ്റ്
aikiochi माती,aikiochi മണ്ണ്
रंगाधळेपण,വർണ്ണാന്ധത
अल्फिसोल,ആൽഫിസോൾ
एकपेशीय वनस्पती,ആൽഗകൾ
एकपेशीय वनस्पती रोग,ആൽഗ രോഗം
अल्कली पाणी,ആൽക്കലി വെള്ളം
अल्कधर्मी,ആൽക്കലൈൻ
पर्यायी,ബദൽ
allelo रसायनशास्त्र,അല്ലെലോ രസതന്ത്രം
एलील,അല്ലീൽ
ऍलेलोपॅथी,അല്ലെലോപ്പതി
वेठी पीक,വേത്തി വിള
पूर्णता,പൂർത്തീകരണം
गर्भाधान,ബീജസങ്കലനം
1. सापेक्षता 2. अॅलोमेट्री,1. ആപേക്ഷികത 2. അലോമെട്രി
मल्टिप्लॉइडी,മൾട്ടിപ്ലോയിഡി
1. पॅराझिगोसिटी,1. പാരാസിഗോസിറ്റി
1. पर्यायी वर्ष कार्य 2. पर्यायी कार्य,1. ഇതര വർഷത്തെ പ്രവർത്തനം 2. ഇതര പ്രവർത്തനം
पर्यायी जमिनीचा वापर,ബദൽ ഭൂമി ഉപയോഗം
वातावरण,പരിസ്ഥിതി
सुधारक,പരിഷ്കർത്താവ്
मायटोसिस,മൈറ്റോസിസ്
आमीनान,ആമീനൻ
अमोनियन,അമോണിയൻ
amniferous,അമ്നിഫെറസ്
1. अप्रभावी रूप 2. अरुपी,1. ഫലപ്രദമല്ലാത്ത രൂപം 2. അരൂപി
उभयचर मिश्रण,ഉഭയജീവി മിശ്രിതം
एम्फोटेरिक,ആംഫോട്ടെറിക്
साठा करणे,സ്റ്റോക്ക്പൈലിംഗ്
1. ऍनेरोबिक 2. ऍनेरोबिक जीव,1. അനറോബിക് 2. അനറോബിക് ഓർഗാനിസംസ്
हॅप्लॉइड,ഹാപ്ലോയിഡ്
टोकदार लागवड,കോണീയ നടീൽ
पशुसंवर्धन,മൃഗസംരക്ഷണം
प्राण्यांचे मलमूत्र,മൃഗ വിസർജ്ജനം
जिवंत ऊर्जा,ജീവനുള്ള ഊർജ്ജം
विसंगत,അസാധാരണമായ
एक वर्ष जुनी वनस्पती,ഒരു വർഷം പഴക്കമുള്ള ചെടി
वार्षिक,വാർഷിക
1. परमानंद 2. तेज,1. പരമാനന്ദം 2. പ്രഭ
ऍन्थ्रॅक्स,ആന്ത്രാക്സ്
मानववंशजन्य घटक,നരവംശ ഘടകങ്ങൾ
जगणे,അതിജീവനം
1. प्रतिजैविक 2. प्रतिजैविक,1. ആന്റിബയോട്ടിക് 2. ആന്റിബയോട്ടിക്
तिरस्करणीय,വെറുപ്പുളവാക്കുന്ന
अँटिऑक्सिडंट,ആന്റിഓക്‌സിഡന്റ്
अँटीटॉक्सिन,ആന്റിടോക്സിൻ
अनामिका,മോതിര വിരൽ
1. ऍफिड 2. महू 3. चेपा,1. മുഞ്ഞ 2. മാഹു 3. ചേപ
शीर्ष अंकुर,മുകളിലെ മുകുളം
शिखर प्रभावीता,പീക്ക് ഫലപ്രാപ്തി
मधमाशी पालन,തേനീച്ച വളർത്തൽ
लैंगिकता,അലൈംഗികത
apoptosis,അപ്പോപ്റ്റോസിസ്
परिशिष्ट,അനുബന്ധങ്ങൾ
भूक वाढवणारे,വിശപ്പ്
लागू,അപേക്ഷിച്ചു
जलीय तण,ജല കള
1. झाड 2. वृक्षवासी,1. മരം 2. വൃക്ഷ നിവാസി
शाखा,ശാഖകൾ
प्रोटोबोटॅनिकल रेकॉर्ड,പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ
झोन क्रमांक,സോൺ നമ്പർ
1. क्षेत्रफळ 2. क्षेत्रफळ,1. ഏരിയ 2. ഏരിയ
कोरडे इकोसिस्टम,വരണ്ട ആവാസവ്യവസ്ഥ
cotyledon,കോട്ടിലിഡൺ
सौरभ,സൗരഭ്
सुगंधी वनस्पती,ആരോമാറ്റിക് പ്ലാന്റ്
सुवासिक तांदूळ,സുഗന്ധമുള്ള അരി
इक्षु पुष्पन,ഇക്ഷു പുഷ്പൻ
ऍसेप्टिक,അസെപ്റ്റിക്
1. ऍसेप्टिक 2. ऍसेप्टिक,1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്
अलैंगिक पुनरुत्पादन,അലൈംഗിക പുനരുൽപാദനം
आकार,വലിപ്പം
मालमत्ता,ആസ്തി
1. आत्मसात करणे 2. आत्मसात करणे,1. സ്വാംശീകരണം 2. സ്വാംശീകരണം
1. संघटना 2. संघटना,1. അസോസിയേഷൻ 2. അസോസിയേഷൻ
1. स्तंभ 2. तुरटपणा,1. കോളം 2. ആസ്ട്രിംഗ്സി
heterozygosity,ഹെറ്ററോസൈഗോസിറ്റി
1. पूर्वज 2. Atavism,1. പൂർവ്വികൻ 2. അടവിസം
कण,കണം
1. पुष्टीकरण 2. कमजोरी,1. സ്ഥിരീകരണം 2. വൈകല്യം
स्वत: ची जोडणी,സ്വയം ജോടിയാക്കൽ
ऑटोलिसिस,ഓട്ടോലിസിസ്
1. उत्स्फूर्त ऑक्सीकरण 2. उत्स्फूर्त ऑक्सीकरण,1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം
स्वत: मल्टिप्लेक्स,സ്വയം മൾട്ടിപ്ലക്സ്
ऑक्सिन,ഓക്സിൻ
1. हादरले 2. टॉड,1. ഷൂക്ക് 2. പൂവൻ
दंडात्मक व्हायरस,ശിക്ഷാ വൈറസ്
1. बॅसिलस 2. बॅसिलस,1. ബാസിലസ് 2. ബാസിലസ്
1. जीवाणू 2. जीवाणू,1. ബാക്ടീരിയ 2. ബാക്ടീരിയ
जिवाणू विष,ബാക്ടീരിയൽ വിഷം
बॅगासे,ബാഗാസ്
ताळेबंद,ബാലൻസ് ഷീറ്റ്
संतुलित खतांचा वापर,സമീകൃത വളം ഉപയോഗം
बार आलेख,ബാർ ഗ്രാഫ്
झाडाची साल,കുര
1. बॅरोमीटर 2. बॅरोमीटर,1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ
1. बजर 2. जड 3. वांझ,1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം
1. बेस 2. बेस 3. कपंग,1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്
1. तळा 2. खोरे,1. താല 2. തടം
तलाबिसरी,തലബിസാരി
1. बेसिस्टर्नम 2. रूट धारक,1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ
गल्फ मान्सून,ഗൾഫ് മൺസൂൺ
फळ वनस्पती,ഫലം പ്ലാന്റ്
पलंग,കിടക്ക
बेड प्लांट,കിടക്ക പ്ലാന്റ്
बेडिंग,കിടക്കവിരി
बीट मोलॅसेस,ബീറ്റ്റൂട്ട് മോളാസസ്
घुंगरू,തുരുത്തി
1. पट्टी 2. भूप्रदेश,1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം
नफा-खर्च विश्लेषण,ലാഭ-ചെലവ് വിശകലനം
इच्छुक (नमुना),അഭിലാഷം (സാമ്പിൾ)
द्विवार्षिक वनस्पती,ദ്വിവത്സര സസ്യങ്ങൾ
द्विपद,ദ്വിപദം
बायोफॅक्टर,ബയോഫാക്ടർ
जैविक हवामान,ജൈവ കാലാവസ്ഥ
जैव ऊर्जा,ജൈവ ഊർജ്ജം
प्राणी पर्यावरणशास्त्र,ജന്തു പരിസ്ഥിതി
1. बायो-प्रोसेसर 2. बायो-रिअॅक्टर,1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ
बायोस्फीअर,ജൈവമണ്ഡലം
जैविक,ബയോട്ടിക്
प्राणी,ജന്തുജാലങ്ങൾ
दिविलिंगी,ദിവിലിംഗി
धवलन,ധവാലൻ
1. प्रध्‍वसन (रोग) 2. गुस्‍त रोग,1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം
मिश्रण,മിശ്രണം
1. अंगमारी (रोग) 2. अनिष्ट (रोग),1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം)
1. फोड 2. फोड 3. उद्रेक 4. फोड,1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ
निळी क्रांती,നീല വിപ്ലവം
प्लॅनर हीटिंग चेंबर,പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ
प्लॅनर हीटिंग तंत्रज्ञान,പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ
कोंडा,തവിട്
शाखा,ശാഖകൾ
1. डहाळी 2. उपशाखा,1. തടി 2. ഉപശാഖ
जाती,ഇനം
पुनरुत्पादन,പുനരുൽപാദനം
लवकर उगवण उपचार,ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ
1. शावक 2. अंडी 3. गर्भ,1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം
होतकरू,വളർന്നുവരുന്ന
बजेट,ബജറ്റ്
1.अॅम्फोटेरिक 2. बफर,1.ആംഫോട്ടറിക് 2. ബഫർ
रताळे,മധുരക്കിഴങ്ങ്
बंट (रोग),ബണ്ട് (രോഗം)
1. उप-उत्पादन 2. उप-उत्पादन,1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം
c ओलावा तपशील वक्र,c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്
तेल केक,എണ്ണ പിണ്ണാക്ക്
1. चुना 2. कॅल्शियम,1. നാരങ്ങ 2. കാൽസ്യം
कॅल्शिअन,calcion
फॉस्फेट काढणे,ഫോസ്ഫേറ്റ് നീക്കം
1. किनटा 2. कॅलाटा,1. കിനാറ്റ 2. കാലാറ്റ
1.कॉलस 2. किरण,1.കല്ലസ് 2. കിരണം
1. सेपल्स 2. कॅलिक्स,1. വിദളങ്ങൾ 2. കാളിക്സ്
बाह्य टोक,പുറത്തെ അവസാനം
इधा,എധ
कॅन्कर (जीवाणूजन्य रोग),കാൻസർ (ബാക്ടീരിയ രോഗം)
कॅनिंग,കാനിംഗ്
आकाश,ആകാശം
वित्त,ധനകാര്യം
परागकण (अंजीराचे),പരാഗണം (അത്തിപ്പഴം)
1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल,1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ
कार्बनयुक्त,കാർബണൈസ്ഡ്
कार्बनन,കാർബണൻ
कॅरॅपेस,കാർപേസ്
ब्रेसलेट,വള
1. कास्टिंग (लोह) 2. क्षिती (कीटक),1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി)
अपचय,കാറ്റബോളിസം
प्रलोभन,പ്രേരണ
1. सुरवंट 2. सुरवंट,1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ
c d. एन. a संकलन,സി ഡി. എൻ. എ. സമാഹാരം
श्रेणी,പരിധി
1. सेल 2. सेल,1. സെൽ 2. സെൽ
मध्यवर्ती फ्रंट सिस्टम,സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം
1. पॉइंट 2. फोकस,1. പോയിന്റ് 2. ഫോക്കസ്
केंद्रापसारक,അപകേന്ദ്രീകരണം
अपकेंद्रित्र,സെൻട്രിഫ്യൂജ്
तारा केंद्र,നക്ഷത്ര കേന്ദ്രം
epigenetic,എപ്പിജെനെറ്റിക്
केंद्रजा,കേന്ദ്രരാജ
यंत्रमाग,തറി
1. तृणधान्ये 2. मालिका,1. ധാന്യം 2. സീരിയൽ
1. प्रमाणन 2. प्रमाणन,1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ
प्रमाणित बियाणे,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
1. पेंढा 2. कुट्टी 3. शलक सहपात्रा,1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര
1. निभाग 2. कैलाजा,1. നിഭാഗ് 2. കൈലജ
किमोग्राफी,കൈമോഗ്രഫി
1. कियाज्मा 2. व्यस्त,1. കിയാസ്മ 2. തിരക്കിലാണ്
सुपर कूलिंग तास,supercooling മണിക്കൂർ
दंव नुकसान,മഞ്ഞ് കേടുപാടുകൾ
1. विचिरोटकी 2. चिमेरा,1. വിചിരോതകി 2. ചിമേര
हिरवी लापशी,പച്ച കഞ്ഞി
1. पर्णसंभार 2. हिरवा,1. ഇലകൾ 2. പച്ച
सायनोसिस,സയനോസിസ്
जैविक वितरण विज्ञान,ജൈവ വിതരണ ശാസ്ത്രം
1. क्रोमेटिड्स 2. अर्धा गुणसूत्र,1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ
क्रोमॅटिन,ക്രോമാറ്റിൻ
क्रोमॅटोग्राफी,ക്രോമാറ്റോഗ്രാഫി
क्रोमॅटिनलेशन,ക്രോമാറ്റിലേഷൻ
अलिंद बिंदू,ഏട്രിയൽ പോയിന്റ്
क्रोमेटोजेनेसिस,ക്രോമാറ്റോജെനിസിസ്
1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन,1. ക്രോമോപ്രോട്ടീൻ 2. പിഗ്മെന്റ് പ്രോട്ടീൻ
1. गुणसूत्र 2. गुणसूत्र,1. ക്രോമസോമുകൾ 2. ക്രോമസോമുകൾ
1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित,1. വിട്ടുമാറാത്ത 2. വിട്ടുമാറാത്ത 3. വിട്ടുമാറാത്ത 4. കാലഹരണപ്പെട്ട
सायरेंज,സിട്രേഞ്ച്
गडी बाद होण्याचा क्रम,ശരത്കാല ഉത്സവം
वर्गीकरण,വർഗ്ഗീകരണം
1. चिकणमाती 2. चिकणमाती,1. കളിമണ്ണ് 2. കളിമണ്ണ്
1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण,1. വൃത്തിയാക്കൽ 2. സ്‌ക്രബ്ബിംഗ് 3. വൃത്തിയാക്കൽ 4. ശുദ്ധീകരണം
सतत परागण,സ്ഥിരമായ പരാഗണം
क्रूसिफेरस फळ,ക്രൂസിഫറസ് ഫലം
हवामान,കാലാവസ്ഥ
हवामानशास्त्र,കാലാവസ്ഥാ ശാസ്ത്രം
कातरणे,കത്രിക
ढेकूळ (चिकणमाती),പിണ്ഡം (കളിമണ്ണ്)
क्लोन,ക്ലോൺ
1.ढग 2.ढग,1.മേഘങ്ങൾ 2.മേഘങ്ങൾ
गठ्ठा,കൂട്ടം
घड,കുല
1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत,1. പരുക്കൻ 2. പരുക്കൻ 3. അസംസ്കൃതം 4. പരുക്കൻ
1. कव्हर 2. लेदररेट,1. കവർ 2. ലെതറെറ്റ്
कोया,കോയ
1. कोएन्झाइम 2. को-एंझाइम,1. കോഎൻസൈം 2. കോ-എൻസൈം
एकसंधता,കെട്ടുറപ്പ്
1. फायबर (ज्युट ज्यूट) 2. नारळ भरड,1. നാരുകൾ (ചണം ചണം) 2. കോക്കനട്ട് കോഴ്സ്
मुलंकुर चोळ,മുളങ്കൂർ ചോല
,
कोलोइड (माती),കൊളോയിഡ് (മണ്ണ്)
1.स्तंभ 2.columella,1.നിര 2.കൊലുമെല്ല
1. दंड 2. स्तंभ 3. स्तंभ,1. പെനാൽറ്റി 2. കോളം 3. കോളം
सहभागिता,കൂട്ടായ്മ
व्यावसायिक बँक,കൊമേഴ്സ്യൽ ബാങ്ക്
1. वस्तू 2. व्यापारी माल,1. ചരക്ക് 2. ചരക്ക്
समुदाय,സമൂഹം
कॉम्पॅक्शन (मातीचे),സങ്കോചം (മണ്ണിന്റെ)
1. सुसंगतता 2. सुसंगतता,1. അനുയോജ്യത 2. അനുയോജ്യത
सुसंगतता,അനുയോജ്യത
1. भरपाई 2. भरपाई,1. നഷ്ടപരിഹാരം 2. നഷ്ടപരിഹാരം
स्पर्धात्मक संवाद,മത്സരപരമായ ഇടപെടൽ
पूरक पीक,സപ്ലിമെന്റ് വിള
1.संमिश्र 2.जटिल,1. സംയുക്തം 2. സങ്കീർണ്ണമായ
घटक,ഘടകഭാഗം
रचना,രചന
कंपोस्ट,കമ്പോസ്റ്റ്
चक्रवाढ व्याज,കൂട്ടുപലിശ
गणना,കണക്കുകൂട്ടൽ
1. संगणक 2. संगणक,1. കമ്പ്യൂട്ടർ 2. കമ്പ്യൂട്ടർ
1. एकाग्रता 2. एकाग्रता,1. ഏകാഗ്രത 2. ഏകാഗ്രത
1. अनुकूलक 2. पुनरुज्जीवन करणारा,1. ഒപ്റ്റിമൈസർ 2. റിവൈറ്റലൈസർ
वाहकता,ചാലകത
1. कॉन्फिगरेशन 2. कॉन्फिगरेशन,1. കോൺഫിഗറേഷൻ 2. കോൺഫിഗറേഷൻ
1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता,1. അനുരൂപത 2. കോൺഫിഗറേഷൻ 3. അനുരൂപത
1. एकत्रीकरण 2. संकरीकरण,1. സംയോജനം 2. ഹൈബ്രിഡൈസേഷൻ
संयुग्मन,സംയോജനം
1. जोडणारा 2. संयोजी,1. അഡിറ്റീവ് 2. കണക്റ്റീവ്
संरक्षण,സംരക്ഷണം
एकत्रीकरण,ഏകീകരണം
1.घटक 2. घटक,1. ചേരുവ 2. ചേരുവകൾ
ग्राहक,ഉപഭോക്താവ്
वापर,ഉപഭോഗം
दूषित होणे,മലിനീകരണം
समोच्च लागवड,കോണ്ടൂർ നടീൽ
समोच्च रेखा,കോണ്ടൂർ ലൈൻ
1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग,1. കരാർ കൃഷി 2. കരാർ കൃഷി 3. കരാർ കൃഷി
नियंत्रित वातावरणीय संचयन,നിയന്ത്രിത അന്തരീക്ഷ സംഭരണം
सहकारी बँक,സഹകരണ ബാങ്ക്
सहकारी संस्था सदस्य,സഹകരണ സംഘം അംഗം
गुलमावन,ഗുൽമാവാൻ
चौकोनी तुकडे,സമചതുര
1. दालपुंज 2. कोरोला,1. ദൽപുഞ്ച് 2. കൊറോള
1. कॉर्टेक्स 2. कॉर्टेक्स,1. കോർട്ടെക്സ് 2. കോർട്ടക്സ്
खर्च,ചെലവ്
cotyledon,കോട്ടിലിഡൺ
क्रेडिट समिती,ക്രെഡിറ്റ് കമ്മിറ്റി
1. कर्ज देणे 2. क्रेडिट,1. കടം കൊടുക്കൽ 2. ക്രെഡിറ്റ്
1. सावकार 2. कर्जदार,1. കടം കൊടുക്കുന്നയാൾ 2. കടം കൊടുക്കുന്നയാൾ
1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर,1. ശിഖരം 2. ശീർഷകം 3. ശിഖരം
मागे घेणे,പിൻവലിക്കൽ
समस्या,പ്രശ്നം
चाचणी,പരീക്ഷ
गंभीर,വിമർശനാത്മകം
पीक विमा,വിള ഇൻഷുറൻസ്
पीक कर्ज,വിള വായ്പ
1. पीक 2. पीक,1. വിള 2. വിള
लागवड क्षेत्र,കൃഷി പ്രദേശം
क्रॉस विसंगत,ക്രോസ് പൊരുത്തമില്ലാത്ത
1. मुकुट 2. शिखर (वनस्पती),1. കിരീടം 2. പിനാക്കിൾ (സസ്യം)
मऊ कण,മൃദുവായ കണങ്ങൾ
कवच,പുറംതോട്
1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म,1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം
छाटणी (फळ),അരിവാൾ (പഴം)
पेन,പേന
वाणाची विविधता,കൃഷി ഇനം
1. कर्षण 2. शेती 3. शेती,1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി
1. शेतकरी 2. शेती करणारा,1. കർഷകൻ 2. കൃഷിക്കാരൻ
1. मशागत 2. मशागत 3. संगोपन,1. കൃഷി 2. കൃഷി 3. വളർത്തൽ
1. संसाधन 2. तयारी,1.വിഭവം 2.തയ്യാറെടുപ്പ്
1.कुंतलन 2.कुंचोन,1.കുന്തളൻ 2.കുഞ്ചോൻ
पवित्रा,ഭാവം
1. एपिडर्मिस 2. क्यूटिकल,1. പുറംതൊലി 2. പുറംതൊലി
1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग,1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ
1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम,1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം
सायटोक्रोम,സൈറ്റോക്രോം
सेल जोडणी,സെൽ കപ്ലിംഗ്
सेल पुनरुत्पादन,കോശ പുനരുൽപാദനം
सेल आनुवंशिकी,സെൽ ജനിതകശാസ്ത്രം
सायटोप्लाज्मिक विभागणी,സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ
सेल जीवशास्त्र,സെൽ ബയോളജി
सेल lysis,സെൽ ലിസിസ്
1. सायटोमेर 2. सेल सेगमेंटेशन,1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ
सायटोप्लाझम,സൈറ്റോപ്ലാസം
1. दुग्धव्यवसाय 2. दुग्धव्यवसाय,1. ഡയറി 2. ഡയറി
डेअरी उद्योग,ക്ഷീര വ്യവസായം
1. धरण 2. ब्रीडर,1. ഡാം 2. ബ്രീഡർ
दिवस निरपेक्ष वनस्पती,ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്
फुलांच्या नंतर दिवस,പൂവിടുമ്പോൾ ദിവസം
पूर्ण फुलांच्या नंतरचा दिवस,മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം
अकार्यक्षमता,കാര്യക്ഷമതയില്ലായ്മ
decalcification,ഡീകാൽസിഫിക്കേഷൻ
1. डिस्लॉज 2. डिस्लॉज,1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്
क्षय,ക്ഷയം
पर्णपाती,ഇലപൊഴിയും
