Odiya,Kannada
ଏମ୍ପ୍ଲିଫାୟର୍,ಆಂಪ್ಲಿಫಯರ್
ଏମ୍ପ୍ଲିଫାୟର୍ ଦକ୍ଷତା |,ಆಂಪ್ಲಿಫಯರ್ ದಕ್ಷತೆ
ପରିମାପ,ಆಯಾಮಗಳು
ପ୍ରଶସ୍ତତା ଆଘାତ,ವೈಶಾಲ್ಯ ಕ್ಷೀಣತೆ
ବିସ୍ତାର ମଡ୍ୟୁଲେଡ୍ ଏମ୍ ଓସିଲେଟର,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್ AM ಆಂದೋಲಕ
ପ୍ରଶସ୍ତିକରଣ ମୋଡ୍ୟୁଲେସନ,ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಶನ್
ପ୍ରଶସ୍ତିକରଣ ମଡ୍ୟୁଲେଟର,ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಟರ್
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ
ଆନାଗଲ୍ ସର୍କିଟ୍ |,ಅನಲಾಗ್ ಸರ್ಕ್ಯೂಟ್
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
ଆନାଲଗ୍ ଫିଲ୍ଟର୍ |,ಅನಲಾಗ್ ಫಿಲ್ಟರ್
ଆନାଗଲ୍ ମଲ୍ଟିମିଟର |,ಅನಲಾಗ್ ಮಲ್ಟಿಮೀಟರ್
ଆନାଗଲ୍ ସୁଇଚ୍ |,ಅನಲಾಗ್ ಸ್ವಿಚ್
ଏବଂ ଫାଟକ |,ಮತ್ತು ಗೇಟ್
କୋଣ ଅନୁକୋଣ,ಕೋನೀಯ ಆವರ್ತನ
"ଆୟନ, ଆୟନ","ಅಯಾನ್, ಅಯಾನ್"
ଆନ୍ନାଲିଙ୍ଗ୍ ତାପମାତ୍ରା |,ಅನೆಲಿಂಗ್ ತಾಪಮಾನ
anode,ಆನೋಡ್
ଆନାଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,ಆನೋಡ್ ಆಂಪ್ಲಿಫಯರ್
anodyne,ಅನೋಡೈನ್
ଆଣ୍ଟେନା |,ಆಂಟೆನಾ
ଆଣ୍ଟେନା ଉପାଦାନ |,ಆಂಟೆನಾ ಘಟಕ
ଆଣ୍ଟି-ପ୍ରତିଫଳିତ ଆବରଣ |,ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ ಲೇಪನ
ଆଣ୍ଟିଲୋଜିନ ଏମ୍ପ୍ଲିଫାୟର୍ |,ಪ್ರತಿಲೋಜಿನ್ ಆಂಪ್ಲಿಫಯರ್
ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |,ಆಂಟಿರೆಸೋನೆಂಟ್ ಸರ್ಕ್ಯೂಟ್
ଦ୍ୱାରକ ଅବଧି |,ದ್ವಾರಕ ಕಾಲ
ଭର୍ଚୁଆଲ୍ ଶକ୍ତି |,ವರ್ಚುವಲ್ ಶಕ್ತಿ
ତାର ସଂଯୋଗ,ತಂತಿ ಸಂಪರ್ಕ
ଆନୁମାନିକ ଭୋଲଟେଜ୍ ଲାଭ |,ಅಂದಾಜು ವೋಲ್ಟೇಜ್ ಲಾಭ
ବାହୁବଳୀ ମଡ୍ୟୁଲେଟର,ಆರ್ಮ್ಸ್ಟ್ರಾಂಗ್ ಮಾಡ್ಯುಲೇಟರ್
ଆଣ୍ଟେନା ଆରେ |,ಆಂಟೆನಾ ರಚನೆ
"ଆକାର ଅନୁପାତ, ଆସପେକ୍ଟ ଅନୁପାତ |","ಗಾತ್ರ ಅನುಪಾತ, ಆಕಾರ ಅನುಪಾತ"
ଭାସମାନ ସର୍କିଟ (ମାଗଣା ଅପରେଟିଂ ସର୍କିଟ),ತೇಲುವ ಸರ್ಕ್ಯೂಟ್ (ಉಚಿತ ಆಪರೇಟಿಂಗ್ ಸರ್ಕ್ಯೂಟ್)
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |,ತೇಲುವ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
ଅସୀମିତ ଜଙ୍କସନ,ಅಸಮಪಾರ್ಶ್ವದ ಜಂಕ್ಷನ್
ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |,ಅಸಮಕಾಲಿಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ପରମାଣୁ,ಪರಮಾಣು
ପରମାଣୁ ସଂଖ୍ୟା,ಪರಮಾಣು ಸಂಖ್ಯೆ
ପରମାଣୁ ଗଠନ,ಪರಮಾಣು ರಚನೆ
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್
ଅଡିଓ କ୍ୟାସେଟ୍ |,ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್
ଅଡିଓ ସର୍କିଟ |,ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |,ಶ್ರವ್ಯ ಆವರ್ತನ
ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |,ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ
ବାଘ,ಹಿಮಕುಸಿತ
ହାରାହାରି ଡିଟେକ୍ଟର |,ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್
ଅକ୍ଷୀୟ ମୋଡ୍ |,ಅಕ್ಷೀಯ ಮೋಡ್
ଅକ୍ଷୀୟ ଅନୁପାତ |,ಅಕ್ಷೀಯ ಅನುಪಾತ
ଆଣ୍ଟେନା |,ಆಂಟೆನಾ
ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |,ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್
ପଛ କ୍ଷେତ୍ର,ಹಿಂಭಾಗದ ಪ್ರದೇಶ
ପଛ ବିଛାଇବା |,ಮತ್ತೆ ಚದುರುವಿಕೆ
ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |,ಹಿನ್ನೆಲೆ ಶುಲ್ಕ
ପାର୍ଶ୍ୱ ଶବ୍ଦ |,ಅಡ್ಡ ಶಬ್ದ
ପ୍ରତ୍ୟାବର୍ତ୍ତନ,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
ପରବର୍ତ୍ତୀ ବିକିରଣ |,ಹಿಂಭಾಗದ ವಿಕಿರಣ
ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |,ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್
ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |,ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ
"ବାଧା, ବାଧା","ಅಡಚಣೆ, ಅಡಚಣೆ"
ବାଧା,ಅಡಚಣೆ
ସନ୍ତୁଳିତ ସେତୁ |,ಸಮತೋಲಿತ ಸೇತುವೆ
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
ସନ୍ତୁଳିତ ସର୍କିଟ |,ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್
ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |,ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್
ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |,ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ
ବୋଲୋମିଟର |,ಬೋಲೋಮೀಟರ್
ବୋଲୋମିଟର ବ୍ରିଜ୍ |,ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ
ବେଲୁନ୍ |,ಬಲೂನ್
ବାନା ଜ୍ୟାକ୍ |,ಬನಾನಾ ಜ್ಯಾಕ್
ବାନା ପ୍ଲଗ୍ |,ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |","ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್"
ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |,ಬ್ಯಾಂಡ್ ಚಾಲಕ
ବ୍ୟାଣ୍ଡ ଶକ୍ତି,ಬ್ಯಾಂಡ್ ಶಕ್ತಿ
ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |,ಬ್ಯಾಂಡ್ ಅಂತರ
ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |,ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್
ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |,ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,ಬಾಡ್ ದರ ಜನರೇಟರ್
ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |,ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್
ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |,ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್
ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |,ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ
ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |,ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ
"ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |","ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್"
"ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |","ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್"
ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |,barravaugen ಮಾನದಂಡ
ବ୍ୟାରେଟର୍,ನ್ಯಾಯವಾದಿ
ପ୍ରତିବନ୍ଧକ |,ತಡೆಗೋಡೆ
ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |,ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್
ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |,ತಡೆ ಶಕ್ತಿ
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |,ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ
"ଆଧାର, ଆଧାର","ಬೇಸ್, ಬೇಸ್"
ବେସ୍ ବ୍ୟାଣ୍ଡ |,ಬೇಸ್ ಬ್ಯಾಂಡ್
ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |,ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ
ଆଧାର ଚାର୍ଜ |,ಮೂಲ ಶುಲ್ಕ
ମୂଳ କରେଣ୍ଟ୍ |,ಮೂಲ ಪ್ರಸ್ತುತ
ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |,ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ
ମୂଳ କାଟିବା |,ಬೇಸ್ ಕತ್ತರಿಸುವುದು
ଆଧାର ମଦନ,ಆಧಾರ್ ಮದನ್
ବେସ୍ ଏମିଟର ଫିଡ୍ |,ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್
ବେସ୍ ଏମିଟର ଜଙ୍କସନ |,ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್
ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |,ಬೇಸ್ ಇಂಜೆಕ್ಷನ್
ଭୂମି ରେଖା,ನೆಲದ ರೇಖೆ
ମୂଳ ପ୍ରତିରୋଧ |,ಮೂಲ ಪ್ರತಿರೋಧ
ମୂଳ ଉତ୍ସ |,ಮೂಲ ಮೂಲ
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
ମୂଳ ଘନତା |,ಬೇಸ್ ದಪ್ಪ
ଆଧାର ପ୍ରବେଶ,ಮೂಲ ಪ್ರವೇಶ
"ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |","ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್"
ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |,ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ
ଗନ୍ଧ,ವಾಸನೆ
ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,ಬಾಸ್ ಆವರ್ತನ
ବ୍ୟାଟେରୀ,ಬ್ಯಾಟರಿ
baud,ಬಾಡ್
ବାଉଡ୍ ହାର,ಬೌಡ್ ದರ
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,ಬಾಡ್ ದರ ಜನರೇಟರ್
ବୋଡୋ କୋଡ୍ |,ಬೋಡೋ ಕೋಡ್
"ସଙ୍କେତ, ବିକନ୍ |","ಸಂಕೇತ, ದಾರಿದೀಪ"
"ମାଣିକା, ବିଡ୍ |","ಮಾಣಿಕ, ಬೀಡು"
ମାଣିକ କ୍ୟାପେସିଟର୍ |,ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್
ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |,ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ
"ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |","ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ"
ବିମ୍ ଡିଟେକ୍ଟର୍ |,ಕಿರಣ ಶೋಧಕ
ବିମ୍ ପାୱାର୍ ହୋସ୍ |,ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ
ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |,ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು
ବିମ୍ ବିସ୍ତାର,ಕಿರಣದ ವಿಸ್ತರಣೆ
ଫ୍ରିକ୍ୱେନ୍ସି,ಬೀಟ್ ಆವರ್ತನ
ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ
ନାଡ ଓସିଲେଟର |,ನಾಡಿ ಆಂದೋಲಕ
ବେଲ୍ |,ಗಂಟೆ
ନମ୍ର କ୍ଷତି |,ಬಾಗುವ ನಷ್ಟ
ବେସେଲ୍ ଫିଲ୍ଟର୍ |,ಬೆಸೆಲ್ ಫಿಲ್ಟರ್
ବିଟା |,ಬೀಟಾ
b-h ବକ୍ର,b-h ಕರ್ವ್
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |","ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
ପକ୍ଷପାତ କରେଣ୍ଟ |,ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ
ପକ୍ଷପାତ ପ୍ରତିରୋଧ |,ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ
ଡବଲ୍ ଆଣ୍ଟେନା |,ಡಬಲ್ ಆಂಟೆನಾ
ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |,ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ
ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |,ದ್ವಿಮುಖ ಆಂಟೆನಾ
ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |,ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್
ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |,ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್
bi FET ଟେକ୍ନୋଲୋଜି |,ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ
ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |,ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
ଡବଲ୍ ଫ୍ୟୁଜନ୍ |,ಡಬಲ್ ಸಮ್ಮಿಳನ
ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |,ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್
ବାଇନାରୀ,ಅವಳಿ
ବାଇନାରୀ ରାଶି,ಬೈನರಿ ಮೊತ್ತ
ବାଇନାରୀ ସର୍କିଟ |,ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |,ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್
ବାଇନାରୀ କାଲକୁଲେଟର,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ବାଇନାରୀ କାଲକୁଲେଟର,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ବାଇନାରୀ ଡିକୋଡର୍ |,ಬೈನರಿ ಡಿಕೋಡರ್
ବାଇନାରୀ ସିଡ଼ି |,ಬೈನರಿ ಏಣಿ
ବାଇନାରୀ ପାଥୋମିଟର |,ಬೈನರಿ ಪಾಥೋಮೀಟರ್
ବାଇନାରୀ ଅବସ୍ଥା |,ದ್ವಿಮಾನ ಸ್ಥಿತಿ
ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |,ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್
ବାଇନାରୀ ଲୋଡ୍ |,ಬೈನರಿ ಲೋಡ್
ବାଇନାରୀ ଶବ୍ଦ |,ಬೈನರಿ ಪದಗಳು
ଦ୍ୱିପାକ୍ଷିକ,ಬೈಪೋಲಾರ್
ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |,ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್
ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |,ಬೈಪೋಲಾರ್ ಸಾಧನ
ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |,ಬೈಪೋಲಾರ್ ಮೂಲ
ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |,ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |,ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |,ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್
ଡବଲ୍ ପୋଜିସନ୍ |,ಎರಡು ಸ್ಥಾನ
ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |,ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |,ದ್ವಿಮುಖ ರಿಲೇ
ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |,ದ್ವಿಮುಖ ಸ್ಥಿತಿ
ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |,ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ
ବିଟ୍ ତ୍ରୁଟି |,ಬಿಟ್ ದೋಷ
ବିଟ୍ ତ୍ରୁଟି ହାର,ಬಿಟ್ ದೋಷ ದರ
ବିଟ୍ ତ୍ରୁଟି |,ಬಿಟ್ ದೋಷ
ବିଟ୍କାଲ୍ ତ୍ରୁଟି |,ಬಿಟ್ಕಲ್ ದೋಷ
ଅନ୍ଧ ବାକ୍ସ,ಕುರುಡು ಪೆಟ್ಟಿಗೆ
ଘନୀଭୂତ ନାଡ |,ಮಂದಗೊಳಿಸಿದ ನಾಡಿ
ସଚିବ,ಸ್ರವಿಸುವವನು
ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |,ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ
ଅନ୍ଧତା,ಕುರುಡುತನ
ବିଭାଗ ଚିତ୍ର,ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ
