Telugu,Punjabi
ప్రక్కనే ఉన్న ఛానల్ సెలెక్టివిటీ,ਨਾਲਤ ਚੈਨਲ ਚੋਣ
ప్రక్కనే ఉన్న ఫ్రీక్వెన్సీ,ਆਸ ਪਾਸ ਦੀ ਬਾਰੰਬਾਰਤਾ
ప్రక్కనే ఉన్న ఫ్రీక్వెన్సీ ఛానల్,ਨਾਲ ਲੱਗਦੇ ਫ੍ਰੀਕੁਐਂਸੀ ਚੈਨਲ
ప్రక్కనే ఉన్న పిక్చర్ క్యారియర్,ਨਾਲ ਲੱਗਦੀ ਤਸਵੀਰ ਕੈਰੀਅਰ
ప్రక్కనే ఉన్న సౌండ్ క్యారియర్,ਨਾਲ ਲੱਗਦੀ ਆਵਾਜ਼ ਕੈਰੀਅਰ
ప్రక్కనే ఉన్న స్టేషన్,ਨਾਲ ਲੱਗਦੀ ਸਟੇਸ਼ਨ
సర్దుబాటు,ਵਿਵਸਥਤ
సర్దుబాటు కండెన్సర్,ਵਿਵਸਥਤ ਕੰਡੈਂਸਰ
సర్దుబాటు ఒత్తిడిని,ਦਬਾਅ ਵਿਵਸਥਿਤ ਕਰਨਾ
రెంచ్ సర్దుబాటు,ਰੈਂਚ ਨੂੰ ਵਿਵਸਥਿਤ ਕਰਨਾ
సర్దుబాటు,ਵਿਵਸਥਾ
నిర్వాహకుడు,ਪ੍ਰਬੰਧਕ
అధునాతన సాంకేతిక పరిజ్ఞానం,ਤਕਨੀਕੀ ਤਕਨਾਲੋਜੀ
ఆకాశయాన,ਏਰੀਅਲ
వైమానిక శ్రేణి,ਏਰੀਅਲ ਐਰੇ
వైమానిక బూస్టర్,ਏਰੀਅਲ ਬੂਸਟਰ
వైమానిక ప్రవాహం,ਏਰੀਅਲ ਮੌਜੂਦਾ
వైమానిక ఎర్తింగ్ స్విచ్,ਏਰੀਅਲ ਕਮਾ ਸਵਿੱਚ
వైమానిక సామర్థ్యం,ਏਰੀਅਲ ਕੁਸ਼ਲਤਾ
వైమానిక ఇంపెడెన్స్,ਏਰੀਅਲ ਰੁਕਾਵਟ
వైమానిక ఇండక్టెన్స్,ਏਰੀਅਲ ਇੰਡਕੈਕਟੈਂਸ
వైమానిక అవాహకం,ਏਰੀਅਲ ਇਨਸੂਲੇਟਰ
వైమానిక లోడింగ్ కాయిల్,ਹਵਾਈ ਲੋਡਿੰਗ ਕੋਇਲ
వైమానిక ఫోటోగ్రఫీ,ਹਵਾਈ ਫੋਟੋਗ੍ਰਾਫੀ
వైమానిక శక్తి,ਏਰੀਅਲ ਪਾਵਰ
వైమానిక రేడియేషన్ రీస్టెన్స్,ਏਰੀਅਲ ਰੇਡੀਏਸ਼ਨ ਰੀਸੈਂਟਸ
వైమానిక ప్రతిచర్య,ਏਰੀਅਲ ਪ੍ਰਤੀਕਰਮ
ఏరోడైనమిక్స్,ਐਰੋਡਾਇਨਾਮਿਕਸ
ఏజెన్సీ,ਏਜੰਸੀ
వాయువుని కుదించునది,ਏਅਰ ਕੰਪ੍ਰੈਸਰ
ఎయిర్ కండెన్సర్,ਏਅਰ ਕੰਡੈਂਸਰ
గాలి చల్లబడింది,ਹਵਾ ਠੰ .ੀ
ఎయిర్ కోర్డ్ కాయిల్,ਏਅਰ ਕੋਰਡ ਕੋਇਲ
ఎయిర్ కండిషనింగ్,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
ఆల్బెడో,ਅਲਬਾਡੋ
అల్గోరిథం,ਐਲਗੋਰਿਦਮ
అలియాసింగ్,ਅਲਾਇਸਿੰਗ
సమలేఖనం,ਐਲਿੰਗਿੰਗ
అమరిక,ਅਲਾਈਨਮੈਂਟ
అన్ని వేవ్ వైమానిక,ਸਾਰੇ ਵੇਵ ਏਰੀਅਲ
కేటాయింపు,ਅਲਾਟਮੈਂਟ
అక్షరాలు,ਵਰਣਮਾਲਾ
ఆల్ఫాన్యూమరిక్,ਅਲਫਾਨੁਮਿਕ
ఆల్ఫాన్యూమరిక్ పాత్ర,ਅੱਖਰ ਅੱਖਰ
ఆల్ఫాన్యూమరిక్ సమాచారం,ਅਲਫਾਨੁਮਿਕ ਜਾਣਕਾਰੀ
ప్రత్యామ్నాయ కరెంట్ (a.c.),ਬਦਲਵੇਂ ਮੌਜੂਦਾ (ਏ.ਸੀ.)
ప్రత్యామ్నాయం,ਬਦਲਵਾਂ
ఆల్టర్నేటర్,ਅਲਟਰਨੇਟਰ
ఎత్తు,ਉਚਾਈ
పొక్కు ఎత్తు,ਅਗੇਬੀ ਦੀ ਉਚਾਈ
మూత యొక్క ఎత్తు,ਚਰਿੱਜ ਦੀ ਉਚਾਈ
Te త్సాహిక రేడియో కమ్యూనికేషన్,ਸ਼ੁਕੀਨ ਰੇਡੀਓ ਸੰਚਾਰ
వాతావరణం,ਮਾਹੌਲ
వాతావరణ మైక్రోఫోన్,ਮਾਹੌਲ ਮਾਈਕ੍ਰੋਫੋਨ
పరిసర పరిస్థితి,ਅੰਬੀਨਟ ਦੀ ਸਥਿਤੀ
పరిసర లైటింగ్,ਅੰਬੀਨਟ ਲਾਈਟਿੰਗ
పరిసర శబ్దం,ਅੰਬੀਨਟ ਸ਼ੋਰ
పరిసర ఉష్ణోగ్రత,ਵਾਤਾਵਰਣ ਦਾ ਤਾਪਮਾਨ
అమెరికన్ స్టాండర్డ్ కోడ్,ਅਮੈਰੀਕਨ ਸਟੈਂਡਰਡ ਕੋਡ
Ampere,ਐਂਪੀਅਰ
ఆంపియర్ మీటర్,ਐਂਪਰ ਮੀਟਰ
విస్తరణ,ਸਹਾਇਕਤਾ
యాంప్లిఫికేషన్ కారకం,ਐਪਲੀਫਿਕੇਸ਼ਨ ਫੈਕਟਰ
యాంప్లిఫైయర్,ਐਂਪਲੀਫਾਇਰ
యాంప్లిఫైయర్ లాభం,ਐਂਪਲੀਫਾਇਰ ਲਾਭ
యాంప్లిఫైయర్ శబ్దం,ਐਂਪਲੀਫਾਇਰ ਸ਼ੋਰ
పరికరాలను విస్తరించడం,ਅਮਲੀਫਾਈਸਿੰਗ ਉਪਕਰਣ
క్లైస్ట్రాన్ విస్తరించడం,ਸਰਪਲੱਸਿੰਗ ਕਲਸਟ੍ਰੋਨ
యాంప్లిఫైయింగ్ యూనిట్,ਅਮਲੀਫਾਈਸਿੰਗ ਯੂਨਿਟ
వ్యాప్తి,ਐਪਲੀਟਿ .ਡ
వ్యాప్తి వక్రీకరణ,ਐਪਲੀਟਿ itude ਡ ਭਟਕਣਾ
వ్యాప్తి విహారయాత్ర,ਐਪਲੀਟਿ ord ਡ ਸੈਕਸੀਅਨ
వ్యాప్తి కారకం,ਐਪਲੀਟਿ let ਟ ਫੈਕਟਰ
వ్యాప్తి పరిమితి,ਐਪਲੀਟਿ .ਡ ਸੀਮਾ
వ్యాప్తి మాడ్యులేటెడ్,ਐਪਲੀਟਿ .ਡ
యాంప్లిట్యూడ్ మాడ్యులేషన్,ਐਪਲੀਟਿ let ਟ ਮੇਲੂਲੇਸ਼ਨ
అనలాగ్ (అనలాగ్),ਐਨਾਲਾਗ (ਐਨਾਲਾਗ)
అనలాగ్ సర్క్యూట్,ਐਨਾਲਾਗ ਸਰਕਿਟ
అనలాగ్ కంప్యూటర్,ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
ఫ్రీక్వెన్సీ ఛానల్,ਐਨਾਲਾਗ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਚੈਨਲ
అనలాగ్ ప్రాతినిధ్యం,ਐਨਾਲਾਗ ਪ੍ਰਤੀਨਿਧਤਾ
అనలాగ్ సిగ్నల్,ਐਨਾਲਾਗ ਸਿਗਨਲ
డిజిటల్‌కు అనలాగ్,ਐਨਾਲਾਗ ਡਿਜੀਟਲ
డిజిటల్ కన్వర్టర్‌కు అనలాగ్,ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ
అనలాగ్ వీడియో,ਐਨਾਲਾਗ ਵੀਡੀਓ
సారూప్యత,ਸਮਾਨ
సారూప్యత,ਸਮਾਨਤਾ
విశ్లేషణ,ਵਿਸ਼ਲੇਸ਼ਣ
డేటా యొక్క విశ్లేషణ,ਡਾਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
విశ్లేషణాత్మక సాంద్రత,ਵਿਸ਼ਲੇਸ਼ਣ ਘਣਤਾ
విశ్లేషించడానికి,ਵਿਸ਼ਲੇਸ਼ਣ
ఎనలైజర్,ਵਿਸ਼ਲੇਸ਼ਕ
సహాయక పరికరాలు,Ancilliay ਉਪਕਰਣ
మరియు గేట్,ਅਤੇ ਗੇਟ
కొలిమేషన్ యొక్క కోణం,ਕੋਲੀਮੈਂਟ ਦਾ ਕੋਣ
ధ్రువణ కోణం,ਧਰੁਵੀਕਰਨ ਦਾ ਕੋਣ
భ్రమణ కోణం,ਘੁੰਮਣ ਦਾ ਕੋਣ
గోరు,ਐਂਗਟਰੋਮ (å)
కోణీయ,ਕੋਣੀ
కోణీయ త్వరణం,ਕੋਣੀ ਪ੍ਰਵੇਗ
కోణీయ సమన్వయాలు,ਕੋਣੀ ਕੋ-ਆਰਡੀਨੇਟ
కోణీయ విక్షేపం,ਐਂਗਲੇਨਰ ਫੁਲੈਕਸ਼ਨ
కోణీయ చెదరగొట్టడం,ਐਂਗੂਲਰ ਫੈਲਾਅ
కోణీయ స్థానభ్రంశం,ਕੋਣੀ ਵਿਸਥਾਪਨ
కోణీయ లోపం,ਐਂਗਲੇਰ ਐਰਰ
కోణీయ పౌన .పున్యం,ਕੋਣੀ ਦੀ ਬਾਰੰਬਾਰਤਾ
కోణీయ మొమెంటం,ਕੋਣੀ ਗਤੀ
కోణీయ కదలిక,ਕੋਣੀ ਮੋਸ਼ਨ
కోణీయ వేగం,ਐਂਗਲੇਰ ਵੇਗ
యానిమేషన్,ਐਨੀਮੇਸ਼ਨ
యానోడ్,ਐਨੋਡ
యానోడ్ బ్యాటరీ,ਐਨੋਡ ਬੈਟਰੀ
యానోడ్ లక్షణం,ਐਨੋਡ ਗੁਣ
యానోడ్ సర్క్యూట్,ਅਨੋਡ ਸਰਕਟ
యానోడ్ వెదజల్లడం,ਐਨੋਡ ਡਿਸਪੈਂਪੇਸ਼ਨ
యానోడ్ సామర్థ్యం,ਐਨੋਡ ਕੁਸ਼ਲਤਾ
యానోడ్ ఇన్పుట్ శక్తి,ਐਨੋਡ ਇਨਪੁਟ ਪਾਵਰ
యానోడ్ మాడ్యులేషన్,ਐਡੀਡ ਦੀ ਵਰਤੋਂ
యాంటెన్నా,ਐਂਟੀਨਾ
యాంటెన్నా బీమ్విడ్త్,ਐਂਟੀਨਾ ਬੀਅਵਿਡਥ
యాంటెన్నా బూస్టర్,ਐਂਟੀਨਾ ਬੂਸਟਰ
యాంటెన్నా చేంజ్ఓవర్ స్విచ్,ਐਂਟੀਨਾ ਬਦਲਾਓ ਸਵਿੱਚ
యాంటెన్నా కాయిల్,ਐਂਟੀਨਾ ਕੋਇਲ
యాంటెన్నా కాన్ఫిగరేషన్,ਐਟੀਨਨਾ ਕੌਂਫਿਗਰੇਸ਼ਨ
యాంటెన్నా కప్లర్,ਐਂਟੀਨਾ ਕਪਲਰ
యాంటెన్నా క్రాస్ ధ్రువ నమూనా,ਐਂਟੀਨਾ ਕਰਾਸ ਪੋਲਰ ਪੈਟਰਨ
యాంటెన్నా కరెంట్,ਐਂਟੀਨਾ ਮੌਜੂਦਾ
యాంటెన్నా డైరెక్టివిటీ లాభం,ਐਂਟੀਨਾ ਡਾਇਰੈਕਟਰਵਿਟੀ ਲਾਭ
యాంటెన్నా డ్యూప్లెక్సర్,ਐਂਟੀਨਾ ਡੁਪਲੈਕਸਰ
యాంటెన్నా ప్రభావవంతమైన ప్రాంతం,ਐਂਟੀਨਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ
యాంటెన్నా సామర్థ్యం,ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ
యాంటెన్నా ఫీడ్,ਐਂਟੀਨਾ ਫੀਡ
యాంటెన్నా ఫుట్ ప్రింట్,ਐਂਟੀਨਾ ਪੈਰ ਪ੍ਰਿੰਟ
యాంటెన్నా లాభం,ਐਂਟੀਨਾ ਲਾਭ
యాంటెన్నా ఎత్తు,ਐਂਟੀਨਾ ਉਚਾਈ
యాంటెన్నా ఇంపెడెన్స్,ਐਂਟੀਨਾ ਪ੍ਰੇਸ਼ਾਨ
యాంటెన్నా ఇండక్టెన్స్,ਐਂਟੀਨਾ ਇੰਡਸੀਕਟੈਂਸ
యాంటెన్నా నమూనా,ਐਂਟੀਨਾ ਪੈਟਰਨ
యాంటెన్నా ప్లెక్సర్,ਐਂਟੀਨਾ ਪਲੇਕਸਰ
యాంటెన్నా ధ్రువణత,ਐਂਟੀਨਾ ਧਰੁਵੀਕਰਨ
యాంటెన్నా శక్తి,ਐਂਟੀਨਾ ਪਾਵਰ
యాంటెన్నా శక్తి లాభం,ਐਂਟੀਨਾ ਪਾਵਰ ਲਾਭ
యాంటెన్నా రేడియేషన్ నిరోధకత,ਐਂਟੀਨਾ ਰੇਡੀਏਸ਼ਨ ਟਾਕਰਾ
యాంటెన్నా రియాక్టెన్స్,ਐਂਟੀਨਾ ਪ੍ਰਤੀਕ੍ਰਿਆ
యాంటెన్నా రిఫ్లెక్టర్,ਐਂਟੀਨਾ ਰਿਫਲੈਕਟਰ
యాంటెన్నా నిరోధకత,ਐਂਟੀਨਾ ਟਾਕਰੇ
యాంటెన్నా ప్రతిధ్వని ఫ్రీక్వెన్సీ,ਐਂਟੀਨਾ ਗੂੰਜਕ ਬਾਰੰਬਾਰਤਾ
యాంటెన్నా స్పేసింగ్,ਐਂਟੀਨਾ ਸਪੇਸਿੰਗ
యాంటెన్నా స్విచింగ్ రూమ్,ਐਂਟੀਨਾ ਸਵਿਚਿੰਗ ਰੂਮ
యాంటెన్నా ట్యూనింగ్ కాయిల్,ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਕੋਇਲ
యాంటెన్నా ట్యూనింగ్ హట్,ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਹੱਟ
ఎపర్చరు,ਅਪਰਚਰ
అపోజీ,ਅਪੋਜੀ
అపోజీ రాకెట్,ਅਪੋਜੀ ਰਾਕੇਟ
ఉపకరణం,ਉਪਕਰਣ
స్పష్టంగా,ਸਪੱਸ਼ਟ
ఆప్లెట్,ਐਪਲਿਟ
అప్లికేషన్,ਐਪਲੀਕੇਸ਼ਨ
సుమారు,ਲਗਭਗ
అక్వేస్ ద్రావణం,Aquive ਹੱਲ
ఆర్క్,ਆਰਕ
వాస్తుశిల్పం,ਆਰਕੀਟੈਕਚਰ
సౌండ్ రికార్డింగ్ యొక్క ఆర్కైవల్ బదిలీ,ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ ਦਾ ਆਰਕਵਲ ਟ੍ਰਾਂਸਫਰ
ఆర్కైవ్స్,ਪੁਰਾਲੇਖ
అంకగణిత కోడింగ్,ਹਿਸਾਬ ਕੋਡਿੰਗ
ఆర్మేచర్,ਆਰਮਚਰ
ఆర్మేచర్ వైండింగ్,ਆਰਮਟਿ ure ਟਰ ਹਵਾ
అమరిక,ਐਰੇ
అరేస్టర్,ਅਰੈਸਟਰ
ఉచ్చారణ,ਬਿਆਨ
(= కళాఖండము,ਆਰਟੀਫੈਕਟ (= ਆਰਟਫੈਕਟ)
ఆరోహణ,ਚੜ੍ਹਨਾ
కారక నిష్పత్తి,ਆਕਾਰ ਅਨੁਪਾਤ
సమీకరించేవాడు,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ
వాదన,ਜ਼ੋਰ
అప్పగింత,ਅਸਾਈਨਮੈਂਟ
అసైన్‌మెంట్ ఛానల్,ਅਸਾਈਨਮੈਂਟ ਚੈਨਲ
అసమాన,ਅਸਮੈਟ੍ਰਿਕਲ
అసమకాలిక,ਅਸਿੰਕਰੋਨਸ
వాతావరణం,ਵਾਤਾਵਰਣ
వాతావరణ నష్టం,ਵਾਯੂਮੰਡਲ ਦਾ ਨੁਕਸਾਨ
వాతావరణ శబ్దం,ਵਾਯੂਮੰਡਲ ਸ਼ੋਰ
వాతావరణ పీడనం,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
వాతావరణ ప్రచారం,ਵਾਯੂਮੰਡਲ ਪ੍ਰਸਾਰ
వాతావరణ రేడియో-వేవ్,ਵਾਯੂਮੰਡਲ ਰੇਡੀਓ-ਵੇਵ
వాతావరణం,ਵਾਯੂਮੰਡਲ
అణువు,ਐਟਮ
అణు నిర్మాణం,ਪ੍ਰਮਾਣੂ ਬਣਤਰ
అటాచ్మెంట్,ਲਗਾਵ
అటెన్యుయేషన్,ਪਟੀਸ਼ਨ
అటెన్యుయేషన్ నష్టం,ਅਟੁੱਟ ਨੁਕਸਾਨ
ధ్వని తరంగాల యొక్క అటకన,ਅਵਾਜ਼ ਦੀਆਂ ਲਹਿਰਾਂ ਦਾ ਧਿਆਨ
అటెన్యూయేటర్,Attetuator
అటెన్యూయేటర్-ప్యాడ్,ਐਟੀਟਨਿਟਰ-ਪੈਡ
విడిబిలిటీ థ్రెషోల్డ్,ਆਡੀਬਿਲਟੀ ਥ੍ਰੈਸ਼ੋਲਡ
వినగల,ਸੁਣਨਯੋਗ
వినగల ఫ్రీక్వెన్సీ,ਆਡੀਅਲ ਬਾਰੰਬਾਰਤਾ
వినగల స్వరం,ਸੁਣਨਯੋਗ ਧੁਨ
వినగల-స్పెక్ట్రం,ਸੁਣਨਯੋਗ-ਸਪੈਕਟ੍ਰਮ
ప్రేక్షకులు,ਹਾਜ਼ਰੀਨ
ఆడియో,ਆਡੀਓ
ఆడియో యాంప్లిఫైయర్,ਆਡੀਓ ਅਮਲੀਫਾਇਰ
ఆడియో ఎనలైజర్,ਆਡੀਓ ਵਿਸ਼ਲੇਸ਼ਕ
ఆడియో ప్రసారం,ਆਡੀਓ ਪ੍ਰਸਾਰਣ
ఆడియో కేబుల్,ਆਡੀਓ ਕੇਬਲ
ఆడియో గొలుసు,ਆਡੀਓ ਚੇਨ
ఆడియో కోడెక్,ਆਡੀਓ ਕੋਡਕ
ఆడియో కుదింపు,ਆਡੀਓ ਕੰਪ੍ਰੈਸਨ
ఆడియో కంప్రెసర్,ਆਡੀਓ ਕੰਪ੍ਰੈਸਰ
ఆడియో కన్సోల్,ਆਡੀਓ ਕੰਸੋਲ
ఆడియో వక్రీకరణ,ਆਡੀਓ ਵਿਗਾੜ
ఆడియో డైనమిక్ పరిధి,ਆਡੀਓ ਡਾਇਨਾਮਿਕ ਰੇਂਜ
ఆడియో ఫైల్ ఫార్మాట్,ਆਡੀਓ ਫਾਈਲ ਫਾਰਮੈਟ
ఆడియో ఫ్రేమ్ ఫార్మాట్,ਆਡੀਓ ਫਰੇਮ ਫਾਰਮੈਟ
ఆడియో ఫ్రీక్వెన్సీ యాంప్లిఫైయర్,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
ఆడియో ఫ్రీక్వెన్సీ జనరేటర్,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ
ఆడియో ఫ్రీక్వెన్సీ పరిధి,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦੀ ਸੀਮਾ
ఆడియో ఫ్రీక్వెన్సీ ప్రతిస్పందన,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ
ఆడియో పరిమితి,ਆਡੀਓ ਸੀਮਾ
ఆడియో లైన్,ਆਡੀਓ ਲਾਈਨ
ఆడియో మిక్సర్,ਆਡੀਓ ਮਿਕਸਰ
ఆడియో మాడ్యులేషన్,ਆਡੀਓ ਸੰਚਾਲਨ
ఆడియో ఓసిలేటర్,ਆਡੀਓ c ਸਿਲੇਟਰ
ఆడియో అవుట్పుట్,ਆਡੀਓ ਆਉਟਪੁੱਟ
ఆడియో శక్తి,ਆਡੀਓ ਪਾਵਰ
ఆడియో నాణ్యత,ਆਡੀਓ ਕੁਆਲਟੀ
ఆడియో సిగ్నల్,ਆਡੀਓ ਸਿਗਨਲ
ఆడియో సిగ్నల్ ప్రాసెసింగ్,ਆਡੀਓ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ
ఆడియో స్పెక్ట్రం,ਆਡੀਓ ਸਪੈਕਟ੍ਰਮ
ఆడియో నిల్వ,ਆਡੀਓ ਸਟੋਰੇਜ
ఆడియో సబ్ క్యారియర్,ਆਡੀਓ ਸਬ-ਕੈਰੀਅਰ
ఆడియో ట్రాన్స్ఫార్మర్,ਆਡੀਓ ਟਰਾਂਸਫਾਰਮਰ
ఆడియో ట్రాన్స్మిటర్,ਆਡੀਓ ਟ੍ਰਾਂਸਮੀਟਰ
శ్రవణ/వీడియో కుదింపు,ਆਡੀਓ / ਵੀਡੀਓ ਸੰਕੁਚਨ
ఆడియో-ఫ్రీక్వెన్సీ ఓసిలేటర్,ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ
ఆడియో-ఫ్రీక్వెన్సీ సిగ్నల్,ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ
ఆడియోమెట్రీ,ਆਡੀਓਮੈਟਰੀ
ఆడియో-విజువల్ ఎయిడ్,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਸਹਾਇਤਾ
శ్రవణ అవగాహన,ਆਡੀਟਰੀ ਧਾਰਨਾ
ప్రామాణీకరణ,ਪ੍ਰਮਾਣਿਕਤਾ
అధీకృత క్యారియర్ ఫ్రీక్వెన్సీ,ਅਧਿਕਾਰਤ ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ
ఆటో క్యాడ్,ਆਟੋ ਕੈਡ
ఆటో డయాగ్నస్టిక్స్,ਆਟੋ ਨਿਦਾਨ
ఆటోమేటిక్,ਆਟੋਮੈਟਿਕ
స్వయంచాలక నియంత్రణ,ਆਟੋਮੈਟਿਕ ਕੰਟਰੋਲ
ఆటోమేటిక్ డిటెక్షన్,ਆਟੋਮੈਟਿਕ ਖੋਜ
స్వయంచాలక పరికరాలు,ਆਟੋਮੈਟਿਕ ਉਪਕਰਣ
