Malayalam,Tamil
ഏകീകൃത മാട്രിക്സ്,ஒரே மாதிரியான அணி
മാട്രിക്സ് കോവേരിയൻസ്,அணி ஒருங்கிணைப்பு
ഏകീകൃത മാട്രിക്സ്,ஒரே மாதிரியான அணி
സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം,ஏற்றுக்கொள்ளக்கூடிய முடிவு செயல்பாடு
സ്വീകാര്യമായ സിദ്ധാന്തം,ஏற்றுக்கொள்ளக்கூடிய கருதுகோள்
എയറോഡൈനാമിക് ശക്തി,காற்றியக்க விசை
എയറോഡൈനാമിക്സ്,காற்றியக்கவியல்
ഏകതാനമായ ജ്യാമിതി,ஒரே மாதிரியான வடிவியல்
ഏകതാനമായ മാപ്പിംഗ്,ஒரே மாதிரியான மேப்பிங்
ഏകതാനമായ പരിവർത്തനം,ஒரே மாதிரியான மாற்றம்
മൊത്തം വേരിയബിൾ,மொத்த மாறி
"ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം","இயற்கணிதம், இயற்கணிதம், இயற்கணிதம், இயற்கணிதம்"
"സീഡി അടഞ്ഞ, വിത്ത്","விதை மூடிய, விதை"
ബീജഗണിത സമവാക്യം,இயற்கணித சமன்பாடு
ബീജഗണിത പദപ്രയോഗം,இயற்கணித வெளிப்பாடு
ബീജഗണിത ഏകത,இயற்கணித ஒருமைப்பாடு
ബീജഗണിത പ്രവർത്തനം,இயற்கணித செயல்பாடு
ബീജഗണിത ജ്യാമിതി,இயற்கணித வடிவியல்
ബീജഗണിത ബഹുത്വം,இயற்கணித பன்மை
ബീജഗണിത വ്യവസ്ഥ,இயற்கணித அமைப்பு
എല്ലാ-പൂർണ്ണസംഖ്യാ പ്രശ്നം,அனைத்து முழு எண் பிரச்சனை
"അസൈൻമെന്റ് പ്രശ്നം വാട്ട് ചോദ്യം,",ஒதுக்கீட்டுச் சிக்கல் வாட் கேள்வி
അക്ഷരമാലാ ക്രമം,அகரவரிசைக் குறியீடு
അക്ഷരമാലാക്രമം,அகரவரிசை எழுத்து
ഇതര കോണുകൾ,மாற்று கோணங்கள்
"ഇതര ഏകതാനമായ ഇതര രൂപം,",மாற்று ஒரே மாதிரியான மாற்று வடிவம்
ഇതര ഗ്രൂപ്പ്,மாற்று குழு
ഇതര മാട്രിക്സ്,மாற்று அணி
ഇതര പരമ്പര,மாற்று தொடர்
ഇതര സിദ്ധാന്തം,மாற்று கருதுகோள்
ബദൽ ഒപ്റ്റിമം,மாற்று உகந்தது
ഇതര ഫലം,மாற்று முடிவு
അനലോഗ് അക്ക കൺവെർട്ടർ,அனலாக்-இலக்க மாற்றி
"അനലോഗ് കമ്പ്യൂട്ടർ,",அனலாக் கணினி
വിശകലനം,பகுப்பாய்வு
സഹവർത്തിത്വ വിശകലനം,இணைநிலை பகுப்பாய்வு
എണ്ണൽ-വിവര വിശകലനം,கணக்கெடுப்பு-தரவு பகுப்பாய்வு
വ്യതിയാന വിശകലനം,மாறுபாடு பகுப்பாய்வு
അനലിറ്റിക്കൽ ജ്യാമിതി,பகுப்பாய்வு வடிவியல்
വിശകലന പ്രവർത്തനം,பகுப்பாய்வு செயல்பாடு
കോൺ,கோணம்
ടാൻജന്റ് കോൺ,தொடுகோடு கோணம்
വ്യതിചലന കോൺ,விலகல் கோணம்
വിഷാദം ആംഗിൾ,மனச்சோர்வு கோணம்
വ്യതിയാനം കോൺ,விலகல் கோணம்
ഡിഫ്രാക്ഷൻ ആംഗിൾ,விலகல் கோணம்
എലവേഷൻ കോൺ,உயர கோணம்
സംഭവത്തിന്റെ കോൺ,நிகழ்வு கோணம்
പ്രൊജക്ഷൻ കോൺ,திட்ட கோணம்
പ്രതിഫലനത്തിന്റെ കോൺ,பிரதிபலிப்பு கோணம்
അപവർത്തന കോൺ,ஒளிவிலகல் கோணம்
റൊട്ടേഷൻ കോൺ,சுழற்சி கோணம்
പ്രതിഫലനത്തിന്റെ സമ്പൂർണ്ണ കോൺ,பிரதிபலிப்பு முழுமையான கோணம்
കോണീയ ത്വരണം,கோண முடுக்கம்
കോണീയ പ്രവേഗം,கோண வேகம்
കോണീയ വേഗത,கோண வேகம்
കോണീയ പ്രവേഗം,கோண வேகம்
മോതിര വിരൽ,மோதிர விரல்
ഉത്തരം,பதில்
കൌണ്ടർ ഡെറിവേറ്റീവ്,எதிர் வழித்தோன்றல்
ഐസോമെട്രിക് ഫംഗ്ഷൻ,ஐசோமெட்ரிக் செயல்பாடு
"കവർ ചെയ്യാവുന്ന, ബാധകമായ, ബാധകമായ","மறைக்கக்கூடிய, பொருந்தக்கூடிய, பொருந்தக்கூடிய"
"അപേക്ഷ അപേക്ഷ,",விண்ணப்ப விண்ணப்பம்
പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,பயன்பாட்டு டைனமிக் நிரலாக்கம்
പ്രയോഗിച്ച ജ്യാമിതി,பயன்படுத்தப்படும் வடிவியல்
പ്രയോഗിച്ച ഗണിതശാസ്ത്രം,பயன்பாட்டு கணிதம்
പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ,பயன்பாட்டு புள்ளிவிவரங்கள்
"ഏകദേശം, ഏകദേശം","தோராயமாக, தோராயமாக"
ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം,தோராயமாக தொடர்ச்சியான செயல்பாடு
"മാക്രോ രീതി, ഏകദേശ രീതി","மேக்ரோ முறை, தோராய முறை"
ഏകദേശ പരിഹാരം,தோராயமான தீர்வு
ഏകദേശ പ്രശ്നം,தோராயமான பிரச்சனை
ഏകദേശ സ്വത്ത്,தோராயமான சொத்து
അഭിരുചി പരീക്ഷ,திறன் சோதனை
ആർഗോൺ ഡയഗ്രം,ஆர்கான் வரைபடம்
സ്വമേധയാ,தன்னார்வ
"ക്രമരഹിതമായ, ക്രമരഹിതമായ","சீரற்ற, சீரற்ற"
ഏകപക്ഷീയമായ സ്ഥിരാങ്കം,தன்னிச்சையான மாறிலி
സ്വതന്ത്ര ഘടകം,இலவச உறுப்பு
ഏകപക്ഷീയമായ പോയിന്റ്,தன்னிச்சையான புள்ளி
ആർക്കിമിഡീസിന്റെ നിയമം,ஆர்க்கிமிடின் சட்டம்
ആർക്കിമിഡീസിന്റെ നിയമം,ஆர்க்கிமிடிஸ் சட்டம்
"കമാനം നീളം, കമാനം നീളം","வில்-நீளம், வில்-நீளம்"
സർക്കിൾ ആർക്ക്,வட்ட வில்
വിപരീത സൈൻ വിതരണം,தலைகீழ் சைன் விநியோகம்
വിപരീത സൈൻ പരിവർത്തനം,தலைகீழ் சைன் மாற்றம்
"പ്രദേശം, പ്രദേശം","பகுதி, பகுதி"
പ്രാദേശിക കോൺഫിഗറേഷൻ,பிராந்திய கட்டமைப்பு
ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ കോൺ,ஒரு கலப்பு எண்ணின் கோணம்
ഗണിത അർത്ഥം,எண்கணித சராசரி
ഡിജിറ്റൽ പ്രവർത്തനം,டிஜிட்டல் செயல்பாடு
ഡിജിറ്റൽ യൂണിറ്റ്,டிஜிட்டல் அலகு
"കോൺഫിഗറേഷൻ, ക്രമീകരണം","கட்டமைப்பு, ஏற்பாடு"
"അറേ, അറേ","வரிசை, வரிசை"
കൃത്രിമ ഉപഗ്രഹം,செயற்கை செயற்கைக்கோள்
കൃത്രിമ വേരിയബിൾ,செயற்கை மாறி
കയറാൻ,ஏறுவதற்கு
ആരോഹണം,ஏறுமுகம்
മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം,அளவின் ஏறுவரிசை
ആരോഹണ ഗ്രേഡ്,ஏறும் தரம்
അസംബ്ലർ ഭാഷ,அசெம்பிளர் மொழி
"അസൈൻമെന്റ് പ്രശ്നം അസൈൻമെന്റ് ചോദ്യം,",ஒதுக்கீட்டுச் சிக்கல் ஒதுக்கீட்டுக் கேள்வி
സഹകാരി നിയമം,துணை விதி
ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം,ஆபரேட்டர்களின் துணை விதி
അനുബന്ധ പ്രവർത്തനം,துணை செயல்பாடு
കൂട്ടുകെട്ട്,தோழமை
അർത്ഥമാക്കുന്നത്,சராசரியாக கருதப்படுகிறது
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
"സങ്കല്പിച്ചു, സമ്മതിച്ചു,","கற்பனை செய்து, ஒப்புக்கொண்ட"
ജ്യോതിഷം,ஜோதிடம்
"ബഹിരാകാശ എഞ്ചിനീയർ ബഹിരാകാശ എഞ്ചിനീയർ,",விண்வெளி பொறியாளர் விண்வெளி பொறியாளர்
ജ്യോതിശാസ്ത്രജ്ഞൻ*,வானியலாளர்*
ജ്യോതിശാസ്ത്ര ഘടികാരം,வானியல் கடிகாரம்
ജ്യോതിശാസ്ത്രം,வானியல்
അസമമായ വക്രം,சமச்சீரற்ற வளைவு
അസമമിതി,சமச்சீரற்ற தன்மை
അസിംപ്റ്റോട്ടിക്,அறிகுறியற்ற
വഷളാക്കുന്നു,மோசமாக்கும்
പുരോഗമന എസ്റ്റിമേറ്റർ,முற்போக்கான மதிப்பீட்டாளர்
റിട്രോഗ്രേഡ് ബയസ്ഡ് എസ്റ്റിമേറ്റർ,பிற்போக்கு சார்பு மதிப்பீட்டாளர்
പിന്തിരിപ്പൻ പെരുമാറ്റം,பிற்போக்கு நடத்தை
ആക്രമണാത്മക വിതരണ പ്രവർത്തനം,தீவிர விநியோக செயல்பாடு
മുകളിലേക്ക് വ്യാപിച്ചു,மேல்நோக்கி பரவியது
അന്തരീക്ഷമർദ്ദം,வளிமண்டல அழுத்தம்
"ക്രമരഹിതമായി,",தற்செயலாக
സ്വത്ത്*,சொத்து*
ആട്രിബ്യൂട്ട്-സാമ്പിൾ-മെക്കാനിസം,பண்பு-மாதிரி-பொறிமுறை
വർദ്ധിപ്പിച്ച മാട്രിക്സ്,ஆக்மென்ட் மேட்ரிக்ஸ்
ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്,தன்னியக்க தொடர்பு குணகம்
ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ,தன்னியக்க தொடர்பு செயல்பாடு
സഹവർത്തിത്വം,இணை மாறுபாடு
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,தானியங்கி கணினி
സ്വയം റിഗ്രഷൻ,தன்னியக்க பின்னடைவு
സഹായ സമവാക്യം,துணை சமன்பாடு
ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (MPC കർവ്),சராசரி மாதிரி எண் வளைவு (MPC வளைவு)
"സിദ്ധാന്തം, സിദ്ധാന്തം","கோட்பாடு, கோட்பாடு"
axiom സമീപനം,கோட்பாடு அணுகுமுறை
സംഭാവ്യത സിദ്ധാന്തം,நிகழ்தகவு கோட்பாடு
അച്ചുതണ്ട്,அச்சு
ഭുജാക്ഷ,புஜக்ஷா
ഭൂമിയുടെ അച്ചുതണ്ട്,பூமி அச்சு
ഭ്രമണ അക്ഷം,சுழற்சி அச்சு
ഭ്രമണ അക്ഷം,சுழற்சி அச்சு
സ്പിൻ അക്ഷം,சுழல் அச்சு
പോസ്റ്റ് മാറ്റിസ്ഥാപിക്കൽ,பிந்தைய மாற்று
പിന്നീട്,பின்னர்
തിരികെ ചേർക്കൽ സൂത്രവാക്യം,பின் செருகும் சூத்திரம்
"ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
സമതുലിതമായ ഡിസൈൻ,சீரான வடிவமைப்பு
ബാലൻസ് ഷീറ്റ്,இருப்பு தாள்
മിസൈൽ,ஏவுகணை
"ബാലിസ്റ്റിക്സ്, ആയുധം","பந்துவீச்சு, ஆயுதம்"
"നിര, വടി, കോബ്, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ലൈൻ, ലൈൻ, ടെസ്റ്റ് ലൈൻ, എഡ്ജ്","நெடுவரிசை, பட்டை, கோப், பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு"
"അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം","அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை"
അടിസ്ഥാന കോൺ,அடிப்படை கோணம்
"ലോഗരിതം അടിസ്ഥാനം, ലോഗരിതം അടിസ്ഥാനം","மடக்கையின் அடிப்படை, மடக்கையின் அடிப்படை"
"അടിസ്ഥാന, അടിസ്ഥാന,","அடிப்படை, அடிப்படை"
അടിസ്ഥാന യോജിച്ച പരിഹാരം,அடிப்படை ஒத்திசைவான தீர்வு
അടിസ്ഥാന പരിഹാരം,அடிப்படை தீர்வு
അടിസ്ഥാന വേരിയബിൾ,அடிப்படை மாறி
അടിസ്ഥാനം,அடித்தளம்
അടിസ്ഥാന ഘടകം,அடிப்படை உறுப்பு
അടിസ്ഥാന മാട്രിക്സ്,அடிப்படை அணி
വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം,திசையன் இடத்தின் அடிப்படை
ഉപജനസംഖ്യാ അടിസ്ഥാനം,துணை மக்கள்தொகை அடிப்படையில்
സത്യസന്ധമല്ലാത്ത,நேர்மையற்ற
ബെസ്-റൂൾ,bez-விதி
bez-theorem,bez-theorem
ബെർണൂലി-വിതരണം,பெர்னோலி-விநியோகம்
ബെർണൂലി നമ്പറുകൾ,பெர்னோலி எண்கள்
ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,பெர்னோலி நிகழ்தகவு செயல்பாடு
ബെർണൂലി-സമവാക്യം,பெர்னோலி-சமன்பாடு
ബെറി ഫംഗ്ഷൻ,பெர்ரி செயல்பாடு
മികച്ച അഡീഷൻ,சிறந்த ஒட்டுதல்
മികച്ച അഡീഷൻ ലൈൻ,சிறந்த ஒட்டுதல் வரி
മികച്ച പരിഹാരം,சிறந்த தீர்வு
മികച്ച നുറുങ്ങുകൾ,சிறந்த குறிப்புகள்
ബീറ്റ വിതരണം,பீட்டா விநியோகம்
"പക്ഷപാതം, പക്ഷപാതം","சார்பு, சார்பு"
പക്ഷപാതപരമായ വിലയിരുത്തൽ,பாரபட்சமான மதிப்பீடு
ദ്വിപദ സമവാക്യം,ஈருறுப்புச் சமன்பாடு
ഒറ്റ കവർ,ஒற்றை கவர்
ഒറ്റ കവർ മാപ്പ്,ஒற்றை அட்டை வரைபடம்
ഒറ്റ കവർ മാപ്പിംഗ്,ஒற்றை அட்டை மேப்பிங்
ക്വാഡ്രാറ്റിക് ക്വാഡ്രാറ്റിക്,இருபடி இருபடி
ബിലീനിയർ ഫംഗ്ഷൻ,இருமுனை செயல்பாடு
ബൈലീനിയർ ഹെർമിഷ്യൻ ഹോമോജെനിറ്റി,பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு
"ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ","இருமாறு, இருமை, இரட்டை"
"ബൈനറി കോഡ്, ബൈനറി കോഡ്","பைனரி குறியீடு, பைனரி குறியீடு"
"ബൈനറി കോഡ് ചെയ്ത ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം","பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம"
ബൈനറി എൻകോഡിംഗ്,பைனரி குறியாக்கம்
ബൈനറി കമ്പ്യൂട്ടർ,பைனரி கணினி
ബൈനറി അക്കങ്ങൾ,பைனரி எண்கள்
ബൈനറി പ്രവർത്തനം,பைனரி செயல்பாடு
ബൈനറി രീതി,பைனரி முறை
ബൈനറി വേരിയബിൾ,பைனரி மாறி
ദ്വിപദ ഗുണകം,ஈருறுப்புக் குணகம்
ദ്വിപദ വിതരണം,இருவகைப் பரவல்
ദ്വിപദ സമവാക്യം,ஈருறுப்புச் சமன்பாடு
ദ്വിപദ വ്യത്യാസം,இருவகை மாறுபாடு
ദ്വിപദ പദപ്രയോഗം,இருமொழி வெளிப்பாடு
ബൈനോമിയൽ റാൻഡം വേരിയബിൾ,ஈருறுப்பு சீரற்ற மாறி
ദ്വിപദ സിദ്ധാന്തം,ஈருறுப்பு தேற்றம்
"പകുതി, വിഭജനം","பாதி, பிளவு"
"വിഭജന രീതി, സെമിഡിവിഷൻ രീതി","இரு பிரிவு முறை, அரைப்பிரிவு முறை"
പകുതി ദ്വിമുഖം,அரை இருசமவெட்டி
"ദ്വിപദം, ദ്വിമുഖം",இருவகை
"ഡ്വയങ്ക് (ബൈനറി സംഖ്യ), ആനി, ബർമീസ്, തുക്","ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்"
ദ്വിപദ ദ്വിപദ വിതരണം ദ്വിപദം,ஈருறுப்பு இருவகைப் பரவல் இருவகை
ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം,இருவகை தொடர்பு குணகம்
ദ്വിവിധ വിതരണം,இருவகை விநியோகம்
bivariate സാധാരണ-വിതരണം,இருவகை இயல்பான-விநியோகம்
ബിവെക്ടർ,பைவெக்டர்
ബോൾട്ട്മാൻ സമവാക്യം,போல்ட்மேன் சமன்பாடு
ബൂളിയൻ ബീജഗണിതം*,பூலியன் இயற்கணிதம்*
ബോസ്-ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ,போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
പരിമിതി നിയന്ത്രണങ്ങൾ,வரம்பு கட்டுப்பாடுகள்
അതിർത്തി നില,எல்லை நிலை
അതിർത്തി രേഖ,எல்லைக் கோடு
പരിധി മൂല്യം,வரம்பு மதிப்பு
അതിർത്തി മൂല്യ പ്രശ്നം,எல்லை மதிப்பு பிரச்சனை
"പരിമിതമായ പ്രവർത്തനം പരിമിതമായ ഫലം,",எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்
"ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് ടേബിൾ,","எல்லைக்குட்பட்ட அணி, எல்லைக்குட்பட்ட அணி எல்லைக்குட்பட்ட அட்டவணை"
"അതിർത്തി പ്രദേശം അതിർത്തി പ്രദേശം,",எல்லைக்குட்பட்ட பிரதேசம் எல்லைக்குட்பட்ட பிரதேசம்
"ബൗണ്ടഡ് സെറ്റ് ബൗണ്ടഡ് സെറ്റ്,",எல்லைக்குட்பட்ட தொகுப்பு எல்லைக்குட்பட்ட தொகுப்பு
ബ്രൗണി ചലനം,பிரவுனி இயக்கம்
കണക്കാക്കാൻ,கணக்கெடுக்க
കണക്കുകൂട്ടല്,கணக்கீடு
"കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ","கால்குலேட்டர், கால்குலேட்டர்"
കണക്കുകൂട്ടല്*,கணக்கீடு*
കമ്പ്യൂട്ടേഷണൽ പ്രവർത്തന രീതി,கணக்கீட்டு நடவடிக்கை முறை
"കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ","கால்குலேட்டர், கால்குலேட்டர்"
"കാൽക്കുലസ്, കാൽക്കുലസ്","கால்குலஸ், கால்குலஸ்"
വേരിയൻസ് കാൽക്കുലസ്,மாறுபாடு கணக்கீடு
കലോറികൾ,கலோரிகள்
ഭരണം റദ്ദാക്കുക,ரத்து விதி
കാനോനിക്കൽ സമവാക്യം,நியமன சமன்பாடு
കാനോനിക്കൽ രൂപം,நியமன வடிவம்
"കാനോനിക്കൽ മാട്രിക്സ്, കെ കാനോനിക്കൽ മാട്രിക്സ്","கேனானிகல் மேட்ரிக்ஸ், கே கேனானிகல் மேட்ரிக்ஸ்"
കാന്റർ സെറ്റ്,கேண்டர் தொகுப்பு
കാന്റർ ത്രികോണ സെറ്റ്,கேண்டார் முக்கோண தொகுப்பு
പരിമിതമായ ഗതാഗത പ്രശ്നം,கட்டுப்படுத்தப்பட்ட போக்குவரத்து பிரச்சனை
കഴിവ്,திறன்
കാപ്പിലറി ബലം,தந்துகி விசை
"എണ്ണം നമ്പർ, കാർഡിനൽ നമ്പർ","எண்ணிக்கை எண், கார்டினல் எண்"
കാർട്ടിസിയൻ അക്ഷം,கார்ட்டீசியன் அச்சு
കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,கார்ட்டீசியன் தயாரிப்பு
സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഗുണനം,தொகுப்புகளின் கார்ட்டீசியன் பெருக்கல்
"കേസ് പഠനം, കേസ് പഠനം","வழக்கு ஆய்வு, வழக்கு ஆய்வு"
ആപത്കരമായ പ്രസംഗം,பேரழிவு பேச்சு
കാറ്ററി,பூனைக்குரிய
കോച്ചി വിതരണം,காச்சி விநியோகம்
കൗശിയുടെ സൂത്രം,கௌசியின் சூத்திரம்
കൗശി-ഗുർസാ സിദ്ധാന്തം,கௌசி-குர்சா-தேற்றம்
കൗശി-റീമാൻ-ബാൻ,கௌஷி-ரீமான்-பான்
Cauchy ക്രമം,கௌச்சி வரிசை
കൗശി അവിഭാജ്യ,கௌஷி ஒருங்கிணைந்த
കൗശി പ്രധാന മൂല്യം,கௌசி முக்கிய மதிப்பு
കൗച്ചി ശേഷിക്കുന്ന സിദ്ധാന്തം,கௌச்சி எஞ்சிய தேற்றம்
കാൾ-ഹാമിൽട്ടൺ-സിദ്ധാന്തം,கால்-ஹாமில்டன்-தேற்றம்
ആകാശ ശരീരം,வானுலக
ജ്യോതിശാസ്ത്രപരമായ അളവ്,வானியல் அளவீடு
ആകാശ മെക്കാനിക്സ്,வான இயக்கவியல்
ആകാശ ശരീരം,வானுலக
സെൽ ആവൃത്തി,செல் அலைவரிசை
"സെൻസസ്, സെൻസസ്","மக்கள் தொகை கணக்கெடுப்பு, மக்கள் தொகை கணக்கெடுப்பு"
ശതമാനം,சதவீதம்
സെന്റീമീറ്റർ,சென்டிமீட்டர்
സെന്റീമീറ്റർ-ഗ്രാം-രണ്ടാം രീതി,சென்டிமீட்டர்-கிராம்-இரண்டாம் முறை
"കേന്ദ്ര, കേന്ദ്രീകൃത","மைய, மையமான"
കേന്ദ്ര അക്ഷം,மைய அச்சு
കേന്ദ്ര വിടവ്,மத்திய இடைவெளி
കേന്ദ്ര വ്യത്യാസ ഫോർമുല,மைய வேறுபாடு சூத்திரம்
കേന്ദ്ര ഡിഫറൻഷ്യൽ പട്ടിക,மைய வேறுபாடு அட்டவணை
കേന്ദ്ര പരിധി സിദ്ധാന്തം,மத்திய வரம்பு தேற்றம்
കേന്ദ്ര നിമിഷം,மைய தருணம்
കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്,மத்திய வள அலகு
കേന്ദ്ര സഹജാവബോധം,மைய உள்ளுணர்வு
കേന്ദ്രം*,மையம்*
ഗുരുത്വാകർഷണ കേന്ദ്രം,ஈர்ப்பு மையம்
ഗ്രൂപ്പ് കേന്ദ്രം,குழு மையம்
ബഹുജന കേന്ദ്രം,வெகுஜன மையம்
സമമിതിയുടെ കേന്ദ്രം,சமச்சீர் மையம்
അപകേന്ദ്ര ബലം,மையவிலக்கு விசை
അപകേന്ദ്രബലം,மையவிலக்கு விசை
"സെൻട്രിപെറ്റൽ മെറിഡിയൻ,",மையநோக்கு நடுக்கோடு
ഉറപ്പ്,உறுதி
cgs രീതി,cgs முறை
