English,Kannada
acess security,ಪ್ರವೇಶ ಭದ್ರತೆ
acess server,"1. ಪ್ರವೇಶ ಸರ್ವರ್, 2. ಪ್ರವೇಶ ಸರ್ವರ್"
acess time,ಪ್ರವೇಶ ಸಮಯ
acknowledgement,ಸ್ವೀಕೃತಿ
acoustics,ಅಕೌಸ್ಟಿಕ್ಸ್
acronym,"1. ಸಂಕ್ಷಿಪ್ತ ರೂಪ, 2. ಸಂಕ್ಷೇಪಣ, 3. ನಿಂದ ಚಿಕ್ಕದಾಗಿದೆ"
action message,ಕ್ರಿಯೆಯ ಸಂದೇಶ
activation,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
active server page (ASP),ಸಕ್ರಿಯ ಸರ್ವರ್ ಪುಟ
active version,ಸಕ್ರಿಯ ಆವೃತ್ತಿ
acyclic,ಅಸೈಕ್ಲಿಕ್
acyclic graph,"1. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್, 2. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್"
Ada language,ಅದಾ ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ
adapter,"1. ಆಪ್ಟಿಮೈಜರ್, 2. ಆಪ್ಟಿಮೈಜರ್"
add,ಒಟ್ಟು)
add file,ಮೊತ್ತದ ಕಡತ
add operation,"1. ಸೇರ್ಪಡೆ ಕಾರ್ಯಾಚರಣೆ, 2. ಮೊತ್ತದ ಕಾರ್ಯಾಚರಣೆ"
adder,ಸೇರಿಸುವವನು
address,ಗೊತ್ತು
address bus,ವಿಳಾಸ ಬಸ್
address file,ವಿಳಾಸ ಫೈಲ್
address format,ವಿಳಾಸ ಸ್ವರೂಪ
address generator,ವಿಳಾಸ ಜನರೇಟರ್
address line,ವಿಳಾಸ ಸಾಲು
address mapping,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
address pointer,ವಿಳಾಸ ಸೂಚಕ
address register,ವಿಳಾಸ ರಿಜಿಸ್ಟರ್
address resolution,ವಿಳಾಸ ಸ್ಥಗಿತ
address translation,ವಿಳಾಸ ಅನುವಾದ
addressed memory,"1. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ, 2. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ"
addressing,ಉದ್ದೇಶಿಸಿ
adequacy criteria,"1. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ, 2. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ"
adjoint,ಬಾಂಧವ್ಯ
administration,"1. ನಿರ್ವಹಣೆ, 2. ನಿಯಂತ್ರಣ"
administrator,"1. ಮ್ಯಾನೇಜರ್, 2. ನಿಯಂತ್ರಕ"
adobe acrobat,ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್
adobe photoshop,ಅಡೋಬ್ ಫೋಟೋಶಾಪ್
Advance Business Application Programming (ABAP),ABAP (ಸುಧಾರಿತ ವ್ಯಾಪಾರ ಪ್ರೋಗ್ರಾಮಿಂಗ್)
advanced data,"1. ಸುಧಾರಿತ ಡೇಟಾ, 2. ಸುಧಾರಿತ ಡೇಟಾ"
advanced information system,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
advanced technology (AT),ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT)
agent,ಕ್ರಮ
aggregation,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
airborne computer system,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
aldus page maker,ಅಲ್ಡಸ್ ಪೇಜ್-ಮೇಕ್
alert box,ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ
algol,ಅಲ್ಗೋಲ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
algorithm,"1. ಅಲ್ಗಾರಿದಮ್, 2. ಅಲ್ಗಾರಿದಮ್"
algorithm analysis,"1. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ, 2. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ"
algorithm efficiency,ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ
alias,"1. ಎಲಿಯಾಸ್, 2. ಅಡ್ಡಹೆಸರು, 3. ಅಕಾ"
alignment,ಜೋಡಣೆ
allocation,"1. ಹಂಚಿಕೆ, 2. ಹಂಚಿಕೆ"
alphabetic,"1. ವರ್ಣಮಾಲೆಯ, 2. ವರ್ಣಮಾಲೆಯ ಪ್ರಕಾರ"
alphanumeric,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
alphanumeric key board,"1. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್, 2. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್"
alpha-test,ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ (1 ನೇ ಹಂತದ ಪರೀಕ್ಷೆ)
alpha-version,"1. ಆಲ್ಫಾ ಆವೃತ್ತಿ, 2. ಆಲ್ಫಾ ರೂಪ"
alt key,ಆಲ್ಟ್ ಕೀ
altavista,ಅಲ್ಟಾವಿಸ್ತಾ
ambiguity,ಬಹುತ್ವ
ambiguous grammar,ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ
American National Standards Institute (ANSI),ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟಾಂಡೀಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI)
American Standard Code For Information Interchange (ASCII),ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕಟ್ (ascii)
analog,"1. ಸಾದೃಶ್ಯ, 2. ಅನಲಾಗ್"
analog computer,"1. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್, 2. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್"
analog device,"1. ಅನಲಾಗ್ ಸಾಧನ, 2. ಅನಲಾಗ್ ಸಾಧನ"
analog modem,"1. ಅನಲಾಗ್ ಮೋಡೆಮ್, 2. ಅನಲಾಗ್ ಮೋಡೆಮ್"
Analog To Digital Converter (ADC),ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
AND,ಅಂತ್ಯ (ಡಿಜಿಟಲ್/ಪ್ಲೇನ್ ಲಾಜಿಕ್ &#39;ಮತ್ತು&#39; ಬಳಸಲಾಗಿದೆ)
AND circuit,ಅಂತಿಮ ಸರ್ಕ್ಯೂಟ್
AND gate,ಕೊನೆಯ ಗೇಟ್ ಮತ್ತು ಗೇಟ್
AND not operation (Exclusion),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ)
animation,"1. ಅನಿಮೇಷನ್, 2. ಕಂಪನ"
annotation,ಸೂಚನೆ
anomaly,ಅಸಂಗತತೆ
antecedent,ಹಿಂದಿನ
anticipatory paging,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
anti-symmetric,ಪ್ರತಿ-ಸಮ್ಮಿತೀಯ
antivirus program,ಆಂಟಿವೈರಲ್ ಪ್ರೋಗ್ರಾಂ
applet,"1. ಆಪ್ಲೆಟ್, 2. ಅಪ್ಲಿಕೇಶನ್"
application developer,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
application programming,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
application programming interface (API),"1. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್, 2. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)"
application software,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
applicative language,ಅಪ್ಲಿಕೇಶನ್ ಭಾಷೆ
approximation theory,ಅಂದಾಜು ತತ್ವ
architecture,ರಚನೆ
area transfer,ಕ್ಷೇತ್ರ ವರ್ಗಾವಣೆ
argument,"1. ನಿಯತಾಂಕ, ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್, 2. ಕೋನ"
arithmatic and logic unit,"1. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ, 2. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ"
arithmatic check,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
arithmatic constant,ಅಂಕಗಣಿತದ ಸ್ಥಿರ
arithmatic data,ಅಂಕಗಣಿತದ ಡೇಟಾ
arithmatical instruction,ಅಂಕಗಣಿತದ ಸೂಚನೆ
arithmetic and logic unit (ALU),ಗಣಿತ ಮತ್ತು ತಾರ್ಕಿಕ ಘಟಕ (ALU)
ARPANET,ARPA ನೆಟ್ (RPNet)
array,ಶ್ರೇಣಿ
array cache,"1. ರಚನೆಯ ಸಂಗ್ರಹ, 2. ರಚನೆಯ ವೇಗ, 3. ರಚನೆಯ ಮೆಮೊರಿ"
array computer,ಅರೇ ಕಂಪ್ಯೂಟರ್
array element,ರಚನೆಯ ಅಂಶ
array name,ರಚನೆಯ ಹೆಸರು
array processor,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
arrow keys,ಬಾಣದ ಕೀಲಿ
articulation,ಒಪ್ಪಂದ
articulation point,ಜಂಕ್ಷನ್ ಪಾಯಿಂಟ್
artificial compaction,ಕೃತಕ ಸಂಕೋಚನ
artificial control,ಕೃತಕ ನಿಯಂತ್ರಣ
artificial intelligence,ಕೃತಕ ಅರ್ಥದಲ್ಲಿ
ascender,ಆರೋಹಣ
ascending sort,ಆರೋಹಣ ರೀತಿಯ
ASCII betical order,ascii ವರ್ಣಮಾಲೆ
ASCII control character,ascii ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ
ASCII file,ascii ಫೈಲ್
ASCII font,ascii ಫಾಂಟ್
ASCII transfer,ASCII ವರ್ಗಾವಣೆ
aspect ratio,ಆಕಾರ ಅನುಪಾತ
ASPI,"1. ಆಸ್ಪಿ, 2. ASPI"
ASR timer,ಎ ಎಸ್ ಆರ್ ಕಲಾದ್
assemble,"1. ಸ್ಮರಣೆ, 2. ಜೋಡಣೆ, 3. ಜೋಡಿಸಲು"
assembler,"1. ಅಸೆಂಬ್ಲರ್, 2. ಜ್ಞಾಪನೆ"
assembly,"1. ಜೋಡಿಸುವುದು, 2. ಸ್ಮರಣೆ"
assembly language,"1. ಕಂಠಪಾಠ ಭಾಷೆ, 2. ಭಾಷೆ ಜೋಡಣೆ"
assertion,ನಿರ್ಣಯ
assignment,"1. ನಿಗದಿತ ಕೆಲಸ, 2. ಹಂಚಿಕೆ"
association,ಒಡನಾಟ
associative address,ಸಹಾಯಕ ವಿಳಾಸ
associative memory,"1. ಸಹಾಯಕ ಸ್ಮರಣೆ, 2. ಸಹಾಯಕ ಸ್ಮರಣೆ"
asteric,ನಕ್ಷತ್ರ ಚಿಹ್ನೆ (* ಚಿಹ್ನೆ)
asymmetric,ಅಸಮ್ಮಿತ
asynchronous,"1. ಅಸಮಕಾಲಿಕ, 2. ಅಸಮಕಾಲಿಕ"
asynchronous Digital Subscriber Line (ADSL),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
asynchronous Time Division Multiplexing (ATDM),ಅಸಿಂಕ್ರೊನಸ್ ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
asynchronous transfer,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
asynchronous Transfer Mode (ATM),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
atom,"1. ಪರಮಾಣು, 2. ಪರಮನ್"
attached document,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
attached file,"1. ಲಗತ್ತಿಸಲಾದ ಫೈಲ್/ಮಿಸಿಲ್, 2. ಲಗತ್ತಿಸಲಾದ ಕಡತ"
attachment,"1. ಆವರಣ, 2. ಸಂಯೋಜಿತ"
attribute,"1. ಗುಣಲಕ್ಷಣಗಳು, 2. ವಿಶೇಷತೆ"
audio,ಶ್ರವ್ಯ
audit programming,"1. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
audit trail,ಖಾತೆ ಪರಿಶೀಲನೆ
augmentation,ಪ್ರಚಾರ
authentication protocol,ಪ್ರಮಾಣೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
authoring system,ಲೇಖಕರ ವಿಧಾನ
authorization,"1. ಪ್ರಾಧಿಕಾರ, 2. ಅಧಿಕಾರ, 3. ನ್ಯಾಯಮಂಡಳಿ"
auto abstract,ಸ್ವಯಂ ಅಮೂರ್ತ
autobooting,"1. ಸ್ವಯಂ ಬೂಟಿಂಗ್, 2. ಸ್ವಯಂ ಬೂಟ್"
autocad,ಆಟೋಕ್ಯಾಡ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
autolog on,ಸ್ವಯಂ ಲಾಗ್-ಆನ್
automata,ಸ್ವಯಂಚಾಲಿತ
automata theory,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
automatic computing,ಸ್ವಯಂಚಾಲಿತ ಲೆಕ್ಕಾಚಾರ
automatic data processing,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
automatic error correction,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
automatic function,ಸ್ವಯಂ ಕಾರ್ಯ
automatic indexing,"1. ಸ್ವಯಂಚಾಲಿತ ಇಂಡೆಕ್ಸಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪಟ್ಟಿ"
automatic library call,ಸ್ವಯಂ ಸಂಗ್ರಹ ಕರೆ
automatic programming,"1. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
automatic recovery program,"1. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ, 2. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ"
automatic routine,ಸ್ವಯಂ ದಿನಚರಿ
automatic system recovery,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
automatic teller machine (ATM),"1. ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರಗಳು (ATM), 2. ಸ್ವಯಂ ಹಿಂಪಡೆಯಲು ಬ್ಯಾಂಕ್ ಎಟಿಎಂ"
automation,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
autoplay,"1. ಸ್ವಯಂಪ್ಲೇ, 2. ಆಟೋ ನಡಿಗೆ"
autosave,ಗಾಯನ
auxiliary,ಸಹಾಯಕ
auxiliary memory,ಸಹಾಯಕ ಸ್ಮರಣೆ
auxiliary storage,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
available list,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
available time,ಲಭ್ಯವಿರುವ ಸಮಯ
average,ಸರಾಸರಿ
awk (language),AWK (ಕಂಪ್ಯೂಟರ್ ಆಜ್ಞೆ)
backend,ನಂತರ
backend processor,ಪೋಸ್ಟ್ ಪ್ರೊಸೆಸರ್
backface removal,ಹಿಂಭಾಗದ ಕಾರ್ಯ ಅಳಿಸುವಿಕೆ
background processing,ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ
backing store,ಪೂರಕ ಅಂಗಡಿಗಳು
backpatching,ಮತ್ತೆ ಪ್ಯಾಚಿಂಗ್
backspace,"1. ಪಶ್ಚಿಮ, 2. ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್"
backtracking,ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್
back-up,"1. ಬ್ಯಾಕ್ ಅಪ್, 2. ಮರುಪಾವತಿ"
back-up memory,"1. ಪೂರಕ ಸ್ಮರಣೆ, 2. ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ"
backward error recovery,ಹಿಂದಿನ ದೋಷ ತಿದ್ದುಪಡಿ
balance sheet,(ಆದಾಯ-ವೆಚ್ಚ) ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
band,ಬ್ಯಾಂಡೇಜ್
band width,"1. ಬ್ಯಾಂಡ್ ಅಗಲ, 2. ಬ್ಯಾಂಡ್‌ವಿಡ್ತ್/ಸಾಮರ್ಥ್ಯ"
banker's algorithm,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
bar code,"1. ಬಾರ್ ಕೋಡ್, 2. ಬಾರ್ ಕೋಡ್"
bar code scanner,ಬಾರ್ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
bar graph,ಬಾರ್ ಗ್ರಾಫ್
base address,ಮೂಲ ವಿಳಾಸ
base band,ಬೇಸ್ ಬ್ಯಾಂಡ್
base number,ಆಧಾರ್ ಸಂಖ್ಯೆ
base table,ಬೇಸ್ ಟೇಬಲ್
BASIC,ಮೂಲಭೂತ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
basic control,"1. ಮೂಲ ನಿಯಂತ್ರಣ, 2. ಮೂಲ ನಿಯಂತ್ರಣ"
basic input,"1. ಮೂಲ ಹೂಡಿಕೆ, 2. ಮೂಲ ಹೂಡಿಕೆ"
basic instruction,ಮೂಲ ಸೂಚನೆ
basic output,ಮೂಲ ಸಮಸ್ಯೆ
basic step,ಮೂಲ ಹಂತ
batch,"1. ಬ್ಯಾಚ್, 2. ಗುಂಪು, 3. ದುರಂತ"
batch file,"1. ಬ್ಯಾಚ್ ಫೈಲ್, 2. ಬ್ಯಾಚ್ ಫೈಲ್"
batch position,ಬ್ಯಾಚ್ ಸ್ಥಿತಿ
batch processing,"1. ಬ್ಯಾಚ್ ಪ್ರಕ್ರಿಯೆ, 2. ಗುಂಪು ಸಂಸ್ಕರಣೆ"
batch system,"1. ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ, 2. ಕವಣೆ ವ್ಯವಸ್ಥೆ"
baud,ಬಾಡ್
baud rate,ಬೌಡ್ ದರ
beam,ಕಿರಣದ ಕಿರಣ
benchmark,"1. ಮಾರ್ಗಸೂಚಿಗಳು, 2. ಬ್ಯಾಚ್ ಮಾರ್ಕ್"
bidirectional communication,ದ್ವಿಮುಖ ಸಂವಹನ
bidirectional link,ನೇರ ಸಂಪರ್ಕ
binary code,ಬೈನರಿ ಕೋಡ್
binary digit,ಬೈನರಿ ಅಂಕೆಗಳು
binary Input output system (BIOS),ಬೈನರಿ ಇನ್ವೆಸ್ಟ್ಮೆಂಟ್ ಔಟ್ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS)
binary number,ಬೈನರಿ ಸಂಖ್ಯೆ
binary operator,ಬೈನರಿ ಆಪರೇಟರ್
binary relation,ದ್ವಿಮಾನ ಸಂಬಂಧ
binary search,ಬೈನರಿ ಹುಡುಕಾಟ
binary search tree (BST),ಬೈನರಿ ಎಕ್ಸ್‌ಪ್ಲೋರೇಶನ್ ಟ್ರೀ (BST)
binary transfer,"1. ಬೈನರಿ ಟ್ರಾನ್ಸ್ಫರ್ ಟ್ರೀ, 2. ಬೈನರಿ ವರ್ಗಾವಣೆ"
binary tree,ಅವಳಿ ಮರ
bipolar memory,"1. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ, 2. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ"
birth death model,"1. ಜನನ ಮತ್ತು ಮರಣ ಮಾದರಿ, 2. ಜನನ ಮರಣ ಮಾದರಿ"
birth death process,ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ
bit,"1. ಡ್ಯೂಕ್, 2. ಸ್ವಲ್ಪ"
bit fault,ಸ್ವಲ್ಪ ತಪ್ಪು
bit map,ಬಿಟ್ ನಕ್ಷೆ
bit map pixel (BMP),"1. ಬಿಟ್, 2. ನಕ್ಷೆ, 3. ಪಿಕ್ಸೆಲ್ (BMP)"
bit matrix,"1. ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, 2. ಬಿಟ್ ಟೇಬಲ್"
bit pattern,ಬಿಟ್ ಮಾದರಿ
bit position,ಬಿಟ್ ಸ್ಥಾನ
bit rate,"1. ಬಿಟ್ ದರ, 2. ಬಿಟ್ ದರ"
black box testing,ಕಣ್ಣುಮುಚ್ಚಿ ಪರೀಕ್ಷೆ
blinking,ಮಿನುಗು
block,ಬ್ಲಾಕ್
block cache,"1. ಬ್ಲಾಕ್ ಕ್ಯಾಶ್, 2. ಬ್ಲಾಕ್ ಕ್ಯಾಷ್ / ಚಂಕ್ ಮೆಮೊರಿ"
block check,ಬ್ಲಾಕ್ ತನಿಖೆ
block copy,ಸಂಪುಟ ನಕಲು
block diagram,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
blocking network,"1. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್, 2. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್"
board,ಬೋರ್ಡ್
book mark,ಪುಟ ಮೆಮೊರಿ
boolean algebra,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
boolean relation,ಬೂಲಿಯನ್ ಸಂಬಂಧ
boot partition,ಬೂಟ್ ವಿಭಾಗ
boot strapping,ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್
boot-strap loader,1.ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಲೋಡರ್
bridge,"1.ಸೇತುವೆ, 2.ಸೇತುವೆ"
broadband networking,ಬ್ರಾಡ್ಬ್ಯಾಂಡ್ ನೆಟ್ವರ್ಕ್
broadcast,ಪ್ರಸಾರ
broadcast radio,ರೇಡಿಯೋ ಪ್ರಸಾರ
browse,(ನಿವ್ವಳ) ವ್ಯತ್ಯಾಸ
browser,(ನಿವ್ವಳ) ವಿಕಾರ್
B-Tree,ಬಿ-ಟ್ರು
bubble memory,"1.ಬಬಲ್ ಮೆಮೊರಿ, 2.ಬಬಲ್ ಮೆಮೊರಿ"
bubble sort,ಬಬಲ್ ರೀತಿಯ
bucket,"1.ಬಕೆಟ್, 2.ಬಕೆಟ್"
buddy system,"1.ಭ್ರಾತೃತ್ವ ವ್ಯವಸ್ಥೆ, 2.ದೊಡ್ಡ ವ್ಯವಸ್ಥೆ"
budget effective control,ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ
buffer,ಬಫರ್
bug,ಕೊರತೆ
bus,ಸಾಕು
byte,"1. ಅಷ್ಟ ವ್ಯಾಂಕ್, 2. ಬಿಟ್ (ಎಂಟು ಬಿಟ್‌ಗಳು)"
byte code,ಬೈಟ್ ಕೋಡ್
c,ಸಿ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
C++,"1.C ಪ್ಲಸ್ ಪ್ಲಸ್, 2.C++ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)"
cache,"1.ನಗದು, 2. ವೇಗವಾಗಿ"
cache buffer,"1.ಕ್ಯಾಶ್ ಬಫರ್, 2.ಮೆಮೊರಿ ಬಫರ್"
cache memory,"1.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 2.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 3.ಫಾಸ್ಟ್ ಮೆಮೊರಿ"
calculation,ಲೆಕ್ಕಾಚಾರ
calculator,"1.ಕ್ಯಾಲ್ಕುಲೇಟರ್, 2.ಕ್ಯಾಲ್ಕುಲೇಟರ್"
calculator chip,"1.ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್, 2. ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್"
call,ಆವಾಹನೆ ಮಾಡಿ
call by name,ಹೆಸರು ಕರೆ
call by reference,ಉಲ್ಲೇಖ ಕರೆ
call by value,ಗೌರವ ಕರೆ
call by variables,ವೇರಿಯಬಲ್ ಕರೆ
call gate,ಆಹ್ವಾನ ಗೇಟ್
cancel,"1. ರದ್ದು, 2. ರದ್ದು"
cancel button,ಹಿಂತೆಗೆದುಕೊಳ್ಳುವ ಬಟನ್
