Telugu,Malayalam
జంతు తిరస్కరణ,മൃഗങ്ങളെ പ്രതിഫലിപ്പിക്കൽ
శక్తిని యానిమేట్ చేయండి,ആത്യന്തിക .ർജ്ജം
అనిసోప్లాయిడ్,Anisoplode
వార్షిక ప్లాంట్,വാർഷിക സസ്യം
వార్షిక,ആണ്ടുതോറുമുള്ള
సంశ్లేషణ,ആന്തീസിസ്
ఆంత్రాక్స్,ആന്ത്രാക്സ്
మానవ కారకం,ആന്ത്രോപെനിക് ഘടകം
యాంటీబయోసిస్,ആന്റിബിയോസിസ്
యాంటీబయాటిక్,രോഗനാശിനി
విరుగుడు,മറുമരുന്ന്
యాంటీఆక్సిడెంట్లు,ആന്റിഓക്സിഡന്റുകൾ
యాంటిటాక్సిన్,ആന്റിടോക്സിൻ
యాన్యులస్,അപര്യാഘാതം
అఫిడ్,ആഫിഡ്
ఎపికల్ బడ్,അഗ്രമുദിനം
ఎపికల్ ఆధిపత్యం,അഗ്ര ആധിപത്യം
పుష్పగుచ్ఛము,അപ്പോർച്ചർ (ബീ സൂപ്പർഡിംഗ്)
అపోమిక్సిస్,അപ്പോമിക്സിസ്
అపోప్టోసిస్,അപ്പോപ്ടോസിസ്
అనుబంధం,അനുബന്ധം
ఆకలి,വിശപ്പ്
అనువర్తిత,പ്രയോഗിച്ചു
జల కలుపు,അക്വാട്ടിക് കള
అర్బోరియల్,അർബോറിയൽ
అర్బరైజేషన్,അർബോറൈസേഷൻ
ఆర్కియో-బొటానికల్ రికార్డులు,ആർഎംജിയോ-ബൊട്ടാണിക്കൽ റെക്കോർഡുകൾ
ప్రాంత గణాంకాలు,ഏരിയ സ്ഥിതിവിവരക്കണക്കുകൾ
ప్రాంతం,പദേശം
శుష్క పర్యావరణ వ్యవస్థ,വരണ്ട ആവാസവ്യവസ്ഥ
అరిల్,വര്ഷ്ടിക്കുക
వాసన,സൗരഭം
సుగంధ మొక్క,ആരോമാറ്റിക് പ്ലാന്റ്
సుగంధ బియ్యం,ആരോമാറ്റിക് അരി
బాంజింగ్,അഴുക്കുചാല്
అసేప్సిస్,അശെപ്സിസ്
అసెప్టిక్,അസെപ്ലെവ്
అలైంగిక ప్రచారం,അസുഖകരമായ പ്രചരണം
పరీక్ష,അസേ
ఆస్తులు,ആസ്തി
సమీకరణ,ഉറപ്പ്
అసోసియేషన్,ചങ്ങാത്തം
రక్తస్రావం,രേണിംഗന്റ്
అసినప్సిస్,അസിനാപ്സിസ്
అటావిజం,Atawavism
అటామైజర్,ആലേറ്ററിജർ
క్షీణత,അട്രോഫി
ఆటోగామి,ഓട്ടോഗാമി
ఆటోలిసిస్,ഓട്ടോലിസിസ്
ఆటోక్సీడేషన్,യന്തവഹനം
ఆటోపోలిప్లోయిడ్,ഓട്ടോപോളിപ്ലോയിഡ്
ఆక్సిన్లు,ഓക്സിൻസ്
దంపతులు,Awn (ബ്രിട്ട്)
బాదం,ബദാം കായ്
కలబంద,കറ്റാർ
అమరాంథస్,അമരന്തസ്
Ammi,ആംമി
అంజన్ గడ్డి,അഞ്ജൻ പുല്ല്
ఆంథూరియం,ആന്തറിയം
"అయోన్లా, ఇండియన్ గూస్బెర్రీ","ആരോള, ഇന്ത്യൻ നെല്ലിക്ക"
ఆపిల్,ആപ്പിൾ
నేరేడు పండు,ആപ്രിക്കോട്ട്
అర్బియన్ జాస్మిన్,Arbian ജാസ്മിൻ
అరేకా గింజ,Arcaunt
అర్జున్,അർജുൻ
అస్ఫోటిడా,അസ്ഫോറ്റിഡ
యాష్ పొట్లకాయ,ആഷ് പൊറോട്ട
అశోక చెట్టు,അശോക ട്രീ
కవచము కలుపు,അഷെതർ കള (യൂഫോർബിയ)
ఆస్పరాగస్,ശതാവരിച്ചെടി
అవోకాడో,അവോക്കാഡോ
అంతా అల్నాఫ్న్నే,പയറുവർഗ്ഗങ്ങൾ (ലൂസെർൻ)
చీమలు,ഉറുമ്പുകൾ
అఫిడ్స్,മുഞ്ഞ
ఆర్మీ పురుగు,സൈനിക വേം
వ్యవసాయ ఆర్థికవేత్త,കാർഷിക സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ
వ్యవసాయ పొడిగింపు,കാർഷിക വിപുലീകരണവാദി
వ్యవసాయ శాస్త్రవేత్త,കാർഷിക ശാസ്ത്രജ്ഞൻ
వ్యవసాయ ఇంజనీర్,കാർഷിക എഞ്ചിനീയർ
అగ్రోబయాలజిస్ట్,അഗ്രോബയോളജിസ്റ്റിക്
వ్యవసాయ శాస్త్రవేత్త,അഗ്രോണമിസ്റ്റ്
అగ్రోఫిసిక్,Agrofysicst
జంతువుల పెంపకందారుడు,മൃഗങ്ങളുടെ ബ്രീഡർ
బాసిల్లస్ వైరస్,ബാസിലസ് വൈറസ്
బాసిల్లస్,ബാസിലസ്
బాక్టీరియా,ബാക്ടീരിയ
బాక్టీరియోటాక్సిన్,ബാക്ടറോമോക്സിൻ
బాగస్సే,ബാഗസ്
బ్యాలెన్స్ షీట్,ബാലൻസ് ഷീറ്റ്
సమతుల్య ఫలదీకరణం,സമതുലിതമായ ബീജസങ്കലനം
బార్ రేఖాచిత్రం,ബാർ ഡയഗ്രം
బెరడు,കുര
బేరోమీటర్,ബാരോമീമീറ്റർ
బంజరు,തരിശായ
బేస్,അടിത്തറ
బేసిన్,പരന്നപാതം
బాసిపెటల్,അടിസ്ഥാനപരമായ
బేసిథెర్నమ్,ബസിസ്റ്റർനം
బే రుతుపవనాలు,ബേ മൺസൂൺ
బేరింగ్ ప్లాంట్,വഹിക്കുന്ന പ്ലാന്റ്
మం చం,കിടക്ക
బెడర్,അടിദേഡർ
పరుపు,ശയ്യോപകരണങ്ങള്
దుంప మొలాసిస్,ബീറ്റ്റൂട്ട് മോളസ്
బెలోస్,മണിനാദം
బెల్ట్,അരപ്പട്ട
బెనిఫిట్-కాస్ట్ అనాలిసిస్,ആനുകൂല്യ-വില വിശകലനം
పక్షపాతం,പക്ഷപാതപരമായ (സാമ്പിൾ)
ద్వైవార్షిక,ബിനാത്തില്
ద్విపద,ബിനോമിയൽ
బయోజెంట్,ബയോജന്റ്
బయోక్లైమేట్,ബയോക്രിമേറ്റ്
బయోఎనర్జీ,ബയോ എനെർജി
బయోనోమిక్స్,ബയോണോമിക്സ്
బయోఇయాక్టర్,BIOREACTOR
బయోస్పియర్,ബയോസ്ഫിയർ
బయోటిక్,ഉപകാരന്
బయోటైప్,ബയോട്ടിവൈപ്പ്
ద్విలింగ,ബൈസെക്ഷ്വൽ
బ్లాంచింగ్,ബ്ലാഞ്ചിംഗ്
పేలుడు,സ്ഫോടനം
కలపండి,സങ്കലനം
ముడత,വരണ്ടതാണ
పొక్కు,പൊള്ളല്
నీలం విప్లవం,നീല വിപ്ലവം
దిగువ వేడి గది,ചുവടെ ചൂട് ചേമ്പർ
దిగువ ఉష్ణ సాంకేతికత,ചുവടെയുള്ള താപ രീതി
బ్రాన్,തണ്ണീര്
శాఖ,ശാചിനമായ
బ్రాంచ్లెట్,ലഘുലേഖ
జాతి,ഇനം
పెంపకం,പ്രജനനം
బ్రిమ్మింగ్,തിളങ്ങുന്ന
సంతానం,കുഞ്ഞുങ്ങള്
బడ్డింగ్,വളർന്നുകാരി
బడ్జెట్,വരവ്ചെലവ് മതിപ്പ്
బఫర్,ബഫർ
బల్బ్,ബൾബ്
బంట్,മുണ്ടു
ఉప-ఉత్పత్తి,ഉപോൽപ്പന്നം
బాబుల్ అకాసియా,ബാബുൾ അക്കേഷ്യ
బేబీ మొక్కజొన్న,കുഞ്ഞ് ധാന്യം
బేల్,ബാലിനെ
బైల్,ബില്ലാൻ
బాల్సం,ബൽസം
వెదురు,മുള
అరటి,വാഴപ്പഴം
మర్రి చెట్టు,ബനിയൻ ട്രീ
బార్లీ,യവം
బార్నియార్డ్ మిల్లెట్,ബാർയ്യാർഡ് മില്ലറ്റ്
తులసి,തുളക്ടി
బాస్టర్డ్ సెడార్,ബാസ്റ്റാർഡ് ദേവദാരു
బాస్టర్డ్ మైరోబాలన్,ബാസ്റ്റാർഡ് മൈറോബലൻ
బౌహినియా,ബവായീനിയ
బే బెర్రీ,ബേ ബെറി
బీన్,അമര
దుంప,മധുരക്കിഴങ്ങുചെടി
బెల్లడోన్నా,ബെല്ലഡോണ
బెర్,മുളകു
బెర్సీమ్,പതുക്കമുള്ള
బెటెల్,മുയേറ്റ
బిలింబి,ബിലിമ്പി
కాకరకాయ,പാവയ്ക്ക
బ్లాక్ గ్రామ్,കറുത്ത ഗ്രാം
బ్లాక్ నైట్ షేడ్,കറുത്ത നൈറ്റ്ഷെയ്ഡ്
బౌగెన్విలియా,ബ g ഗൻവില്ല
బాటిల్ బ్రష్,കുപ്പി ബ്രഷ്
బాటిల్ పొట్లకాయ,ബോട്ടിൽ പൊറോട്ട
బాక్స్ ట్రీ,ബോക്സ് മരം
బ్రెడ్ ఫ్రూట్,ബ്രെഡ് ഫലം
పెళ్లి లత,വധുവിന്റെ ക്രീപ്പർ
బ్రింజల్,വശ്ശീല
బ్రాడ్ బీన్,വിശാലമായ ബീൻ
బ్రోకలీ,ബ്രോക്കോളി
బ్రస్సెల్ మొలక,ബ്രസ്സൽസ് മുള
బుక్వీట్,താനിന്നു
బ్యూటియా,ബദ്ധ
బాండికూట్,ബാൻഡികാൂട്ട്
ఎలుగుబంటి,കരടി
బీటిల్,വണ്ട്
బొబ్బ బీటిల్,ബ്ലിസ്റ്റർ വണ്ട്
బ్లూ బుల్,നീല കാള
బోల్ పురుగు,ബോൾ വേം
సీతాకోకచిలుక,ചിതശലഭം
బాక్టీరియాలజిస్ట్,ബാക്ടീരിയോളജിസ്റ്റ്
బయోకెమిస్ట్,ബയോകെമിസ്റ്റ്
జీవశాస్త్రవేత్త,ജീവശാസ്തജ്ഞന്
బయోటెక్నాలజిస్ట్,ബയോടെക്നോളജിക്
వృక్షశాస్త్రజ్ఞుడు,സസ്യശാസ്ത്രജ്ഞൻ
సి తేమ లక్షణ వక్రత,സി ഈർപ്പം സ്വഭാവ വക്ര
కేక్,കേയ്ക്ക്
కాల్కారియస్,കണക്കാക്കാന്വേമികമായ
కాల్సిఫికేషన్,കണക്കുകഷ്ടം
ఫాస్ఫేట్ యొక్క లెక్కింపు,ഫോസ്ഫേറ്റിന്റെ കാൽനികം
కాలోసిటీ,കൗണം
కాలిస్,ഞങ്ങളെ വിളിക്കൂ
కాలిక్స్,കാലിക്സ്
కాలిక్స్-ఎండ్,കാലിക്സ്-അവസാനം
కాంబియం,കാമ്പി
క్యాంకర్,കാൻകെറർ
క్యానింగ్,കാനിംഗ്
పందిరి,മേലാപ്പ്
రాజధాని,തലസ്ഥാനം
కాప్రిఫికేషన్,പിസേരിഫിക്കേഷൻ
క్యాప్సూల్,കാപ്സ്യൂൾ
కార్బోనేటేడ్,കാർബണേറ്റഡ്
కార్బోనైజేషన్,കാർബണലൈസേഷൻ
కార్పెల్,പരല്പം
కార్పస్,കാർപസ്
కాస్టింగ్,കാസ്റ്റിംഗ്
క్యాటాబోలిజం,കാറ്റബോളിസം
ఉత్ప్రేరక,കവചലിസ്
గొంగళి పురుగు,ചിതശലഭപ്പുഴു
సి-డిఎన్ఎ లైబ్రరీ,സി-ഡിഎൻഎ ലൈബ്രറി
పైకప్పు,മച്ച്
సెల్,കോശം
కేంద్ర నాయకుడు వ్యవస్థ,കേന്ദ്ര നേതാവ് സംവിധാനം
సెంట్రిక్,ഒരിനംവീപ്പ്
సెంట్రిఫ్యూగేషన్,സെൻറ്ഫ്യൂഗേഷൻ
సెంట్రిఫ్యూజ్,കേന്ദ്രീകൃത
సెంట్రియోల్,സെൻട്രിയോൾ
సెంట్రోజెనిక్,നൂന്കോജാനിക്
సెంట్రోజెనస్,നൂനിശ്ചയമുള്ള
సెర్కస్,കടല്ചലട്
ధాన్యం,ധാനം
ధృవీకరణ,സാക്ഷപ്പെടുത്തല്
ధృవీకరించబడిన విత్తనం,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
చాఫ్,ചാട്ട
చలాజా,ചാലസ
కెమోట్రోపిజం,പരോപപാതം
చియాస్మా,ചിയാസ്മ
చిల్లింగ్ గంటలు,ചില്ലിംഗ് സമയം
చిల్లింగ్ గాయం,ചില്ലിംഗ് പരിക്ക്
చిమెరా,ചിമേര
క్లోరాంథీ,ക്ലോറോറാന്തി
క్లోరోఫిల్,ക്ലോറോഫിൽ
క్లోరోసిస్,ക്ലോറോസിസ്
క్లోరాలజీ,ക്ലോറോളജി
క్రోమాటిడ్,ക്രോമാറ്റിഡ്
క్రోమాటిన్,ക്രോമാറ്റിൻ
క్రోమాటోగ్రఫీ,ക്രോമാറ്റോഗ്രാഫി
క్రోమాటోలిసిస్,ക്രോമാറ്റോളിസിസ്
క్రోమోసెంట్రే,ക്രോമസെന്റ്റന്റ്
క్రోమోజెనిసిస్,ക്രോമോജെനിസിസ്
క్రోమోప్రొటీన్,ക്രോമോപ്രോട്ടൻ
క్రోమోజోమ్,ക്രോമസോം
దీర్ఘకాలిక,വിട്ടുമാറാത്ത
సిట్రేంజ్,സിട്രഞ്ച്
క్లాడోడ్,പചാരു
వర్గీకరణ,വര്ഗീകരണം
మట్టి,കളിമണ്ണ്
శుభ్రపరచడం,ശുചിയാക്കല്
క్లిస్టోగామి,Clistogay
క్లైమాక్టెరిక్ పండు,ക്ലൈമാക്രിക് ഫ്രൂട്ട്
వాతావరణం,കാലാവസ്ഥ
క్లైమాటాలజీ,കാലാവസ്ഥയുള്ള
క్లిప్పర్,ക്ലിപ്പര്
క్లాడ్,വലം
క్లోన్,ക്ലോൺ
మేఘం,മേഘം
క్లాంప్,തോപ്പ്
క్లస్టర్,ക്ലസ്റ്റർ
ముతక,പരുക്കനായ
విత్తనం,കോട്ട് (വിത്ത്)
కోకన్,കീടകോശം
కోఎంజైమ్,Coenzyme
సమన్వయం,ഏകീകരണം
కోయిర్,കയർ
కోలియోరిజా,കൊളോറൈസ
కాలర్,കുപ്പായക്കഴുത്ത്
ఘోథ,കൊളോയിഡ് (മണ്ണ്)
కొలుమెల్లా,കൊളംറ്റെല്ല
కాలమ్,കോളം
ప్రారంభం,ആമേനസം
వాణిజ్య బ్యాంకు,വാണിജ്യ ബാങ്ക്
వస్తువు,ചരക്ക്
సంఘం,സമൂഹം
సంపీడన (మట్టి),കോംപാക്ഷൻ (മണ്ണിന്റെ)
అనుకూలత,അനുയോജ്യത
అనుకూలత,അനുയോജ്യത
పరిహారం,നഷ്ടപരിഹാരം
పోటీ పరస్పర చర్య,മത്സര ഇടപെടൽ
పరిపూరకరమైన పంట,പൂരക വിള
క్లిష్టమైన,കോംപ്ലമായ
భాగం,ഘടകം
కూర్పు,രചന
కంపోస్ట్,കമ്പോസ്റ്റ്
చక్రవడ్డీ,കൂട്ടുപലിശ
గణన,കണക്കുകൂട്ടൽ
కంప్యూటర్,കന്വൂട്ടര്
ఏకాగ్రత,ഏകാഗത
కండీషనర్,കണ്ടന്റർ
ప్రవర్తన,മാര്ഗ്ഗം
ఆకృతీకరణ,കോൺഫിഗറേഷൻ
అనుగుణ్యత,അനുരൂപത
గందరగోళం,ആശയക്കുഴപ്പത്തില്
సంయోగం,സംയോജനം
కనెక్టివ్,കണക്റ്റീവ്
పరిరక్షణ,സംരക്ഷണം
ఏకీకరణ,ഏകീകരണം
భాగాలు,ഘടകങ്ങൾ
వినియోగదారు,ഉപഭോക്താവ്
వినియోగం,ഉപഭോഗം
కాలుష్యం,മലിനമാക്കല്
ఆకృతి నాటడం,കോണ്ടൂർ നടീൽ
ఆకృతి,ബാഹരേഖ
కాంట్రాక్ట్ వ్యవసాయం,കരാർ കൃഷി
నియంత్రిత నిల్వ,നിയന്ത്രിത സംഭരണം
సహకార బ్యాంక్,കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്
సహకారం,സഹകരണക്കാരൻ
కాపిస్,ചെവിസിസ്
కార్మ్,വലം
కొరోల్లా,കൊറോള്ള
కార్టెక్స్,Cuortex
ధర,ചെലവ്
కోడిలిడాన్,കോട്ടിലെഡൺ (വിത്ത്)
క్రెడిట్ సొసైటీ,ക്രെഡിറ്റ് സമൂഹം
క్రెడిట్,കീര്ത്തി
రుణదాత,കടക്കാരന്
క్రెస్ట్,ചിഹ്നം
ముడతలు,കാശി
సంక్షోభం,പതിസന്ധി
ప్రమాణం,മാനദണ്ഡം
క్లిష్టమైన,വിമര്ശിക്കുന്ന
పంట భీమా,വിള ഇൻഷുറൻസ്
పంట రుణం,വിള വായ്പ
పంట,വിള
పంట ప్రాంతం,വിളവെടുപ്പ് പ്രദേശം
క్రాస్ ఇన్ఫాంపిబుల్,ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല
క్రౌన్ (మొక్క),കിരീടം (പ്ലാന്റ്)
ముక్క,അപ്പക്കഷണം
క్రస్ట్,അപ്പത്തിന്റെമൊരിഞ്ഞപുറം
క్రిప్టోమ్,ക്രിപ്റ്റോഗം
మెడ (పండ్లు),കല്ല് (പഴങ്ങൾ)
కుల్మ్,കുള
సాగు,കൃഷിചെയ്യുക
సాగు,കൃഷി
సాగు,കൃഷിക്കാരൻ
సంస్కృతి,സംസ്കാരം
క్యూరింగ్,രോഗശമനം
కర్లింగ్,കേവിംഗ്
కరెన్సీ,പവാഹം
క్యూటికల్,ഉപയാകൃതിയായ
కట్టింగ్,മുറിക്കൽ
తిత్తి,തൊലി
సైటోక్రోమ్,സൈറ്റോക്രോം
సైటోగామి,Cytogy
సైటోజెనిసిస్,Cretogenesis
సైటోజెనెటిక్స్,സൈറ്റോജെനിറ്റിക്സ്
సైటోకినిసిస్,സൈറ്റോകിനിസ്
సైటోలజీ,സൈറ്റിയോളജി
సైటోలిసిస్,സൈനോളിസിസ്
సైటోమీర్,സൈറ്റോമിയർ
సైటోప్లాజమ్,സൈറ്റോപ്ലാസം
క్యాబేజీ,കാബേജ്
కాక్టస్,കള്ളിച്ചെടി
కలేన్ద్యులా,കലണ്ടുല
ఫలారిస్,കാനറി പുല്ല് (ഫലാരിസ്)
Canna,കാന
కాపారిస్,കപ്പരിസ്
క్యాప్సికం,കാപ്സിക്കം
కారాంబోలా,കാരാംബോള
కారాపా,കാരാപ്പ
ఏలకులు,ഏലാമി
కార్నేషన్,മാംസവര്ണ്ണം
కారెట్,കാരറ്റ്
జీడి పప్పు,കശുവണ്ടി
కాసియా,കാസിയ
కాస్టర్,നായക
కాలీఫ్లవర్,കോളിഫ്ലവർ
సెలెరీ,മുള്ളങ്കി
ఛాంపాక్,ഖപായം
చెనోపోడియం,ചെനോപോഡിയം
చెర్రీ టమొూటా,ചെറി തക്കാളി
చెర్రీ,ചെറി
"చిక్పా, గ్రామ్","ചിക്കൻ, ഗ്രാം"
మిరపకాయలు,മുള്ളികൾ
చైనా టర్పెంటైన్ చెట్టు,ചൈന ടർപ്പന്റൈൻ ട്രീ
చౌ చౌ,ച ow-ച ow
క్రిసాన్తిమం,ക്രിസന്തമം
"చుఫా, ఎర్త్ బాదం","ചുഫ, എർത്ത് ബദാം"
సికోరీ,സിക്കോറി
దాల్చిన చెక్క,കറുവ
సిట్రాన్,സിട്രൺ
సిట్రోనెల్లా గడ్డి,സിട്രോൻസെല്ല പുല്ല്
క్లైంబింగ్ జాస్మిన్,ജസ്മിൻ കയറുന്നു
లవంగం,ചൂള
క్లస్టర్ బీన్,ക്ലസ്റ്റർ ബീൻ
కోకో,കൊക്കോ
కొబ్బరి,നാളികേരം
కాఫీ,കോഫി
కోలియస్,കൊളാസ്
కోలోకాసియా,കൊളോസാസിയ
"కోలోసిన్త్, చేదు ఆపిల్","കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ"
సాధారణ పర్స్లేన్,സാധാരണ പർപ്പഴം
కొత్తిమీర,മല്ലി
పత్తి,പരുത്തി
కౌపీయా,കൗപിയ
క్యూబ్బ్,ക്യൂബ്
దోసకాయ,വെള്ളരിക്ക
కుకుర్బిట్స్,കുക്കർബിറ്റുകൾ
జీలకర్ర,കുമിൻ
కరివేపాకు ఆకు,കറി ഇല
సీతాఫలం,കസ്റ്റാർഡ് ആപ്പിൾ
క్యాప్సూల్ బోరర్,കാപ്സ്യൂൾ ബോറർ
గొంగళి పురుగు,കാറ്റർപില്ലർ
సిట్రస్ సైలా,സിട്രസ് സൈല
క్రికెట్,കിക്കറ്റ്
కాకి,കാക്ക
కట్ పురుగు,പുഴുവിനെ മുറിക്കുക
పాల,പാല്ശേഖരണകേന്ദം
పాల,ക്ഷീണം
ఆనకట్ట,അണക്കെട്ട്
రోజు-తటస్థ,ഡേ-ന്യൂട്രൽ
పుష్పించే రోజుల తరువాత,പൂവിടുമ്പോൾ ദിവസങ്ങൾ
పూర్తి బ్లూమ్ తర్వాత రోజులు,നിറച്ച ദിവസങ്ങൾ
డెబ్లోసింగ్,വഴുതിവീഴുന്നു
డీకాల్సిఫికేషన్,നിര്ണ്ണായകീകരണം
డికాంట్,പാനമായ
క్షయం,അഴുകല്
ఆకురాల్చే,ഇലപന്തം
దశాంశం,ദശാംശ
లోపం,അപരാപ്തത
మట్టి,ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്)
డెఫ్లోరేషన్,വസതിരൂപം
డీఫోలియేషన్,വികോപനം
అటవీ నిర్మూలన,വനനശീകരണം
క్షీణత,അപചയം
క్షీణత,അധalal അപലതം
డిగ్రీ రోజులు,ഡിഗ്രി ദിവസങ്ങൾ
డిగ్రీ,ഡിഗ്രി
డీహిస్సెన్స్,വിജ്ഞാനം
డెహల్లింగ్,മാലിംഗം
డెహస్కింగ్,വീതിക്കുറയ്ക്കല്
