Assamese,Odiya
সমজাতীয় ৰূপান্তৰ,ଏକମାତ୍ର ପରିବର୍ତ୍ତନ
এগ্ৰিগেট ভেৰিয়েবল,ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |
"বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত","ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା"
"বীজযুক্ত বন্ধ, বীজযুক্ত","ବିହନ ବନ୍ଦ, ବିହନଯୁକ୍ତ |"
বীজগণিতীয় সমীকৰণ,ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |
বীজগণিতীয় প্ৰকাশ,ବୀଜ ବର୍ଣ୍ଣନା
বীজগণিতীয় একাকাৰীতা,ବୀଜ ବର୍ଣ୍ଣିତ ଏକତା |
বীজগণিতীয় ফলন,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
বীজগণিতীয় জ্যামিতি,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
বীজগণিতীয় বহুত্ব,ବୀଜ ବର୍ଣ୍ଣିତ ବହୁଳତା |
বীজগণিতীয় ব্যৱস্থা,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
সকলো-পূৰ্ণসংখ্যা সমস্যা,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
"নিযুক্তিৰ সমস্যা watt প্ৰশ্ন,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ୱାଟ ପ୍ରଶ୍ନ
বৰ্ণানুক্ৰমিক সংকেত,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
বৰ্ণানুক্ৰমিক আখৰ,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
বিকল্প কোণ,ବିକଳ୍ପ କୋଣ
"বিকল্প সমজাতীয় বিকল্প ৰূপ,",ବ hom କଳ୍ପିକ ଏକମାତ୍ର ବିକଳ୍ପ ଫର୍ମ
বিকল্প গোট,ବିକଳ୍ପ ଗୋଷ୍ଠୀ |
বিকল্প মেট্ৰিক্স,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
বিকল্প শৃংখলা,ବିକଳ୍ପ କ୍ରମ |
বিকল্প অনুমান,ବିକଳ୍ପ ଅନୁମାନ
বিকল্প অনুকূল,ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |
বিকল্প ফলাফল,ବିକଳ୍ପ ଫଳାଫଳ |
এনালগ-ডিজিট ৰূপান্তৰক,analog-digit କନଭର୍ଟର |
"এনালগ কম্পিউটাৰ,",ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର
বিশ্লেষণ,ବିଶ୍ଳେଷଣ |
সহাৱস্থান বিশ্লেষণ,କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |
গণনা-তথ্য বিশ্লেষণ,ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |
ভ্যাৰিয়েন্স বিশ্লেষণ,ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |
বিশ্লেষণাত্মক জ্যামিতি,ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |
বিশ্লেষণাত্মক কাৰ্য্য,ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ
কোণ,କୋଣ
স্পৰ্শক কোণ,ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |
বিক্ষেপণ কোণ,ବିଘ୍ନ କୋଣ |
ডিপ্ৰেছন এংগেল,ଉଦାସୀନତା କୋଣ
বিচ্যুতি কোণ,ବିଘ୍ନ କୋଣ |
বিবৰ্তন কোণ,ବିଭାଜନ କୋଣ |
উচ্চতা কোণ,ଉଚ୍ଚତା କୋଣ
প্ৰাদুৰ্ভাৱৰ কোণ,ଘଟଣାର କୋଣ
প্ৰক্ষেপণৰ কোণ,ପ୍ରୋଜେକ୍ଟର କୋଣ
প্ৰতিফলনৰ কোণ,ପ୍ରତିଫଳନ କୋଣ
বিবৰ্তনৰ কোণ,ପ୍ରତିଫଳନ କୋଣ
ঘূৰ্ণন কোণ,ଘୂର୍ଣ୍ଣନ କୋଣ
প্ৰতিফলনৰ নিৰপেক্ষ কোণ,ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |
কৌণিক ত্বৰণ,କୋଣାର୍କ ତ୍ୱରଣ |
কৌণিক বেগ,କୋଣାର୍କ ବେଗ |
কৌণিক গতি,କୋଣାର୍କ ଗତି
কৌণিক বেগ,କୋଣାର୍କ ବେଗ |
ৰিং ফিংগাৰ,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
উত্তৰদিশ,ଉତ୍ତର
কাউণ্টাৰ ডেৰাইভেটিভ,କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |
সমমিতি ফলন,ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
"আবৃত, প্ৰযোজ্য, প্ৰযোজ্য","ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |"
"আবেদন আবেদন,",ଆବେଦନ ପ୍ରୟୋଗ
ডাইনামিক প্ৰগ্ৰেমিং প্ৰয়োগ কৰা হৈছে,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |
প্ৰয়োগ কৰা জ্যামিতি,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
প্ৰয়োগ কৰা গণিত,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
প্ৰয়োগ কৰা পৰিসংখ্যা,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
"আনুমানিক, আনুমানিক","ପ୍ରାୟ, ପ୍ରାୟ"
প্ৰায় অবিৰত ফলন,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
"মেক্ৰ&#39; পদ্ধতি, আনুমানিক পদ্ধতি","ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |"
আনুমানিক সমাধান,ଆନୁମାନିକ ସମାଧାନ
আনুমানিক সমস্যা,ଆନୁମାନିକ ସମସ୍ୟା
আনুমানিক বৈশিষ্ট্য,ଆନୁମାନିକ ସମ୍ପତ୍ତି
যোগ্যতা পৰীক্ষা,ଦକ୍ଷତା ପରୀକ୍ଷା
আৰ্গন ডায়েগ্ৰাম,ଆର୍ଗନ୍ ଚିତ୍ର
স্বেচ্ছামূলক,ସ୍ବେଚ୍ଛାକୃତ
"random, যাদৃচ্ছিক","ଅନିୟମିତ, ଅନିୟମିତ |"
ইচ্ছাকৃত ধ্ৰুৱক,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
মুক্ত মৌল,ମାଗଣା ଉପାଦାନ |
ইচ্ছাকৃত বিন্দু,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
আৰ্কিমিডিছৰ নিয়ম,ଆର୍କିମିଡେଙ୍କ ନିୟମ |
আৰ্কিমিডিছৰ নিয়ম,ଆର୍କିମିଡିସ୍ ନିୟମ |
"চাপ-দৈৰ্ঘ্য, চাপ-দৈৰ্ঘ্য","ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |"
বৃত্ত চাপ,ବୃତ୍ତାକାର
বিপৰীত চাইন বিতৰণ,ଓଲଟା ସାଇନ ବଣ୍ଟନ |
বিপৰীত চাইন ৰূপান্তৰ,ଓଲଟା ସାଇନ ରୂପାନ୍ତର |
"এলেকা, এলেকা","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
আঞ্চলিক সংৰূপ,ଆ regional ୍ଚଳିକ ସଂରଚନା
এটা জটিল সংখ্যাৰ কোণ,ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |
গাণিতিক গড়,ଗାଣିତିକ ଅର୍ଥ |
ডিজিটেল অপাৰেচন,ଡିଜିଟାଲ୍ ଅପରେସନ୍
ডিজিটেল ইউনিট,ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |
"কনফিগাৰেচন, ব্যৱস্থা","ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା"
"এৰে, এৰে","ଆରେ, ଆରେ"
কৃত্ৰিম উপগ্ৰহ,କୃତ୍ରିମ ଉପଗ୍ରହ |
কৃত্ৰিম চলক,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
বগাবলৈ,ଚ imb ିବାକୁ
আৰোহী,ଆରୋହଣ
মাত্ৰাৰ আৰোহী ক্ৰম,ତୀବ୍ରତାର କ୍ରମ
আৰোহী গ্ৰেড,ଆରୋହଣ ଗ୍ରେଡ୍
এছেম্বলাৰ ভাষা,ଏକତ୍ରକାରୀ ଭାଷା |
"নিযুক্তি সমস্যা নিযুক্তি প্ৰশ্ন,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ
সহযোগী নিয়ম,ସହଯୋଗୀ ନିୟମ |
অপাৰেটৰৰ এছ&#39;চিয়েটিভ নিয়ম,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
এছ&#39;চিয়েটিভ অপাৰেচন,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
সংগীত্ব,ସାଥୀତା
ধৰি লোৱা গড়,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
ধাৰণা কৰা সম্ভাৱনা বিতৰণ,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
"কল্পনা কৰা, স্বীকাৰ কৰা,","କଳ୍ପିତ, ସ୍ୱୀକାର"
জ্যোতিষ বিজ্ঞান,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
"মহাকাশ অভিযন্তা মহাকাশ অভিযন্তা,",ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର
জ্যোতিৰ্বিজ্ঞানী*,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *
জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
জ্যোতিৰ্বিজ্ঞান,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
অসমতাপূৰ্ণ বক্ৰ,ଅସୀମିତ ବକ୍ର
বিষমতা,ଅସୀମତା |
এছিম্পটটিক,ଅସ୍ମିପଟୋଟିକ୍ |
গুৰুতৰ কৰি তোলা,ବୃଦ୍ଧି
প্ৰগতিশীল অনুমানক,ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |
ৰেট্ৰ&#39;গ্ৰেড পক্ষপাতমূলক অনুমানক,ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |
ৰেট্ৰ&#39;গ্ৰেড আচৰণ,ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |
আক্ৰমণাত্মক বিতৰণ ফলন,ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
ওপৰলৈ বিয়পি পৰা,ଉପର ବିସ୍ତାର
বায়ুমণ্ডলীয় চাপ,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
"যাদৃচ্ছিকভাৱে,",ଅନିୟମିତ ଭାବରେ
গুণ*,ସମ୍ପତ୍ତି *
বৈশিষ্ট্য-নমুনা-ব্যৱস্থা,ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |
বৰ্ধিত মেট্ৰিক্স,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
স্ব-সম্বন্ধ সহগ,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
স্বয়ংসম্বন্ধ কাৰ্য্য,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
সহাৱস্থান,କୋଭାରିଆନ୍ସ |
স্বয়ংক্ৰিয় কম্পিউটাৰ,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
অটোৰিগ্ৰেছন,ଆତ୍ମସମ୍ମାନ
সহায়ক সমীকৰণ,ସହାୟକ ସମୀକରଣ
গড় নমুনা সংখ্যা বক্ৰ (MPC বক্ৰ),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର)
"স্বতন্ত্ৰ, স্বতন্ত্ৰ","axiom, axiom"
স্বতন্ত্ৰ পদ্ধতি,axiom ପଦ୍ଧତି |
সম্ভাৱনা স্বতন্ত্ৰতা,ସମ୍ଭାବ୍ୟତା axiom |
অক্ষ,ଅକ୍ଷ
ভূজাক্ষ,ଭୁଜାକ୍
পৃথিৱীৰ অক্ষ,ପୃଥିବୀ ଅକ୍ଷ
ঘূৰ্ণন অক্ষ,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
ঘূৰ্ণন অক্ষ,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
স্পিন অক্ষ,ସ୍ପିନ୍ ଅକ୍ଷ
পোষ্ট সলনি কৰা,ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ
পাছত,ପରେ
পিছলৈ সন্নিৱিষ্ট কৰা সূত্ৰ,ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
সুষম ডিজাইন,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
বেলেন্স শ্বীট,ତୂଳନା ପତ୍ର
মিছাইল,କ୍ଷେପଣାସ୍ତ୍ର
"বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ","ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
"স্তম্ভ, ৰড, কব, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, ৰেখা, ৰেখা, পৰীক্ষা ৰেখা, প্ৰান্ত","ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |"
"ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি","ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |"
ভিত্তি কোণ,ମୂଳ କୋଣ
"লগাৰিদমৰ ভিত্তি, লগাৰিদমৰ ভিত্তি","ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |"
"মূল, মৌলিক,","ମ basic ଳିକ, ମ basic ଳିକ"
ভিত্তি সুসংহত সমাধান,ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |
ভিত্তি দ্ৰৱণ,ମୂଳ ସମାଧାନ |
ভিত্তি চলক,ବେସ୍ ଭେରିଏବଲ୍ |
ভেঁটি,ଆଧାର
ভিত্তি উপাদান,ମୂଳ ଉପାଦାନ |
ভিত্তি মেট্ৰিক্স,ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
ভেক্টৰ স্থানৰ ভিত্তি,ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
উপজনসংখ্যাৰ ভিত্তিত,ଜନସଂଖ୍ୟା ଆଧାର |
অসাধু,ଅସାଧୁ
bez-নিয়ম,bez-rule
bez- উপপাদ্য,ବେଜ୍-ଥିଓରେମ୍ |
bernoulli-বিতৰণ,bernoulli- ବଣ୍ଟନ |
বাৰ্নৌলিৰ সংখ্যা,ବର୍ନୁଲି ସଂଖ୍ୟା |
বাৰ্নৌলি সম্ভাৱনা ফলন,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
বাৰ্নৌলি-সমীকৰণ,ବର୍ନୁଲି-ସମୀକରଣ |
জামুৰ কাৰ্য্য,ବେରୀ କାର୍ଯ୍ୟ
শ্ৰেষ্ঠ আঠাযুক্ততা,ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |
শ্ৰেষ্ঠ আঠাযুক্ত ৰেখা,ସର୍ବୋତ୍ତମ ଆଡେସିନ୍ ରେଖା |
উত্তম সমাধান,ସର୍ବୋତ୍ତମ ସମାଧାନ |
শ্ৰেষ্ঠ টিপছ,ସର୍ବୋତ୍ତମ ଟିପ୍ସ |
বিটা বিতৰণ,ବିଟା ବଣ୍ଟନ |
"bias, পক্ষপাতিত্ব","ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
পক্ষপাতমূলক মূল্যায়ন,ପକ୍ଷପାତିତ ମୂଲ୍ୟାଙ୍କନ |
দ্বিপদ সমীকৰণ,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
একক কভাৰ,ଏକକ କଭର |
একক কভাৰ মেপ,ଏକକ କଭର ମାନଚିତ୍ର
একক কভাৰ মেপিং,ଏକକ କଭର ମ୍ୟାପିଂ |
দ্বিঘাত দ্বিঘাত,ଚତୁର୍ଭୁଜ ଚତୁର୍ଭୁଜ |
দ্বিৰৈখিক ফলন,ବିଲିନାର୍ ଫଙ୍କସନ୍
দ্বিৰৈখিক হাৰ্মিটিয়ান সমতা,bilinear hermitian homogeneity |
"দ্বি-চলক, বাইনাৰী, দ্বৈত","ଦ୍ୱି-ଭେରିଏବଲ୍, ବାଇନାରୀ, ଡୁଆଲ୍ |"
"বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড","ବାଇନାରୀ କୋଡ୍, ବାଇନାରୀ କୋଡ୍ |"
"বাইনাৰী ক&#39;ড কৰা দশমিক, বাইনাৰী ক&#39;ড কৰা দশমিক","ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ, ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |"
বাইনাৰী এনকোডিং,ବାଇନାରୀ ଏନକୋଡିଂ |
বাইনাৰী কম্পিউটাৰ,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
বাইনাৰী সংখ্যা,ବାଇନାରୀ ସଂଖ୍ୟା
বাইনাৰী অপাৰেচন,ବାଇନାରୀ ଅପରେସନ୍ |
বাইনাৰী পদ্ধতি,ବାଇନାରୀ ପଦ୍ଧତି |
বাইনাৰী চলক,ବାଇନାରୀ ଭେରିଏବଲ୍ |
দ্বিপদ সহগ,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
দ্বিপদ বিতৰণ,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
দ্বিপদ সমীকৰণ,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
দ্বিপদ ভ্যাৰিয়েন্স,ଦ୍ୱିପାକ୍ଷିକ ଭିନ୍ନତା |
দ্বিপদ অভিব্যক্তি,ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |
দ্বিপদ ৰেণ্ডম চলক,ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
দ্বিপদ উপপাদ্য,ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |
"আধা, bifurcation","ଅଧା, ବିଫୁର୍କେସନ୍ |"
"bisect পদ্ধতি, অৰ্ধবিভাজন পদ্ধতি","ବିସେକ୍ଟ ପଦ୍ଧତି, ସେମିଡିଭିଜନ୍ ପଦ୍ଧତି |"
হাফ বাইছেক্টৰ,ଅଧା ବିସେକ୍ଟର |
"দ্বিপদ, দ্বৈত",ଦ୍ୱିପାକ୍ଷିକ |
"ড্ৱায়াংক (বাইনাৰী সংখ্যা), অনি, বাৰ্মিজ, টুক","ଡୱେଙ୍କ୍ (ବାଇନାରୀ ସଂଖ୍ୟା), ଅନି, ବର୍ମା, ଟୁକ୍ |"
দ্বিপদ দ্বিপদ বিতৰণ দ্বিপদ,ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ ଦ୍ୱିପାକ୍ଷିକ |
দ্বিচলকীয় সম্পৰ্ক সহগ,ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |
দ্বিচলকীয় বিতৰণ,ବିଭାରିଏଟ୍ ବଣ୍ଟନ |
দ্বিচলকীয় স্বাভাৱিক-বিতৰণ,ସାଧାରଣ ବଣ୍ଟନ
বাইভেক্টৰ,ବିଭେକ୍ଟର୍ |
বোল্টমেন সমীকৰণ,ବୋଲ୍ଟମ୍ୟାନ୍ ସମୀକରଣ |
বুলিয়ান বীজগণিত*,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା *
বস-আইনষ্টাইন পৰিসংখ্যা,ବୋଷ-ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
সীমাবদ্ধতা নিষেধাজ্ঞা,ସୀମିତତା ପ୍ରତିବନ୍ଧକ |
সীমা স্তৰ,ସୀମା ସ୍ତର |
সীমাৰেখা,ସୀମା ରେଖା |
সীমা মূল্য,ସୀମା ମୂଲ୍ୟ
সীমা মূল্যৰ সমস্যা,ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |
"সীমাবদ্ধ ফলন সীমাবদ্ধ ফল,",ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ ସୀମିତ ଫଳ
