Gujarati,Kannada
pep આવર્તન,ಪೆಪ್ ಆವರ್ತನ
એર કન્ડીશનર,ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ
ગોઠવણી,ಜೋಡಣೆ
અલ્ગોરિધમ,ಅಲ್ಗಾರಿದಮ್
બધા પાસ ફિલ્ટર,ಎಲ್ಲಾ ಪಾಸ್ ಫಿಲ್ಟರ್
એલોય જંકશન,ಮಿಶ್ರಲೋಹ ಜಂಕ್ಷನ್
એટેન્યુએશન,ಕ್ಷೀಣತೆ
વૈકલ્પિક પ્રવાહ,ಪರ್ಯಾಯ ಪ್ರವಾಹ
આસપાસનું તાપમાન,ಹೊರಗಿನ ತಾಪಮಾನ
દ્વિધ્રુવી,ಬೈಪೋಲಾರ್
એમ્પ્લીફિકેશન,ವರ್ಧನೆ
એમ્પ્લીફાયર,ಆಂಪ್ಲಿಫಯರ್
એમ્પ્લીફાયર કાર્યક્ષમતા,ಆಂಪ್ಲಿಫಯರ್ ದಕ್ಷತೆ
પરિમાણો,ಆಯಾಮಗಳು
કંપનવિસ્તાર એટેન્યુએશન,ವೈಶಾಲ್ಯ ಕ್ಷೀಣತೆ
કંપનવિસ્તાર મોડ્યુલેટેડ AM ઓસિલેટર,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್ AM ಆಂದೋಲಕ
કંપનવિસ્તાર મોડ્યુલેશન,ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಶನ್
કંપનવિસ્તાર મોડ્યુલેટર,ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಟರ್
એંગસ્ટ્રોમ એકમ,ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ
એનાલોગ સર્કિટ,ಅನಲಾಗ್ ಸರ್ಕ್ಯೂಟ್
એનાલોગ કમ્પ્યુટર,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
એનાલોગ ફિલ્ટર,ಅನಲಾಗ್ ಫಿಲ್ಟರ್
એનાલોગ મલ્ટિમીટર,ಅನಲಾಗ್ ಮಲ್ಟಿಮೀಟರ್
એનાલોગ સ્વીચ,ಅನಲಾಗ್ ಸ್ವಿಚ್
અને દરવાજો,ಮತ್ತು ಗೇಟ್
કોણીય આવર્તન,ಕೋನೀಯ ಆವರ್ತನ
"anion, anion","ಅಯಾನ್, ಅಯಾನ್"
એનિલિંગ તાપમાન,ಅನೆಲಿಂಗ್ ತಾಪಮಾನ
એનોડ,ಆನೋಡ್
એનોડ એમ્પ્લીફાયર,ಆನೋಡ್ ಆಂಪ್ಲಿಫಯರ್
anodyne,ಅನೋಡೈನ್
એન્ટેના,ಆಂಟೆನಾ
એન્ટેના ઘટક,ಆಂಟೆನಾ ಘಟಕ
વિરોધી પ્રતિબિંબીત કોટિંગ,ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ ಲೇಪನ
એન્ટિલોગિન એમ્પ્લીફાયર,ಪ್ರತಿಲೋಜಿನ್ ಆಂಪ್ಲಿಫಯರ್
પ્રતિરોધક સર્કિટ,ಆಂಟಿರೆಸೋನೆಂಟ್ ಸರ್ಕ್ಯೂಟ್
દ્વારક સમયગાળો,ದ್ವಾರಕ ಕಾಲ
વર્ચ્યુઅલ પાવર,ವರ್ಚುವಲ್ ಶಕ್ತಿ
વાયર કનેક્શન,ತಂತಿ ಸಂಪರ್ಕ
અંદાજિત વોલ્ટેજ ગેઇન,ಅಂದಾಜು ವೋಲ್ಟೇಜ್ ಲಾಭ
આર્મસ્ટ્રોંગ મોડ્યુલેટર,ಆರ್ಮ್ಸ್ಟ್ರಾಂಗ್ ಮಾಡ್ಯುಲೇಟರ್
એન્ટેના એરે,ಆಂಟೆನಾ ರಚನೆ
"કદ ગુણોત્તર, પાસા ગુણોત્તર","ಗಾತ್ರ ಅನುಪಾತ, ಆಕಾರ ಅನುಪಾತ"
ફ્લોટિંગ સર્કિટ (ફ્રી ઓપરેટિંગ સર્કિટ),ತೇಲುವ ಸರ್ಕ್ಯೂಟ್ (ಉಚಿತ ಆಪರೇಟಿಂಗ್ ಸರ್ಕ್ಯೂಟ್)
સ્વચાલિત મલ્ટિવાઇબ્રેટર,ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
ફ્લોટિંગ મલ્ટિવાઇબ્રેટર,ತೇಲುವ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
અસમપ્રમાણ જંકશન,ಅಸಮಪಾರ್ಶ್ವದ ಜಂಕ್ಷನ್
અસુમેળ કેલ્ક્યુલેટર,ಅಸಮಕಾಲಿಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್
પરમાણુ,ಪರಮಾಣು
અણુ સંખ્યા,ಪರಮಾಣು ಸಂಖ್ಯೆ
અણુ માળખું,ಪರಮಾಣು ರಚನೆ
ઓડિયો એમ્પ્લીફાયર,ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್
ઓડિયો એમ્પ્લીફાયર,ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್
ઓડિયો કેસેટ,ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್
ઓડિયો સર્કિટ,ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್
સાંભળી શકાય તેવી આવર્તન,ಶ್ರವ್ಯ ಆವರ್ತನ
આપોઆપ વોલ્ટેજ નિયંત્રણ,ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ
હિમપ્રપાત,ಹಿಮಕುಸಿತ
સરેરાશ ડિટેક્ટર,ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್
અક્ષીય મોડ,ಅಕ್ಷೀಯ ಮೋಡ್
અક્ષીય ગુણોત્તર,ಅಕ್ಷೀಯ ಅನುಪಾತ
એન્ટેના,ಆಂಟೆನಾ
પાછળનું ઇલેક્ટ્રોમોટિવ બળ,ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್
પાછળનો વિસ્તાર,ಹಿಂಭಾಗದ ಪ್ರದೇಶ
પાછા સ્કેટર,ಮತ್ತೆ ಚದುರುವಿಕೆ
પૃષ્ઠભૂમિ ચાર્જ,ಹಿನ್ನೆಲೆ ಶುಲ್ಕ
બાજુનો અવાજ,ಅಡ್ಡ ಶಬ್ದ
પ્રત્યાગમન,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
પશ્ચાદવર્તી ઇરેડિયેશન,ಹಿಂಭಾಗದ ವಿಕಿರಣ
બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ,ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್
બેકવર્ડ વેવ ઓસિલેટર,ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ
"અવરોધ, અવરોધ","ಅಡಚಣೆ, ಅಡಚಣೆ"
અવરોધ,ಅಡಚಣೆ
સંતુલિત પુલ,ಸಮತೋಲಿತ ಸೇತುವೆ
સંતુલિત મોડ્યુલેટર,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
સંતુલિત મોડ્યુલેટર,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
સંતુલિત સર્કિટ,ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್
સંતુલિત ઢાળ ડિટેક્ટર,ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್
વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર,ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ
બોલોમીટર,ಬೋಲೋಮೀಟರ್
બોલોમીટર પુલ,ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ
બલૂન,ಬಲೂನ್
બનાના જેક,ಬನಾನಾ ಜ್ಯಾಕ್
બનાના પ્લગ,ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್
"બેન્ડ, પાટો","ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್"
બેન્ડ ડ્રાઈવર,ಬ್ಯಾಂಡ್ ಚಾಲಕ
બેન્ડ ઊર્જા,ಬ್ಯಾಂಡ್ ಶಕ್ತಿ
બેન્ડ ગેપ,ಬ್ಯಾಂಡ್ ಅಂತರ
બેડપાર્ક એમ્પ્લીફાયર,ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್
બેન્ડ પાસ ફિલ્ટર,ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್
બાઉડ રેટ જનરેટર,ಬಾಡ್ ದರ ಜನರೇಟರ್
banddispersion,ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್
બેન્ડ રેઝિસ્ટર,ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್
બેન્ડ બ્રેકર ફિલ્ટર,ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್
બેન્ડ વિસ્તરણ,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ
બેન્ડ રીમુવર ફિલ્ટર,ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್
બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್
બેન્ડ એક્સ્ટેંશન અંતર ગુણક,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ
"બીમ કેપેસિટર, બેંક કેપેસિટર","ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್"
"બાર્કર કોડ, બાર્કર કોડ","ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್"
barravaugen માપદંડ,barravaugen ಮಾನದಂಡ
બેરેટર,ನ್ಯಾಯವಾದಿ
અવરોધ,ತಡೆಗೋಡೆ
ઇન્સ્યુલેટીંગ કેપેસિટર,ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್
અવરોધ ઊર્જા,ತಡೆ ಶಕ್ತಿ
રેઝિસ્ટર વોલ્ટેજ,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
બાર્ટલેટ વિન્ડો,ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ
"આધાર, આધાર","ಬೇಸ್, ಬೇಸ್"
આધાર બેન્ડ,ಬೇಸ್ ಬ್ಯಾಂಡ್
બેઝ બેન્ડ ટ્રાન્સમિશન,ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ
બેઝ ચાર્જ,ಮೂಲ ಶುಲ್ಕ
આધાર પ્રવાહ,ಮೂಲ ಪ್ರಸ್ತುತ
આધાર વર્તમાન સ્ત્રોત,ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ
આધાર ઉતારવું,ಬೇಸ್ ಕತ್ತರಿಸುವುದು
આધાર મદન,ಆಧಾರ್ ಮದನ್
આધાર ઉત્સર્જક ફીડ,ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್
આધાર ઉત્સર્જક જંકશન,ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್
બેઝ ઈન્જેક્શન,ಬೇಸ್ ಇಂಜೆಕ್ಷನ್
જમીન રેખા,ನೆಲದ ರೇಖೆ
આધાર પ્રતિકાર,ಮೂಲ ಪ್ರತಿರೋಧ
આધાર સ્ત્રોત,ಮೂಲ ಮೂಲ
આધાર વિસ્તરણ પ્રતિકાર,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
આધાર વિસ્તરણ પ્રતિકાર,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
આધાર જાડાઈ,ಬೇಸ್ ದಪ್ಪ
બેઝ એક્સેસ,ಮೂಲ ಪ್ರವೇಶ
"આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન","ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್"
આધાર કલેક્ટર સંધિ,ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ
ગંધ,ವಾಸನೆ
બાસ આવર્તન,ಬಾಸ್ ಆವರ್ತನ
બેટરી,ಬ್ಯಾಟರಿ
બાઉડ,ಬಾಡ್
બાઉડ દર,ಬೌಡ್ ದರ
બાઉડ રેટ જનરેટર,ಬಾಡ್ ದರ ಜನರೇಟರ್
બોડો કોડ,ಬೋಡೋ ಕೋಡ್
"સંકેત, દીવાદાંડી","ಸಂಕೇತ, ದಾರಿದೀಪ"
"મણિકા, બીડ","ಮಾಣಿಕ, ಬೀಡು"
મેનિક કેપેસિટર,ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್
મણિકર્તાપિ પ્રતિરોધકો,ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ
"બીમ એન્ટેના, બીમ એન્ટેના","ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ"
બીમ ડિટેક્ટર,ಕಿರಣ ಶೋಧಕ
બીમ પાવર નળી,ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ
બીમ સ્વિચિંગ નોઝલ,ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು
બીમ વિસ્તરણ,ಕಿರಣದ ವಿಸ್ತರಣೆ
હરાવ્યું આવર્તન,ಬೀಟ್ ಆವರ್ತನ
બીટ-ફ્રિકવન્સી ઓસિલેટર,ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ
પલ્સ ઓસિલેટર,ನಾಡಿ ಆಂದೋಲಕ
બેલ,ಗಂಟೆ
બેન્ડિંગ નુકશાન,ಬಾಗುವ ನಷ್ಟ
બેસેલ ફિલ્ટર,ಬೆಸೆಲ್ ಫಿಲ್ಟರ್
બેટા,ಬೀಟಾ
b-h વળાંક,b-h ಕರ್ವ್
"પૂર્વગ્રહ, પૂર્વગ્રહ","ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
પૂર્વગ્રહ વર્તમાન,ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ
પૂર્વગ્રહ પ્રતિકાર,ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ
ડબલ એન્ટેના,ಡಬಲ್ ಆಂಟೆನಾ
દ્વિપક્ષીય લોડ વર્તમાન,ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ
દ્વિદિશ એન્ટેના,ದ್ವಿಮುಖ ಆಂಟೆನಾ
દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ,ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್
દ્વિપક્ષીય થાઇરિસ્ટર,ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್
bi FET ટેકનોલોજી,ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ
બાય પોઇન્ટ ટ્રાન્સફોર્મર,ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
ડબલ ફ્યુઝન,ಡಬಲ್ ಸಮ್ಮಿಳನ
દ્વિપક્ષીય સર્કિટ,ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್
દ્વિસંગી,ಅವಳಿ
દ્વિસંગી રકમ,ಬೈನರಿ ಮೊತ್ತ
દ્વિસંગી સર્કિટ,ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್
દ્વિસંગી કોડેડ દશાંશ,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
દ્વિસંગી દ્વિધ્રુવ કેપેસિટર,ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್
દ્વિસંગી કેલ્ક્યુલેટર,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
દ્વિસંગી કેલ્ક્યુલેટર,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
દ્વિસંગી ડીકોડર,ಬೈನರಿ ಡಿಕೋಡರ್
દ્વિસંગી નિસરણી,ಬೈನರಿ ಏಣಿ
બાઈનરી પેથોમીટર,ಬೈನರಿ ಪಾಥೋಮೀಟರ್
દ્વિસંગી સ્થિતિ,ದ್ವಿಮಾನ ಸ್ಥಿತಿ
દ્વિસંગી-દશાંશ ડીકોડર,ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್
બાઈનરી લોડ,ಬೈನರಿ ಲೋಡ್
દ્વિસંગી શબ્દો,ಬೈನರಿ ಪದಗಳು
દ્વિધ્રુવી,ಬೈಪೋಲಾರ್
બાયપોલર કેપેસિટર,ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್
દ્વિધ્રુવી ઉપકરણ,ಬೈಪೋಲಾರ್ ಸಾಧನ
દ્વિધ્રુવી સ્ત્રોત,ಬೈಪೋಲಾರ್ ಮೂಲ
બાયપોલર ટ્રાંઝિસ્ટર,ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
બાયપોલર જંકશન ટ્રાંઝિસ્ટર,ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
ચતુર્ભુજ ફિલ્ટર,ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್
ડબલ સ્થિતિ,ಎರಡು ಸ್ಥಾನ
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
દ્વિપક્ષીય રિલે,ದ್ವಿಮುಖ ರಿಲೇ
બે તબક્કાની સ્થિતિ,ದ್ವಿಮುಖ ಸ್ಥಿತಿ
બે-સ્થિતિ ટ્રિગર,ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ
બીટ ભૂલ,ಬಿಟ್ ದೋಷ
બીટ ભૂલ દર,ಬಿಟ್ ದೋಷ ದರ
બીટ ભૂલ,ಬಿಟ್ ದೋಷ
બિટકલ ભૂલ,ಬಿಟ್ಕಲ್ ದೋಷ
અંધ બોક્સ,ಕುರುಡು ಪೆಟ್ಟಿಗೆ
કન્ડેન્સ્ડ પલ્સ,ಮಂದಗೊಳಿಸಿದ ನಾಡಿ
સચિવ,ಸ್ರವಿಸುವವನು
સ્ત્રાવ અવરોધક,ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ
અંધત્વ,ಕುರುಡುತನ
સેગમેન્ટ ડાયાગ્રામ,ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ
અવરોધક અવરોધ,ತಡೆಯುವ ಪ್ರತಿರೋಧ
ટુકડો ટ્રાન્સફર,ತುಣುಕು ವರ್ಗಾವಣೆ
ઇન્ટરસેપ્ટ,ತಡೆಹಿಡಿಯಿರಿ
રેઝિસ્ટર કેપેસિટર,ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್
રેઝિસ્ટર કેપેસિટર,ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್
રેઝિસ્ટર ઓસિલેટર,ತಡೆಯುವ ಆಂದೋಲಕ
અવરોધિત ઓસિલેટર,ತಡೆಯುವ ಆಂದೋಲಕ
રેઝિસ્ટર વોલ્ટેજ,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
બ્લોઅર,ಊದುವವನು
બોડ ડાયાગ્રામ,ಬೋಡ್ ರೇಖಾಚಿತ್ರ
વોલ્ટ્ઝમેન સંબંધ,ವೋಲ್ಟ್ಜ್ಮನ್ ಸಂಬಂಧ
વોલ્ટ્ઝમેન સતત,ವೋಲ್ಟ್ಜ್ಮನ್ ಸ್ಥಿರ
બોન્ડ,ಕರಾರುಪತ್ರ
બંધાયેલ તાણ ગેજ,ಬೌಂಡ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್
સ્વ-સહાયક એમ્પ્લીફાયર,ಸ್ವಯಂ-ಬೆಂಬಲಿತ ಆಂಪ್ಲಿಫಯರ್
બુલિયન બીજગણિત,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
બુલિયન સમીકરણ,ಬೂಲಿಯನ್ ಸಮೀಕರಣ
બુટ Strapon,ಬೂಟ್ ಸ್ಟ್ರಾಪನ್
બૂથનું અલ્ગોરિધમ,ಬೂತ್ ಅಲ್ಗಾರಿದಮ್
બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ,ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಪ್ರಿಸ್ಮ್ ಸರ್ಕ್ಯೂಟ್
bosscutts નિયમ,ಬಾಸ್ಕಟ್ಸ್ ನಿಯಮ
બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ,ಬೋಸ್-ಚೌಧರಿ ಹಾಕಿನ್‌ಹ್ಯಾಮ್ (BCH) ಕೋಡ್
"કૂદકો, કૂદકો","ಜಂಪ್, ಜಂಪ್"
બંધાયેલ ઇલેક્ટ્રોન,ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್
બ્રેગ રિફ્લેક્ટર,ಬ್ರಾಗ್ ಪ್ರತಿಫಲಕ
ગૂંથેલા વાયર,ಹೆಣೆದುಕೊಂಡ ತಂತಿ
શાખા,ಶಾಖೆ
શાખાઓ,ಕವಲೊಡೆಯುತ್ತಿದೆ
પ્રયોગ બોર્ડ,ಪ್ರಯೋಗ ಮಂಡಳಿ
બ્રેક ઝોન,ವಿರಾಮ ವಲಯ
બ્રેકિંગ વોલ્ટેજ,ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್
બ્રેકડાઉન ડાયોડ,ಸ್ಥಗಿತ ಡಯೋಡ್
અસ્થિભંગ ફિક્સેશન,ಮುರಿತದ ಸ್ಥಿರೀಕರಣ
બ્રેકિંગ વોલ્ટેજ,ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್
પુલ,ಸೇತುವೆ
પુલ સુધારક,ಸೇತುವೆ ರಿಕ್ಟಿಫೈಯರ್
વિશાળ બેન્ડ,ವಿಶಾಲ ಬ್ಯಾಂಡ್
બ્રોડકાસ્ટ બેન્ડ,ಪ್ರಸಾರ ಬ್ಯಾಂಡ್
અપાર્થિવ એરે,ಆಸ್ಟ್ರಲ್ ಅರೇ
પ્રસારણ,ಪ್ರಸಾರ
બ્રોડકાસ્ટ એન્ટેના,ಪ್ರಸಾರ ಆಂಟೆನಾ
બ્રોડકાસ્ટ રીસીવર,ಪ್ರಸಾರ ರಿಸೀವರ್
ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર,ಆವರ್ತನ ಪ್ರಸಾರ ರಿಸೀವರ್
બ્રોડકાસ્ટ ટ્રાન્સમીટર,ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್
બૂસ્ટર એન્ટેના,ಬೂಸ್ಟರ್ ಆಂಟೆನಾ
બસ એન્ટેના,ಬಸ್ ಆಂಟೆನಾ
બ્રશ નિમજ્જન,ಬ್ರಷ್ ಇಮ್ಮರ್ಶನ್
પરપોટા અને દરવાજો,ಬಬ್ಲಿಂಗ್ ಮತ್ತು ಗೇಟ್
બુડબુડુ અથવા ગેટ,ಬುಡ್ಬುಡು ಅಥವಾ ಗೇಟ್
બબલી મેમરી,ಬಬ್ಲಿ ನೆನಪು
વળતર આપતું વોલ્ટેજ,ಸರಿದೂಗಿಸುವ ವೋಲ್ಟೇಜ್
બફર,ಬಫರ್
બફર એમ્પ્લીફાયર,ಬಫರ್ ಆಂಪ್ಲಿಫಯರ್
બફર સર્કિટ,ಬಫರ್ ಸರ್ಕ್ಯೂಟ್
બફર ઓપરેટર,ಬಫರ್ ಆಪರೇಟರ್
બફર રજીસ્ટર,ಬಫರ್ ರಿಜಿಸ್ಟರ್
બલ્બ,ಬಲ್ಬ್
વસ્તી અસર,ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ
મેક્રો સેમિકન્ડક્ટર ઉપકરણ,ಮ್ಯಾಕ್ರೋ ಸೆಮಿಕಂಡಕ್ಟರ್ ಸಾಧನ
ટોળું,ಗುಂಪನ್ನು
ડૂબી ગયેલ વિનિમય,ಮುಳುಗಿದ ವಿನಿಮಯ
ડૂબી ગયેલ સ્તર,ಮುಳುಗಿದ ಪದರ
