Bengali,Hindi
অভিযোজনযোগ্যতা,अनुकूलनीयता
অ্যাডাপ্টার (অ্যাডাপ্টার),"अनुकूलक, अनुकूलित्र"
অভিযোজিত ডিফারেনশিয়াল পালস কোড মড্যুলেশন,अनुकूली विभेदी स्पंद कोड मॉडुलन
ঠিকানা বই,"पता पुस्तिका, एड्रेस बुक"
ঠিকানা বাস,"पता बस, एड्रेस बस"
ঠিকানা রেজোলিউশন,"पता विभेदन, एड्रेस विभेदन"
সংলগ্ন চ্যানেল হস্তক্ষেপ,"आसन्न सरणी व्यतिकरण, आसन्न चैनल व्यतिकरण"
সংলগ্ন চ্যানেল নির্বাচন,"आसन्न चैनल वरण-क्षमता, आसन्न चैनल चयनात्मकता"
সংলগ্ন ফ্রিকোয়েন্সি,आसन्न आवृत्ति
সংলগ্ন ফ্রিকোয়েন্সি চ্যানেল,आसन्न आवृत्ति चैनल
সংলগ্ন ছবি ক্যারিয়ার,"आसन्न चित्र वाहक, संलग्न वीडियो वाहक"
সংলগ্ন সাউন্ড ক্যারিয়ার,आसन्न ध्वनि वाहक
সংলগ্ন স্টেশন,"निकटवतब स्टेशन, निकटवतब केंद्र"
সামঞ্জস্যযোগ্য,समायोज्य
সামঞ্জস্যযোগ্য কনডেন্সার,समायोज्य संधारित्र
সামঞ্জস্য চাপ,समायोज्य दाब
সামঞ্জস্য করা রেঞ্চ,समायोजी रिंच
সামঞ্জস্য,समायोजन
প্রশাসক,"प्रशासक, नियंत्रक"
উন্নত প্রযুক্তি,उन्नत प्रौद्योगिकी
এরিয়াল,"एरियल (ऐन्टेना), आकाशी, वायव, हवाई"
এরিয়াল অ্যারে,एरियल व्यूह
এরিয়াল বুস্টার,"एरियल वर्धक, ऐन्टेना वर्धक"
এরিয়াল কারেন্ট,ऐन्टेना धारा
এরিয়াল আর্থিং সুইচ,ऐन्टेना भूसंपर्कक स्विच
বায়বীয় দক্ষতা,ऐन्टेना दक्षता
বায়বীয় প্রতিবন্ধকতা,ऐन्टेना प्रतिबाधा
এরিয়াল ইন্ডাক্ট্যান্স,ऐन्टेना प्रेरकत्व
এরিয়াল ইনসুলেটর,ऐन्टेना विद्तरोधी
এরিয়াল লোডিং কয়েল,ऐन्टेना भारण कुंडली
আকাশ থেকে ছবি তোলা,आकाषी फोटोग्राफी
বায়বীয় শক্তি,ऐन्टेना षक्ति
বায়বীয় বিকিরণ পুনর্নির্মাণ,आकाशी विकिरण प्रतिरोध
বায়বীয় বিক্রিয়া,ऐन्टेना प्रतिघात
এয়ারোডাইনামিক্স,वायुगतिकी
এজেন্সি,"एजेंसी, अभिकरण"
বায়ু সংকোচকারী,वायु संपीडक
এয়ার কনডেন্সার,वायु संधारित्र
ঠান্ডা বাতাস,वायुशीतित
বায়ু কর্ড কয়েল,वायु क्रोडित कुंडली
এয়ারকন্ডিশনিং,वातानुकूलन
আলবেডো,ऐल्बीडो
অ্যালগরিদম,"कलन विधि, एल्गोरिथ्म"
এলিয়াসিং,एलियासिंग
সারিবদ্ধ,संरेखण
প্রান্তিককরণ,संरेखण
সমস্ত তরঙ্গ বিমান,सर्व तरंग एरियल
বরাদ্দ,नियतन
বর্ণমালা,"वर्णक्रमीय, वर्णक्रमिक"
বর্ণমালা,अक्षरांकीय
আলফানিউমেরিক চরিত্র,अक्षरांकीय संप्रतीक
আলফানিউমেরিক তথ্য,अक्षरांकीय सूचना
বিকল্প বর্তমান (এ.সি.),प्रत्यावतब धारा (ए सी)
বিকল্প,प्रत्यावर्तन
বিকল্প,"प्रत्यावर्तक, प्रत्यावर्तित्र"
উচ্চতা,"तुंगता, उन्नतांश, शीर्षलंब"
অপোজির উচ্চতা,अपभू-तुंगता
পেরিগির উচ্চতা,उपभू-तुंगता
অপেশাদার রেডিও যোগাযোগ,अव्यावसायिक रेडियो संचार
পরিবেশ,परिवेश
পরিবেশ মাইক্রোফোন,परिवेश माइक्रोफोन
পরিবেষ্টিত অবস্থা,परिवेशी दशा
পরিবেষ্টনকারী আলো,परिवेश प्रकाश व्यवस्था
পরিবেষ্টিত শব্দ,परिवेशी रव
পরিবেষ্টিত তাপমাত্রা,"परिवेशी ताप, परिवेश ताप"
আমেরিকান স্ট্যান্ডার্ড কোড,अमरीकी मानक कोड
অ্যাম্পিয়ার,ऐम्पियर
অ্যাম্পের মিটার,ऐम्पियर मापी
পরিবর্ধন,प्रवर्धन
প্রশস্তকরণ ফ্যাক্টর,प्रवर्धन गुणक
পরিবর্ধক,प्रवर्धक
পরিবর্ধক লাভ,प्रवर्धक लब्धि
পরিবর্ধক শব্দ,प्रवर्धक रव
পরিবর্ধক সরঞ্জাম,प्रवर्धन उपस्कर
ক্লাইস্ট্রনকে প্রশস্তকরণ,प्रवर्धन क्लाइस्ट्रॉन
পরিবর্ধক ইউনিট,प्रवर्धन एकक
প্রশস্ততা,"आयाम, कोणांक"
প্রশস্ততা বিকৃতি,आयाम विरूपण
প্রশস্ততা ভ্রমণ,आयाम प्रसार
প্রশস্ততা ফ্যাক্টর,आयाम गुणक
প্রশস্ততা সীমাবদ্ধ,आयाम सीमक
প্রশস্ততা মোডুলেটেড,आयाम मॉडुलित
প্রশস্ততা মড্যুলেশন,आयाम मॉडुलन
অ্যানালগ (অ্যানালগ),"अनुरूप, एनालॉग"
অ্যানালগ সার্কিট,अनुरूप परिपथ
অ্যানালগ কম্পিউটার,अनुरूप कंप्यूटर
অ্যানালগ রেডিও ফ্রিকোয়েন্সি চ্যানেল,अनुरूप रेडियो आवृत्ति चैनल
অ্যানালগ উপস্থাপনা,अनुरूप निरूपण
এনালগ সংকেত,"अनुरूप संकेत, अनुरूप सिगनल"
ডিজিটাল অ্যানালগ,अनुरूप से अंकीय
ডিজিটাল কনভার্টারে অ্যানালগ,अनुरूप-अंकीय परिवर्तक
অ্যানালগ ভিডিও,अनुरूप वीडियो
সাদৃশ্য,"अनुरूप, स–श"
উপমা,अनुरूपता
বিশ্লেষণ,विष्लेषण
ডেটা বিশ্লেষণ,आंकड़ा विष्लेषण
বিশ্লেষণাত্মক ঘনত্ব,विष्लेषी घनत्व
বিশ্লেষণ করুন,विष्लेषण करना
বিশ্লেষক,विष्लेषक
আনুষঙ্গিক সরঞ্জাম,सहायक उपस्कर
এবং গেট,"ऐन्ड गेट, तथा द्वार, AND गेट"
কলিমেশন কোণ,समांतरण कोण
মেরুকরণের কোণ,धुवण कोण
ঘূর্ণনের কোণ,घूर्णन कोण
অ্যাংস্ট্রোম (Å),ऐंग्स्ट्रम(Å)
কৌণিক,"कोणीय, d¨f.kd"
কৌণিক ত্বরণ,d¨.kh; त्वरण
কৌণিক সমন্বয়,कोणीय निर्देशांक
কৌণিক ডিফ্লেশন,कोणीय विक्षेपण
কৌণিক বিচ্ছুরণ,कोणीय परिक्षेपण
কৌণিক স্থানচ্যুতি,कोणीय विस्थापन
কৌণিক ত্রুটি,कोणीय त्रुटि
কৌণিক কম্পাংক,कोणीय आवृत्ति
কৌণিক ভরবেগ,कोणीय संवेग
কৌণিক গতি,कोणीय गति
কৌণিক বেগ,कोणीय वेग
অ্যানিমেশন,"ऐनीमेशन, सजीवन"
আনোড,ऐनोड
আনোড ব্যাটারি,ऐनोड बैटरी
অ্যানোড বৈশিষ্ট্য,ऐनोड अभिलक्षण
আনোড সার্কিট,ऐनोड परिपथ
অ্যানোড অপচয়,ऐनोड क्षय
আনোড দক্ষতা,ऐनोड दक्षता
আনোড ইনপুট শক্তি,ऐनोड निवेश षक्ति
অ্যানোড মড্যুলেশন,ऐनोड मॉडुलन
অ্যান্টেনা,ऐन्टेना
অ্যান্টেনা বিমউইথ,ऐन्टेना किरणपुंज चौड़ाई
অ্যান্টেনা বুস্টার,ऐन्टेना वर्धक
অ্যান্টেনা চেঞ্জওভার সুইচ,ऐन्टेना परिवर्तन स्विच
অ্যান্টেনা কয়েল,ऐन्टेना कुंडली
অ্যান্টেনা কনফিগারেশন,"ऐन्टेना विन्यास, ऐन्टेना संरूपण"
অ্যান্টেনা কাপলার,ऐन्टेना युग्मक
অ্যান্টেনা ক্রস পোলার প্যাটার্ন,ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप
অ্যান্টেনা কারেন্ট,ऐन्टेना धारा
অ্যান্টেনা ডাইরেক্টিভিটি লাভ,ऐन्टेना दैशिकता लब्धि
অ্যান্টেনা ডুপ্লেক্সার,ऐन्टेना द्वैध संकेतक
অ্যান্টেনা কার্যকর অঞ্চল,ऐन्टेना प्रभावी क्षेत्र
অ্যান্টেনা দক্ষতা,ऐन्टेना दक्षता
অ্যান্টেনা ফিড,ऐन्टेना प्रभरण
অ্যান্টেনা ফুট প্রিন্ট,ऐन्टेना व्याप्ति
এন্টেনা,ऐन्टेना लब्धि
অ্যান্টেনার উচ্চতা,ऐन्टेना ऊंचाई
অ্যান্টেনা প্রতিবন্ধকতা,ऐन्टेना प्रतिबाधा
অ্যান্টেনা ইন্ডাক্ট্যান্স,ऐन्टेना प्रेरकत्व
অ্যান্টেনা প্যাটার্ন,ऐन्टेना प्रतिरूप
অ্যান্টেনা প্লেক্সার,"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक"
অ্যান্টেনা মেরুকরণ,ऐन्टेना धुवण
অ্যান্টেনা শক্তি,ऐन्टेना षक्ति
অ্যান্টেনা পাওয়ার লাভ,ऐन्टेना षक्ति लब्धि
অ্যান্টেনা বিকিরণ প্রতিরোধের,ऐन्टेना विकिरण प्रतिरोध
অ্যান্টেনা প্রতিক্রিয়া,ऐन्टेना प्रतिघात
অ্যান্টেনা প্রতিচ্ছবি,ऐन्टेना परावर्तक
অ্যান্টেনা প্রতিরোধের,ऐन्टेना प्रतिरोध
অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি,ऐन्टेना अनुनादी आवृत्ति
অ্যান্টেনা ব্যবধান,ऐन्टेना अंतरालन
অ্যান্টেনা স্যুইচিং রুম,ऐन्टेना स्विचन कक्ष
অ্যান্টেনা টিউনিং কয়েল,ऐन्टेना समस्वरक कुंडली
অ্যান্টেনা টিউনিং হাট,ऐन्टेना समस्वरक कुटीर
অ্যাপারচার,द्वारक
অপোজি,"भूमि उच्च, अपभू"
অ্যাপোজি রকেট,अपभू राकेट
যন্ত্রপাতি,उपकरण
আপাত,आभासी
অ্যাপলেট,ऐपलेट (जावा में प्रोग्राम)
আবেদন,"अनुप्रयोग, आवेदन"
আনুমানিক,"आसन्न, लगभग, सन्निकट"
জলীয় সমাধান,जलीय घोल
আর্ক,"चाप, आर्क"
আর্কিটেকচার,"संरचना, स्थापत्यकला, वास्तुकला"
সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর,पुरालेखीय ध्वनि-अभिलेखन अंतरण
সংরক্ষণাগার,अभिलेखागार; पुरालेख
গাণিতিক কোডিং,अंकगणितीय कोडन
আর্মার,आर्मेचर
আর্ম্যাচার বাতাস,"आर्मेचर कुंडलन, आर्मेचर कुंडली"
অ্যারে,"व्यूह, सरणी"
অ্যারেস্টার,"प्रग्राही, निरोधक"
বক্তৃতা,सुस्पष्ट उच्चारण
আর্টিফ্যাক্ট (= আর্টফ্যাক্ট),शिल्पतथ्य; छविदोष
আরোহী,आरोहण
আনুমানিক অনুপাত,अभिमुखता अनुपात
এসেম্বলার,समायोजक
দাবী,निष्चयन
অ্যাসাইনমেন্ট,"समनुदेशन, नियत कार्य"
অ্যাসাইনমেন্ট চ্যানেল,नियतन चैनल
অসম্পূর্ণ,असममित
অ্যাসিঙ্ক্রোনাস,अतुल्यकालिक
বায়ুমণ্ডল,वायुमंडल
বায়ুমণ্ডলীয় ক্ষতি,वायुमंडलीय हानि
বায়ুমণ্ডলীয় শব্দ,वायुमंडलीय रव
বায়ুমণ্ডলীয় চাপ,वायुमंडलीय दाब
বায়ুমণ্ডলীয় প্রচার,वायुमंडलीय संचरण
বায়ুমণ্ডলীয় রেডিও-তরঙ্গ,वायुमंडलीय रेडियो तरंग
বায়ুমণ্ডল,वायु-वैद्युत् क्षोभ
পরমাণু,परमाणु
পারমাণবিক গঠন,परमाणु संरचना
সংযুক্তি,संलग्नक
মনোযোগ,क्षीणन
মনোযোগ ক্ষতি,क्षीणन हानि
শব্দ তরঙ্গের মনোযোগ,ध्वनि तरंग क्षीणन
অ্যাটেনুয়েটর,क्षीणकारी
অ্যাটেনুয়েটর-প্যাড,क्षीणकारी पैड
অডিবিলিটি থ্রেশহোল্ড,श्रव्यता देहली
শ্রুতিমধুর,श्रव्य
শ্রুতিমধুর ফ্রিকোয়েন্সি,श्रव्य आवृत्ति
শ্রুতিমধুর সুর,श्रव्य स्वरक
শ্রুতি-বর্ণালী,श्रव्य स्पेक्ट्रम
শ্রোতা,"श्रोतागण, दर्शकगण, श्रोता समुदाय"
শ্রুতি,"श्रव्य, ऑडियो"
অডিও পরিবর্ধক,श्रव्य प्रवर्धक
অডিও বিশ্লেষক,श्रव्य विष्लेषक
অডিও সম্প্রচার,श्रव्य प्रसारण
অডিও কেবল,"श्रव्य केबल, ऑडियो केबल"
অডিও চেইন,श्रव्य  शृंखला
অডিও কোডেক,"श्रव्य कोडेक, श्रव्य कोडक-विकोडक"
অডিও সংক্ষেপণ,श्रव्य संपीडन
অডিও সংক্ষেপক,श्रव्य संपीडक
অডিও কনসোল,श्रव्य कंसोल
অডিও বিকৃতি,श्रव्य विरूपण
অডিও গতিশীল পরিসীমা,"श्रव्य गतिक सीमा, श्रव्य गतिक परास"
অডিও ফাইল ফর্ম্যাট,श्रव्य संचिका आरूप
অডিও ফ্রেম ফর্ম্যাট,श्रव्य फ्रेम आरूप
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,श्रव्य आवृत्ति प्रवर्धक
অডিও ফ্রিকোয়েন্সি জেনারেটর,श्रव्य आवृत्ति जनित्र
অডিও ফ্রিকোয়েন্সি ব্যাপ্তি,श्रव्य आवृत्ति परास
অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া,श्रव्य आवृत्ति अनुक्रिया
অডিও সীমাবদ্ধ,श्रव्य सीमक
অডিও লাইন,श्रव्य लाइन
অডিও মিক্সার,श्रव्य मिश्रक
অডিও মড্যুলেশন,श्रव्य मॉडुलन
অডিও দোলক,"श्रव्य दोलक, श्रव्य दोलित्र"
অডিও আউটপুট,श्रव्य निर्गत
অডিও শক্তি,श्रव्य षक्ति
অডিও মানের,श्रव्य गुणवत्ता
অডিও সংকেত,"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल"
অডিও সিগন্যাল প্রসেসিং,श्रव्य संकेत प्रक्रमण
অডিও বর্ণালী,"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम"
অডিও স্টোরেজ,श्रव्य भंडारण
অডিও সাব-ক্যারিয়ার,श्रव्य (आवृत्ति) उपवाहक
অডিও ট্রান্সফর্মার,श्रव्य रूपांतरक
অডিও ট্রান্সমিটার,श्रव्य प्रेषित्र
অডিও/ভিডিও সংক্ষেপণ,–श्य/श्रव्य संपीडन
অডিও-ফ্রিকোয়েন্সি দোলক,श्रव्य आवृत्ति दोलक
অডিও-ফ্রিকোয়েন্সি সিগন্যাল,"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल"
অডিওমেট্রি,श्रव्यमिति
অডিও-ভিজ্যুয়াল সহায়তা,–ष्य-श्रव्य साधन
শ্রুতি উপলব্ধি,श्रवण बोध
প্রমাণীকরণ,"अधिप्रमाणन, प्रमाणीकरण"
অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি,"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति"
অটো ক্যাড,"ऑटो कैड, ऑटो CAD"
অটো ডায়াগনস্টিকস,स्वतः नैदानिकी
স্বয়ংক্রিয়,"स्वचल, स्वचालित, स्वतः, स्व"
স্বয়ংক্রিয় নিয়ন্ত্রণ,स्वतः नियंत्रण
স্বয়ংক্রিয় সনাক্তকরণ,स्वतः संसूचन
স্বয়ংক্রিয় সরঞ্জাম,स्वचालित उपस्कर
স্বয়ংক্রিয় ফ্রিকোয়েন্সি নিয়ন্ত্রণ,स्वतःआवृत्ति नियंत्रण
স্বয়ংক্রিয় সীমাবদ্ধ,स्वचालित सीमक
স্বয়ংক্রিয় মেশিন,स्वचालित मशीन
স্বয়ংক্রিয় ফ্যাসি নিয়ন্ত্রণ,स्वतः कला नियंत्रण
স্বয়ংক্রিয় চিত্র সংক্রমণ,स्वतः चित्र प्रेषण
স্বয়ংক্রিয় প্লেব্যাক,"स्व प्रतिश्रवण, स्व प्रति–श्यण"
স্বয়ংক্রিয় শক্তি নিয়ন্ত্রণ,स्वतः षक्ति नियंत्रण
স্বয়ংক্রিয় প্রোগ্রামিং,"स्वतःप्रोग्रामन, स्वतः क्रमादेशन"
স্বয়ংক্রিয় রেকর্ডিং,स्वतः अभिलेखन
স্বয়ংক্রিয় রিসেট,स्वतः पुनः स्थापन
স্বয়ংক্রিয় শাটার,स्वचालित कपाट
স্বয়ংক্রিয় সিস্টেম,स्वचल तंत्र
স্বয়ংক্রিয় টেলিফোন,स्वचालित टेलीफोन
স্বয়ংক্রিয় তাপমাত্রা নিয়ন্ত্রণ,स्वतः ताप-नियंत्रण
স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রক,स्वतः वोल्टता नियामक
স্বয়ংক্রিয় ভলিউম সংক্ষেপক,स्वतः प्रबलता संपीडक
স্বয়ংক্রিয় ভলিউম নিয়ন্ত্রণ,स्वतः प्रबलता नियंत्रक
স্বয়ংক্রিয় ভলিউম এক্সপেন্ডার,स्वतः प्रबलता विस्तारक
অটোমেশন,स्वचालन
অটোমেশন নিয়ন্ত্রণ,"स्वचालन नियंत्रण, स्वतः नियंत्रण, स्वनियंत्रण"
অটোমেশন ফ্রিকোয়েন্সি নিয়ামক,स्वतः आवृत्ति नियंत्रक
সহায়ক,सहायक
সহায়ক অডিও বাস,सहायक श्रव्य बस
উপলব্ধ শক্তি,उपलब्ध षक्ति
তুষারপাত ভাঙ্গন,"ऐवेलांशी भंग, अवधाव भंग"
গড় আয়ু,"औसत आयु, औसत जीवन"
গড় চাপ,औसत दाब
গড় গতি,औसत चाल
স্পিনের অক্ষ,प्रचक्रण-अक्ष
আজিমুথ,दिगंश
আজিমুথ কোণ,दिगंश कोण
আজিমুথ ত্রুটি,दिगंश त्रुटि
পিছনে আলো,"पृष्ठ प्रकाश, पश्च प्रकाश"
পিছনে অভিক্ষেপ,पश्च प्रक्षेपण
ব্যাক ভোল্টেজ (= বিপরীত ভোল্টেজ),विरोधी वोल्टता
ব্যাকফায়ার (আর্ক ব্যাক),विपरीत आर्क
পটভূমি আলো,पृष्ठभूमि प्रकाश
পিছনের শব্দ,पृष्ठभूमि रव
পটভূমি প্রক্ষেপণ,पृष्ठभूमि प्रक्षेपण
ব্যাকআপ,"बैक-अप, पूर्तिकर, प्रतिपोषक"
বাফেল,"गतिरोधक, व्यारोध, बाधिका"
বেকিং,भर्जन
সুষম অডিও,संतुलित श्रव्य
ভারসাম্যহীন অডিও লাইন,संतुलित श्रव्य लाइन
সুষম সংক্রমণ লাইন,संतुलित संचरण लाइन
ভারসাম্য,संतुलन
ব্যালাস্ট,स्थिरक
ব্যালাস্ট ফ্যাক্টর,स्थिरण कारक
বালুন,बलून
ব্যান্ড,"बैंड, पट्टी"
ব্যান্ড পাস ফিল্টার,"बैंड पारक फिल्टर, बैंड पारक निस्यंदक"
ব্যান্ড নির্বাচক,बैंड वरक
ব্যান্ড বিভাজন,बैंड विपाटन
ব্যান্ড স্টপ ফিল্টার,"बैंड वर्जक फिल्टर, बैंड वर्जक निस्यंदक"
ব্যান্ড সুইচ,बैंड स्विच
ব্যান্ড টিউনিং,"पट्टी समस्वरण, बैंड ट्यूनिंग"
ব্যান্ডউইথ,"बैंड विस्तार, बैंडविड्थ, बैंड चौड़ाई"
বার,"बार, दंड"
বার কোড,बार कोड
বার ডেটা,"बार डाटा, बार आंकड़ा"
বেয়ার ব্যান্ড,खुली पट्टी
বেয়ার ল্যাম্প,अनावृत लैम्प
শস্যাগার দরজা,बार्न द्वार
বেস ব্যান্ড,आधार बैंड
বেস ব্যান্ড সিগন্যাল,आधार बैंड संकेत
বেস ব্যান্ড সিস্টেম,आधार बैंड तंत्र
বেস ব্রাউজার,आधार विचरक
বেস কালেক্টর জংশন,आधार संग्राही संधि
বেস ইনসুলেটর,आधार विद्युत्रोधी
বাস,"मन्द्रस्वर, बास"
বাস ক্ষতিপূরণ,मन्द्रस्वर क्षतिपूर्ति
বাস লাউডস্পিকার (ওফার),मन्द्रस्वर लाउडस्पीकर
ব্যাচ স্ক্যানিং,समूह क्रमवीक्षण
ব্যাটারি চার্জ হইতেছে,बैटरी आवेशन
মরীচি,किरण पुंज
বীট,विस्पंद
বীট ফ্রিকোয়েন্সি দোলক,विस्पंद आवृत्ति दोलित्र
বেল,बेल
পক্ষপাত,"अभिनति, बायस"
বায়াস সার্কিট,"बायस परिपथ, अभिनति परिपथ"
বায়াস ফ্রিকোয়েন্সি,"अभिनति आवृत्ति, बायस-आवृत्ति"
অত্যাধিক ভোল্টেজ,बायस वोल्टता
সামনের দিকে পক্ষপাতদুষ্ট,"अग्रबायसित, अग्राभिनत"
দ্বি-দিকনির্দেশক মাইক্রোফোন,उभयमुखी माइक्रोफोन
বিলবোর্ড,"बिलबोर्ड, विज्ञापन फलक"
বিলবোর্ড অ্যাপ্লিকেশন,बिलबोर्ड अनुप्रयोग
দ্বি-ধাতব উপাদান,द्विधात्विक अवयव
বাইনারি,द्विआधारी
বাইনারি কোডেড দশমিক,द्विआधारी कोडित दशमलव
বাইনারি অঙ্ক (বিট),द्विआधारी अंक (बिट)
বাইনারি সংখ্যা,द्विआधारी संख्या
বাইনোরাল শুনানি,द्विकणब श्रवण
বাইনোকুলার,"द्विनेत्री, बाइनॉक्युलर"
বায়োমেট্রিক,"जैवमितीय, जैवमितिक"
বাইপোলার ট্রানজিস্টর,द्विधुवी ट्रांजिस्टर
বিট বরাদ্দ,बिट नियतन
বিট রেট,बिट दर
কালো এবং সাদা টিভি,श्वेत-श्याम टेलीविजन
ফাঁকা,"रिक्त, शून्य, विलोप"
ফাঁকা ব্যবধান,विलोपन अंतराल
ব্ল্যাঙ্কিং স্তর,विलोपन स्तर
ব্লিডার প্রতিরোধের,स्रावी प्रतिरोध
ব্লিমড ক্যামেরা,ध्वनिरूद्ध कैमरा
অন্ধ ঝলক,"अंधक चौंध, चकाचौंध"
পলক,टिमटिमाना
জ্বলজ্বল,टिमटिमाना
ব্লক কোড,ब्लॉक कोड
ব্লক ডায়াগ্রাম,ब्लॉक आरेख
ব্লক ইন্টারলিভ,ब्लॉक अंतरापत्र
ব্লকিং ক্যাপাসিটার,अवरोधक संधारित्र
দোলক ব্লক করা,अवरोधक दोलित्र
পুষ্প,प्रफुल्लन
ল্যাম্প ব্লো,ब्लो लैम्प
পাইপ ব্লো,फूंकनी
ব্লোয়ার,"धौंकनी, ब्लोअर"
ব্লুটুথ,ब्लूटूथ
দেহ ক্যাপাসিট্যান্স,कायिक धारिता
বুকমার্ক,"बुक मार्क, पृष्ठ स्मृति"
বুলিয়ান বীজগণিত,बूलीय बीजगणित
বুম,"बूम, तीव्रवृद्धि"
প্রচার করা,"बढ़ाना; वर्धन, उछाल"
বুস্টার,वर्धक
বুস্টার লাইট,वर्धक प्रकाश
বুস্টিং,वर्धन
বুটিং,बूटकरण
বুটস্ট্র্যাপ,बूटस्ट्रैप
নীচে আলো,तलीय प्रकाश
বাউন্স লাইট,"उच्छलन प्रकाश, प्रस्कन्द प्रकाश"
ভাঙ্গা,"भंग, भंजन"
ভাঙ্গন ভোল্টেজ,भंजन वोल्टता
সেতু উপাদান,सेतु अवयव
সেতু সংশোধনকারী,सेतुबद्ध दिष्टकारी
