Assamese,Tamil
এনাক্ৰ’নিষ্টিক,காலமற்ற
পূৰ্বপুৰুষ,மூதாதையர்
পূৰ্বপুৰুষ পূজা,முன்னோர் வழிபாடு
বংশ,பரம்பரை
বংশ,பரம்பரை
বংশ,பரம்பரை
বংশ,பரம்பரை
Ancien শাসন ব্যৱস্থা,பண்டைய ஆட்சி
পৌৰাণিক,பண்டைய
প্ৰাচীন বেলাড,பழங்கால பாலாட்
প্ৰাচীন বিশ্বাস,பண்டைய நம்பிக்கை
প্ৰাচীন প্ৰথা,பண்டைய வழக்கம்
প্ৰাচীন ইতিহাস,பண்டைய வரலாறு
প্ৰাচীন কীৰ্তিচিহ্ন,பழங்கால நினைவுச்சின்னங்கள்
উপাখ্যান,சிறுகதை
এঞ্জেলট,ஏஞ்சலோட்
এঞ্জেলছ,ஏஞ்சலஸ்
এঞ্জেভিন (=anjevin),ஆஞ்செவின் (=அஞ்செவின்)
কোণ,கோணங்கள்
এংলিকান,ஆங்கிலிகன்
এংলিকান কমিউনিয়ন,ஆங்கிலிகன் ஒற்றுமை
এংলিকানিজম,ஆங்கிலிக்கனிசம்
এংলো-ফ’ব,ஆங்கிலோ-போப்
এংলো-ফ’বিয়া,ஆங்கிலோ-ஃபோபியா
এংলো-চেক্সন,ஆங்கிலோ-சாக்சன்
এংলো-চেক্সনবাদ,ஆங்கிலோ-சாக்சோனிசம்
এনালিষ্ট,அன்னாலிஸ்ட்
এনালছ,அன்னல்
সংলগ্নকৰণ,இணைப்பு
এণ্টে-বেলাম,ஆன்டி-பெல்லம்
এণ্টে তাৰিখ,முன் தேதி
কেৰাণীবাদ বিৰোধী,மதகுருத்துவத்திற்கு எதிரானது
কেৰাণী বিৰোধী আইন,மதகுருவுக்கு எதிரான சட்டம்
প্ৰাচীনতা,பழமை
ভাড়া বিৰোধী,எதிர்ப்பு வாடகை
ভাড়া বিৰোধী,எதிர்ப்பு வாடகை
চেমিটিজম বিৰোধী,யூத எதிர்ப்பு
এঞ্জেক,அன்சாக்
এপেলা,அப்பெல்லா
আৰালু,அரலு
আৰ্ক বিচপ,பேராயர்
আৰ্ক ডাচি,ஆர்ச் டச்சி
আৰ্ক ড্যুক,ஆர்ச் டியூக்
আৰ্কাইফ (=আৰ্কাইভ সংগ্ৰহ),காப்பகம் (=காப்பக சேகரிப்பு)
আৰ্কিপিস্কোপেট,ஆர்க்கிபிஸ்கோபேட்
অভিজাত শ্ৰেণী,பிரபுத்துவம்
অভিজাত,பிரபு
অভিজাত স্নোবৰী,பிரபுத்துவ ஸ்னோபரி
এৰিষ্ট&#39;টেলিয়ান,அரிஸ்டாட்டிலியன்
আৰ্মাডা,அர்மடா
আৰ্মাডা (=স্পেনিছ আৰ্মাডা),அர்மடா (=ஸ்பானிய அர்மடா)
আৰ্মৰিষ্ট (=armourist),கவசக்காரர் (=கவசக்காரர்)
কৱচ (=কৱচ),கவசம் (=கவசம்)
আৰ্মৰিষ্ট,ஆயுதக்கடைக்காரர்
আৰ্য্য,ஆர்யன்
আৰ্য্য,ஆர்யன்
আস্কৰী,அஸ்காரி
Assignat,ஒதுக்கு
Assize,உதவு
Assize,உதவு
Assize,உதவு
এছাইজ অৱ আৰ্মছ এক্ট,ஆயுதச் சட்டம்
ডেৰেইন প্ৰেজেণ্টমেণ্টৰ এছাইজ,அசிஸ் ஆஃப் டேரின் பிரசன்ட்மென்ட்
মৰ্ট &#39;ডি&#39; পূৰ্বপুৰুষৰ এছাইজ,மோர்ட் &#39;டி&#39; மூதாதையரின் அசிஸ்
নভেল ডিচেইচিনৰ এছাইজ,நாவல் Disseisin Assize
অত্যাচাৰ,கொடுமை
আক্ৰমণ,தாக்குதல்
অলিক কাউন্সিল,ஆலிக் கவுன்சில்
গেডেছৰ কুঠাৰ (=গেডেছৰ কুঠাৰ),கோடரியின் கோடாரி (=கெடெஸ் கோடாரி)
অক্ষ (=ৰোম-বাৰ্লিন-টকিঅ&#39; অক্ষ),அச்சு (=ரோம்-பெர்லின்-டோக்கியோ அச்சு)
বেবিলন,பாபிலோன்
বেবিলনৰ বন্দীত্ব (=বেবিলনৰ বন্দীত্ব),பாபிலோனிய சிறைப்பிடிப்பு (=பாபிலோனிய சிறைப்பிடிப்பு)
বচনাল ভক্ত,பச்சனல் பக்தர்
বাচনালিয়া,பச்சனாலியா
অবিবাহিত লোক,இளங்கலை
বাগদাদ চুক্তি,பாக்தாத் ஒப்பந்தம்
বাল্কন লীগ,பால்கன் லீக்
বাল্কন চুক্তি,பால்கன் ஒப்பந்தம்
বাল্কন যুদ্ধ,பால்கன் போர்கள்
বাল্টিক চুক্তি,பால்டிக் ஒப்பந்தம்
ডাকাত,கொள்ளைக்காரன்
বাণ্ডুং সন্মিলন,பாண்டுங் மாநாடு
নিৰ্বাসন,நாடுகடத்தல்
বেনাৰ,பதாகை
বৰ্বৰ,காட்டுமிராண்டித்தனம்
বাৰ্বিকান,பார்பிகன்
বৰদলৈ সত্যাগ্ৰহ,பர்தோலி சத்தியாகிரகம்
বাৰ্ন বাৰ্নাৰ্ছ,பார்ன் பர்னர்ஸ்
বেৰন,பரோன்
বেৰনেজ,பாரோனேஜ்
বেৰনছ মেজৰ,பரோன்ஸ் மேஜர்கள்
বেৰনেছ নাবালক,பரோன்ஸ் மைனர்கள்
বেৰনেছ,பரோனஸ்
বেৰনেট,பரோனெட்
বেৰনেটেজ,பரோனேடேஜ்
বেৰনেটেজ,பரோனேடேஜ்
বেৰনেটচি,பேரோனெட்டி
বেৰনি,பேரோனி
বেৰাকুন,பாராகூன்
বেৰাকুন,பாராகூன்
বেৰিকেড (=barricade),தடுப்பு (=பேரிகாடோ)
বেৰিকেড (=barricade),தடுப்பு (=பேரிகாடோ)
বেৰিকেড (=barricade),தடுப்பு (=பேரிகாடோ)
বেচ কেম্প,அடிப்படை முகாம்
বেচিলিকা,பேராலயம்
বেচিলিকা,பேராலயம்
বাষ্টিলা,பஸ்திலா
বেষ্টিল,பாஸ்டில்
বেষ্টিল,பாஸ்டில்
বেটাৰি,மின்கலம்
যুদ্ধ,போர்
বাটলে-এৰে,போர்-வரிசை
যুদ্ধৰ চিঞৰ,யுத்த அழுகுரல்
যুদ্ধৰ ডিন,போர் டின்
যুদ্ধক্ষেত্ৰ,போர்க்களம்
যুদ্ধ গীত,போர் பாடல்
স্পাৰ্ছৰ যুদ্ধ,ஸ்பர்ஸ் போர்
ষ্টেণ্ডাৰ্ডৰ যুদ্ধ,ஸ்டாண்டர்ட் போர்
যুদ্ধজাহাজ,போர்க்கப்பல்
যুদ্ধজাহাজ-শক্তি,போர்க்கப்பல்-வலிமை
Bayeux টেপেষ্ট্ৰি,பேயுக்ஸ் சீலை
বিকন,கலங்கரை விளக்கம்
বিকন টাৱাৰ,கலங்கரை விளக்கம் கோபுரம்
বিভাৰ,பீவர்
বিভাৰ,பீவர்
সাগৰৰ ভিক্ষাৰী,கடலின் பிச்சைக்காரர்கள்
বেলিকোজ,பெல்லிகோஸ்
বেলিকোজ,பெல்லிகோஸ்
বেলিকোজ,பெல்லிகோஸ்
বেলিকোচিটি,பெல்கோசிட்டி
বেলোনা,பெல்லோனா
বেনিফিচ,நன்மை
ধৰ্মগুৰুসকলৰ লাভ,குருமார்களின் பலன்
বেনেলাক্স,பெனலக்ஸ்
বাৰ্লিন ডিক্রী,பெர்லின் ஆணை
Berserker,பெர்சர்கர்
Besant (=বেজান্ট),பெசன்ட் (=பெசண்ட்)
বেথেল,பெத்தேல்
বিব্লিঅ&#39;লেটাৰ,நூலாசிரியர்
গ্ৰন্থবিজ্ঞান,புத்தக வழிபாடு
বিগ বাৰ্থা,பெரிய பெர்தா
কুসংস্কাৰ,மதவெறி
বিলেটিং,பில்லெட்டிங்
বিল অৱ এটেইণ্ডাৰ,பில்
অধিকাৰৰ বিল,உரிமைகள் மசோதா
জীৱনীকাৰ,வாழ்க்கை வரலாற்றாசிரியர்
জন্মৰ কাহিনী,பிறப்பு கதைகள்
বিভক,Bivouac
বিভক,Bivouac
বিভক,Bivouac
বিজোনিয়া,பிசோனியா
ক&#39;লা চৰাই চোৱা,கருப்பு பறவைகள்
ক&#39;লা পতাকা,கருப்பு கொடி
ব্লেক হোল,கருந்துளை
ব্লেক হোল,கருந்துளை
ক&#39;লা ভৰি (=scab),கருப்பு கால் (=சிரங்கு)
ক&#39;লা চাৰ্ট,கருப்பு சட்டை
ব্লেজন,பிளேசன்
ব্লেজন,பிளேசன்
ব্লেজনাৰী,பிரகாசம்
ব্লেজনাৰী,பிரகாசம்
ব্লিটজক্ৰিগ,பிளிட்ஸ்கிரீக்
ৰক্তহীন বিপ্লৱ (=গৌৰৱময় বিপ্লৱ),இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி)
ব্লাডৱাইট,இரத்தம் கொண்டவர்
ব্লাডি মেৰী,ப்ளடி மேரி
নীলা,நீலம்
নীলা তেজ,நீல இரத்தம்
নীলা কিতাপ,நீல புத்தகம்
নীলা ফিতা,நீல தலைப்பட்டை
নীলা ফিতা,நீல தலைப்பட்டை
ব্লুজ (=ৰয়েল হৰ্চ গাৰ্ড),ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்)
নীলা চাৰ্ট,நீல நிற சட்டை
ব্লু ৱাটাৰ স্কুল,நீல நீர் பள்ளி
নিয়ন্ত্ৰণ ব’ৰ্ড,கட்டுப்பாட்டு வாரியம்
শৰীৰৰ কৱচ,உடல் கவசம்
ব&#39;ৰ,போயர்
লুটপাত,கொள்ளை
বৰো,பெருநகரம்
Bouleuterion,பவுல்யூடெரியன்
বোৰ্বন,போர்பன்
বক্সাৰ বিদ্ৰোহ,குத்துச்சண்டை வீரர் கிளர்ச்சி
ব্ৰেচ,பிரேஸ்
ব্ৰাছাৰ্ড,பிராசர்ட்
ব্ৰাছাৰ্ড,பிராசர்ட்
ব্ৰেড কলনী,ரொட்டி காலனிகள்
ব্ৰেষ্ট প্লেট,மார்பக தட்டு
স্তনৰ কাম,மார்பக வேலை
ব্ৰেটৱাল্ডা,ப்ரெட்வால்டா
ব্ৰিগাণ্ড,பிரிகாண்ட்
ব্ৰিগেণ্ডেজ,பிரிகாண்டேஜ்
ব্ৰিটিছ কমনৱেলথ অৱ নেচনছ,பிரிட்டிஷ் காமன்வெல்த் நாடுகள்
ব্ৰাউন চাৰ্ট (=নাজী),பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்)
ব্ৰাছেলছ সন্ধি (পেক্ট) সংগঠন (=পশ্চিম ইউৰোপীয় সংঘ),பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்)
বাফ,பஃப்
বাফ,பஃப்
বাফ-কোট,பஃப்-கோட்
বাফছ,பஃப்ஸ்
বুলে (=পৰিষদ),புலே (=சபை)
বাৰ্গেজ,பர்கேஜ்
বাৰ্জেছ,பர்கெஸ்
বাইজেন্টাইন,பைசண்டைன்
বাইজেন্টাইন গীৰ্জা,பைசண்டைன் தேவாலயம்
বাইজেন্টাইন সাম্ৰাজ্য,பைசண்டைன் பேரரசு
বাইজেন্টাইন যুগ,பைசண்டைன் சகாப்தம்
বাইজেন্টাইন ইতিহাসবিদ,பைசண்டைன் வரலாற்றாசிரியர்கள்
কেবাল,கபால்
ছিজাৰীজম,சீசரிசம்
খলিফা,கலீஃபா
কেলিগ্ৰাফাৰ,எழுத்தாளன்
কেলিগ্ৰাফিষ্ট,கையெழுத்து எழுதுபவர்
কেলিগ্ৰাফী,எழுத்துக்கலை
কেলট্ৰপ,கால்ட்ராப்
সতীৰ্থতা,தோழமை
কেমাৰিলা,கேமரிலா
কেমাৰিলা,கேமரிலா
কেমেলাকম,கேமலாகம்
ছদ্মবেশ,உருமறைப்பு
অভিযান,பிரச்சாரம்
কেম্প অনুগামী,முகாம் பின்பற்றுபவர்
কেম্পো ছান্টো,காம்போ சாண்டோ
কেম্পাছ মাৰ্চিয়াছ,மார்டியஸ் வளாகம்
কেনেফোৰা,கேனபோரா
কেংগু,கங்கு
কেননেড,பீரங்கி
কামানৰ ঘাঁহ,பீரங்கி தீவனம்
কেনন,நியதி
কেনন আইন,நியதி சட்டம்
কেন&#39;পাছৰ ডিক্রী,கனோபஸ் ஆணை
কেনটিং আৰ্মছ,ஆயுதங்களை ஏந்துதல்
বন্দী,கைதி
বন্দী,பிடிப்பவன்
কাৰ্ডিনেল,கார்டினல்
কাৰ্ল,கார்ல்
কেৰ&#39;লিঞ্জিয়ান বংশ,கரோலிங்கியன் வம்சம்
কাৰ্থুছিয়ান পন্থা,கார்த்தூசியன் பிரிவு
কাৰ্টোছা,கார்டோசா
কেষ্টেলিয়ান,காஸ்ட்லியன்
কেষ্টেলিয়ান,காஸ்ட்லியன்
জাতি ব্যৱস্থা,சாதி அமைப்பு
দুৰ্গ,கோட்டை
দুৰ্গ,கோட்டை
কেছল টাউন,கோட்டை நகரம்
কাষ্ট্ৰা,காஸ்ட்ரா
কাষ্ট্ৰা,காஸ்ட்ரா
কেথেড্ৰা,கதீட்ரா
কেথেড্ৰেল,கதீட்ரல்
কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ,கேட்டோ ஸ்ட்ரீட் சதி
কৌডিলো,காடிலோ
কেভেলিয়াৰ,காவலர்
কেভেলিয়াৰ,காவலர்
কেভেলিয়াৰ সংসদ,கவாலியர் பாராளுமன்றம்
আদুল্লামৰ গুহা,அதுலாம் குகை
গুহা চিত্ৰকলা,குகை ஓவியம்
গুহা চিত্ৰকলা,குகை ஓவியம்
চেণ্টুমভিৰ,சென்டம்விர்
চেঞ্চুৰিয়ান,செஞ்சுரியன்
শতিকা,நூற்றாண்டு
চেইন আৰ্মৰ (=চেইন মেইল),சங்கிலி கவசம் (=செயின் மெயில்)
চান্ট্ৰী,சாந்த்ரி
চান্ট্ৰী,சாந்த்ரி
চ্যাপ কিতাপ,அத்தியாய புத்தகம்
চেপলিন,சாப்ளின்
অধ্যায়,அத்தியாயம்
দুৰ্ঘটনাৰ অধ্যায়,விபத்துகளின் அத்தியாயம்
চাৰ্জ,கட்டணம்
চাৰ্জ ডি এফেয়াৰ্ছ,பொறுப்பாளர்கள்
চাৰ্জ পাৰ্টিং,கட்டணம் பிரித்தல்
চাৰ্জাৰ,சார்ஜர்
ৰথ,தேர்
ৰথী,தேரோட்டி
ৰথী,தேரோட்டி
ৰথী,தேரோட்டி
চেৰিটি কিচেন,தொண்டு சமையலறை
চনদ,சாசனம்
চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট),சார்டிஸ்ட் இயக்கம் (=சார்டிசம்)
চাৰ্ট’ফাইলেচিয়াম,சார்ட்டோபிலாசியம்
চেট&#39;,அரட்டை
পোষ্ট চেক কৰক,செக் போஸ்ட்
ৰাসায়নিক যুদ্ধ,இரசாயனப் போர்
চেষ্টাৰ,செஸ்டர்
প্ৰধান,முதல்வர்
মুখীয়াল,தலைவன்
মুখীয়াল,தலைவன்
মুখীয়াল,தலைவன்
চিফন,சிஃப்பான்
অশ্বাৰোহীতা,வீரம்
নিৰ্বাচিত লোকসকল,தேர்ந்தெடுக்கப்பட்ட மக்கள்
ক্ৰীছমোগ্ৰাফী,கிறிஸ்மோகிராஃபியன்
খ্ৰীষ্টান ধৰ্ম,கிறிஸ்தவமண்டலம்
খ্ৰীষ্টান যুগ,கிறிஸ்தவ சகாப்தம்
খ্ৰীষ্টান সমাজবাদ,கிறிஸ்தவ சோசலிசம்
ক্ৰনিকল,நாளாகமம்
ক্ৰনিকলাৰ,க்ரோனிக்லர்
ক্ৰাইজ চেৰ্চোনিজ,கிரைஸ் செர்சோனீஸ்
চিমেলিয়াম,சிமிலியம்
Cinquecento শৈলী,Cinquecento உடை
প্ৰদক্ষিণ,சுற்றறிக்கை
চিষ্টাৰচিয়ান সন্ন্যাসী,சிஸ்டர்சியன் துறவி
দুৰ্গ,கோட்டை
উদ্ধৃতি,மேற்கோள்
উদ্ধৃতি,மேற்கோள்
নাগৰিক অবাধ্যতা,கீழ்ப்படியாமை
গৃহযুদ্ধ,உள்நாட்டுப் போர்
চিভিছ ৰোমানাছ,சிவிஸ் ரோமானஸ்
ধ্ৰুপদী যুগ,கிளாசிக்கல் வயது
ক্লেফ্ট (=klepht),கிளெஃப்ட் (=கிளெஃப்ட்)
কেৰাণীবাদ,மதகுருத்துவம்
ক্লাৰুচ,மதகுரு
ক্লুনিয়াক আন্দোলন,க்ளூனியாக் இயக்கம்
কোট কৱচ,கோட் கவசம்
কোট অৱ আৰ্মছ,கோட் ஆஃப் ஆர்ம்ஸ்
কোট অৱ আৰ্মছ,கோட் ஆஃப் ஆர்ம்ஸ்
কোট অৱ আৰ্মছ,கோட் ஆஃப் ஆர்ம்ஸ்
কোট অৱ মেইল,அஞ்சல் கோட்
কোহৰ্ট,கோஹார்ட்
কমিটিয়া,கொமிடியா
কমিটিয়া চেঞ্চুৰিয়াটা,கொமிடியா செஞ்சுரியாட்டா
কমিটিয়া কুৰিয়াটা,கொமிடியா குரியாட்டா
কমিটিয়া ট্ৰিবুটা,கமிட்டியா திரிபுட்டா
স্মৃতিচাৰণ তোৰণ,நினைவு வளைவு
স্মৃতিচাৰণ মুদ্ৰা,நினைவு நாணயம்
স্মৃতিসৌধ,நினைவு முத்திரை
সাধাৰণ ক্ষেত্ৰ,பொதுவான புலம்
কমিউনাৰ্ড,கம்யூனார்ட்
কনকৰ্ডেট,கான்கார்டாட்
কনকৰ্ডেট,கான்கார்டாட்
কণ্ডোটিয়েৰ,காண்டோட்டியர்
নিশ্চিতকৰণ Cartarum,உறுதிப்படுத்தல் கார்டரம்
বিবাদ,மோதல்
মণ্ডলী,சபை
বিজয়ী ৰাষ্ট্ৰ,மாநிலத்தை வென்றது
বিজয়ী,வெற்றியாளர்
কনকিষ্টাডৰ,வெற்றியாளர்
কনচিলিয়াম,கான்சிலியம்
কনচিষ্টৰী,கன்சிஸ்டரி
ষড়যন্ত্ৰ,சதி
ষড়যন্ত্ৰ,சதி
কনছুলেট,துாதரகம்
কনছুলেচন কিতাপ,ஆலோசனை புத்தகம்
মহাদেশীয় ব্যৱস্থা,கான்டினென்டல் அமைப்பு
অধিৱেশন সংসদ,மாநாடு பாராளுமன்றம்
কপাৰহেড (=শান্তি গণতন্ত্ৰ),காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்)
কপিহ&#39;ল্ড,காப்பிஹோல்ட்
ঘেৰাও কৰা,சுற்றிவளைத்தல்
কৰ&#39;না,கொரோனா
ৰাজ অভিষেক,முடிசூட்டு விழா
ৰাজ অভিষেক শিল,முடிசூட்டுக்கல்
কৰ্পাছ,கார்பஸ்
কৰ্চেয়াৰ,கோர்செயர்
কৰ্চেয়াৰ,கோர்செயர்
কৰ্চেট (=কোৰ্চলেট),கோர்செட் (=கோர்செலெட்)
কৰ্টেছ,கோர்டெஸ்
কোটাৰ (=cottier),கோட்டர் (=கோட்டியர்)
কোটাৰ (=cottier),கோட்டர் (=கோட்டியர்)
কাউন্ট পেলেটিনেট,பலடினேட் எண்ணுங்கள்
দেশৰ ঘৰ,நாட்டு வீடு
কাউন্টি,மாவட்டம்
কাউন্টি বৰো,கவுண்டி பரோ
কাউন্টি আদালত,மாவட்ட நீதிமன்றங்கள்
কাউন্টি পেলেটিন,கவுண்டி பாலாடைன்
আদালত,நீதிமன்றம்
আদালত,நீதிமன்றம்
আদালতৰ চক্ৰান্তমূলক,நீதிமன்ற சுற்றறிக்கை
আদালতৰ শিষ্টাচাৰ,நீதிமன்ற ஆசாரம்
কৰ্টিয়াৰ,நீதிமன்ற அதிகாரி
কেচেচনৰ আদালত,கேசேஷன் நீதிமன்றம்
সঞ্চালক আদালত (EIC),இயக்குநர்கள் நீதிமன்றம் (EIC)
মালিকৰ আদালত,உரிமையாளர்களின் நீதிமன்றம்
আদালতৰ কবি,நீதிமன்ற கவிஞர்
চুক্তিবদ্ধ কেমেৰনিয়ানসকল,உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்
মুকুট,கிரீடம்
মুকুট,கிரீடம்
মুকুট,கிரீடம்
মুকুটৰ ভূমি,கிரீடம் நிலம்
মুকুটৰ ভূমি,கிரீடம் நிலம்
ক্ৰাউন প্ৰিন্স,பட்டத்து இளவரசர்
ক্ৰুছেড,சிலுவைப் போர்
ক্ৰুছেডাৰ,சிலுவைப்போர்
ক্ৰিপ্টোগ্ৰাম,கிரிப்டோகிராம்
কুইৰাছ,குயிராஸ்
কুইৰাচিয়াৰ,கியூராசியர்
কাল্ট দেৱতা,வழிபாட்டு தெய்வம்
কুৰিয়া,கியூரியா
কুৰিয়া,கியூரியா
জাৰবাদ,ஜாரிசம்
অন্ধকাৰ মহাদেশ,இருண்ட கண்டம்
বিচাৰৰ দিন,தீர்ப்பு நாள்
বিচাৰৰ দিন,தீர்ப்பு நாள்
ডিন,டீன்
দশক,தசாப்தம்
ডেনাৰিয়াছ,டெனாரியஸ்
পদচ্যুত ৰজা,பதவி நீக்கம் செய்யப்பட்ட மன்னர்
লুটপাত কৰা,கெடுக்கும்
লুণ্ঠন,கெடுதல்
ডিথ্ৰন,அரியணை
ডায়েডেম,டயடம்
ডায়েডেম,டயடம்
ডায়েডেম,டயடம்
ডায়েচিয়া,தியாசியா
ডিকাষ্টেৰিয়াম,டிகாஸ்டீரியம்
ডিলুভিয়ালিষ্ট,டிலுவியலிஸ்ட்
ডাইচ,மறைமாவட்டம்
ডাইচ,மறைமாவட்டம்
ডাইৰেক্টৰ (=নিৰ্দেশনা),டைரக்டயர் (=டைரக்டரி)
ডাইৰেক্টৰ (=নিৰ্দেশনা),டைரக்டயர் (=டைரக்டரி)
দিৰহাম,திர்ஹம்
অবিশ্বাসী,விசுவாசமற்ற
অবিশ্বাসী,விசுவாசமற்ற
লেপছৰ মতবাদ,தோல்வியின் கோட்பாடு
নথিপত্ৰ,ஆவணம்
নথিপত্ৰৰ প্ৰমাণ,ஆவண ஆதாரம்
ডমছডে বুক,டோம்ஸ்டே புத்தகம்
কনষ্টেণ্টাইনৰ দান,கான்ஸ்டன்டைன் நன்கொடை
ডুম,பேரழிவு
বিধৱা ৰাণী,வரதட்சணை ராணி
ড্ৰেগুন,டிராகன்
ড্ৰ&#39;মেডাৰিয়ান,டிரோமேடியன்
ড্ৰমেডাৰী,டிரோமெடரி
ড্ৰমণ্ড,ட்ரோமண்ட்
দ্বৈত,இரட்டை
দ্বৈত মিত্ৰতা,இரட்டைக் கூட்டணி
ডুৱেল এণ্টেণ্ট,இரட்டை எண்ணம்
দ্বৈত ব্যৱস্থা (=দ্বিতীয় চৰকাৰ),இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்)
ড্যুক,டியூக்
ডুমা,டுமா
বামন অৱতাৰ,வாமன அவதாரம்
বংশ,ஆள்குடி
বংশ,ஆள்குடி
ঈগল,கழுகு
এলডাৰ মানুহ,கிழவன்
আৰ্ল,ஏர்ல்
আৰ্লডম,ஏர்ல்டம்
আদিম গুপ্তাসকল,ஆரம்பகால குப்தர்கள்
প্ৰাথমিক (ঐতিহাসিক) স্থান,ஆரம்பகால (வரலாற்று) தளங்கள்
প্ৰাথমিক বৈদিক যুগ,ஆரம்ப வேத காலம்
ইক্লেছিয়া,பிரசங்கம்
পুনৰুদ্ধাৰৰ আদেশ,மறுசீரமைப்பு ஆணை
আঠ ভাঁজ পথ,எட்டு மடங்கு பாதை
বয়োজ্যেষ্ঠসকল,பெரியவர்கள்
জ্যেষ্ঠ ৰাষ্ট্ৰনেতা (=genro),மூத்த அரசியல்வாதி (=ஜென்ரோ)
হাতী গোড,யானைக்கால்
এঘাৰ বছৰৰ অত্যাচাৰ,பதினோரு வருட கொடுங்கோன்மை
এলিছাই (=এলিচি),எலிசே (=எலிசே)
ঘেৰাও আন্দোলন,அடைப்பு இயக்கம்
এনচাইক্লিকেল,கலைக்களஞ்சியம்
বিশ্বকোষবাদী আন্দোলন,கலைக்களஞ்சிய இயக்கம்
এন্টেন্টে,என்டென்டே
এন্টেন্টে কৰ্ডিয়েল,என்டென்ட் கார்டியல்
এনথ্ৰন,சிம்மாசனம்
এনট্যুৰেজ,பரிவாரங்கள்
ইফোদ,எபோத்
এফোৰ,எபோர்
মহাকাব্যিক যুগ,காவிய யுகம்
মহাকাব্যিক নায়ক,காவிய நாயகன்
এপিগ্ৰাফ,கல்வெட்டு
এপিস্কোপেচি,எபிஸ்கோப்பசி
এপিস্কোপেট,பேராயர்
খণ্ড,அத்தியாயம்
যুগ,சகாப்தம்
যুগ সৃষ্টিকাৰী অনুষ্ঠান,சகாப்தத்தை உருவாக்கும் நிகழ்வு
