Bengali,English
অ্যাডেনোসিন ডায়ামিনেজ,Adenosine deaminase
অ্যাডেনোসিন মনোফসফেট,Adenosine monophosphate
অ্যাডেনোসিন ট্রাইফোসফেট (এটিপি),Adenosine triphosphate (ATP)
অ্যাডিনলেট সাইক্লাস,Adenylate cyclase
আঠালো শক্তি,Adhesive force
Adipate,Adipate
অ্যাডিপোকাইট (ফ্যাট সেল),Adipocyte (fat cell)
মেদ কলা,Adipose tissue
অ্যাডনেট,Adnate
সংলগ্ন সম্প্রদায়,Adjoining community
অ্যাড্রিনাল,Adrenal
অ্যাড্রিনাল গ্রন্থি,Adrenal gland
অ্যাড্রেনোকোর্টিকোট্রপিক হরমোন (এসিটিএইচ),Adrenocorticotropic hormone (ACTH)
অ্যাড্রেনোকোর্টিকোট্রপিক রিলিজিং হরমোন (ACTRH),Adrenocorticotropic releasing hormone (ACTRH)
Adsorbent,Adsorbent
শোষণ,Adsorption
উন্নত কর্ডেট,Advanced chordate
সুবিধাজনক মিউটেশন,Advantageous mutation
অ্যাডভেন্টিয়াল,Adventitial
অ্যাডভেনটিয়াস রুট,Adventitious root
বিরূপ প্রভাব,Adverse effect
এডেস,Aedes
সংস্কৃতি বায়ুচালনা,Aeration of culture
এরিচাইমা,Aerenchyma
এরিয়াল,Aerial
বায়বীয় মূল,Aerial root
এরিয়াল শ্যুট,Aerial shoot
বায়ুজীবী শ্বসন,Aerobic respiration
বায়ুজীবী শ্বসন,Aerobic respiration
নান্দনিকতা,Aesthetics
এ্যাস্টিভেশন,Aestivation
এ্যাস্টিভেশন,Aestivation
Afferent,Afferent
অ্যাফিনিটি ক্রোমাটোগ্রাফি,Affinity chromatography
ক্ষতিগ্রস্থ অঙ্গ,Afflicted organ
Afforastation,Afforestation
আগামোস্পার্মি,Agamospermy
আগর,Agar
আগারোজ,Agarose
আগারোজ জেল এ্যালেট্রোফোরেসিস,Agarose gel eletrophoresis
আগারোজ পলিমার জেল,Agarose polymer gel
আগস্ট,Agast
আগাভা,Agave
বয়স বিতরণ,Age distribution
বয়স পিরামিড,Age pyramid
আগ্রাসন,Agglutination
সমষ্টি,Aggregate
ফলিকেলের সমষ্টি,Aggregate of follicle
ফলিকেলের সমষ্টি,Aggregate of follicle
সমষ্টি,Aggregation
আগ্রাসন,Aggressiveness
আন্দোলনকারী সিস্টেম,Agitator system
অগ্নিথা,Agnatha
আগৌটি,Agouti
অ্যাগ্রানাল ক্লোরোপ্লাস্ট,Agranal chloroplast
অ্যাগ্রানুলার,Agranular
অ্যাগ্রানুলোকাইট,Agranulocyte
কৃষি,Agriculture
কৃষি,Agroforestry
অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা,Agrobacterium mediated
অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস,Agrobacterium tumefaciens
এগ্রোকেমিক্যাল,Agrochemical
এগ্রোকেমিক্যাল,Agrochemical
অ্যাগ্রোক্লিম্যাটিক জোন,Agroclimatic zone
কৃষি বৈশিষ্ট্য,Agronomic trait
কৃষি,Agronomy
এইডস,AIDS
বায়ুকোষ,Air bladder
এয়ার কন্ডিশনার,Air conditioner
বাতাস চলাচলের স্থান বা গলি,Air passage
বায়ু দূষণ,Air pollution
এয়ার স্যাক,Air sac
এয়ার ভ্যাকুওল,Air vacuole
বায়ু শ্বাস প্রশ্বাস,Air-breathing
আলাইন,Alain
অ্যালারি পেশী,Alary muscle
আলাস্কান ব্রাউন বিয়ার,Alaskan brown bear
আলবিনো,Albino
আলবুগো,Albugo
অ্যালবামিন,Albumin
অ্যালবামিনাস বীজ,Albuminous seed
অ্যালবামিনুরিয়া,Albuminuria
অ্যালবার্নাম,Alburnum
আলসিডে,Alcedae
আলডিহেড,Aldehyede
অ্যালডোস্টেরন সিস্টেম,Aldosterone system
অ্যালডোস্টেরন,Aldosterone
আলেউরোন স্তর,Aleurone layer
আলেউরোপ্লাস্ট,Aleuroplast
আলফালফা,Alfalfa
অ্যালগাল ব্লুম,Algal bloom
অ্যালগিন,Algin
এলিয়েন ডিএনএ,Alien DNA
এলিয়েন প্রজাতি,Alien species
প্রান্তিককরণ,Alignment
প্রান্তিককরণ,Alignment
খাদ্যনালী,Alimentary canal
অ্যালিমেন্টারি সিস্টেম,Alimentary system
আলিসম্যাসেস,Alismaceace
ক্ষারীয়,Alkaloid
ক্ষারীয়,Alkaline
অ্যালকাপ্টোনুরিয়া,Alkaptonuria
অ্যালান্টোইস,Allantois
অ্যালিল ফ্রিকোয়েন্সি,Allele frequency
অ্যালিল,Allele
Allelomorphic জুটি,Allelomorphic pair
অ্যালার্জেন,Allergen
অলিগেটর,Alligator
অ্যালিয়াম সিইপিএ,Allium cepa
অ্যালোগ্যামি,Allogamy
অলোগ্রাফ্ট,Allograft
অ্যালোপ্যাট্রিক স্পেসিফিকেশন,Allopatric speciation
অ্যালোপলিপ্লয়েড,Allopolyploid
অ্যালোস্টেরিক প্রভাব,Allosteric effect
অ্যালোস্টেরিক এনজাইম,Allosteric enzyme
অ্যালোস্টেরিক ইনহিবিটার,Allosteric inhibitor
অ্যালোস্টেরিক মড্যুলেশন,Allosteric modulation
অ্যালোস্টেরিক সাইট,Allosteric site
অ্যালোস্টেরিক বাধা,Allosteric inhibition
Allotetraploid,Allotetraploid
অ্যালাস,Alnus
অ্যালো,Aloe
অ্যাক্সন বরাবর,Along the axon
আলফা-অ্যান্টিট্রিপসিন,Alpha-antitrypsin
আলফা-ল্যাকটালবুমিন,Alpha-lactalbumin
আলপাইন জলবায়ু অবস্থা,Alpine climate condition
আল্পাইন মেডো,Alpine meadow
আলপাইন জোন,Alpine zone
অ্যালস্টোনিয়া,Alstonia
বিকল্প,Alternaria
বিকল্প,Alternate
প্রজন্মের বিকল্প,Alternation of generation
উচ্চতায় অসুস্থতা,Altitude sickness
উচ্চতা,Altitude
অ্যালভোলার নালী,Alveolar duct
অ্যালাইটেস,Alytes
আলঝেইমার রোগ,Alzheimer's disease
আমাক্রাইন সেল,Amacrine cell
অমরান্থেসি,Amaranthaceae
অমরান্থাস,Amaranthus
পরিবেষ্টিত ওসমোটিক ঘনত্ব,Ambient osmotic concentration
অ্যাম্বিস্টোমা,Ambystoma
অ্যামাইড,Amide
অ্যামিনো অ্যাসিড,Amino acid
অ্যামিনো অ্যাসিড গ্রহণকারী,Amino acid acceptor
অ্যামিনোসিল টি আরএনএ সিনথেটিজ,Aminoacyl t RNA synthetase
অ্যামিনোসিলেশন,Aminoacylation
অ্যামিটোসিস,Amitosis
অ্যামোনিয়া,Ammonia
অ্যামোনিফিকেশন,Ammonification
অ্যামোনোটেলিজম,Ammonotelism
অ্যামনিওসেন্টেসিস,Amniocentesis
অ্যামনিওসেন্টেসিস কৌশল,Amniocentesis technique
অ্যামনিওসাইট,Amniocyte
অ্যামনিয়ন,Amnion
অ্যামনিয়োটিক তরল,Amniotic fluid
অ্যামনিয়োটিক ঝিল্লি,Amniotic membrane
Amniotic কোষ,Amniotic sac
অ্যামিবা,Amoeba
অ্যামিবোসাইট,Amoebocyte
অ্যামোবয়েড,Amoeboid
অ্যামোবয়েড লিম্ফোসাইট,Amoeboid lymphocyte
অ্যামোবয়েড আন্দোলন,Amoeboid movement
নিরাকার,Amorphous
পরিমাণ,Amount
অ্যাম্ফিটামিন,Amphetamine
উভচর,Amphibia
উভচর,Amphibian
উভচর,Amphibian
অ্যাম্ফিওক্সাস,Amphioxus
অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস,Amphioxus lanceolatus
অ্যাম্পিপ্যাথিক,Amphipathic
অ্যাম্পিপ্যাথিক লিপিড,Amphipathic lipid
অ্যাম্ফিসারকা,Amphisarca
অ্যাম্পিসিলিন,Ampicillin
আম্পুল্লা,Ampulla
অ্যাম্পুলারি গ্রন্থি,Ampullary gland
অ্যামিগডাল,Amygdal
অ্যামিগডেল,Amygdale
অ্যামিগডালিন,Amygdalin
অ্যামাইলেস,Amylase
অ্যামাইলোপ্লাস্ট,Amyloplast
আনাবেনা,Anabaena
আনাবাস,Anabas
অ্যানাবোলিক পথ,Anabolic pathways
অ্যানাবোলিজম,Anabolism
Anacardiaceae,Anacardiaceae
রক্তাল্পতা,Anaemia
অ্যানেরোব,Anaerobe
অ্যানেরোবিক জ্বালানী,Anaerobic fuel
অ্যানেরোবিক শ্বাস প্রশ্বাস,Anaerobic respiration
অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর,Anaerobic sludge digester
অ্যানেরোবিক,Anaerobic
আনাইমা,Anaima
মলদ্বার,Anal
মলদ্বার,Anal
মলদ্বার অ্যাপারচার,Anal aperture
মলদ্বার সেরসি,Anal cerci
মলদ্বার লুপ,Anal loop
মলদ্বার শৈলী,Anal style
সাদৃশ্য,Analogous
সাদৃশ্য,Analogous
উপমা,Analogy
উপমা,Analogy
বিশ্লেষণ,Analysis
অ্যানাফেজ,Anaphase
শারীরবৃত্তীয় বাধা,Anatomic barrier
শারীরবৃত্তীয় দিক,Anatomical aspect
অ্যানাটোমিস্ট,Anatomist
অ্যানাটমি,Anatomy
পূর্বপুরুষ বংশোদ্ভূত ক্রম,Ancestor descendant sequence
পৈতৃক বংশ,Ancestral lineage
পৈতৃক ক্রম,Ancestral sequence
অ্যান্সিলোস্টোমা,Ancylostoma
অ্যান্ড্রোসিয়াম,Androecium
অ্যান্ড্রোজেন,Androgen
রক্তাল্পতা,Anemia
অ্যানিমোন,Anemone
অ্যানিউপ্লয়েড,Aneuploid
Aneuploidy,Aneuploidy
এনজিনা,Angina
অ্যাঞ্জিওগ্রাম,Angiogram
অ্যাঞ্জিওগ্রাফ,Angiograph
অ্যাঞ্জিওগ্রাফি,Angiography
অ্যাঞ্জিওপ্লাস্টি,Angioplasty
সপুষ্পক,Angiosperm
অ্যাঞ্জিওটেনসিন,Angiotensin
অ্যাঞ্জিওটেনসিনোজেন,Angiotensinogen
অ্যাংলার ফিশ,Angler fish
অ্যাঙ্গুইনা,Anguina
অ্যাঙ্গুইস,Anguis
প্রাণী,Animal
প্রাণী,Animal
প্রাণী গোবর,Animal dung
পশুপালন,Animal husbandry
প্রাণী ক্যারিওটাইপিং,Animal karyotyping
প্রাণী কিংডম,Animal kingdom
প্রাণী টিস্যু,Animal tissue
অ্যানিমালিয়া,Animalia
অ্যানিয়ন,Anion
অ্যানিসোট্রপিক ব্যান্ড,Anisotropic band
অ্যানিলিং,Annealing
অ্যানেলিড,Annelid
অ্যানেলিডা,Annelida
বার্ষিক রিং,Annual ring
কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়,Annulated
অ্যানুল,Annule
অসাধারণ প্রকার,Anomalous type
অ্যানোফিলস,Anopheles
পিঁপড়া ইটার,Ant eater
বিরোধী,Antagonistic
অ্যান্টার্কটিক,Antarctic
অ্যান্টেনা,Antenna
অ্যান্টেনা কমপ্লেক্স,Antenna complex
অ্যান্টেনাল গ্রন্থি,Antennal gland
পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং,Anterior (ventral) gray horn
পূর্ববর্তী হাইপোফাইসিস,Anterior hypophysis
পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস,Anterior interventricular sulcus
অ্যান্থার,Anther
অ্যান্থার সংস্কৃতি,Anther culture
অ্যানথেরিডিয়াম,Antheridium
অ্যানথেরোজয়েড,Antherozoid
অ্যান্থোসেরোস,Anthoceros
অ্যান্থোসারোটোপিডিডা,Anthocerotopsida
অ্যানথ্রাক্স,Anthrax
অ্যানথ্রোপোজেনিক বিলুপ্তি,Anthropogenic extinction
নৃবিজ্ঞান,Anthropology
অ্যান্টিব্যাকটেরিয়াল,Antibacterial
অ্যান্টিবায়োটিক পেনিসিলিন,Antibiotic penicillin
অ্যান্টিবায়োটিক প্রতিরোধী,Antibiotic resistant
অ্যান্টিবায়োটিক (গুলি),Antibiotic(s)
অ্যান্টিবডি,Antibody
অ্যান্টিবডি দম্পতি,Antibody couple
অ্যান্টিবডি মধ্যস্থতা অনাক্রম্যতা,Antibody mediated immunity
অ্যান্টিকোয়ুল্যান্ট,Anticoagulant
অ্যান্টিকোডন লুপ,Anticodon loop
এন্টিডিপ্রেসেন্ট,Antidepressant
অ্যান্টিডিউরেটিক হরমোন (এডিএইচ),Antidiuretic hormone (ADH)
অ্যান্টিজেন জিন,Antigen gene
অ্যান্টিজেন-অ্যান্টিবডি কমপ্লেক্স,Antigen-antibody complex
অ্যান্টিজেনিক নির্ধারক,Antigenic determinant
অ্যান্টিনিউট্রিশনাল ফ্যাক্টর,Antinutritional factor
অ্যান্টিঅক্সিড্যান্ট,Antioxidant
অ্যান্টিপোডাল নিউক্লিয়াস,Antipodal nucleus
অ্যান্টি-সেন্স আরএনএ,Anti-sense RNA
অ্যান্টিভাইরাল প্রোটিন,Antiviral protein
অ্যান্ট্রাম,Antrum
Nucleate,Anucleate
মলদ্বার,Anus
উদ্বেগ ব্যাধি,Anxiety disorder
মহাধমনীর খিলান,Aortic arch
অর্টিক গ্যাংলিওন,Aortic ganglion
অর্টিক সেমিলুনার ভালভ,Aortic semilunar valve
মহাধমনীর ভালভ,Aortic valve
এপিসি (অ্যানাফেজ প্রচার জটিল),APC (anaphase promoting complex)
অ্যাপেলাইক পূর্বপুরুষ,Apelike ancestor
এফিড,Aphid
এফ্রোডাইট,Aphrodite
অ্যাপিকাল আধিপত্য,Apical dominance
অ্যাপিকাল প্যাড,Apical pad
অ্যাপিক্যালচার,Apiculture
এপিস ইন্ডিকা,Apis indica
Aplanopore,Aplanospore
অ্যাপলিসিয়া,Aplysia
অ্যাপোকার্পে,Apocarpae
অ্যাপোকার্পাস,Apocarpous
অ্যাপোকার্পাস ডিম্বাশয়,Apocarpous ovary
অ্যাপোক্রাইন গ্রন্থি,Apocrine gland
অ্যাপোয়েনজাইম,Apoenzyme
অ্যাপোমিক্ট,Apomict
অ্যাপোমিক্সিস,Apomixis
অ্যাপোপ্লাজম,Apoplasm
অ্যাপোপ্লাস্টিক পথ,Apoplastic pathway
অ্যাপোপটোসিস,Apoptosis
যন্ত্রপাতি,Apparatus
খিল কঙ্কাল,Appendicular skeleton
কেকুমের পরিশিষ্ট,Appendix of the caecum
অ্যাপল শামুক,Apple snail
জলজ চাষ,Aquaculture
অ্যাকোয়াপুরিন,Aquaporin
জলজ উভচর,Aquatic amphibian
জলজ ফর্ম,Aquatic form
জলজ আবাস,Aquatic habitat
জলজ জীব,Aquatic organism
জলজ উদ্ভিদ,Aquatic plant
জলজ শ্বাস প্রশ্বাস,Aquatic respiration
জলীয় তরল,Aqueous fluid
জলীয় হুমুর,Aqueous humur
জলীয় আন্তঃকোষীয় তরল,Aqueous intra-cellular fluid
জলীয় নমুনা,Aqueous sample
জলীয় দ্রবণ,Aqueous solution
অ্যাকিলা,Aquila
আরবিডোপসিস,Arabidopsis
আরাচনিদা,Arachnida
আরাকনয়েড,Arachnoid
আরেনিয়াস,Araneus
আরবোরসেন্ট,Arborescent
আরবোরসেন্ট লাইকোপড,Arborescent lycopod
প্রত্নতাত্ত্বিক,Archaebacteria
আর্কেগনিয়াম,Archegonium
দ্বীপপুঞ্জ,Archipelago
আর্কটিক,Arctic
সুমেরু ত্রয়ী,Arctic tern
আর্কটিক তুন্দ্রা,Arctic tundra
আর্ডিয়া,Ardea
Areolar টিস্যু,Areolar tissue
আর্গমোন (প্রিকলি পোস্ত),Argemone (prickly poppy)
আর্গমোন মেক্সিকান,Argemone mexicana
আর্গিনাইন,Arginine
শুকনো অঞ্চল,Arid region
অ্যারিস্টোলোচিয়া,Aristolochiaceae
বাহু খাওয়ানো,Arm feeding
আর্মিওয়ার্ম,Armyworm
অ্যারয়েড,Aroid
সুগন্ধ,Aroma
অ্যারেস্টার,Arrester
আর্টেমিসিয়া,Artemisia
ধমনী সিস্টোলিক,Arterial systolic
আর্টেরিওস্লেরোটিক,Arteriosclerotic
আর্থ্রোপড,Arthropod
বাত,Arthritis
আর্থ্রোপোডা,Arthropoda
আর্টিকুলার কারটিলেজ,Articular cartilage
স্পষ্ট,Articulate
স্পষ্ট,Articulated
কৃত্রিম পেসমেকার,Artificial pacemaker
কৃত্রিম নির্বাচন,Artificial selection
আর্টোকার্পাস হেটেরোফিলাস,Artocarpus heterophyllus
অ্যাসবেস্টস ফাইবার,Asbestos fibre
অ্যাসবেস্টোসিস,Asbestosis
এসকারিস,Ascaris
আরোহী ক্রোমাটোগ্রাফি,Ascending chromatography
অ্যাসিডিয়া,Ascidia
এসিডিয়ান,Ascidian
অ্যাসোকার্প,Ascocarp
অ্যাসকোমাইসেটস,Ascomycetes
অ্যাসকরবিক অ্যাসিড,Ascorbic acid
অ্যাসোস্পোর,Ascospore
এস্কাস,Ascus
Aspetate,Aseptate
অস্ত্রোপচার,Asexual reproduction
অ্যাসেক্সুয়াল স্পোর,Asexual spore
অ্যাস্পারাগাইন সিনথেটিজ,Asparagine synthetase
অ্যাস্পারাগাস,Asparagus
অ্যাস্পার্টিক অ্যাসিড,Aspartic acid
এস্পারগিলাস নাইজার,Aspergillus niger
এস্পারগিলাস,Aspergillus
অ্যাসফোডেলাস টেনুইফোলিয়াস,Asphodelus tenuifolius
অ্যাসপিরিন,Aspirin
অ্যাস,Assay
সমাবেশ,Assemblage
সংমিশ্রণ দক্ষতা,Assimilation efficiency
একীভূত মূল,Assimilatory root
সহায়তা প্রজনন কৌশল,Assisted reproductive technique
সমিতি অঞ্চল,Association area
সহযোগী সিম্বিওসিস,Associative symbiosis
ভাণ্ডার এবং পুনঃসংযোগ,Assortment and recombination
ফ্যাক্টরের ভাণ্ডার,Assortment of factor
অ্যাস্টাকাস,Astacus
অস্টেরেসি,Asteraceae
গ্রহাণু,Asterales
গ্রহাণু,Asteroid
হাঁপানি,Asthma
অ্যাস্ট্রাগালাস গুমিফার,Astragalus gummifer
অ্যাস্ট্রাল স্পিন্ডল মেরু,Astral spindle pole
জ্যোতির্বিজ্ঞানী,Astronomer
অসম্পূর্ণ ক্যারিওটাইপ,Asymmetric karyotype
অসম্পূর্ণ,Asymmetrical
এথেরোমাটাস,Atheromatous
এথেরোস্ক্লেরোসিস,Atherosclerosis
এথেরোস্ক্লেরোটিক ফলক,Atherosclerotic plaque
অ্যাটলাস,Atlas
অ্যাটলাস ভার্টিব্রা,Atlas vertebra
বায়ুমণ্ডল,Atmosphere
বায়ুমণ্ডলীয়,Atmospheric
বায়ুমণ্ডলীয় ইনপুট,Atmospheric inputs
পারমাণবিক শক্তি মাইক্রোস্কোপ,Atomic force microscope
পরমাণু,Atom
এটিপি এএসই,ATP ase
অ্যাট্রিয়াল সংকোচনের,Atrial contraction
অ্যাট্রিয়াল ফাইব্রিলেশন,Atrial fibrillation
অ্যাট্রিয়াল ন্যাট্রিওরেটিক ফ্যাক্টর (এএনএফ),Atrial natriuretic factor (ANF)
অ্যাট্রিয়াল নোড,Atrial node
অ্যাট্রিয়াল সিস্টোল,Atrial systole
Atrioventricular নোড,Atrioventricular node
Atrioventricular ভালভ,Atrioventricular valve
অ্যাট্রিয়াম (পিয়েরিয়া),Atrium (peatria)
অ্যাট্রিয়াম (পিয়েরিয়া),Atrium (peatria)
অ্যাট্রোপা বেলাদোনা,Atropa belladonna
অ্যাট্রোফি,Atrophy
অ্যাট্রোপাইন ক্ষারক,Atropine alkaloid
সংযুক্তি প্লেট,Attachment plate
শ্রুতি কর্টেক্স,Auditory cortex
আউলোসিরা,Aulosira
অরিকল (অরিকুলা),Auricle (auricula)
অরিকল (অরিকুলা),Auricle (auricula)
অরিকল (অরিকুলা),Auricle (auricula)
অরিকল (অরিকুলা),Auricle (auricula)
অস্ট্রেলোপিথসাইনস,Australopithecines
অটেকোলজি,Autecology
স্বয়ংক্রিয় ডিএনএ সিকোয়েন্সার,Automated DNA sequencer
অটোপলিপ্লয়েড,Autopolyploid
অটোয়ানালাইজার,Autoanalyser
অটোগামি,Autogamy
অটোগামি,Autogamy
অটোগ্রাফ্ট,Autograft
Autoimmune রোগ,Autoimmune disease
অটোমোবাইল নিষ্কাশন,Automobile exhaust
স্বায়ত্তশাসিত (অনৈচ্ছিক) স্নায়ুতন্ত্র,Autonomic (involuntary) nervous system
অটোফাজিক লাইসোসোম,Autophagic lysosome
অটোপ্লয়েড,Autoploid
অটোপোডিয়াম,Autopodium
অটোপলিপ্লয়েড,Autopolyploid
অটোসোমাল ক্রোমোরোম,Autosomal chromorome
অটোসোমাল জিন,Autosomal gene
অটোসোম,Autosome
অটোটেট্র্যাপ্লয়েড,Autotetraploid
অটোটমি,Autotomy
অটোট্রিপলয়েড বিভিন্ন,Autotriploid variety
অটোট্রফ,Autotroph
শরত্কাল কাঠ,Autumn wood
অক্সানোগ্রাফ,Auxanograph
অক্সানোমিটার,Auxanometer
অক্সেটিক বৃদ্ধি,Auxetic growth
অক্সিন,Auxin
অক্সোট্রফ,Auxotroph
একটি ভি বান্ডিল,A V bundle
Aves,Aves
অ্যাভিসেনিয়া,Avicennia
আওন,Awn
অক্ষীয় কঙ্কাল,Axial skeleton
অক্ষ,Axile
অ্যাক্সিলারি কুঁড়ি,Axillary bud
অ্যাক্সিলারি,Axillary
অক্ষ ভার্টেব্রা,Axis vertebra
অ্যাক্সন,Axon
অ্যাকোনাল মেমব্রেন,Axonal membrane
অ্যাকোনালি,Axonally
অ্যাকোনেমে,Axoneme
অ্যাজোস্পিরিলাম,Azospirillum
অ্যাজোটোব্যাক্টর,Azotobacter
অ্যাজাইগাস শিরা,Azygous vein
Bacillus anthracis,Bacillus anthracis
ব্যাসিলাস থুরিংয়েনসিস (বিটি),Bacillus thuringiensis (Bt)
ব্যাসিলাস,Bacillus
ব্যাকটিরিয়া,Bacteria
ব্যাকটিরিয়া,Bacterial
ব্যাকটিরিয়া কৃত্রিম ক্রোমোজোম (বিএসি),Bacterial artificial chromosome (BAC)
ব্যাকটিরিয়া প্যাথোজেন,Bacterial pathogen
ব্যাকটিরিয়া প্লাজমা ঝিল্লি,Bacterial plasma membrane
ব্যাকটিরিয়া স্ট্রেন,Bacterial strain
ব্যাকটিরিওলজিকাল,Bacteriological
ব্যাকটিরিওলজিকাল নামকরণ,Bacteriological nomenclature
ব্যাকটিরিওফেজ,Bacteriophage
ব্যাকটিরিয়াম,Bacterium
ব্যাকুলোভাইরাস,Baculovirus
ব্যাগিং,Bagging
বালেনোপেটেরা,Balaenoptera
ভারসাম্যপূর্ণ পলিমারফিজম,Balanced polymorphism
ভারসাম্য নির্বাচন,Balancing selection
বালানোগ্লোসাস,Balanoglossus
বালানাস,Balanus
বালাস্তা,Balausta
কোটরসন্ধি,Ball and socket joint
বেলুন ক্যাথরাইজেশন,Balloon catherization
বাম এইচ আই,Bam H I
বাঁশের অঙ্কুর,Bamboo-shoot
ব্যান্ডেড অ্যান্টিটার,Banded anteater
ব্যান্ডিং কৌশল,Banding technique
বার্বিটুরেট,Barbiturate
বেয়ার রক,Bare rock
বাধা,Barrier
বাকল,Bark
বার্নাকল,Barnacle
মূলগত শরীরের,Basal body
বেসাল কভার,Basal cover
বেসাল গ্যাংলিওন,Basal ganglion
বেসাল প্যাড,Basal pad
বেস,Base
বেস জোড়া,Base pair
বেসমেন্ট ঝিল্লি,Basement membrane
বেসিডিওকার্প,Basidiocarp
বেসিডিওমিসেটস,Basidiomycetes
বেসিডিওস্পোর,Basidiospore
বেসিডিয়াম,Basidium
বেসিফিক্সড,Basifixed
বেসিলার ঝিল্লি,Basilar membrane
বেসিপেটাল ইন্টারনোড অর্ডার,Basipetal internode order
বেসোফিল,Basophil
বেসোফিলিক,Basophilic
বেটসিয়ান মিমিক্রি,Batesian mimicry
বাথ স্পঞ্জ,Bath sponge
