Assamese,Tamil
পিছফালৰ ফিলেট,பின் ஃபில்லட்
বেক ফ্লেপ হিঞ্জ,பின் மடல் கீல்
বেক ফ্ল&#39; সংযোগ,பின் ஓட்ட இணைப்பு
বেক ফ্ল’ প্ৰিভেণ্টাৰ,பின் ஓட்டம் தடுப்பான்
বেক গেজ,பின் அளவுகோல்
পিছফালৰ নালা,பின்புற சாக்கடை
পিছফালৰ অগ্নিকুণ্ড,பின் அடுப்பு
বেকিং,ஆதரவு
বেকিং বৰ্ড,பேக்கிங் போர்டு
পিঠিৰ চাপ,பின் அழுத்தம்
বেক প্ৰপ,பின் முட்டு
পিছফালৰ দৃষ্টি,பின் பார்வை
পিছফালৰ পানী,பின் நீர்
বেফেল,குழப்பம்
বেগৱৰ্ক,பை வேலை
বেলেষ্ট,பேலாஸ்ட்
বল মাটি,பந்து களிமண்
বল কন ক্লেম্প,பந்து கூம்பு கவ்வி
কাঁইটীয়া তাঁৰ,முள்வேலி
বাৰ কুকুৰ,பார் நாய்
বাৰ্জ বৰ্ড,விசைப்படகு பலகை
বেৰিয়াম ছালফেট পৰীক্ষা,பேரியம் சல்பேட் சோதனை
বেৰেজ,சரமாரி
বেৰেট,பாரெட்
ভেঁটি,அடித்தளம்
ভিত্তি বিনিময়,அடிப்படை பரிமாற்றம்
ভিত্তি লাইন,அடிப்படை வரி
বেছমেণ্ট,அடித்தளம்
বেছমেণ্টৰ দেৱাল,அடித்தள சுவர்
বেচ প্লেট,அடித்தட்டு
"বেচ প্লেট, নিয়ন্ত্ৰণযোগ্য","அடிப்படை தட்டு, சரிசெய்யக்கூடியது"
ভিত্তি পৰিপূৰকতা,அடிப்படை செறிவு
বেছ’ইড,பாசாய்டு
বেট,வௌவால்
বাথ আৰু ডব্লিউ চি,பாத் மற்றும் WC
বেটাৰ পেগ,இடி ஆப்பு
বেটাৰ ঘাট,பேட்டர் பையர்
বেটাৰৰ নিয়ম,பேட்டர் விதி
Baulk (বালক),பால்க் (பால்க்)
উপসাগৰ,விரிகுடா
বাহক,தாங்குபவர்
বহন ক্ষমতা,தாங்கும் திறன்
বেয়াৰিং পাইল,தாங்கும் பைல்
বহন স্তৰ,தாங்கி அடுக்கு
বিছনা,படுக்கை
বিচনাৰ বিমান,படுக்கை விமானம்
বিচনাৰ সংযোগ,படுக்கை கூட்டு
বিচনাৰ শিল,படுக்கை பாறை
শোৱনি কোঠা,படுக்கை அறை
মৌমাখিৰ মোম,தேன் மெழுகு
বেল বাকচ,மணி பெட்டி
বেলিং বাল্টি,பெல்லிங் வாளி
বেলোফ্ৰেম,பெல்லோஃப்ராம்
বেঞ্চযুক্ত ভেটি,பெஞ்ச் அடித்தளம்
বেঞ্চিং কৰা,பெஞ்சிங்
বেঞ্চ মাৰ্ক,பெஞ்ச் மார்க்
লাভৰ খৰচ বিশ্লেষণ,நன்மை செலவு பகுப்பாய்வு
বাৰ্ম,பெர்ம்
বেভেলড বন্ধ,வளைந்த மூடல்
"খ-দিগন্ত,&quot;খ-","பி-ஹரைசன்,&quot;பி-"
বিয়াত,பயாட்
বাইণ্ডাৰ,பைண்டர்
বান্ধি ৰখা সামগ্ৰী,பிணைப்பு பொருள்
বায়টৰ তত্ত্ব,பயோட்டின் கோட்பாடு
বিটুমিন,பிடுமின்
ক’লা কপাহী মাটি,கருப்பு பருத்தி மண்
ক&#39;লা পৃথিৱী,கருப்பு பூமி
ক’লা টাৰ্ফ মাটি,கருப்பு தரை மண்
ব্লেড,கத்தி
ব্লাষ্ট ফাৰ্নেচ স্লেগ চিমেণ্ট,ஊது உலை கசடு சிமெண்ட்
ব্লকযুক্ত গঠন,தடுப்பு அமைப்பு
বগী প্ৰতিৰোধ,போகி எதிர்ப்பு
বোগ-লোহাৰ অক্সাইড,போக்-இரும்பு தாது
বান্ধোন,பத்திரம்
বণ্ডেড সদস্য,பிணைக்கப்பட்ட உறுப்பினர்
বণ্ডেড পোষ্ট টেনচিং,பிணைக்கப்பட்ட பிந்தைய பதற்றம்
বণ্ড ষ্টোন,பத்திர கல்
বান্ধি থোৱা পানী,கட்டுப்பட்ட நீர்
বক্স নালা,பெட்டி சாக்கடை
ব্ৰেচ,பிரேஸ்
ইটা-অন-এজ,விளிம்பில் செங்கல்
লজ্জাজনক,கடிவாளம்
উজ্জ্বলতা,பிரகாசம்
বাদামী মাটি,பழுப்பு மண்
ভৱন,கட்டிடம்
বিল্ডিং জৰীপকাৰী,கட்டிட சர்வேயர்
বাফাৰ,தாங்கல்
বাফাৰ বক্ৰ,தாங்கல் வளைவு
বাফাৰিং,தாங்கல்
বাফাৰিং ক্ষমতা,தாங்கல் திறன்
বাণ্ডাৰ,பண்டர்
বাট্ৰেছ,பட்டர்ஸ்
গ-দিগন্ত,சி-அடிவானம்
কেবল,கேபிள்
কেবল মল্ডিং,கேபிள் மோல்டிங்
কেবলিং,கேபிளிங்
কেবিন,அறை
কেবিন হুক,கேபின் ஹூக்
কেবিনেট,மந்திரி சபை
কেবল্টৰ চাকৰি এৰিছে,கபோல்ட் வெளியேறினார்
কেফেটেৰিয়া,சிற்றுண்டியகம்
সঁজা,கூண்டு
পিঞ্জৰা নিৰ্মাণ,கூண்டு கட்டுமானம்
কয়িনৰ সূত্ৰ,கெய்னின் சூத்திரம்
কেইচন,கெய்சன்
কেইচন ৰোগ,கெய்சன் நோய்
কেইচন ফাউণ্ডেচন,கெய்சன் அடித்தளம்
কেইচন পাইল,கெய்சன் குவியல்
কেলকেয়াৰযুক্ত ইটা,சுண்ணாம்பு செங்கல்
কেলকেয়াৰযুক্ত মাটি,சுண்ணாம்பு களிமண்
কেলকেয়াৰযুক্ত খোলা,சுண்ணாம்பு மேலோடு
কেলচিফিকেশন,கால்சிஃபிகேஷன்
কেলচিনেচন,கால்சினேஷன்
কেলচিন,கால்சின்
কেলচাইট,கால்சைட்
কেলচিয়াম-এলুমিনেট চিমেণ্ট,கால்சியம்-அலுமினேட் சிமெண்ட்
কেলচিয়াম-চিলিকেট ইটা,கால்சியம்-சிலிகேட் செங்கல்
কেলচিয়াম-চিলিকেট হাইড্ৰেট,கால்சியம்-சிலிகேட் ஹைட்ரேட்
কালিচে,கலிச்சே
কেলিফৰ্ণিয়া বেয়াৰিং ৰেচিঅ’,கலிபோர்னியா தாங்கி விகிதம்
কেলিপাৰ,காலிபர்
কেলৰিমিটাৰ,கலோரிமீட்டர்
কেম্বাৰ,கேம்பர்
খাল,கால்வாய்
কেনপি,விதானம்
কেন্টিলিভাৰ ফুটিং,கான்டிலீவர் அடிவாரம்
কেপ,தொப்பி
ক্ষমতা,திறன்
ail ট্ৰেকৰ ক্ষমতা,ஆயில் பாதையின் திறன்
কেপ কেবল,தொப்பி கேபிள்
কেপিলাৰিটি,கேபிலரிட்டி
কেপিলাৰী ব্ৰেক,தந்துகி முறிவு
কেপিলাৰী প্ৰবাহ,தந்துகி ஓட்டம்
কেপিলাৰী আৰ্দ্ৰতা বা কেপিলাৰী পানী,தந்துகி ஈரப்பதம் அல்லது தந்துகி நீர்
কেপিলাৰী ছিদ্ৰ স্থান,தந்துகி துளை இடம்
কেপিলাৰী ছিদ্ৰতা,கேபிலரி போரோசிட்டி
কেপিলাৰী স্থান,தந்துகி வெளி
কেপচাৰ বেগ,பிடிப்பு வேகம்
কাৰ্বনেচন,கார்பனேற்றம்
কাৰ্বন ব্লেক,கார்பன் கருப்பு
Castble অবাধ্য,காஸ்ட்பிள் பயனற்ற
কাষ্ট-ইন-প্লেচ বা কাষ্ট-ইন-চিটু,காஸ்ட்-இன்-பிளேஸ் அல்லது காஸ்ட்-இன்-சிட்டு
কাষ্ট-ইন-প্লেচ পাইল,காஸ்ட்-இன்-பிளேஸ் பைல்
কেষ্টাৰ,ஆமணக்கு
ঢালাই শিল,வார்ப்பு கல்
অনুঘটক,வினையூக்கி
কেটেনা,கேட்டனா
মেকুৰীৰ মুখ,பூனை முகம்
মেকুৰীৰ মূৰ,பூனை தலை
কেটিয়ন,கேஷன்
মেকুৰী খোজ কাঢ়িব,பூனை நடை
গহ্বৰৰ ক্ষতি,குழிவுறுதல் சேதம்
চেলাইট,செலைட்
কোষীয় কংক্ৰিট,செல்லுலார் கான்கிரீட்
কোষীয় নিৰ্মাণ,செல்லுலார் கட்டுமானம்
চিমেণ্ট,சிமெண்ட்
"চিমেণ্ট, বিটুমিনাছ","சிமெண்ட், பிட்மினஸ்"
"চিমেণ্ট, উচ্চ শক্তি","சிமெண்ட், அதிக வலிமை"
"চিমেণ্ট, হাইড্ৰলিক","சிமெண்ட், ஹைட்ராலிக்"
"চিমেণ্ট, কম জুইত","சிமெண்ட், குறைந்த வெப்பம்"
"চিমেণ্ট, শিলৰ কাম","சிமெண்ட், கொத்து"
"চিমেণ্ট, প্ৰাকৃতিক","சிமெண்ட், இயற்கை"
"চিমেণ্ট, পৰ্টলেণ্ড","சிமெண்ட், போர்ட்லேண்ட்"
"চিমেণ্ট, পৰ্টলেণ্ড ব্লাষ্ট ফাৰ্নেচৰ স্লেগ","சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்"
"চিমেণ্ট, পৰ্টলেণ্ড প&#39;জ&#39;লান","சிமெண்ட், போர்ட்லேண்ட் போஸோலன்"
"চিমেণ্ট, স্লেগ","சிமெண்ட், கசடு"
"চিমেণ্ট, ছালফেট প্ৰতিৰোধী","சிமெண்ட், சல்பேட் எதிர்ப்பு"
"চিমেণ্ট, ছুপাৰ ছালফেটেড","சிமெண்ட், சூப்பர் சல்பேட்"
"চিমেণ্ট, বগা","சிமெண்ட், வெள்ளை"
চিমেণ্ট-এগ্ৰিগেটৰ অনুপাত,சிமெண்ட்-மொத்த விகிதம்
চিমেণ্টৰ পৰিমাণ,சிமெண்ட் உள்ளடக்கம்
চিমেণ্ট জেল,சிமெண்ட் ஜெல்
চিমেণ্টৰ বন্দুক,சிமெண்ட் துப்பாக்கி
চিমেণ্টৰ ভঁৰাল,சிமெண்ட் சூளை
চিমেণ্টৰ ৰং,சிமெண்ட் பெயிண்ட்
চিমেণ্টৰ প্লাষ্টাৰ,சிமெண்ட் பூச்சு
চিমেণ্টৰ শিল,சிமெண்ட் பாறை
চিমেণ্টৰ গোন্ধ,சிமெண்ட் குழம்பு
চিমেণ্ট সংৰক্ষণ,சிமெண்ட் சேமிப்பு
চিমেণ্টেচন প্ৰক্ৰিয়া,சிமெண்டேஷன் செயல்முறை
কেন্দ্ৰীকৰণ,மையப்படுத்துதல்
চেণ্টাৰিং আৰু শ্বাটাৰিং,மையப்படுத்துதல் மற்றும் மூடுதல்
কেন্দ্ৰীয় মিশ্ৰিত কংক্ৰিট,மத்திய கலப்பு கான்கிரீட்
কেন্দ্ৰীয় মিক্সাৰ,மத்திய கலவை
কেন্দ্ৰপৃথক ফেন,மையவிலக்கு விசிறி
চক,சுண்ணாம்பு
চেমফাৰ,சேம்ஃபர்
চেমফাৰ ষ্ট্ৰিপ,சேம்பர் துண்டு
চেনেল বিম,சேனல் கற்றை
বৈশিষ্ট্যপূৰ্ণ বোজা,சிறப்பியல்பு சுமை
বৈশিষ্ট্যপূৰ্ণ শক্তি,பண்பு வலிமை
চাৰ্জ অফ কৰক,சார்ஜ் ஆஃப்
চাৰ্জিং,சார்ஜ் செய்கிறது
পৰীক্ষা কৰি আছে,சரிபார்க்கிறது
ৰাসায়নিক বন্ধন,இரசாயன பிணைப்பு
চেৰনোজেম,செர்னோசெம்
চেষ্টনাটৰ মাটি,கஷ்கொட்டை மண்
চিমনিৰ নালা,புகைபோக்கி சாக்கடை
চিপ বৰ্ড,சிப் போர்டு
চিপিং,சிப்பிங்
চিপছ,சீவல்கள்
চুটে,சரிவு
শ্ৰেণী (কংক্ৰিটৰ),வகுப்பு (கான்கிரீட்)
বোকা মাটি,களிமண்
মাটিৰ পৰিমাণ,களிமண் உள்ளடக்கம்
মাটিৰ কেৰাহী,களிமண் பான்
ক্লিনআউট,சுத்தம் செய்
চাফ-চিকুণ কৰক,சுத்தம் செய்
ক্লিট কৰক,கிளீட்
ক্লিংকাৰ,கிளிங்கர்
ক্লিপ,கிளிப்
জমা হোৱা,உறைதல்
মোটা গোটা পদাৰ্থ,கரடுமுரடான மொத்த
মোটা দানাযুক্ত মাটি,கரடுமுரடான தானிய மண்
কোট,கோட்
কফাৰ বান্ধ,காஃபர் அணை
সংহতি,ஒருங்கிணைப்பு
কলয়ড,கொலாய்டு
কলয়ডাল আৰ্দ্ৰতাৰ সমতুল্য অনুপাত,கூழ் ஈரப்பதம் சமமான விகிதம்
কলয়ডাল ব্যৱস্থা,கூழ் அமைப்பு
কলুভিয়াল মাটি,கொலுவல் மண்
স্তম্ভ,நெடுவரிசை
কম্বড ফিনিচিং,சீப்பு பூச்சு
সংযুক্ত ফুটিং,இணைந்த அடி
সংযুক্ত পানী,ஒருங்கிணைந்த நீர்
কমন ৰুম,பொதுவான அறை
সম্পূৰ্ণ হোৱাৰ প্ৰমাণ পত্ৰ,நிறைவு சான்றிதழ்
উপাদান বৰ্গ,கூறு சதுரம்
কংক্ৰিট,கான்கிரீட்
কংক্ৰিচন,கான்கிரீட்
একত্ৰিত হাৰ/ফ্লেট হাৰ,ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்
দূষক পদাৰ্থ,அசுத்தங்கள்
ৰন্ধা-বঢ়াৰ এলকোভ,அல்கோவ் சமையல்
মোকাবিলা কৰা,சமாளிப்பது
কৰ্বেল,கோர்பெல்
কৰ্নিচ,கார்னிஸ்
কাপলাৰ,இணைப்பான்
"কাপলাৰ, ডাবল","கப்லர், இரட்டை"
"কাপলাৰ, পুটলগ","கப்லர், புட்லாக்"
"কাপলাৰ, চুইভেল","இணைப்பு, சுழல்"
ধাৰা,பாடநெறி
কোৰ্চ কৰা ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম,சீரற்ற இடிந்த கொத்து
আবৃত অঞ্চল,மூடப்பட்ட பகுதி
অধম,தவழும்
ক্ৰিপ সহগ,க்ரீப் குணகம்
ক্ৰ&#39;ট&#39;ভাইন,குரோடோவின்
কাউৰী ভৰি,காக்கை கால்
ক্ৰাম গঠন,நொறுக்குத் தீனி அமைப்பு
প্ৰতিবন্ধক,கட்டுப்படுத்து
সোঁত,தற்போதைய
বক্ৰ প্ৰতিৰোধ ক্ষমতা,வளைவு எதிர்ப்பு
ডেম্প প্ৰুফ কোৰ্চ,ஈரப்பதம் இல்லாத பாடநெறி
সম্পূৰ্ণ হোৱাৰ তাৰিখ,நிறைவு தேதி
ডেড লোড,நிலைச்சுமை
মৰা পানী,இறந்த நீர்
ডেচিবেল,டெசிபல்
ডিফ্ল’কুলেচন,டிஃப்ளோகுலேஷன்
বায়ুমণ্ডলৰ মাত্ৰা বা বায়ু স্থান অনুপাত,காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்
একত্ৰীকৰণৰ মাত্ৰা,திரட்டல் பட்டம்
বিক্ষিপ্ততাৰ মাত্ৰা,சிதறல் பட்டம்
চেচুৰেচনৰ ডিগ্ৰী,செறிவூட்டல் பட்டம்
ঘনত্ব,அடர்த்தி
মৰুভূমিৰ ফুটপাথ,பாலைவன நடைபாதை
মৰুভূমিৰ মাটি,பாலைவன மண்
সবিশেষ,விவரங்கள்
উন্নয়নৰ সময়ছোৱা,வளர்ச்சி காலம்
ডি-দিগন্ত,டி-அடிவானம்
তিৰ্যক বন্ধন,மூலைவிட்ட பிணைப்பு
ডায়াগ্ৰাম,வரைபடம்
ডিজিটেল ডক,டிஜிட்டல் டாக்
ভিন্নতামূলক পানীৰ হাৰ,வேறுபட்ட நீர் விகிதம்
পাতল কৰা ভেণ্টিলেচন,நீர்த்த காற்றோட்டம்
ডিলুভিয়াম,டிலுவியம்
খোৱাঘৰ,சாப்பிடும் அல்லது உணவருந்தும் அறை
দিশৰ পেগ,திசை ஆப்பு
বিক্ষিপ্ততা,சிதறல்
ডিষ্টেম্পাৰ,டிஸ்டெம்பர்
ডক,கப்பல்துறை
দুৱাৰ,கதவு
ডৰ্মাৰ,டார்மர்
ডৰ্মাৰ চেক,டார்மர் சோதனை
ডাবল ফ্লেমিছ বণ্ড,இரட்டை சதை பிணைப்பு
ডাবল লেয়াৰ,இரட்டை அடுக்கு
ডৱেল,டோவல்
অংকন বৰ্ড,வரைதல் பலகை
ড্ৰয়িং ৰুম,வரைதல் அறை
ড্ৰিফ্ট,சறுக்கல்
শুকান বাল্বৰ উষ্ণতা,உலர் குமிழ் வெப்பநிலை
শুকান ডক,உலர் கப்பல்துறை
শুকান ৰবৰৰ শিলৰ কাম,உலர் ரப்பர் கொத்து
ডাচ বণ্ড,டச்சு பத்திரம்
বামন দেৱাল,குள்ள சுவர்
বাসস্থানৰ ইউনিট,குடியிருப்பு அலகு
ইভ,ஈவ்
ইভছ নালা,ஈவ்ஸ் சாக்கடை
অৰ্থনৈতিক সম্ভাৱনীয়তা,பொருளாதார சாத்தியம்
বহিঃগতিশীল মাটি,எக்டோடைனமார்பிக் மண்
এডি,எட்டி
ফলপ্ৰসূ আকাৰ,பயனுள்ள அளவு
ফুলৰ ফুলনি,மலர்ச்சி
এফ্লুৱেণ্ট,கழிவுநீர்
উচ্চতা,உயரம்
এলুভিয়েচন,எலுவியேஷன்
এলুভিয়াম,எலுவியம்
এণ্ডোডাইনামৰ্ফিক মাটি,எண்டோடைனமார்பிக் மண்
অভিযান্ত্ৰিক সম্ভাৱনীয়তা,பொறியியல் சாத்தியம்
ইংৰাজী বণ্ড,ஆங்கில பத்திரம்
ইংৰাজী বাগিচাৰ দেৱালৰ বণ্ড,ஆங்கில தோட்ட சுவர் பத்திரம்
"ইপিএম (প্ৰতি মিলিয়নৰ সমতুল্য),&quot;","EPM (ஒரு மில்லியனுக்கு சமம்),&quot;"
সমতুল্য ওজন,சமமான எடை
Erg,எ.கா
বিনিময়যোগ্য,மாற்றத்தக்கது
বিনিময়যোগ্য এচিডিটি,மாற்றக்கூடிய அமிலத்தன்மை
বিনিময়যোগ্য ছডিয়াম শতাংশ (ESP),மாற்றக்கூடிய சோடியம் சதவீதம் (ESP)
ই এছ পি.,ஈ.எஸ்.பி.
বিনিময় এচিডিটি,பரிமாற்ற அமிலத்தன்மை
এক্সচেঞ্জ কমপ্লেক্স,பரிமாற்ற வளாகம்
নিষ্কাশন,வெளியேற்ற
উন্মুক্ত ফিনিচিং,வெளிப்பட்ட பூச்சு
নয়ন,கண்
চকুৰ ভ্ৰূ,கண் புருவம்
মুখামুখি,எதிர்கொள்ளும்
বন্ধনৰ সন্মুখীন হোৱা,எதிர்கொள்ளும் பிணைப்பு
সুৰক্ষাৰ কাৰক,பாதுகாப்பு காரணி
পৰি যোৱা,வீழ்ச்சி
ফেচিয়া,ஃபேசியா
ফেচিয়া বৰ্ড,முக பலகை
দোষ,தவறு
পথাৰ আৰ্দ্ৰতা,வயல் ஈரப்பதம்
চূড়ান্ত আৰ্দ্ৰতাৰ সমতুল্য,இறுதி ஈரப்பதம் சமம்
ফিলেট (মৰ্টাৰৰ),ஃபில்லட் (மோட்டார்)
চূড়ান্ত,இறுதி
চূড়ান্ত জোখ-মাখ,இறுதி அளவீடு
চূড়ান্ত পেমেণ্টq,இறுதி கட்டணம்
চূড়ান্ত প্ৰি ষ্ট্ৰেছ,இறுதி முன் மன அழுத்தம்
চূড়ান্ত উত্তেজনা,இறுதி பதற்றம்
আৰ্থিক সম্ভাৱনীয়তা,நிதி சாத்தியம்
মিহি গোটা পদাৰ্থ,நேர்த்தியான மொத்த
ছিন্নভিন্ন শিল,பிளவுபட்ட பாறை
পতাকা শিল,கொடி கல்
ফ্লেমিছ বন্ধন,பிளெமிஷ் பிணைப்பு
ফিচফিচাই থকা,ஒளிரும்
ঝলমলীয়া ধাৰা,பளிச்சிடும் ஓடை
সমতল চাল,தட்டையான கூரை
ফ্লেচে,Fleche
ফ্লেমিছ বাগিচাৰ দেৱালৰ বন্ধন,பிளெமிஷ் தோட்ட சுவர் பிணைப்பு
ফ্লিন্ট,பிளின்ட்
ফ্লিণ্টৰ দেৱাল,பிளின்ட் சுவர்
ভাসমান মজিয়া,மிதக்கும் தளம்
ফ্লকুলেচন,ஃப்ளோக்குலேஷன்
ফ্লকুলেচন সীমা,ஃப்ளோகுலேஷன் வரம்பு
ফ্লকুলেচন অনুপাত,ஃப்ளோகுலேஷன் விகிதம்
ফ্লকুলেছ,ஃப்ளோக்குல்ஸ்
মজিয়া,தரை
মজিয়াৰ ছীল,மாடி முத்திரை
বৈ অহা,ஓட்டம்
উঠা-নমা,ஏற்ற இறக்கம்
ফুটিং,காலடி
ভেঁটি,அறக்கட்டளை
ফ্ৰী ফ&#39;ল বেৰ&#39; টপিং মিক্সাৰ,இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்
ফ্ৰী ফ&#39;ল মিক্সাৰ (ড্ৰাম টাইপ),இலவச வீழ்ச்சி கலவை (டிரம் வகை)
মুক্ত শিল,இலவச கல்
ফ্ৰেছেট,புதியது
ঘৰ্ষণৰ স্তূপ,உராய்வு குவியல்
ভেকুলী,தவளை
গেবল,கேபிள்
গেবলেট,கேப்லெட்
গাম্ব্ৰেলৰ চাল,சூதாட்ட கூரை
জোখ লোৱা,அளவீடு
গেজিং অংশ,அளவிடும் பிரிவு
গেজিং ষ্টেচন,அளவிடும் நிலையம்
সাধাৰণ স্থান পৰিকল্পনা,பொதுவான இருப்பிடத் திட்டம்
সাধাৰণ বায়ু চলাচল,பொது காற்றோட்டம்
G দিগন্ত বা গ্লে দিগন্ত,G அடிவானம் அல்லது gley அடிவானம்
হিমবাহৰ টিল,வரை பனிப்பாறை
গ্নেইছ,Gneiss
সামগ্ৰীৰ চোতাল,பொருட்கள் முற்றம்
গ্ৰেডিয়েণ্ট ৰেজিষ্টেন্স,சாய்வு எதிர்ப்பு
গ্ৰেনাইট,கிரானைட்
দানাদাৰ গঠন,சிறுமணி அமைப்பு
গ্ৰেনুলেচন,குருணையாக்கம்
গ্ৰেনুল,சிறுமணி
মহাকৰ্ষণীয় পানীমুক্ত পানী,ஈர்ப்பு நீர் இல்லாத நீர்
মহাকৰ্ষণীয় চোতাল,ஈர்ப்பு முற்றம்
মহান মাটিৰ গোট,பெரிய மண் குழு
গ্ৰীলেজ ফাউণ্ডেচন,கிரில்லேஜ் அடித்தளம்
গ্ৰাউণ্ড হেণ্ড মল্ডিং,தரையில் கை மோல்டிங்
গ্ৰুপ কৰা ডক,குழுவாக்கப்பட்ட கப்பல்துறை
গ্ৰুপ হাউছিং,குழு வீடுகள்
অতিথিশালা,விருந்தினர் அறை
নালা,சாக்கடை
নালা বাহক,சாக்கடை சுமப்பவர்
নালা পৰীক্ষা,கால்வாய் சோதனை
হাতুৰীৰে ড্ৰেছিং,சுத்தி அலங்காரம்
বন্দৰ,துறைமுகம்
আশ্ৰয়ৰ বন্দৰ,புகலிடத் துறைமுகம்
কঠিন কেৰাহী,கடினமான பான்
হেডাৰ,தலைப்பு
হেডাৰ বণ্ড,தலைப்பு பத்திரம்
হেডাৰ পাঠ্যক্ৰম,தலைப்பு பாடநெறி
হেড গেটৰ গঠন,தலை வாயில் அமைப்பு
খালৰ মূৰ,கால்வாயின் தலைவர்
হেড ৰেগুলেটৰ,தலைமை சீராக்கி
হেৰিং হাড়ৰ বন্ধন,ஹெர்ரிங் எலும்பு பிணைப்பு
হৃদয়স্পৰ্শী,இதயம்
তিয়াই থোৱাৰ তাপ,ஈரமாக்கும் வெப்பம்
উচ্চ এলুমিনা চিমেণ্ট,உயர் அலுமினா சிமெண்ட்
কঁকাল,இடுப்பு
হিপ কেপিং,ஹிப் கேப்பிங்
হিপড এণ্ড,இடுப்பு முனை
ডকাইত,ஹூட்
হুড মল্ডিং,ஹூட் மோல்டிங்
হুক’ৰ আইন,ஹூக்கின் சட்டம்
হুপ লোহা,வளைய இரும்பு
দিগন্ত,அடிவானம்
আৰ্দ্ৰকৰণ,ஈரப்பதமாக்குதல்
"আৰ্দ্ৰতা, নিৰপেক্ষ","ஈரப்பதம், முழுமையானது"
"আৰ্দ্ৰতা, আপেক্ষিক","ஈரப்பதம், உறவினர்"
হাম্প চোতাল,ஹம்ப் யார்டு
হাইড্ৰলিক চাপ,ஹைட்ராலிக் அழுத்தம்
জলসিঞ্চন,நீரேற்றம்
হাইড্ৰ’লাইছিছ,நீராற்பகுப்பு
হাইড্ৰ’লাইটিক এচিডিটি,ஹைட்ரோலைடிக் அமிலத்தன்மை
জলৰূপী মাটি,ஹைட்ரோமார்பிக் மண்
হাইড্ৰফিলিক কলয়ড,ஹைட்ரோஃபிலிக் கொலாய்டு
হাইড্ৰ’ফ’বিক কলয়ড,ஹைட்ரோபோபிக் கொலாய்டு
হাইড্ৰ’ষ্টেটিক চাপৰ অনুপাত,ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்
হাইগ্ৰ’স্কেপ্টিক সহগ,ஹைக்ரோஸ்காப்டிக் குணகம்
হাইগ্ৰস্কোপিক আৰ্দ্ৰতা,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
হাইড্ৰস্কোপিচিটি,ஹைட்ரோஸ்கோபிசிட்டி
হাইগ্ৰস্কোপিক আৰ্দ্ৰতা,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
হাইপাৰবেৰিক চেম্বাৰ,ஹைபர்பேரிக் அறை
হাইপাৰষ্টেটিক ফ্ৰেম,ஹைப்பர்ஸ்டேடிக் சட்டகம்
হাইপছ’মিটাৰ,ஹைப்சோமீட்டர்
আলোকসজ্জা,வெளிச்சம்
ইম্বিবেচন আৰ্দ্ৰতা,உட்புகுதல் ஈரப்பதம்
অপৰিপক্ক মাটি,முதிர்ச்சியடையாத மண்
