Malayalam,Tamil
"തുക, കൂട്ടിച്ചേർക്കൽ, മൊത്തം (എഡി.), സങ്കലനം (വി.)","தொகை, கூட்டல், மொத்த (பதிப்பு), சேர்க்கை (v.)"
"സംയോജിത സ്വരം, അധിക സ്വരം (സ്വരാക്ഷരങ്ങൾ)","இணைந்த தொனி, கூடுதல் தொனி (உயிர்)"
സങ്കലനം,சேர்க்கை
അഡീഷൻ,ஒட்டுதல்
പശ ഊർജ്ജം,பிசின் ஆற்றல்
അടിയാബാറ്റ്,அடியாபட்
adiabatic,அடியாபாடிக்
ചൂട് ഇൻസുലേറ്റിംഗ്,வெப்ப காப்பு
ബന്ധം,இணைப்பு
ക്രമീകരിക്കാവുന്ന,அனுசரிப்பு
നുഴഞ്ഞുകയറ്റം,ஊடுருவல்
ആഗിരണം,உறிஞ்சுதல்
മുന്നോട്ട്,முன்னோக்கி
പുരോഗമനപരമായ,முற்போக்கானது
"ആകാശി, വായു (വി.), ഏരിയൽ (എഡി.)","ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)"
ആന്റിന സ്ട്രീം,ஆண்டெனா ஸ்ட்ரீம்
ഏരിയൽ സർവേ,வான்வழி ஆய்வு
വായു വേഗത,காற்று வேகம்
എയറോഡൈനാമിക് കോഫിഫിഷ്യന്റ്,ஏரோடைனமிக் குணகம்
എയറോഡൈനാമിക്,காற்றியக்கவியல்
എയറോഡൈനാമിക്സ്,காற்றியக்கவியல்
എയറോനോട്ടിക്കൽ,வானூர்தி
എയറോനോട്ടിക്സ്,ஏரோநாட்டிக்ஸ்
എയർ പൾസ്,காற்று துடிப்பு
"അന്തരീക്ഷം, വാതകമണ്ഡലം","வளிமண்டலம், வாயுக்கோளம்"
ഫോക്കസ് സിസ്റ്റം,கவனம் அமைப்பு
തിരികെ ജ്വലനം,மீண்டும் பற்றவைப்பு
ബാക്ക് ലൈറ്റ്,பின் ஒளி
ഞെട്ടൽ,அதிர்ச்சி
"പ്രായം, പ്രായം, പ്രായം, യുഗം (എഡി.), സമയത്തെ ബാധിക്കാൻ (ver.), സമയം, സമയം ബാധിക്കുക","வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது"
സമയം ബാധിച്ചു,நேரம் பாதிக்கப்பட்டது
"വാർദ്ധക്യം, വാർദ്ധക്യം","முதுமை, முதுமை"
സമയ പ്രഭാവം,நேர விளைவு
സമയ ഫല പരിശോധന,நேர விளைவு சோதனை
ഗുരുത്വാകർഷണമില്ലാത്ത,புவியீர்ப்பு இல்லாதது
അനുരഞ്ജനം,நல்லிணக்கம்
"വായുവിലൂടെയുള്ള റഡാർ, ഏരിയൽ റഡാർ","வான்வழி ரேடார், வான்வழி ரேடார்"
"ആകാശ ലക്ഷ്യം, ആകാശ ലക്ഷ്യം","வான் இலக்கு, வான் இலக்கு"
എയർ റെസ്പിറേറ്റർ,காற்று சுவாசக் கருவி
എയർ കണ്ടീഷനിംഗ്,ஏர் கண்டிஷனிங்
എയർക്രൂ ട്രാൻസ്ഫോർമർ,காற்று எதிர்ப்பு மின்மாற்றி
വിമാനം,விமானம்
വിന്യാസം,சீரமைப்பு
വിന്യാസ പിശക്,சீரமைப்பு பிழை
ലൈവ് സർക്യൂട്ട്,நேரடி சுற்று
മുഴുവൻ ഗ്ലാസ് ട്യൂബ്,முழு கண்ணாடி குழாய்
മുഴുവൻ മെറ്റൽ ട്യൂബ്,முழு உலோக குழாய்
പരിഹരിക്കാൻ,சரி செய்ய
"മിസ്രതു (എഡി.), മിശ്രത്വാൻ (സി.ആർ.)","மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)"
മിശ്രത്വൻ,மிஷ்ரத்வான்
സർവ്വവ്യാപിയായ മാധ്യമം,எங்கும் நிறைந்த ஊடகம்
ഓമ്‌നി ആന്റിന,ஆம்னி ஆண்டெனா
പഞ്ചഭൂതം,பஞ்சாங்கம்
ആൽഫ,ஆல்பா
ആൽഫ പ്രവർത്തനം,ஆல்பா-செயல்பாடு
ആൽഫാന്യൂമെറിക്,எண்ணெழுத்து
ആൽഫാ റേ,ஆல்பா கதிர்
മാറ്റുക,மாற்றம்
"ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്","மாற்று, மாற்று"
ആൾട്ടർനേറ്റർ,மின்மாற்றி
ആൾട്ടിമീറ്റർ,உயரமானி
ആൾട്ടിമീറ്റർ,உயரமானி
ആൾട്ടിമെട്രി,அல்டிமெட்ரி
"ഉയരം, ഉയരം, ഉയരം, ഉയരം","உயரம், உயரம், உயரம், உயரம்"
അരിത്മെറ്റിക് റീസണിംഗ് യൂണിറ്റ് (ALU),எண்கணித ரீசனிங் யூனிட் (ALU)
ഒരു ഭരണം,அமுத விதி
പരിസ്ഥിതി,சூழல்
അമ്ക്രോൺ,அமிக்ரான்
അമ്മീറ്റർ,அம்மீட்டர்
ആമ്പിയർ,ஆம்பியர்
ആമ്പിയർ നിയമം,ஆம்பியர்-சட்டம்
ഉഭയജീവി അയോൺ,நீர்வீழ்ச்சி அயனி
ആംപ്ലിഫിക്കേഷൻ,பெருக்கம்
ആംപ്ലിഫയർ,பெருக்கி
"ആംഗിൾ, അളവ്","கோணம், பரிமாணம்"
എ. എം.യു. (ആറ്റോമിക് മാസ് യൂണിറ്റ്),அ. எம்.யு. (அணு நிறை அலகு)
അനുയോജ്യം,இணக்கமான
സാമ്യം,ஒப்புமை
അനലിസ്റ്റ്,ஆய்வாளர்
വിശകലനം,பகுப்பாய்வு
വിശകലനാത്മകമായ,பகுப்பாய்வு
നോൺ-പോയിന്റ്,புள்ளி அல்லாத
അസാധാരണമായ,முரண்பாடான
വാതിലും,மற்றும் கதவு
നോൺ-അക്കോസ്റ്റിക്,ஒலி அல்லாத
അസാധാരണമായ ഇലാസ്തികത,ஒழுங்கற்ற நெகிழ்ச்சி
ജലരഹിതമായ,நீரற்ற
കോൺ,கோணம்
angstrom യൂണിറ്റ്,angstrom அலகு
കോണിക,கோணல்
പ്രൊട്രാക്ടർ വെർനിയർ,நீடிப்பான் வெர்னியர்
തർക്കരഹിതമായ,சர்ச்சைக்குரிய
ബഹുമാനമില്ലാത്ത,மரியாதையற்ற
അക്രോമാറ്റിക് കാന്തികവൽക്കരണം,வண்ணமயமான காந்தமாக்கல்
മന്ദത,மந்தமான
അയോൺ,அயனி
അസമമായ,சமச்சீரற்ற
ഐസോട്രോപിക്,ஐசோட்ரோபிக்
ഐസോട്രോപിസം,ஐசோட்ரோபிசம்
ഇല്ലാതാക്കൽ,நீக்குதல்
ഗൂഢാലോചനക്കാർ,சதிகாரர்கள்
ആനോഡ്,நேர்மின்முனை
ആനോഡൈസേഷൻ,அனோடைசேஷன்
പൊരുത്തമില്ലാത്ത,சீரற்ற
ഒപ്റ്റിക്കൽ സിസ്റ്റം,ஒளியியல் அமைப்பு
ആന്റിന,ஆண்டெனா
ആന്റിബെറിയോൺ,ஆன்டிபெரியன்
ബോണ്ടിംഗ് വിരുദ്ധ സ്വത്ത്,பிணைப்பு எதிர்ப்பு சொத்து
കൌണ്ടർ ബോണ്ട്,எதிர் பத்திரம்
റിവേഴ്സ് പവർ,தலைகீழ் சக்தி
ഡയമാഗ്നറ്റിക്,காந்தவியல்
ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ,காந்தப் பொருள்
വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്,அழற்சி எதிர்ப்பு
ആന്റിഗ്രാവിറ്റി,ஈர்ப்பு எதிர்ப்பு
ആന്റിലാംഡ കണിക,ஆன்டிலாம்டா துகள்
അല്ലെലെപ്റ്റൺ,அலெப்டன்
ഡയമാഗ്നറ്റിക്,காந்தவியல்
പ്രതിദ്രവ്യം,எதிர்ப்பொருள்
വിരുദ്ധ മിസൈൽ,எதிர்ப்பு ஏவுகணை
ആന്റിന്യൂട്രോൺ,எதிர்நியூட்ரான்
സ്പന്ദിക്കുന്ന,துடிக்கும்
ആന്റി ന്യൂക്ലിയോൺ,எதிர் அணுக்கரு
ആന്റിപാർട്ടിക്കിൾ,எதிர் துகள்
ആന്റിപ്രോട്ടോൺ,ஆன்டிபுரோட்டான்
ആന്റി റിഫ്ലെക്റ്റീവ്,எதிர் பிரதிபலிப்பு
ആന്റിസിമെട്രിക്,சமச்சீரற்ற
ആവർത്തിക്കാത്ത,மீண்டும் நிகழாதது
അനാക്രോണിസം,காலமற்ற தன்மை
സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്,துளையிடப்பட்ட ஸ்கேனிங் வட்டு
ദ്വാരക്,துவாரக்
"മുകളിൽ, മുകളിൽ, മുൻഭാഗം","மேல், மேல், முன்"
"സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ","சூரியன் உயர், அதிக சூரியன்"
ഉദാസീനമായ ലേസ്,அக்கறையற்ற சரிகை
ദയനീയമല്ലാത്ത,பரிதாபமற்றது
വൈകല്യമില്ലാത്തത്,இயலாமை
വളരെ അക്രോമാറ്റിക്,மிகவும் வண்ணமயமான
"ഭൂമി-ഉയരം, അപ്പോജി","நிலம்-உயர்ந்த, உச்சநிலை"
"ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള","துருவமற்ற, சுற்றளவு"
പരധ്രുവത്വം,பார்ப்பனியம்
ഉപകരണം,சாதனம்
"വെർച്വൽ, വിഷ്വൽ","மெய்நிகர், காட்சி"
ദൃശ്യ സൂര്യൻ,தெரியும் சூரியன்
ദൃശ്യ സമയം,காட்சி நேரம்
ഉയർന്നുവരുന്ന രൂപം,வெளிப்படும் தோற்றம்
അപേക്ഷ,விண்ணப்பம்
പ്രയോഗക്ഷമത,பொருந்தக்கூடிய தன்மை
അപേക്ഷിച്ചു,விண்ணப்பித்தார்
നിരീക്ഷിക്കാവുന്നതാണ്,கவனிக்கத்தக்கது
സമീപനം,அணுகுமுறை
"അടുത്ത്, ഏകദേശം","அருகில், தோராயமாக"
ഏകദേശ കണക്ക്,தோராயம்
നീരാവി മർദ്ദം,நீராவி அழுத்தம்
സ്വമേധയാ,தன்னார்வ
"ആർക്ക് ചൂള, ആർക്ക് ചൂള","வில் உலை, வில் உலை"
ആർക്കിമിഡീസിന്റെ നിയമം,ஆர்க்கிமிடிஸ் சட்டம்
വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം,கட்டிடக்கலை ஒலியியல்
ആർക്ക് ലാമ്പ്,பரிதி விளக்கு
ആർക്ക്-സ്പെക്ട്രം,வில்-ஸ்பெக்ட்ரம்
"പ്രദേശം, പ്രദേശം","பகுதி, பகுதி"
"പ്രാദേശിക, പ്രാദേശിക","பிராந்திய, பிராந்திய"
"ഭുജം, ഭുജം, ശാഖ","கை, கை, கிளை"
അമച്വർ,அமெச்சூர்
"അറേ, അറേ","வரிசை, வரிசை"
റിസീവർ,பெறுபவர்
ഉച്ചാരണ വ്യക്തത,உச்சரிப்பு தெளிவு
സിന്തറ്റിക്,செயற்கை
കൃത്രിമ പരിവർത്തനം,செயற்கை மாற்றம்
ആരോഹണം,ஏறுமுகம்
കയറ്റം,ஏற்றம்
കയറുന്നു,ஏறும்
അഗോലി,அகோலி
സമാഹരണം,திரட்டுதல்
കൂട്ടം,தொகுப்பு
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്","கூட்டுதல், கூட்டுதல்"
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്","அசெம்பிளிங், அசெம்பிள், அசெம்பிள்"
കൃത്യമായ കണക്കുകൂട്ടൽ,துல்லியமான மதிப்பீடு
വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ,குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்
"ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത","தொடர்புடைய, துணை, இணைந்த"
സ്വരാക്ഷര ശബ്ദം,உயிர் ஒலி
ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,தானியங்கி மல்டிவிபிரேட்டர்
ആസ്തെനിക്,ஆஸ்தெனிக்
"വിട്ടുനിൽക്കൽ, astigmatism","மதுவிலக்கு, astigmatism"
ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്,விண்வெளி பயண மின்னணுவியல்
ജ്യോതിശാസ്ത്രം,வானியற்பியல்
ബഹിരാകാശ സഞ്ചാരി,விண்வெளி
ജ്യോതിശാസ്ത്രജ്ഞൻ,வானியலாளர்
സ്വർഗ്ഗീയ,விண்ணுலகம்
ജ്യോതിശാസ്ത്രം,வானியல்
ജ്യോതിശാസ്ത്രം,வானியற்பியல்
അസമമായ,சமச்சீரற்ற
അസിംപ്റ്റോട്ടിക്,அறிகுறியற்ற
വഷളാക്കുന്നു,மோசமாக்கும்
അസമന്വിത,ஒத்திசைவற்ற
"അന്തരീക്ഷം, അന്തരീക്ഷം","வளிமண்டலம், வளிமண்டலம்"
അന്തരീക്ഷം,வளிமண்டலம்
കാറ്റ് പ്രക്ഷുബ്ധത,காற்று கொந்தளிப்பு
ആണവ,அணுக்கரு
ആറ്റോമിക,அணு
ആറ്റോമിസിറ്റി,அணுசக்தி
ആണവ പിണ്ഡം,அணுக்கரு நிறை
ആറ്റോമിക നമ്പർ,அணு எண்
"ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ","அணு உலை, அணுக் குவியல்"
ആറ്റോമിക,அணு
കണം,துகள்
കണം,துகள்
ശോഷണം,"தணிவு, தணிவு"
"ശോഷണം, ശോഷണം","தணித்தல், தணித்தல்"
ചാം,வசீகரம்
ആകർഷണ ശക്തി,ஈர்ப்பு சக்தி
ശ്രവണക്ഷമത,கேட்கக்கூடிய தன்மை
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,ஒலி அதிர்வெண் பெருக்கி
കേൾക്കാവുന്ന,கேட்கக்கூடிய
ഓഡിയോ ജനറേറ്റർ,ஆடியோ ஜெனரேட்டர்
ഓഡിബിലിറ്റി ഗ്രാഫ്,கேட்கக்கூடிய வரைபடம்
കേൾവി ശാസ്ത്രം,கேட்கும் அறிவியல்
ഓഡിയോമീറ്റർ,ஒலிமானி
കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ,கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்
ശബ്ദ സിഗ്നൽ,ஒலி சமிக்ஞை
ദൃശ്യ-ശ്രാവ്യ,ஒலி-ஒளி காட்சி
"ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം","ஆடிட்டோரியம், ஆடிட்டோரியம்"
OZ പ്രഭാവം,OZ விளைவு
പ്രമോഷൻ,பதவி உயர்வு
എൻഹാൻസർ,மேம்படுத்துபவர்
ധ്രുവജ്വാല,துருவ சுடர்
ദക്ഷിണ ധ്രുവജ്വാല,தென் துருவ சுடர்
ഉത്തരധ്രുവ ജ്വാല,வட துருவ சுடர்
യാന്ത്രിക മുന്നറിയിപ്പ്,தானியங்கி எச்சரிக்கை
ഓട്ടോ പാരലലൈസർ,தானாக இணையாக
"ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്","தானியங்கி, தானியங்கி, தானியங்கி"
"ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ","ஆட்டோமேஷன், ஆட்டோமேஷன்"
"സഹായി, സഹകരണം, അധിക","உதவியாளர், கூட்டுறவு, கூடுதல்"
"അവദവ, അവലാഞ്ചി","அவடவா, அவலாஞ்சி"
"അർത്ഥം, അർത്ഥം","சராசரி, சராசரி"
പരിവാരൻ,பரிவாரன்
അച്ചുതണ്ട്,அச்சு
അച്ചുതണ്ട്,அச்சு
അസിമുത്ത്,அஜிமுத்
അസിമുത്ത്,அஜிமுத்
തിരികെ,மீண்டும்
"പശ്ചാത്തലം, പശ്ചാത്തലം","பின்னணி, பின்னணி"
"പിന്നോട്ട്, പിന്നോട്ട്","பின்தங்கிய, பின்தங்கிய"
ടേൺ എറൗണ്ട്,திருப்புமுனை
ബാക്ക് വോൾട്ടേജ് പൾസർ,பின் மின்னழுத்த துடிப்பு
പോസ്റ്റ്-റിലേഷൻഷിപ്പ്,பிந்தைய உறவு
തിരിച്ചടവ്,கொடுக்கப்படுவதுடன்
ആന്റി വോൾട്ടേജ്,எதிர்ப்பு மின்னழுத்தம்
പിൻഭാഗം ചിതറിക്കൽ,பின்புற சிதறல்
ഇന്റർസ്റ്റീഷ്യൽ വേവ്,இடைநிலை அலை
ഇൻസുലേറ്റർ,இன்சுலேட்டர்
പാരച്യൂട്ട് ജമ്പ്,பாராசூட் ஜம்ப்
ചൂടാക്കൽ,வெப்பமூட்டும்
"ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
ബാലൻസർ,சமநிலைப்படுத்துபவர்
ബാലൻസ്,சமநிலை
ഗോളാകൃതി,உருண்டை
"ബാലിസ്റ്റിക്, ബാലിസ്റ്റിക്","பாலிஸ்டிக், பாலிஸ்டிக்"
"പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ, പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ","ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்"
മിസൈൽ,ஏவுகணை
"ബാലിസ്റ്റിക്സ്, ആയുധം","பந்துவீச்சு, ஆயுதம்"
പ്രൊജക്ഷൻ,கணிப்பு
സ്വതന്ത്ര പാത,இலவச பாதை
"ബലൂൺ, ബലൂൺ","பலூன், பலூன்"
ബാൽമർ നിർത്തലാക്കൽ,பால்மர் இடைநிறுத்தம்
"ബാൻഡ്, ബാൻഡ്, ബാൻഡ്","இசைக்குழு, இசைக்குழு, இசைக்குழு"
സ്ഫോടനം,குண்டு வெடிப்பு
"അറേ, ബീം, തീരം, ബാങ്ക്, തീരം","வரிசை, கற்றை, கரை, கரை, கடற்கரை"
"കോളം, ബാർ, കോബ്, ബ്ലോക്ക്, ബാർ, വടി, ബാർ, 8. മതിൽ, 9. ലൈൻ, 10. എഡ്ജ്, 1 ബ്ലോക്ക്, 1, ബാർ, 1, ലൈൻ, 1, ടെസ്റ്റ് ലൈൻ","நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு"
ബാർഡീൻ തത്വം,பார்டீன் கொள்கை
ബാർഖൗസെൻ പ്രഭാവം,barkhausen விளைவு
ബാർലോ സൈക്കിൾ,பார்லோ சுழற்சி
ബാർ കാന്തം,பட்டை காந்தம்
കളപ്പുര,கொட்டகை
വായു മർദ്ദം ഗ്രാഫ്,காற்று அழுத்த வரைபடம்
"ബാരോഗ്രാഫ്, ബാരോഗ്രാഫ്","barograph, barograph"
ബാരോമീറ്റർ,காற்றழுத்தமானி
അന്തരീക്ഷമർദ്ദം,வளிமண்டல அழுத்தம்
"കോസ്മോസ്, ബാരോമോസ്ഫിയർ","அண்டம், காற்றழுத்தம்"
പെൻഡുലം പെൻഡുലം,ஊசல்
"തടസ്സം, ആണവ, ആണവ തടസ്സം","தடை, அணு, அணு தடை"
തടസ്സം നില,தடை நிலை
ബാരിയോൺ,பேரியன்
ഗുരുമണ്ഡലം,குருமண்டலம்
അടിസ്ഥാന ബാൻഡ്,அடிப்படை இசைக்குழு
"അടിസ്ഥാന, അടിസ്ഥാന, ക്ഷാര","அடிப்படை, அடிப்படை, கார"
അടിസ്ഥാനം,அடித்தளம்
"എണ്ണൽ, ടീം രൂപീകരണം","கணக்கெடுப்பு, குழு உருவாக்கம்"
"ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി","தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்"
ബാറ്ററി,மின்கலம்
"അറേ സെഗ്മെന്റ്, ചേമ്പർ, ബേ","வரிசை பிரிவு, அறை, விரிகுடா"
പ്രദർശനം,கண்காட்சி
കിബാൻ,கிபான்
"മാണിക, ബീഡ്","மாணிக்கா, பீட்"
"ബീം, ബീം, ബീം, ട്രംപ്","பீம், பீம், பீம், டிரம்ப்"
"ഡിക്മാൻ, ഡിക്കൺ","டிக்மன், டிக்கான்"
"ഡോൾ, വിസ്പൻഡ്","டோல், விஸ்பாண்ட்"
ബെക്വറൽ പ്രഭാവം,பெக்கரல் விளைவு
മണി ഭരണി,மணி ஜாடி
തുരുത്തി,பெல்லோஸ்
മണി ക്ലോക്ക്,மணி கடிகாரம்
"വേദിക, ബെഞ്ച്","வேதிகா, பெஞ்ச்"
"മോഡ്, ബങ്ക് (എഡി.), ബെൻഡ് (വി.)","முறை, பங்க் (எட்.), வளைவு (வி.)"
ബാങ്കൻ,வங்கியாளர்
"വളഞ്ഞു, വളഞ്ഞു","வளைந்த, வளைந்த"
ബെർണൂലി-സമവാക്യം,பெர்னோலி-சமன்பாடு
അടിസ്ഥാന-പ്രവർത്തനം,அடிப்படை-செயல்பாடு
മികച്ച അഡീഷൻ,சிறந்த ஒட்டுதல்
ബീറ്റ (ബി),பீட்டா (பி)
ബീറ്റാട്രോൺ,பீட்டாட்ரான்
bethe മോഡൽ,bethe மாதிரி
bivatron,bivatron
BH കർവ്,BH வளைவு
ദ്വികോണാകൃതിയിലുള്ള,இருகோணமானது
"പക്ഷപാതം, പക്ഷപാതം","சார்பு, சார்பு"
ദ്വി-അക്ഷാംശം,இரு-அச்சு
ബിക്രോമേറ്റ് സെൽ,பைக்ரோமேட் செல்
അഭ്യവതാൽ,அப்யவடல்
ഇരട്ട ആന്റിന,இரட்டை ஆண்டெனா
ബൈകോൺവെക്സ്,பைன்வெக்ஸ்
"ബൈ-ക്രിസ്റ്റൽ, ഡ്യുവൽ-ക്രിസ്റ്റൽ","இரு-படிகம், இரட்டை-படிகம்"
ദ്വിദിശ മൈക്രോഫോൺ,இருதரப்பு ஒலிவாங்கி
ദ്വിപദ മാതൃക,இருவகை மாதிரி
ഡയീഷ്യസ്,டையோசியஸ்
ഉഭയകക്ഷി,இருதரப்பு
ബൈലിനയർ,இருமுனை
ദ്വിതന്മാത്ര,இரு மூலக்கூறு
"ദ്വി-വേരിയബിൾ, ബൈ-ബേസ്, ഡ്യുവൽ","இரு-மாறி, இரு-அடிப்படை, இரட்டை"
"ബൈനറി കോഡ്, ബൈനറി കോഡ്","பைனரி குறியீடு, பைனரி குறியீடு"
കളി താരം,விளையாட்டு நட்சத்திரம்
ബൈനറി രീതി,பைனரி முறை
ദ്വിമുഖം,இரட்டை பக்க
ബോണ്ട്,பத்திரம்
"ബൈനോക്കുലർ, ബൈനോക്കുലർ","தொலைநோக்கி, தொலைநோக்கி"
ബൈനറി,பைனரி
ദ്വിപദ വിതരണം,இருவகைப் பரவல்
"ദ്വികേന്ദ്രം, ദ്വികേന്ദ്രം, ബൈന്യൂക്ലിയേറ്റഡ്","இருமைய, இருமைய, இரு அணுக்கரு"
ബയോഡൈനാമിക്സ്,உயிரியக்கவியல்
ബയോ ഇലക്ട്രോണിക്സ്,உயிர் மின்னணுவியல்
ജൈവഭൗതികശാസ്ത്രജ്ഞൻ,உயிர் இயற்பியலாளர்
ബയോഫിസിക്സ്,உயிர் இயற்பியல்
ജൈവ ഉപഗ്രഹം,உயிரியல் செயற்கைக்கோள்
