Odiya,Gujarati
ଦୁର୍ଗସ୍,કૃષિવિજ્ologyાન
Agrotype,કૃષિવંશ
ବାୟୁ ପ୍ଲାଣ୍ଟ |,વિમાન
ଆକିଓଚି ମାଟି |,અકીયોચી માટી
ଆଲବିନିମ୍,માદા
Altfisolles,ક alંગું
ଆଲିଜି |,શેવાળ
Alegal ରୋଗ,મૂર્ત રોગ
ଆଲକାଲି ପାଣି |,ક્ષારયુક્ત પાણી
କ୍ଷାରିକ |,ક્ષુદ્ર
ଆହେଲେ |,એલીલ
ଆଲଲେଇଚିକ୍,એલેલોકેમિકલ્સ
ଆଲୋଲେମୋର୍ଫେଫେଫେଫ |,એલેલોમોર્ફ
ଆଲୋଲୋପାଥି |,અખરોશ
ଆଲି କ୍ରପ୍ କରିବା |,એલી પાક
Alloarcy,ફાળવણી
ଆଲଗଲାମି |,સહ -સંબંધ
Allomitry,એલોમેટ્રી
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,ફિલોપ્લોઇડ
Allosynapp ଗୁଡିକ (ଆଲିଷ୍ଟିଣ୍ଡେସ୍),એલોસિનાપ્સિસ (એલોસિન્ડિસિસ)
ବିକଳ୍ପ ନୋଟିଂ |,વૈકલ્પિક બેરિંગ
ବିକଳ୍ପ ଭୂମି ବ୍ୟବହାର |,વૈકલ્પિક જમીનનો ઉપયોગ
ପରିବେଶ,ઠેકડેલું
ଅମୃତାରା,ઉદ્ધત
ଅମିତୋସାଇସ୍ |,ક્ષુત્વ
ଅମୃତନ,મરણોત્તર
ଆମୋନିଫିକେଟ୍,ચંદ્ર
ଆମୋନିଫାୟର୍,એમોનિફાયર
ଅମୋରଫ,આતુર
ଆମ୍ଫିମିକ୍ସିସ୍ |,Amાળ
ଆମ୍ଫୋଷ୍ଟିକ୍ |,અતિશય
ଆନାବୋଲିଜିମ୍ |,અનોખા
ଆନାରୋବେ |,એનોરોબ
ଆନୁପ୍ଲଏଡ୍ |,Anડતું
କୋଣ ବୃକ୍ଷ,અંકિત -વાવેતર
ପଶୁ କୁମ୍ଭାରୀ,પશુપાલન
ପଶୁ ମନା କରେ |,પશુ ઇનકાર
ଆନିମେଟ୍ ଶକ୍ତିମାନ |,સજીવ
Aningoploid,શિરદર્શક
ବାର୍ଷିକ ଉଦ୍ଭିଦ |,વાર્ષિક પ્લાન્ટ
ବାର୍ଷିକ,વાર્ષિક
ଆନେସିଟି,કળશ
ଆନ୍ଥ୍ରାକ୍ସ |,એક જાતની નશરીય
ଆନ୍ଥ୍ରୋପେନିକ୍ କାରକ |,માનવ -પરિબળ
ଆଣ୍ଟିବାସିସ୍,એન્ટિબાઈસિસ
ଆଣ୍ଟିବାୟୋଟିକ୍ |,એન્ટિબાઇટર
ପ୍ରତିକାର,મારોશત
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |,એન્ટી ox કિસડન્ટો
ଆଣ୍ଟିଟୋକ୍ସିନ୍ |,પુષ્પ
ବ୍ରହ୍ମାଣ୍ଡ,હડંગું
ଆପିଡ୍ |,Apષધ
ଆପିକାଲ୍ ଗୁଣ୍ଡ |,ક budદડી
ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |,મડાગાંઠ
ଆପିକାଲ୍ଟର୍ (ମହୁମାଛି ରଖିବା),માપી (મધમાખી રાખવી)
ଆପୋମିକ୍ସସ୍ |,અનુવાદ
ଆପୋଟୋଏସ୍,એપોપ્ટોસિસ
ଅନୁକ୍ରମଣିକା,સંલગ્ન
ଭୋକକାରୀ,મોહક
ପ୍ରୟୋଗ କରାଯାଏ |,લાગુ કરવું
ଜଳୀୟ ତୃଣ,જળચર નીંદણ
ଅର୍ବ୍ରାଲ୍ |,વૃક્ષને લગતું
ସ୍ଥାପନ |,હવાઇકરણ
ପ୍ରତ୍ନତାତ୍ତ-ବଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |,સર્વસામાન્ય રેકોર્ડ
କ୍ଷେତ୍ର ପରିସଂଖ୍ୟାନ,ક્ષેત્ર આંકડા
କ୍ଷେତ୍ର,વિસ્તાર
ARID ECOSYSem |,શુષ્ક ઇકોસિસ્ટમ
ଅରିଲ୍,અણીદાર
ସୁଗନ୍ଧ,સુગંધ
ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |,સુગંધિત છોડ
ସୁଗନ୍ଧିତ ଚାଉଳ |,સુગંધિત ચોખા
ତୀର,તંગર
ଆସେସିସ୍,મહાપમાવર
ଅଭିଯୁକ୍ତ,ખસી
ଶ୍ୱେକାର ପ୍ରଚାର,અજાતીય પ્રચાર
ଆମ୍ପେ,પરાકાષ્ઠા
ସମ୍ପତ୍ତି,અસ્ક્યામત
ଆସିମେଇର |,આત્મસાત
ସଙ୍ଗଠନ,મંડળ
Astringent,આહલાદક
ଆସନାପାସୀ |,અસમપ્રાપ્ત
ସଂଲଗ୍ନବାଦ,તૃષ્ણા
ପରମାଣିଜର,અણમા
ଆଟ୍ରୋଫି |,કૃશતા
ଅଟୋଗାମି |,સ્વતસ્તરી
ଅଟଲିସିସ୍ |,સ્વચાલનતા
AroutDation,સ્વચાલિત થાંભલા
ଅଟୋପୋଲାପ୍ଲୋଡ୍ |,સ્વોલપ્લોઇડ
Auxins,Uxક્સિન્સ
Awn (ବ୍ରଷ୍ଟଲ୍),AWN (બરછટ)
ବାଦାମ |,બદામ
ଆଲୋ,કુંવાર
ଅମରାନ୍ତିନ |,અમરાન્થસ
ଆମି,ક amંગું
ଅଜାନର ଘାସ |,અંજાન ઘાસ
ଆଠର୍ିୟମ୍ |,ગૂંજ
"ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |","ઓનલા, ભારતીય ગૂસબેરી"
ଆପଲ୍,સફરજન
ଆପ୍ରିକେଟ୍ |,દુર્દ્રાવી
ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |,જાસ્મિન
Areca but,અરેકા અખરોટ
ଅର୍ଜନୁନ୍,ખલાસી
ଆସଫୋଏଡା,અફેટીડા
ପାଉଁଶ ଗୁଣ୍ଡ |,રાખ
ଅଶୋକା ଗଛ |,અશોક વૃક્ષ
ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା),એશ્થમા નીંદણ (યુફોર્બિયા)
ଅସରପା,શતાવરીનો શતાાયણ
ଆଭୋକାଡୋ |,એવોકાડો
ଆଲଫାଲଫା (ଲୁସେର୍ନ),અલ્ફાલ્ફા (લ્યુસર્ન)
ପିମ୍ପୁଡ଼ି,કીડી
ଆପିଡସ୍ |,એફિડ
ସେନା ପୋକ,સૈન્યમાં
କୃଷି ଅର୍ଥନୀତିଜ୍ଞ,કૃષિ -અર્થશાસ્ત્રી
କୃଷି ବିସ୍ତାରବାଦୀ |,કૃષિ વિસ્તરણવાદી
କୃଷି ବ scientist ଜ୍ଞାନିକ |,કૃષિ -વિજ્ scientાન
କୃଷି ଅଞ୍ଜିନକାରୀ |,ખેતી ઈજનેર
Agrobiooglist,કેરોગવિજ્ologistાન
ସହଯୋଗୀ,કૃષિવિજ્istાની
Agropsicsicst,કૃષિવિજ્stાન
ପଶୁ ପ୍ରଜନକ |,પશુ સંવર્ધક
ବାକିଲସ୍ ଭାଇରସ୍ |,બેસિલસ વાયરસ
ବାଣ୍ଡିଲସ୍ |,દંભ
ଜୀବାଣୁ,જીવાત
ବିରାଇଓଟୋକ୍ସିନ୍ |,કોઇ
ବାଗାସେସ୍ |,મસાલા
ତୂଳନା ପତ୍ର,સરવૈયા
ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |,શેતરાન
ବାର୍ ଚିତ୍ର |,આકૃતિ
ଭୁକିବା |,ભડકો
ବାରୋମିଟର |,બાહુદ માળખાં
ବନ୍ଧ୍ୟା,ઉજ્જડ
ଆଧାର,પાયો
ବାସନ,ઉજવણી
ପରଫିପାଲ୍ |,બીક
ଆଧାର ତୁଲମ୍ |,દરિયાકાંઠે
ବାଇ ମ so ସୁମୀ |,ચોમાસા
ଉଦ୍ଭିଦ ବହନ,પધ્ધદનો છોડ
ଶଯ୍ୟା,પથારી
ଶଯ୍ୟା,ઘાને
ଶଯ୍ୟା,નાળ
ବିଟ୍ ଗୁଣ୍ଡ |,બીટ દાળ
ଘଣ୍ଟି,ધૂન
ବେଲ୍ଟ,બેલ્ટ
ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,લાભ આપતી કિંમતે વિશ્લેષણ
ପକ୍ଷପାତ (ନମୁନା),પક્ષપાતી (નમૂના)
ବିଏନୋନିଆଲ୍,દ્વિવાર્ષિક
Binomial,દ્વિપદી
ବାୟୋଲାଇଜେଣ୍ଟ |,જૈવિક
ବାୟୋସେଡିକ୍ |,જૈવ
ବାୟୋହୀ,બાયનર્જી
ବାୟୋନୋମିକ୍ସ |,જીવવિજ્icsાન
ବାୟୋରାକ୍ଟର,બાયરોએક્ટર
ବାୟୋସଫିର୍,જીવશોષ
ବାୟୋଟିକ୍ |,જૈવિક
ବାୟୋଟାଇପ୍ |,જંતુઓ
ବିସେକ୍ସୁଆଲ୍,દ્વિલિંગી
ଖାଲି,નિસ્તેજ
ବିସ୍ଫୋରଣ,વિનોદ
ମିଶ୍ରଣ,મિશ્રણ
ଶୁକ୍ର,વાંક કા blવો
ଫୁଲା,ફટકો
ବ୍ଲୁ ବିପ୍ଳବ,ક્રાંતિ
ତଳ ଉତ୍ତାପ ଚାମ୍ବର |,તળિયે ગરમીનો ઓરડો
ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |,તળિય ગરમીની તકનીક
ଶାଖା,ક brંગું
ଶାଖା,શાખા
ଶାଖା,શાખા -શાખા -શાખ્ય
ପ୍ରଜାତି,ઉછેર
ପ୍ରଜନନ,ઉછેર
ଉଜ୍ଜ୍ୱଳ,કોઇ
Etod,ક brંગું
ବଡିଙ୍ଗ,જાંબુડી
ବଜେଟ୍,અંદાજપત્ર
ବଫର୍,બફર
ବଲ୍ବ,ગોળાકાર
ବଣ୍ଟନ,સંલગ્ન
ଉତ୍ପାଦ ଦ୍ୱାରା,પેટા-પેદાશ
ବାବୁଲ ଆକାସିଆ |,બબુલ બાવળ
ଶିଶୁ ମକା |,બાળક મકાઈ
ବାଥ୍,બેલ
ବିଲ୍,બાલ
ବାଲସାମ,બાલસમ
ବାଉଁଶ,વાંસ
କଦଳୀ,કરડ
ବାନିଆନ୍ ଗଛ |,વડ નું વૃક્ષ
ବାର୍ଲି,જવ
ବରଗାର୍ଡ ମିଲେଟ୍ |,બાર્નેયાર્ડ બાજરી
ବେସନ,એક જાતનો છોડ
ବଷ୍ଟାର୍ଡ ​​ଏରସ,બેસ્ટાર્ડ દેવદાર
ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |,બેસ્ટર્ડ માયરોબાલન
ବାହୁଏସିଆ,બૌહિનીયા
ଦୁ very ଖଦ,ખાડી
ବିନ୍,બીન
ବିଲାତି,સલાદ
ବେଲାଣ୍ଡୋନା,બાલ્ટડોન્ના
ହେ,બેવકૂફ
Berseim,ઠપકો આપવો
Beelt,સોપારી
ବିଲିମ୍ବି,બિલોમ્બી
ତିକ୍ତ ଗୁଣ୍ଡ |,કડવી દારૂ
କଳା ଗ୍ରାମ,કાળો ગ્રામ
କଳା ନାଇଟ୍ଶେଡ୍ |,કાળી નાઈટશેડ
ବଗିନିଭିଆ |,બોગૈનવિલે
ବୋତଲ ବ୍ରଶ |,બોટ
ବୋତଲ ଗୋବଲଙ୍କ |,બોટલ ગોળા
ବାକ୍ସ ଗଛ,બ boxટ -ઝાડ
ରୁଟି ଫଳ,બ્રેડ ફળો
Bridal creper,લગ્ન સમારંભ
ବ୍ରିନଜାଲ୍ |,શોરબકોર
ବ୍ରଡ୍ ବିନ୍ |,વ્યાપક બીન
ବ୍ରୋକୋଲି,કોતરણી
ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |,બ્રસેલ્સ sprout
ବାଲକ୍ୟୁଟ,બિયાં સાથેનો દાણો
ବଟି,Butોરિયા
ବ୍ୟାଣ୍ଡିକୋଟ୍ |,એક જાતની નાની ભડકી
ଭାଲୁ,સહન કરવું
ପୋକ,ભમરો
ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |,ફોલ્લો ભમરો
ନୀଳ ଷଣ୍। |,વાદળી બળદ
ବୋଲ୍ ପୋକ,Bણપત્ર
ପ୍ରଜାପତି,બ butterટરફ્લાય
ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |,જીવાણુવિજ્ologistાની
ବାୟୋକେମିଷ୍ଟ |,જૈવ રસાયણાકાર
ଜୀବବିଜ୍ଞାନୀ |,જીવવિજ્ologistાન
ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ,જીવવિજ્ologistાની
ଉଦ୍ଭିଦଦାତା,વનસ્પતિશાસ્ત્ર
C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |,સી ભેજ લાક્ષણિકતા વળાંક
ପିଠା,કેક
ସହଭାଗୀ,ગુણવાળું
କାଲସିଫିକେସନ୍ |,ચુન્યાસ
ଫସଫେଟର କାଲକେଣ୍ଟ |,ફોસ્ફેટનું ગણતરી
ଚତୁରତା,ઉશ્કેરાટ
କୁଲସ୍,ક callલસ
କାଲିକ୍ସ,Calાળ
କାଲିକ୍ସ-ଏଣ୍ଡ |,ક calલિક્સનો અંત
କାମ୍ବିୟମ୍,કણસ
କାକର,ક canંગું
କ୍ୟାନିଂ,ડબ્બા
ଛାତ,છત્ર
ପୁଞ୍ଜି,પાટનગર
କାଗଶ,કરચલીકરણ
Capsule,ક capંગલ
କାର୍ବନ୍ରେଟେଡ୍ |,કાર્બન
କାର୍ବୋନିଅନାଇଜେସନ୍ |,કાર્બનલાઇઝેશન
କାର୍ପେଲ,કળ
କାର୍ପସ୍ |,કળશ
କାଷ୍ଟିଂ,કિલ્લો
କାଟାବୋଲିଜିମ୍ |,વિસર્જન
କାଟାଲିସିସ୍ |,ઉદ્દીપન
କୀଟପତଙ୍ଗ,ઈયળ
C- DNA ଲାଇବ୍ରେରୀ |,સી-ડી.એન.એ.
ଛାତ,છત
କକ୍ଷ,ઓરડું
କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |,કેન્દ્રીય નેતા પદ્ધતિ
ସେଣ୍ଟ୍ରିକ୍ |,કેન્દ્ર બનાવવી
ଶତକଡ଼ା,કેન્દ્રો
ସେଣ୍ଟ୍ରିଫେଜ୍ |,કેન્દ્ર
ସେଣ୍ଟ୍ରିଓନ୍ |,કેન્દ્ર
ସେଣ୍ଟ୍ରୋଜେନିକ୍ |,કેન્દ્રોવાળું
ସେଣ୍ଟ୍ରୋଜେନସ୍ |,કેન્દ્રો
କୀପତି,કરકસર
ଶସ୍ୟ,ધારણ
ପ୍ରମାଣପତ୍ର,પ્રમાણપત્ર
ସାର୍ଟିଫାଏଡ୍ ବିହନ |,પ્રમાણિત બીજ
ଚାଉଳ,કણ
ଚେଲାଜା |,ચલાઝા
କେମୋଟ୍ରୋପିମ୍ |,વાદળવિજ્ismાન
ଚିୟମା,જાંબુડિયા રંગ
ଥଣ୍ଡା ଘଣ୍ଟା |,ઠંડક કલાકો
ଚିଲିଂ ଆଘାତ |,ઠંડક ઇજા
ଚିମେରା |,તંગ
ଚୋରାନେଣ୍ଟି |,કળ
କ୍ଲୋରୋଫିଲେଲ୍ |,હરિતદ્રવ્ય
ଚୋରୋରୋସାଇସ୍,હરિતદ્રવ્ય
ଚୋରୋରୋଲୋଜି |,હરિતદ્રવ્ય
କ୍ରୋମାମାସିଡ୍ |,ક્રોમેટિડ
ଚ୍ରୋମାଟିନ୍ |,ક્રોમટિન
ଚ୍ରୋମାଟୋଗ୍ରାଫି,ક્રોમશલિઓ
ଚୋରମାଟୋଲିଆସିସ୍,ક્રોધિતતા
କ୍ରୋମେଣ୍ଟ୍ରେ |,ક્રોમોસેન્ટ્રી
ଚେରମୋଲେନ୍ସେସ୍,ક્રોમતત્વ
କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |,રંગભૂમિ
କ୍ରୋମୋଜୋମ୍,રંગબેરંગી
କ୍ରନିକ୍,કાયમી
କୃଷି,સિત્તર
କ୍ଲାନ୍ତ,કવડો
ବର୍ଗୀକରଣ,વર્ગીકરણ
ମାଟି,માટી
ସଫା କରିବା,સફાઈ
କ୍ଲିସିଷ୍ଟଗାମି |,રોટી
ଜଳମୟ ଫଳ |,ઘાતકી ફળ
ଜଳବାୟୁ,વાતાવરણ
କମ୍ପନୋଲୋଜି,આબોહવાવિજ્ologyાન
କ୍ଲିପର୍,જાડું
କ୍ଲାନ୍ତ,ગાલ
କ୍ଲୋନ,ક્લોન
ମେଘ,વાદળ
Ump ୁଲା |,ઝગડો
କ୍ଲଷ୍ଟର,ઝગડો
କଠିନ,બરછટ
କୋଟ୍ (ବିହନ),કોટ (બીજ)
ନଡିଆ,કોપરો
ସହଯୋଗୀ,કોનઝાઇમ
ଘନିଷ୍ଠ,સુશોભન
କୋର,Coાંકણ
କୁଲେରରିଜା,કોયડો
କଲର,કોઠાર
କୋଲଏଡ୍ (ମାଟି),કોલોઇડ (માટી)
କୋନିଲେଲା,જાંબુડિયા રંગનું બનેલું
ସ୍ତମ୍ଭ,કોલમ
ପ୍ରଶଂସା,સંપ્રદાય
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ,વેપારી બેંક
ଦ୍ରବ୍ୟ,કોડ્યુ
ସମ୍ପ୍ରଦାୟ,સમુદાય
ସଙ୍କୋଚନ (ମାଟିର),કોમ્પેક્શન (માટીનું)
ସୁସଙ୍ଗତତା,સુસંગતતા
ସୁସଙ୍ଗତତା,સુસંગતતા
କ୍ଷତିପୂରଣ,વળતર
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
ସମ୍ପୃକ୍ତ ଫସଲ,પૂરક પાક
ଜଟିଳ,સંકુલ
ଉପାଦାନ,ઘટક
ରଚନା,-નું જોડાણ
କମ୍ପୋଷ୍ଟ,કંપોસ્ટ
ଯ ound ଗିକ ଆଗ୍ରହ |,સંયોજન વ્યાજ
ଗଣନା,ગણતરી
କମ୍ପ୍ୟୁଟର,કોમ્પ્યુટર
ଏକାଗ୍ରତା,એકાગ્રતા
କଣ୍ଡିସନର,શરત
ଆଚରଣ,વાહકતા
ବିନ୍ୟାସ,ગોઠવણી
ଅନୁକୂଳ,સુસંગતતા
ଦ୍ୱନ୍ଦ୍ୱ,મૂંઝવણભર્યું
ମିଳିତତା,જોડાણ
ସଂଯୋଗ,સંબંધક
ସଂରକ୍ଷଣ,સંરક્ષણ
ସଂସ୍ଥାଗୁଡ଼ିକ,એકીકરણ
ନିରନ୍ତର,ઘટ
ଗ୍ରାହକ,ગ્રાહક
ବ୍ୟବହାର,વપરાશ
ପ୍ରଦୂଷଣ,દૂષણ
ବିଷୟବସ୍ତୁ ବୃକ୍ଷ,સમોચ્ચ વાવેતર
ବିଷୟବସ୍ତୁ,સમતૈલી
ଚୁକ୍ତିନାମା ଚାଷ,કરાર -ખેતી
ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |,નિયંત્રિત સંગ્રહ
ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |,સહકારી બેંક
ସହଯୋଗ,ભૌતિક
ସହଯୋଗୀ,ક copંગું
କରମ୍,કોતર
କରୋଲଲା,કોથળી
କର୍ଟେକ୍ସ,કોતરણી
ମୂଲ୍ୟ,ખર્ચ
କୋଟିଲିଡନ୍ (ବିହନ),કોટિલેડોન (બીજ)
କ୍ରେଡିଟ୍ ସମାଜ |,ધિરાણ મંડળી
କ୍ରେଡିଟ୍,જમા
କ୍ରେସର୍ମର,લેણદાર
କ୍ରେଷ୍ଟଷ୍ଟ,ખરબચડું
ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |,કરચલી
ସଙ୍କଟ,સંકટ
ମାନଦଣ୍ଡ,માપદંડ
ଗୁରୁତର,વિવેકી
କ୍ରପ୍ ବୀମା |,પાક વીમો
ଫସଲ loan ଣ,પાક -લોન
ଫସଲ,પાક
କ୍ରପ୍ ଏରିଆ |,પાક વિસ્તાર
କ୍ରସ୍-ଅସଙ୍ଗତ |,વળગાડ
ମୁକୁଟ (ଉଦ୍ଭିଦ),તાજ (છોડ)
ଖଣ୍ଡ,ભડકો
ଭୂତଳ,બંદર
କ୍ରିପ୍ଟୋଗାମ୍ |,ગુપ્ત
CULE (ଫଳ),કુલ (ફળો)
କୁଲମ୍,ક culંગું
ଚାଷ ଜ,ખેડૂત
ଚାଷ,ખેતી
ପତ୍ରିକା,ખેડૂત
ସଂସ୍କୃତି,સંસ્કાર
କ୍ୟୁସିଂ,ઉપચાર
କୁଞ୍ଚଳ,કરચલી
ମୁଦ୍ରା |,ચલણ
କୁମଲେ,પહાડીચણો
କାଟିବା,કાપવા
Cyst,કોતરણી
ସାଇଟୋଚ୍ରୋମ୍ |,કોયડો
ସାଇଟୋଗାମି |,ચિત્ત્રમણિકા
ସାଇଟୋଜେନେସୀ |,ચક્રાક્રમ
ସାଇଟୋଜେନେଟିକ୍ସ,સાયટોજેનેટિક્સ
ସାଇଟୋୋକାଇନ୍ସିସ୍,ચિત્તભ્રમ
ସାଇଟୋଲୋଜି,મનોહરવિજ્ cyાન
CYTOYLISISISTS,કોયતરો
ସାଇଟୋମେରେ,કોથળી
ସାଇଟୋପ୍ଲାଜମ୍,કોયડો
ବନ୍ଧାକୋବି,કોબી
କାକଟସ୍ |,કactક્ટસ
କ୍ୟାଲେଣ୍ଡୋୁଲା |,ક calંડન
କାନାରି ଘାସ (ଫାର୍ଲିସ୍),કેનેરી ઘાસ (ફાલારિસ)
କାନନା |,ઝેર
କ୍ୟାପିଟିସ୍,કળણ
Capsicum,ક capંગિકમ
କାରାମୋବୋଲା |,કોથળી
କାରାସା |,કાર્પા
କାର୍ଡାମୋମ |,ઇલાયચી
କାର୍ନେସନ୍ |,સંતાડ
ଗାଜର,ગાજર
କାଜୁ ବାଦାମ |,કાજુ
କ୍ୟାସିୟା,કાસિયા
କାଷ୍ଟର |,એરપોર
ଫୁଲକୋବି |,ફૂલકોબી
ସେଲରି,કચુંબરની વનસ્પતિ
ଚମ୍ପାକ୍,ચેમ્પ
ଚେନୋପୋଡିୟମ୍,ચેતાન
ଚେରି ଟମାଟୋ |,ચેરી ટમેટા
ଚେରି,ચેરી
"ଛେନା, ଗ୍ରାମ |","ચણા, ગ્રામ"
ଚିଲିସ,મરચાં
ଚୀନ୍ ଟର୍ପେଣ୍ଟାଇନ୍ ଗଛ |,ચાઇના ટર્પેન્ટાઇન ટ્રી
ଚୋ-ଚାଉ,ચો-ચો
ChrysSanthemumum,ક્રાયસન્થેમમ
"ଚୁଫା, ପୃଥିବୀ ବାଦାମ |","ચુફા, પૃથ્વી બદામ"
ସୋହୋରୀ,ચિત્ત
ଚିନାବାଦାମ |,તજ
ଆରଟନ୍ |,સિટ્રોન
ସାଇଟ୍ରନେଲିଲା ଘାସ |,સિટ્રોનેલા ઘાસ
ଜସ୍ମିନ୍ ଚ cl େ |,ચ bingતી જાસ્મિન
ଲବଙ୍ଗ,ફાટવું
କ୍ଲଷ୍ଟର ବିନ୍ |,કલગીર બીન
କୋକୋ,કોકો
ନଡ଼ିଆ |,નારિયેળ
କଫି,કોફી
କୋଲସ,કોલસ
କୋଲୋସିସିଆ,કોલોકસિયા
