Gujarati,Malayalam
પ્રવેગક તરંગ,ത്വരണം തരംഗം
પ્રવેગક,ആക്സിലറേറ്റർ
"પ્રવેગક, પ્રવેગક*","ത്വരിതപ്പെടുത്തുക, ആക്സിലറേറ്റർ*"
પ્રવેગક સમીકરણ,ആക്സിലറേറ്റർ സമവാക്യം
એક્સિલરેટર*,ആക്സിലറേറ്റർ*
એક્સેલરોમીટર,ആക്സിലറോമീറ്റർ
એક્સેલરોમીટર મેચિંગ,ആക്സിലറോമീറ്റർ പൊരുത്തപ്പെടുത്തൽ
prestresser,പ്രിസ്ട്രെസർ
માન્ય અક્ષરો,സാധുവായ പ്രതീകങ്ങൾ
સ્વીકૃતિ કોણ,സ്വീകാര്യത കോൺ
સ્વીકૃતિ સ્પષ્ટીકરણ,സ്വീകാര്യത സ്പെസിഫിക്കേഷൻ
સ્વીકાર્ય પરીક્ષણ,സ്വീകാര്യമായ പരിശോധന
"સ્વીકારનાર*, સ્વીકારનાર","സ്വീകരിക്കുന്നവൻ*, സ്വീകരിക്കുന്നവൻ"
રીસેપ્ટર અણુ,റിസപ്റ്റർ ആറ്റം
રીસેપ્ટર બોન્ડ,റിസപ്റ്റർ ബോണ്ട്
રીસીવર સર્કિટ,റിസീവർ സർക്യൂട്ട്
રીસેપ્ટર સ્તર,റിസപ്റ്റർ ലെവൽ
દાતા પરમાણુ,ദാതാവിന്റെ തന്മാത്ര
રીસેપ્ટર મિલકત,റിസപ്റ്റർ പ്രോപ്പർട്ടി
રીસેપ્ટર મિલકત સ્તર,റിസപ്റ്റർ പ്രോപ്പർട്ടി ലെവൽ
પ્રવેગક નળી,ആക്സിലറേറ്റർ ഹോസ്
"પ્રવેશ, રાહ, પ્રવેશ","പ്രവേശനം, കാത്തിരിപ്പ്, പ്രവേശനം"
ભુજ એક્સેસ,ഭുജിലേക്ക് പ്രവേശിക്കുക
ઍક્સેસ સિસ્ટમ,ആക്സസ് സിസ്റ്റം
ઍક્સેસ સમય,പ്രവേശന സമയം
ઉપલ્બધતા,പ്രവേശനക്ഷമത
"વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ","അധിക, ഓക്സിലറി, ആക്സസറി (v, ), ആക്സസറികൾ"
વધારાના પ્રતિબંધો,അധിക നിയന്ത്രണങ്ങൾ
સંયોગ,യാദൃശ്ചികം
આકસ્મિક કરેક્શન,ആകസ്മികമായ തിരുത്തൽ
આકસ્મિક બાયોજેનેસિસ,ആകസ്മികമായ ബയോജനസിസ്
આકસ્મિક ડાયવર્ઝન,ആകസ്മികമായ വഴിതിരിച്ചുവിടൽ
મુલાકાતી ભૂલ,സന്ദർശക പിശക്
"અચાનક સ્ટોપ, એકાએક સ્ટોપ","പെട്ടെന്ന് നിർത്തുക, പെട്ടെന്ന് നിർത്തുക"
આકસ્મિક ટ્રાન્સમિશન,ആകസ്മികമായ കൈമാറ്റം
રેન્ડમ ભિન્નતા,ക്രമരഹിതമായ വ്യതിയാനം
ગોઠવણ,ക്രമീകരിക്കൽ
સ્થિત,സ്ഥാനം പിടിച്ചു
સંચિત ભૂલ,സഞ്ചിത പിശക്
"સંચય, સંચય","ശേഖരണം, ശേഖരണം"
ઊર્જા સંગ્રહ,ഊർജ്ജ സംഭരണം
સંચયક*,ശേഖരണം*
ચોકસાઈ,കൃത്യത
વાસ્તવિકતા,റിയാലിറ്റി
વાસ્તવિક સાધન અવલોકન,യഥാർത്ഥ ഉപകരണ നിരീക്ഷണം
ચોક્કસ શ્રેણી માર્કર,കൃത്യമായ റേഞ്ച് മാർക്കർ
ચોકસાઇ સ્કેનીંગ,കൃത്യമായ സ്കാനിംഗ്
પ્રેક્ટિસ,പ്രാക്ടീസ്
એક્સિલરેટર સેલ*,ആക്സിലറേറ്റർ സെൽ*
વર્ણહીન લેન્સ*,അക്രോമാറ്റിക് ലെൻസ്*
વર્ણહીન*,അക്രോമാറ്റിക്*
વર્ણહીન વિશ્લેષક,അക്രോമാറ്റിക് അനലൈസർ
આવર્તન તટસ્થ એન્ટેના,ഫ്രീക്വൻസി ന്യൂട്രൽ ആന്റിന
વર્ણહીન આકાર,അക്രോമാറ്റിക് ആകൃതി
વર્ણહીન ફ્રિન્જ,അക്രോമാറ്റിക് തൊങ്ങൽ
વર્ણહીન લેન્સ*,അക്രോമാറ്റിക് ലെൻസ്*
વર્ણહીન બિંદુ પાથ,അക്രോമാറ്റിക് പോയിന്റ് പാത
વર્ણહીન લેન્સ,അക്രോമാറ്റിക് ലെൻസ്
વર્ણહીન પ્રિઝમ,അക്രോമാറ്റിക് പ്രിസം
વર્ણહીન ટેલિસ્કોપ,അക്രോമാറ്റിക് ടെലിസ്കോപ്പ്
વર્ણહીનતા*,അക്രോമാറ്റിറ്റി*
વર્ણહીનકરણ*,അക്രോമാറ്റിസേഷൻ*
વર્ણહીનતા*,അക്രോമാറ്റിറ്റി*
"સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન","ഇലാസ്റ്റിക്, അൺഫ്രാക്റ്ററി, റിഫ്രാക്ടറി"
"એકોર્ન નળી, બંજુ નળી","അക്രോൺ ഹോസ്, ബഞ്ചു ഹോസ്"
લઘુચિત્ર વાલ્વ,മിനിയേച്ചർ വാൽവ്
ઇકોફોની,എക്കോഫോണി
એકોસ્ટિક,അക്കോസ്റ്റിക്
એકોસ્ટિક શોષકતા,അക്കോസ്റ്റിക് ആഗിരണം
એકોસ્ટિક એટેન્યુએશન ગુણાંક,അക്കോസ്റ്റിക് അറ്റൻവേഷൻ കോഫിഫിഷ്യന്റ്
એકોસ્ટિક એટેન્યુએશન,അക്കോസ്റ്റിക് അറ്റൻവേഷൻ
એકોસ્ટિક ચોર એલાર્મ,അക്കോസ്റ്റിക് കള്ളൻ അലാറം
એકોસ્ટિક ક્ષમતા,അക്കോസ്റ്റിക് കപ്പാസിറ്റൻസ്
સુનાવણી કેન્દ્ર,ശ്രവണ കേന്ദ്രം
એકોસ્ટિક સમજૂતી,അക്കോസ്റ്റിക് വിശദീകരണം
એકોસ્ટિક કવર,അക്കോസ്റ്റിക് കവർ
એકોસ્ટિક પ્રતિભાવ,ശബ്ദ പ്രതികരണം
એકોસ્ટિક ઘટક,അക്കോസ്റ്റിക് ഘടകം
એકોસ્ટિક વાહકતા,ശബ്ദ ചാലകത
એકોસ્ટિક ભીનાશ,അക്കോസ്റ്റിക് ഡാംപിംഗ്
એકોસ્ટિક વિક્ષેપ,അക്കോസ്റ്റിക് ഡിസ്പർഷൻ
સાઉન્ડ હેકર,സൗണ്ട് ഹാക്കർ
ધ્વનિ ઊર્જા*,ശബ്ദ ഊർജ്ജം*
એકોસ્ટિક ઊર્જા સમીકરણ,അക്കോസ്റ്റിക് ഊർജ്ജ സമവാക്യം
એકોસ્ટિક સમીકરણ,ശബ്ദ സമവാക്യം
એકોસ્ટિક પુનઃસ્થાપન,അക്കോസ്റ്റിക് പുനഃസ്ഥാപിക്കൽ
ક્લેડની આકાર,ക്ലാഡ്നി രൂപങ്ങൾ
એકોસ્ટિક ફિલ્ટર,അക്കോസ്റ്റിക് ഫിൽട്ടർ
અવાજ જનરેટર,ശബ്ദ ജനറേറ്റർ
એકોસ્ટિક જાળી,അക്കോസ്റ്റിക് ഗ്രേറ്റിംഗ്
એકોસ્ટિક અવબાધ*,ശബ്ദ തടസ്സം*
એકોસ્ટિક જડતા,അക്കോസ്റ്റിക് ജഡത്വം
એકોસ્ટિક તીવ્રતા,ശബ്ദ തീവ്രത
એકોસ્ટિક હસ્તક્ષેપ મીટર,അക്കോസ്റ്റിക് ഇടപെടൽ മീറ്റർ
એકોસ્ટિક હસ્તક્ષેપ ડિટેક્ટર,അക്കോസ്റ്റിക് ഇടപെടൽ ഡിറ്റക്ടർ
એકોસ્ટિક લેન્સ,അക്കോസ്റ്റിക് ലെൻസ്
ધ્વનિ રેખા,ശബ്ദരേഖ
એકોસ્ટિક માસ,അക്കോസ്റ്റിക് പിണ്ഡം
એકોસ્ટિક સામગ્રી,അക്കോസ്റ്റിക് മെറ്റീരിയൽ
એકોસ્ટિક અર્થ મુક્ત માર્ગ,അക്കോസ്റ്റിക് അർത്ഥം സ്വതന്ത്ര പാത
એકોસ્ટિક મોડ,അക്കോസ്റ്റിക് മോഡ്
એકોસ્ટિક અવાજ,അക്കോസ്റ്റിക് ശബ്ദം
એકોસ્ટિક ઓહ્મ*,അക്കോസ്റ്റിക് ഓം*
"એકોસ્ટિક પેનલ, એકોસ્ટિક બોર્ડ","അക്കോസ്റ്റിക് പാനൽ, അക്കോസ്റ്റിക് ബോർഡ്"
એકોસ્ટિક તબક્કો સ્થિર,അക്കോസ്റ്റിക് ഘട്ടം സ്ഥിരം
એકોસ્ટિક રીસીવર,അക്കോസ്റ്റിക് റിസീവർ
એકોસ્ટિક દબાણ,ശബ്ദ സമ്മർദ്ദം
ધ્વનિનો સપ્રમાણતાનો નિયમ,ശബ്ദത്തിന്റെ സമമിതി നിയമം
એકોસ્ટિક ટ્રાન્સમિશન,അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ
એકોસ્ટિક ગુણધર્મો,ശബ്ദ ഗുണങ്ങൾ
એકોસ્ટિક ક્વાડ્રુપોલ,അക്കോസ്റ്റിക് ക്വാഡ്രുപോള്
એકોસ્ટિક રેડિયેશન તત્વ,അക്കോസ്റ്റിക് വികിരണം മൂലകം
એકોસ્ટિક રેડિયેશન,അക്കോസ്റ്റിക് വികിരണം
સાઉન્ડપ્રૂફ,ശബ്ദപ്രതിരോധം
એકોસ્ટિક રેડિયોમીટર,അക്കോസ്റ്റിക് റേഡിയോമീറ്റർ
એકોસ્ટિક પ્રતિભાવ,ശബ്ദ പ്രതികരണം
એકોસ્ટિક પારસ્પરિકતા પ્રમેય,അക്കോസ്റ്റിക് റിസിപ്രോസിറ്റി സിദ്ധാന്തം
એકોસ્ટિક ઘટાડો પરિબળ,അക്കോസ്റ്റിക് റിഡക്ഷൻ ഘടകം
એકોસ્ટિક પરાવર્તન ગુણાંક,അക്കോസ്റ്റിക് പ്രതിഫലന ഗുണകം
એકોસ્ટિક રીફ્રેક્શન,ശബ്ദ അപവർത്തനം
એકોસ્ટિક પ્રતિકાર,ശബ്ദ പ്രതിരോധം
એકોસ્ટિક પ્રતિભાવ,ശബ്ദ പ്രതികരണം
એકોસ્ટિક સ્કેટરિંગ,അക്കോസ്റ്റിക് ചിതറിക്കൽ
સુનાવણી બિંદુ,ശ്രവണ പോയിന്റ്
એકોસ્ટિક કઠોરતા,അക്കോസ്റ്റിക് കാഠിന്യം
એકોસ્ટિક સિસ્ટમ,ശബ്ദസംവിധാനം
એકોસ્ટિક થર્મોમીટર,അക്കോസ്റ്റിക് തെർമോമീറ്റർ
એકોસ્ટિક વેગ,ശബ്ദ പ്രവേഗം
ધ્વનિ તરંગ,ശബ്ദ തരംഗം
એકોસ્ટિક,അക്കോസ്റ്റിക്
ધ્વનિ શોષણ ગુણાંક,ശബ്ദ ആഗിരണം ഗുണകം
ધ્વનિ શોષણ ઘટક,ശബ്ദ ആഗിരണം ഘടകം
એકોસ્ટિક સર્કિટ,അക്കോസ്റ്റിക് സർക്യൂട്ട്
એકોસ્ટિક પ્રતિભાવ,അക്കോസ്റ്റിക് പ്രതികരണം
એકોસ્ટિક વિલંબ રેખા,അക്കോസ്റ്റിക് കാലതാമസം ലൈൻ
એકોસ્ટિક વિકૃતિ,ശബ്ദ വികലത
એકોસ્ટિક એકોસ્ટિક્સ,അക്കോസ്റ്റിക് ശബ്ദശാസ്ത്രം
એકોસ્ટિક ફિલ્ટર,അക്കോസ്റ്റിക് ഫിൽട്ടർ
એકોસ્ટિક અવબાધ*,ശബ്ദ തടസ്സം*
ફોનોગ્રાફ,ഫോണോഗ്രാഫ്
એકોસ્ટિક ઓહ્મ*,അക്കോസ്റ്റിക് ഓം*
એકોસ્ટિક સતત,അക്കോസ്റ്റിക് സ്ഥിരാങ്കം
એકોસ્ટિક ફોનોન,അക്കോസ്റ്റിക് ഫോണോൺ
એકોસ્ટિક ટ્રાન્સમિશન સતત,അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ സ്ഥിരാങ്കം
ધ્વનિ રૂપાંતર ગુણાંક,ശബ്ദ പരിവർത്തന ഗുണകം
એકોસ્ટિક પ્રતિકાર,ശബ്ദ പ്രതിരോധം
એકોસ્ટિક કઠોરતા,അക്കോസ്റ്റിക് കാഠിന്യം
ધ્વનિ એકમ,ശബ്ദ യൂണിറ്റ്
સાઉન્ડપ્રૂફ,ശബ്ദപ്രതിരോധം
એકોસ્ટિક સાઇડ લાઇન,അക്കോസ്റ്റിക് സൈഡ് ലൈൻ
"ધ્વનિશાસ્ત્ર, ધ્વનિશાસ્ત્ર","ശബ്ദശാസ്ത്രം, ശബ്ദശാസ്ത്രം"
સાઉન્ડ મીટર,ശബ്ദ മീറ്റർ
ધ્વનિ દબાણ,ശബ്ദ സമ്മർദ്ദം
સંપાદન રડાર,ഏറ്റെടുക്കൽ റഡാർ
પ્રકાશસંશ્લેષણ રેડિયેશન,ഫോട്ടോസിന്തറ്റിക് റേഡിയേഷൻ
