Kannada,Marathi
ಪರ್ಯಾಯ ಸರಣಿ,पर्यायी मालिका
ಪರ್ಯಾಯ ಕಲ್ಪನೆ,वैकल्पिक गृहीतक
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಮ್,पर्यायी इष्टतम
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,पर्यायी परिणाम
ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ,अॅनालॉग-अंकी कनवर्टर
"ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,",अॅनालॉग संगणक
ವಿಶ್ಲೇಷಣೆ,विश्लेषण
ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ,सहप्रसरण विश्लेषण
ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ,गणन-डेटा विश्लेषण
ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ,भिन्नता विश्लेषण
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,विश्लेषणात्मक भूमिती
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,विश्लेषणात्मक कार्य
ಕೋನ,कोन
ಸ್ಪರ್ಶ ಕೋನ,स्पर्शिका कोन
ವಿಚಲನ ಕೋನ,विक्षेपण कोन
ಖಿನ್ನತೆಯ ಕೋನ,उदासीनता कोन
ವಿಚಲನ ಕೋನ,विचलन कोन
ವಿವರ್ತನೆಯ ಕೋನ,विवर्तन कोन
ಎತ್ತರದ ಕೋನ,उंची कोन
ಘಟನೆಯ ಕೋನ,घटनेचा कोन
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,प्रक्षेपण कोन
ಪ್ರತಿಬಿಂಬದ ಕೋನ,प्रतिबिंब कोन
ವಕ್ರೀಭವನದ ಕೋನ,अपवर्तन कोन
ತಿರುಗುವ ಕೋನ,रोटेशन कोन
ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ,परावर्तनाचा परिपूर्ण कोन
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,कोनीय प्रवेग
ಕೋನೀಯ ವೇಗ,कोनीय गती
ಕೋನೀಯ ವೇಗ,कोनीय गती
ಕೋನೀಯ ವೇಗ,कोनीय गती
ಉಂಗುರದ ಬೆರಳು,अनामिका
ಉತ್ತರ,उत्तर द्या
ಕೌಂಟರ್ ಉತ್ಪನ್ನ,काउंटर व्युत्पन्न
ಸಮಮಾಪನ ಕಾರ್ಯ,आयसोमेट्रिक फंक्शन
"ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ","कव्हर करण्यायोग्य, लागू, लागू"
"ಅರ್ಜಿ ಅರ್ಜಿ,",अर्ज अर्ज
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,लागू डायनॅमिक प्रोग्रामिंग
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,लागू भूमिती
ಅನ್ವಯಿಕ ಗಣಿತ,लागू गणित
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,लागू आकडेवारी
"ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು","अंदाजे, अंदाजे"
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,अंदाजे सतत कार्य
"ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ","मॅक्रो पद्धत, अंदाजे पद्धत"
ಅಂದಾಜು ಪರಿಹಾರ,अंदाजे उपाय
ಅಂದಾಜು ಸಮಸ್ಯೆ,अंदाजे समस्या
ಅಂದಾಜು ಆಸ್ತಿ,अंदाजे मालमत्ता
ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ,योग्यता चाचणी
ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ,आर्गॉन आकृती
ಸ್ವಯಂಪ್ರೇರಿತ,ऐच्छिक
"ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ","यादृच्छिक, यादृच्छिक"
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,अनियंत्रित स्थिरांक
ಉಚಿತ ಅಂಶ,मुक्त घटक
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,अनियंत्रित बिंदू
ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು,आर्किमिडीजचा कायदा
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,आर्किमिडीजचा कायदा
"ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ","चाप-लांबी, चाप-लांबी"
ವೃತ್ತದ ಚಾಪ,वर्तुळ चाप
ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ,व्यस्त साइन वितरण
ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ,व्यस्त साइन रूपांतरण
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","क्षेत्र, क्षेत्र"
ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ,प्रादेशिक कॉन्फिगरेशन
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ,जटिल संख्येचा कोन
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,अंकगणित सरासरी
ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ,डिजिटल ऑपरेशन
ಡಿಜಿಟಲ್ ಘಟಕ,डिजिटल युनिट
"ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ","कॉन्फिगरेशन, व्यवस्था"
"ವ್ಯೂಹ, ವ್ಯೂಹ","अॅरे, अॅरे"
ಕೃತಕ ಉಪಗ್ರಹ,कृत्रिम उपग्रह
ಕೃತಕ ವೇರಿಯಬಲ್,कृत्रिम व्हेरिएबल
ಏರಲು,चढणे
ಆರೋಹಣ,चढत्या
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,परिमाणाचा चढता क्रम
ಆರೋಹಣ ದರ್ಜೆ,चढत्या श्रेणी
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,असेंबलर भाषा
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ,",असाइनमेंट समस्या असाइनमेंट प्रश्न
ಸಹಾಯಕ ನಿಯಮ,सहयोगी नियम
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ,ऑपरेटर्सचा सहयोगी नियम
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,सहयोगी ऑपरेशन
ಒಡನಾಟ,सहवास
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,सरासरी गृहीत धरले
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,गृहीत संभाव्यता वितरण
"ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ,","कल्पना केली, स्वीकारली"
ಜ್ಯೋತಿಷ್ಯ,ज्योतिष
"ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್,",अंतराळ अभियंता अंतराळ अभियंता
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*,खगोलशास्त्रज्ञ*
ಖಗೋಳ ಗಡಿಯಾರ,खगोलशास्त्रीय घड्याळ
ಖಗೋಳಶಾಸ್ತ್ರ,खगोलशास्त्र
ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್,असममित वक्र
ಅಸಿಮ್ಮೆಟ್ರಿ,विषमता
ಲಕ್ಷಣರಹಿತ,लक्षणे नसलेला
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,त्रासदायक
ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ,प्रगतीशील अंदाजक
ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ,प्रतिगामी पक्षपाती अनुमानक
ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ,प्रतिगामी आचरण
ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ,आक्रमक वितरण कार्य
ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು,वर पसरलेला
ವಾತಾವರಣದ ಒತ್ತಡ,वातावरणाचा दाब
"ಯಾದೃಚ್ಛಿಕವಾಗಿ,",यादृच्छिकपणे
ಆಸ್ತಿ*,मालमत्ता*
ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ,विशेषता-नमुना-यंत्रणा
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,संवर्धित मॅट्रिक्स
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,स्वयंसंबंध गुणांक
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,स्वयंसंबंध कार्य
ಸಹವರ್ತಿತ್ವ,सहप्रसरण
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,स्वयंचलित संगणक
ಸ್ವಯಂ ಹಿನ್ನಡೆ,ऑटोरिग्रेशन
ಸಹಾಯಕ ಸಮೀಕರಣ,सहाय्यक समीकरण
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್),सरासरी नमुना क्रमांक वक्र (MPC वक्र)
"ಮೂಲತತ್ವ, ಮೂಲತತ್ವ","स्वयंसिद्ध, स्वयंसिद्ध"
ಮೂಲತತ್ವ ವಿಧಾನ,स्वयंसिद्ध दृष्टीकोन
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,संभाव्यता स्वयंसिद्ध
ಅಕ್ಷರೇಖೆ,अक्ष
ಭುಜಾಕ್ಷ,भुजक्षा
ಭೂಮಿಯ ಅಕ್ಷ,पृथ्वीचा अक्ष
ತಿರುಗುವ ಅಕ್ಷ,रोटेशन अक्ष
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,रोटेशन अक्ष
ಸ್ಪಿನ್ ಅಕ್ಷ,फिरकी अक्ष
ಪೋಸ್ಟ್ ಬದಲಿ,पोस्ट बदली
ನಂತರ,नंतर
ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ,बॅक इन्सर्टेशन फॉर्म्युला
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,संतुलित डिझाइन
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,ताळेबंद
ಕ್ಷಿಪಣಿ,क्षेपणास्त्र
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ","बॅलिस्टिक्स, शस्त्रे"
"ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್","स्तंभ, बार, कोब, बार, बार, बार, बार, बार, बार, रेषा, रेषा, चाचणी रेषा, किनार"
"ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್","बेस, बेस, बेस, बेस, बेस"
ಮೂಲ ಕೋನ,बेस कोन
"ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ","लॉगरिथमचा आधार, लॉगरिथमचा आधार"
"ಮೂಲಭೂತ, ಮೂಲಭೂತ,","मूलभूत, मूलभूत"
ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ,बेस सुसंगत उपाय
ಮೂಲ ಪರಿಹಾರ,बेस सोल्यूशन
ಮೂಲ ವೇರಿಯಬಲ್,बेस व्हेरिएबल
ಬೇಸ್,पाया
ಮೂಲ ಅಂಶ,मूळ घटक
ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್,बेस मॅट्रिक्स
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,वेक्टर स्पेसचा पाया
ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ,उपलोकसंख्या आधार
ನಿರ್ಲಜ್ಜ,बेईमान
ಬೆಜ್-ನಿಯಮ,bez-नियम
ಬೆಜ್-ಪ್ರಮೇಯ,bez-प्रमेय
ಬರ್ನೌಲಿ-ವಿತರಣೆ,bernoulli-वितरण
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು,बर्नौली क्रमांक
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,बर्नौली संभाव्यता कार्य
ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ,बर्नौली-समीकरण
ಬೆರ್ರಿ ಕಾರ್ಯ,बोरासारखे बी असलेले लहान फळ कार्य
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,सर्वोत्तम आसंजन
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವ ರೇಖೆ,सर्वोत्तम आसंजन ओळ
ಉತ್ತಮ ಪರಿಹಾರ,सर्वोत्तम उपाय
ಅತ್ಯುತ್ತಮ ಸಲಹೆಗಳು,सर्वोत्तम टिपा
ಬೀಟಾ ವಿತರಣೆ,बीटा वितरण
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","पक्षपात, पक्षपात"
ಪಕ್ಷಪಾತದ ಮೌಲ್ಯಮಾಪನ,पक्षपाती मूल्यांकन
ದ್ವಿಪದ ಸಮೀಕರಣ,द्विपद समीकरण
ಒಂದೇ ಕವರ್,एकल कव्हर
ಒಂದೇ ಕವರ್ ನಕ್ಷೆ,सिंगल कव्हर नकाशा
ಏಕ ಕವರ್ ಮ್ಯಾಪಿಂಗ್,सिंगल कव्हर मॅपिंग
ಚತುರ್ಭುಜ ಚತುರ್ಭುಜ,चतुर्भुज चौकोन
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,द्विरेखीय कार्य
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ಏಕರೂಪತೆ,द्विरेखीय हर्मिटियन एकजिनसीपणा
"ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈನರಿ, ಡ್ಯುಯಲ್","द्वि-चर, बायनरी, दुहेरी"
"ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್","बायनरी कोड, बायनरी कोड"
"ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ, ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ","बायनरी कोडेड दशांश, बायनरी कोडेड दशांश"
ಬೈನರಿ ಎನ್ಕೋಡಿಂಗ್,बायनरी एन्कोडिंग
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,बायनरी संगणक
ಬೈನರಿ ಸಂಖ್ಯೆಗಳು,बायनरी अंक
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,बायनरी ऑपरेशन
ಬೈನರಿ ವಿಧಾನ,बायनरी पद्धत
ಬೈನರಿ ವೇರಿಯಬಲ್,बायनरी व्हेरिएबल
ದ್ವಿಪದ ಗುಣಾಂಕ,द्विपदी गुणांक
ದ್ವಿಪದ ವಿತರಣೆ,द्विपदी वितरण
ದ್ವಿಪದ ಸಮೀಕರಣ,द्विपद समीकरण
ದ್ವಿಪದ ವ್ಯತ್ಯಾಸ,द्विपद भिन्नता
ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ,द्विपदी अभिव्यक्ती
ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,द्विपदी यादृच्छिक चल
ದ್ವಿಪದ ಪ್ರಮೇಯ,द्विपद प्रमेय
"ಅರ್ಧ, ಕವಲೊಡೆಯುವಿಕೆ","अर्धा, दुभाजक"
"ಬೈಸೆಕ್ಟ್ ವಿಧಾನ, ಸೆಮಿಡಿವಿಷನ್ ವಿಧಾನ","दुभाजक पद्धत, अर्धविभाग पद्धत"
ಅರ್ಧ ದ್ವಿಭಾಜಕ,अर्धा दुभाजक
"ದ್ವಿಪದ, ದ್ವಿಪದ","द्विपदी, द्विपदी"
"ದ್ವಯಾಂಕ್ (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಅನಿ, ಬರ್ಮೀಸ್, ತುಕ್","द्वयंक (बायनरी अंक), अनी, बर्मीज, तुक"
ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ ದ್ವಿಪದ,द्विपदी द्विपद वितरण द्विपदी
ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,द्विवैरिएट सहसंबंध गुणांक
ದ್ವಿಗುಣ ವಿತರಣೆ,द्विवैरिएट वितरण
ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ-ವಿತರಣೆ,द्विवैरिएट सामान्य-वितरण
ಬೈವೆಕ್ಟರ್,bivector
ಬೋಲ್ಟ್‌ಮನ್ ಸಮೀಕರಣ,बोल्टमन समीकरण
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ*,बुलियन बीजगणित*
ಬೋಸ್-ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,बोस-आईन्स्टाईन सांख्यिकी
ಮಿತಿ ನಿರ್ಬಂಧಗಳು,मर्यादा निर्बंध
ಗಡಿ ಮಟ್ಟ,सीमा पातळी
ಗಡಿ ರೇಖೆ,सीमारेषा
ಮಿತಿ ಮೌಲ್ಯ,मर्यादा मूल्य
ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ,सीमा मूल्य समस्या
"ಪರಿಮಿತಿ ಕಾರ್ಯ ಸೀಮಿತ ಹಣ್ಣು,",बाउंड फंक्शन बाउंडेड फळ
"ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಬೌಂಡೆಡ್ ಟೇಬಲ್,","बाउंडेड मॅट्रिक्स, बाउंडेड मॅट्रिक्स, बाउंडेड टेबल"
"ಗಡಿ ಪ್ರದೇಶ ಗಡಿ ಪ್ರದೇಶ,",सीमाबद्ध प्रदेश सीमाबद्ध प्रदेश
"ಬೌಂಡೆಡ್ ಸೆಟ್ ಬೌಂಡೆಡ್ ಸೆಟ್,",बाऊंड सेट बाउंडेड सेट
ಬ್ರೌನಿ ಚಲನೆ,ब्राउनी मोशन
ಲೆಕ್ಕಾಚಾರ ಮಾಡಲು,मोजणे
ಲೆಕ್ಕಾಚಾರ,गणना
"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕ್ಯಾಲ್ಕುಲೇಟರ್","कॅल्क्युलेटर, कॅल्क्युलेटर"
ಲೆಕ್ಕಾಚಾರ*,गणना*
ಕಂಪ್ಯೂಟೇಶನಲ್ ಕ್ರಿಯೆಯ ವಿಧಾನ,संगणकीय क्रिया पद्धत
"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕ್ಯಾಲ್ಕುಲೇಟರ್","कॅल्क्युलेटर, कॅल्क्युलेटर"
"ಕಲನಶಾಸ್ತ್ರ, ಕಲನಶಾಸ್ತ್ರ","कॅल्क्युलस, कॅल्क्युलस"
ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ,भिन्नता कॅल्क्युलस
ಕ್ಯಾಲೋರಿಗಳು,कॅलरीज
ನಿಯಮವನ್ನು ರದ್ದುಗೊಳಿಸಿ,नियम रद्द करा
ಅಂಗೀಕೃತ ಸಮೀಕರಣ,प्रामाणिक समीकरण
ಅಂಗೀಕೃತ ರೂಪ,प्रामाणिक फॉर्म
