English,Punjabi
Advance Business Application Programming (ABAP),ਐਡਵਾਂਸ ਬਿਜ਼ਨਸ ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ (ABAP)
advanced data,ਉੱਨਤ ਡਾਟਾ
advanced information system,ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
advanced technology (AT),ਉੱਨਤ ਤਕਨਾਲੋਜੀ (ਏ.ਟੀ.)
agent,ਏਜੰਟ
aggregation,ਏਕੀਕਰਨ
airborne computer system,ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ
aldus page maker,aldus ਪੇਜ ਮੇਕਰ
alert box,ਚੇਤਾਵਨੀ ਬਾਕਸ
algol,ਐਲਗੋਲ
algorithm,ਐਲਗੋਰਿਦਮ
algorithm analysis,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
algorithm efficiency,ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ
alias,ਉਪਨਾਮ
alignment,ਅਲਾਈਨਮੈਂਟ
allocation,ਵੰਡ
alphabetic,ਵਰਣਮਾਲਾ
alphanumeric,ਅੱਖਰ ਅੰਕੀ
alphanumeric key board,ਅੱਖਰ ਅੰਕੀ ਕੁੰਜੀ ਬੋਰਡ
alpha-test,ਅਲਫ਼ਾ-ਟੈਸਟ
alpha-version,ਅਲਫ਼ਾ-ਵਰਜਨ
alt key,alt ਕੁੰਜੀ
altavista,altavista
ambiguity,ਅਸਪਸ਼ਟਤਾ
ambiguous grammar,ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ
American National Standards Institute (ANSI),ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡਰਡ ਇੰਸਟੀਚਿਊਟ (ANSI)
American Standard Code For Information Interchange (ASCII),ਜਾਣਕਾਰੀ ਇੰਟਰਚੇਂਜ ਲਈ ਅਮਰੀਕੀ ਸਟੈਂਡਰਡ ਕੋਡ (ASCII)
analog,ਐਨਾਲਾਗ
analog computer,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
analog device,ਐਨਾਲਾਗ ਜੰਤਰ
analog modem,ਐਨਾਲਾਗ ਮਾਡਮ
Analog To Digital Converter (ADC),ਐਨਾਲਾਗ ਟੂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ (ADC)
AND,ਅਤੇ
AND circuit,ਅਤੇ ਸਰਕਟ
AND gate,ਅਤੇ ਗੇਟ
AND not operation (Exclusion),ਅਤੇ ਕਾਰਵਾਈ ਨਹੀਂ (ਬੇਹੱਦ)
animation,ਐਨੀਮੇਸ਼ਨ
annotation,ਐਨੋਟੇਸ਼ਨ
anomaly,ਅਸੰਗਤਤਾ
antecedent,ਪੂਰਵ
anticipatory paging,ਅਗਾਊਂ ਪੇਜਿੰਗ
anti-symmetric,ਵਿਰੋਧੀ ਸਮਰੂਪ
antivirus program,ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ
applet,ਐਪਲਿਟ
application developer,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
application programming,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
application programming interface (API),ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)
application software,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
applicative language,ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ
approximation theory,ਅਨੁਮਾਨ ਥਿਊਰੀ
architecture,ਆਰਕੀਟੈਕਚਰ
area transfer,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
argument,ਦਲੀਲ
arithmatic and logic unit,ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ
arithmatic check,ਹਿਸਾਬ ਦੀ ਜਾਂਚ
arithmatic constant,ਅੰਕਿਤ ਸਥਿਰ
arithmatic data,ਅੰਕਿਤ ਡੇਟਾ
arithmatical instruction,ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ
arithmetic and logic unit (ALU),ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU)
ARPANET,ਅਰਪਨੇਟ
array,ਐਰੇ
array cache,ਐਰੇ ਕੈਸ਼
array computer,ਐਰੇ ਕੰਪਿਊਟਰ
array element,ਐਰੇ ਤੱਤ
array name,ਐਰੇ ਨਾਮ
array processor,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
arrow keys,ਤੀਰ ਕੁੰਜੀਆਂ
articulation,ਉਚਾਰਨ
articulation point,ਬਿਆਨ ਬਿੰਦੂ
artificial compaction,ਨਕਲੀ ਸੰਕੁਚਿਤ
artificial control,ਨਕਲੀ ਕੰਟਰੋਲ
artificial intelligence,ਬਣਾਵਟੀ ਗਿਆਨ
ascender,ਚੜ੍ਹਦਾ
ascending sort,ਵਧਦੀ ਲੜੀ
ASCII betical order,ASCII ਬੇਟਿਕਲ ਆਰਡਰ
ASCII control character,ASCII ਕੰਟਰੋਲ ਅੱਖਰ
ASCII file,ASCII ਫਾਈਲ
ASCII font,ASCII ਫੌਂਟ
ASCII transfer,ASCII ਟ੍ਰਾਂਸਫਰ
aspect ratio,ਆਕਾਰ ਅਨੁਪਾਤ
ASPI,ਏ.ਐਸ.ਪੀ.ਆਈ
ASR timer,ASR ਟਾਈਮਰ
assemble,ਇਕੱਠਾ ਕਰਨਾ
assembler,ਅਸੈਂਬਲਰ
assembly,ਅਸੈਂਬਲੀ
assembly language,ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ
assertion,ਦਾਅਵਾ
assignment,ਅਸਾਈਨਮੈਂਟ
association,ਐਸੋਸੀਏਸ਼ਨ
associative address,ਸਹਿਯੋਗੀ ਪਤਾ
associative memory,ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ
asteric,ਤਾਰਾ
asymmetric,ਅਸਮਿਤ
asynchronous,ਅਸਿੰਕ੍ਰੋਨਸ
asynchronous Digital Subscriber Line (ADSL),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
asynchronous Time Division Multiplexing (ATDM),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
asynchronous transfer,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
asynchronous Transfer Mode (ATM),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
atom,ਪਰਮਾਣੂ
attached document,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
attached file,ਨੱਥੀ ਫ਼ਾਈਲ
attachment,ਲਗਾਵ
attribute,ਵਿਸ਼ੇਸ਼ਤਾ
audio,ਆਡੀਓ
audit programming,ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ
audit trail,ਆਡਿਟ ਟ੍ਰੇਲ
augmentation,ਵਾਧਾ
authentication protocol,ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ
authoring system,ਲੇਖਕ ਪ੍ਰਣਾਲੀ
authorization,ਅਧਿਕਾਰ
auto abstract,ਆਟੋ ਐਬਸਟਰੈਕਟ
autobooting,ਆਟੋਬੂਟਿੰਗ
autocad,ਆਟੋਕੈਡ
autolog on,ਆਟੋਲੌਗ ਚਾਲੂ
automata,ਆਟੋਮੇਟਾ
automata theory,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
automatic computing,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ
automatic data processing,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
automatic error correction,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
automatic function,ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ
automatic indexing,ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ
automatic library call,ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ
automatic programming,ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
automatic recovery program,ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ
automatic routine,ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ
automatic system recovery,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ
automatic teller machine (ATM),ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM)
automation,ਆਟੋਮੇਸ਼ਨ
autoplay,ਸਵੈ ਚਾਲ
autosave,ਸਵੈ-ਸੰਭਾਲ
auxiliary,ਸਹਾਇਕ
auxiliary memory,ਸਹਾਇਕ ਮੈਮੋਰੀ
auxiliary storage,ਸਹਾਇਕ ਸਟੋਰੇਜ਼
available list,ਉਪਲਬਧ ਸੂਚੀ
available time,ਉਪਲਬਧ ਸਮਾਂ
average,ਔਸਤ
awk (language),awk (ਭਾਸ਼ਾ)
backend,ਬੈਕਐਂਡ
backend processor,ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ
backface removal,ਬੈਕਫੇਸ ਹਟਾਉਣਾ
background processing,ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ
backing store,ਬੈਕਿੰਗ ਸਟੋਰ
backpatching,ਬੈਕਪੈਚਿੰਗ
backspace,ਬੈਕਸਪੇਸ
backtracking,ਬੈਕਟਰੈਕਿੰਗ
back-up,ਬੈਕ-ਅੱਪ
back-up memory,ਬੈਕਅੱਪ ਮੈਮੋਰੀ
backward error recovery,ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ
balance sheet,ਸੰਤੁਲਨ ਸ਼ੀਟ
band,ਜਥਾ
band width,ਬੈਂਡ ਚੌੜਾਈ
banker's algorithm,ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ
bar code,ਬਾਰ ਕੋਡ
bar code scanner,ਬਾਰ ਕੋਡ ਸਕੈਨਰ
bar graph,ਬਾਰ ਗ੍ਰਾਫ
base address,ਅਧਾਰ ਪਤਾ
base band,ਅਧਾਰ ਬੈਂਡ
base number,ਅਧਾਰ ਨੰਬਰ
base table,ਅਧਾਰ ਸਾਰਣੀ
BASIC,ਬੇਸਿਕ
basic control,ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ
basic input,ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ
basic instruction,ਬੁਨਿਆਦੀ ਹਦਾਇਤ
basic output,ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ
basic step,ਬੁਨਿਆਦੀ ਕਦਮ
batch,ਬੈਚ
batch file,ਬੈਚ ਫਾਈਲ
batch position,ਬੈਚ ਸਥਿਤੀ
batch processing,ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ
batch system,ਬੈਚ ਸਿਸਟਮ
baud,ਬੌਡ
baud rate,ਬੌਡ ਦਰ
beam,ਬੀਮ
benchmark,ਬੇਂਚਮਾਰਕ
bidirectional communication,ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ
bidirectional link,ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ
binary code,ਬਾਈਨਰੀ ਕੋਡ
binary digit,ਬਾਈਨਰੀ ਅੰਕ
binary Input output system (BIOS),ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS)
binary number,ਬਾਈਨਰੀ ਨੰਬਰ
binary operator,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
binary relation,ਬਾਈਨਰੀ ਸਬੰਧ
binary search,ਬਾਈਨਰੀ ਖੋਜ
binary search tree (BST),ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST)
binary transfer,ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ
binary tree,ਬਾਈਨਰੀ ਰੁੱਖ
bipolar memory,ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ
birth death model,ਜਨਮ ਮੌਤ ਮਾਡਲ
birth death process,ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
bit,ਬਿੱਟ
bit fault,ਬਿੱਟ ਨੁਕਸ
bit map,ਬਿੱਟ ਨਕਸ਼ਾ
bit map pixel (BMP),ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP)
bit matrix,ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ
bit pattern,ਬਿੱਟ ਪੈਟਰਨ
bit position,ਬਿੱਟ ਸਥਿਤੀ
bit rate,ਬਿੱਟ ਰੇਟ
black box testing,ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ
blinking,ਝਪਕਣਾ
block,ਬਲਾਕ
block cache,ਬਲਾਕ ਕੈਸ਼
block check,ਬਲਾਕ ਚੈੱਕ
block copy,ਬਲਾਕ ਕਾਪੀ
block diagram,ਬਲਾਕ ਚਿੱਤਰ
blocking network,ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ
board,ਫੱਟੀ
book mark,ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ
boolean algebra,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
boolean relation,ਬੂਲੀਅਨ ਸਬੰਧ
boot partition,ਬੂਟ ਭਾਗ
boot strapping,ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ
boot-strap loader,ਬੂਟ-ਸਟੈਪ ਲੋਡਰ
bridge,ਪੁਲ
broadband networking,ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ
broadcast,ਪ੍ਰਸਾਰਣ
broadcast radio,ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ
browse,ਬਰਾਊਜ਼ ਕਰੋ
browser,ਬਰਾਊਜ਼ਰ
B-Tree,ਬੀ-ਰੁੱਖ
bubble memory,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
bubble sort,ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ
bucket,ਬਾਲਟੀ
buddy system,ਦੋਸਤ ਸਿਸਟਮ
budget effective control,ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ
buffer,ਬਫਰ
bug,ਬੱਗ
bus,ਬੱਸ
byte,ਬਾਈਟ
byte code,ਬਾਈਟ ਕੋਡ
c,c
C++,C++
cache,ਕੈਸ਼
cache buffer,ਕੈਸ਼ ਬਫਰ
cache memory,ਕੈਸ਼ ਮੈਮੋਰੀ
calculation,ਗਣਨਾ
calculator,ਕੈਲਕੁਲੇਟਰ
calculator chip,ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ
call,ਕਾਲ ਕਰੋ
call by name,ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ
call by reference,ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
call by value,ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
call by variables,ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
call gate,ਕਾਲ ਗੇਟ
cancel,ਰੱਦ ਕਰੋ
cancel button,ਰੱਦ ਕਰੋ ਬਟਨ
canonical,ਕੈਨੋਨੀਕਲ
canonical form,ਕੈਨੋਨੀਕਲ ਰੂਪ
capability,ਸਮਰੱਥਾ
capability list,ਸਮਰੱਥਾ ਸੂਚੀ
capacity,ਸਮਰੱਥਾ
caps lock key,ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ
card,ਕਾਰਡ
card reader,ਕਾਰਡ ਰੀਡਰ
cardinality,ਮੁੱਖਤਾ
carrier,ਕੈਰੀਅਰ
carrier band,ਕੈਰੀਅਰ ਬੈਂਡ
carrier load,ਕੈਰੀਅਰ ਲੋਡ
carrier signal,ਕੈਰੀਅਰ ਸਿਗਨਲ
carrier wave,ਕੈਰੀਅਰ ਲਹਿਰ
carry,ਲੈ ਜਾਣਾ
carry digit,ਕੈਰੀ ਅੰਕ
carry flag,ਝੰਡਾ ਚੁੱਕੋ
cartridge disk,ਕਾਰਤੂਸ ਡਿਸਕ
cascade,ਕੈਸਕੇਡ
case,ਕੇਸ
cathod ray tube (CRT),ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ)
cathode ray tube (CRT),ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ)
CD ROM disk drive,CD ROM ਡਿਸਕ ਡਰਾਈਵ
cell,ਸੈੱਲ
cell animation,ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ
cellular phone,ਸੈਲੂਲਰ ਫ਼ੋਨ
central memory,ਕੇਂਦਰੀ ਮੈਮੋਰੀ
central processing unit (CPU),ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU)
centralized system,ਕੇਂਦਰੀ ਸਿਸਟਮ
certified tape,ਪ੍ਰਮਾਣਿਤ ਟੇਪ
chain,ਚੇਨ
chain data,ਚੇਨ ਡਾਟਾ
chain link,ਚੇਨ ਲਿੰਕ
chaining,ਚੇਨਿੰਗ
channel,ਚੈਨਲ
channel busy tone,ਚੈਨਲ ਵਿਅਸਤ ਟੋਨ
channel capacity,ਚੈਨਲ ਦੀ ਸਮਰੱਥਾ
channel controller,ਚੈਨਲ ਕੰਟਰੋਲਰ
channel error,ਚੈਨਲ ਗਲਤੀ
channel program,ਚੈਨਲ ਪ੍ਰੋਗਰਾਮ
channel reliability,ਚੈਨਲ ਭਰੋਸੇਯੋਗਤਾ
channel set,ਚੈਨਲ ਸੈੱਟ
character,ਅੱਖਰ
character code,ਅੱਖਰ ਕੋਡ
character key,ਅੱਖਰ ਕੁੰਜੀ
character reader,ਅੱਖਰ ਪਾਠਕ
character size,ਅੱਖਰ ਦਾ ਆਕਾਰ
chart,ਚਾਰਟ
chassis,ਚੈਸੀਸ
check bit,ਚੈੱਕ ਬਿੱਟ
check digit,ਚੈੱਕ ਅੰਕ
check sum,ਚੈੱਕ ਰਕਮ
check word,ਚੈੱਕ ਸ਼ਬਦ
chip,ਚਿੱਪ
chip set,ਚਿੱਪ ਸੈੱਟ
choose,ਚੁਣੋ
chromatically,ਰੰਗੀਨ ਤੌਰ &#39;ਤੇ
cipher,ਸਿਫਰ
circuit,ਸਰਕਟ
circular list,ਸਰਕੂਲਰ ਸੂਚੀ
cirus,cirus
citation,ਹਵਾਲਾ
class,ਕਲਾਸ
class variable,ਕਲਾਸ ਵੇਰੀਏਬਲ
classification,ਵਰਗੀਕਰਨ
clear,ਸਾਫ਼
clear area,ਸਾਫ਼ ਖੇਤਰ
clear channel,ਸਾਫ਼ ਚੈਨਲ
click,ਕਲਿੱਕ ਕਰੋ
client,ਗਾਹਕ
client server,ਗਾਹਕ ਸਰਵਰ
client stub,ਗਾਹਕ ਸਟੱਬ
clip art,ਕਲਿੱਪ ਆਰਟ
clip art library,ਕਲਿੱਪ ਆਰਟ ਲਾਇਬ੍ਰੇਰੀ
clip board,ਕਲਿੱਪ ਬੋਰਡ
clipper,ਕਲਿੱਪਰ
clipper chip,ਕਲਿਪਰ ਚਿੱਪ
clique,ਸਮੂਹ
clock,ਘੜੀ
clock cycle,ਘੜੀ ਚੱਕਰ
clock frequency,ਘੜੀ ਦੀ ਬਾਰੰਬਾਰਤਾ
clock hardware,ਘੜੀ ਹਾਰਡਵੇਅਰ
clock pulse,ਘੜੀ ਦੀ ਨਬਜ਼
clock speed,ਘੜੀ ਦੀ ਗਤੀ
clock synchronization,ਘੜੀ ਸਮਕਾਲੀਕਰਨ
clock tick,ਘੜੀ ਦੀ ਟਿੱਕ
clone,ਕਲੋਨ
close,ਬੰਦ ਕਰੋ
close circuit TV (CCTV),ਕਲੋਜ਼ ਸਰਕਟ ਟੀਵੀ (ਸੀਸੀਟੀਵੀ)
closure,ਬੰਦ
cloud computing,ਕਲਾਉਡ ਕੰਪਿਊਟਿੰਗ
cluster,ਕਲੱਸਟਰ
coated card,ਕੋਟੇਡ ਕਾਰਡ
coated paper,ਕੋਟੇਡ ਕਾਗਜ਼
coaxial,coaxial
coaxial cable,coaxial ਕੇਬਲ
codasyl,ਕੋਡਾਸਿਲ
code,ਕੋਡ
code generator,ਕੋਡ ਜਨਰੇਟਰ
code page,ਕੋਡ ਪੰਨਾ
code word,ਕੋਡ ਸ਼ਬਦ
coder,ਕੋਡਰ
coding check,ਕੋਡਿੰਗ ਜਾਂਚ
coding form,ਕੋਡਿੰਗ ਫਾਰਮ
coding sheet,ਕੋਡਿੰਗ ਸ਼ੀਟ
coefficient,ਗੁਣਾਂਕ
coherence,ਤਾਲਮੇਲ
cold boot,ਠੰਡੇ ਬੂਟ
cold start,ਠੰਡੀ ਸ਼ੁਰੂਆਤ
collaboration,ਸਹਿਯੋਗ
collapse,ਢਹਿ
collate,ਕੋਲੇਟ
collate tape,ਕੋਲੇਟ ਟੇਪ
collision,ਟੱਕਰ
colon,ਕੋਲਨ
colour (color),ਰੰਗ (ਰੰਗ)
colour saturation,ਰੰਗ ਸੰਤ੍ਰਿਪਤਾ
colour table,ਰੰਗ ਸਾਰਣੀ
column,ਕਾਲਮ
combination,ਸੁਮੇਲ
combo box,ਕੰਬੋ ਬਾਕਸ
command,ਹੁਕਮ
command button,ਕਮਾਂਡ ਬਟਨ
command list,ਹੁਕਮ ਸੂਚੀ
comment,ਟਿੱਪਣੀ
commitment,ਵਚਨਬੱਧਤਾ
commodity,ਵਸਤੂ
Common Business Oriented Language (Cobol),ਕਾਮਨ ਬਿਜ਼ਨਸ ਓਰੀਐਂਟਿਡ ਲੈਂਗੂਏਜ (ਕੋਬੋਲ)
common error,ਆਮ ਗਲਤੀ
common language,ਆਮ ਭਾਸ਼ਾ
common routine,ਆਮ ਰੁਟੀਨ
communication,ਸੰਚਾਰ
communication line,ਸੰਚਾਰ ਲਾਈਨ
communication mode,ਸੰਚਾਰ ਮੋਡ
communication network,ਸੰਚਾਰ ਨੈੱਟਵਰਕ
communication parameter,ਸੰਚਾਰ ਪੈਰਾਮੀਟਰ
communication system,ਸੰਚਾਰ ਸਿਸਟਮ
compaction,ਸੰਕੁਚਿਤ
compander,ਸਾਥੀ
companding,ਕੰਪੈਂਡਿੰਗ
company network,ਕੰਪਨੀ ਨੈੱਟਵਰਕ
comparison test,ਤੁਲਨਾ ਟੈਸਟ
compatibility,ਅਨੁਕੂਲਤਾ
compatible,ਅਨੁਕੂਲ
compilation,ਸੰਕਲਨ
compile and go,ਕੰਪਾਇਲ ਅਤੇ ਜਾਓ
compiler,ਕੰਪਾਈਲਰ
compiler language,ਕੰਪਾਈਲਰ ਭਾਸ਼ਾ
complementary,ਪੂਰਕ
complement-on-ten,ਦਸ &#39;ਤੇ ਪੂਰਕ
complementor,ਪੂਰਕ
complete carry,ਪੂਰੀ ਕੈਰੀ
complex,ਕੰਪਲੈਕਸ
complex number,ਕੰਪਲੈਕਸ ਨੰਬਰ
component,ਕੰਪੋਨੈਂਟ
component object model (COM),ਕੰਪੋਨੈਂਟ ਆਬਜੈਕਟ ਮਾਡਲ (COM)
composite,ਮਿਸ਼ਰਿਤ
composition,ਰਚਨਾ
computational,ਕੰਪਿਊਟੇਸ਼ਨਲ
