Hindi,English
पतायोग्य क्षौतिज स्थिति,Addressable horizontal position
पतायोग्य बिन्दु,Addressable point
पतायोग्य स्थिति,Addressable position
पतायोग्य पंजी,Addressable register
पतायोग्य भंडारण,Addressable storage
पतायोग्य ऊर्ध्वाधर स्थिति,Addressable vertical position
पता बस,Address bus
पता कूट,Address code
पता तुलनित्र,Address comparator
पता अभिकलन,Address computation
पता अचर,Address constant
पता रूपांतरण,Address conversion
पता आँकड़े,Address data
पतायुक्त स्मृति,Addressed memory
प्रभावी पता,Address effective
पता क्षेत्र,Address field
पता संरूप,Address format
पता निरपेक्ष क्रमादेश,Address free program
पताभिगमन,Addressing
पताभिगमन संप्रतीक,Addressing  Character
पताभिगमन अंतरायन,Addressing interrupt
पताभिगमन पाश,Addressing loop
पताभिगमन आभासी स्मृति,Addressing virtual memory
पता अंतर्ग्रथन,Address interlacing
पतारहित अनुदेश संरुप,Addressless instruction format
पता लाइन,Address line
पता प्रतिचित्रण,Address mapping
पता चिह्न,Address mark
पता आपरिवर्तन,Address modification
पता भाग,Address part
पता संकेतक,Address pointer
पता पंजी,Address register
पता संकेत,Address signal
पता आमाप,Address size
पता स्थान,Address space
पता स्थान अभिज्ञापक,Address space identifier
पता विराम,Address stop
पता अनुरेख,Address trace
पता मार्ग,Address track
पता अनुवाद,Address translation
पता अनुवादक,Address translator
संकलन व्यवकलन काल,Add-subtract time
संकलन काल,Add time
संलग्नता,Adjacency
संलग्नता संरचना,Adjacency structure
संलग्न प्रणाल,Adjacent channel
संलग्न प्रांत,Adjacent domain
सहखंडज मैट्रिक्स,Adjacent matrix
संलग्न आसंधि,Adjacent node
संलग्न उपक्षेत्र,Adjacent subarea
संलग्न (तंत्र),Adjoint (system)
समायोजन,Adjust
समायोज्य विस्तार,Adjustable extent
समायोज्य पाठ्यांश विधा,Adjust text mode
प्रशासनिक आँकड़ा संसाधन,Administrative data processing
प्रशासनिक प्रचालन,Administrative operation
प्रशासनिक प्रचालक,Administrative operator
प्रशासनिक प्रचालन केन्द्र,Administrative operator station
प्रशासन सहाय तंत्र,Administrative support system
उन्नत संचार सेवा,Advanced communication service
उन्नत सूचना तंत्र,Advanced information system
उन्नत प्रकाशिक संप्रतीक पठित्र,Advanced optical character reader
उन्नत वैज्ञानिक अभिकलित्र,Advanced scientific computer
एरियल,Aerial
पुंज,Aggregate
पुंज व्यंजक,Aggregate expression
संधानित्र,Aiming circle
संधान प्रतीक,Aiming field (= aiming symbol)
संधान प्रतीक,Aiming symbol
वायुवाहित अभिकलित्र तंत्र,Airborne computer system
बीजीय आइगनमान समस्या,Algebraic eigenvalue problem
बीजीय समाकलन,Algebraic  Integration
"बीजीय भाषा, बीज भाषा",Algebraic language
बीजीय प्रकलन,Algebraic manipulation
बीजीय प्रकलन भाषा,Algebraic manipulation language
बीजोन्मुखी भाषा,Algebraic oriented language
बीजीय विस्थापन,Algebraic shift
बीजीय चिह्न परिपाटी,Algebraic sign convention
ऐल्गॉल,Algol
ऐल्गॉल लक्षण,Algol feature
ऐल्गॉल क्रमादेशन,Algol Programming
"कलन विधि, एल्गोरिथ्म",Algorithm
कलन विधि साहचर्य भाषा,Algorithm associative language
कलन विधि वर्गीकरण,Algorithm classification
कलन विधि जटिलता,Algorithm complexity
कलन विधि अभिकलनीयता,Algorithm computability
कलन विधि विश्लेषण,Algorithmic analysis
कलनविधीय उपगमन,Algorithmic approach
कलनविधीय भाषा,Algorithmic language
कलनविधीय नेमका,Algorithmic routine
कलनविधीय सिद्धांत,Algorithmic theory
अपर,Alias
उपघटन,Aliasing
"अपर नाम, उर्फ नाम",Alias name (= alternative name)
सरेखण,Alignment
नियतन,Allocate
नियतन संरचना,Allocation structure
सर्वोद्देशीय अभिकलित्र,All-purpose computer
अक्षरात्मक संप्रतीक,Alphabetic character
अक्षरात्मक संप्रतीक समुच्चय,Alphabetic character set
अक्षरात्मक संप्रतीक उपसमुच्चय,Alphabetic character subset
अक्षरात्मक कूट,Alphabetic code
अक्षरात्मक विस्थापन,Alphabetic shift
अक्षरात्मक रज्जु,Alphabetic string
अक्षरात्मक शब्द,Alphabetic word
वर्णानुक्रमण,Alphabetization
अक्षरात्मक ज्यामितिकी,Alphageometrics
अक्षरांकीय,Alphameric
अल्फामोजेक,Alphamosaic
अक्षरांकीय,Alphanumeric
अक्षरांकीय कुंजीपटल युक्ति,Alphanumerical keyboard device
अक्षरांकीय संप्रतीक समुच्चय,Alphanumeric character set
अक्षरांकीय कूट,Alphanumeric code
अक्षरांकीय कूटलिखित संप्रतीक समुच्चय,Alphanumeric coded character set
अक्षरांकीय आँकड़े,Alphanumeric data
अक्षरांकीय प्रदर्श युक्ति,Alphanumeric display device
अक्षरांकीय संपादित संप्रतीक,Alphanumeric edited character
अक्षरांकीय क्षेत्र,Alphanumeric field
अक्षरांकीय अनुदेश,Alphanumeric instruction
अक्षरांकीय कुंजी पटल,Alphanumeric keyboard
अक्षरांकीय शाटन,Alphanumeric sort
अक्षरांकीय भंडारण,Alphanumeric storage
परिवर्तनीय स्मृति,Alterable memory
परिवर्तन स्विच,Alteration switch
परिवर्तन,Altering
परिवर्तन विधा,Alter mode
वैकल्पिक पुनःप्राप्ति,Alternate recovery
वैकल्पिक मार्ग,Alternate route
वैकल्पिक मार्गचयन,Alternate routing
वैकल्पिक मार्ग,Alternate track
अथवा' संक्रिया,Alternation (= OR operation)
वैकल्पिक गुण,Alternative attribute
तथा पूरक' संक्रिया,Alternative denial (= NOT-AND operation)
संदिग्धता त्रुटि,Ambiguity error
संदिग्धता संर्दभ,Ambiguous reference
अनुरूप,Analog
अनुरूप योजक,Analog adder
अनुरूप प्रणाल,Analog channel
अनुरूप अभिकलित्र,Analog computer
अनुरूप परिवर्तक,Analog converter
अनुरूप आँकड़े,Analog data
अनुरूप विभाजनी,Analog divider
अनुरूप सुविधा टर्मिनल,Analog facility terminal
अनुरूप फलन जनक,Analog function  Generator
अनुरूप समाकलन,Analog integration
अनुरूप गुणक,Analog multiplier
अनुरूप क्रमादेशन,Analog programming
अनुरूप मापन,Analog scaling
अनुरूप संकेत,Analog signal
अनुरूप अनुकार,Analog simulation
अनुरूप स्विच,Analog switch
अनुरूप तंत्र,Analog system
अनुरूप अंकीय परिवर्तक,Analog to digital  Converter
अनुरूप अंकीयकूटलेखक,Analog to digital  Encoder
अनुरूप संचरण,Analog transmission
अनुरूप प्रकार,Analog type
विश्लेषण खंड़क,Analysis block
विश्लेषण विधा,Analysis mode
वैश्लेषिक इंजन,Analytical engine
पूर्वज कार्य,Ancestral task
सहायक उपकरण,Ancillary equipment
तथा',AND
तथा' परिपथ,AND circuit
तथा' अवयव,AND element
तथा' द्वार,AND gate
तथा' प्रच्छादन,AND masking
अपवर्जन,AND NOT operation (=exclusion
तथा' संक्रिया,AND operation
चयक स्मृति,Annex memory
टिप्पण,Annotation
आख्यापित्र,Annunciator
तुरत उत्तर,Answer back
उत्तर विलंब,Answer delay
उत्तर काल,Answering time
उत्तर बत्ती,Answer lamp
उत्तर सूची,Answer list
केवल उत्तर,Answer only
प्रत्याशा विधा,Anticipation mode
प्रत्याशामूलक चयकन,Anticipatory buffering
प्रत्याशामूलक हासिल,Anticipatory carry
प्रत्याशामूलक पृष्ठन,Anticipatory paging
प्रतिसंपाती संक्रिया,Anticoincidence operation
प्रतिसंपाती अवयव,Anticoincident element
अनावर्ती ऐन्टेना,Aperiodic antenna
द्वारक पत्रक,Aperture card
द्वारक कूट,Aperture code
द्वारक काल,Aperture time
अनुबंध,Appendage
अनुबंध कार्य,Appendage task
अनुप्रयोग विकासक,Application developer
अनुप्रयोग स्तर,Application layer
अनुप्रयोग मूलक भाषा,Application oriented language
अनुप्रयोग (क्रमादेश) संकुल,Application package
अनुप्रयोग क्रमादेश,Application program
अनुप्रयोग क्रमादेशन,Application programming
अनुप्रयोग अपेक्षित भाषा,Application required language
अनुप्रयोग प्रक्रिया सामग्री,Application software
अधिरोपण,Applique
सन्निकटन सिद्धांत,Approximation theory
स्वेच्छ अभिगम,Arbitrary access
स्वेच्छ अनुक्रम अभिकलित्र,Arbitrary sequence computer
मध्यस्थ,Arbitration
"वास्तुकला, स्थापत्यकला",Architecture
पुराभंडारण,Archiving
क्षेत्र कूट,Area code
क्षेत्र खोज,Area search
क्षेत्र स्थानांतरण,Area transfer
क्षेत्र चर,Area variable
स्वतंत्र चर,Argument
स्वतंत्र चर पता,Argument address
स्वतंत्र चर सूची,Argument list
अंकगणितीय अनुदेश,Arithmetical instruction
अंक गणितीय एंव तर्क एकक,Arithmetic and logic unit
अंकगणितीय नियतन कथन,Arithmetic assignment statement
अंकगणितीय जाँच,Arithmetic check
अंकगणितीय अचर,Arithmetic constant
अंकगणितीय रूपांतर,Arithmetic conversion
अंकगणितीय आँकड़े,Arithmetic data
अंकगणितीय अपवाद,Arithmetic exception
अंकगणितीय व्यंजक,Arithmetic expression
अंकगणितीय नियत बिन्दु,Arithmetic fixed point
अंकगणितीय पदानुक्रम,Arithmetic hierarchy
अंकगणितीय 'यदि' कथन,Arithmetic IF statement
अंकगणितीय तर्क,Arithmetic logic
अंकगणितीय तर्क एकक,Arithmetic logic unit
अंकगणितीय संक्रिया,Arithmetic operation
अंकगणितीय संकारक,Arithmetic operator
अंकगणितीय अधिप्रवाह,Arithmetic overflow
अंकगणितीय चित्र आँकड़े,Arithmetic picture data
अंकगणितीय पूर्वता,Arithmetic precedence
अंकगणितीय प्राथमिक अवयव,Arithmetic primary
अंकगणितीय पंजी,Arithmetic register
अंकगणितीय संबंध,Arithmetic relation
अंकगणितीय क्रमवीक्षण,Arithmetic scan
अंकीय अनुभाग,Arithmetic section
अंकगणितीय विस्थापन,Arithmetic shift
अंकगणितीय विस्थापन,Arithmetic shifting
अंकगणितीय कथन,Arithmetic statement
अंकगणितीय पद,Arithmetic term
अंकगणितीय अधोप्रवाह,Arithmetic underflow
अंकीय एकक,Arithmetic unit
सरणी,Array
सरणी परिबंध,Array bound
सरणी अभिकलित्र,Array computer
सरणी विमा,Array dimension
सरणी अवयव,Array element
सरणी व्यंजक,Array expression
सरणी नाम,Array name
संरचना सरणी,Array of structures
सरणी मुद्रण,Array printing
सरणी संसाधन,Array processing
सरणी संसाधित्र,Array processor
संधि बिन्दु,Articulation point
कृत्रिम बोध,Artificial cognition
कृत्रिम बुद्धि,Artificial intelligence
कृत्रिम भाषा,Artificial language
कृत्रिम चर,Artificial variable
कला अनुप्रयोग आकड़ा बैंक,Arts application data bank
कला अनुप्रयोग संगीत,Arts application music
कला अनुप्रयोग प्रतिरूप जनन,Arts application pattern generation
आरोहक,Ascender
आरोही छँटाई,Ascending sort
आस्की,ASCIL
आस्की नियंत्रण संप्रतीक,ASCII control character
आस्की कुंजी पटल,ASCII key board
अभिमुखता,Aspect
अभिमुखता पत्रक,Aspect and
कोड़ांतरण,Assemble
कोड़ांतरित उद्गम,Assembled origin
कोडांतरण अवधि,Assemble duration
कोडांतरक,Assembler
कोडांतरक निर्देश,Assembler directive
कोडांतरक सुविधा,Assembler facility
कोडांतरण भाषा,Assembler language
कोडांतरण,Assembling
कोडांतरण प्रावस्था,Assembling phase
कोडांतरण काल,Assembling time
कोडांतरण,Assembly
कोडांतरण भाषा,Assembly language
कोडांतरण भाषा क्रमादेशन,Assembly language programming
कोडांतरण भाषा प्रक्रियासामग्री नम्यता,Assembly language software flexibility
कोडांतरण सूचीकरण,Assembly listing
कोडांतरण प्रावस्था,Assembly phase
कोडांतरण नेमका,Assembly routine
कोडांतरण काल,Assembly time
कोडांतरण एकक,Assembly unit
नियतन सूचीकरण,Assignment indexing
नियतन संक्रिया,Assignment operation
नियतन कथन,Assignment statement
साहचर्य पता,Associative address
साहचर्य सरणी पंजी,Associative array register
साहचर्य कुंजी,Associative key
साहचर्य भाषा,Associative language
साहचर्य स्मृति,Associative memory
साहचर्य भंडारण,Associative storage
कल्पित दशमलव बिन्दु,Assumed decimal point
असममित युक्ति,Asymmetric device
असममित नि/नि.,Asymmetric i/o
अतुल्यकालिक; अतुल्यकाली,Asynchronous
अतुल्यकालिक अभिकलित्र,Asynchronous computer
अतुल्यकालिक आँकड़ा अंतरण,Asynchronous data transfer
अतुल्यकालिक आँकड़ा प्रेषण,Asynchronous data transmission
अतुल्यकालिक युक्ति,Asynchronous devices
" अतुल्यकाली प्रचालन , अतुल्यकाली संक्रिया",Asynchronous operation
अतुल्यकालिक संकेतन,Asynchronous signalling
अतुल्यकालिक समय विभाजन बहुसंकेतन,Asynchronous time division multiplexing
अतुल्यकालिक संचरण,Asynchronous transmission
अतुल्यकालिक निष्पादन,Asynchronous working
संलग्न संसाधन,Attached processing
संलग्न संसाधित्र,Attached processor
संलग्न आलंब संसाधित्र,Attached support processor
उपस्थितसापेक्ष प्रचालन,Attended operation
उपस्थिति लीक मुद्रित्र,Attended trail printer
ध्यान अंतरायन,Attention interruption
ध्यान कुंजी,Attention key
क्षीणन,Attenuation
क्षीणनांक,Attenuation constant
क्षीणन विरूपण,Attenuation distortion
क्षीणन तुल्यकारक,Attenuation equalizer
क्षीणकारी,Attenuator
गुण,Attribute
श्रव्य सचेतक,Audible alarm
श्रव्य कैसट,Audio cassette
श्रव्य जाँच,Audio enquiry
श्रव्य लाइन,Audio line
श्रव्य अनुक्रिया,Audio response
श्रव्य अनुक्रिया संदेश,Audio response message
श्रव्य अनुक्रिया एकक,Audio response unit
श्रव्य टेप भंडारण एकक,Audiotape storage unit
श्रव्य दूरसंचार लाइन,Audio telecommunication line
श्रव्य अंतक,Audio terminal
लेखापरीक्षा समादेश भाषा,Audit command language
लेखापरीक्षा क्रमादेशन,Audit programming
लेखा सत्यापन,Audit trail
योजक,Augend
संवर्थ,Augment
संवर्धक,Augmenter
संलेखक,Author
संलेखन,Authoring
संलेखन प्रणाली,Authoring system
प्राधिकार,Authority
प्राधिकरण कूट,Authorization code
प्राधिकृत क्रमादेश संग्रह,Authorized library
प्राधिकृत क्रमादेश,Authorized program
प्राधिकृत क्रमादेश सुविधा,Authorized program facility
स्व-साराहरण,Auto abstract
स्वतः उत्तरित्र,Autoanswer
स्वतः उत्थानी,Auto booting
स्व उपमार्ग,Auto bypass
स्वतः आह्वान,Auto call (=automatic calling)
स्वकूटलेखक,Auto coder
स्वतः डायलन,Auto dial
स्वतः प्रवाह,Autoflow
स्वतः सूचक,Auto index
स्वतः सूचकित पताभिगमन,Auto indexed addressing
स्वचल प्ररूप,Automata
स्वचल प्ररूप सिद्धांत,Automata theory
स्वचल प्ररूप प्रकार,Automata type
कंप्यूटरित ग्रंथ सूची,Automated bibliography
कंप्यूटरित आँकड़ा माध्यम,Automated data medium
कंप्यूटरित कोश,Automated dictionary
कंप्यूटरित शब्द-संग्रह,Automated glossary
स्वचालित तर्क आरेख,Automated logic diagram
स्वचालित प्रबंध,Automated management
स्वचालित उत्पादन प्रबंध,Automated production management
स्वचालित स्टॉक नियंत्रण,Automated stock control
स्वतः सार,Automatic abstract
स्वतः साराहरण,Automatic abstracting
स्वतः क्रमादेशित साधन,Automatically programmed tools
स्वतः उत्तर देना,Automatic answering
स्वतः आह्वान वितरक,Automatic call distributor
स्वतः आह्वान,Automatic calling
स्वतः जाँच,Automatic check
स्वतः कूटलेखन,Automatic coding
स्वतः अभिकलन,Automatic computing
स्वतः अभिकलन इंजन,Automatic computing engine
स्वतः अचर,Automatic constant
स्वतः नियंत्र इंजीनियरी,Automatic control engineering
स्वतः आँकडा संसाधन,Automatic data processing
स्वतः आँकड़ा संसाधन तंत्र,Automatic data processing system
स्वतः दशमलव संरेखण,Automatic decimal alignment
स्वतः डायलन एकक,Automatic dialing unit
स्वतः कोश,Automatic dictionary
स्वतः तुल्यकरण,Automatic equalization
स्वतः ऋटि संशोधन,Automatic error correction
स्वतः भरण छिद्रित्र,Automatic feed punch
स्वतः कार्य,Automatic function
स्वतः सूचकीकरण,Automatic indexing
स्वतः क्रमोदेश संग्रह आह्वान,Automatic library call
स्वतः संदेश लेखा कार्य,Automatic message accounting
स्वतः संख्या अभिज्ञान,Automatic number identification
स्वतः पृष्ठन,Automatic pagination
स्वतः क्रमादेशन,Automatic programming
स्वतः छिद्रण,Automatic punch
स्वतः पुनः प्राप्ति क्रमादेश,Automatic recovery program
स्वतः पुनरावर्तन निवेशन,Automatic repeat request
स्वतः पुनरारंभन,Automatic restart
स्वतः नेमका,Automatic routine
स्वतः अनुक्रमण,Automatic sequencing
स्वतः अनुक्रमी संक्रिया,Automatic sequential operation
स्वतः विराम,Automatic stop
स्वतः चर,Automatic variable
स्वतः प्रबलता अभिज्ञान,Automatic volume recognition
स्वतः प्रबलता स्विचन,Automatic volume switching
" स्वचालन , स्वचालित यंत्र",Automation
स्वचालन संकल्पना,Automation concept
स्वचालनीकरण,Automatisation
स्वचल प्ररूप,Automaton
स्वतः संदेश मार्गण,Automatic message routing
स्वमॉनिटर,Automoniter
स्वमॉनिटर नेमका,Automoniter routine
स्वायत प्रणाल प्रचालन,Autonomous channel operation
स्वायत कार्य प्रणाली,Autonomous working
स्वतः आलेखित्र,Autoplotter
सहायक कन्सोल,Auxiliary console
सहायक उपकरण,Auxiliary equipment
सहायक स्मृति,Auxiliary memory
सहायक प्रचालन,Auxiliary operation
सहायक नेमका,Auxiliary routine
सहायक भंडारण,Auxiliary storage
सहायक भंडार,Auxiliary store
प्राप्यता,Availability
प्राप्य यंत्र काल,Available machine time
प्राप्य बिंदु,Available point
प्राप्य स्थान सूची,Available space list
प्राप्य काल,Available time
औसत अभिगम काल,Available access time
औसत सप्रतिबंध सूचना,Average conditional information
औसत कोर रेखा,Average edge time
औसत सूचना अंतर्वस्तु,Average information content
औसत सूचना दर,Average information rate
औसत पारसूचना अंतर्वस्तु,Average transinformation content
औसत पारसूचना दर,Average transinformation rate
स्थैतिक प्रदर्श प्रतिबिंब,Background display image (= static display  Image)
पृष्ठभूमि संसाधन,Backgrounding (= background processing)
पृष्ठभूमि कार्य,Background job
पृष्ठभूमि रव,Background noise
पृष्ठभूमि मुद्रण,Background printing
पृष्ठभूमि संसाधन,Background processing
पृष्ठभूमि क्रमादेश,Background program
पृष्ठभूमि पठित्र,Background reader
पृष्ठभूमि प्रदेश,Background region
सहायक भंडारण,Backing storage (= auxiliary  Storage)
सहायक भंडार,Backing store
पश्च समतल,Back plane
पश्चीयन,Backspace
पश्चीयन संप्रतीक,Backspace character
पश्चीयन,Backspacing
पश्च अनुमार्गण,Backtracking
पश्च अनुमार्गी संरचित क्रमादेशन,Backtracking structured programming
पूर्तिकर,Backup
पूर्तिकर प्रतिलिपि,Backup copy
पूर्तिकर संचिका,Backup file
पूर्तिकर स्मूति,Backup memory
पूर्तिकर क्रमादेशक,Backup programmer
पूर्तिकर भंडार,Backup store
पश्चगामी प्रणाल,Backward channel
पश्च त्रुटि विश्लेषण,Backward error analysis
पश्च संचिका पुनः प्राप्ति,Backward file recovery
पश्च पुनः प्राप्ति,Backward recovery
पश्च पर्यवेक्षण,Backward supervision
पश्च अनुरेख,Backward trace
" संतुलन , शेष",Balance
संतुलन परिपथ,Balanced circuit
संतुलित अंक प्रणाली,Balanced digit system
संतुलित त्रुटि,Balanced error
संतुलित विलय,Balanced merge
संतुलित विलय शॉटन,Balanced merge sort
संतुलित शॉटन,Balanced sorting
संतुलित केंद्र,Balanced station
संतुलित त्रि-आधारी पद्धति,Balanced ternary system
शेष अग्र कथन,Balanced forward statement
संतुलन जालक्रम,Balanced network
"बैंड, पट्टी",Band
बैंड पारक,Bandpass
वैंड पारक निस्यंदक,Bandpass filter
बैंड मुद्रित्र,Band printer
बैंड विराम निस्यंदक,Band stop filter
बैंड चौड़ाई,Bandwidth
आद्य शब्द,Banner word
रेखिका कूट,Bar code
रेखिका कूट पठित्र,Bar code reader
रेखिका कूट क्रमवीक्षक,Bar code scanner
रेखिका मुद्रित्र,Bar printer
ड्रम मुद्रण,Barrel printing (= drum printing)
आधार,Base
आधार पता,Base address
आधार पताभिगमन,Base addressing
आधार पता पंजी,Base address register
आधार पट्टी,Base band
आधार पट्टी प्रणाल,Base band channel
आधारित भंडारण नियतन,Based storage allocation
आधारित चर,Based variable
आधार अवयव,Base element
आधार मद,Base item
आधार भाषा,Base language
आधार संकेतन,Base notation
आधार संख्या,Base number
आधार पंजी,Base register
मूल खंड,Base volume
बेसिक,BASIC
आधारी अभिगम विधि,Basic access method
मूल द्वि-आधारी भारक,Basic binary loader
आधारी कूट,Basic code
आधारी कूटलेखन,Basic coding
आधारी प्रत्यक्ष अभिगम विधि,Basic direct access method
आधारभूत विनिमय संरूप,Basic exchange  Format
आधारी बाह्य कार्य,Basic external  Function
आधारी निवेश निगम,Basic input/output
आधारभूत अनूदेश,Basic instruction
आधारी संगलग्नता,Basic linkage
आधारी पाशन,Basic looping
आधारी मैट्रिक्स,Basic matrix
आधारी मैट्रिक्स अनुदेश,Basic matrix instruction
आधारभूत वास्तविक अचर,Basic real constant
आधारभूत अनुक्रमी अभिगम विधि,Basic sequential access method
आधारभूत सेवा,Basic service
आधारी पादांक,Basic subscript
आधारी तंत्र अनुदेश,Basic system instruction
आधारभूत दूरसंचार अभिगम विधि,Basic telecommunications access method
पत्र मानक भार,Basic weight
प्रचय,Batch
प्रचय नियंत्रण अभिलेख,Batch control record
प्रचयित संचार,Batched communication
प्रचयित कार्य,Batched job
प्रचय प्रवेशिका प्रलेख,Batch header document
प्रचयन,Batching
प्रचय संक्रिया प्रणाली,Batch operating system
प्रचय विभाजन,Batch partition
प्रचय स्थिति,Batch position
प्रचय संसाधन,Batch processing
प्रचय प्रदेश,Batch region
प्रचय सत्र,Batch session
प्रचय अंतक,Batch terminal
प्रचय टिकट,Batch ticket
प्रचय योग,Batch total
प्रचय संचालन संचिका,Batch transaction file
पीक-ए-बू प्रणाली,Batten system (= cordonnier system = peek-a-- boo system)
बॉड़,Baud
बोदो कूट,Baudot code
बॉड दर,Baud code
बीड,Baud rate
किरण पुंज विक्षेपण,Bead
किरण पुंज भंडार,Beam deflection
किरण पुंज कोण,Beam store
विस्पंद,Beamwidth (= aperture angle)
प्रारंभन,Beat
प्रारंभन खंडक,Begin
संचिका लेबल का प्रारंभन,Begin block
सूचना चिह्नक का प्रारंभन,Beginning of a file label
सूचना चिह्नक का प्रारंभन,Beginning of information marker
टेप चिह्न का प्रारंभन,Beginning of tape mark
परिमाण लेबल का प्रारंभन,Beginning of volume label
सचेतक संप्रतीक,Bell character
बेलफास्ट,Bellfast
निर्देश चिह्न,Bench mark
निर्देश चिह्न नेमका,Benchmark routine
निर्देश चिह्न परीक्षण,Benchmark test
अभिनति,Bias
अभिनति विरूपण,Bias distortion
अभिनति परीक्षण,Bias testing
ग्रंथ सूची,Bibliography
तुल्यता संक्रिया,Biconditional operation (=equivalence   Operation)
द्वियोजी ग्राफ,Biconnected graph
बोली,Bid
द्विदिश बस,Bidirectional bus
द्विदिश प्रवाह,Bidirectional flow
द्विदिश मुद्रण,Bidirectional printing
द्विशाखन,Bifurcation
द्वि-आधारी,Binary
द्वि-आधारी सन्निकटन,Binary approximation
द्वि-आधारी अंकगणितीय संक्रिया,Binary arithmetic operation
द्वि-आधारी पत्रक,Binary card
द्वि-आधारी कोष्ठिका,Binary cell
द्वि-आधारी शृंखला,Binary chain
द्वि-आधारी चयन,Binary choice
द्वि-आधारी चयन निदर्श,Binary choice model
द्विभाजी अन्वेषण,Binary chop (= dichotmizing search)
द्वि-आधारी कूट,Binary code
द्वि-आधारी कूटलिखित संप्रतीक,Binary coded character
द्वि-आधारी कूटलिखित दशमलव,Binary coded decimal
द्वि-आधारी कूटलिखित दशमलव कूट,Binary coded decimal code
