Gujarati,Malayalam
એનાક્રોનિસ્ટિક,അനാക്രോണിസ്റ്റിക്
પૂર્વજ,പൂർവ്വികൻ
પૂર્વજની પૂજા,പൂർവിക ആരാധന
વંશ,വംശപരമ്പര
વંશ,വംശപരമ്പര
વંશ,വംശപരമ്പര
વંશ,വംശപരമ്പര
પ્રાચીન શાસન,പുരാതന ഭരണം
પ્રાચીન,പുരാതന
પ્રાચીન લોકગીત,പുരാതന ബാലഡ്
પ્રાચીન માન્યતા,പുരാതന വിശ്വാസം
પ્રાચીન રિવાજ,പുരാതന ആചാരം
પ્રાચીન ઇતિહાસ,പുരാതനമായ ചരിത്രം
પ્રાચીન સ્મારકો,പുരാതന സ്മാരകങ്ങൾ
ટુચકો,ഉപകഥ
એન્જેલોટ,ആഞ്ചലോട്ട്
એન્જલસ,ആഞ്ചലസ്
એન્જેવિન (=એન્જેવિન),ആഞ്ജെവിൻ (=ആഞ്ജെവിൻ)
ખૂણો,കോണുകൾ
એંગ્લિકન,ആംഗ്ലിക്കൻ
એંગ્લિકન કોમ્યુનિયન,ആംഗ്ലിക്കൻ കൂട്ടായ്മ
અંગ્રેજવાદ,ആംഗ്ലിക്കനിസം
એંગ્લો-ફોબ,ആംഗ്ലോ-ഫോബ്
એંગ્લો-ફોબિયા,ആംഗ്ലോ-ഫോബിയ
એંગ્લો-સેક્સન,ആംഗ്ലോ-സാക്സൺ
એંગ્લો-સેક્સોનિઝમ,ആംഗ്ലോ-സാക്‌സോണിസം
એનાલિસ્ટ,അനലിസ്റ്റ്
ઇતિહાસ,വാർഷികങ്ങൾ
જોડાણ,കൂട്ടിച്ചേർക്കൽ
એન્ટિ-બેલમ,ആന്റി-ബെല്ലം
તારીખ પહેલાં,മുൻ തീയതി
ક્લેરિકલિઝમ વિરોધી,പൗരോഹിത്യ വിരുദ്ധത
કારકુની વિરોધી કાયદો,വൈദിക വിരുദ്ധ നിയമം
પ્રાચીનકાળ,പൗരാണികത
વિરોધી ભાડા,വാടക വിരുദ്ധം
વિરોધી ભાડા,വാടക വിരുദ്ധം
વિરોધી સેમિટિઝમ,സെമിറ്റിസം വിരുദ്ധത
એન્ઝેક,അൻസാക്ക്
અપેલા,അപ്പെല്ല
અરાલુ,അരലു
આર્ક બિશપ,ആർച്ച് ബിഷപ്പ്
કમાન ડચી,ആർച്ച് ഡച്ചി
આર્ક ડ્યુક,ആർച്ച് ഡ്യൂക്ക്
આર્કાઇફ (=આર્કાઇવલ સંગ્રહ),ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം)
આર્કિપીસ્કોપેટ,ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്
કુલીન વર્ગ,പ്രഭുവർഗ്ഗം
કુલીન,പ്രഭു
કુલીન સ્નોબરી,പ്രഭുവർഗ്ഗ സ്നോബറി
એરિસ્ટોટેલિયન,അരിസ്റ്റോട്ടിലിയൻ
આર્માડા,അർമാഡ
આર્મડા (=ધ સ્પેનિશ આર્મડા),അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ)
આર્મોરિસ્ટ (=આર્મરિસ્ટ),കവചക്കാരൻ (=കവചക്കാരൻ)
બખ્તર (=બખ્તર),കവചം (=കവചം)
આર્મરિસ્ટ,ആയുധധാരി
આર્યન,ആര്യൻ
આર્યન,ആര്യൻ
અસ્કરી,അസ്കരി
સોંપણી,നിയോഗിക്കുക
સહાય કરો,അസൈസ് ചെയ്യുക
સહાય કરો,അസൈസ് ചെയ്യുക
સહાય કરો,അസൈസ് ചെയ്യുക
આર્મ્સ એક્ટની સહાય,അസൈസ് ഓഫ് ആയുധ നിയമം
ડેરેન પ્રેઝન્ટમેન્ટની સહાય,അസൈസ് ഓഫ് ഡാരെൻ അവതരണം
મોર્ટ &#39;ડી&#39; પૂર્વજની સહાય,മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്
નવલકથા ડીસીસીનની સહાય,അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ
અત્યાચાર,ക്രൂരത
હુમલો,ആക്രമണം
ઓલિક કાઉન્સિલ,ഔലിക് കൗൺസിൽ
દેવીની કુહાડી (=દેવીની કુહાડી),ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി)
એક્સિસ (=ધ રોમ-બર્લિન-ટોક્યો એક્સિસ),ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്)
બેબીલોન,ബാബിലോൺ
બેબીલોનીયન કેદ (=બેબીલોનીશ કેદ),ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം)
બચનલ ભક્ત,ബച്ചനൽ ഭക്തൻ
બચ્ચનલિયા,ബച്ചനാലിയ
સ્નાતક,ബാച്ചിലർ
બગદાદ કરાર,ബാഗ്ദാദ് കരാർ
બાલ્કન લીગ,ബാൽക്കൻ ലീഗ്
બાલ્કન કરાર,ബാൽക്കൻ കരാർ
બાલ્કન યુદ્ધો,ബാൽക്കൻ യുദ്ധങ്ങൾ
બાલ્ટિક સંધિ,ബാൾട്ടിക് കരാർ
ડાકુ,കൊള്ളക്കാരൻ
બાંડુંગ કોન્ફરન્સ,ബന്ദൂങ് സമ്മേളനം
દેશનિકાલ,നാടുകടത്തൽ
બેનર,ബാനർ
અસંસ્કારી,ബാർബേറിയൻ
બાર્બીકન,ബാർബിക്കൻ
બારડોલી સત્યાગ્રહ,ബർദോളി സത്യാഗ്രഹം
બાર્ન બર્નર્સ,കളപ്പുര ബർണറുകൾ
બેરોન,ബാരൺ
બેરોનેજ,ബാരോണേജ്
બેરોન્સ મેજર,ബറോണസ് മേജേഴ്സ്
બેરોન્સ સગીર,ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ
બેરોનેસ,ബാരോണസ്
બેરોનેટ,ബാരോനെറ്റ്
બેરોનેટેજ,ബാരോനെറ്റേജ്
બેરોનેટેજ,ബാരോനെറ്റേജ്
બેરોનેટસી,ബാരോനെറ്റി
બેરોની,ബാരോണി
બેરાકૂન,ബാരക്കൂൺ
બેરાકૂન,ബാരക്കൂൺ
બેરિકેડ (=બેરિકેડ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
બેરિકેડ (=બેરિકેડ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
બેરિકેડ (=બેરિકેડ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
મુખ્ય છાવણી,ബേസ് ക്യാമ്പ്
બેસિલિકા,ബസിലിക്ക
બેસિલિકા,ബസിലിക്ക
બેસ્ટિલા,ബാസ്റ്റില
બેસ્ટિલ,ബാസ്റ്റിലി
બેસ્ટિલ,ബാസ്റ്റിലി
બેટરી,ബാറ്ററി
યુદ્ધ,യുദ്ധം
Batlle-એરે,Battle-array
યુદ્ધ ક્રાય,യുദ്ധകാഹളം
યુદ્ધ દિન,യുദ്ധം
યુદ્ધ ક્ષેત્ર,യുദ്ധക്കളം
યુદ્ધ સ્તોત્ર,യുദ്ധഗാനം
સ્પર્સનું યુદ્ધ,സ്പർസിന്റെ യുദ്ധം
ધોરણનું યુદ્ધ,സ്റ്റാൻഡേർഡ് യുദ്ധം
યુદ્ધજહાજ,യുദ്ധക്കപ്പൽ
યુદ્ધજહાજ-શક્તિ,യുദ്ധക്കപ്പൽ-ബലം
Bayeux ટેપેસ્ટ્રી,Bayeux ടേപ്പ്സ്ട്രി
બીકન,ബീക്കൺ
બીકન ટાવર,ബീക്കൺ ടവർ
બીવર,ബീവർ
બીવર,ബീവർ
સમુદ્રના ભિખારીઓ,കടലിലെ യാചകർ
બેલીકોઝ,ബെല്ലിക്കോസ്
બેલીકોઝ,ബെല്ലിക്കോസ്
બેલીકોઝ,ബെല്ലിക്കോസ്
બેલીકોસીટી,ബെല്ലിക്കോസിറ്റി
બેલોના,ബെല്ലോന
લાભ,ഗുണം
ધર્મગુરુઓનો લાભ,വൈദികരുടെ പ്രയോജനം
બેનેલક્સ,ബെനെലക്സ്
બર્લિન હુકમનામું,ബെർലിൻ ഉത്തരവ്
બેર્સકર,ബെർസർക്കർ
બેસન્ટ (=બેઝન્ટ),ബസന്റ് (=ബെസന്റ്)
બેથેલ,ബെഥേൽ
ગ્રંથસૂચિ,ബിബ്ലിയോലേറ്റർ
ગ્રંથસૂચિ,ഗ്രന്ഥശാസ്‌ത്രം
મોટા બર્થા,ബിഗ് ബെർത്ത
ધર્માંધ,മതഭ്രാന്തൻ
બિલેટિંગ,ബില്ലെറ്റിംഗ്
અટેન્ડરનું બિલ,ബിൽ ഓഫ് അറ്റൈൻഡർ
અધિકારોનું વિયેધક,അവകാശങ്ങളുടെ ബിൽ
જીવનચરિત્રકાર,ജീവചരിത്രകാരൻ
જન્મ કથાઓ,ജനന കഥകൾ
બિવૉક,Bivouac
બિવૉક,Bivouac
બિવૉક,Bivouac
બિઝોનિયા,ബിസോണിയ
બ્લેક બર્ડિંગ,കറുത്ത പക്ഷികൾ
કાળો ઝંડો,കറുത്ത കൊടി
બ્લેક હોલ,ബ്ലാക്ക് ഹോൾ
બ્લેક હોલ,ബ്ലാക്ക് ഹോൾ
કાળો પગ (= સ્કેબ),കറുത്ത കാൽ (=ചുണങ്ങു)
કાળો શર્ટ,കറുത്ത ഷർട്ട്
બ્લેઝોન,ബ്ലാസൺ
બ્લેઝોન,ബ്ലാസൺ
બ્લેઝોનરી,ജ്വലനം
બ્લેઝોનરી,ജ്വലനം
બ્લિટ્ઝક્રેગ,ബ്ലിറ്റ്സ്ക്രീഗ്
લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ),രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം)
બ્લડવાઈટ,ബ്ലഡ് വൈറ്റ്
બ્લડી મેરી,ബ്ലഡി മേരി
વાદળી,നീല
વાદળી રક્ત,നീല രക്തം
વાદળી પુસ્તક,നീല പുസ്തകം
વાદળી રિબન,നീല നാട
વાદળી રિબન,നീല നാട
બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ),ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ)
વાદળી શર્ટ,നീല ഷർട്ട്
બ્લુ વોટર સ્કૂલ,ബ്ലൂ വാട്ടർ സ്കൂൾ
બોર્ડ ઓફ કંટ્રોલ,ബോർഡ് ഓഫ് കൺട്രോൾ
શારીરિક બખ્તર,ശരീര കവചം
બોઅર,ബോയർ
લૂંટ,കൊള്ള
બરો,ബറോ
બુલ્યુટેરિયન,ബൗളൂട്ടേറിയൻ
બોર્બોન,ബർബോൺ
બોક્સર બળવો,ബോക്സർ കലാപം
તાણવું,ബ്രേസ്
બ્રાસર્ડ,ബ്രസാർഡ്
બ્રાસર્ડ,ബ്രസാർഡ്
બ્રેડ વસાહતો,ബ്രെഡ് കോളനികൾ
સ્તન પ્લેટ,ബ്രെസ്റ്റ് പ്ലേറ്റ്
સ્તન કામ,മുലപ്പാൽ ജോലി
બ્રેટવાલ્ડા,ബ്രെറ്റ്വാൾഡ
બ્રિગન્ડ,ബ്രിഗാൻഡ്
બ્રિગેન્ડેજ,ബ്രിഗൻഡേജ്
બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ,ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്
બ્રાઉન શર્ટ્સ (=નાઝીઓ),ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ)
બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન),ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ)
બફ,ബഫ്
બફ,ബഫ്
બફ-કોટ,ബഫ്-കോട്ട്
બફ્સ,ബഫുകൾ
બુલે (= કાઉન્સિલ),ബ്യൂൾ (=കൗൺസിൽ)
બર્ગેજ,ബർഗേജ്
બર્જેસ,ബർഗെസ്
બાયઝેન્ટાઇન,ബൈസന്റൈൻ
બાયઝેન્ટાઇન ચર્ચ,ബൈസന്റൈൻ പള്ളി
બાયઝેન્ટાઇન સામ્રાજ્ય,ബൈസന്റൈൻ സാമ്രാജ്യം
બાયઝેન્ટાઇન યુગ,ബൈസന്റൈൻ യുഗം
બાયઝેન્ટાઇન ઇતિહાસકારો,ബൈസന്റൈൻ ചരിത്രകാരന്മാർ
કેબલ,കാബൽ
સીઝરિઝમ,സീസറിസം
ખલીફા,ഖലീഫ
સુલેખનકાર,കാലിഗ്രാഫർ
સુલેખનકાર,കാലിഗ്രാഫിസ്റ്റ്
સુલેખન,കാലിഗ്രാഫി
કેલ્ટ્રોપ,കാൽട്രോപ്പ്
મિત્રતા,സൗഹൃദം
કેમેરિલા,കാമറില്ല
કેમેરિલા,കാമറില്ല
કેમલૌકમ,കാമലോകം
છદ્માવરણ,മറവി
ઝુંબેશ,പ്രചാരണം
શિબિર અનુયાયી,ക്യാമ്പ് ഫോളോവർ
કેમ્પો સાન્ટો,കാമ്പോ സാന്റോ
કેમ્પસ માર્શિયસ,കാമ്പസ് മാർഷ്യസ്
કેનેફોરા,കനേഫോറ
કેંગ્યુ,കാൻഗു
તોપ,പീരങ്കി
તોપ ઘાસચારો,പീരങ്കി കാലിത്തീറ്റ
કેનન,കാനൻ
કેનન કાયદો,കാനൻ നിയമം
કેનોપસ હુકમનામું,കനോപ്പസ് ഉത്തരവ്
શસ્ત્ર,ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു
બંદીવાન,ബന്ദിയാക്കി
કેપ્ટર,ക്യാപ്റ്റർ
કાર્ડિનલ,കർദ്ദിനാൾ
કાર્લ,കാൾ
કેરોલિંગિયન રાજવંશ,കരോലിംഗിയൻ രാജവംശം
કાર્થુસિયન સંપ્રદાય,കാർത്തൂഷ്യൻ വിഭാഗം
કાર્ટોસા,കാർട്ടോസ
કેસ્ટેલિયન,കാസ്റ്റേലിയൻ
કેસ્ટેલિયન,കാസ്റ്റേലിയൻ
જાતિ વ્યવસ્થા,ജാതി വ്യവസ്ഥ
કિલ્લો,കോട്ട
કિલ્લો,കോട്ട
કેસલ ટાઉન,കാസിൽ പട്ടണം
કાસ્ટ્રા,കാസ്ട്ര
કાસ્ટ્રા,കാസ്ട്ര
કેથેડ્રા,കത്തീഡ്ര
કેથેડ્રલ,കത്തീഡ്രൽ
કેટો સ્ટ્રીટ કાવતરું,കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന
કૌડીલો,കൌഡില്ലോ
ઘોડેસવાર,കവലിയർ
ઘોડેસવાર,കവലിയർ
ઘોડેસવાર સંસદ,കവലിയർ പാർലമെന്റ്
અદુલ્લામની ગુફા,അദുല്ലം ഗുഹ
ગુફા પેઇન્ટિંગ,ഗുഹ പെയിന്റിംഗ്
ગુફા પેઇન્ટિંગ,ഗുഹ പെയിന്റിംഗ്
સેન્ટુમવીર,സെന്റുംവിർ
સેન્ચ્યુરિયન,ശതാധിപൻ
સદી,നൂറ്റാണ്ട്
સાંકળ બખ્તર (= સાંકળ મેલ),ചെയിൻ കവചം (=ചെയിൻ മെയിൽ)
ચેન્ટ્રી,ചാന്ത്രി
ચેન્ટ્રી,ചാന്ത്രി
ચેપ પુસ્તક,ചാപ് ബുക്ക്
ધર્મગુરુ,ചാപ്ലിൻ
પ્રકરણ,അധ്യായം
અકસ્માતોનો પ્રકરણ,അപകടങ്ങളുടെ അധ്യായം
ચાર્જ,ചാർജ് ചെയ്യുക
ચાર્જ ડી અફેર્સ,ഭാരവാഹികൾ
ચાર્જ વિદાય,ചാർജ് വിഭജനം
ચાર્જર,ചാർജർ
રથ,രഥം
સારથિ,സാരഥി
સારથિ,സാരഥി
સારથિ,സാരഥി
ચેરિટી રસોડું,ചാരിറ്റി അടുക്കള
ચાર્ટર,ചാർട്ടർ
ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ),ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം)
ચાર્ટોફિલેસિયમ,ചാർട്ടോഫൈലാസിയം
ચટેઉ,ചാറ്റോ
ચેક પોસ્ટ,ചെക്ക് പോസ്റ്റ്
રાસાયણિક યુદ્ધ,രാസയുദ്ധം
ચેસ્ટર,ചെസ്റ്റർ
મુખ્ય,മുഖ്യൻ
સરદાર,തലവൻ
સરદાર,തലവൻ
સરદાર,തലവൻ
શિફૉન,ഷിഫോൺ
શૌર્ય,ധീരത
પસંદ કરેલા લોકો,തിരഞ്ഞെടുത്ത ആളുകൾ
ક્રિસ્મોગ્રાફિયન,ക്രിസ്മോഗ്രാഫിയോൺ
ખ્રિસ્તી ધર્મ,ക്രൈസ്തവലോകം
ખ્રિસ્તી યુગ,ക്രിസ്ത്യൻ യുഗം
ખ્રિસ્તી સમાજવાદ,ക്രിസ്ത്യൻ സോഷ്യലിസം
ક્રોનિકલ,ക്രോണിക്കിൾ
ક્રોનિકર,ക്രോണിക്ലർ
Chryse Chersonese,ക്രൈസ് ചെർസോണീസ്
સિમેલિયમ,സിമിലിയം
Cinquecento પ્રકાર,സിൻക്വെസെന്റോ സ്റ്റൈൽ
પરિક્રમા,പ്രദക്ഷിണം
સિસ્ટરસિયન સાધુ,സിസ്റ്റെർസിയൻ സന്യാസി
રાજગઢ,കോട്ട
અવતરણ,അവലംബം
અવતરણ,അവലംബം
સામાજિક અસહકાર,നിയമലംഘനം
નાગરિક યુદ્ધ,ആഭ്യന്തരയുദ്ധം
સિવિસ રોમનસ,സിവിസ് റൊമാനസ്
શાસ્ત્રીય વય,ക്ലാസിക്കൽ പ്രായം
Clepht (=klepht),ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്)
કારકુનવાદ,പൗരോഹിത്യം
કારકુન,ക്ലറച്ച്
ક્લુનિયાક ચળવળ,ക്ലൂനിയാക് പ്രസ്ഥാനം
કોટ બખ્તર,കോട്ട് കവചം
શસ્ત્રોનો કોટ,കോട്ട് ഓഫ് ആംസ്
શસ્ત્રોનો કોટ,കോട്ട് ഓഫ് ആംസ്
શસ્ત્રોનો કોટ,കോട്ട് ഓഫ് ആംസ്
ટપાલનો કોટ,കോട്ട് ഓഫ് മെയിൽ
સમૂહ,കോഹോർട്ട്
કોમીટીયા,കോമിറ്റിയ
કોમિટિયા સેન્ટુરિયાટા,കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ
કોમિટિયા કુરિયાટા,കോമിറ്റിയ ക്യൂറിയാറ്റ
કોમિટિયા ટ્રિબ્યુટા,കോമിറ്റിയ ട്രിബ്യൂട്ട
સ્મારક કમાન,സ്മാരക കമാനം
સ્મારક સિક્કો,സ്മാരക നാണയം
સ્મારક સીલ,സ്മരണിക മുദ്ര
સામાન્ય ક્ષેત્ર,പൊതുവായ ഫീൽഡ്
કોમ્યુનાર્ડ,കമ്മ്യൂണർഡ്
કોનકોર્ડેટ,കോൺകോർഡാറ്റ്
કોનકોર્ડેટ,കോൺകോർഡാറ്റ്
કોન્ડોટિયર,കൊണ്ടോട്ടിയർ
પુષ્ટિકરણ Cartarum,സ്ഥിരീകരണം Cartarum
સંઘર્ષ,സംഘർഷം
મંડળ,സഭ
વિજયી રાજ્ય,കീഴടക്കുന്ന സംസ്ഥാനം
વિજેતા,ജേതാവ്
વિજેતા,വിജയി
કોન્સિલિયમ,കോൺസിലിയം
કન્સિસ્ટરી,കോൺസ്റ്ററി
કાવતરું,ഗൂഢാലോചന
કાવતરું,ഗൂഢാലോചന
કોન્સ્યુલેટ,കോൺസുലേറ്റ്
કન્સ્યુલેશન બુક,കൺസൾട്ടേഷൻ പുസ്തകം
કોન્ટિનેંટલ સિસ્ટમ,കോണ്ടിനെന്റൽ സിസ്റ്റം
સંમેલન સંસદ,കൺവെൻഷൻ പാർലമെന്റ്
કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ),കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ)
કોપીહોલ્ડ,കോപ്പിഹോൾഡ്
કોર્ડનિંગ,കോർഡനിംഗ്
કોરોના,കൊറോണ
રાજ્યાભિષેક,കിരീടധാരണം
રાજ્યાભિષેક પથ્થર,കിരീടധാരണ കല്ല്
કોર્પસ,കോർപ്പസ്
કોર્સેર,കോർസെയർ
કોર્સેર,കോർസെയർ
કાંચળી (=કાંચળી),കോർസെറ്റ് (=കോർസെലെറ്റ്)
કોર્ટેસ,കോർട്ടെസ്
કોટ્ટર (=કોટીયર),കോട്ടർ (=കോട്ടിയർ)
કોટ્ટર (=કોટીયર),കോട്ടർ (=കോട്ടിയർ)
કાઉન્ટ પેલેટિનેટ,പാലറ്റിനേറ്റ് എണ്ണുക
દેશ ઘર,നാടൻ വീട്
કાઉન્ટી,കൗണ്ടി
કાઉન્ટી બરો,കൗണ്ടി ബറോ
કાઉન્ટી કોર્ટ,കൗണ്ടി കോടതികൾ
કાઉન્ટી પેલેટીન,കൗണ്ടി പാലറ്റൈൻ
કોર્ટ,കോടതി
કોર્ટ,കോടതി
કોર્ટ પરિપત્ર,കോടതി സർക്കുലർ
કોર્ટ શિષ્ટાચાર,കോടതി മര്യാദകൾ
દરબારી,കോർട്ടിയർ
કેસેશન કોર્ટ,കാസേഷൻ കോടതി
કોર્ટ ઓફ ડિરેક્ટર્સ (EIC),കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC)
માલિકોની કોર્ટ,ഉടമസ്ഥരുടെ കോടതി
દરબાર કવિ,കോടതി കവി
કરારબદ્ધ કેમેરોનિયનો,ഉടമ്പടി കാമറോണിയക്കാർ
તાજ,കിരീടം
તાજ,കിരീടം
તાજ,കിരീടം
તાજ જમીન,കിരീട ഭൂമി
તાજ જમીન,കിരീട ഭൂമി
રાજકુંવર,കിരീടാവകാശി
ધર્મયુદ્ધ,കുരിശുയുദ്ധം
ક્રુસેડર,കുരിശുയുദ്ധക്കാരൻ
ક્રિપ્ટોગ્રામ,ക്രിപ്റ്റോഗ്രാം
કુઇરાસ,ക്യൂറാസ്
ક્યુરાસીયર,ക്യൂറാസിയർ
સંપ્રદાય દેવતા,ആരാധനാ ദേവത
કુરિયા,കൂരിയ
કુરિયા,കൂരിയ
ઝારવાદ,സാറിസം
શ્યામ ખંડ,ഇരുണ്ട ഭൂഖണ്ഡം
ચુકાદાનો દિવસ,വിധി ദിവസം
ચુકાદાનો દિવસ,വിധി ദിവസം
ડીન,ഡീൻ
દશક,ദശാബ്ദം
ડેનરિયસ,ഡെനാറിയസ്
પદભ્રષ્ટ રાજા,സ്ഥാനഭ്രഷ്ടനായ രാജാവ്
બગાડ,നശിപ്പിക്കുക
બગાડ,നാശം
ડિથ્રોન,സിംഹാസനസ്ഥനാക്കുക
ડાયડેમ,ഡയഡം
ડાયડેમ,ഡയഡം
ડાયડેમ,ഡയഡം
ડાયસિયા,ഡയസിയ
ડિકાસ્ટેરિયમ,ഡികാസ്റ്റീരിയം
ડિલુવિઆલિસ્ટ,ഡിലുവിയലിസ്റ്റ്
પંથક,രൂപത
પંથક,രൂപത
નિર્દેશક (=નિર્દેશક),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
નિર્દેશક (=નિર્દેશક),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
દિરહામ,ദിർഹം
બેવફા,വിശ്വസ്തതയില്ലാത്ത
બેવફા,വിശ്വസ്തതയില്ലാത്ത
ક્ષતિનો સિદ્ધાંત,വീഴ്ചയുടെ സിദ്ധാന്തം
દસ્તાવેજ,പ്രമാണം
દસ્તાવેજી પુરાવા,ഡോക്യുമെന്ററി തെളിവുകൾ
ડોમ્સડે બુક,ഡോംസ്‌ഡേ ബുക്ക്
કોન્સ્ટેન્ટાઇનનું દાન,കോൺസ്റ്റന്റൈന്റെ സംഭാവന
પ્રારબ્ધ,വിധി
ડોવગર રાણી,സ്ത്രീധന രാജ്ഞി
ડ્રેગન,ഡ്രാഗൺ
ડ્રોમેડેરીયન,ഡ്രോമെഡേറിയൻ
ડ્રોમેડરી,ഡ്രോമെഡറി
ડ્રોમોન્ડ,ഡ്രോമണ്ട്
ડ્યુઅલ,ഇരട്ട
બેવડા જોડાણ,ഇരട്ട സഖ്യം
ડ્યુઅલ entente,ഡ്യുവൽ എന്റന്റ്
ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર),ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ)
