Hindi,Bengali
संक्षिप्त रूप,সংক্ষিপ্ত বিবরণ
कार्य क्षेत्र,অ্যাকশন এরিয়া
"सक्रियकृत तंतु, सक्रियित तंतु",সক্রিয় ফিলামেন্ট
सक्रिय,সক্রিয়
सक्रिय क्षेत्र,সক্রিয় এলাকা
सक्रिय विंडो,সক্রিয় উইন্ডো
अनुकूलनीयता,অভিযোজনযোগ্যতা
"अनुकूलक, अनुकूलित्र",অ্যাডাপ্টার (অ্যাডাপ্টার)
अनुकूली विभेदी स्पंद कोड मॉडुलन,অভিযোজিত ডিফারেনশিয়াল পালস কোড মড্যুলেশন
"पता पुस्तिका, एड्रेस बुक",ঠিকানা বই
"पता बस, एड्रेस बस",ঠিকানা বাস
"पता विभेदन, एड्रेस विभेदन",ঠিকানা রেজোলিউশন
"आसन्न सरणी व्यतिकरण, आसन्न चैनल व्यतिकरण",সংলগ্ন চ্যানেল হস্তক্ষেপ
"आसन्न चैनल वरण-क्षमता, आसन्न चैनल चयनात्मकता",সংলগ্ন চ্যানেল নির্বাচন
आसन्न आवृत्ति,সংলগ্ন ফ্রিকোয়েন্সি
आसन्न आवृत्ति चैनल,সংলগ্ন ফ্রিকোয়েন্সি চ্যানেল
"आसन्न चित्र वाहक, संलग्न वीडियो वाहक",সংলগ্ন ছবি ক্যারিয়ার
आसन्न ध्वनि वाहक,সংলগ্ন সাউন্ড ক্যারিয়ার
"निकटवतब स्टेशन, निकटवतब केंद्र",সংলগ্ন স্টেশন
समायोज्य,সামঞ্জস্যযোগ্য
समायोज्य संधारित्र,সামঞ্জস্যযোগ্য কনডেন্সার
समायोज्य दाब,সামঞ্জস্য চাপ
समायोजी रिंच,সামঞ্জস্য করা রেঞ্চ
समायोजन,সামঞ্জস্য
" प्रशासक , नियंत्रक",প্রশাসক
उन्नत प्रौद्योगिकी,উন্নত প্রযুক্তি
"एरियल (ऐन्टेना), आकाशी, वायव, हवाई",এরিয়াল
एरियल व्यूह,এরিয়াল অ্যারে
"एरियल वर्धक, ऐन्टेना वर्धक",এরিয়াল বুস্টার
ऐन्टेना धारा,এরিয়াল কারেন্ট
ऐन्टेना भूसंपर्कक स्विच,এরিয়াল আর্থিং সুইচ
ऐन्टेना दक्षता,বায়বীয় দক্ষতা
ऐन्टेना प्रतिबाधा,বায়বীয় প্রতিবন্ধকতা
ऐन्टेना प्रेरकत्व,এরিয়াল ইন্ডাক্ট্যান্স
ऐन्टेना विद्तरोधी,এরিয়াল ইনসুলেটর
ऐन्टेना भारण कुंडली,এরিয়াল লোডিং কয়েল
आकाषी फोटोग्राफी,আকাশ থেকে ছবি তোলা
ऐन्टेना षक्ति,বায়বীয় শক্তি
आकाशी विकिरण प्रतिरोध,বায়বীয় বিকিরণ পুনর্নির্মাণ
ऐन्टेना प्रतिघात,বায়বীয় বিক্রিয়া
वायुगतिकी,এয়ারোডাইনামিক্স
"एजेंसी, अभिकरण",এজেন্সি
वायु संपीडक,বায়ু সংকোচকারী
वायु संधारित्र,এয়ার কনডেন্সার
वायुशीतित,ঠান্ডা বাতাস
वायु क्रोडित कुंडली,বায়ু কর্ড কয়েল
वातानुकूलन,এয়ারকন্ডিশনিং
ऐल्बीडो,আলবেডো
"कलन विधि, एल्गोरिथ्म",অ্যালগরিদম
एलियासिंग,এলিয়াসিং
संरेखण,সারিবদ্ধ
संरेखण,প্রান্তিককরণ
सर्व तरंग एरियल,সমস্ত তরঙ্গ বিমান
नियतन,বরাদ্দ
"वर्णक्रमीय, वर्णक्रमिक",বর্ণমালা
अक्षरांकीय,বর্ণমালা
अक्षरांकीय संप्रतीक,আলফানিউমেরিক চরিত্র
अक्षरांकीय सूचना,আলফানিউমেরিক তথ্য
प्रत्यावतब धारा (ए सी),বিকল্প বর্তমান (এ.সি.)
प्रत्यावर्तन,বিকল্প
"प्रत्यावर्तक, प्रत्यावर्तित्र",বিকল্প
" तुंगता , उन्नतांश         , शीर्षलंब",উচ্চতা
अपभू-तुंगता,অপোজির উচ্চতা
उपभू-तुंगता,পেরিগির উচ্চতা
अव्यावसायिक रेडियो संचार,অপেশাদার রেডিও যোগাযোগ
परिवेश,পরিবেশ
परिवेश माइक्रोफोन,পরিবেশ মাইক্রোফোন
परिवेशी दशा,পরিবেষ্টিত অবস্থা
परिवेश प्रकाश व्यवस्था,পরিবেষ্টনকারী আলো
परिवेशी रव,পরিবেষ্টিত শব্দ
"परिवेशी ताप, परिवेश ताप",পরিবেষ্টিত তাপমাত্রা
अमरीकी मानक कोड,আমেরিকান স্ট্যান্ডার্ড কোড
ऐम्पियर,অ্যাম্পিয়ার
ऐम्पियर मापी,অ্যাম্পের মিটার
प्रवर्धन,পরিবর্ধন
प्रवर्धन गुणक,প্রশস্তকরণ ফ্যাক্টর
प्रवर्धक,পরিবর্ধক
प्रवर्धक लब्धि,পরিবর্ধক লাভ
प्रवर्धक रव,পরিবর্ধক শব্দ
प्रवर्धन उपस्कर,পরিবর্ধক সরঞ্জাম
प्रवर्धन क्लाइस्ट्रॉन,ক্লাইস্ট্রনকে প্রশস্তকরণ
प्रवर्धन एकक,পরিবর্ধক ইউনিট
" आयाम , कोणांक",প্রশস্ততা
आयाम विरूपण,প্রশস্ততা বিকৃতি
आयाम प्रसार,প্রশস্ততা ভ্রমণ
आयाम गुणक,প্রশস্ততা ফ্যাক্টর
आयाम सीमक,প্রশস্ততা সীমাবদ্ধ
आयाम मॉडुलित,প্রশস্ততা মোডুলেটেড
आयाम मॉडुलन,প্রশস্ততা মড্যুলেশন
"अनुरूप, एनालॉग",অ্যানালগ (অ্যানালগ)
अनुरूप परिपथ,অ্যানালগ সার্কিট
अनुरूप कंप्यूटर,অ্যানালগ কম্পিউটার
अनुरूप रेडियो आवृत्ति चैनल,অ্যানালগ রেডিও ফ্রিকোয়েন্সি চ্যানেল
अनुरूप निरूपण,অ্যানালগ উপস্থাপনা
"अनुरूप संकेत, अनुरूप सिगनल",এনালগ সংকেত
अनुरूप से अंकीय,ডিজিটাল অ্যানালগ
अनुरूप-अंकीय परिवर्तक,ডিজিটাল কনভার্টারে অ্যানালগ
अनुरूप वीडियो,অ্যানালগ ভিডিও
"अनुरूप, स–श",সাদৃশ্য
अनुरूपता,উপমা
विष्लेषण,বিশ্লেষণ
आंकड़ा विष्लेषण,ডেটা বিশ্লেষণ
विष्लेषी घनत्व,বিশ্লেষণাত্মক ঘনত্ব
विष्लेषण करना,বিশ্লেষণ করুন
विष्लेषक,বিশ্লেষক
सहायक उपस्कर,আনুষঙ্গিক সরঞ্জাম
"ऐन्ड गेट, तथा द्वार, AND गेट",এবং গেট
समांतरण कोण,কলিমেশন কোণ
धुवण कोण,মেরুকরণের কোণ
घूर्णन कोण,ঘূর্ণনের কোণ
ऐंग्स्ट्रम(Å),অ্যাংস্ট্রোম (Å)
"कोणीय, d¨f.kd",কৌণিক
d¨.kh; त्वरण,কৌণিক ত্বরণ
कोणीय निर्देशांक,কৌণিক সমন্বয়
कोणीय विक्षेपण,কৌণিক ডিফ্লেশন
कोणीय परिक्षेपण,কৌণিক বিচ্ছুরণ
कोणीय विस्थापन,কৌণিক স্থানচ্যুতি
कोणीय त्रुटि,কৌণিক ত্রুটি
कोणीय आवृत्ति,কৌণিক কম্পাংক
कोणीय संवेग,কৌণিক ভরবেগ
कोणीय गति,কৌণিক গতি
कोणीय वेग,কৌণিক বেগ
"ऐनीमेशन, सजीवन",অ্যানিমেশন
ऐनोड,আনোড
ऐनोड बैटरी,আনোড ব্যাটারি
ऐनोड अभिलक्षण,অ্যানোড বৈশিষ্ট্য
ऐनोड परिपथ,আনোড সার্কিট
ऐनोड क्षय,অ্যানোড অপচয়
ऐनोड दक्षता,আনোড দক্ষতা
ऐनोड निवेश षक्ति,আনোড ইনপুট শক্তি
ऐनोड मॉडुलन,অ্যানোড মড্যুলেশন
ऐन्टेना,অ্যান্টেনা
ऐन्टेना किरणपुंज चौड़ाई,অ্যান্টেনা বিমউইথ
ऐन्टेना वर्धक,অ্যান্টেনা বুস্টার
ऐन्टेना परिवर्तन स्विच,অ্যান্টেনা চেঞ্জওভার সুইচ
ऐन्टेना कुंडली,অ্যান্টেনা কয়েল
"ऐन्टेना विन्यास, ऐन्टेना संरूपण",অ্যান্টেনা কনফিগারেশন
ऐन्टेना युग्मक,অ্যান্টেনা কাপলার
ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप,অ্যান্টেনা ক্রস পোলার প্যাটার্ন
ऐन्टेना धारा,অ্যান্টেনা কারেন্ট
ऐन्टेना दैशिकता लब्धि,অ্যান্টেনা ডাইরেক্টিভিটি লাভ
ऐन्टेना द्वैध संकेतक,অ্যান্টেনা ডুপ্লেক্সার
ऐन्टेना प्रभावी क्षेत्र,অ্যান্টেনা কার্যকর অঞ্চল
ऐन्टेना दक्षता,অ্যান্টেনা দক্ষতা
ऐन्टेना प्रभरण,অ্যান্টেনা ফিড
ऐन्टेना व्याप्ति,অ্যান্টেনা ফুট প্রিন্ট
ऐन्टेना लब्धि,এন্টেনা
ऐन्टेना ऊंचाई,অ্যান্টেনার উচ্চতা
ऐन्टेना प्रतिबाधा,অ্যান্টেনা প্রতিবন্ধকতা
ऐन्टेना प्रेरकत्व,অ্যান্টেনা ইন্ডাক্ট্যান্স
ऐन्टेना प्रतिरूप,অ্যান্টেনা প্যাটার্ন
"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक",অ্যান্টেনা প্লেক্সার
ऐन्टेना धुवण,অ্যান্টেনা মেরুকরণ
ऐन्टेना षक्ति,অ্যান্টেনা শক্তি
ऐन्टेना षक्ति लब्धि,অ্যান্টেনা পাওয়ার লাভ
ऐन्टेना विकिरण प्रतिरोध,অ্যান্টেনা বিকিরণ প্রতিরোধের
ऐन्टेना प्रतिघात,অ্যান্টেনা প্রতিক্রিয়া
ऐन्टेना परावर्तक,অ্যান্টেনা প্রতিচ্ছবি
ऐन्टेना प्रतिरोध,অ্যান্টেনা প্রতিরোধের
ऐन्टेना अनुनादी आवृत्ति,অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি
ऐन्टेना अंतरालन,অ্যান্টেনা ব্যবধান
ऐन्टेना स्विचन कक्ष,অ্যান্টেনা স্যুইচিং রুম
ऐन्टेना समस्वरक कुंडली,অ্যান্টেনা টিউনিং কয়েল
ऐन्टेना समस्वरक कुटीर,অ্যান্টেনা টিউনিং হাট
द्वारक,অ্যাপারচার
"भूमि उच्च, अपभू",অপোজি
अपभू राकेट,অ্যাপোজি রকেট
उपकरण,যন্ত্রপাতি
आभासी,আপাত
ऐपलेट (जावा में प्रोग्राम),অ্যাপলেট
" अनुप्रयोग , आवेदन",আবেদন
"आसन्न, लगभग, सन्निकट",আনুমানিক
जलीय घोल,জলীয় সমাধান
" चाप , आर्क",আর্ক
" संरचना , स्थापत्यकला    , वास्तुकला",আর্কিটেকচার
पुरालेखीय ध्वनि-अभिलेखन अंतरण,সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর
अभिलेखागार; पुरालेख,সংরক্ষণাগার
अंकगणितीय कोडन,গাণিতিক কোডিং
आर्मेचर,আর্মার
"आर्मेचर कुंडलन, आर्मेचर कुंडली",আর্ম্যাচার বাতাস
"व्यूह, सरणी",অ্যারে
"प्रग्राही, निरोधक",অ্যারেস্টার
सुस्पष्ट उच्चारण,বক্তৃতা
शिल्पतथ्य; छविदोष,আর্টিফ্যাক্ট (= আর্টফ্যাক্ট)
आरोहण,আরোহী
अभिमुखता अनुपात,আনুমানিক অনুপাত
समायोजक,এসেম্বলার
निष्चयन,দাবী
"समनुदेशन, नियत कार्य",অ্যাসাইনমেন্ট
नियतन चैनल,অ্যাসাইনমেন্ট চ্যানেল
असममित,অসম্পূর্ণ
अतुल्यकालिक,অ্যাসিঙ্ক্রোনাস
वायुमंडल,বায়ুমণ্ডল
वायुमंडलीय हानि,বায়ুমণ্ডলীয় ক্ষতি
वायुमंडलीय रव,বায়ুমণ্ডলীয় শব্দ
वायुमंडलीय दाब,বায়ুমণ্ডলীয় চাপ
वायुमंडलीय संचरण,বায়ুমণ্ডলীয় প্রচার
वायुमंडलीय रेडियो तरंग,বায়ুমণ্ডলীয় রেডিও-তরঙ্গ
वायु-वैद्युत् क्षोभ,বায়ুমণ্ডল
परमाणु,পরমাণু
परमाणु संरचना,পারমাণবিক গঠন
संलग्नक,সংযুক্তি
क्षीणन,মনোযোগ
क्षीणन हानि,মনোযোগ ক্ষতি
ध्वनि तरंग क्षीणन,শব্দ তরঙ্গের মনোযোগ
क्षीणकारी,অ্যাটেনুয়েটর
क्षीणकारी पैड,অ্যাটেনুয়েটর-প্যাড
श्रव्यता देहली,অডিবিলিটি থ্রেশহোল্ড
श्रव्य,শ্রুতিমধুর
श्रव्य आवृत्ति,শ্রুতিমধুর ফ্রিকোয়েন্সি
श्रव्य स्वरक,শ্রুতিমধুর সুর
श्रव्य स्पेक्ट्रम,শ্রুতি-বর্ণালী
"श्रोतागण, दर्शकगण, श्रोता समुदाय",শ্রোতা
"श्रव्य, ऑडियो",শ্রুতি
श्रव्य प्रवर्धक,অডিও পরিবর্ধক
श्रव्य विष्लेषक,অডিও বিশ্লেষক
श्रव्य प्रसारण,অডিও সম্প্রচার
"श्रव्य केबल, ऑडियो केबल",অডিও কেবল
श्रव्य  शृंखला,অডিও চেইন
"श्रव्य कोडेक, श्रव्य कोडक-विकोडक",অডিও কোডেক
श्रव्य संपीडन,অডিও সংক্ষেপণ
श्रव्य संपीडक,অডিও সংক্ষেপক
श्रव्य कंसोल,অডিও কনসোল
श्रव्य विरूपण,অডিও বিকৃতি
"श्रव्य गतिक सीमा, श्रव्य गतिक परास",অডিও গতিশীল পরিসীমা
श्रव्य संचिका आरूप,অডিও ফাইল ফর্ম্যাট
श्रव्य फ्रेम आरूप,অডিও ফ্রেম ফর্ম্যাট
श्रव्य आवृत्ति प्रवर्धक,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
श्रव्य आवृत्ति जनित्र,অডিও ফ্রিকোয়েন্সি জেনারেটর
श्रव्य आवृत्ति परास,অডিও ফ্রিকোয়েন্সি ব্যাপ্তি
श्रव्य आवृत्ति अनुक्रिया,অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া
श्रव्य सीमक,অডিও সীমাবদ্ধ
श्रव्य लाइन,অডিও লাইন
श्रव्य मिश्रक,অডিও মিক্সার
श्रव्य मॉडुलन,অডিও মড্যুলেশন
"श्रव्य दोलक, श्रव्य दोलित्र",অডিও দোলক
श्रव्य निर्गत,অডিও আউটপুট
श्रव्य षक्ति,অডিও শক্তি
श्रव्य गुणवत्ता,অডিও মানের
"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल",অডিও সংকেত
श्रव्य संकेत प्रक्रमण,অডিও সিগন্যাল প্রসেসিং
"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम",অডিও বর্ণালী
श्रव्य भंडारण,অডিও স্টোরেজ
श्रव्य (आवृत्ति) उपवाहक,অডিও সাব-ক্যারিয়ার
श्रव्य रूपांतरक,অডিও ট্রান্সফর্মার
श्रव्य प्रेषित्र,অডিও ট্রান্সমিটার
–श्य/श्रव्य संपीडन,অডিও/ভিডিও সংক্ষেপণ
श्रव्य आवृत्ति दोलक,অডিও-ফ্রিকোয়েন্সি দোলক
"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल",অডিও-ফ্রিকোয়েন্সি সিগন্যাল
श्रव्यमिति,অডিওমেট্রি
–ष्य-श्रव्य साधन,অডিও-ভিজ্যুয়াল সহায়তা
श्रवण बोध,শ্রুতি উপলব্ধি
"अधिप्रमाणन, प्रमाणीकरण",প্রমাণীকরণ
"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति",অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি
"ऑटो कैड, ऑटो CAD",অটো ক্যাড
स्वतः नैदानिकी,অটো ডায়াগনস্টিকস
"स्वचल, स्वचालित, स्वतः, स्व",স্বয়ংক্রিয়
स्वतः नियंत्रण,স্বয়ংক্রিয় নিয়ন্ত্রণ
स्वतः संसूचन,স্বয়ংক্রিয় সনাক্তকরণ
स्वचालित उपस्कर,স্বয়ংক্রিয় সরঞ্জাম
स्वतःआवृत्ति नियंत्रण,স্বয়ংক্রিয় ফ্রিকোয়েন্সি নিয়ন্ত্রণ
स्वचालित सीमक,স্বয়ংক্রিয় সীমাবদ্ধ
स्वचालित मशीन,স্বয়ংক্রিয় মেশিন
स्वतः कला नियंत्रण,স্বয়ংক্রিয় ফ্যাসি নিয়ন্ত্রণ
स्वतः चित्र प्रेषण,স্বয়ংক্রিয় চিত্র সংক্রমণ
" स्व प्रतिश्रवण ,स्व प्रति–श्यण",স্বয়ংক্রিয় প্লেব্যাক
स्वतः षक्ति नियंत्रण,স্বয়ংক্রিয় শক্তি নিয়ন্ত্রণ
"स्वतःप्रोग्रामन, स्वतः क्रमादेशन",স্বয়ংক্রিয় প্রোগ্রামিং
स्वतः अभिलेखन,স্বয়ংক্রিয় রেকর্ডিং
स्वतः पुनः स्थापन,স্বয়ংক্রিয় রিসেট
स्वचालित कपाट,স্বয়ংক্রিয় শাটার
स्वचल तंत्र,স্বয়ংক্রিয় সিস্টেম
स्वचालित टेलीफोन,স্বয়ংক্রিয় টেলিফোন
स्वतः ताप-नियंत्रण,স্বয়ংক্রিয় তাপমাত্রা নিয়ন্ত্রণ
स्वतः वोल्टता नियामक,স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রক
स्वतः प्रबलता संपीडक,স্বয়ংক্রিয় ভলিউম সংক্ষেপক
स्वतः प्रबलता नियंत्रक,স্বয়ংক্রিয় ভলিউম নিয়ন্ত্রণ
स्वतः प्रबलता विस्तारक,স্বয়ংক্রিয় ভলিউম এক্সপেন্ডার
स्वचालन,অটোমেশন
"स्वचालन नियंत्रण, स्वतः नियंत्रण, स्वनियंत्रण",অটোমেশন নিয়ন্ত্রণ
स्वतः आवृत्ति नियंत्रक,অটোমেশন ফ্রিকোয়েন্সি নিয়ামক
सहायक,সহায়ক
सहायक श्रव्य बस,সহায়ক অডিও বাস
उपलब्ध षक्ति,উপলব্ধ শক্তি
"ऐवेलांशी भंग, अवधाव भंग",তুষারপাত ভাঙ্গন
"औसत आयु, औसत जीवन",গড় আয়ু
औसत दाब,গড় চাপ
औसत चाल,গড় গতি
प्रचक्रण-अक्ष,স্পিনের অক্ষ
दिगंश,আজিমুথ
दिगंश कोण,আজিমুথ কোণ
दिगंश त्रुटि,আজিমুথ ত্রুটি
"पृष्ठ प्रकाश, पश्च प्रकाश",পিছনে আলো
पश्च प्रक्षेपण,পিছনে অভিক্ষেপ
विरोधी वोल्टता,ব্যাক ভোল্টেজ (= বিপরীত ভোল্টেজ)
विपरीत आर्क,ব্যাকফায়ার (আর্ক ব্যাক)
पृष्ठभूमि प्रकाश,পটভূমি আলো
पृष्ठभूमि रव,পিছনের শব্দ
पृष्ठभूमि प्रक्षेपण,পটভূমি প্রক্ষেপণ
"बैक-अप, पूर्तिकर, प्रतिपोषक",ব্যাকআপ
"गतिरोधक, व्यारोध, बाधिका",বাফেল
भर्जन,বেকিং
संतुलित श्रव्य,সুষম অডিও
संतुलित श्रव्य लाइन,ভারসাম্যহীন অডিও লাইন
संतुलित संचरण लाइन,সুষম সংক্রমণ লাইন
संतुलन,ভারসাম্য
स्थिरक,ব্যালাস্ট
स्थिरण कारक,ব্যালাস্ট ফ্যাক্টর
बलून,বালুন
"बैंड, पट्टी",ব্যান্ড
"बैंड पारक फिल्टर, बैंड पारक निस्यंदक",ব্যান্ড পাস ফিল্টার
बैंड वरक,ব্যান্ড নির্বাচক
बैंड विपाटन,ব্যান্ড বিভাজন
"बैंड वर्जक फिल्टर, बैंड वर्जक निस्यंदक",ব্যান্ড স্টপ ফিল্টার
बैंड स्विच,ব্যান্ড সুইচ
"पट्टी समस्वरण, बैंड ट्यूनिंग",ব্যান্ড টিউনিং
"बैंड विस्तार, बैंडविड्थ, बैंड चौड़ाई",ব্যান্ডউইথ
"बार, दंड",বার
बार कोड,বার কোড
"बार डाटा, बार आंकड़ा",বার ডেটা
खुली पट्टी,বেয়ার ব্যান্ড
अनावृत लैम्प,বেয়ার ল্যাম্প
बार्न द्वार,শস্যাগার দরজা
आधार बैंड,বেস ব্যান্ড
आधार बैंड संकेत,বেস ব্যান্ড সিগন্যাল
आधार बैंड तंत्र,বেস ব্যান্ড সিস্টেম
आधार विचरक,বেস ব্রাউজার
आधार संग्राही संधि,বেস কালেক্টর জংশন
आधार विद्युत्रोधी,বেস ইনসুলেটর
"मन्द्रस्वर, बास",বাস
मन्द्रस्वर क्षतिपूर्ति,বাস ক্ষতিপূরণ
मन्द्रस्वर लाउडस्पीकर,বাস লাউডস্পিকার (ওফার)
समूह क्रमवीक्षण,ব্যাচ স্ক্যানিং
बैटरी आवेशन,ব্যাটারি চার্জ হইতেছে
किरण पुंज,মরীচি
विस्पंद,বীট
विस्पंद आवृत्ति दोलित्र,বীট ফ্রিকোয়েন্সি দোলক
बेल,বেল
"अभिनति, बायस",পক্ষপাত
"बायस परिपथ, अभिनति परिपथ",বায়াস সার্কিট
"अभिनति आवृत्ति, बायस-आवृत्ति",বায়াস ফ্রিকোয়েন্সি
बायस वोल्टता,অত্যাধিক ভোল্টেজ
"अग्रबायसित, अग्राभिनत",সামনের দিকে পক্ষপাতদুষ্ট
उभयमुखी माइक्रोफोन,দ্বি-দিকনির্দেশক মাইক্রোফোন
"बिलबोर्ड,  विज्ञापन फलक",বিলবোর্ড
बिलबोर्ड अनुप्रयोग,বিলবোর্ড অ্যাপ্লিকেশন
द्विधात्विक अवयव,দ্বি-ধাতব উপাদান
द्विआधारी,বাইনারি
द्विआधारी कोडित दशमलव,বাইনারি কোডেড দশমিক
द्विआधारी अंक (बिट),বাইনারি অঙ্ক (বিট)
द्विआधारी संख्या,বাইনারি সংখ্যা
द्विकणब श्रवण,বাইনোরাল শুনানি
"द्विनेत्री, बाइनॉक्युलर",বাইনোকুলার
"जैवमितीय, जैवमितिक",বায়োমেট্রিক
द्विधुवी ट्रांजिस्टर,বাইপোলার ট্রানজিস্টর
बिट नियतन,বিট বরাদ্দ
बिट दर,বিট রেট
श्वेत-श्याम टेलीविजन,কালো এবং সাদা টিভি
"रिक्त, शून्य, विलोप",ফাঁকা
विलोपन अंतराल,ফাঁকা ব্যবধান
विलोपन स्तर,ব্ল্যাঙ্কিং স্তর
स्रावी प्रतिरोध,ব্লিডার প্রতিরোধের
ध्वनिरूद्ध कैमरा,ব্লিমড ক্যামেরা
"अंधक चौंध, चकाचौंध",অন্ধ ঝলক
टिमटिमाना,পলক
टिमटिमाना,জ্বলজ্বল
ब्लॉक कोड,ব্লক কোড
ब्लॉक आरेख,ব্লক ডায়াগ্রাম
ब्लॉक अंतरापत्र,ব্লক ইন্টারলিভ
अवरोधक संधारित्र,ব্লকিং ক্যাপাসিটার
अवरोधक दोलित्र,দোলক ব্লক করা
प्रफुल्लन,পুষ্প
ब्लो लैम्प,ল্যাম্প ব্লো
फूंकनी,পাইপ ব্লো
"धौंकनी, ब्लोअर",ব্লোয়ার
ब्लूटूथ,ব্লুটুথ
कायिक धारिता,দেহ ক্যাপাসিট্যান্স
"बुक मार्क, पृष्ठ स्मृति",বুকমার্ক
बूलीय बीजगणित,বুলিয়ান বীজগণিত
"बूम, तीव्रवृद्धि",বুম
"बढ़ाना; वर्धन, उछाल",প্রচার করা
वर्धक,বুস্টার
वर्धक प्रकाश,বুস্টার লাইট
वर्धन,বুস্টিং
बूटकरण,বুটিং
बूटस्ट्रैप,বুটস্ট্র্যাপ
तलीय प्रकाश,নীচে আলো
"उच्छलन प्रकाश, प्रस्कन्द प्रकाश",বাউন্স লাইট
"भंग, भंजन",ভাঙ্গা
भंजन वोल्टता,ভাঙ্গন ভোল্টেজ
सेतु अवयव,সেতু উপাদান
सेतुबद्ध दिष्टकारी,সেতু সংশোধনকারী
सेतुबद्ध ‘T’ क्षीणकारी,ব্রিজযুক্ত ‘টি’ অ্যাটেনুয়েটর
