Odiya,Telugu
ଆରିଷ୍ଟୋକ୍ରାଟ୍ ସ୍ନୋବେରୀ |,కులీన స్నోబరీ
ଆରିଷ୍ଟୋଟେଲିଆନ୍ |,అరిస్టాటిలియన్
ଆର୍ମଡା |,ఆర్మడ
ଆର୍ମଡା (= ସ୍ପାନିସ୍ ଆର୍ମଡା),ఆర్మడ (=ది స్పానిష్ ఆర్మడ)
ବାହୁବଳୀ (= ବାହୁବଳୀ),ఆయుధాగాడు (=ఆయుధాకారుడు)
ବାହୁବଳୀ (= ବାହୁବଳୀ),కవచం (=కవచం)
ବାହୁବଳୀ |,ఆయుధాగాడు
ଆର୍ଯ୍ୟନ୍,ఆర్యన్
ଆର୍ଯ୍ୟନ୍,ఆర్యన్
ଆସ୍କାରି |,అస్కారి
ନ୍ୟସ୍ତ କରନ୍ତୁ |,కేటాయించండి
Assize,అసైజ్ చేయండి
Assize,అసైజ్ చేయండి
Assize,అసైజ్ చేయండి
ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |,అసైజ్ ఆఫ్ ఆర్మ్స్ యాక్ట్
ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |,డారీన్ ప్రెజెంట్‌మెంట్ అసైజ్
ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |,మోర్ట్ &#39;D&#39; పూర్వీకుల అస్సైజ్
ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |,అసైజ్ ఆఫ్ నవల డిస్సీసిన్
ଅତ୍ୟାଚାର,దారుణం
ଆକ୍ରମଣ,దాడి
ଆୟୁଲିକ୍ ପରିଷଦ |,ఆలిక్ కౌన్సిల్
ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି),గెడ్డెస్ యొక్క గొడ్డలి (=ది గెడెస్ గొడ్డలి)
ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍),యాక్సిస్ (=ది రోమ్-బెర్లిన్-టోక్యో యాక్సిస్)
ବାବିଲ,బాబిలోన్
ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ),బాబిలోనియన్ బందిఖానా (=బాబిలోనియన్ బందిఖానా)
ବ୍ୟାଚାନାଲ ଭକ୍ତ,బచ్చనాల్ భక్తుడు
ବ୍ୟାଚାନାଲିଆ |,బచ్చనాలియా
ଅବିବାହିତ,బ్రహ్మచారి
ବାଗଦାଦ ଚୁକ୍ତି |,బాగ్దాద్ ఒప్పందం
ବାଲକାନ୍ ଲିଗ୍ |,బాల్కన్ లీగ్
ବାଲକାନ୍ ଚୁକ୍ତି |,బాల్కన్ ఒప్పందం
ବାଲକାନ ଯୁଦ୍ଧ |,బాల్కన్ యుద్ధాలు
ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |,బాల్టిక్ ఒప్పందం
ବୃନ୍ଦାବନ,బందిపోటు
ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |,బాండుంగ్ కాన్ఫరెన్స్
ବହିଷ୍କାର |,బహిష్కరణ
ବ୍ୟାନର |,బ్యానర్
ବର୍ବର,బార్బేరియన్
ବାର୍ବିକାନ୍ |,బార్బికన్
ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |,బార్డోలీ సత్యాగ్రహం
ବାର୍ ବର୍ନର୍ସ |,బార్న్ బర్నర్స్
ବରୁଣ |,బారన్
ବରୁଣ,బారోనేజ్
ବାରୋନସ୍ ମେଜୋରସ୍ |,బారోన్స్ మేజర్లు
ବାରୋନସ୍ ମାଇନୋରସ୍ |,బారోన్స్ మైనర్లు
ବରୁଣେସ୍ |,బారోనెస్
ବରୁଣେଟ୍ |,బారోనెట్
ବରୁଣେଟେଜ୍ |,బారోనెటేజ్
ବରୁଣେଟେଜ୍ |,బారోనెటేజ్
ବାରୋନେଟସି |,బారోనెట్సీ
ବାରୋନି |,బారోనీ
ବାରାକୁନ୍ |,బారకూన్
ବାରାକୁନ୍ |,బారకూన్
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),బారికేడ్ (=బారికాడో)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),బారికేడ్ (=బారికాడో)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),బారికేడ్ (=బారికాడో)
ବେସ୍ କ୍ୟାମ୍ପ୍ |,మూల శిబిరం
ବେସିଲିକା |,బసిలికా
ବେସିଲିକା |,బసిలికా
ବସ୍ତିଲା |,బస్తీలా
ବସ୍ତିଲ୍ |,బాస్టిల్
ବସ୍ତିଲ୍ |,బాస్టిల్
ବ୍ୟାଟେରୀ,బ్యాటరీ
ଯୁଦ୍ଧ,యుద్ధం
ବଟଲ୍-ଆରେ |,బాటిల్-అరే
ଯୁଦ୍ଧ କାନ୍ଦ |,యుద్ధానికి వెళ్ళే సైనికులు చేసే నినాదాలు
ଯୁଦ୍ଧ ଡିନ |,బాటిల్ డిన్
ଯୁଦ୍ଧ କ୍ଷେତ୍ର |,యుద్ధ క్షేత్రం
ଯୁଦ୍ଧ ଭଜନ,యుద్ధ శ్లోకం
ସ୍ପର୍ସର ଯୁଦ୍ଧ |,స్పర్స్ యుద్ధం
ମାନାଙ୍କ ଯୁଦ୍ଧ |,స్టాండర్డ్ యుద్ధం
ଯୁଦ୍ଧ ଜାହାଜ |,యుద్ధనౌక
ଯୁଦ୍ଧ-ଶକ୍ତି |,యుద్ధనౌక-బలం
ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |,Bayeux వస్త్రం
ବିକନ୍ |,బెకన్
ବିକନ୍ ଟାୱାର୍ |,బెకన్ టవర్
ବିଭର୍ |,బీవర్
ବିଭର୍ |,బీవర్
ସମୁଦ୍ରର ଭିକାରୀ |,సముద్రపు బిచ్చగాళ్ళు
ବେଲିକୋଜ୍ |,బెల్లికోస్
ବେଲିକୋଜ୍ |,బెల్లికోస్
ବେଲିକୋଜ୍ |,బెల్లికోస్
ବେଲିକୋସିଟି |,బెల్లికోసిటీ
ବେଲୋନା |,బెలోనా
ଉପକାର,ప్రయోజనం
ପାଦ୍ରୀମାନଙ୍କର ଲାଭ,మతపెద్దల వల్ల ప్రయోజనం
ବେନେଲକ୍ସ |,బెనెలక్స్
ବର୍ଲିନ୍ ଆଦେଶ |,బెర్లిన్ డిక్రీ
ବର୍ସରକର |,బెర్సెర్కర్
ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ),బెసెంట్ (=బెజాంట్)
ବ Bethel ଥେଲ୍ |,బేతేలు
Bibliolater,గ్రంథకర్త
ଗ୍ରନ୍ଥସମୂହ,గ్రంథారాధన
ବିଗ୍ ବର୍ଥା |,బిగ్ బెర్తా
ବିଗଟ୍ |,మతోన్మాదుడు
ବିଲିଂ,బిల్లేటింగ్
ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |,అటెయిండర్ బిల్లు
ଅଧିକାର ବିଲ୍ |,హక్కుల చట్టం
ଜୀବନୀ,జీవిత చరిత్ర రచయిత
ଜନ୍ମ କାହାଣୀ |,జన్మ కథలు
ବିଭିଆକ୍ |,తాత్కాలిక శిబిరం
ବିଭିଆକ୍ |,తాత్కాలిక శిబిరం
ବିଭିଆକ୍ |,తాత్కాలిక శిబిరం
ବିଜୋନିଆ |,బిజోనియా
କଳା ପକ୍ଷୀ,బ్లాక్ బర్డింగ్
କଳା ପତାକା,నల్ల జండా
ବ୍ଲାକ୍ ହୋଲ୍ |,కృష్ణ బిలం
ବ୍ଲାକ୍ ହୋଲ୍ |,కృష్ణ బిలం
କଳା ଗୋଡ (= ସ୍କାବ),నల్ల కాలు (=స్కాబ్)
କଳା ସାର୍ଟ |,నల్ల చొక్కా
ବ୍ଲାଜନ୍,బ్లజోన్
ବ୍ଲାଜନ୍,బ్లజోన్
ବ୍ଲାଜୋନ୍ରି |,బ్లేజోన్రీ
ବ୍ଲାଜୋନ୍ରି |,బ్లజోన్రీ
ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |,బ్లిట్జ్‌క్రీగ్
ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ),రక్తరహిత విప్లవం (=గ్లోరియస్ రివల్యూషన్)
ରକ୍ତଚାପ,బ్లడ్వైట్
ରକ୍ତାକ୍ତ ମରିୟମ |,బ్లడీ మేరీ
ନୀଳ,నీలం
ନୀଳ ରକ୍ତ,నీలం రక్తం
ନୀଳ ପୁସ୍ତକ |,నీలి పుస్తకం
ନୀଳ ରିବନ୍ |,నీలం రంగు రిబ్బన్
ନୀଳ ରିବନ୍ |,నీలం రంగు రిబ్బన్
ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ),బ్లూస్ (=రాయల్ హార్స్ గార్డ్స్)
ନୀଳ ସାର୍ଟ |,నీలం చొక్కా
ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |,బ్లూ వాటర్ స్కూల్
ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |,బోర్డ్ ఆఫ్ కంట్రోల్
ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |,శరీర కవచం
ବୋଇର୍,బోయర్
ବୁଟି,దోపిడి
ବୋରୱୋ |,బరో
ବୁଲୁଟେରିଅନ୍ |,బౌల్యూటేరియన్
ବୋର୍ବନ୍ |,బోర్బన్
ବକ୍ସର ବିଦ୍ରୋହ |,బాక్సర్ తిరుగుబాటు
ବନ୍ଧନୀ,బ్రేస్
ପିତ୍ତଳ |,బ్రాస్సార్డ్
ପିତ୍ତଳ |,బ్రాస్సార్డ్
ରୁଟି କଲୋନୀ |,బ్రెడ్ కాలనీలు
ସ୍ତନ ପ୍ଲେଟ୍ |,బ్రెస్ట్ ప్లేట్
ସ୍ତନ କାମ,రొమ్ము పని
ବ୍ରେଟୱାଲଡା |,బ్రెట్వాల్డా
ବ୍ରିଗାଣ୍ଡ୍ |,బ్రిగాండ్
ବ୍ରିଗେଣ୍ଡେଜ୍,బ్రిగేండేజ్
ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |,బ్రిటిష్ కామన్వెల్త్ ఆఫ్ నేషన్స్
ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି),బ్రౌన్ షర్ట్స్ (=నాజీలు)
ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍),బ్రస్సెల్స్ ట్రీటీ (పాక్ట్) సంస్థ (=వెస్ట్రన్ యూరోపియన్ యూనియన్)
ବଫ୍ |,యెదురు
ବଫ୍ |,యెదురు
ବଫ୍-କୋଟ୍ |,బఫ్-కోటు
ବଫସ୍ |,బఫ్స్
ବୁଲେ (= ପରିଷଦ),బులే (=మండలి)
ବନ୍ଧକ,బర్గేజ్
ବରଗଡ |,బర్గెస్
ବାଇଜାଣ୍ଟାଇନ,బైజాంటైన్
ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ,బైజాంటైన్ చర్చి
ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |,బైజాంటైన్ సామ్రాజ్యం
ବାଇଜାଣ୍ଟାଇନ ଯୁଗ,బైజాంటైన్ యుగం
ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |,బైజాంటైన్ చరిత్రకారులు
କ୍ୟାବଲ୍ |,కాబాల్
କେଜରିଜିମ୍ |,సీజరిజం
ଖଲିଫ୍ |,ఖలీఫ్
କଲିଗ୍ରାଫର୍ |,కాలిగ్రాఫర్
କଲିଗ୍ରାଫିଷ୍ଟ |,కాలిగ్రాఫిస్ట్
କାଲିଗ୍ରାଫି |,కాలిగ్రఫీ
କାଲ୍ଟ୍ରପ୍ |,కాల్ట్రాప్
କାମାଡେରି |,సాహచర్యం
କାମାରିଲା |,కమరిల్లా
କାମାରିଲା |,కమరిల్లా
କାମେଲାକମ୍ |,కామెలాకమ్
କାମୁଫ୍ଲେଜ୍ |,మభ్యపెట్టడం
ଅଭିଯାନ |,ప్రచారం
କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |,క్యాంపు అనుచరుడు
କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |,కాంపో శాంటో
କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍,క్యాంపస్ మార్టియస్
କାନେଫୋରା |,కనెఫోరా
କଙ୍ଗୁ,కంగు
କାନନେଡ୍ |,ఫిరంగి
ତୋପ ଖାଇବା |,ఫిరంగి మేత
କାନନ୍ |,కానన్
କାନନ୍ ନିୟମ |,కానన్ చట్టం
କାନୋପସ୍ ଆଦେଶ |,కానోపస్ డిక్రీ
ବାହୁବଳୀ,ఆయుధాలు పట్టుకోవడం
ବନ୍ଦୀ,బందీ
କ୍ୟାପ୍ଟର,కాప్టర్
କାର୍ଡିନାଲ୍ |,కార్డినల్
କାର୍ଲ |,కార్ల్
କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |,కరోలింగియన్ రాజవంశం
କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |,కార్తుసియన్ శాఖ
କାର୍ଟୋସା |,కార్టోసా
କାଷ୍ଟେଲିଆନ୍ |,కాస్టేలియన్
କାଷ୍ଟେଲିଆନ୍ |,కాస్టేలియన్
ଜାତି ପ୍ରଣାଳୀ |,కుల వ్యవస్థ
ଦୁର୍ଗ,కోట
ଦୁର୍ଗ,కోట
ଦୁର୍ଗ ସହର,కోట పట్టణం
କାଷ୍ଟ୍ରା |,కాస్ట్రా
କାଷ୍ଟ୍ରା |,కాస్ట్రా
କ୍ୟାଥେଡ୍ରା |,కేథడ్రా
କ୍ୟାଥେଡ୍ରାଲ୍ |,కేథడ్రల్
କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |,కాటో స్ట్రీట్ కుట్ర
କାଉଡିଲୋ |,కౌడిల్లో
କାଭାଲିଅର୍ |,కావలీర్
କାଭାଲିଅର୍ |,కావలీర్
କାଭାଲିଅର୍ ସଂସଦ |,కావలీర్ పార్లమెంట్
ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |,అదుల్లాం గుహ
ଗୁମ୍ଫା ଚିତ୍ର,గుహ పెయింటింగ్
ଗୁମ୍ଫା ଚିତ୍ର,గుహ పెయింటింగ్
Centumvir,సెంటంవిర్
ସେଞ୍ଚୁରିଅନ୍ |,సెంచూరియన్
ଶତାବ୍ଦୀ,సెంచరీ
ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍),చైన్ ఆర్మర్ (=చైన్ మెయిల్)
ଚାନ୍ଟ୍ରି |,చాంట్రీ
ଚାନ୍ଟ୍ରି |,చాంట్రీ
ଅଧ୍ୟାୟ ପୁସ୍ତକ,చాప్ పుస్తకం
ଚାପଲେନ୍ |,చాప్లిన్
ଅଧ୍ୟାୟ,అధ్యాయం
ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |,ప్రమాదాల అధ్యాయం
ଚାର୍ଜ,ఆరోపణ
ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |,ఛార్జ్ డి&#39;ఎఫైర్స్
ଚାର୍ଜ ବିଭାଜନ |,ఛార్జ్ విడిపోవడం
ଚାର୍ଜର,ఛార్జర్
ରଥ,రథము
ରଥ,రథసారధి
ରଥ,రథసారధి
ରଥ,రథసారధి
ଚାରିଟି ରୋଷେଇ ଘର |,ఛారిటీ వంటగది
ଚାର୍ଟର୍,చార్టర్
ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍),చార్టిస్ట్ ఉద్యమం (=చార్టిజం)
ଚାର୍ଟୋଫିଲାସିୟମ୍ |,చార్టోఫిలాసియం
Chateau |,చాటౌ
ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |,చెక్ పోస్ట్
ରାସାୟନିକ ଯୁଦ୍ଧ |,రసాయన యుద్ధం
ଚେଷ୍ଟର୍ |,చెస్టర్
ମୁଖ୍ୟ,చీఫ్
ମୁଖିଆ,అధిపతి
ମୁଖିଆ,అధిపతి
ମୁଖିଆ,అధిపతి
ଚିଫନ୍ |,షిఫాన్
ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |,శూరత్వం
ମନୋନୀତ ଲୋକ,ఎంచుకున్న వ్యక్తులు
କ୍ରିସମୋଗ୍ରାଫିନ୍ |,క్రిస్మోగ్రఫీ
ଖ୍ରୀଷ୍ଟଧର୍ମ,క్రైస్తవమత సామ్రాజ్యం
ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |,క్రైస్తవ యుగం
ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |,క్రిస్టియన్ సోషలిజం
ଇତିହାସ,క్రానికల్
କ୍ରୋନିକଲର୍,క్రానికల్
କ୍ରିସ୍ ଚେରସୋନିସ୍ |,Chryse Chersonese
ସିମେଲିୟମ୍ |,సిమిలియం
ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |,సింక్వెసెంటో స్టైల్
ସର୍କୁନାଭିଗେସନ୍ |,ప్రదక్షిణ
ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |,సిస్టెర్సియన్ సన్యాసి
ସୀତା,కోట
ଉଦ୍ଧୃତ,అనులేఖనం
ଉଦ୍ଧୃତ,అనులేఖనం
ନାଗରିକ ଅବମାନନା |,శాసన ఉల్లంఘన
ଗୃହଯୁଦ୍ଧ |,పౌర యుద్ధం
ସିଭିସ୍ ରୋମାନସ୍ |,సివిస్ రోమనస్
ଶାସ୍ତ୍ରୀୟ ବୟସ |,సాంప్రదాయ వయస్సు
କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ),క్లెఫ్ట్ (=క్లెఫ్ట్)
ଧର୍ମ ଧର୍ମ,మతాధికారం
କ୍ଲାରଚ,క్లర్చ్
କ୍ଲୁନିୟକ୍ ଗତିବିଧି |,క్లినియాక్ ఉద్యమం
କୋଟ ବାହୁ,కోటు కవచం
କୋଟ୍,కోట్ ఆఫ్ ఆర్మ్స్
କୋଟ୍,కోట్ ఆఫ్ ఆర్మ్స్
କୋଟ୍,కోట్ ఆఫ్ ఆర్మ్స్
କୋଟ୍ ମେଲ୍ |,కోట్ ఆఫ్ మెయిల్
କୋହର୍ଟ |,కోహోర్ట్
Comitia,కమిటియా
Comitia Centuriata,కమిటియా సెంచురియాటా
Comitia Curiata,కమిటియా క్యూరియాటా
Comitia Tributa,కమిటియా ట్రిబ్యూటా
ସ୍ମରଣୀୟ ଆର୍,స్మారక వంపు
ସ୍ମରଣୀୟ ମୁଦ୍ରା,స్మారక నాణెం
ସ୍ମରଣୀୟ ସିଲ୍ |,స్మారక ముద్ర
ସାଧାରଣ କ୍ଷେତ୍ର |,సాధారణ క్షేత్రం
କମ୍ୟୁନାର୍ଡ |,కమ్యూనార్డ్
କନକର୍ଡେଟ୍ |,కాంకోర్డాట్
କନକର୍ଡେଟ୍ |,కాంకోర్డాట్
କଣ୍ଡୋଟିଅର୍ |,కండోటియర్
ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |,నిర్ధారణ కార్టరమ్
ଦ୍ୱନ୍ଦ୍ୱ |,సంఘర్షణ
ମଣ୍ଡଳୀ,సభ
ରାଜ୍ୟ ଜିତିବା |,రాష్ట్రాన్ని జయించడం
ଜୟ,విజేత
କନକ୍ୟୁଷ୍ଟାଡର୍ |,విజేత
କନସିଲିୟମ୍ |,కన్సిలియం
ସ୍ଥିର,క్రమబద్ధమైన
ଷଡଯନ୍ତ୍ର,కుట్ర
ଷଡଯନ୍ତ୍ର,కుట్ర
କନସୁଲେଟ୍ |,కాన్సులేట్
କନସୁଲେସନ୍ ବୁକ୍ |,సలహా పుస్తకం
କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |,ఖండాంతర వ్యవస్థ
ସମ୍ମିଳନୀ ସଂସଦ |,కన్వెన్షన్ పార్లమెంట్
