Malayalam,Kannada
ഹാജർ രജിസ്റ്റർ,ಹಾಜರಾತಿ ನೋಂದಣಿ
പങ്കെടുക്കുന്ന സ്ലിപ്പ്,ಹಾಜರಾತಿ ಸ್ಲಿಪ್
ശ്രദ്ധ,ಗಮನ
സാക്ഷ്യപ്പെടുത്തൽ,ದೃestೀಕರಣ
സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്,ದೃ ested ೀಕರಿಸಿದ ಪ್ರತಿ
ഭാവം,ವರ್ತನೆ
ആകർഷകമായ ശമ്പളം,ಆಕರ್ಷಕ ಸಂಬಳ
ലേലം,ಹರಾಜು
ലേറ്റീയർ,ಹರಾಜುದಾರ
ലേല വിൽപ്പന,ಹರಾಜು ಮಾರಾಟ
സദസര്,ಪ್ರೇಕ್ಷಕರು
ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ,ಆಡಿಯೊ ದೃಶ್ಯ ಪ್ರದರ್ಶನ
ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി,ಆಡಿಯೋ ದೃಶ್ಯ ಪ್ರಚಾರ
കണക്കുപരിശോധിക്കുക,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ,ಲೆಕ್ಕಪರಿಶೋಧಿತ ಖಾತೆಗಳು
ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്,ಲೆಕ್ಕಪರಿಶೋಧಿತ ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
ഓഡിറ്റിംഗ്,ಲೆಕ್ಕಾಚಾರ
ഓഡിറ്റ് എതിർപ്പ്,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ഓഡിറ്ററുടെ റിപ്പോർട്ട്,ಲೆಕ್ಕಪರಿಶೋಧಕರ ವರದಿ
ആഡിറ്റോറിയം,ಸಭಾಪತಿ
ഓഡിറ്റ് ഖണ്ഡിക,ಲೆಕ್ಕಪರಿಶೋಧನೆ
കണക്കിറ്റ് റിപ്പോർട്ട്,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ഉത്സവമായ,ಕಠಿಣತೆ
ചെലവുചുരുക്കൽ നടപടികൾ,ಕಠಿಣತೆ ಕ್ರಮಗಳು
ആധികാരികം,ಅಧಿಕೃತ
അംഗീകൃത പ്രതിനിധി,ಅಧಿಕೃತ ಪ್ರತಿನಿಧಿ
അംഗീകാരപരമായ,ಅಧಿಕೃತವಾದ
അധികാരം,ಅಧಿಕಾರ
അതോറിറ്റി കത്ത്,ಅಧಿಕಾರ ಪತ್ರ
അധികാരപ്പെടുത്തി,ಅಧಿಕಾರಾವಧ
അംഗീകൃത മൂലധനം,ಅಧಿಕೃತ ಬಂಡವಾಳ
ഓട്ടോമാറ്റിക്,ಸ್ವಯಂಚಾಲಿತ
സയംശാസിതമായ,ಸ್ವಾಯತ್ತ
സ്വയംഭരണ സംഘടന,ಸ್ವಾಯತ್ತ ದೇಹ
സയംഭരണാവകാശം,ಸ್ವಾಯತ್ತತೆ
ഉക്സിലറി,ಸಹಾಯಕ
സുലഭം,ಲಭ್ಯ
ശരാശരി,ಸರಾಸರಿ
ശരാശരി അവധി,ಸರಾಸರಿ ರಜೆ
അപീതി,ನಿವಾರಣೆ
അകറ്റുക,ತಪ್ಪಿಸು
ഒഴിവാക്കുക,ತಪ್ಪಿಸಲು
