Odiya,Punjabi
ଡାଟା ବେସ୍ ମ୍ୟାନେଜମେଣ୍ଟକୁ ପ୍ରବେଶ କରନ୍ତୁ |,ਐਕਸੈਸ ਡੇਟਾ ਬੇਸ ਪ੍ਰਬੰਧਨ
ପ୍ରବେଶ ପରିବେଶ ସେବା,ਐਕਸੈਸ ਵਾਤਾਵਰਣ
ଫାଗ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |,ਐਕਸੈਸ ਪਾੜਾ
ପ୍ରବେଶ ସୂଚକାଙ୍କ,ਐਕਸੈਸ ਇੰਡੈਕਸ
ଆକ୍ସେସ୍ ଲାଇନ୍ |,ਐਕਸੈਸ ਲਾਈਨ
ମେକାନିଜିମ୍ ଆକ୍ସେସ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |,ਐਕਸੈਸ ਵਿਧੀ
ପ୍ରବେଶ ପଦ୍ଧତି,ਐਕਸੈਸ ਵਿਧੀ
ଆକ୍ସେସ୍ ପଦ୍ଧତି ରୁଟିନ୍ |,ਐਕਸੈਸ ਵਿਧੀ ਰੁਟੀਨ
ପ୍ରବେଶ ମୋଡ୍,ਐਕਸੈਸ ਮੋਡ
ଅଧିକାର ପ୍ରବେଶ,ਸਹੀ ਪਹੁੰਚ
ପ୍ରବେଶ ସ୍କାନ,ਐਕਸੈਸ ਸਕੈਨ
ସମୟ ପ୍ରବେଶ କରନ୍ତୁ |,ਐਕਸੈਸ ਟਾਈਮ
ହିସାବ,ਲੇਖਾ
ହିସାବ ଆର୍ଥିକ ବ୍ୟବସ୍ଥା,ਲੇਖਾ ਵਿੱਤ ਸਿਸਟਮ
ହିସାବ ଯନ୍ତ୍ର,ਲੇਖਾ ਮਸ਼ੀਨ
ଖାତା ସଂଖ୍ୟା,ਅਕਾਊਂਟ ਨੰਬਰ
ପୁନର୍ବାର ଜମା କରିବା |,ਦੁਬਾਰਾ ਪੈਦਾ ਕਰਨ ਵਾਲਾ
ଆକ୍ୟୁମୁଲେଟର,ਇਕੱਤਰ ਕਰਨ ਵਾਲਾ
ଆକ୍ୟୁମୁଲେଟର ରେଜିଷ୍ଟର |,ਇਕੱਤਰ ਕਰਨ ਵਾਲਾ ਰਜਿਸਟਰ
ଆକ୍ୟୁମୁଲେଟର ସିଫ୍ଟ ନିର୍ଦ୍ଦେଶ |,ਇਕੱਤਰ ਕਰਨ ਵਾਲੀ ਸ਼ਿਫਟ ਹਦਾਇਤਾਂ
ସଠିକତା,ਸ਼ੁੱਧਤਾ
ସଠିକତା ନିୟନ୍ତ୍ରଣ ଚରିତ୍ର |,ਸ਼ੁੱਧਤਾ ਕੰਟਰੋਲ ਅੱਖਰ
ସଠିକତା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |,ਸ਼ੁੱਧਤਾ ਕੰਟਰੋਲ ਪ੍ਰਣਾਲੀ
Ace ପାଇଲଟ୍ |,ਏਸ ਪਾਇਲਟ
ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ,ਅੱਖਰ ਮੰਨੋ
ଆକାଶବାଣୀ କପତର୍ |,ਧੁਨੀ ਕਥਾ
ଆକାଶବାଣୀ କଣ୍ଟା |,ਧੁਨੀ
ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |,ਧੁਨੀ ਦੇਰੀ ਨਾਲ
ଆକାଶବାଣୀ ସ୍ମୃତି,ਧੁਨੀ ਯਾਦਦਾਸ਼ਤ
ଆକାଶବାଣୀ ମୋଡେମ୍ |,ਧੁਨੀ ਮਾਡਮ
ଆକାଶବାଣୀ ସଙ୍କେତ |,ਧੁਨੀ ਸੰਕੇਤ
ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |,ਧੁਨੀ ਸਟੋਰੇਜ
ଆକ୍ରୋନିମ୍ |,ਐਕਰੋਨਾਈਮ
କାର୍ଯ୍ୟ,ਕਾਰਵਾਈ
କ୍ରିୟା ଚକ୍ର,ਐਕਸ਼ਨ ਚੱਕਰ
କ୍ରିୟା ରେଖା,ਐਕਸ਼ਨ ਲਾਈਨ
କ୍ରିୟା ବାର୍ତ୍ତା,ਐਕਸ਼ਨ ਸੰਦੇਸ਼
କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,ਐਕਸ਼ਨ ਨਿਰਧਾਰਨ
ସକ୍ରିୟକରଣ,ਸਰਗਰਮੀ
ସକ୍ରିୟ,ਕਿਰਿਆਸ਼ੀਲ
ସକ୍ରିୟ ଫାଇଲ,ਐਕਟਿਵ ਫਾਈਲ
ସକ୍ରିୟ ରେଖା,ਐਕਟਿਵ ਲਾਈਨ
ସକ୍ରିୟ ଲିଙ୍କ୍ |,ਕਿਰਿਆਸ਼ੀਲ ਲਿੰਕ
ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |,ਐਕਟਿਵ ਮਾਸਟਰ ਫਾਈਲ
ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |,ਐਕਟਿਵ ਮਾਸਟਰ ਆਈਟਮ
ସକ୍ରିୟ ଉପଗ୍ରହ |,ਐਕਟਿਵ ਸੈਟੇਲਾਈਟ
ସକ୍ରିୟ ଷ୍ଟେସନ,ਐਕਟਿਵ ਸਟੇਸ਼ਨ
ସକ୍ରିୟ ସଂରକ୍ଷଣ,ਐਕਟਿਵ ਸਟੋਰੇਜ
କାର୍ଯ୍ୟକଳାପ,ਸਰਗਰਮੀ
କାର୍ଯ୍ୟକଳାପ ସ୍ତର,ਸਰਗਰਮੀ ਪੱਧਰ
କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ,ਗਤੀਵਿਧੀ ਲੋਡਿੰਗ
କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ,ਗਤੀਵਿਧੀ ਅਨੁਪਾਤ
ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା),ਅਸਲ ਪਤਾ (= ਪੂਰਨ ਪਤਾ)
ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍),ਅਸਲ ਕੋਡ (= ਸੰਪੂਰਨ ਕੋਡ)
ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |,ਅਸਲ ਡੇਟਾ ਟ੍ਰਾਂਸਫਰ ਰੇਟ
ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |,ਅਸਲ ਦਸ਼ਮਲਵ ਬਿੰਦੂ
ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ),ਅਸਲ ਹਦਾਇਤਾਂ (= ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਹਦਾਇਤ)
ପ୍ରକୃତ ଚାବି |,ਅਸਲ ਕੁੰਜੀ
ପ୍ରକୃତ ସମୟ,ਅਸਲ ਸਮਾਂ
ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ,ਅਸਲ ਕੰਮ ਦਾ ਸਮਾਂ
କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ,ਅਦਾਕਾਰੀ ਸੰਕੇਤ
ଅନୁକେତ,ਅਨੁਕੂਲਤਾ
ଆଡାପ୍ଟର,ਅਡੈਪਟਰ
ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |,ਅਡੈਪਟਿਵ ਚੈਨਲ ਅਲਾਟਮੈਂਟ
ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,ਅਨੁਕੂਲ ਏਕੀਕਰਣ
ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |,ਅਨੁਕੂਲਤਾ ਦੇ ਟਰਾਂਸਵਰਸਟਲ ਬਰਾਬਰੀ
ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |,ਇੰਦਰਾਜ਼ ਸ਼ਾਮਲ ਕੀਤਾ
ଯୋଡି,ਐਡੇਂਡ
ଆଡର୍,ਐਡਰਰ
ଆଡର୍ ସବଟ୍ରାକ୍ଟର |,ਐਡਰੈਸਬਰਸਟਰੈਕਟਰ
ଫାଇଲ୍ ଯୋଡନ୍ତୁ,ਫਾਈਲ ਸ਼ਾਮਲ ਕਰੋ
ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର),ਵਾਧੂ ਅੱਖਰ (= ਵਿਸ਼ੇਸ਼ ਚਰਿੱਤਰ)
ଯୋଗ ରେକର୍ଡ |,ਜੋੜ ਰਿਕਾਰਡਰ
ଯୋଗ ଉପକରଣ,ਜੋੜ ਸਾਰਣੀ
ଯୋଗୀ ଗୁଣ,ਜੋੜ
ମୋଡ୍ ଯୋଡନ୍ତୁ,ਮੋਡ ਸ਼ਾਮਲ ਕਰੋ
ଅପରେସନ୍ ଯୋଡନ୍ତୁ |,ਓਪਰੇਸ਼ਨ ਸ਼ਾਮਲ ਕਰੋ
ଠିକଣା,ਪਤਾ
ଠିକଣା ମାପ ମାପ |,ਸੰਬੋਧਿਤਯੋਗਤਾ ਉਪਾਅ
ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |,ਪਤਾ ਕਰਨ ਯੋਗ ਹਰੀਜੱਟਲ ਸਥਿਤੀ
ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |,ਪਤਾ ਕਰਨ ਯੋਗ ਬਿੰਦੂ
ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |,ਪਤਾ ਕਰਨ ਯੋਗ ਸਥਿਤੀ
ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |,ਪਤਾ ਕਰਨ ਯੋਗ ਰਜਿਸਟਰ
ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ,ਪਤਾ ਕਰਨ ਯੋਗ ਸਟੋਰੇਜ
ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |,ਪਤਾ ਕਰਨ ਯੋਗ ਲੰਬਕਾਰੀ ਸਥਿਤੀ
ଠିକଣା ବସ୍,ਪਤਾ ਬੱਸ
ଠିକଣା କୋଡ୍,ਪਤਾ ਕੋਡ
ଠିକଣା ତୁଳସୀତି,ਪਤਾ ਕੰਪਰੇਟਰ
ଠିକଣା ଗଣନା,ਪਤਾ ਬਕਾਏ
ସ୍ଥିର ଠିକଣା,ਪਤਾ ਲਗਾਤਾਰ
ଠିକଣା କନଭର୍ସନ୍ |,ਪਤਾ ਬਦਲਣਾ
ଠିକଣା ତଥ୍ୟ,ਪਤਾ ਡਾਟਾ
ଠିକଣା ମେମୋରୀ |,ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ
ଠିକଣା ପ୍ରଭାବଶାଳୀ |,ਪਤਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ
ଠିକଣା କ୍ଷେତ୍ର,ਪਤਾ ਖੇਤਰ
ଠିକଣା ଫର୍ମାଟ୍,ਪਤਾ ਫਾਰਮੈਟ
ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |,ਪਤਾ ਮੁਫਤ ਪ੍ਰੋਗਰਾਮ
ଠିକଣା,ਸੰਬੋਧਨ ਕਰਨਾ
ଠିକଣା  ବର୍ଣ୍ଣ,ਸੰਬੋਧਨ ਕਰਨਾ  ਅੱਖਰ
ବାଧା ଠିକଣା,ਰੁਕਾਵਟ ਨੂੰ ਸੰਬੋਧਿਤ ਕਰਨਾ
ଲୁପ୍ ଠିକଣା,ਪਤਾ ਲਗਾਉਣ
ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା,ਵਰਚੁਅਲ ਮੈਮੋਰੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨਾ
ଠିକଣା ଅନ୍ତରାପଳୀ,ਪਤਾ ਲਗਾਉਣਾ
ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |,ਬਰੇਸ਼ਨ ਰਹਿਤ ਨਿਰਦੇਸ਼ ਦਾ ਫਾਰਮੈਟ
ଠିକଣା ରେଖା,ਐਡਰੈੱਸ ਲਾਈਨ
ଠିକଣା ମ୍ୟାପିଙ୍ଗ,ਪਤਾ ਮੈਪਿੰਗ
ଠିକଣା ଚିହ୍ନ,ਪਤਾ ਮਾਰਕ
ଠିକଣା ପରିବର୍ତ୍ତନ,ਪਤਾ ਸੋਧ
ଠିକଣା ଅଂଶ,ਪਤਾ ਭਾਗ
ଠିକଣା ସୂଚକ,ਪਤਾ ਪੁਆਇੰਟਰ
ଠିକଣା ରେଜିଷ୍ଟର |,ਪਤਾ ਰਜਿਸਟਰ
ଠିକଣା ସଙ୍କେତ,ਪਤਾ ਸਿਗਨਲ
ଠିକଣା ଆକାର,ਪਤਾ ਅਕਾਰ
ଠିକଣା ସ୍ଥାନ,ਪਤਾ ਸਪੇਸ
ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |,ਪਤਾ ਸਪੇਸ ਪਛਾਣਕਰਤਾ
ଠିକଣା ଷ୍ଟପ୍,ਪਤਾ ਬੰਦ
ଠିକଣା ଚିହ୍ନ,ਪਤਾ ਟਰੇਸ
ଠିକଣା ଟ୍ରାକ୍,ਪਤਾ ਟਰੈਕ
ଠିକଣା ଅନୁବାଦ,ਪਤਾ ਅਨੁਵਾਦ
ଠିକଣା ଅନୁବାଦକ,ਪਤਾ ਅਨੁਵਾਦਕ
ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |,ਸ਼ਾਮਲ ਕਰੋ-ਘਟਾਓ
ସମୟ ଯୋଡନ୍ତୁ |,ਸਮਾਂ ਸ਼ਾਮਲ ਕਰੋ
ସଂଲଗ୍ନ,ਅਡਜੈਂਸੀ
ସଂଲଗ୍ନ structure ାଞ୍ଚା |,ਐਡਜੈਂਸੀ structure ਾਂਚਾ
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |,ਨਾਲ ਲੱਗਦੇ ਚੈਨਲ
ସଂଲଗ୍ନ ଡୋମେନ୍ |,ਨਾਲ ਲੱਗਦੇ ਡੋਮੇਨ
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,ਨਾਲ ਲੱਗਦੀ ਮੈਟ੍ਰਿਕਸ
ସଂଲଗ୍ନ ନୋଡ୍ |,ਨਾਲ ਲੱਗਦੀ ਨੋਡ
ସଂଲଗ୍ନ ସୁବିରା |,ਆਸ ਪਾਸ ਦੇ ਉਪਰਾਸਾ
Adjone (ସିଷ୍ଟମ୍),ਐਡਰਜਾਈਨ (ਸਿਸਟਮ)
ଆଡଜଷ୍ଟ କରନ୍ତୁ |,ਵਿਵਸਥਤ ਕਰੋ
ନିୟନ୍ତ୍ରିତ ପରିମାଣ,ਵਿਵਸਥਤ ਹੱਦ ਤੱਕ
ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |,ਟੈਕਸਟ ਮੋਡ ਨੂੰ ਵਿਵਸਥਤ ਕਰੋ
ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,ਪ੍ਰਬੰਧਕੀ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
ପ୍ରଶାସନିକ ଅପରେଟର |,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ
ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ ਸਟੇਸ਼ਨ
ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |,ਪ੍ਰਬੰਧਕੀ ਸਹਾਇਤਾ ਸਿਸਟਮ
ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |,ਤਕਨੀਕੀ ਸੰਚਾਰ ਸੇਵਾ
ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |,ਐਡਵਾਂਸਡ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |,ਐਡਵਾਂਸਡ ਆਪਟੀਕਲ ਅੱਖਰ ਪਾਠਕ
ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |,ਤਕਨੀਕੀ ਵਿਗਿਆਨਕ ਕੰਪਿ computer ਟਰ
ବାୟୁ,ਏਰੀਅਲ
ସମୁଦାୟ,ਸਮੁੱਚੀ
ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |,ਸਮੁੱਚੀ ਸਮੀਕਰਨ
ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |,ਉਦੇਸ਼ ਸਰਕਲ
ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ),ਉਦੇਸ਼ ਖੇਤਰ (= ਪ੍ਰਤੀਕ ਦਾ ਨਿਸ਼ਾਨਾ)
ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ,ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ
ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ
ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |,ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ
ବ el ୍ଜନିକ୍ |  ଏକୀକରଣ,ਅਲਜਬ੍ਰਿਕ  ਏਕੀਕਰਣ
ବଗିଳିନିକ୍ ଭାଷା |,ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ
ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ
Algebric ମନିପୁଲେସନ୍ ଭାଷା |,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ
ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |,ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ
ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |,ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ
ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |,ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ
ଆଲଗୋଲ୍ |,ਐਲਗੋਲ
ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |,ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ
Algol ପ୍ରୋଗ୍ରାମିଂ |,ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
ଆଲଗୋରିଦମ,ਐਲਗੋਰਿਦਮ
ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |,ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ
ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |,ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ
ଆଲଗୋରିଦମ ଜଟିଳତା |,ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ
ଆଲଗୋରିଦମ ଗଣନା |,ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ
ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |,ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ
ଆଲଗୋରିଥମିକ୍ ଭାଷା |,ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ
ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |,ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ
ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |,ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ
ଛଦ୍ମନାମ,ਉਪਨਾਮ
ଛଦ୍ମନାମ,ਅਲਾਇਸਿੰਗ
ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ),ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ)
ପରିଚାଳିତ,ਅਲਾਈਨਮੈਂਟ
ବଣ୍ଟନ କରନ୍ତୁ |,ਨਿਰਧਾਰਤ ਕਰੋ
ଆବଣ୍ଟନ ସଂରଚନା |,ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ
ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |,ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ
ବର୍ଣ୍ଣମାଳା କୋଡ୍,ਵਰਣਮਾਲਾ ਕੋਡ
ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |,ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ
ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |,ਵਰਣਮਾਲਾ ਸਤਰ
ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ,ਵਰਣਮਾਲਾ ਸ਼ਬਦ
ବର୍ଣ୍ଣମାଳା,ਵਰਣਮਾਲਾ
ଆଲଫେମେଟ୍ରିକ୍ସ,ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ
ଆଲଫାମ୍,ਅਲਫ਼ਾਮਿਕ
ଆଲଫାମାସିକ୍ |,ਅਲਫੋਮੋਸੈਕ
ବର୍ଣ୍ଣମାଳା,ਅਲਫਾਨੁਮਿਕ
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |,ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |,ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ
ବର୍ଣ୍ଣମାଳା କୋଡ୍,ਅੱਖਰ ਕੋਡ
ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |,ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ
ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |,ਅਲਫਾਨੁਮਿਕ ਡੇਟਾ
ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |,ਅਲਫਾਨਮੋਰਿਕ ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ
ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |,ਅੱਖਰ ਸੰਪਾਦਕੀ ਅੱਖਰ
ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର,ਅਲਫਾਨੁਮਿਕ ਖੇਤਰ
ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ,ਅਲਫਨੀਮਿਕ ਹਦਾਇਤ
