Malayalam,Gujarati
"1. ചുരുക്കെഴുത്ത്, 2. ചുരുക്കെഴുത്ത്, 3. മുതൽ ചുരുക്കി","1. ટૂંકાક્ષર, 2. સંક્ષેપ, 3. થી ટૂંકું"
പ്രവർത്തന സന്ദേശം,ક્રિયા સંદેશ
സജീവമാക്കൽ,સક્રિયકરણ
സജീവ സെർവർ പേജ്,સક્રિય સર્વર પૃષ્ઠ
സജീവ പതിപ്പ്,સક્રિય સંસ્કરણ
അസൈക്ലിക്,એસાયક્લિક
"1. അസൈക്ലിക് ഗ്രാഫ്, 2. അസൈക്ലിക് ഗ്രാഫ്","1. એસાયક્લિક ગ્રાફ, 2. એસાયક્લિક ગ્રાફ"
അഡാ കമ്പ്യൂട്ടർ ഭാഷ,અદા કોમ્પ્યુટર ભાષા
"1. ഒപ്റ്റിമൈസർ, 2. ഒപ്റ്റിമൈസർ","1. ઑપ્ટિમાઇઝર, 2. ઑપ્ટિમાઇઝર"
ആകെ),સરવાળે)
തുക ഫയൽ,સરવાળો ફાઇલ
"1. കൂട്ടിച്ചേർക്കൽ പ്രവർത്തനം, 2. ആകെ പ്രവർത്തനം","1. એડિશન ઓપરેશન, 2. સરવાળો કામગીરી"
ചേർക്കുന്നയാൾ,ઉમેરનાર
അറിയുക,જાણો
വിലാസം ബസ്,સરનામું બસ
വിലാസ ഫയൽ,સરનામું ફાઇલ
വിലാസ ഫോർമാറ്റ്,સરનામું ફોર્મેટ
വിലാസ ജനറേറ്റർ,સરનામું જનરેટર
വിലാസ ലൈൻ,એડ્રેસ લાઇન
വിലാസ മാപ്പിംഗ്,સરનામું મેપિંગ
വിലാസ സൂചകം,સરનામું સૂચક
വിലാസ രജിസ്റ്റർ,સરનામું રજીસ્ટર
വിലാസ തകർച്ച,સરનામું ભંગાણ
വിലാസ വിവർത്തനം,સરનામા અનુવાદ
"1. അഡ്രസ് ചെയ്യാവുന്ന മെമ്മറി, 2. അഭിസംബോധന ചെയ്യാവുന്ന മെമ്മറി","1. એડ્રેસેબલ મેમરી, 2. એડ્રેસેબલ મેમરી"
അഭിസംബോധന,સંબોધન
"1. പര്യാപ്തത മാനദണ്ഡം, 2. പര്യാപ്തത മാനദണ്ഡം","1. પર્યાપ્તતા માપદંડ, 2. પર્યાપ્તતા માપદંડ"
ബന്ധം,જોડાણ
"1. മാനേജ്മെന്റ്, 2. നിയന്ത്രണം","1. મેનેજમેન્ટ, 2. નિયંત્રણ"
"1. മാനേജർ, 2. കണ്ട്രോളർ","1. મેનેજર, 2. નિયંત્રક"
അഡോബ് അക്രോബാറ്റ്,એડોબ એક્રોબેટ
അഡോബ് ഫോട്ടോഷോപ്പ്,એડોબ ફોટોશોપ
ABAP (അഡ്വാൻസ്ഡ് ബിസിനസ് പ്രോഗ്രാമിംഗ്),ABAP (એડવાન્સ્ડ બિઝનેસ પ્રોગ્રામિંગ)
"1. വിപുലമായ ഡാറ്റ, 2. വിപുലമായ ഡാറ്റ","1. અદ્યતન ડેટા, 2. અદ્યતન ડેટા"
വിപുലമായ വിവര സംവിധാനം,અદ્યતન માહિતી સિસ્ટમ
അഡ്വാൻസ്ഡ് ടെക്നോളജി (AT),એડવાન્સ ટેકનોલોજી (AT)
നടപടി,ક્રિયા
സമാഹരണം,એકત્રીકરણ
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
ആൽഡസ് പേജ് മേക്ക്,aldus પૃષ્ઠ બનાવવું
മുന്നറിയിപ്പ് ബോക്സ്,ચેતવણી બોક્સ
അൽഗോൾ (കമ്പ്യൂട്ടർ ഭാഷ),અલ્ગોલ (કોમ્પ્યુટર ભાષા)
"1. അൽഗോരിതം , 2. അൽഗോരിതം","1. અલ્ગોરિધમ, 2. અલ્ગોરિધમ"
"1. അൽഗോരിതം വിശകലനം, 2. അൽഗോരിതം വിശകലനം","1. અલ્ગોરિધમ વિશ્લેષણ, 2. અલ્ગોરિધમ વિશ્લેષણ"
അൽഗോരിതം കാര്യക്ഷമത,અલ્ગોરિધમ કાર્યક્ષમતા
"1. ഏലിയാസ്, 2. വിളിപ്പേര്, 3. അല്ലെങ്കിൽ","1. ઈલિયાસ, 2. ઉપનામ, 3. ઉર્ફે"
വിന്യാസം,ગોઠવણી
"1. വിഹിതം, 2. വിഹിതം","1. ફાળવણી, 2. ફાળવણી"
"1. അക്ഷരമാല, 2. അക്ഷരമാല ക്രമത്തിൽ","1. આલ્ફાબેટીક, 2. મૂળાક્ષરોનો ક્રમ"
ആൽഫാന്യൂമെറിക്,આલ્ફાન્યૂમેરિક
"1. ആൽഫാന്യൂമെറിക് കീബോർഡ് ,2. ആൽഫാന്യൂമെറിക് കീബോർഡ്","1. આલ્ફાન્યૂમેરિક કીબોર્ડ, 2. આલ્ફાન્યૂમેરિક કીબોર્ડ"
ആൽഫ-ടെസ്റ്റിംഗ് (ഒന്നാം ലെവൽ ടെസ്റ്റ്),આલ્ફા-પરીક્ષણ (પ્રથમ સ્તર પરીક્ષણ)
"1. ആൽഫ പതിപ്പ്, 2. ആൽഫ രൂപം","1. આલ્ફા સંસ્કરણ, 2. આલ્ફા ફોર્મ"
alt കീ,alt કી
ആൾട്ടാവിസ്റ്റ,અલ્ટાવિસ્ટા
ബഹുസ്വരത,બહુવિધતા
അവ്യക്തമായ വ്യാകരണം,અસ્પષ્ટ વ્યાકરણ
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡീസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കട്ട് (ascii),અમેરિકન સ્ટાન્ડર્ડ કટ (ascii)
"1. സാദൃശ്യം, 2. അനലോഗ്","1. અનુરૂપ, 2. એનાલોગ"
"1. അനലോഗ് കമ്പ്യൂട്ടർ, 2. അനലോഗ് കമ്പ്യൂട്ടർ","1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર"
"1. അനലോഗ് ഉപകരണം, 2. അനലോഗ് ഉപകരണം","1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ"
"1. അനലോഗ് മോഡം, 2. അനലോഗ് മോഡം","1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ"
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ,ડિજિટલ કન્વર્ટર માટે એનાલોગ
അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു),અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ)
അവസാന സർക്യൂട്ട്,અંતિમ સર્કિટ
അവസാന ഗേറ്റും ഗേറ്റും,અંતિમ દરવાજો અને દરવાજો
എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ),એન્ડ નોટ ઓપરેશન (બાકાત)
"1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ","1. એનિમેશન, 2. કંપન"
കുറിപ്പ്,નૉૅધ
പൊരുത്തക്കേട്,અસંગતતા
മുമ്പത്തെ,અગાઉના
മുൻകൂർ പേജിംഗ്,આગોતરી પેજીંગ
എതിർ-സമമിതി,પ્રતિ-સપ્રમાણ
ആൻറിവൈറൽ പ്രോഗ്രാം,એન્ટિવાયરલ પ્રોગ્રામ
"1. ആപ്ലെറ്റ്, 2. അപേക്ഷ","1. ઉપલેટ, 2. અરજી"
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,એપ્લિકેશન ડેવલપર
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,એપ્લિકેશન પ્રોગ્રામિંગ
"1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)","1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)"
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,એપ્લિકેશન સોફ્ટવેર
ആപ്ലിക്കേഷൻ ഭാഷ,એપ્લિકેશન ભાષા
ഏകദേശ തത്വം,અંદાજ સિદ્ધાંત
ഘടന,માળખું
ഫീൽഡ് കൈമാറ്റം,ક્ષેત્ર ટ્રાન્સફર
"1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ","1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ"
"1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്","1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ"
ഗണിത പരിശോധന,અંકગણિત તપાસ
ഗണിത സ്ഥിരാങ്കം,અંકગણિત સતત
ഗണിത ഡാറ്റ,અંકગણિત માહિતી
ഗണിത നിർദ്ദേശം,અંકગણિત સૂચના
മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU),ગાણિતિક અને તાર્કિક એકમ (ALU)
ARPA നെറ്റ് (RPNet),ARPA નેટ (RPNet)
അറേ,એરે
"1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി","1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી"
അറേ കമ്പ്യൂട്ടർ,એરે કમ્પ્યુટર
അറേ ഘടകം,એરે તત્વ
അറേ പേര്,એરે નામ
അറേ പ്രോസസർ,એરે પ્રોસેસર
അമ്പടയാള കീ,તીર કી
ഉടമ്പടി,સંધિ
ജംഗ്ഷൻ പോയിന്റ്,જંકશન પોઈન્ટ
കൃത്രിമ കോംപാക്ഷൻ,કૃત્રિમ કોમ્પેક્શન
കൃത്രിമ നിയന്ത്രണം,કૃત્રિમ નિયંત્રણ
കൃത്രിമബോധം,કૃત્રિમ સંવેદના
മൗണ്ട്,માઉન્ટ
ആരോഹണ തരം,ચડતા સૉર્ટ
ascii അക്ഷരമാല,ascii મૂળાક્ષરો
ascii നിയന്ത്രണ ചിഹ്നം,ascii નિયંત્રણ પ્રતીક
ascii ഫയൽ,ascii ફાઇલ
ascii ഫോണ്ട്,ascii ફોન્ટ
ASCII കൈമാറ്റം,ASCII ટ્રાન્સફર
വീക്ഷണാനുപാതം,પાસા ગુણોત્તર
"1. ആസ്പി, 2. എ.എസ്.പി.ഐ","1. એસ્પી, 2. ASPI"
എ എസ് ആർ കാലാട്,એ એસ આર કલાડ
"1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ","1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે"
"1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ","1. એસેમ્બલર, 2. રીમાઇન્ડર"
"1. അസംബ്ലിംഗ് , 2. അനുസ്മരണം","1. એસેમ્બલિંગ, 2. યાદ"
"1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ","1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા"
ദൃഢനിശ്ചയം,નિશ્ચય
"1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം","1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી"
കൂട്ടുകെട്ട്,સોબત
അനുബന്ധ വിലാസം,સહયોગી સરનામું
"1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി","1. સહયોગી મેમરી, 2. સહયોગી મેમરી"
നക്ഷത്രചിഹ്നം (* ചിഹ്നം),ફૂદડી (* ચિહ્ન)
അസമമായ,અસમપ્રમાણ
"1. അസമന്വിത , 2. അസമന്വിത","1. અસુમેળ, 2. અસુમેળ"
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM)
അസമന്വിത കൈമാറ്റം,અસુમેળ ટ્રાન્સફર
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM)
"1. ആറ്റം, 2. പരമൻ","1. અણુ, 2. પરમાન"
അറ്റാച്ചുചെയ്ത പ്രമാണം,જોડાયેલ દસ્તાવેજ
"1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ","1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ"
"1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്","1. બિડાણ, 2. સંલગ્ન"
"1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി","1. ગુણધર્મો, 2. વિશેષતા"
കേൾക്കാവുന്ന,સાંભળી શકાય તેવું
"1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്","1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ"
അക്കൗണ്ട് സ്ഥിരീകരണം,એકાઉન્ટ વેરિફિકેશન
പ്രമോഷൻ,પ્રમોશન
സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ,પ્રમાણપત્ર પ્રોટોકોલ
എഴുത്ത് രീതി,લેખન પદ્ધતિ
"1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ","1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ"
യാന്ത്രിക സംഗ്രഹം,સ્વતઃ અમૂર્ત
"1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്","1. ઓટો બુટીંગ, 2. સ્વ બુટ"
ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ),ઓટોકેડ (કોમ્પ્યુટર ભાષા)
യാന്ത്രിക ലോഗ്-ഓൺ,ઓટો લોગ-ઓન
ഓട്ടോമാറ്റ,ઓટોમેટા
ഓട്ടോമാറ്റ സിദ്ധാന്തം,ઓટોમેટા સિદ્ધાંત
ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ,આપોઆપ ગણતરી
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,સ્વચાલિત ડેટા પ્રોસેસિંગ
യാന്ത്രിക പിശക് തിരുത്തൽ,આપોઆપ ભૂલ સુધારણા
യാന്ത്രിക പ്രവർത്തനം,સ્વતઃ કાર્ય
"1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്","1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી"
യാന്ത്രിക ശേഖരണ കോൾ,સ્વતઃ-સંગ્રહ કૉલ
"1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്","1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ"
"1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം","1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ"
യാന്ത്രിക ദിനചര്യ,આપોઆપ નિયમિત
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
"1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം","1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ"
ഓട്ടോമേഷൻ,ઓટોમેશન
"1. ഓട്ടോപ്ലേ , 2. ഓട്ടോ നടത്തം","1. ઑટોપ્લે, 2. ઓટો વોક"
വോക്കലൈസേഷൻ,અવાજ
അസിസ്റ്റന്റ്,મદદનીશ
സഹായ മെമ്മറി,સહાયક મેમરી
സഹായ സംഭരണം,સહાયક સંગ્રહ
ലഭ്യമായ പട്ടിക,ઉપલબ્ધ યાદી
ലഭ്യമായ സമയം,ઉપલબ્ધ સમય
ശരാശരി,સરેરાશ
AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്),AWK (કોમ્પ્યુટર આદેશ)
ശേഷം,પછી
പോസ്റ്റ് പ്രോസസർ,પોસ્ટ પ્રોસેસર
പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ,પશ્ચાદવર્તી કાર્ય કાઢી નાખવું
പശ്ചാത്തല പ്രോസസ്സിംഗ്,પૃષ્ઠભૂમિ પ્રક્રિયા
അനുബന്ധ സ്റ്റോറുകൾ,આનુષંગિક સ્ટોર્સ
ബാക്ക് പാച്ചിംഗ്,બેક પેચીંગ
"1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്","1. પશ્ચિમ, 2. બેકસ્પેસ"
ബാക്ക്ട്രാക്കിംഗ്,બેકટ્રેકિંગ
"1. ബാക്കപ്പ് , 2. തിരിച്ചടവ്","1. બેક-અપ, 2. વળતર"
"1. കോംപ്ലിമെന്ററി മെമ്മറി, 2. ബാക്കപ്പ് മെമ്മറി","1. પૂરક મેમરી, 2. બેકઅપ મેમરી"
പിന്നിലെ പിശക് തിരുത്തൽ,પાછળની ભૂલ સુધારણા
(വരുമാനം-ചെലവ്) ബാലൻസ് ഷീറ്റ്,(આવક-ખર્ચ) બેલેન્સ શીટ
ബാൻഡേജ്,પાટો
"1. ബാൻഡ് വീതി, 2. ബാൻഡ്‌വിഡ്ത്ത്/കപ്പാസിറ്റി","1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા"
ബാങ്കറുടെ അൽഗോരിതം,બેંકરનું અલ્ગોરિધમ
"1. ബാർ കോഡ്, 2. ബാർ കോഡ്","1. બાર કોડ, 2. બાર કોડ"
ബാർകോഡ് സ്കാനർ,બારકોડ સ્કેનર
ബാർ ഗ്രാഫ്,બાર ગ્રાફ
അടിസ്ഥാന വിലാസം,આધાર સરનામું
അടിസ്ഥാന ബാൻഡ്,આધાર બેન્ડ
ആധാർ നമ്പർ,આધાર નંબર
അടിസ്ഥാന പട്ടിക,આધાર ટેબલ
അടിസ്ഥാന (ഒരു കമ്പ്യൂട്ടർ ഭാഷ),મૂળભૂત (કોમ્પ્યુટર ભાષા)
"1. അടിസ്ഥാന നിയന്ത്രണം , 2. അടിസ്ഥാന നിയന്ത്രണം","1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ"
"1. യഥാർത്ഥ നിക്ഷേപം, 2. അടിസ്ഥാന നിക്ഷേപം","1. મૂળ રોકાણ, 2. આધાર રોકાણ"
അടിസ്ഥാന നിർദ്ദേശം,મૂળભૂત સૂચના
അടിസ്ഥാന പ്രശ്നം,આધાર મુદ્દો
അടിസ്ഥാന ഘട്ടം,મૂળભૂત તબક્કો
"1. ബാച്ച്, 2. ഗ്രൂപ്പ്, 3. ദുരന്തം","1. બેચ, 2. જૂથ, 3. આપત્તિ"
"1. ബാച്ച് ഫയൽ, 2. ബാച്ച് ഫയൽ","1. બેચ ફાઇલ, 2. બેચ ફાઇલ"
ബാച്ച് നില,બેચ સ્થિતિ
"1. ബാച്ച് പ്രോസസ്സിംഗ്, 2. ഗ്രൂപ്പ് പ്രോസസ്സിംഗ്","1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા"
"1. ബാച്ച് സിസ്റ്റം, 2. കവണ സംവിധാനം","1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ"
ബൗഡ്,બાઉડ
ബാഡ് നിരക്ക്,બાઉડ દર
ബീം ബീം,બીમ બીમ
"1. മാർഗ്ഗനിർദ്ദേശങ്ങൾ , 2. ബാച്ച് മാർക്ക്","1. માર્ગદર્શિકા, 2. બેચ માર્ક"
ദ്വിദിശ ആശയവിനിമയം,દ્વિદિશ સંચાર
നേരിട്ടുള്ള ലിങ്ക്,સીધી લિંક
ബൈനറി കോഡ്,દ્વિસંગી કોડ
ബൈനറി അക്കങ്ങൾ,દ્વિસંગી અંકો
ബൈനറി ഇൻവെസ്റ്റ്‌മെന്റ് ഔട്ട്‌പുട്ട് സിസ്റ്റം (BIOS),બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS)
ബൈനറി നമ്പർ,દ્વિસંગી સંખ્યા
ബൈനറി ഓപ്പറേറ്റർ,બાઈનરી ઓપરેટર
ബൈനറി ബന്ധം,દ્વિસંગી સંબંધ
ബൈനറി തിരയൽ,દ્વિસંગી શોધ
ബൈനറി എക്സ്പ്ലോറേഷൻ ട്രീ (BST),બાઈનરી એક્સપ્લોરેશન ટ્રી (BST)
"1. ബൈനറി ട്രാൻസ്ഫർ ട്രീ, 2. ബൈനറി കൈമാറ്റം","1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર"
ബൈനറി മരം,દ્વિસંગી વૃક્ષ
"1. ബൈപോളാർ മെമ്മറി, 2. ബൈപോളാർ മെമ്മറി","1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી"
"1. ജനന-മരണ മാതൃക, 2. ജനന മരണ മാതൃക","1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ"
ജനന മരണ പ്രക്രിയ,જન્મ મૃત્યુ પ્રક્રિયા
"1. ഡ്യൂക്ക്, 2. ബിറ്റ്","1. ડ્યુક, 2. બીટ"
ചെറിയ തെറ്റ്,થોડી ખામી
ബിറ്റ് മാപ്പ്,બીટ નકશો
"1. ബിറ്റ്, 2. ഭൂപടം, 3. പിക്സൽ (BMP)","1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)"
"1. ബിറ്റ് മാട്രിക്സ്, 2. ബിറ്റ് ടേബിൾ","1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ"
ബിറ്റ് പാറ്റേൺ,બીટ પેટર્ન
ബിറ്റ് സ്ഥാനം,બીટ સ્થિતિ
"1. ബിറ്റ് റേറ്റ്, 2. ബിറ്റ് നിരക്ക്","1. બીટ રેટ, 2. બીટ દર"
കണ്ണടച്ച് പരിശോധന,આંખ પર પટ્ટી પરીક્ષણ
മിന്നിത്തിളങ്ങുക,ઝબૂકવું
തടയുക,બ્લોક
"1. ബ്ലോക്ക് കാഷെ, 2. ബ്ലോക്ക് കാഷെ / ചങ്ക് മെമ്മറി","1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી"
ബ്ലോക്ക് അന്വേഷണം,બ્લોક ચકાસણી
വോളിയം കോപ്പി,વોલ્યુમ નકલ
ബ്ലോക്ക് ഡയഗ്രം,રેખાક્રુતિ
"1. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്, 2. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്","1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક"
ബോർഡ്,પાટીયું
പേജ് മെമ്മറി,પૃષ્ઠ મેમરી
ബൂളിയൻ ബീജഗണിതം,બુલિયન બીજગણિત
ബൂളിയൻ ബന്ധം,બુલિયન સંબંધ
ബൂട്ട് പാർട്ടീഷൻ,બુટ પાર્ટીશન
