Marathi,Kannada
प्रवेश,ಪ್ರವೇಶ
Ory क्सेसरी,ಪರಿಕರ
अपघात,ಅಪಘಾತ
सहनशीलता,ಒಗ್ಗೂಡಿಸುವಿಕೆ
निवास,ಸೌಕರ್ಯ
सोबत,ಜೊತೆಗಾರ
करार,ಸ ೦ ಗೀತ
अनुयायी,ಪ್ರೇಕ್ಷಕ
त्यानुसार,ಹಾಗೆಯೇ
खाते,ಖಾತೆ
उत्तरदायित्व,ಹೊಣೆಗಾರಿಕೆ
जबाबदार,ಹೊಣೆಗಾರ
अकाउंटन्सी,ಹೊಣೆ
अकाउंटंट,ಲೆಕ್ಕಪರಿಶೋಧಕ
साठी खाते,ಇದಕ್ಕೆ ಖಾತೆ
खाते डोके,ಖಾತೆ
जमा लाभ,ಸಂಚಿತ ಲಾಭ
जमा पेन्शन,ಸಂಚಿತ ಪಿಂಚಣಿ
संचय,ಸಂಗ್ರಹಣೆ
अचूकता,ನಿಖರತೆ
अचूक,ನಿಖರವಾದ
आरोप,ಆರೋಪಿಸು
आरोपी,ಆರೋಪಿ
यश,ಸಾಧನೆ
पोचपावती,ಸ್ವೀಕೃತಿ
पावती देय,ಸ್ವೀಕೃತಿ ಕಾರಣ
ओळखी,ಪರಿಚಯ
संपादन,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
शोध,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
कायदा,ಕಯ
अभिनय भत्ता,ನಟನಾ ಭತ್ಯೆ
क्रिया,ಕ್ರಿಯಾಶೀಲತೆ
कृती योजना,ಕಾರ್ಯ ತಂತ್ರ
सक्रिय,ಸಕ್ರಿಯ
सक्रियपणे,ಸಕ್ರಿಯವಾಗಿ
कार्यकर्ता,ಕಾರ್ಯಕರ್ತ
देवाची करणी,ಭಗವಂತನ ಆಟ
गैरवर्तन कायदा,ದುಷ್ಕೃತ್ಯದ ಕ್ರಿಯೆ
कमिशनचे कार्य आणि वगळणे,ಆಯೋಗ ಮತ್ತು ಲೋಪದ ಕ್ರಿಯೆ
वास्तविक,ನಿಜವಾದ
वास्तविक,ವಾಸ್ತವಿಕ
रुपांतर,ರೂಪಾಂತರ
या व्यतिरिक्त,ಸೇರ್ಪಡೆ
अतिरिक्त शुल्क,ಹೆಚ್ಚುವರಿ ಶುಲ್ಕ
अतिरिक्त निधी,ಹೆಚ್ಚುವರಿ ನಿಧಿ
अतिरिक्त अनुदान,ಹೆಚ್ಚುವರಿ ಅನುದಾನ
अतिरिक्त माहिती,ಹೆಚ್ಚುವರಿ ಮಾಹಿತಿ
अतिरिक्त वेतन,ಹೆಚ್ಚುವರಿ ವೇತನ
जोड आणि बदल,ಸೇರ್ಪಡೆ ಮತ್ತು ಬದಲಾವಣೆ
पत्ता,ಭಾಷಣ
पत्ता,ವಿಳಾಸದಾರ
स्वागताचा पत्ता,ಸ್ವಾಗತದ ವಿಳಾಸ
पुरेसे,ಸಮರ್ಪಕ
चे पालन करा,ಅಂಟಿಕೊಳ್ಳಿ
अ‍ॅड हॉक,ತಾತ್ಕಾಲಿಕ
तदर्थ दावा,ತಾತ್ಕಾಲಿಕ ಹಕ್ಕು
तदर्थ समिती,ತಾತ್ಕಾಲಿಕ ಸಮಿತಿ
तदर्थ वाढ,ತಾತ್ಕಾಲಿಕ ಹೆಚ್ಚಳ
तदर्थ देयक,ತಾತ್ಕಾಲಿಕ ಪಾವತಿ
समीप,ಪಕ್ಕದ
शेजारी (= संमिश्र),ಪಕ್ಕದ (= ಸಮೀಪ)
तहकूब,ಮುಂದೂಡಿಕೆ
तहकूब गती,ಮುಂದೂಡುವ ಚಲನೆ
सहभाग,ತೀರ್ಪು
न्यायाधीश,ತೀರ್ಮಾನಿಸು
निर्णय,ಯಜಮಾನ
न्यायाधीश,ತೀರ್ಪುಗಾರ
समायोजन,ಹೊಂದಾಣಿಕೆ
प्रशासकीय,ನಿರ್ವಹಿಸು
शपथ प्रशासित करा,ಪ್ರಮಾಣವಚನ ಸ್ವೀಕರಿಸಿ
प्रशासन,ಆಡಳಿತ
न्याय प्रशासन,ನ್ಯಾಯದ ಆಡಳಿತ
प्रशासकीय,ಆಡಳಿತಕಾರಿಯಾದ
प्रशासकीय कारवाई,ಆಡಳಿತಾಧಿಕಾರಿ ಕ್ರಿಯೆ
प्रशासकीय मूल्यांकन,ಆಡಳಿತಾಧಿಕಾರಿ ಮೌಲ್ಯಮಾಪನ
प्रशासकीय मान्यता,ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ
प्रशासकीय अधिकार,ಆಡಳಿತ ಪ್ರಾಧಿಕಾರದ
प्रशासकीय नियंत्रण,ಆಡಳಿತ ನಿಯಂತ್ರಣ
प्रशासकीय निर्णय,ಆಡಳಿತಾತ್ಮಕ ನಿರ್ಧಾರ
प्रशासकीय विभाग,ಆಡಳಿತ ಇಲಾಖೆ
प्रशासकीय प्रमुख,ಆಡಳಿತಾಧಿಕಾರಿ
प्रशासकीय मुख्यालय,ಆಡಳಿತ ಕೇಂದ್ರ ಕಚೇರಿ
प्रशासकीय उपाय,ಆಡಳಿತಾತ್ಮಕ ಕ್ರಮಗಳು
प्रशासकीय शक्ती,ಆಡಳಿತ ಅಧಿಕಾರ
प्रशासकीय मंजुरी,ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ
प्रशासकीय तंत्र,ಆಡಳಿತ ತಂತ್ರ
प्रशासकीय न्यायाधिकरण,ಆಡಳಿತ ನ್ಯಾಯಸಮ್ಮತ
प्रवेशयोग्यता,ಪ್ರವೇಶಸಾಧ್ಯತೆ
स्वीकार्य खर्च,ಸ್ವೀಕಾರಾರ್ಹ ಖರ್ಚು
कबूल करा,ಒಪ್ಪಿಸು
प्रवेश कार्ड,ಪ್ರವೇಶ ಕಾರ್ಡ್
दाखल,ಒಪ್ಪಿಕೊಂಡ
सूचना,ಕವಲೊಡೆಯು
दत्तक,ಅಳವಡಿಕೆದಾರ
दत्तक,ರೋಗಿ
दत्तक,ದತ್ತು
प्रौढ,ವಯಸ್ಕ
भेसळ,ವ್ಯಭಿಚಾರ
व्यभिचार,ವ್ಯಭಿಚಾರ
प्रौढ मताधिकार,ವಯಸ್ಕರ ಫ್ರ್ಯಾಂಚೈಸ್
अ‍ॅड व्हॅलोरम ड्यूटी,ಜಾಹೀರಾತು ಶೌರ್ಯ ಕರ್ತವ್ಯ
प्रगती,ಮುನ್ನಡೆ
अ‍ॅडव्हान्स बुकिंग,ಮುಂಗಡ ಬುಕಿಂಗ್
आगाऊ प्रत,ಮುನ್ನಡೆ
आगाऊ वाढ,ಮುಂಗಡ ಹೆಚ್ಚಳ
आगाऊ भरणा,ಮುಂಗಡ ಪಾವತಿ
प्रतिकूल प्रविष्टी,ಪ್ರತಿಕೂಲ ಪ್ರವೇಶ
प्रतिकूल टीका,ಪ್ರತಿಕೂಲ ಟೀಕೆಗಳು
प्रतिकूल अहवाल,ಪ್ರತಿಕೂಲ ವರದಿ
जाहिरात,ಆಯ್ಕೆ
सल्ला,ಸಲಹೆ
देयकाचा सल्ला,ಪಾವತಿಯ ಸಲಹೆ
सल्लागार समिती,ಸಲಹಾ ಸಮಿತಿ
सल्लागार परिषद,ಸಲಹಾ ಮಂಡಳಿ
वकिली,ಪ್ರತಿಪಾದಿಸು
घडामोडी,ವ್ಯವಹಾರ
प्रतिज्ञापत्र,ಅಫಿಡವಿಟ್
संलग्नता,ಉಪಶಮನ
पुष्टीकरण,ದೃ ir ೀಕರಣ
होकारार्थी,ದೃ irf ೀಕರಣದ
परवाना,ಆತುರಿಸು
उपरोक्त,ಈನಟ
पुन्हा,ಹೊಸದಾಗಿ
विरुद्ध,ವಿರುದ್ಧವಾಗಿ
वय,ವಯಸ್ಸು
वय प्रमाणपत्र,ವಯಸ್ಸಾದ ಪ್ರಮಾಣಪತ್ರ
मताधिकार वय,ಮತದಾರರ ವಯಸ್ಸು
वय मर्यादा,ವಯಸ್ಸಿಗೆ
एजन्सी,ವಾಗ್ದಾನ
अजेंडा,ಕಾಗಾರ
सेवानिवृत्तीचे वय,ನಿವೃತ್ತಿಯ ವಯಸ್ಸು
अधोरेखित वय,ಮೇಲ್ವಿಚಾರಣೆಯ ವಯಸ್ಸು
एकत्रिकरण,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
संताप,ದುಃಖಿಸಿದ
आंदोलन,ಆಂದೋಲನ
एजीएम,ಅವಾತ
करार,ಒಪ್ಪಂದ
करार फॉर्म,ಒಪ್ಪಂದದ ರೂಪ
शेती,ಕೃಷಿ
कृषी-उद्योग,ಕೃಷಿ ಉದ್ಯಮ
मदत,ನೆರವು
गजर,ಎಚ್ಚರಿಕೆ
सतर्कता,ಜಾಗರೂಕತೆ
उर्फ,ಅಲಿಯಾಸ್
आरोप,ಆರೋಪಣೆ
निष्ठा,ನಿಷ್ಠೆ
युती,ಮೈತ್ರಿ
संबद्ध सेवा,ಮಿತ್ರ ಸೇವೆಗಳು
सर्व समावेशक किंमत,ಎಲ್ಲಾ ಅಂತರ್ಗತ ವೆಚ್ಚ
अखिल भारतीय सेवा,ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು
वाटप,ಮನವಸಿಕೆ
वाटप,ಹಂಚಿಕೆ
वाटप पत्र,ಹಂಚಿಕೆ ಪತ್ರ
अ‍ॅलोटी,ಹಂಚುವವ
परवानगीयोग्य,ಅನುಮತಿಸುವ
अनुमत खर्च,ಅನುಮತಿಸುವ ವೆಚ್ಚಗಳು
अपीलला परवानगी द्या,ಮನವಿಯನ್ನು ಅನುಮತಿಸಿ
भत्ता,ಭತ್ಯೆ
सर्व हक्क राखीव,ಎಲ್ಲ ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ
वर्णमाला क्रम,ವರ್ಣಮಾಲೆ
भांडण,ವಾಗ್ವಾದ
वैकल्पिक,ಪರ್ಯಾಯ
पर्यायी,ಬದಲಕ
एकत्रिकरण,ಸಂಯೋಗ
सुधारित मसुदा,ತಿದ್ದುಪಡಿ ಮಾಡಿದ ಕರಡು
दुरुस्ती,ತಿದ್ದುಪಡಿ
सुविधा,ಸೌಕರ್ಯ
मैत्रीपूर्ण,ಸೌಹಾರ್ದಯುತ
दारूगोळा,ಮದ್ದುಗುಂಡು
कर्जाचे or न्टायझेशन,ಸಾಲದ ಭೋಗ್ಯ
रक्कम,ಮೊತ್ತ
पेन्शनची रक्कम,ಪಿಂಚಣಿ ಪ್ರಮಾಣ
समान पोस्ट,ಸಾದೃಶ್ಯದ ಹುದ್ದೆ
विश्लेषण,ವಿಶ್ಲೇಷಣೆ
विश्लेषणात्मक अभ्यास,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ
पूर्वज,ಪೂರ್ವಜ
सहायक उद्योग,ಪೂರಕ ಉದ್ಯಮ
वैर,ದ್ವೇಷ
जोड,ಅನುಬಂಧ
वर्धापनदिन,ವಾರ್ಷಿಕೋತ್ಸವ
घोषणा,ಪ್ರಕಟಿಸುವುದು
त्रास,ಕಿರಿಕಿರಿಯ
वार्षिक आर्थिक विधान,ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ
वार्षिक अहवाल,ವಾರ್ಷಿಕ ವರದಿ
वार्षिकी,ವರ್ಷಾಶನ
अज्ञात,ಅನಾಮಿಕ
अज्ञात तक्रार,ಅನಾಮಧೇಯ ದೂರು
उत्तरदायित्व,ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ
उत्तरपत्रिका,ಉತ್ತರ ಪತ್ರಿಕೆ
विरोधी,ವಿರೋಧಿ
पूर्वज,ಪೂರ್ವಸಿದ್ಧತೆಗಳು
अपेक्षित खर्च,ನಿರೀಕ್ಷಿತ ಖರ್ಚು
अपेक्षित उत्पन्न,ನಿರೀಕ್ಷಿತ ಆದಾಯ
अपेक्षा,ನಿರೀಕ್ಷಣೆ
अपेक्षित जामीन,ನಿರೀಕ್ಷಿತ ಜಾಮೀನು
भ्रष्टाचारविरोधी उपाय,ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ
अँटी-डंपिंग,ಡಂಪಿಂಗ್ ವಿರೋಧಿ
प्राचीन,ಪ್ರಾಚೀನ
वर्णभेद,ವರ್ಣಭೇದ
औदासिन्य,ನಿರಾಸಕ್ತಿ
शिखर शरीर,ತುದಿ ದೇಹ
दिलगिरी,ಕ್ಷಮೆ
अपील,ಮನವಿಯನ್ನು
देखावा,ಗೋಚರತೆ
शांतता,ಸಮಾಧಾನ
अपील न्यायाधिकरण,ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ
परिशिष्ट,ಅನುಬಂಧ
उपकरण,ಉಪಕರಣ
लागू,ಅನ್ವಯಿಸುವ
अर्जदार,ಅರ್ಜಿದಾರ
अर्ज,ಅನ್ವಯಿಸು
अर्ज,ಅರ್ಜಿ
लागू,ಅನ್ವಯಿಕ
अर्ज करा,ಅನ್ವಯಿಸು
नेमणूक,ನೇಮಕಾತಿ
अधिकाराची नेमणूक,ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು
नियुक्ती,ನೇಮಕ
नियुक्ती पत्र,ನೇಮಕಾತಿ ಪತ್ರ
मंत्रिमंडळाची नेमणूक समिती,ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ
वेतनाचे विभाजन,ವೇತನದ ಹಂಚಿಕೆ
मूल्यमापन,ಮೌಲ್ಯಮಾಪಕ
मूल्यांकनकर्ता,ಮೌಲ್ಯಮಾಪಕ
कौतुक,ಮೆಚ್ಚುಗೆ
भीती,ಭಯ
शिकाऊ उमेदवार,ಅಪ್ರೆಂಟಿಸ್
संपर्क साधा,ಸಮೀಪಿಸು
योग्य,ಸೂಕ್ತ
योग्य कृती,ಸೂಕ್ತ ಕ್ರಮ
योग्य डोके,ಸೂಕ್ತ ತಲೆ
विनियोग,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
मान्यता,ಅನುಮೋದನೆ
अंदाजे,ಅಂದಾಜು
योग्यता चाचणी,ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ
अनियंत्रित,ಅನಿಯಂತ್ರಿತ
लवाद,ನಿಣಿಸು
लवाद,ಮಧ್ಯಸ್ಥಿಕೆ
लवाद न्यायाधिकरण,ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ
लवाद,ಮಧ್ಯಸ್ಥ
आर्किटेक्चर,ವಾಸ್ತುಶಿಲ್ಪಿ
संग्रहण,ಆರ್ಕೈವ್ಸ್
क्षेत्र,ಪ್ರದೇಶ
क्षेत्र मुख्यालय,ಪ್ರದೇಶದ ಪ್ರದೇಶ
युक्तिवाद,ವಾದ
उद्भवू,ಹುಳು
सशस्त्र सेना,ಸಶಸ್ತ್ರ ಪಡೆ
व्यवस्था,ಜೋಡಣೆ
थकबाकी,ಬಾಕಿ
थकबाकी विधान,ಬಾಕಿ ಹೇಳಿಕೆ
आगमन अहवाल,ಆಗಮನ ವರದಿ
गर्विष्ठपणा,ಅಸ್ತವ್ಯಸ್ತತೆ
शस्त्रागार,ಸ ೦ ತಾನು
लेख,ಲೇಖನ
संघटनेचा लेख,ಸಂಘದ ಲೇಖನಗಳು
लेख,ಲೇಖನಗಳು
चढत्या ऑर्डर,ಆರೋಹಣ
निश्चित करा,ಒತ್ತಿಹೇಳಿಸು
कोठे आहे,ಎಲ್ಲಿದೆ
पैलू,ಆಕಾರ
भ्रष्टाचार,ಆಪಾದನೆ
हत्या,ಹತ್ಯೆ
हल्ला,ದಾಳಿ
एकत्र करा,ಜೋಡಿಸು
असेंब्ली,ಸಭೆ
मान्यता,ಒಪ್ಪು
ठामपणे,ಪ್ರತಿಪಾದಿಸು
निर्धारक,ಮೌಲ್ಯಮಾಪಕ
मूल्यांकन,ಮೌಲ್ಯಮಾಪನ
मूल्यांकन वर्ष,ಮೌಲ್ಯಮಾಪನ ವರ್ಷ
मूल्यांकनकर्ता,ಮೌಲ್ಯಮಾಪಕ
मालमत्ता,ಸ್ವಸಮಾನಗಳು
असिशात,ನಿಯೋಗಿ
असाइनमेंट,ನಿಯೋಜನೆ
असाइनर,ನಿಯೋಜಕ
सहाय्य,ಸಹಾಯ
सहयोगी,ಜೊತೆಗಾರ
असोसिएशन,ಸಂಘ
शुल्काची धारणा,ಚಾರ್ಜ್ನ umption ಹೆ
आश्वासन,ಭರವಸೆ
आश्वासन कंपनी,ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ
आश्वासन,ಭರವಸೆ ಕೊಡು
सूट वर,ರಿಯಾಯಿತಿಯಲ್ಲಿ
अणु शक्ती,ಪರಮಾಣು ಶಕ್ತಿ
समम वर,ಸಮನಾಗಿ
प्रीमियमवर,ಪ್ರೀಮಿಯಂನಲ್ಲಿ
संलग्न करा,ಲಗತ್ತಿಸು
संलग्न कार्यालय,ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ
संलग्नक,ಬಾಂಧಾಣ
संलग्नक ऑर्डर,ಲಗತ್ತು ಆದೇಶ
प्राप्ती,ಸಾಧನೆ
प्रयत्न,ಪ್ರಯತ್ನ
उपस्थिती,ಹಾಜರಾತಿ
उपस्थिती नोंदणी,ಹಾಜರಾತಿ ನೋಂದಣಿ
उपस्थिती स्लिप,ಹಾಜರಾತಿ ಸ್ಲಿಪ್
लक्ष,ಗಮನ
प्रमाणीकरण,ದೃestೀಕರಣ
प्रमाणित प्रत,ದೃ ested ೀಕರಿಸಿದ ಪ್ರತಿ
वृत्ती,ವರ್ತನೆ
आकर्षक पगार,ಆಕರ್ಷಕ ಸಂಬಳ
लिलाव,ಹರಾಜು
लिलाव,ಹರಾಜುದಾರ
लिलाव विक्री,ಹರಾಜು ಮಾರಾಟ
प्रेक्षक,ಪ್ರೇಕ್ಷಕರು
ऑडिओ-व्हिज्युअल प्रदर्शन,ಆಡಿಯೊ ದೃಶ್ಯ ಪ್ರದರ್ಶನ
ऑडिओ-व्हिज्युअल प्रसिद्धी,ಆಡಿಯೋ ದೃಶ್ಯ ಪ್ರಚಾರ
ऑडिट,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ऑडिट खाती,ಲೆಕ್ಕಪರಿಶೋಧಿತ ಖಾತೆಗಳು
ऑडिट बॅलन्स शीट,ಲೆಕ್ಕಪರಿಶೋಧಿತ ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
ऑडिटिंग,ಲೆಕ್ಕಾಚಾರ
ऑडिट आक्षेप,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ऑडिटरचा अहवाल,ಲೆಕ್ಕಪರಿಶೋಧಕರ ವರದಿ
सभागृह,ಸಭಾಪತಿ
ऑडिट परिच्छेद,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ऑडिट अहवाल,ಲೆಕ್ಕಪರಿಶೋಧನೆ
कठोरता,ಕಠಿಣತೆ
कठोरपणाचे उपाय,ಕಠಿಣತೆ ಕ್ರಮಗಳು
अस्सल,ಅಧಿಕೃತ
अधिकृत प्रतिनिधी,ಅಧಿಕೃತ ಪ್ರತಿನಿಧಿ
अधिकृत,ಅಧಿಕೃತವಾದ
अधिकार,ಅಧಿಕಾರ
प्राधिकरण पत्र,ಅಧಿಕಾರ ಪತ್ರ
अधिकृत,ಅಧಿಕಾರಾವಧ
अधिकृत भांडवल,ಅಧಿಕೃತ ಬಂಡವಾಳ
स्वयंचलित,ಸ್ವಯಂಚಾಲಿತ
स्वायत्त,ಸ್ವಾಯತ್ತ
स्वायत्त शरीर,ಸ್ವಾಯತ್ತ ದೇಹ
स्वायत्तता,ಸ್ವಾಯತ್ತತೆ
सहाय्यक,ಸಹಾಯಕ
उपलब्ध,ಲಭ್ಯ
सरासरी,ಸರಾಸರಿ
सरासरी रजा,ಸರಾಸರಿ ರಜೆ
प्रतिकार,ನಿವಾರಣೆ
टाळतो,ತಪ್ಪಿಸು
टाळा,ತಪ್ಪಿಸಲು
कर टाळणे,ತೆರಿಗೆ ತಪ್ಪಿಸುವುದು
प्रतीक्षा केली,ಕಾಯುತ್ತಿರುವ
पुरस्कार,ಪ್ರಶಸ್ತಿ
पुरस्कार प्राधिकरण,ಪ್ರಶಸ್ತಿ ಪ್ರಾಧಿಕಾರ
जागरूकता,ಅ ೦ ಗಿರುವಿಕೆ
बॅकडेटेड,ಹಿತ್ತಲಿನ
पार्श्वभूमी,ಹಿನ್ನೆಲೆ
परत लॉग,ಹಿಂದಿನ ಲಾಗ್
मागे होणे,ಹಿಂದೆ
परत संदर्भ,ಹಿಂದಿನ ಉಲ್ಲೇಖ
बॅक अप,ಬ್ಯಾಕ್ ಅಪ್
मागास वर्ग,ಹಿಂದುಳಿದ ತರಗತಿಗಳು
मागास जमाती,ಹಿಂದುಳಿದ ಬುಡಕಟ್ಟು
वाईट सौदा,ಕೆಟ್ಟ ಚೌಕಾಶಿ
वाईट वागणं,ಕೆಟ್ಟ ನಡತೆ
वाईट वर्ण,ಕೆಟ್ಟ ಪಾತ್ರ
वाईट हवामान भत्ता,ಕೆಟ್ಟ ಹವಾಮಾನ ಭತ್ಯೆ
वाईट आचरण,ಕೆಟ್ಟ ನಡವಳಿಕೆ
वाईट कर्ज,ಕೆಟ್ಟ ಸಾಲ
सामान,ಸಾಮಾನು ಸರಂಜಾಮು
जामीन,ಜಾಮೀನು
शिल्लक,ಸಮತೋಲನ
शिल्लक खाली आणले,ಸಮತೋಲನವನ್ನು ಉರುಳಿಸಿದೆ
शिल्लक पुढे आणले,ಸಮತೋಲನವನ್ನು ಮುಂದಕ್ಕೆ ತರಲಾಗಿದೆ
संतुलित बजेट,ಸಮತೋಲಿತ ಬಜೆಟ್
शिल्लक पत्रक,ಸಮತೋಲನ
मतपत्रिका,ಮತದಾನ
मतपेटी,ಮತಪೆಟ್ಟಿಗೆ
मतपत्रिका,ಮತದಾನದ ಕಾಗದ
बंदी,ನಿಷೇಧಿಸು
बँक,ಬ್ಯಾಂಕ್
बँक खाते,ಬ್ಯಾಂಕ್ ಖಾತೆ
बँक बॅलन्स,ಬ್ಯಾಂಕ್ ಬ್ಯಾಲೆನ್ಸ್
बँक शुल्क,ಬ್ಯಾಂಕ್ ಶುಲ್ಕಗಳು
बँक हमी,ಬ್ಯಾಂಕ್ ಖಾತರಿ
बँक सुट्टी,ಬ್ಯಾಂಕ್ ರಜೆ
बँकिंग सुविधा,ಬ್ಯಾಂಕಿಂಗ್ ಸೌಲಭ್ಯ
बँकिंग तास,ಬ್ಯಾಂಕಿಂಗ್ ಸಮಯ
बँकिंग व्यवहार,ಬ್ಯಾಂಕಿಂಗ್ ವಹಿವಾಟು
बँक दर,ಬ್ಯಾಂಕ್ ಪ್ರಮಾಣ
बँक सलोखा,ಬ್ಯಾಂಕ್ ಸಮನ್ವಯ
दिवाळखोर,ದಿವಾಳಿಯಾದ
बँक सुरक्षा,ಬ್ಯಾಂಕ್ ಭದ್ರತೆ
बँक स्टेटमेंट,ಬ್ಯಾಂಕ್ ಲೆಕ್ಕವಿವರಣೆ
मेजवानी,Banಟ
बार कौन्सिल,ಪಟ್ಟಿಗ ಮಂಡಳಿ
सौदा,ಚೌಕಾಶಿ
बार्गेनिंग,ಚೌಕಾಶಿ
नापीक जमीन,ಬಂಜರು ಭೂಮಿ
बार्टर,ಚೂರು
पाया,ಬೇನೆ
निराधार,ಆಧಾರರಹಿತ
तळघर,ನೆಲಮಾಳಿಗೆ
बेस वर्ष,ಮೂಲ ವರ್ಷ
मूलभूत,ಮೂಲಭೂತ
मूलभूतपणे,ಮೂಲವಾಗಿ
मूलभूत बुद्धिमत्ता,ಮೂಲ ಬುದ್ಧಿ
मूलभूत वेतन,ಮೂಲಭೂತ ವೇತನ
मूलभूत वेतन,ವೇತನದ ಮೂಲ ಪ್ರಮಾಣ
मूलभूत प्रशिक्षण,ಮೂಲಭೂತ ತರಬೇತಿ
आधार,ಆಧಾರ
बॅच,ದಡ
बिल्ला क्रमांक,ಬ್ಯಾಚ್ ಸಂಖ್ಯೆ
वाहक तपासणी,ಧಾರಕ ಚೆಕ್
उद्धृत करण्यापूर्वी,ಉಲ್ಲೇಖಿಸಿದ ಮೊದಲು
वर्तन,ವರ್ತನೆ
विश्वास,ನಂಬಿಕೆ
समम खाली,ಕೆಳಗಿನ ಪಾರ್
खंडपीठ,ಬೆಂಚು
बेंचमार्क,ಮಾನದಂಡ
फायदेशीर,ಪ್ರಯೋಜನಕರ
लाभार्थी,ಫಲಾನುಭವಿ
फायदा,ಲಾಭ
संशयाचा फायदा,ಅನುಮಾನದ ಲಾಭ
परोपकार,ಪರೋಪಕಾರ
बेनिव्हॉलेंट फंड,ಪರೋಪಕಾರಿ ನಿಧಿ
निर्विकार,ಮಾಪಕ
वकील,ಉಯುದಿ
शोक,ದುಃಖಿತ
सर्वोत्तम प्रयत्न,ಅತ್ಯುತ್ತಮ ಪ್ರಯತ್ನಗಳು
बेटरमेंट,ಸುಡುವುದು
पूर्वाग्रह,ಪಕ್ಷಪಾತ
