Bengali,Kannada
শাব্দিক মনোযোগ ধ্রুবক,ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಸ್ಥಿರ
শাব্দিক স্যাঁতসেঁতে,ಕೊಳೆತ ಡ್ಯಾಂಪಿಂಗ್
শাব্দিক বিলম্ব লাইন,ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ
শাব্দিক বিকৃতি,ಅಕೌಸ್ಟಿಕ್ ಅಸ್ಪಷ್ಟತೆ
শাব্দিক নালী,ಅಕೌಟಿಕಲ್ ನಾಳ
শাব্দিক শক্তি,ಅಕೌಟಿಕಲ್ ಶಕ್ತಿ
শাব্দিক প্রতিক্রিয়া,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
শাব্দিক ফিল্টার,ಕೊಳೆತ ಫಿಲ್ಟರ್
শাব্দিক প্রতিবন্ধকতা,ಕೊಳೆತ ಪ್ರತಿರೋಧ
শাব্দিক প্রচার ধ্রুবক,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ ಸ್ಥಿರ
শাব্দিক প্রতিরোধের,ಅಕೌಟಿಕಲ್ ಪ್ರತಿರೋಧ
শাব্দিকভাবে অন্তরক,ಅಕೌಸ್ಟಿಕ್ ವಿಂಗಡಣೆಯ
অ্যাকোস্টিকস,ಸ್ರವಿಸುವ
অধিগ্রহণ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
সংক্ষিপ্ত বিবরণ,ಸಂಕ್ಷಿಪ್ತ ರೂಪ
অ্যাকশন এরিয়া,ಕಾರ್ಯ ಪ್ರದೇಶ
সক্রিয় ফিলামেন্ট,ಸಕ್ರಿಯ ತಂತು
সক্রিয়,ಸಕ್ರಿಯ
সক্রিয় এলাকা,ಸಕ್ರಿಯ ಪ್ರದೇಶ
সক্রিয় উইন্ডো,ಸಕ್ರಿಯ ಕಿಟಕಿ
অভিযোজনযোগ্যতা,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
অ্যাডাপ্টার (অ্যাডাপ্টার),ಅಡಾಪ್ಟರ್ (ಅಡಾಪ್ಟರ್)
অভিযোজিত ডিফারেনশিয়াল পালস কোড মড্যুলেশন,ಅಡಾಪ್ಟಿವ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
ঠিকানা বই,ವಿಳಾಸ ಪುಸ್ತಕ
ঠিকানা বাস,ವಿಳಾಸ ಬಸ್
ঠিকানা রেজোলিউশন,ವಿಳಾಸ ಪರಿಹಾರ
সংলগ্ন চ্যানেল হস্তক্ষেপ,ಪಕ್ಕದ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ
সংলগ্ন চ্যানেল নির্বাচন,ಪಕ್ಕದ ಚಾನಲ್ ಆಯ್ಕೆ
সংলগ্ন ফ্রিকোয়েন্সি,ಪಕ್ಕದ ಆವರ್ತನ
সংলগ্ন ফ্রিকোয়েন্সি চ্যানেল,ಪಕ್ಕದ ಆವರ್ತನ ಚಾನಲ್
সংলগ্ন ছবি ক্যারিয়ার,ಪಕ್ಕದ ಚಿತ್ರ ವಾಹಕ
সংলগ্ন সাউন্ড ক্যারিয়ার,ಪಕ್ಕದ ಧ್ವನಿ ವಾಹಕ
সংলগ্ন স্টেশন,ಪಕ್ಕದ ನಿಲ್ದಾಣ
সামঞ্জস্যযোগ্য,ಹೊಂದಿಸಲಾಗುವ
সামঞ্জস্যযোগ্য কনডেন্সার,ಹೊಂದಾಣಿಕೆ ಕಂಡೆನ್ಸರ್
সামঞ্জস্য চাপ,ಒತ್ತಡವನ್ನು ಹೊಂದಿಸುವುದು
সামঞ্জস্য করা রেঞ্চ,ವ್ರೆಂಚ್ ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ
সামঞ্জস্য,ಹೊಂದಾಣಿಕೆ
প্রশাসক,ನಿರ್ವಾಹಕ
উন্নত প্রযুক্তি,ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ
এরিয়াল,ವೈಮಾನಿಕ
এরিয়াল অ্যারে,ವೈಮಾನಿಕ ರಚನೆ
এরিয়াল বুস্টার,ವೈಮಾನಿಕ ಬೂಸ್ಟರ್
এরিয়াল কারেন্ট,ವೈಮಾನಿಕ ಪ್ರವಾಹ
এরিয়াল আর্থিং সুইচ,ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್
বায়বীয় দক্ষতা,ವೈಮಾನಿಕ ದಕ್ಷತೆ
বায়বীয় প্রতিবন্ধকতা,ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ
এরিয়াল ইন্ডাক্ট্যান্স,ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ
এরিয়াল ইনসুলেটর,ವೈಮಾನಿಕ ಅವಾಹಕ
এরিয়াল লোডিং কয়েল,ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್
আকাশ থেকে ছবি তোলা,ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ
বায়বীয় শক্তি,ವೈಮಾನಿಕ ಶಕ್ತಿ
বায়বীয় বিকিরণ পুনর্নির্মাণ,ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ
বায়বীয় বিক্রিয়া,ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ
এয়ারোডাইনামিক্স,ಧಾರ್ಮಿಕತೆ
এজেন্সি,ವಾಗ್ದಾನ
বায়ু সংকোচকারী,ವಾಯು ಸಂಕೋಚಕ
এয়ার কনডেন্সার,ವಾಯುಮಂಡಲ
ঠান্ডা বাতাস,ಗಾಳಿ ತಣ್ಣಗಾಯಿತು
বায়ু কর্ড কয়েল,ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್
এয়ারকন্ডিশনিং,ಹವಾನಿಯಂತ್ರಣ
আলবেডো,ಪಂಥದ
অ্যালগরিদম,ಅಲ್ಗಾರಿದಮ್
এলিয়াসিং,ಅಲಿಯಾಸೆ
সারিবদ্ধ,ಜೋಡಣೆ
প্রান্তিককরণ,ಜೋಡಣೆ
সমস্ত তরঙ্গ বিমান,ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ
বরাদ্দ,ಮನವಸಿಕೆ
বর্ণমালা,ವರ್ಣಮಾಲೆಯ
বর্ণমালা,ವರ್ಣಮಾಲೆಯ
আলফানিউমেরিক চরিত্র,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ
আলফানিউমেরিক তথ্য,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ
বিকল্প বর্তমান (এ.সি.),ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.)
বিকল্প,ಪರ್ಯಾಯ
বিকল্প,ಆವರ್ತಕ
উচ্চতা,ಎತ್ತರ
অপোজির উচ্চতা,ಅಪೊಗೀ ಎತ್ತರ
পেরিগির উচ্চতা,ಪೆರಿಜಿಯ ಎತ್ತರ
অপেশাদার রেডিও যোগাযোগ,ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ
পরিবেশ,ಒಳಭಾಗ
পরিবেশ মাইক্রোফোন,ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್
পরিবেষ্টিত অবস্থা,ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ
পরিবেষ্টনকারী আলো,ಸುತ್ತುವರಿದ ಬೆಳಕು
পরিবেষ্টিত শব্দ,ಸುತ್ತುವರಿದ ಶಬ್ದ
পরিবেষ্টিত তাপমাত্রা,ಹೊರಗಿನ ತಾಪಮಾನ
আমেরিকান স্ট্যান্ডার্ড কোড,ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್
অ্যাম্পিয়ার,ಒಂದು ಬಗೆಯ ಕಂತು
অ্যাম্পের মিটার,ಕಪಾಟಿ ಮೀಟರ್
পরিবর্ধন,ವರ್ಧನೆ
প্রশস্তকরণ ফ্যাক্টর,ವರ್ಧನೆ ಅಂಶ
পরিবর্ধক,ಉಲ್ಬಣಕ
পরিবর্ধক লাভ,ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ
পরিবর্ধক শব্দ,ವರ್ಧಕ ಶಬ್ದ
পরিবর্ধক সরঞ্জাম,ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು
ক্লাইস্ট্রনকে প্রশস্তকরণ,ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು
পরিবর্ধক ইউনিট,ವರ್ಧಿಸುವ ಘಟಕ
প্রশস্ততা,ವೈಶಾಲ್ಯ
প্রশস্ততা বিকৃতি,ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ
প্রশস্ততা ভ্রমণ,ವೈಶಾಲ್ಯ ವಿಹಾರ
প্রশস্ততা ফ্যাক্টর,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್
প্রশস্ততা সীমাবদ্ধ,ವೈಶಾಲ್ಯ
প্রশস্ততা মোডুলেটেড,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್
প্রশস্ততা মড্যুলেশন,ವೈಶಾಲ್ಯ
অ্যানালগ (অ্যানালগ),ಅನಲಾಗ್ (
অ্যানালগ সার্কিট,ಸರ್ಕ್ಯೂಟ್
অ্যানালগ কম্পিউটার,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
অ্যানালগ রেডিও ফ্রিকোয়েন্সি চ্যানেল,ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್
অ্যানালগ উপস্থাপনা,ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ
এনালগ সংকেত,ಅನಾಲಾಗ್ ಸಂಕೇತ
ডিজিটাল অ্যানালগ,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
ডিজিটাল কনভার্টারে অ্যানালগ,ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
অ্যানালগ ভিডিও,ಅನಾನುಕೂಲ ವಿಡಿಯೋ
সাদৃশ্য,ಹೋಲುವ
উপমা,ಸಾದೃಶ್ಯ
বিশ্লেষণ,ವಿಶ್ಲೇಷಣೆ
ডেটা বিশ্লেষণ,ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
বিশ্লেষণাত্মক ঘনত্ব,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ
বিশ্লেষণ করুন,ವಿಶ್ಲೇಷಿಸು
বিশ্লেষক,ವಿಶ್ಲೇಷಕ
আনুষঙ্গিক সরঞ্জাম,ಪೂರಕ ಉಪಕರಣಗಳು
এবং গেট,ಮತ್ತು ಗೇಟ್
কলিমেশন কোণ,ಘರ್ಷಣೆಯ ಕೋನ
মেরুকরণের কোণ,ಧ್ರುವೀಕರಣದ ಕೋನ
ঘূর্ণনের কোণ,ತಿರುಗುವಿಕೆಯ ಕೋನ
অ্যাংস্ট্রোম (Å),ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å)
কৌণিক,ಕೋನೀಯ
কৌণিক ত্বরণ,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
কৌণিক সমন্বয়,ಕೋನೀಯ ಸಮನ್ವಯ
কৌণিক ডিফ্লেশন,ಕೋನೀಯ ವಿಚಲನ
কৌণিক বিচ্ছুরণ,ಕೋನೀಯ ಪ್ರಸರಣ
কৌণিক স্থানচ্যুতি,ಕೋನೀಯ ಸ್ಥಳಾಂತರ
কৌণিক ত্রুটি,ಕೋನೀಯ ದೋಷ
কৌণিক কম্পাংক,ಕೋನೀಯ ಆವರ್ತನ
কৌণিক ভরবেগ,ಕೋನೀಯ ಆವೇಗ
কৌণিক গতি,ಕೋನೀಯ ಚಲನೆ
কৌণিক বেগ,ಕೋನೀಯ ವೇಗ
অ্যানিমেশন,ಅನೆ
আনোড,ಆವರಣ
আনোড ব্যাটারি,ಆನೋಡ್ ಬ್ಯಾಟರಿ
অ্যানোড বৈশিষ্ট্য,ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು
আনোড সার্কিট,ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ
অ্যানোড অপচয়,ಆನೋಡ್ ಹರಡುವಿಕೆ
আনোড দক্ষতা,ಆನೋಡ್ ದಕ್ಷತೆ
আনোড ইনপুট শক্তি,ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ
অ্যানোড মড্যুলেশন,ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
অ্যান্টেনা,ಆನಂತಾ
অ্যান্টেনা বিমউইথ,ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್
অ্যান্টেনা বুস্টার,ಆಂಟೆನಾ ಬೂಸ್ಟರ್
অ্যান্টেনা চেঞ্জওভার সুইচ,ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್
অ্যান্টেনা কয়েল,ಆಂಟೆನಾ ಕಾಯಿಲ್
অ্যান্টেনা কনফিগারেশন,ಆಂಟೆನಾ ಸಂರಚನೆ
অ্যান্টেনা কাপলার,ಆಂಟೆನಾ ಸಹಕ
অ্যান্টেনা ক্রস পোলার প্যাটার্ন,ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್
অ্যান্টেনা কারেন্ট,ಪ್ರವಾಹ
অ্যান্টেনা ডাইরেক্টিভিটি লাভ,ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ
অ্যান্টেনা ডুপ্লেক্সার,ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್
অ্যান্টেনা কার্যকর অঞ্চল,ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ
অ্যান্টেনা দক্ষতা,ಆಂಟೆನಾ ದಕ್ಷತೆ
অ্যান্টেনা ফিড,ಆಂಟೆನಾ ಫೀಡ್
অ্যান্টেনা ফুট প্রিন্ট,ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ
এন্টেনা,ಆಂಟೆನಾ ಗಳಿಕೆ
অ্যান্টেনার উচ্চতা,ಆಂಟೆನಾ ಎತ್ತರ
অ্যান্টেনা প্রতিবন্ধকতা,ಪ್ರತಿರೋಧ
অ্যান্টেনা ইন্ডাক্ট্যান্স,ಆಂಟೆನಾ ಪ್ರಚೋದನೆ
অ্যান্টেনা প্যাটার্ন,ಆಂಟೆನಾ ಮಾದರಿ
অ্যান্টেনা প্লেক্সার,ಪತಂಗ
অ্যান্টেনা মেরুকরণ,ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ
অ্যান্টেনা শক্তি,ಆಂಟೆನಾ ಶಕ್ತಿ
অ্যান্টেনা পাওয়ার লাভ,ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ
অ্যান্টেনা বিকিরণ প্রতিরোধের,ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ
অ্যান্টেনা প্রতিক্রিয়া,ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ
অ্যান্টেনা প্রতিচ্ছবি,ಆಂಟೆನಾ ಪ್ರತಿಫಲನ
অ্যান্টেনা প্রতিরোধের,ಆಂಟೆನಾ ಪ್ರತಿರೋಧ
অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি,ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ
অ্যান্টেনা ব্যবধান,ಆಂತರಿಕ ಅಂತರ
অ্যান্টেনা স্যুইচিং রুম,ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್
অ্যান্টেনা টিউনিং কয়েল,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್
অ্যান্টেনা টিউনিং হাট,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್
অ্যাপারচার,ದ್ಯುತಿರಂಧ್ರ
অপোজি,ಮಂಜುಗಡ್ಡೆಯ
অ্যাপোজি রকেট,ಕಟಾ ರಾಕೆಟ್
যন্ত্রপাতি,ಉಪಕರಣ
আপাত,ಸ್ಪಷ್ಟ
অ্যাপলেট,ರಭಸ
আবেদন,ಅನ್ವಯಿಸು
আনুমানিক,ಅಂದಾಜು
জলীয় সমাধান,ಅಕ್ವೌಸ್ ಪರಿಹಾರ
আর্ক,ಚಾಪ
আর্কিটেকচার,ವಾಸ್ತುಶಿಲ್ಪಿ
সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর,ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ
সংরক্ষণাগার,ಆರ್ಕೈವ್ಸ್
গাণিতিক কোডিং,ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್
আর্মার,ಶಸ್ತ್ರಾಸ್ತ್ರ
আর্ম্যাচার বাতাস,ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್
অ্যারে,ರಂಗ
অ্যারেস্টার,ಬಂಧಕ
বক্তৃতা,ಉಚ್ಚ್ಯ
আর্টিফ্যাক্ট (= আর্টফ্যাক্ট),ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ)
আরোহী,ಏರಿಕೆ
আনুমানিক অনুপাত,ಶೋಧ ಅನುಪಾತ
এসেম্বলার,ಷೋಬರೆ
দাবী,ಪ್ರತಿಪಾದಿಸುವುದು
অ্যাসাইনমেন্ট,ನಿಯೋಜನೆ
অ্যাসাইনমেন্ট চ্যানেল,ನಿಯೋಜನೆ ಚಾನೆಲ್
অসম্পূর্ণ,ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ
অ্যাসিঙ্ক্রোনাস,ಅಸಮಕಾಲಿಕ
বায়ুমণ্ডল,ವಾತಾವರಣ
বায়ুমণ্ডলীয় ক্ষতি,ವಾತಾವರಣದ ನಷ್ಟ
বায়ুমণ্ডলীয় শব্দ,ವಾತಾವರಣದ ಶಬ್ದ
বায়ুমণ্ডলীয় চাপ,ವಾತಾವರಣದ ಒತ್ತಡ
বায়ুমণ্ডলীয় প্রচার,ವಾತಾವರಣದ ಪ್ರಸರಣ
বায়ুমণ্ডলীয় রেডিও-তরঙ্গ,ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ
বায়ুমণ্ডল,ವಾತಾವರಣದ
পরমাণু,ಪರಮಾಣು
পারমাণবিক গঠন,ಪರಮಾಣು ರಚನೆ
সংযুক্তি,ಬಾಂಧಾಣ
মনোযোগ,ಗಮನ
মনোযোগ ক্ষতি,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ
শব্দ তরঙ্গের মনোযোগ,ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್
অ্যাটেনুয়েটর,ಕೈಗೆಟುಕುವವನು
অ্যাটেনুয়েটর-প্যাড,ಅಟೆಂಡು-ಪ್ಯಾಡ್
অডিবিলিটি থ্রেশহোল্ড,ಶ್ರದ್ಧೆಯ ಮಿತಿ
শ্রুতিমধুর,ಶ್ರವ್ಯ
শ্রুতিমধুর ফ্রিকোয়েন্সি,ಶ್ರವ್ಯ ಆವರ್ತನ
শ্রুতিমধুর সুর,ಶ್ರವ್ಯ ಸ್ವರ
শ্রুতি-বর্ণালী,ಸ್ವಸಾಧ್ಯ
শ্রোতা,ಪ್ರೇಕ್ಷಕರು
শ্রুতি,ಆವಿಷ್ಕಾರ
অডিও পরিবর্ধক,ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್
অডিও বিশ্লেষক,ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ
অডিও সম্প্রচার,ಆಡಿಯೊ ಪ್ರಸಾರ
অডিও কেবল,ಆಡಿಯೊ ಕೇಬಲ್
অডিও চেইন,ಆಡಿಯೊ ಸರಪಳಿ
অডিও কোডেক,ಆಡಿಯೊ ಕೋಡೆಕ್
অডিও সংক্ষেপণ,ಆಡಿಯೊ ಸಂಕೋಚನ
অডিও সংক্ষেপক,ಆಡಿಯೊ ಸಂಕೋಚಕ
অডিও কনসোল,ಆಡಿಯೊ ಕನ್ಸೋಲ್
অডিও বিকৃতি,ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ
অডিও গতিশীল পরিসীমা,ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ
অডিও ফাইল ফর্ম্যাট,ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ
অডিও ফ্রেম ফর্ম্যাট,ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್
অডিও ফ্রিকোয়েন্সি জেনারেটর,ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್
অডিও ফ্রিকোয়েন্সি ব্যাপ্তি,ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ
অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া,ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ
অডিও সীমাবদ্ধ,ಆವಿಷ್ಕಾರದ ಮಿತಿ
অডিও লাইন,ಆಡಿಯೊ ಮಾರ್ಗ
অডিও মিক্সার,ಆಡಿಯೊ ಮಿಕ್ಸರ್
অডিও মড্যুলেশন,ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್
অডিও দোলক,ಆವಿಭರಣ
অডিও আউটপুট,ಆಡಿಯೊ ಉತ್ಪಾದನೆ
অডিও শক্তি,ಆಡಿಯೊ ಶಕ್ತಿ
অডিও মানের,ಆಡಿಯೊ ಗುಣಮಟ್ಟ
অডিও সংকেত,ಆಡಿಯೊ ಸಂಕೇತ
অডিও সিগন্যাল প্রসেসিং,ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ
অডিও বর্ণালী,ಆಡಿಯೊ ವರ್ಣಪಟಲ
অডিও স্টোরেজ,ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ
অডিও সাব-ক্যারিয়ার,ಆಡಿಯೊ ಉಪನಾಮ
অডিও ট্রান্সফর্মার,ಆಡಿಯೊ ಪರಿವರ್ತಕ
অডিও ট্রান্সমিটার,ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್
অডিও/ভিডিও সংক্ষেপণ,ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ
অডিও-ফ্রিকোয়েন্সি দোলক,ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ
অডিও-ফ্রিকোয়েন্সি সিগন্যাল,ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ
অডিওমেট্রি,ಆಲಿಕಲ್ಲು ಮಾಪನ
অডিও-ভিজ্যুয়াল সহায়তা,ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ
শ্রুতি উপলব্ধি,ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ
প্রমাণীকরণ,ದೃentೀಕರಣ
অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি,ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ
অটো ক্যাড,ಆಟೋ ಸಿಎಡಿ
অটো ডায়াগনস্টিকস,ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ
স্বয়ংক্রিয়,ಸ್ವಯಂಚಾಲಿತ
স্বয়ংক্রিয় নিয়ন্ত্রণ,ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ
