Bengali,Marathi
ক্ষয়,"क्षीणता, क्षीणता"
"attenuating, attenuating","कमी करणे, कमी करणे"
কবজ,मोहिनी
আকর্ষণ শক্তি,आकर्षण शक्ती
শ্রবণযোগ্যতা,ऐकण्याची क्षमता
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,ऑडिओ वारंवारता अॅम्प्लिफायर
শ্রবণযোগ্য,ऐकण्यायोग्य
অডিও জেনারেটর,ऑडिओ जनरेटर
শ্রবণযোগ্যতা গ্রাফ,श्रवणक्षमता आलेख
শ্রবণ বিজ্ঞান,श्रवण विज्ञान
অডিওমিটার,ऑडिओमीटर
শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর,ऐकण्यायोग्य वारंवारता ऑसिलेटर
শব্দ সংকেত,ध्वनी सिग्नल
অডিও-ভিজ্যুয়াল,दृकश्राव्य
"অডিটোরিয়াম, অডিটোরিয়াম","सभागृह, सभागृह"
ওজেড ইফেক্ট,ओझेड प्रभाव
পদোন্নতি,जाहिरात
বর্ধক,वर्धक
মেরু শিখা,ध्रुवीय ज्योत
দক্ষিণ মেরু শিখা,दक्षिण ध्रुवीय ज्वाला
উত্তর মেরু শিখা,उत्तर ध्रुवीय ज्योत
স্বয়ংক্রিয় সতর্কতা,स्वयंचलित सूचना
স্বয়ংক্রিয় সমান্তরালকারী,स्वयं समांतर
"স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়","स्वयंचलित, स्वयंचलित, स्वयंचलित"
"অটোমেশন, অটোমেশন","ऑटोमेशन, ऑटोमेशन"
"সহকারী, সমবায়, অতিরিক্ত","सहाय्यक, सहकारी, अतिरिक्त"
"অবদাভা, তুষারপাত","आडवा, हिमस्खलन"
"মানে, মানে","अर्थ, क्षुद्र"
পরিবার,परिवार
অক্ষীয়,अक्षीय
অক্ষ,अक्ष
আজিমুথ,दिगंश
আজিমুথ,दिगंश
পেছনে,परत
"পটভূমি, পটভূমি","पार्श्वभूमी, पार्श्वभूमी"
"পশ্চাৎপদ, পশ্চাৎপদ","मागासलेला, मागासलेला"
পরিবর্তন,टर्नअराउंड
ব্যাক ভোল্টেজ পালসার,बॅक व्होल्टेज पल्सर
সম্পর্ক পরবর্তী,पोस्ट-रिलेशनशिप
প্রতিদান,प्रतिपूर्ती
বিরোধী ভোল্টেজ,अँटी व्होल्टेज
পোস্টেরিয়র স্ক্যাটারিং,पोस्टरियर स्कॅटरिंग
অন্তর্বর্তী তরঙ্গ,इंटरस्टिशियल लाट
অন্তরক,इन्सुलेटर
প্যারাশুট জাম্প,हवाई छत्री वापरून घेतलेली उडी
গরম করার,गरम करणे
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
ব্যালেন্সার,बॅलन्सर
ভারসাম্য,शिल्लक
গ্লাবুল,गोलाकार
"ব্যালিস্টিক, ব্যালিস্টিক","बॅलिस्टिक, बॅलिस्टिक"
"প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার","प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर"
মিসাইল,क्षेपणास्त्र
"ব্যালিস্টিক, অস্ত্র","बॅलिस्टिक्स, शस्त्रे"
অভিক্ষেপ,प्रक्षेपण
বিনামূল্যে পথচলা,मुक्त मार्ग
"বেলুন, বেলুন","फुगा, फुगा"
balmer discontinuity,balmer खंडितता
"ব্যান্ড, ব্যান্ড, ব্যান্ড","बँड, बँड, बँड"
বিস্ফোরণ,स्फोट
"অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল","अॅरे, बीम, किनारा, किनारा, किनारा"
"কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন","स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा"
বারদিন নীতি,bardeen तत्त्व
বারখাউসেন প্রভাব,barkhausen प्रभाव
বারলো চক্র,बारलो सायकल
বার চুম্বক,बार चुंबक
শস্যাগার,धान्याचे कोठार
বায়ু চাপ গ্রাফ,हवेचा दाब आलेख
"barograph, barograph","बॅरोग्राफ, बॅरोग्राफ"
ব্যারোমিটার,बॅरोमीटर
বায়ুমণ্ডলীয় চাপ,वातावरणाचा दाब
"cosmos, baromosphere","कॉसमॉस, बॅरोमोस्फियर"
পেন্ডুলাম,पेंडुलम पेंडुलम
"বাধা, পারমাণবিক, পারমাণবিক বাধা","अडथळा, आण्विक, आण्विक अडथळा"
বাধা স্তর,अडथळा पातळी
বেরিয়ন,बेरियन
গুরুমন্ডল,गुरुमंडळ
বেস ব্যান্ড,बेस बँड
"মৌলিক, মৌলিক, ক্ষারীয়","मूलभूत, मूलभूत, अल्कधर्मी"
ভিত্তি,पाया
"গণনা, দল গঠন","गणना, संघ निर्मिती"
"কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান","टाकी, टाकी, हीटर, गरम करण्याचे भांडे, आंघोळ"
ব্যাটারি,बॅटरी
"অ্যারে সেগমেন্ট, চেম্বার, উপসাগর","अॅरे सेगमेंट, चेंबर, बे"
প্রদর্শনী,प्रदर्शन
কিবন,किबान
"মানিকা, বিড","माणिका, बीड"
"মরীচি, মরীচি, মরীচি, ট্রাম্প","तुळई, तुळई, तुळई, ट्रम्प"
"ডিকম্যান, ডিকন","डिकमन, डिकॉन"
"dole, vispand","dole, vispand"
বেকারেল প্রভাব,बेकरेल प्रभाव
বেল জার,बेल जार
বেল,घुंगरू
বেল ঘড়ি,घंटा घड्याळ
"বেদিকা, বেঞ্চ","वेदिका, खंडपीठ"
"মোড, বাঙ্ক (সম্পাদনা), বাঁক (v.)","मोड, बंक (सं.), वाकणे (v.)"
ব্যাংকান,बँकन
"bent, bent","वाकलेला, वाकलेला"
বার্নোলি-সমীকরণ,बर्नौली-समीकरण
বেসাল-ফাংশন,बेसल-फंक्शन
সেরা আনুগত্য,सर्वोत्तम आसंजन
বিটা (খ),बीटा (ब)
betatron,betatron
মডেল,bethe मॉडेल
বিভাট্রন,बायव्हट्रॉन
বিএইচ বক্ররেখা,BH वक्र
দ্বিভুজাকার,द्विभुज
"পক্ষপাত, পক্ষপাত","पक्षपात, पक्षपात"
দ্বি-অক্ষীয়,द्वि-अक्षीय
বিক্রোমেট কোষ,बिक्रोमेट सेल
অভিবতাল,अभ्यवताल
ডবল অ্যান্টেনা,दुहेरी अँटेना
দ্বিকনভেক্স,द्विउत्तल
"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক","द्वि-क्रिस्टल, दुहेरी-क्रिस्टल"
দ্বিমুখী মাইক্রোফোন,द्विदिश मायक्रोफोन
দ্বিপদী মডেল,द्विपदी मॉडेल
ডিপ্লয়েড,डायओशियस
দ্বিপাক্ষিক,द्विपक्षीय
দ্বিরেখার,द्विरेखीय
বাইমোলিকুলার,द्विमोलेक्युलर
"দ্বি-পরিবর্তনশীল, দ্বি-বেস, দ্বৈত","द्वि-चर, द्वि-आधार, दुहेरी"
"বাইনারি কোড, বাইনারি কোড","बायनरी कोड, बायनरी कोड"
খেলা তারকা,गेम स्टार
বাইনারি পদ্ধতি,बायनरी पद्धत
দ্বিপার্শ্ব,दुहेरी बाजू असलेला
বন্ধন,बंध
"বাইনোকুলার, বাইনোকুলার","द्विनेत्री, द्विनेत्री"
বাইনারি,बायनरी
দ্বিপদ ডিস্ট্রিবিউশন,द्विपदी वितरण
"দ্বিকেন্দ্রিক, দ্বিকেন্দ্রিক, দ্বিমুখী","द्विकेंद्रीय, द्विकेंद्री, द्विकेंद्रित"
বায়োডাইনামিকস,जैवगतिकी
জৈব ইলেকট্রনিক্স,बायो इलेक्ट्रॉनिक्स
জীবপদার্থবিদ,बायोफिजिस्ट
জীবপদার্থবিদ্যা,बायोफिजिक्स
জৈবিক উপগ্রহ,जैविक उपग्रह
"সিনেমাটোগ্রাফার, বায়োস্কোপ","सिनेमॅटोग्राफर, बायोस्कोप"
বায়ো-সাভার্ট নিয়ম,जैव-सावर्त नियम
biphasic বর্তমান,biphasic प्रवाह
ডাইপোল,द्विध्रुव
"biprism, biprism","biprism, biprism"
"biquartz, biquartz","biquartz, biquartz"
biphasic চরিত্র,biphasic वर्ण
দুই-পর্যায়ের মাল্টিভাইব্রেটর,दोन-स्टेज मल्टीव्हायब्रेटर
"দ্বোয়াঙ্ক* (বাইনারী সংখ্যা), বার্মিজ, আনি, টুক","द्वयंक* (बायनरी अंक), बर्मीज, अनी, तुक"
"কালো, কৃষ্ণ","काळा, कृष्णा"
কালো শরীর,काळे शरीर
অদৃশ্য আলো,अदृश्य प्रकाश
timirayan রেডিও timirayan,timirayan रेडिओ timirayan
ইজেকশন পালস,इजेक्शन नाडी
পক্ষপাত শেষ,पूर्वाग्रह समाप्त करा
কালো বিকিরণ,काळा विकिरण
"অসম্পূর্ণ, ফাঁকা","अपूर्ण, रिक्त"
আবরণ,कव्हर
বাতিল,रद्द करणे
"বিস্ফোরণ, বিস্ফোরণ, দমকা","स्फोट, स्फोट, वाफा"
"savika, bleeder, savi","savika, bleeder, savi"
"ছদ্মবেশী, অন্ধ","वेशात, आंधळा"
ব্লোচের উপপাদ্য,ब्लोचचे प्रमेय
"ব্লক, ব্লক, ব্লক","अवरोधित करणे, अवरोधित करणे, अडथळा आणणे"
"ঘা, ঘা, ঘা","फुंकणे, फुंकणे, फुंकणे"
নীল প্রিন্ট,ब्लू प्रिंट
অস্পষ্টতা বৃত্ত,अस्पष्टता वर्तुळ
অস্পষ্ট,अस्पष्ट
"বল, গোলক, দুল","बॉल, गोलाकार, लटकन"
"শরীর, বস্তু","शरीर, वस्तू"
শারীরিক ক্ষমতা,शारीरिक क्षमता
কেন্দ্রীভূত,केंद्रीत
"দেহ-তির্যক, শেষ-তির্যক","शरीर-कर्ण, अंत-कर्ण"
"বগি, অজানা সনাক্তকরণ (রাডার)","बोगी, अज्ञात शोध (रडार)"
বোর প্রভাব,बोअर इफेक्ट
বোর ম্যাগনেটন,बोर मॅग्नेटन
"বয়লার, বয়লার","बॉयलर, बॉयलर"
"ফুটন্ত, ফুটন্ত","उकळणे, उकळणे"
বোল্টসম্যান সমীকরণ,बोल्ट्समन समीकरण
বোমারু ইলেকট্রন,बॉम्बर इलेक्ट्रॉन
"আঘাতমূলক শক্তি, বোমা শক্তি","क्लेशकारक ऊर्जा, बॉम्बस्फोट ऊर्जा"
বন্ধক,गहाण
"bonded, bonded, bonded","बंधलेले, बंधलेले, बंधलेले"
বর্ধক,वर्धक
বোরন,बोरॉन
বোস-কণা,बोस-कण
বোসন,बोसॉन
"লাফ, লাফ","धक्का, उडी"
আবদ্ধ,बद्ध
"সীমা, সীমা (সম্পাদনা), প্রান্তিক (v.)","मर्यादा, मर्यादा (सं.), सीमांत (वि.)"
আবদ্ধ,बद्ध
ধনু গজ,धनु राशीचे अंगण
পালতোলা তরঙ্গ,नौकानयन लाट
বয়লার গরম করা,बॉयलर गरम करणे
বয়েলের আইন,बॉयलचा कायदा
বয়লার গরম করা,बॉयलर गरम करणे
বন্ধনী-শ্রেণী,कंस-वर्ग
ব্যাগ নিয়ম,पिशवी नियम
জড়িত তার,गुंफलेली तार
ব্রেক ক্লাস,ब्रेक वर्ग
ব্রামা কম্প্রেসার,ब्रामा कंप्रेसर
শাখা,शाखा
"সাহসী জালি, সাহসী জালি","धाडसी जाळी, धाडसी जाळी"
ব্রাস ব্রেজিং,ब्रास ब्रॅझिंग
বিচ্ছেদ,विच्छेदन
সংযোগকারী বিরতি,ब्रेक कनेक्टर
"ফ্র্যাকচার ডায়োড, জেনার ডায়োড","फ्रॅक्चर डायोड, जेनर डायोड"
ফ্র্যাকচার,फ्रॅक्चर
"ব্রিডার রিঅ্যাক্টর, ব্রিডার নিউক্লিয়ার ফার্নেস, ব্রিডার ফার্নেস","ब्रीडर रिएक्टर, ब्रीडर न्यूक्लियर फर्नेस, ब्रीडर फर्नेस"
প্রজনন,पुनरुत्पादन
"retardant বিকিরণ, brastralung","retardant विकिरण, brastralung"
brewster-কোণ,brewster-कोन
ব্রুস্টার ফ্রিজ,ब्रुस्टर फ्रीज
সেতু,पूल
সেতু বন্ধন,ब्रिज बाँड
"উজ্জ্বল, উজ্জ্বল, ঝলমলে","तेजस्वी, तेजस्वी, चमकदार"
আলোক,प्रकाशक
তেজ,तेज
"দ্যুতি, প্রভা","द्युती, प्रभा"
ব্রিলুওয়ান এলাকা,ब्रिलुवान क्षेत्र
ব্রিটিশ স্ট্যান্ডার্ড মোমবাতি,ब्रिटिश मानक मेणबत्ती
ভঙ্গুর,ठिसूळ
ভঙ্গুরতা,ठिसूळपणा
সম্প্রচার,प्रसारण
বিশদ,तपशीलवार
বিপরীতমুখী,प्रतिगामी
ব্রগলি সূত্র,ब्रोगली फॉर्म्युला
খণ্ডিত,खंडित
ব্রাউনি গতি,ब्राउनी मोशन
"কুচি, বুরুশ, কুর্চ, গুলম","कुची, बुरुश, कुर्च, गुल्म"
"বুদবুদ, বুদবুদ (সম্পাদনা), গর্জন (v.)","बबल, बबल (सं.), बडबड (v.)"
উদ্দীপনা,उत्तेजित होणे
পাল্টা ব্যবস্থা,प्रतिकार
সংকোচন,आकुंचन
"amp-প্রতিরোধ, বাফার","amp-प्रतिरोध, बफर"
ধ্বনিবিদ্যা,ध्वनीशास्त्र
বর্ধন,बर्धन
বাল্ব,बल्ब
আবির্ভূত,उदयास येणे
"আয়তন, বাল্ক, ভর, ভর, আয়তন","मात्रा, मोठ्या प्रमाणात, वस्तुमान, वस्तुमान, खंड"
ভলিউম স্থিতিস্থাপকতা সহগ,व्हॉल्यूम लवचिकता गुणांक
জনসংখ্যা সম্পত্তি,लोकसंख्या मालमत्ता
সর্বোচ্চ তাপমাত্রা,कमाल तापमान
স্ফীতি,फुगवटा
