Hindi,Marathi
कृषि जैविक विविधता,अ‍ॅग्रोबायोडिव्हर्सिटी
कृषि जैविक दोष,अ‍ॅग्रोबायोलॉजिकल दोष
कृषि जैविकी,कृषीशास्त्र
कृषि जलवायुवीय विविधता,अ‍ॅग्रोक्लिमॅटिक विविधता
कृषि जलवायुवीय क्षेत्रीकरण,अ‍ॅग्रोक्लिमॅटिक झोनिंग
कृषि वानिकी,अ‍ॅग्रोफोरेस्ट्री
सस्य मृदा विज्ञान,कृषीशास्त्र
सस्य विज्ञान,अ‍ॅग्रोनॉमी
कृषि पशुचारणिक,अ‍ॅग्रोपास्टोरल
फसल प्रसंस्करण,अ‍ॅग्रोप्रोसेसिंग
घास विज्ञान,अ‍ॅग्रोस्टोलॉजी
सस्य प्ररूप,अ‍ॅग्रोटाइप
अधिपादप,एअर प्लांट
ऐकिओची मृदा,अकिओची माती
"वर्णकहीनता, अवर्णता",अल्बिनिझम
एल्फिसॉल,अल्फिसोल
"शैवाल, काई",एकपेशीय वनस्पती
शैवाल रोग,अल्गल रोग
क्षार जल,अल्कली पाणी
क्षारीय,अल्कधर्मी
विकल्पी,अ‍ॅलेल
एलीलो रसायन,Lel लोकेमिकल्स
युग्मविकल्पी,Lel लोमॉर्फ
एलीलोपैथी,Lel लेलोपॅथी
वीथी सस्यन,गल्ली पीक
परनिषेक-फलता,वाटप
परनिषेचन,अ‍ॅलोगॅमी
"सापेक्षमिति, ऐलोमैट्री",अ‍ॅलोमेट्री
परबहुगुणित,Ol लोपोलिपॉइड
"परयुग्मन, अपायुग्लन",Os लोसिनॅप्सिस (os लोसिंडेसिस)
"एकातंर वर्ष फलन, एकांतरित फलन",वैकल्पिक बेअरिंग
वैकल्पिक भूमि उपयोग,वैकल्पिक जमीन वापर
परिवेश,सभोवतालचे
सुधारक,Meliorant
असूत्रीविभाजन,अमिटोसिस
ऐमीनन,अमृत
अमोनियन,अमोनिफिकेशन
अमोनीकारक,अमोनिफायर
" अप्रभावी रूप, , अरूपी",अमॉर्फ
उभय मिश्रण,अ‍ॅम्फिमिक्सिस
उभयधर्मी,अ‍ॅम्फोटेरिक
उपचय,अ‍ॅनाबोलिझम
"अवायुजीव, अनॉक्सी जीव",अनरोब
असुगुणित,Eneuploid
कोणीय रोपण,कोन लागवड
पशुपालन,पशुसंवर्धन
पशु उच्छिष्ट,प्राणी नकार
सजीव ऊर्जा,एनिमेट एनर्जी
असमगुणित,एनिसोप्लॉइड
एकवर्षीय पादप,वार्षिक वनस्पती
वार्षिक,वार्षिक
"परागोद्भव, प्रफुल्लन",अँथेसिस
ऐन्थ्रेक्स,अँथ्रॅक्स
मानवजनिक कारक,मानववंशिक घटक
प्रतिजीविता,प्रतिजैविक
"प्रतिजैविक, ऐन्टीबायोटिक",प्रतिजैविक
प्रतिकारक,प्रतिजैविक
प्रतिऑक्सीकारक,अँटीऑक्सिडेंट्स
प्रतिआविष,अँटीटॉक्सिन
वलयिका,अ‍ॅनुलस
"ऐफिड, माहू, चेपा",Ph फिड
शीर्ष कलिका,एपिकल अंकुर
शिखाग्र प्रभाविता,एपिकल वर्चस्व
मधुमक्खी पालन,एपिकल्चर (मधमाशी पाळणे)
असंगजनन,अपोमिक्सिस
एपोप्टोसिस,अ‍ॅपॉप्टोसिस
उपांग,परिशिष्ट
क्षुधावर्धक,भूक
अनुप्रयुक्त,लागू
जलीय खरपतवार,जलीय तण
"वृक्षीय, वृक्षवासी",आर्बोरियल
प्रशाखायन,आर्बोरायझेशन
आद्य वानस्पतिक अभिलेख,आर्चीओ-बॉटॅनिकल रेकॉर्ड
क्षेत्रांकड़,क्षेत्र आकडेवारी
"क्षेत्र, क्षेत्रफल",क्षेत्र
शुष्क पारितंत्र,शुष्क इकोसिस्टम
"बीजचोल, बीजोपांग",एरिल
"सौरभ, सुवास",सुगंध
सुगंधी पादप,सुगंधित वनस्पती
सुगंधित चावल,सुगंधित तांदूळ
इक्षु पुष्पन,बाण
अपूति,Asepsis
"अपूतित, अज़र्म",Se सेप्टिक
अलैंगिक प्रवर्धन,अलौकिक प्रसार
"आमाप, परख",परख
परिसंपत्ति,मालमत्ता
"स्वांगीकरण, आत्मसात्करण",आत्मसात
" साहचर्य , संघ",असोसिएशन
"स्तंभक, कषाय",तुरट
असूत्रयुग्मन,एसिनॅप्सिस
"पूर्वजता, ऐटाविज्म",अटाविझम
कणित्र,अ‍ॅटोमायझर
"अपुष्टि, क्षीणता",अ‍ॅट्रोफी
स्वयुग्मन,ऑटोगॅमी
स्वलयन,ऑटोलिसिस
"स्वतः उपचयन, स्वतः ऑक्सीकरण",ऑटोक्सिडेशन
स्वबहुगुणित,ऑटोपॉलिपॉइड
ऑक्सिन,ऑक्सिन
"शूक, तूड़",ओएन (ब्रिस्टल)
बादाम,बदाम
धीकुवार,कोरफड
"चौलाई, रामदाना",अमरॅन्थस
अजवाइन,अम्मी
"अंजन घास, धामन घास",अंजान गवत
एंथूरियम,अँथुरियम
आंवला,"अणला, भारतीय हंसबेरी"
सेब,Apple पल
खुबानी,जर्दाळू
"मोगरा, बेला",अरबियन चमेली
सुपारी,अरेका नट
अर्जुन,अर्जुन
हींग,असफोएटिडा
पेठा,राख लबाडी
अशोक,अशोका वृक्ष
दूधी,अश्थमा तण (युफोर्बिया)
सतावर,शतावरी
अवोकाडो,एवोकॅडो
"रिजक्रा, लूसर्न",अल्फाल्फा (ल्युसर्न)
चींटी,मुंग्या
"तेला, माहू",Ph फिडस्
सैनिक कीट,आर्मी जंत
कृषि अर्थशास्त्री,कृषी अर्थशास्त्रज्ञ
कृषि प्रसार विज्ञानी,कृषी विस्तारवादी
कृषि वैज्ञानिक,कृषी वैज्ञानिक
कृषि अभियंता,कृषी अभियंता
कृषि जीवविज्ञानी,अ‍ॅग्रोबायोलॉजिस्ट
सस्य विज्ञानी,कृषीशास्त्रज्ञ
कृषि भौतिकीविद्,अ‍ॅग्रोफिसिकस्ट
" प्राणि प्रजनक , पशु प्रजनक",प्राणी ब्रीडर
दंड विषाणु,बॅसिलस विषाणू
"दंडाणु, बैसिलस",बॅसिलस
"जीवाणु, बैक्टीरिया",जिवाणू
जीवविष,बॅक्टेरियोटॉक्सिन
खोई,बागसे
"तुलन-पत्र, चिट्ठा",शिल्लक पत्रक
संतुलित निषेचन,संतुलित फर्टिलायझेशन
दंड आरेख,बार आकृती
छाल,साल
"वायुदाबमापी, बैरोमीटर",बॅरोमीटर
"बजर, अकृष्य, बांझ",वांझ
"आधार, बेस, कपांग",पाया
"थाला, द्रोणी",बेसिन
तलाभिसारी,बासिपेटल
"बेसिस्टर्नम, मूलाधारक",बासेस्टर्नम
खाड़ी मानसून,बे मॉन्सून
फलदायी पौधा,बेअरिंग प्लांट
क्यारी,बेड
क्यारी - पौधा,बेडर
क्यारी बनाना,बेडिंग
चुंकदर शीरा,बीट गुळ
धौंकनी,धनुष्य
"पट्टी, इलाका",बेल्ट
लाभ-लागत विश्लेषण,लाभ-खर्च विश्लेषण
अभिनत (प्रतिचयन),पक्षपाती (सॅम्पलिंग)
द्विवर्षीय पादप,द्विवार्षिक
द्विपद,द्विपक्षीय
जैवकारक,बायोएजेन्ट
जीव जलवायु,बायोक्लीमेट
जैव ऊर्जा,बायोएनर्जी
जीव पारिस्थितिकी,बायोनोमिक्स
"जैव-प्रक्रियापात्र, बायो रिएक्टर",बायोरिएक्टर
जीव-मंडल,जीवशास्त्र
जैविक,बायोटिक
जीव प्रारूप,बायोटाइप
द्विलिंगी,उभयलिंगी
धवलन,ब्लान्चिंग
"प्रध्वसं (रोग), झोंका रोग",ब्लास्ट
सम्मिश्रण,मिश्रण
"अंगमारी (रोग), ब्लाइट (रोग)",ब्लाइट
"छाला, फफोला, उद्वर्त, ब्लिस्टर",फोड
नीली क्रांति,निळा क्रांती
तलीय ताप चैंबर,तळाशी उष्णता कक्ष
तलीय ताप तकनीक,तळाशी उष्णता तंत्र
चोकर,कोंडा
शाखन,शाखा
"टहनी, उपशाखा",शाखा
नस्ल,प्रजनन
"प्रजनन, अभिजनन",प्रजनन
शीघ्र अंकुरण उपचार,ब्रिमिंग
"शाव, अंड, भ्रूण",ब्रूड
कलिकायन,नवोदित
बजट,अर्थसंकल्प
"उभयप्रतिरोधी, बफर",बफर
शल्ककंद,बल्ब
"बंट (रोग), चोट",बंट
"उपजात, उपोत्पाद",उप-उत्पादन
"बबूल, कीकर",बाबुल बाभूळ
बेबी कॉर्न,बाळ कॉर्न
बेल,बाईल
लाजालु,बेली
गुलमेंहदी,बाल्सम
बांस,बांबू
केला,केळी
बरगद,वडाचे झाड
जौ,बार्ली
सावां,धान्याचे कोठार मिलेट
तुलसी,तुळस
रुद्राक्ष,बस्टर्ड सिडर
बहेड़ा,बस्टार्ड मायरोबालन
कचनार,बौहिनिया
कैफल,बे बेरी
सेम,बीन
चुकंदर,बीट
बेलाडोना,बेलॅडोना
बेर,बेर
बरसीम,Berseem
पान,सुपारी
बिलिंबी,बिलीमबी
करेला,कारले
उड़द,काळा हरभरा
मकोय,ब्लॅक नाईटशेड
बोगेनविलिया,बोगेनविले
बोटल ब्रश,बाटली ब्रश
लौकी,दुधीभोपळा
"चीकदी, पापरी",बॉक्स ट्री
ब्रेड फ्रूट,ब्रेड फळ
डेला,ब्राइडल क्रिपर
बैंगन,वांगे
"बाकला, चौड़ी बीन",ब्रॉड बीन
ब्रोकोली,ब्रोकोली
ब्रुसेल्स स्प्राउट,ब्रुसेलचा अंकुर
कुटू,बकव्हीट
"पलाश लता, किंशुक",बुटिया
घूंस,बॅन्डिकूट
भालू,अस्वल
भृंग,बीटल
फफोला भृंग,ब्लिस्टर बीटल
नील गाय,निळा बैल
कपास की सूंड़ी,बोल वर्म
तितली,फुलपाखरू
जीवाणु विज्ञानी,बॅक्टेरियोलॉजिस्ट
जैव रसायनविद्,बायोकेमिस्ट
जीव विज्ञानी,जीवशास्त्रज्ञ
जैव प्रौद्योगिकीविद्,बायोटेक्नॉलॉजिस्ट
वनस्पतिविद्,वनस्पतिशास्त्रज्ञ
c नमी विशिष्टता वक्र,सी ओलावा वैशिष्ट्यपूर्ण वक्र
खली,केक
"चूनेदार, कैल्सियमी",कॅल्केरियस
कैल्सीयन,कॅल्सीफिकेशन
फॉस्फेट का निस्तापन,फॉस्फेटचे कॅल्किनेशन
"किणता, कैलसता",कॉलिटी
"कैलस, किण",कॉलस
"बाह्यदल पुंज, कैलिक्स",कॅलेक्स
बाह्यदल अंत,कॅलेक्स-एंड
एधा,कॅम्बियम
कैंकर (जीवाणु रोग),कॅंकर
डिब्बाबंदी,कॅनिंग
वितान,छत
पूंजी,भांडवल
परागण (अंजीर का),केप्रीफिकेशन
"संपुट, संपुटिका, कैप्सूल",कॅप्सूल
कार्बोनीकृत,कार्बोनेटेड
कार्बनन,कार्बनायझेशन
अंडप,कार्पेल
मणिबंध,कार्पस
" ढलाई (लोहे की) , क्षिप्ति (कीट)",कास्टिंग
अपचय,कॅटाबोलिझम
उत्प्रेरण,कॅटॅलिसिस
"इल्ली, सूंडी",सुरवंट
C- डीएनए संग्रह,सी-डीएनए लायब्ररी
सीमा,कमाल मर्यादा
"कोशिका, कोष्ठिका",सेल
केंद्रीय अग्रलेख प्रणाली,केंद्रीय नेता प्रणाली
"सबिंदु, सकेंद्र",सेंट्रिक
अपकेंद्रण,सेंट्रीफ्यूगेशन
अपकेंद्रित,सेंट्रीफ्यूज
तारककेंद्र,सेंट्रीओल
केंद्रजनिक,सेंट्रोजेनिक
केंद्रजा,केंद्रीत
लूम,Cercus
"धान्य, सीरियल",अन्नधान्य
"प्रमाणीकरण, प्रमाणन",प्रमाणपत्र
प्रमाणित बीज,प्रमाणित बियाणे
"भूसा, कुट्टी, शल्क सहपत्र",चाफ
"निभाग, कैलाजा",चालझा
रसानुवर्तन,केमोट्रोपिझम
"काएज्मा, व्यत्यस्त",चियास्मा
द्रुतशीतन घंटे,शीतकरण तास
शीतज क्षति,शीतकरण इजा
"विचित्रोतकी, किमेरा",चिमेरा
हरित दली,क्लोरॅन्थी
"पर्णहरित, हरितक",क्लोरोफिल
हरिमाहीनता,क्लोरोसिस
जीव वितरण विज्ञान,क्लोरोलॉजी
"क्रोमैटिड, अर्धगुणसूत्र",क्रोमॅटिड
क्रोमैटिन,क्रोमॅटिन
वर्णलेखन,क्रोमॅटोग्राफी
क्रोमोटिनलयन,क्रोमॅटोलिसिस
परिसूत्र बिंदु,क्रोमोसेन्ट्रे
वर्णजनन,क्रोमोजेनेसिस
"क्रोमोप्रोटीन, वर्णकप्रोटीन",क्रोमोप्रोटीन
"गुणसूत्र, क्रोमोसोम",क्रोमोसोम
"चिरकाली, दीर्घकाली, जीर्ण, पुराना",जुनाट
सिट्रेंज,सिट्रेंज
पर्णाभपर्व,क्लेडोड
वर्गीकरण,वर्गीकरण
"मृत्तिका, चिकनी मिट्टी",क्ले
"निर्मलन, मार्जन, सफाई, शोधन",स्वच्छता
"अनुन्मील्य परागण, स्वपरागण",क्लीस्टोगॅमी
क्रांतिक श्वसनी फल,क्लायमॅक्टेरिक फळ
जलवायु,हवामान
जलवायु विज्ञान,हवामानशास्त्र
कतरनी,क्लिपर
ढेला (मिट्टी का),क्लॉड
"क्लोन, कृन्तक",क्लोन
"मेघ, बादल",ढग
"पुंज (क्लंप, संपुंजन)",गठ्ठा
गुच्छ,क्लस्टर
"स्थूल, मोटा, कच्चा, अपरिष्कृत",खडबडीत
"आवरण (बीज़), चर्मावरण",कोट (बियाणे)
कोया,कोकून
"कोएन्जाइम, सह-प्रकिण्व",कोएन्झाइम
संसंजन,एकत्रीकरण
" रेशा (जूट पटसन) , नारियल जटा",कॉर
मूलांकुर चोल,कोलोरिझा
"स्तंभमूलसंधि, कॉलर, ग्रीवा",कॉलर
कोलॉइड (मृदा),कोलोइड (माती)
"स्तंभिका, कॉलुमेला",कोलंबेला
"दंड, स्तंभ, कॉलम",स्तंभ
सहभोजिता,Comensalism
वाणिज्यिक बैंक,व्यावसायिक बँक
"जिंस, पण्य वस्तु",वस्तू
समुदाय,समुदाय
"संहनन, (मृदा का)",कॉम्पॅक्शन (मातीची)
"सुसंगति, संगतता",सुसंगतता
सुसंगतता,सुसंगतता
"क्षतिपूर्ति, मुआवजा",भरपाई
स्पर्धी अन्योन्यक्रिया,स्पर्धात्मक संवाद
पूरक सस्य,पूरक पीक
"सम्मिश्र, जटिल",कॉम्प्लेक्स
घटक,घटक
संघटन,रचना
कंपोस्ट,कंपोस्ट
चक्रवृद्धि ब्याज,चक्रवाढ व्याज
अभिकलन,गणना
"अभिकलित्र, कंप्यूटर",संगणक
"सांद्रण, संकेद्रण",एकाग्रता
"अनुकूलक, पुनरुद्धारक",कंडिशनर
चालकता,आवाहन
"विन्यास, संरूपण",कॉन्फिगरेशन
"अनुरूपता, समविन्यास, समरूपता",अनुरूपता
"समाकुलन, संकरण",गोंधळात टाकणारे
संयुग्मन,संयोजन
"योजी, संयोजी",संयोजी
सरंक्षण,संवर्धन
चकबंदी,एकत्रीकरण
"संघटक, अवयव",घटक
उपभोक्ता,ग्राहक
उपभोग,वापर
संदूषण,दूषित
समोच्च रोपण,समोच्च लागवड
समोच्च रेखा,समोच्च
"संविदा कृषि, ठेका कृषि, अनुबंधित खेती",कॉन्ट्रॅक्ट शेती
नियंत्रित भंडारण,नियंत्रित स्टोरेज
सहकारी बैंक,सहकारी बँक
सहकारी संस्था सदस्य,सहकारी
गुल्मवन,कॉपिस
घनकंद,कॉर्म
"दलपुंज, कोरोला",कोरोला
"वल्कल, कॉर्टेक्स",कॉर्टेक्स
लागत,किंमत
बीजपत्र,कॉटिलेडन (बियाणे)
ऋण समिति,क्रेडिट सोसायटी
"उधार, साख",पत
"ऋणदाता, लेनदार",लेखादार
"शिखा, शीर्ष, शिखर",माथा
व्याकुंचन,Rickly
संकट,संकट
कसौटी,निकष
"क्रांतिक, विकट, नाजुक",गंभीर
फसल बीमा,पीक विमा
फसल ऋण,पीक कर्ज
"सस्य, फसल",पीक
सस्यन क्षेत्र,पीक क्षेत्र
पार-असंगत,क्रॉस-इनकॉम्पॅन्सिबल
"मुकुट, शिखर (पादप)",मुकुट (वनस्पती)
मृदुकण,क्रंब
पपड़ी,कवच
"क्रिप्टोगैम, अपुष्पीपादप",क्रिप्टोगॅम
छांटन (फल),कुल (फळे)
"कल्म, वेणुकाण्ड",कुल्म
कृष्य किस्म,लागवड
"कर्षण, कृषि, खेती",लागवड
" किसान , कल्टीवेटर (यंत्र)",लागवड करणारा
" संवर्ध , संवर्धन , पालन",संस्कृती
" संसाधन , तैयार करना",उपचार
"कुंतलन, कुंचन",कर्लिंग
मुद्रा,चलन
"उपत्वचा, क्यूटिकल",क्यूटिकल
" कलम , कटाई, काटना , कटाग्र, कटावा",कटिंग
" कृमि कोष, सिस्ट, पुटी , विकृत गुल्म, रसौली",गळू
साइटोक्रोम,साइटोक्रोम
कोशिका युग्मन,सायटोगामी
कोशिका जनन,सायटोजेनेसिस
कोशिका आनुवंशिकी,सायटोजेनेटिक्स
कोशिका द्रव्य विभाजन,सायटोकिनेसिस
कोशिका विज्ञान,सायटोलॉजी
कोशिकाविघटन,सायटोलिसिस
"साइटोमियर, कोशिका खंड",सायटोमेरे
कोशिका द्रव्य,साइटोप्लाझम
बंदगोभी,कोबी
नागफनी,कॅक्टस
ज़रगुल,कॅलेंडुला
"गिल्ली डंडा, गेहूं का मामा",कॅनरी गवत (फालारिस)
कैना,कॅन्ना
करीर,कॅपरिस
शिमला मिर्च,शिमला मिर्ची
कमरख,कारंबोला
पुसुर,कारपा
इलाइची,वेलची
कार्नेशन,कार्नेशन
गाजर,गाजर
काजू,काजू
अमलतास,कॅसिया
अरंडी,एरंडेल
फूलगोभी,फुलकोबी
सेलेरी,भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती
चम्पा,शॅमक
बथुआ,चेनोपोडियम
चेरी टमाटर,चेरी टोमॅटो
चेरी,चेरी
चना,"चणा, हरभरा"
मिर्च,मिरची
काकड़ा,चीन टर्पेन्टाईन ट्री
लौकू,चाऊ-चाऊ
गुलदाउदी,क्रिसॅन्थेमम
चिचोड़ा,"चुफा, पृथ्वी बदाम"
"चिकोरी, कारनी",सिचरी
दालचीनी,दालचिनी
सिट्रोन,सिट्रॉन
गंजनी,सिट्रोनेला गवत
मालती,चमेली चढणे
लौंग,लवंग
ग्वार बीन,क्लस्टर बीन
कहवा,कोको
नारियल,नारळ
कॉफी,कॉफी
पत्थरचूर,कोलियस
अरबी,कोलोकेशिया
इंद्रायन,"कोलोसिंथ, कडू सफरचंद"
जंगली पालक,सामान्य पर्स्लेन
धनिया,कोथिंबीर
कपास,कापूस
लोबिया,गायी
कबाब-चीनी,क्यूबब
खीरा,काकडी
कद्दूवर्गीय,कुकर्बिट्स
जीरा,जिरे
करी पत्ता,करी पान
शरीफा,सीताफळ
पुटिका वेधक,कॅप्सूल बोरर
इल्ली,सुरवंट
सिट्रस साएला,लिंबूवर्गीय सायला
झींगर,क्रिकेट
कौआ,कावळा
कटुआ,जंत कट करा
"डेरी, दुग्धशाला",डेअरी
डेरी उद्योग,दुग्धशाळा
" बांध , प्रजननी",धरण
दिवस निरपेक्ष पादप,दिवस-तटस्थ
पुष्पन के बाद के दिवस,फुलांच्या नंतरचे दिवस
पूर्ण पुष्पन के बाद के दिवस,पूर्ण मोहोर नंतरचे दिवस
निष्पुष्पन,डीब्लोसमिंग
विकैल्सीकरण,Decalcification
"निथारना, निस्तारना",डिकंट
क्षय,क्षय
पर्णपाती,पाने गळणारा
"दशमिक, दशमलव",दशांश
न्यूनता,कमतरता
"अनूर्णन (मृदा), वि-उर्णन",डिफ्लोकुलेशन (माती)
विपुष्पन,डिफ्लोरेशन
विपत्रण,डीफोलिएशन
वनोन्मूलन,जंगलतोड
"अपह्रासन, अपकर्षण",अध: पतन
निम्नीकरण,अधोगती
अंश दिवस,पदवी दिवस
"मात्रा, अंश",पदवी
स्फुटन,Dehiscence
भूसी हटाना,डीहुलिंग
भूसी हटाना,डीहुस्किंग
निर्जलीकरण,डिहायड्रेशन
निर्जलकारित्र,डिहायड्रेटर
मांग,मागणी
"विकृतीकरण, गुणनाशन",विकृती
अनाच्छादन,नकार
"निक्षेप (मृदा), जमा (अर्थशास्त्र)",ठेव
निक्षेपण,ठेव
" मूल्यह्रास , अवमूल्यन विलवणीकरण",घसारा डेसालिनायझेशन
"जल शुष्कन, निर्जलीकरण",Desiccation
"अभिकल्पना, डिजाइन",डिझाइन
शुष्कित्र,Descicator
गुठली निकालना,निराश
वि-अंतः भूस्तारीकरण,Desuckering
वियुग्मन,Desynapsis
"नर मंजरी निकालना (मक्का), बल्लर निकालना",डेटासेल
बल्लर या फुंदन को काटना,Detasseling
निर्धारक,निर्धारक
अवमूल्यन,अवमूल्यन
वनस्पतिरहित करना,Devegetation
विचलन,विचलन
द्विक,डायड
निदान,निदान
भिन्नकाल पक्वता,डिचोगामी
द्विभाजन,द्वैधविज्ञान
"द्विबीजपत्री, डाइकोटिलेड़न (बीज)",डिकोटिल्डन (बियाणे)
पश्चमारी (रोग),मरणार (रोग)
"विसरण, विसार",प्रसार
पाचनीयता,पचनक्षमता
द्विसंकर,डायहायब्रिड
"बांध, नाली, परिवाह",डिक (डायक)
तनु,सौम्य
"एकलिंगाश्रयी, पृथक् लिंगी",डायओसियस
द्विगुणित,डिप्लोइड
"द्विगुणित, डिप्लॉइड",डिप्लोइड
द्विसूत्र,डिप्लोमा
"निष्कलिकायन, कलिका निकालना",डिसबुडिंग
"तवेदार हल चलाना, चक्काकरण",डिस्किंग
छूट,सूट
रोगाणुनाशन,निर्जंतुकीकरण
"परिक्षेपण, प्रकीर्णन",फैलाव
" प्रकीर्णन , प्रसरण",प्रसार
विविधीकरण,विविधता
विविधीकृत कृषि,विविध शेती
डीएनए सोपान,डीएनए शिडी
डीएनए ग्राही,डीएनए रिसेप्टर
गोदी-भाड़ा,डॉकगेज
प्रभावी,प्रबळ
प्रसुप्ति,सुप्तता
"मात्रा, खुराक, डोज",डोस
दोहरा सिग्माभ वक्र,डबल सिग्मॉइड वक्र
"झोंका, खिंचाव",मसुदा (मसुदा)
"निकास नाली, अपवाहिका",निचरा
जलनिकास,ड्रेनेज
कर्षण,काढा
" दवा पिलाना , दवाई से तर करना",भिजत
प्रसाधन (बीज),ड्रेसिंग (बियाणे)
"बरमा, उथली भूल, ड्रिल, वपित्र",ड्रिल (एन.)
"सूराख करना, बेधन, बरमाना",ड्रिलिंग (एजी. इंजी)
"वेधना, ड्रिल से बोना, ड्रिल से डालना",ड्रिलिंग (अ‍ॅग्रोनॉमी)
बूंद-बूंद सिंचाई,ठिबक सिंचन
शुष्क खेती,ड्रायलँड शेती
"धूल, बुकनी",धूळ
"धूलित्र, प्रकीर्णक",डस्टर
बुरकना,धूळ
"बौना, वामन",बटू
वामन पिरामिड,बौने पिरॅमिड
वामिनीयन,बौने
गुलबहार,डेझी
खजूर,तारखा
दिन का राजा,दिवस चमेली
सोया,बडीशेप
दीनानाथ घास,दीननाथ गवत
अमरबेल,डॉडर
दूब घास,"डूब गवत, बर्म्युडा गवत"
छोंकर,ड्रूस
सौंठ,कोरडे आले
पत्तियां खाने वाला भृंग,डीफोलिएटिंग बीटल
नर मधुमक्खी,ड्रोन
बत्तख,बदक
पारिस्थितिकी,पर्यावरणशास्त्र
अर्थमिति,इकोनोमेट्रिक्स
आर्थिक दक्षता,आर्थिक कार्यक्षमता
पारिस्थितिक प्ररूप,इकोटाइप
बहिःस्तरपोषित,एक्टोट्रॉफिक
मृदीय,ईडाफिक
मृद विज्ञान,एडॉफोलॉजी
"मेड़बंदी, किनारा बनाना, किनारा बंदी",कडा
खाद्य अंश,खाद्य भाग
मांग की लोच,मागणीची लवचिकता
उत्पादन लोच,उत्पादनाची लवचिकता
विद्युत्-अपघटन,इलेक्ट्रोलिसिस
वैद्युतकण-संचलन,इलेक्ट्रोफोरेसीस
अवक्षालन,Eluviation
" विपुंसीकारित्र, बंधकारित्र , विपुंसीकार, बंध्यकार",Emasculator
"मेड़ बंदी, डौलबंदी",तटबंदी
भ्रूण,गर्भ
"भ्रूणविज्ञान, भ्रौणिकी",गर्भशास्त्र
"निकलना, निर्गमन",उदय
पायसीकारक,इमल्सीफायर
अंतर्जात,अंतर्जात
अंतःसूत्री विभाजन,एंडोमिटोसिस
अंतःपरजीवी,एंडोपारासाइट
भ्रूणपोष,एंडोस्पर्म
उद्यम,उपक्रम
कीटविज्ञान,एंटोमोलॉजी
पर्यावरण,वातावरण
